from_stop,AI,AL,AM,AP,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DL,DV,DW,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FX,FY,GE,GN,GP,GR,HA,HI,HN,HR,HX,IB,IC,IJ,IS,JB,JH,JQ,JS,JX,JZ,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MF,MG,MH,MN,MP,MT,NB,NL,NM,NR,NU,NV,NY,NZ,OD,OP,OS,OW,OZ,PD,PJ,PK,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RH,RK,RL,RN,RX,RZ,SB,SM,SN,SQ,SR,ST,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WT,WV,WW,WZ,XE,XH,XI,XJ,XV,YC,YW,YX,YZ,ZH,ZK,ZM,ZV
SQ,368.6,466.0,417.1,744.0,536.8,455.0,570.0,560.2,876.3,613.8,568.8,776.6,562.3,438.3,709.9,794.9,524.6,284.5,520.7,770.4,698.3,852.3,328.0,35.9,482.8,509.3,195.9,543.2,485.2,833.6,578.4,779.1,612.2,350.7,600.6,773.1,826.4,386.3,786.4,730.1,710.8,622.1,730.1,525.6,398.3,573.4,668.2,815.4,778.6,372.7,237.8,221.9,502.8,599.6,343.9,753.5,523.5,606.9,313.6,229.7,818.0,588.6,391.8,763.2,579.0,527.3,183.4,608.2,638.6,491.9,438.7,814.8,702.9,752.6,780.0,732.7,605.6,649.0,334.2,261.0,809.6,749.4,671.6,639.1,384.2,250.1,493.0,761.7,342.7,160.6,123.4,826.1,777.8,638.2,195.9,455.6,53.7,797.0,565.6,221.1,768.7,558.9,736.1,762.8,0.0,756.9,789.4,736.1,134.5,273.5,577.1,443.4,784.3,833.1,765.2,195.0,324.9,220.1,566.7,655.5,532.1,584.2,380.7,507.7,226.5,633.7,554.7,520.3,247.4,587.8,719.5,611.5,347.7,582.3,256.5,725.5,534.3,377.3,450.1,669.5,859.5,507.8,775.0,416.0,266.9,413.6,536.1,809.9,528.6,738.5,660.4,753.3
SR,956.8,1032.0,1005.3,61.3,433.6,347.9,289.6,457.0,295.5,168.7,341.6,55.9,194.9,1026.5,144.8,152.9,304.6,629.6,948.3,49.7,103.5,192.5,916.2,765.5,359.8,295.8,713.8,329.5,326.6,140.6,475.2,113.9,119.0,419.6,128.6,192.3,245.6,974.5,209.3,84.2,60.1,163.2,84.2,307.9,440.1,202.6,45.9,149.9,214.9,960.9,826.0,564.4,326.7,496.4,529.3,88.3,970.6,246.0,514.7,817.9,134.6,435.0,980.0,98.0,351.8,301.9,604.4,119.4,167.5,393.5,1026.9,149.6,91.1,134.5,131.4,49.5,125.7,158.4,950.2,903.0,139.4,66.2,73.2,102.0,583.1,595.2,423.1,149.0,930.9,757.6,766.1,150.6,133.2,113.2,673.2,431.1,745.7,155.6,226.5,566.2,114.6,337.5,113.7,164.8,742.0,0.0,208.6,84.5,750.2,618.6,257.3,308.1,130.2,252.3,152.5,589.5,514.3,862.1,312.5,133.2,250.5,388.7,343.3,325.9,544.8,112.9,359.7,338.5,889.4,154.0,118.4,172.7,935.9,182.8,844.7,62.7,349.9,965.5,977.3,97.5,278.7,321.5,109.8,308.8,612.0,489.9,342.8,229.1,205.5,55.3,65.8,52.7
ST,1024.3,1058.7,1012.1,134.3,547.9,468.1,389.0,570.8,125.1,283.0,455.9,166.9,327.2,1094.0,195.5,227.2,418.9,704.3,975.0,160.7,173.5,94.9,983.7,832.5,519.6,416.0,779.8,443.8,446.8,76.2,589.5,107.4,233.3,533.9,287.2,21.9,75.2,1042.0,176.3,168.1,200.0,270.2,168.1,413.2,554.4,302.0,214.0,224.2,154.9,1010.0,893.5,678.7,441.0,610.7,643.6,77.7,997.3,360.3,629.0,885.4,169.9,549.3,1047.5,111.5,466.1,416.2,653.9,278.0,275.8,533.0,1094.4,57.4,195.3,186.5,122.6,123.8,240.0,265.4,1039.9,957.9,132.9,140.5,211.3,243.8,697.4,662.7,537.4,135.0,998.4,795.5,855.8,68.7,207.5,251.6,740.7,551.3,812.7,148.9,341.8,633.7,139.0,442.8,170.0,115.2,809.0,168.0,0.0,190.0,769.4,686.1,362.6,428.3,154.6,81.9,138.0,710.0,628.6,917.0,426.8,265.4,365.8,503.0,457.6,477.8,659.1,245.2,474.0,458.7,944.3,316.4,174.7,280.3,1003.4,313.3,912.2,157.9,464.2,1033.0,1004.0,195.3,108.3,435.8,124.5,423.1,679.5,655.8,457.1,58.7,319.8,129.6,233.9,143.6
TD,926.5,1023.9,975.0,96.1,403.3,322.9,258.2,426.2,273.8,138.4,311.3,90.7,164.6,996.2,117.2,131.2,274.3,599.3,978.5,84.5,64.6,206.6,885.9,721.8,334.8,270.8,683.5,299.2,301.6,175.4,444.9,133.4,88.7,389.3,100.3,170.6,223.9,944.2,246.2,119.0,97.0,124.3,115.7,273.1,409.8,157.4,100.8,151.7,251.8,930.6,795.7,534.1,296.4,464.3,499.0,107.8,1000.8,215.7,484.4,787.6,172.1,404.7,949.7,117.5,321.5,271.6,574.1,91.1,128.8,388.4,996.6,169.1,128.0,88.9,164.4,87.0,95.4,119.5,908.9,872.7,158.9,103.7,21.3,53.7,552.8,564.9,392.8,185.9,900.6,727.3,722.4,180.4,114.1,82.9,642.9,413.1,702.0,193.1,197.5,535.9,123.0,302.7,72.4,201.7,698.3,64.2,186.9,0.0,719.9,588.3,222.5,283.1,138.6,230.6,188.3,559.2,484.0,831.8,282.2,102.9,221.5,356.7,313.0,299.4,514.5,82.6,329.4,313.5,859.2,129.0,106.4,134.4,905.6,152.5,814.4,68.0,319.6,935.2,1007.5,58.6,257.0,291.2,129.3,278.5,581.7,464.9,312.5,207.4,175.2,96.1,110.2,87.5
TF,330.0,427.4,378.5,793.8,499.1,504.8,619.8,522.5,838.6,612.9,529.9,732.1,612.1,399.7,704.8,800.9,486.9,246.8,482.1,738.3,694.6,803.4,289.4,179.9,532.6,559.1,158.2,593.0,535.0,751.5,540.7,772.5,611.3,349.8,599.7,735.4,788.7,347.7,748.7,739.9,709.9,671.9,739.9,575.4,397.4,546.3,690.3,821.4,740.9,334.1,199.2,184.2,465.1,561.9,363.7,756.2,484.9,565.9,349.1,191.1,867.8,550.9,353.2,757.8,518.3,489.6,145.7,607.3,688.4,454.2,400.1,773.4,712.7,758.6,742.3,782.5,604.7,698.8,312.4,276.2,811.4,799.2,675.8,653.9,417.5,212.4,455.3,724.0,304.1,26.0,182.3,761.5,783.8,642.9,95.8,417.9,160.1,846.8,615.4,183.4,818.5,608.7,740.0,725.1,156.4,727.4,751.7,690.4,0.0,175.8,626.9,493.2,834.1,795.4,727.5,157.3,341.2,235.3,529.0,663.0,581.9,514.1,379.8,489.9,276.3,642.7,481.1,570.1,262.6,637.6,726.7,661.3,309.1,632.1,217.9,725.9,505.5,338.7,411.5,668.6,821.8,470.1,824.8,415.1,156.9,375.9,498.4,772.2,527.7,788.3,659.5,752.3
TJ,372.8,470.2,421.3,698.5,442.4,469.4,521.2,465.3,978.8,556.2,473.2,675.4,576.7,442.5,648.1,744.2,430.2,126.7,592.1,681.6,637.9,899.4,332.2,319.3,493.0,476.4,129.8,497.6,486.0,847.5,484.0,868.5,554.6,293.1,543.0,695.9,928.9,390.5,844.7,835.9,653.2,656.4,835.9,536.3,340.7,489.6,633.6,764.7,836.9,376.9,242.0,282.7,408.4,505.2,307.0,708.0,527.7,509.2,292.4,233.9,782.2,494.2,396.0,853.8,461.6,432.9,244.2,550.6,640.6,397.5,442.9,869.4,808.7,701.9,838.3,687.2,548.0,651.0,355.2,319.0,874.9,718.0,619.1,597.2,360.8,92.3,398.6,820.0,346.9,173.6,225.1,857.5,727.1,586.2,89.2,361.2,299.4,899.1,531.5,44.2,723.2,565.9,683.3,821.1,296.6,670.7,712.2,633.7,166.2,0.0,546.2,437.5,738.8,935.6,823.5,255.8,303.7,278.1,472.3,606.3,546.5,457.4,323.1,433.2,398.5,586.0,424.4,496.7,305.4,545.1,670.0,645.8,351.9,596.7,260.7,669.2,448.8,381.5,454.3,611.9,962.0,413.4,729.5,358.4,28.0,319.2,441.7,912.4,471.0,693.0,602.8,695.6
TK,804.5,901.9,853.0,283.2,206.2,205.9,35.6,229.1,458.7,140.9,114.2,260.1,114.1,874.2,232.8,328.9,114.7,477.3,942.7,266.3,222.6,391.5,763.9,599.8,177.9,133.5,561.5,102.1,188.9,368.2,247.8,318.3,139.3,267.3,127.7,355.5,408.8,822.2,350.6,275.8,237.9,181.3,275.8,50.5,287.8,74.3,229.7,349.4,342.8,808.6,673.7,412.1,136.8,269.0,377.0,292.7,959.4,72.5,362.4,665.6,366.9,217.4,827.7,302.4,124.4,112.0,452.1,135.3,190.4,228.8,874.6,354.0,259.4,286.6,355.1,271.9,132.7,200.8,786.9,750.7,343.8,302.7,213.5,181.0,430.8,442.9,233.2,326.8,778.6,605.3,600.4,365.3,311.8,170.9,520.9,255.9,580.0,387.9,49.4,413.9,307.9,80.1,268.0,342.6,576.3,255.4,371.8,218.4,597.9,466.3,0.0,250.8,323.5,415.5,330.3,437.2,362.0,709.8,79.1,191.0,34.7,198.8,191.0,136.1,392.5,170.7,142.9,199.6,737.1,139.6,254.7,170.7,783.6,141.5,692.4,253.9,122.5,813.2,886.0,196.6,441.9,131.6,314.2,156.5,459.7,314.7,152.9,392.3,53.2,277.7,187.5,280.3
TO,722.9,820.3,771.4,336.0,142.7,31.8,146.8,166.1,509.7,193.7,145.6,312.9,139.1,792.6,285.6,381.7,130.5,395.7,861.1,319.1,275.4,430.3,682.3,549.1,59.6,86.1,479.9,120.0,62.0,378.4,184.3,371.1,192.1,301.5,180.5,430.1,459.8,740.6,375.6,306.9,290.7,198.9,306.9,102.4,368.1,150.2,242.3,402.2,367.8,727.0,592.1,330.5,107.9,203.7,226.3,345.5,877.8,183.7,232.0,584.0,419.7,194.5,746.1,355.2,160.7,133.2,370.5,188.1,207.0,85.3,793.0,400.3,276.6,339.4,369.2,324.7,185.5,225.8,705.3,669.1,396.6,355.5,248.4,215.9,280.1,361.3,81.7,350.9,697.0,523.7,536.8,388.4,364.6,215.0,439.3,129.9,529.3,440.7,142.4,332.3,360.7,135.7,320.8,352.0,525.6,291.0,446.4,269.7,516.3,384.7,153.9,0.0,376.3,466.5,354.4,355.6,243.3,628.2,190.3,232.3,108.9,161.0,271.3,83.0,328.9,210.5,131.5,100.4,655.6,164.6,307.5,188.3,702.0,159.1,610.8,304.2,111.1,731.6,804.4,249.4,492.9,113.7,372.5,236.8,378.1,181.7,142.0,443.3,168.0,333.8,238.6,333.1
TX,1088.2,1060.9,1014.3,76.8,508.4,428.6,349.5,531.3,205.0,243.5,416.4,109.4,287.7,1095.6,156.0,187.7,379.4,706.5,977.2,103.2,134.0,194.7,991.0,815.7,480.1,376.5,788.6,404.3,407.3,176.0,550.0,89.0,193.8,494.4,247.7,131.1,155.1,1105.9,279.5,123.0,138.9,230.7,123.0,373.7,514.9,262.5,178.8,184.7,254.7,1012.2,900.8,639.2,401.5,569.4,604.1,97.9,999.5,320.8,589.5,892.7,169.4,509.8,1049.1,97.0,426.6,376.7,679.2,238.5,243.6,493.5,1096.0,157.2,153.3,147.0,186.4,84.3,200.5,225.9,1000.4,960.1,39.2,101.0,171.8,216.9,657.9,670.0,497.9,225.5,1062.3,832.4,816.3,168.5,168.0,212.1,748.0,518.8,795.9,190.4,302.3,641.0,26.0,403.3,130.5,215.0,792.2,139.3,166.2,150.5,825.0,693.4,323.1,388.8,0.0,161.8,210.3,664.3,589.1,919.2,387.3,225.9,326.3,461.8,418.1,438.3,619.6,205.7,434.5,419.2,946.6,281.7,135.2,240.8,1067.3,273.8,919.5,120.8,424.7,1034.6,1006.2,155.8,188.2,396.3,34.8,383.6,686.8,616.3,417.6,138.6,280.3,93.4,184.9,86.1
TZ,1065.2,1098.7,1052.1,175.2,588.8,509.0,429.9,611.7,43.1,323.9,496.8,207.8,368.1,1134.9,236.4,268.1,459.8,744.3,1015.0,201.6,214.4,135.8,1024.6,873.4,560.5,456.9,820.7,484.7,487.7,117.1,630.4,148.3,274.2,574.8,328.1,65.4,29.5,1082.9,217.2,209.0,240.9,311.1,209.0,454.1,595.3,342.9,254.9,208.7,195.8,1050.0,934.4,719.6,481.9,651.6,684.5,118.6,1037.3,401.2,669.9,926.3,164.1,590.2,1088.4,152.4,507.0,457.1,694.8,318.9,316.7,573.9,1135.3,98.3,236.2,227.4,163.4,164.7,280.9,306.3,1080.8,997.9,118.9,181.4,252.2,284.7,738.3,703.6,578.3,175.9,1039.3,836.4,896.7,109.6,248.4,292.5,781.6,592.2,853.6,143.1,382.7,674.6,179.9,483.7,210.9,156.1,849.9,208.9,110.7,230.9,810.3,727.0,403.5,469.2,195.5,0.0,178.9,750.9,669.5,957.0,467.7,306.3,406.7,543.9,498.5,518.7,700.0,286.1,514.9,499.6,984.3,357.3,215.6,321.2,1044.3,354.2,953.1,198.8,505.1,1073.9,1044.0,236.2,26.3,476.7,165.4,464.0,720.4,696.7,498.0,24.8,360.7,170.5,274.8,184.5
UD,1004.3,977.0,930.4,133.5,509.4,425.2,350.5,532.8,225.1,244.5,417.4,102.0,270.7,1011.7,221.0,286.4,380.4,622.6,893.3,108.2,220.7,122.1,903.4,873.3,437.1,373.1,820.6,405.3,403.9,70.2,551.0,128.9,194.8,495.4,221.3,121.9,175.2,1022.0,97.3,86.7,82.5,259.1,90.0,340.5,515.9,263.5,139.7,225.1,102.9,928.3,813.2,640.2,402.5,570.4,605.1,141.8,915.6,321.8,590.5,805.1,180.5,510.8,965.2,114.2,432.5,377.7,694.7,212.1,234.9,470.8,1012.1,92.1,99.8,212.0,24.8,183.0,201.5,253.7,949.4,876.2,174.9,199.7,149.0,177.8,658.9,601.1,498.9,37.0,978.4,836.3,843.4,80.2,266.7,189.0,749.0,515.4,853.5,159.5,303.3,642.0,186.8,373.8,195.5,52.8,849.8,133.4,138.2,170.3,810.2,694.4,324.1,385.4,202.4,181.9,0.0,665.3,590.1,835.3,388.3,209.0,327.3,464.5,419.1,401.7,620.6,188.7,435.5,419.4,862.7,231.3,200.2,248.5,983.4,258.6,831.9,172.2,425.7,950.7,922.3,196.4,208.3,397.3,180.5,384.6,687.8,567.2,418.6,158.7,281.3,192.1,159.6,124.9
UF,459.5,556.9,508.0,635.1,379.0,406.0,457.8,401.9,815.8,492.8,409.8,612.0,513.3,529.2,584.7,680.8,366.8,226.3,691.7,618.2,574.5,736.4,418.9,223.6,429.6,413.0,170.9,434.2,422.6,684.5,420.6,670.2,491.2,229.7,479.6,736.2,765.9,477.2,681.7,627.7,589.8,593.0,627.7,472.9,277.3,426.2,570.2,701.3,673.9,463.6,328.7,26.8,345.0,441.8,240.1,644.6,614.4,445.8,195.1,320.6,718.8,430.8,482.7,654.3,398.2,369.5,109.5,487.2,577.2,334.1,529.6,705.9,611.3,638.5,675.3,623.8,484.6,587.6,441.9,405.7,695.7,654.6,555.7,533.8,280.4,191.9,335.2,657.0,433.6,186.6,242.2,694.5,663.7,522.8,175.9,297.8,203.8,739.8,468.1,162.9,659.8,502.5,619.9,658.1,200.1,607.3,752.5,570.3,160.5,215.3,482.8,374.1,675.4,772.6,660.5,0.0,183.8,364.8,408.9,542.9,483.1,394.0,259.7,369.8,320.0,522.6,361.0,433.3,392.1,481.7,606.6,582.4,438.6,533.3,347.4,605.8,385.4,468.2,541.0,548.5,799.0,350.0,666.1,295.0,208.7,255.8,378.3,749.4,407.6,629.6,539.4,632.2
UM,594.4,691.8,642.9,556.5,273.5,300.5,352.3,296.4,781.3,414.2,304.3,533.4,407.8,664.1,506.1,602.2,261.3,267.2,732.6,539.6,495.9,701.9,553.8,337.6,324.1,307.5,351.4,328.7,317.1,650.0,315.1,591.6,412.6,151.1,401.0,701.7,731.4,612.1,647.2,549.1,511.2,467.6,549.1,367.4,198.7,347.6,491.6,622.7,639.4,598.5,463.6,180.3,239.5,336.3,86.3,566.0,749.3,366.9,11.2,455.5,640.2,325.3,617.6,575.7,292.7,264.0,242.0,408.6,484.1,228.6,664.5,627.3,532.7,559.9,640.8,545.2,406.0,494.5,576.8,540.6,617.1,576.0,477.1,455.2,126.6,232.8,229.7,622.5,568.5,395.2,338.2,660.0,585.1,444.2,310.8,192.3,317.8,661.2,404.0,203.8,581.2,397.0,541.3,623.6,314.1,528.7,718.0,491.7,387.8,256.2,377.3,268.6,596.8,738.1,626.0,207.7,0.0,499.7,303.4,464.3,377.6,288.5,181.1,264.3,130.3,444.0,255.5,327.8,527.0,403.1,528.0,457.0,573.5,427.8,482.3,527.2,279.9,603.1,675.9,469.9,764.5,244.5,587.5,216.4,249.6,117.0,272.8,714.9,329.0,551.0,460.8,553.6
UN,169.9,267.3,218.4,854.6,696.8,565.6,680.6,719.7,1030.1,727.5,679.4,887.2,672.9,239.6,820.5,905.5,684.6,365.4,322.0,881.0,808.9,962.9,129.3,185.1,593.4,619.9,299.9,653.8,595.8,944.2,738.4,889.7,725.9,512.8,714.3,926.9,980.2,187.6,909.4,840.7,824.5,732.7,840.7,636.2,560.4,684.0,778.8,926.0,901.6,174.0,158.0,384.3,662.8,759.6,506.0,864.1,324.8,717.5,475.7,189.1,928.6,748.6,193.1,873.8,689.6,687.3,345.8,721.9,749.2,639.4,240.0,925.4,813.5,863.2,942.4,843.3,719.3,759.6,114.0,63.0,920.2,860.0,782.2,749.7,546.3,331.0,635.8,884.7,144.0,228.3,147.2,936.7,888.4,748.8,173.3,677.0,268.6,907.6,676.2,282.9,879.3,669.5,846.7,885.8,214.8,867.5,943.2,846.7,220.9,253.3,687.7,554.0,894.9,986.9,888.2,357.4,487.0,0.0,724.1,766.1,642.7,694.8,542.8,618.3,388.6,744.3,665.3,630.9,27.2,698.4,830.1,722.1,149.0,692.9,156.0,836.1,644.9,178.6,251.4,783.2,1013.3,667.8,885.6,578.1,234.4,536.7,696.1,963.7,701.8,849.1,772.4,863.9
UO,776.7,874.1,825.2,340.2,128.6,203.2,48.8,151.5,540.0,197.9,108.9,317.1,165.2,846.4,289.8,385.9,35.5,449.5,914.9,323.3,279.6,448.5,736.1,602.9,188.9,142.6,533.7,121.6,181.9,408.7,170.2,375.3,196.3,284.5,184.7,412.5,490.1,794.4,405.9,332.8,294.9,232.4,332.8,119.6,305.0,131.3,275.3,406.4,398.1,780.8,645.9,384.3,57.6,191.4,280.1,349.7,931.6,69.8,285.8,637.8,423.9,138.2,799.9,359.4,97.3,32.8,424.3,192.3,241.5,149.6,846.8,411.0,316.4,343.6,404.3,328.9,189.7,251.9,759.1,722.9,400.8,359.7,260.8,252.4,333.9,415.1,154.0,383.8,750.8,577.5,617.6,422.3,368.8,227.9,493.1,176.7,583.1,444.9,100.5,386.1,364.9,149.2,325.0,382.3,579.4,312.4,428.8,275.4,570.1,438.5,73.8,171.6,380.5,496.8,387.3,409.4,297.1,682.0,0.0,248.0,85.8,119.6,208.2,129.1,409.7,227.7,90.6,192.6,709.3,190.7,311.7,221.8,755.8,192.6,664.6,310.9,115.0,785.4,858.2,253.6,523.2,52.4,371.2,173.7,431.9,235.5,73.7,473.6,127.1,334.7,244.5,337.3
UP,892.1,989.5,940.6,167.9,368.9,279.5,210.0,392.3,402.1,80.1,276.9,157.6,93.5,961.8,129.8,221.0,239.9,564.9,1030.3,156.3,101.6,299.1,851.5,687.4,291.4,227.4,649.1,264.8,258.2,247.2,410.5,221.0,54.3,354.9,93.8,298.9,352.2,909.8,284.6,173.3,135.4,81.9,173.3,234.2,375.4,123.0,139.2,241.5,290.2,896.2,761.3,499.7,262.0,431.7,464.6,195.4,1047.0,181.3,450.0,753.2,259.2,370.3,915.3,205.1,287.1,237.2,539.7,112.7,66.1,354.0,962.2,256.7,166.4,178.7,238.0,174.1,61.0,76.5,874.5,838.3,246.5,190.8,101.3,110.1,518.4,530.5,358.4,224.3,866.2,692.9,688.0,257.2,203.9,86.3,608.5,362.7,667.6,280.2,162.8,501.5,221.2,263.8,162.2,240.1,663.9,136.0,315.2,97.4,685.5,553.9,183.6,239.7,236.8,358.9,227.8,524.8,449.6,797.4,247.8,0.0,186.8,324.0,278.6,298.8,480.1,30.0,295.0,270.1,824.7,161.1,143.4,71.3,871.2,81.4,780.0,132.9,285.2,900.8,973.6,75.6,385.3,256.8,216.9,244.1,547.3,421.5,278.1,335.7,140.8,179.9,159.1,159.3
US,838.3,935.7,886.8,296.0,210.6,210.3,37.8,234.0,449.9,153.7,118.6,272.9,79.3,908.0,245.6,341.7,116.9,511.1,956.5,279.1,235.4,370.5,797.7,633.6,182.3,137.9,595.3,106.5,193.3,318.6,252.2,331.1,152.1,301.1,140.5,370.3,400.0,856.0,315.8,247.1,250.7,146.5,247.1,70.7,321.6,90.4,185.2,362.2,308.0,842.4,707.5,445.9,139.0,273.4,361.5,305.5,978.8,74.7,396.2,699.4,379.7,219.6,861.5,315.2,128.8,114.2,485.9,148.1,155.6,231.0,908.4,366.8,219.9,299.4,309.4,284.7,145.5,166.0,820.7,784.5,356.6,315.5,222.2,189.7,415.3,476.7,235.4,291.1,812.4,639.1,634.2,328.6,324.6,183.7,554.7,258.1,613.8,400.7,33.4,447.7,320.7,100.3,280.8,292.2,610.1,231.2,386.6,243.5,631.7,500.1,44.9,138.3,336.3,406.7,294.6,471.0,395.8,743.6,81.3,172.5,0.0,201.0,224.8,140.5,426.3,150.7,147.3,204.0,770.9,104.8,267.5,135.9,817.4,106.7,726.2,266.7,126.9,847.0,919.8,209.4,433.1,133.8,327.0,190.3,493.5,316.9,155.1,383.5,87.0,290.5,213.3,293.1
UU,690.5,787.9,747.8,430.3,138.1,126.1,241.1,162.7,604.0,288.0,241.6,407.2,233.4,769.0,379.9,476.0,125.9,363.3,837.5,413.4,369.7,490.7,658.7,516.7,153.9,180.4,456.3,214.3,156.3,472.7,179.7,465.4,286.4,279.6,274.8,490.5,554.1,717.0,436.0,401.2,385.0,259.3,401.2,196.7,325.5,244.5,339.3,496.5,428.2,703.4,568.5,306.9,104.1,199.1,202.7,439.8,854.2,278.0,208.4,560.4,514.0,127.9,713.7,449.5,250.1,128.6,346.9,282.4,294.7,72.2,760.6,494.6,374.0,433.7,463.4,419.0,279.8,320.1,681.7,645.5,490.9,449.8,344.4,310.2,256.5,337.7,67.8,445.2,673.4,500.1,513.2,448.8,458.9,304.5,415.7,97.5,505.7,535.0,236.7,299.9,455.0,230.0,415.1,446.3,502.0,385.3,540.7,352.0,492.7,361.1,248.2,85.4,472.3,560.8,448.7,332.0,219.7,604.6,284.6,326.6,203.2,0.0,400.1,178.8,305.3,304.8,225.8,193.1,623.2,258.9,401.8,248.7,678.4,253.4,587.2,397.4,64.0,708.0,780.8,343.7,587.2,109.1,461.0,365.6,345.7,149.3,137.4,537.6,262.3,428.1,332.9,427.4
VA,613.4,710.8,661.9,375.3,298.1,331.0,214.7,321.0,592.6,233.0,236.7,352.2,255.9,683.1,324.9,421.0,163.3,286.2,751.6,358.4,314.7,483.6,572.8,408.7,345.3,270.4,370.4,269.5,309.7,460.3,339.7,410.4,231.4,76.2,219.8,447.6,542.7,631.1,458.5,367.9,330.0,333.2,367.9,258.7,96.7,166.4,310.4,441.5,450.7,617.5,482.6,221.0,185.4,360.9,185.9,384.8,768.3,186.0,171.3,474.5,459.0,202.3,636.6,394.5,225.1,160.6,261.0,227.4,317.4,276.4,683.5,446.1,351.5,378.7,447.2,364.0,224.8,327.8,595.8,559.6,435.9,394.8,295.9,274.0,239.7,251.8,277.5,418.9,587.5,414.2,409.3,457.4,403.9,263.0,329.8,240.1,388.9,480.0,208.3,222.8,400.0,288.3,360.1,434.7,385.2,347.5,463.9,310.5,406.8,275.2,208.1,299.4,415.6,549.4,422.4,246.1,170.9,518.7,173.1,283.1,232.3,247.4,0.0,256.9,201.4,262.8,218.4,320.4,546.0,221.9,346.8,322.6,592.5,332.7,501.3,346.0,242.8,622.1,694.9,288.7,575.8,180.2,406.3,35.2,268.6,198.1,201.5,526.2,147.8,369.8,279.6,372.4
VK,733.5,832.4,782.0,359.2,132.0,74.0,121.3,154.9,532.6,216.6,78.2,335.8,160.9,803.2,307.4,404.6,106.9,406.3,871.7,342.0,298.3,452.1,692.9,561.2,61.5,79.3,490.5,86.1,52.7,401.3,173.6,394.0,215.0,365.4,203.4,451.9,482.7,751.2,397.4,329.8,313.6,220.7,333.1,124.8,385.9,173.1,265.2,425.1,389.6,737.6,602.7,341.1,84.3,193.0,236.9,368.4,888.4,124.3,242.6,594.6,442.6,170.9,756.7,377.0,93.3,109.6,381.1,211.0,221.6,106.4,803.6,423.2,299.5,362.3,394.3,346.5,208.4,248.7,716.7,679.7,419.5,378.4,270.2,238.8,290.7,371.9,112.3,373.8,707.6,534.3,547.4,410.2,387.5,236.8,449.9,140.5,539.9,463.6,165.3,344.4,383.6,154.4,343.7,374.9,536.2,313.9,469.3,291.5,526.9,395.3,146.0,128.4,398.1,489.4,376.2,366.2,253.9,638.8,148.9,255.2,131.8,42.5,289.1,0.0,339.5,232.3,68.7,66.7,667.7,187.5,330.4,210.1,712.6,182.0,621.4,334.0,48.3,742.2,816.5,272.3,515.8,90.1,395.4,254.6,388.7,192.3,119.9,466.2,173.6,355.6,261.5,354.9
VN,511.8,609.2,560.3,573.6,335.5,366.0,413.0,358.4,754.3,431.3,366.3,550.5,454.2,581.5,523.2,619.3,323.3,280.4,745.8,556.7,513.0,674.9,471.2,271.3,393.8,369.5,364.6,390.7,396.2,623.0,377.1,608.7,429.7,168.2,418.1,674.7,704.4,529.5,620.2,566.2,528.3,531.5,566.2,436.6,215.8,364.7,508.7,639.8,612.4,515.9,381.0,179.6,301.5,398.3,161.4,583.1,666.7,384.3,131.1,372.9,657.3,387.3,535.0,592.8,354.7,326.0,255.2,425.7,515.7,290.6,581.9,644.4,549.8,577.0,613.8,562.3,423.1,526.1,494.2,458.0,634.2,593.1,494.2,472.3,201.7,246.0,291.7,595.5,485.9,408.4,271.9,633.0,602.2,461.3,324.0,254.3,251.5,678.3,406.6,217.0,598.3,469.9,558.4,596.6,247.8,545.8,691.0,508.8,401.0,269.4,406.4,354.4,613.9,711.1,599.0,207.0,142.4,417.1,365.4,481.4,443.1,350.5,198.2,326.3,0.0,461.1,317.5,431.3,444.4,420.2,545.1,520.9,490.9,493.3,399.7,544.3,341.9,520.5,593.3,487.0,737.5,306.5,604.6,233.5,262.8,192.1,334.8,687.9,346.1,568.1,477.9,570.7
VO,862.0,959.4,910.5,158.8,338.8,259.0,179.9,362.2,391.1,73.9,246.8,127.5,81.9,931.7,118.2,223.8,209.8,534.8,1000.2,133.7,107.9,288.1,821.4,657.3,310.5,206.9,619.0,234.7,237.7,238.6,380.4,203.7,24.2,324.8,63.7,287.9,341.2,879.7,254.5,143.2,105.3,70.3,146.5,204.1,345.3,92.9,109.1,244.3,260.1,866.1,731.2,469.6,232.8,399.8,434.5,178.1,1016.9,151.2,419.9,723.1,257.5,340.2,885.2,187.8,257.0,207.1,509.6,82.6,46.1,323.9,932.1,239.4,136.3,181.5,224.5,172.4,30.9,64.9,844.4,808.2,229.2,189.1,71.2,80.0,488.3,500.4,328.3,194.2,836.1,662.8,657.9,246.2,206.7,56.2,578.4,349.2,637.5,278.5,132.7,471.4,212.3,233.7,165.0,210.0,633.8,122.8,304.2,92.5,655.4,523.8,153.5,219.2,227.9,347.9,197.7,494.7,419.5,767.3,217.7,20.2,156.7,260.4,248.5,268.7,450.0,0.0,264.9,249.6,794.7,131.0,149.7,59.7,841.1,69.8,749.9,128.2,255.1,870.7,943.5,83.6,374.3,226.7,205.1,214.0,517.2,446.7,248.0,324.7,110.7,181.5,129.0,150.4
