from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
QF,1035.5,166.4,209.4,225.7,948.5,1193.3,1190.4,417.2,311.7,377.0,427.3,1103.7,490.1,359.6,984.9,397.3,145.7,999.4,830.9,335.4,169.8,1021.5,151.5,984.5,947.4,1025.9,922.8,298.7,4.6,282.1,288.8,305.1,405.0,406.9,890.6,396.4,1185.4,902.2,509.1,156.4,559.9,938.6,918.7,111.2,1137.8,982.1,966.4,1006.6,1040.0,460.3,990.5,353.0,214.9,293.2,1141.0,500.2,829.7,847.1,69.0,96.9,178.3,1225.1,383.6,520.2,375.0,904.1,170.2,351.4,336.2,11.8,841.1,397.0,76.1,1187.6,864.0,381.9,495.7,143.9,552.8,429.3,261.9,1173.7,161.5,906.9,993.0,965.6,967.0,1048.7,600.9,512.2,409.2,1256.4,199.0,249.3,863.2,665.3,985.0,964.3,307.0,1153.2,1026.2,175.2,438.2,981.3,101.4,112.7,0.0,898.4,929.1,1022.2,216.9,1152.7,388.2,131.8,789.4,232.2,1170.2,182.1,891.2,306.8,999.3,838.6,41.9,503.5,909.3,1032.4,963.9,221.4,196.7,377.1,260.4,910.8,947.8,1036.0,220.5,314.3,223.8,385.6,412.7,251.1,275.2,121.0,382.8,173.9,424.7,445.1,393.7,208.2,448.5,985.3,405.0,154.8,378.4,88.4,1111.8,579.2,314.4,59.7,97.0,1193.0,931.4,939.7,414.3,867.9,1231.7,1592.0,231.1,1168.7,1193.0,1053.5,1163.3,378.4,355.7,889.7,312.2,849.0,988.3,1136.6,990.4
QO,594.3,946.3,1055.6,1071.9,333.8,752.1,749.2,709.1,741.7,626.4,667.7,662.5,432.4,609.0,370.2,672.1,991.9,384.7,222.2,689.1,811.8,580.3,1015.7,369.8,441.9,584.7,24.3,988.4,889.7,630.3,794.9,646.9,746.7,694.0,7.2,598.2,744.2,132.7,485.1,891.2,405.2,40.1,65.7,957.4,696.6,367.4,473.6,565.4,598.8,623.1,375.8,703.2,743.3,623.7,715.5,451.3,215.0,41.5,933.2,991.4,913.1,759.1,616.9,760.6,855.2,134.6,1018.9,600.8,739.0,906.3,226.4,688.9,922.3,721.6,94.5,631.3,745.1,931.7,442.9,592.1,743.6,732.5,1007.7,8.4,378.3,350.9,352.3,611.4,406.9,488.2,572.0,815.2,1024.9,941.8,96.2,338.8,515.6,489.5,876.8,712.0,585.0,745.0,944.3,366.6,947.6,789.6,894.4,0.0,314.4,407.5,711.8,727.2,897.0,824.3,102.0,646.8,704.2,737.3,121.7,702.1,384.6,48.2,849.2,500.7,56.3,591.2,458.4,791.0,723.7,576.1,747.6,144.9,94.8,421.3,945.1,717.1,999.5,635.0,575.5,670.4,781.3,837.9,671.0,784.3,499.0,951.2,680.8,1016.1,752.1,370.6,633.3,1001.0,644.8,934.6,666.3,417.2,820.5,923.9,961.2,745.3,425.9,86.7,640.0,124.9,765.7,1836.5,777.2,727.5,751.8,612.3,722.1,884.5,622.4,86.7,603.6,143.8,373.6,760.0,375.7
QR,392.7,906.1,927.0,921.4,19.3,550.5,547.6,751.9,784.5,669.2,710.5,460.9,475.2,651.8,55.7,657.9,925.2,70.2,144.6,736.2,854.6,378.7,986.5,83.1,240.3,383.1,330.9,837.6,932.5,673.1,837.7,689.7,789.5,736.8,298.7,641.0,542.6,310.3,527.9,934.0,448.0,346.7,326.8,952.9,495.0,165.8,272.0,363.8,397.2,665.9,61.3,746.0,786.1,666.5,513.9,494.1,162.6,255.2,976.0,1034.2,955.9,557.5,652.1,803.4,898.0,312.2,967.8,643.6,781.8,949.1,228.2,731.7,965.1,520.0,272.1,674.1,787.9,975.1,485.7,634.9,786.4,530.9,910.1,315.0,176.7,29.5,127.6,405.9,449.7,531.0,614.8,613.6,882.8,799.7,271.3,381.6,308.6,287.9,919.6,510.4,383.4,787.8,987.1,165.0,990.4,832.4,937.2,306.5,0.0,205.9,754.6,525.6,937.1,829.5,197.5,689.6,502.6,780.1,299.3,744.9,63.2,246.7,895.2,543.5,317.4,389.6,256.8,833.8,766.5,618.9,790.4,322.5,355.9,219.7,987.9,759.9,857.4,677.8,618.3,713.2,824.1,886.1,713.8,827.1,541.8,994.0,723.6,874.0,778.4,56.1,676.1,916.8,675.1,977.4,464.7,460.0,863.3,966.7,1004.0,550.2,224.3,347.8,682.8,302.5,564.1,1643.3,820.0,525.9,550.2,410.7,520.5,927.3,665.2,297.8,646.4,296.1,172.0,558.4,61.2
QT,279.2,848.6,869.5,863.9,198.3,437.0,434.1,838.0,870.6,755.3,796.6,347.4,561.3,737.9,190.7,698.4,867.7,249.2,236.7,818.0,865.2,265.2,929.0,161.3,126.8,269.6,417.0,780.1,903.7,759.2,923.8,775.8,875.6,822.9,384.8,727.1,429.1,396.4,614.0,1020.1,534.1,432.8,412.9,895.4,376.1,97.6,158.5,250.3,283.7,752.0,173.2,832.1,872.2,752.6,400.4,580.2,248.7,341.3,977.4,1005.4,1042.0,444.0,745.8,889.5,984.1,398.3,910.3,729.7,867.9,920.3,314.3,817.8,930.5,406.5,358.2,760.2,874.0,994.9,571.8,721.0,872.5,417.4,852.6,401.1,85.1,215.4,143.8,296.3,535.8,617.1,700.9,500.1,825.3,742.2,353.7,467.7,200.5,174.4,1005.7,396.9,269.9,852.2,1073.2,100.1,903.9,807.7,908.4,392.6,178.9,0.0,840.7,412.1,1025.9,772.0,283.6,775.7,385.3,859.1,385.4,831.0,249.1,332.8,866.4,629.6,403.5,276.1,148.4,916.4,852.6,705.0,876.5,408.6,442.0,67.0,1074.0,846.0,799.9,763.9,704.4,799.3,910.2,966.8,799.9,913.2,627.9,1080.1,809.7,816.5,818.9,235.1,732.0,859.3,715.6,917.2,356.1,546.1,949.4,968.1,973.5,436.7,110.8,433.9,768.9,388.6,450.6,1529.8,906.1,412.4,436.7,297.2,407.0,1013.4,751.3,384.9,732.5,382.2,68.7,444.9,186.5
QV,1017.4,258.4,378.0,394.3,756.9,1175.2,1172.3,360.2,238.9,185.4,318.8,1085.6,298.5,168.0,793.3,187.7,314.3,807.8,639.3,229.7,123.9,1003.4,338.1,792.9,865.0,1007.8,731.2,402.8,211.3,176.4,292.1,68.3,299.3,345.1,699.0,249.3,1167.3,710.6,317.5,195.6,368.3,747.0,727.1,279.8,1119.7,790.5,896.7,988.5,1021.9,268.7,798.9,247.3,177.6,101.6,1125.9,369.6,638.1,655.5,255.6,318.8,217.5,1169.5,277.9,411.7,352.4,712.5,341.3,159.8,390.1,227.9,649.5,340.0,244.7,1132.0,672.4,190.3,304.1,254.7,361.2,237.7,319.1,1155.6,330.1,715.3,801.4,774.0,775.4,1030.6,495.2,320.6,217.6,1238.3,367.6,253.9,671.6,473.7,933.3,912.6,364.2,1135.1,1008.1,69.5,441.5,789.7,270.0,135.3,216.0,706.8,737.5,830.6,0.0,1137.6,391.5,136.4,597.8,126.5,1114.6,76.4,699.6,199.3,807.7,647.0,174.0,397.8,717.7,1014.3,881.5,237.6,91.0,185.5,244.8,719.2,756.2,844.4,303.8,368.2,311.6,194.0,221.1,145.4,278.5,178.2,322.1,231.1,233.1,448.4,331.9,328.2,238.9,793.7,195.4,323.4,168.8,257.0,1076.7,473.5,317.7,246.3,283.6,1174.9,849.0,748.1,308.6,676.3,1176.1,1599.5,65.3,1150.6,1174.9,1035.4,1145.2,381.7,250.0,698.1,120.6,657.4,796.7,1170.4,798.8
RG,371.8,963.9,984.8,979.2,500.3,157.8,188.8,1140.0,1172.6,1057.3,1098.6,464.3,863.3,1039.9,492.7,935.4,983.0,551.2,532.7,1124.3,977.9,382.1,1044.3,463.3,370.3,337.5,719.0,895.4,1019.0,1061.2,1225.8,1046.3,1177.6,1124.9,686.8,1029.1,165.7,698.4,916.0,1111.6,836.1,734.8,714.9,1010.7,229.5,399.6,353.2,367.2,400.6,1034.5,475.2,1134.1,1075.6,1052.4,33.5,882.2,550.7,643.3,1092.7,1120.7,1133.5,161.2,1040.2,1191.5,1185.8,700.3,1025.6,1031.7,1169.9,1035.6,616.3,1119.8,1045.8,123.7,660.2,1062.2,1176.0,1110.8,873.8,1023.0,1174.5,174.5,967.9,703.1,387.1,517.4,445.8,409.3,837.8,919.1,1002.9,348.1,940.6,857.5,659.4,769.7,371.8,351.1,1259.6,287.1,386.8,967.5,1195.9,402.1,1019.2,923.0,1023.7,694.6,480.9,414.4,1009.2,0.0,1183.2,887.3,585.6,1024.5,61.8,974.4,687.4,1133.0,551.1,634.8,981.7,931.6,705.5,393.0,398.3,1031.7,989.0,1007.0,1178.5,710.6,744.0,428.2,1167.2,1148.0,915.2,1065.9,1006.4,1043.4,1212.2,1094.2,1101.9,1116.6,929.9,1189.0,1111.7,931.8,1055.9,537.1,969.0,974.6,952.6,1032.5,42.7,848.1,1251.4,1083.4,1088.8,221.4,349.0,735.9,1070.9,690.6,167.8,1510.9,1023.4,260.4,158.0,414.1,279.1,1173.4,1053.3,685.9,1034.5,684.2,370.7,172.8,488.5
RH,1229.7,420.1,368.8,398.1,969.2,1151.6,1182.6,322.9,193.6,438.3,329.9,1297.9,533.0,400.4,1005.6,600.8,399.7,1017.4,854.9,309.4,386.0,1215.7,309.3,1005.2,1077.3,1220.1,940.8,477.5,381.8,274.1,106.9,488.6,379.0,312.6,911.3,296.3,1159.5,920.2,575.1,299.0,580.6,959.3,939.4,365.2,1223.3,1002.8,1112.1,1200.8,1234.2,529.4,1011.2,330.1,281.0,465.4,1097.1,470.8,850.4,867.8,344.1,404.2,276.9,1119.7,359.1,422.8,104.9,924.8,328.0,408.0,220.0,368.3,861.8,299.6,330.1,1082.2,884.7,386.8,484.5,302.4,479.2,495.3,164.5,1168.3,415.5,927.6,1013.7,986.3,987.7,1242.9,571.5,578.2,475.2,1345.0,423.2,508.1,883.9,686.0,1147.3,1124.9,106.5,1280.9,1220.4,323.0,47.2,1002.0,352.7,401.2,377.1,922.2,949.8,1040.2,432.8,1135.0,0.0,399.2,810.1,325.5,1084.8,312.2,911.9,191.4,1020.0,859.3,419.1,474.1,930.0,1226.6,1093.8,506.8,298.6,443.1,145.0,931.5,968.5,1056.7,187.1,216.9,448.0,450.0,478.7,245.3,117.1,248.8,285.4,240.0,488.0,54.1,296.3,432.4,652.0,1006.0,536.5,408.8,581.9,342.4,1092.9,549.8,78.2,331.7,319.9,1215.2,1061.3,960.4,384.9,888.6,1129.4,1816.2,450.1,1257.3,1151.8,1247.7,1272.9,11.5,329.7,910.4,445.3,869.7,1009.0,1103.2,1011.1
RK,902.6,120.9,240.5,250.9,825.1,1060.4,1057.5,369.8,248.5,271.6,328.4,970.8,366.7,254.2,861.5,308.6,194.8,876.0,707.5,239.3,89.5,888.6,222.5,861.1,814.5,893.0,799.4,265.3,130.6,186.0,301.7,189.2,308.9,354.7,767.2,258.9,1052.5,778.8,385.7,223.2,436.5,815.2,795.3,167.7,1004.9,858.7,833.5,873.7,907.1,336.9,867.1,256.9,187.2,215.1,1008.1,404.1,706.3,723.7,204.4,232.3,245.1,1092.2,287.5,421.3,362.0,780.7,203.8,246.0,399.7,147.2,717.7,349.6,202.8,1054.7,740.6,276.5,390.3,222.4,412.5,305.9,292.8,1040.8,210.6,783.5,869.6,842.2,843.6,915.8,504.8,388.8,285.8,1123.5,199.5,116.4,739.8,541.9,852.1,831.4,371.2,1020.3,893.3,79.1,451.1,857.9,176.2,34.6,135.3,775.0,805.7,898.8,120.8,1019.8,401.1,0.0,666.0,136.1,1037.3,86.0,767.8,208.9,875.9,715.2,93.3,407.4,785.9,899.5,831.0,143.3,100.6,253.7,254.4,787.4,824.4,912.6,345.4,377.8,174.1,280.2,289.3,155.0,288.1,205.8,331.7,228.2,301.3,458.0,341.5,190.7,359.8,861.9,316.3,203.9,289.7,189.5,978.9,483.1,327.3,195.1,267.0,1060.1,798.5,816.3,318.2,744.5,1098.8,1462.0,135.0,1035.8,1060.1,920.6,1030.4,391.3,259.6,766.3,228.8,725.6,864.9,1003.7,867.0
RL,492.2,844.2,953.5,969.8,231.7,650.0,647.1,607.0,639.6,524.3,565.6,560.4,330.3,506.9,268.1,570.0,889.8,282.6,114.1,591.3,709.7,478.2,913.6,267.7,339.8,482.6,133.3,886.3,787.6,528.2,692.8,544.8,644.6,591.9,101.1,496.1,642.1,112.7,383.0,789.1,303.1,149.1,129.2,855.3,594.5,265.3,371.5,463.3,496.7,521.0,273.7,601.1,641.2,521.6,613.4,349.2,112.9,57.6,831.1,889.3,811.0,657.0,507.2,658.5,753.1,114.6,916.8,498.7,636.9,804.2,124.3,586.8,820.2,619.5,74.5,529.2,643.0,830.2,340.8,490.0,641.5,630.4,905.6,117.4,276.2,248.8,250.2,505.4,304.8,386.1,469.9,713.1,922.8,839.7,73.7,236.7,408.1,387.4,774.7,609.9,482.9,642.9,842.2,264.5,845.5,687.5,792.3,108.9,212.3,305.4,609.7,625.1,792.2,722.2,0.0,544.7,602.1,635.2,101.7,600.0,282.5,49.1,750.3,398.6,119.8,489.1,356.3,688.9,621.6,474.0,645.5,124.9,158.3,319.2,843.0,615.0,897.4,532.9,473.4,568.3,679.2,741.2,568.9,682.2,396.9,849.1,578.7,914.0,650.0,268.5,531.2,898.9,542.7,832.5,564.2,315.1,718.4,821.8,859.1,649.7,323.8,150.2,537.9,104.9,663.6,1734.4,675.1,625.4,649.7,510.2,620.0,782.4,520.3,100.2,501.5,123.8,271.5,657.9,273.6
RN,949.4,279.0,408.7,425.0,688.9,1107.2,1104.3,297.0,175.7,135.4,255.6,1017.6,230.5,118.0,725.3,248.1,345.0,739.8,571.3,166.5,144.5,935.4,368.8,724.9,797.0,939.8,663.2,423.4,231.9,113.2,228.9,135.9,236.1,281.9,631.0,186.1,1099.3,642.6,249.5,244.3,300.3,679.0,659.1,310.5,1051.7,722.5,828.7,920.5,953.9,200.7,730.9,184.1,96.4,112.7,1070.6,301.6,570.1,587.5,286.3,349.5,266.2,1114.2,214.7,348.5,289.2,644.5,372.0,109.8,326.9,248.5,581.5,276.8,275.4,1076.7,604.4,140.3,254.1,285.4,293.2,169.7,253.3,1087.6,360.8,647.3,733.4,706.0,707.4,962.6,432.0,252.6,149.6,1170.3,398.3,274.5,603.6,405.7,865.3,844.6,280.4,1067.1,940.1,77.7,378.3,721.7,300.7,155.9,236.6,638.8,669.5,762.6,200.8,1082.3,328.3,157.0,529.8,0.0,1059.3,70.0,631.6,136.1,739.7,579.0,194.6,334.6,649.7,946.3,813.5,280.0,56.4,117.5,181.6,651.2,688.2,776.4,298.2,305.0,332.2,144.0,153.1,82.2,215.3,196.4,258.9,137.4,165.1,385.2,268.7,348.8,299.3,725.7,210.9,354.1,222.4,287.7,1021.4,410.3,254.5,277.0,314.3,1106.9,781.0,680.1,245.4,608.3,1120.8,1620.1,166.0,1082.6,1106.9,967.4,1077.2,318.5,186.8,630.1,92.6,589.4,728.7,1115.1,730.8
RT,363.2,988.8,1009.7,1004.1,491.7,149.2,180.2,1131.4,1160.0,1048.7,1090.0,455.7,854.7,1031.3,484.1,926.8,1007.9,538.6,530.1,1111.4,1005.4,373.5,1069.2,454.7,361.7,328.9,706.4,920.3,1043.9,1048.6,1217.2,1037.7,1169.0,1112.3,678.2,1016.5,157.1,689.8,907.4,1136.5,827.5,733.3,706.3,1035.6,215.5,391.0,344.6,358.6,392.0,1025.9,466.6,1121.5,1100.5,1043.8,12.3,873.8,538.1,634.7,1121.4,1145.6,1158.4,99.3,1035.2,1182.9,1131.2,691.7,1050.5,1023.1,1161.3,1064.3,607.7,1111.2,1070.7,61.8,651.6,1053.6,1167.4,1135.1,865.2,1014.4,1165.9,165.9,992.8,697.5,378.5,508.8,437.2,404.6,829.2,910.5,994.3,339.5,965.5,882.4,647.1,761.1,368.6,342.5,1179.1,274.5,378.2,992.4,1141.3,393.5,1044.1,947.9,1048.6,682.0,472.3,401.8,1034.1,50.1,1134.4,912.2,577.0,1049.4,0.0,999.3,678.8,1124.4,542.5,626.2,1003.4,923.0,696.9,384.4,394.8,1056.6,1017.7,998.4,1169.9,702.0,731.4,419.6,1192.1,1139.4,940.1,1057.3,997.8,1068.3,1203.6,1124.5,1093.3,1141.5,921.3,1134.4,1103.1,960.5,1047.3,523.6,960.4,999.5,944.0,1057.4,72.5,839.5,1150.8,1108.3,1113.7,206.3,340.4,727.3,1062.3,682.0,105.9,1535.8,1048.3,251.8,149.4,405.5,270.5,1118.8,1044.7,678.3,1025.9,675.6,362.1,118.2,479.9
RX,998.5,207.9,327.5,337.9,738.0,1156.3,1153.4,282.7,161.4,184.5,241.3,1066.7,279.6,167.1,774.4,297.2,281.8,788.9,620.4,152.2,73.4,984.5,303.7,774.0,846.1,988.9,712.3,352.3,160.8,98.9,214.6,185.0,221.8,267.6,680.1,171.8,1148.4,691.7,298.6,163.1,349.4,728.1,708.2,247.3,1100.8,771.6,877.8,969.6,1003.0,249.8,780.0,169.8,100.1,161.8,1119.7,317.0,619.2,636.6,223.1,262.5,185.0,1163.3,200.4,334.2,274.9,693.6,290.8,158.9,312.6,177.4,630.6,262.5,212.2,1125.8,653.5,189.4,303.2,206.3,325.4,218.8,205.7,1136.7,297.6,696.4,782.5,755.1,756.5,1011.7,417.7,301.7,198.7,1219.4,286.5,203.4,652.7,454.8,914.4,893.7,284.1,1116.2,989.2,6.6,364.0,770.8,237.5,84.8,165.5,687.9,718.6,811.7,80.7,1131.4,314.0,85.9,578.9,49.0,1108.4,0.0,680.7,121.8,788.8,628.1,123.5,320.3,698.8,995.4,862.6,193.5,13.5,166.6,167.3,700.3,737.3,825.5,271.3,290.7,261.1,193.1,202.2,67.9,201.0,145.7,244.6,141.1,214.2,370.9,254.4,277.7,348.4,774.8,260.0,290.9,271.5,224.5,1070.5,396.0,240.2,213.8,251.1,1156.0,830.1,729.2,231.1,657.4,1169.9,1549.0,94.9,1131.7,1156.0,1016.5,1126.3,304.2,172.5,679.2,141.7,638.5,777.8,1090.7,779.9
RZ,568.4,920.4,1029.7,1046.0,307.9,726.2,723.3,683.2,715.8,600.5,641.8,636.6,406.5,583.1,344.3,646.2,966.0,358.8,190.3,667.5,785.9,554.4,989.8,343.9,416.0,558.8,147.4,962.5,863.8,604.4,769.0,621.0,720.8,668.1,115.2,572.3,718.3,11.0,459.2,865.3,379.3,163.2,161.3,931.5,670.7,341.5,447.7,539.5,572.9,597.2,349.9,677.3,717.4,597.8,689.6,425.4,189.1,71.7,907.3,965.5,887.2,733.2,583.4,734.7,829.3,65.3,993.0,574.9,713.1,880.4,200.5,663.0,896.4,695.7,25.2,605.4,719.2,906.4,417.0,566.2,717.7,706.6,981.8,131.5,352.4,325.0,326.4,581.6,381.0,462.3,546.1,789.3,999.0,915.9,105.8,312.9,484.3,463.6,850.9,686.1,559.1,719.1,918.4,340.7,921.7,763.7,868.5,123.0,288.5,381.6,685.9,701.3,868.4,798.4,76.1,620.9,678.3,711.4,0.0,676.2,358.7,63.2,826.5,474.8,151.9,565.3,432.5,765.1,697.8,550.2,721.7,93.6,180.1,395.4,919.2,691.2,973.6,609.1,549.6,644.5,755.4,817.4,645.1,758.4,473.1,925.3,654.9,990.2,726.2,344.7,607.4,975.1,618.9,908.7,640.4,391.3,794.6,898.0,935.3,725.9,400.0,172.0,614.1,73.6,739.8,1810.6,751.3,701.6,725.9,586.4,696.2,858.6,596.5,132.3,577.7,92.5,347.7,734.1,349.8
SB,1059.6,329.7,402.7,459.7,799.1,1217.4,1214.5,239.1,39.5,246.8,249.2,1127.8,362.9,208.9,835.5,409.3,339.0,850.0,681.5,117.9,195.2,1045.6,362.8,835.1,907.2,1050.0,773.4,474.1,282.6,82.6,92.7,297.1,187.5,228.8,741.2,155.5,1209.5,752.8,383.6,238.3,410.5,789.2,769.3,304.5,1161.9,832.7,938.9,1030.7,1064.1,334.8,841.1,135.5,165.1,273.9,1213.2,300.7,680.3,697.7,280.3,384.3,260.2,1235.8,209.0,342.1,153.0,754.7,366.0,216.5,158.1,299.2,691.7,218.9,269.4,1198.3,714.6,195.3,293.0,279.4,309.1,303.8,83.8,1197.8,354.8,757.5,843.6,816.2,817.6,1072.8,401.4,386.7,283.7,1280.5,408.3,325.2,713.8,515.9,975.5,954.8,174.6,1177.3,1050.3,128.4,242.1,831.9,294.7,206.6,287.3,749.0,779.7,872.8,202.5,1251.1,192.1,207.7,640.0,134.0,1200.9,120.7,741.8,0.0,849.9,689.2,245.3,304.0,759.9,1056.5,923.7,315.3,107.1,251.6,45.4,761.4,798.4,886.6,255.2,136.2,382.9,255.4,287.2,53.8,79.1,190.4,204.7,206.1,299.2,249.0,215.6,399.5,460.5,835.9,345.0,348.1,390.4,281.7,1209.0,379.7,118.3,271.0,308.3,1217.1,891.2,790.3,239.7,718.5,1242.4,1670.8,216.7,1192.8,1217.1,1077.6,1187.4,182.3,138.2,740.3,253.8,699.6,838.9,1219.3,841.0
SM,449.2,962.6,983.5,977.9,66.4,607.0,604.1,808.4,841.0,725.7,767.0,517.4,531.7,708.3,102.8,714.4,981.7,81.3,201.1,792.7,911.1,435.2,1043.0,130.2,296.8,439.6,387.4,894.1,989.0,729.6,894.2,746.2,846.0,793.3,355.2,697.5,599.1,366.8,584.4,990.5,504.5,403.2,383.3,1009.4,551.5,222.3,328.5,420.3,453.7,722.4,108.4,802.5,842.6,723.0,570.4,550.6,219.1,311.7,1032.5,1090.7,1012.4,614.0,708.6,859.9,954.5,368.7,1024.3,700.1,838.3,1005.6,284.7,788.2,1021.6,576.5,328.6,730.6,844.4,1031.6,542.2,691.4,842.9,587.4,966.6,371.5,233.2,29.9,174.7,462.4,506.2,587.5,671.3,670.1,939.3,856.2,327.8,438.1,365.1,344.4,976.1,566.9,439.9,844.3,1043.6,221.5,1046.9,888.9,993.7,363.0,69.5,262.4,811.1,582.1,993.6,886.0,254.0,746.1,559.1,836.6,355.8,801.4,0.0,303.2,951.7,600.0,373.9,446.1,313.3,890.3,823.0,675.4,846.9,379.0,412.4,276.2,1044.4,816.4,913.9,734.3,674.8,769.7,880.6,942.6,770.3,883.6,598.3,1050.5,780.1,930.5,834.9,67.2,732.6,973.3,731.6,1033.9,521.2,516.5,919.8,1023.2,1060.5,606.7,280.8,404.3,739.3,359.0,620.6,1699.8,876.5,582.4,606.7,467.2,577.0,983.8,721.7,354.3,702.9,352.6,228.5,614.9,108.3
SN,546.0,898.0,1007.3,1023.6,285.5,703.8,700.9,660.8,693.4,578.1,619.4,614.2,384.1,560.7,321.9,623.8,943.6,336.4,167.9,645.1,763.5,532.0,967.4,321.5,393.6,536.4,84.1,940.1,841.4,582.0,746.6,598.6,698.4,645.7,52.0,549.9,695.9,84.4,436.8,842.9,356.9,99.9,118.9,909.1,648.3,319.1,425.3,517.1,550.5,574.8,327.5,654.9,695.0,575.4,667.2,403.0,166.7,8.5,884.9,943.1,864.8,710.8,561.0,712.3,806.9,86.3,970.6,552.5,690.7,858.0,178.1,640.6,874.0,673.3,46.2,583.0,696.8,884.0,394.6,543.8,695.3,684.2,959.4,68.2,330.0,302.6,304.0,559.2,358.6,439.9,523.7,766.9,976.6,893.5,63.4,290.5,461.9,441.2,828.5,663.7,536.7,696.7,896.0,318.3,899.3,741.3,846.1,59.7,266.1,359.2,663.5,678.9,846.0,776.0,53.7,598.5,655.9,689.0,73.4,653.8,336.3,0.0,804.1,452.4,109.5,542.9,410.1,742.7,675.4,527.8,699.3,96.6,148.0,373.0,896.8,668.8,951.2,586.7,527.2,622.1,733.0,795.0,622.7,736.0,450.7,902.9,632.5,967.8,703.8,322.3,585.0,952.7,596.5,886.3,618.0,368.9,772.2,875.6,912.9,703.5,377.6,139.9,591.7,76.6,717.4,1788.2,728.9,679.2,703.5,564.0,673.8,836.2,574.1,89.9,555.3,95.5,325.3,711.7,327.4
SQ,993.5,208.4,251.4,267.7,906.5,1151.3,1148.4,459.2,353.7,335.0,379.3,1061.7,448.1,317.6,942.9,355.3,187.7,954.2,794.9,289.1,209.4,979.5,193.5,942.5,905.4,983.9,880.8,340.7,37.2,240.1,330.8,263.1,363.0,448.9,848.6,313.0,1143.4,857.0,467.1,198.4,517.9,903.7,876.7,153.2,1090.4,940.1,921.2,964.6,998.0,418.3,948.5,307.8,256.9,251.2,1099.0,458.0,784.5,805.1,114.2,138.9,220.3,1183.1,346.0,475.4,417.0,862.1,212.2,309.4,378.2,57.0,799.1,439.0,118.1,1145.6,822.0,339.9,453.7,185.3,510.8,387.3,303.9,1131.7,203.5,867.9,951.0,923.6,925.0,1010.6,558.9,470.2,367.2,1211.2,241.0,207.3,817.5,623.3,948.4,922.3,349.0,1108.0,984.2,133.2,480.2,939.3,146.6,67.5,41.9,856.4,887.1,977.0,174.9,1110.7,436.0,89.8,747.4,190.2,1124.4,140.1,849.2,348.8,957.3,796.6,0.0,461.5,867.3,987.2,927.0,179.4,154.7,335.1,302.4,868.8,905.8,994.0,262.5,356.3,265.0,340.4,370.7,209.1,317.2,168.4,424.8,215.9,379.5,487.1,435.7,250.2,406.5,938.4,363.0,196.8,336.4,130.4,1063.0,537.2,356.4,101.7,139.0,1144.5,889.4,897.7,372.3,825.9,1186.5,1552.9,185.9,1123.5,1151.0,1011.5,1121.3,420.4,313.7,848.7,270.2,807.0,946.3,1094.6,948.4
SR,798.2,524.1,643.7,654.1,537.7,956.0,953.1,286.9,319.5,295.5,245.5,866.4,101.5,278.1,574.1,341.2,598.0,588.6,420.1,271.2,389.6,784.2,619.9,573.7,645.8,788.6,512.0,668.5,477.0,208.1,372.7,316.0,324.5,271.8,479.8,176.0,948.1,491.4,154.2,479.3,149.1,527.8,507.9,563.5,900.5,571.3,677.5,769.3,802.7,292.2,579.7,299.5,359.5,292.8,919.4,39.3,418.9,436.3,539.3,578.7,501.2,963.0,187.1,338.4,433.0,493.3,607.0,269.9,316.8,493.6,430.3,266.7,528.4,925.5,453.2,300.4,414.2,522.5,47.7,261.2,321.4,936.4,613.8,496.1,582.2,554.8,556.2,811.4,168.0,157.3,241.1,1019.1,602.7,519.6,452.4,254.5,714.1,693.4,454.6,915.9,788.9,322.8,522.1,570.5,553.7,401.0,481.7,487.6,518.3,611.4,380.9,931.1,472.1,402.1,378.6,315.9,908.1,315.1,480.4,279.9,588.5,427.8,439.7,0.0,498.5,795.1,662.3,460.1,301.5,245.2,325.4,500.0,537.0,625.2,561.3,294.9,577.3,304.1,244.6,248.2,359.1,459.5,248.8,400.5,168.1,529.0,258.6,593.9,421.2,574.5,302.4,607.1,313.9,540.7,870.2,146.3,398.3,530.0,567.3,955.7,629.8,528.9,217.8,457.1,969.6,1865.2,446.3,931.4,955.7,816.2,926.0,462.3,200.2,478.9,272.7,438.2,577.5,963.9,579.6
