from_stop,AG,AK,AL,AM,AN,AO,AS,AT,BA,BK,BM,BP,BV,BY,CE,CF,CG,CI,DC,DE,DH,DP,DT,DV,EK,ES,EY,FC,FD,FE,FH,FO,FP,FQ,FW,GD,GI,GJ,GW,HE,HG,HT,HU,HZ,IB,IF,IJ,IO,IR,IW,JE,JF,JI,JJ,JP,JX,JZ,KF,KL,KN,KY,KZ,LA,LE,LI,LJ,LO,LW,MC,ME,MI,MN,MR,MT,NB,NG,NI,OC,OP,OV,PB,PJ,PR,PT,PZ,QC,QF,QJ,QK,QL,QQ,QR,QS,QT,RG,RI,RP,RQ,RR,RT,SH,SM,SX,SY,TO,TQ,TR,TX,UF,UH,UL,UN,UQ,UR,UU,VB,VF,VG,VH,VP,VW,WA,WF,WJ,WS,WU,WV,WX,XI,XK,XO,XP,XQ,XW,YG,YJ,YR,YV,YW,ZC,ZK,ZS,ZT,ZY
UU,564.2,499.7,267.9,667.3,463.0,705.7,505.8,430.6,327.5,1357.5,444.6,392.0,411.3,346.2,451.9,617.5,497.7,371.1,654.1,292.8,681.4,530.6,360.3,259.6,406.6,460.1,437.0,448.4,484.7,504.1,485.1,451.5,663.3,695.5,452.5,506.2,486.4,729.3,444.2,427.1,508.5,433.4,720.5,475.9,422.5,636.3,228.7,425.4,472.4,363.7,474.4,477.3,432.4,431.7,476.2,737.7,646.9,593.9,422.1,711.7,468.2,448.1,479.0,481.3,448.8,310.4,561.7,407.6,418.8,623.7,552.9,536.0,543.5,288.9,411.4,489.7,423.1,573.6,486.4,58.9,490.7,368.0,444.7,361.4,411.9,383.9,612.8,418.1,601.3,36.5,396.4,560.9,580.8,474.3,463.0,416.6,461.4,456.2,418.2,233.1,595.8,440.3,69.3,672.3,439.5,618.3,606.5,474.5,488.8,661.4,603.2,391.3,473.7,323.8,0.0,433.7,351.6,580.8,429.3,621.0,611.4,436.4,445.8,408.5,591.5,435.2,316.0,443.9,43.3,391.1,727.8,424.2,572.3,606.1,584.6,476.5,326.9,648.8,507.6,270.3,415.2,399.4,325.7,445.5
VB,796.3,735.7,503.9,473.5,397.9,480.4,347.2,72.1,568.3,1546.1,244.0,374.0,379.7,196.8,93.4,806.1,733.7,607.1,428.8,487.4,870.0,424.2,292.1,454.2,642.6,696.1,182.2,145.3,720.7,145.6,378.7,687.5,851.9,501.7,688.5,742.2,227.1,535.5,680.2,214.7,308.6,347.2,526.7,64.4,65.9,824.9,423.3,122.3,438.6,219.3,388.2,118.8,74.5,357.8,369.8,543.9,426.5,817.7,658.1,521.5,213.4,684.1,715.0,717.3,368.1,244.7,785.5,333.7,344.9,859.7,394.3,772.9,384.9,483.5,108.7,131.2,316.7,807.4,721.1,480.0,726.7,604.0,59.8,597.4,211.3,310.0,454.2,109.8,442.7,435.2,632.4,787.2,428.8,115.8,376.8,652.6,697.4,44.7,70.2,561.7,437.2,231.9,516.9,463.0,184.7,859.2,842.5,150.9,724.8,531.6,839.2,323.1,709.7,559.8,470.8,0.0,587.6,816.8,121.0,809.6,847.4,330.0,14.3,153.7,827.5,349.0,166.6,357.7,514.2,136.3,533.6,39.3,413.7,794.7,367.6,712.5,195.2,485.9,743.6,537.2,651.2,250.0,209.1,137.2
VF,306.0,241.5,219.8,915.8,711.5,954.2,754.3,679.1,144.9,1567.1,693.1,640.5,659.8,594.7,700.4,440.5,239.5,183.7,902.6,337.9,504.4,779.1,608.8,304.7,219.2,201.9,685.5,696.9,226.5,752.6,733.6,193.3,486.3,944.0,194.3,225.9,734.9,977.8,186.0,683.1,757.0,681.9,969.0,724.4,671.0,459.3,387.8,673.9,738.5,617.2,722.9,725.8,680.9,679.5,724.7,986.2,895.4,301.3,163.9,963.8,716.7,189.9,220.8,223.1,702.8,558.9,303.5,653.2,664.4,299.8,801.4,278.7,792.0,314.0,660.3,738.2,671.6,247.5,228.2,416.0,232.5,16.4,693.2,155.1,660.4,632.4,861.3,666.6,849.8,371.2,182.1,269.6,835.9,722.8,698.7,158.4,203.2,704.7,666.7,300.6,844.3,664.0,452.9,920.8,688.0,299.3,348.3,723.0,230.6,913.1,279.3,639.8,215.5,185.7,406.8,682.2,0.0,256.9,677.8,444.0,287.5,684.9,694.3,657.0,267.6,683.7,564.5,692.4,450.2,639.6,976.3,672.7,820.8,429.1,833.1,218.3,575.4,897.3,249.4,271.1,157.0,647.9,574.2,694.0
VG,129.3,192.3,394.4,1097.3,890.1,1132.8,932.9,928.4,354.3,1566.0,808.8,819.1,838.4,773.3,949.7,443.8,256.4,397.9,1081.2,512.5,503.3,957.7,787.4,479.3,433.4,170.7,864.1,875.5,145.2,1001.9,912.2,199.0,485.2,1122.6,211.2,122.6,913.5,1156.4,158.6,854.2,935.6,863.5,1147.6,903.0,849.6,458.2,562.4,852.5,899.5,790.8,901.5,975.1,859.5,858.8,907.7,1169.2,1074.0,110.3,181.1,1138.8,895.3,158.7,146.5,222.0,875.9,737.5,125.8,834.7,845.9,77.8,980.0,109.7,970.6,488.6,838.5,964.8,850.2,52.1,320.7,595.0,131.5,250.6,871.8,369.3,843.4,811.0,1044.3,845.2,1028.4,545.8,396.3,86.6,1007.9,972.1,890.1,336.8,296.3,883.3,845.3,475.2,1022.9,867.4,627.0,1099.4,866.6,46.4,365.2,945.1,136.7,1089.1,22.3,818.4,143.7,360.3,581.4,860.8,273.3,0.0,862.1,442.9,30.5,863.5,872.9,840.0,19.6,862.3,743.1,871.0,624.8,818.2,1154.9,851.3,1003.8,428.0,1011.7,280.4,754.0,1080.3,117.9,450.1,207.4,826.5,752.8,872.6
VH,760.1,699.5,467.7,513.2,385.1,514.4,371.1,114.0,527.3,1509.9,162.5,304.6,366.9,160.6,135.3,769.9,697.5,570.9,462.8,451.2,833.8,448.1,282.1,418.0,606.4,659.9,102.4,121.4,684.5,187.5,402.6,651.3,815.7,535.7,652.3,706.0,147.3,569.5,644.0,130.2,228.8,337.4,560.7,115.6,49.8,788.7,387.1,108.8,425.8,178.1,375.4,160.7,59.7,344.3,393.7,577.9,460.5,781.5,625.3,551.9,133.6,647.9,678.8,681.1,349.8,208.5,749.3,320.2,331.4,823.5,418.2,735.8,408.8,447.3,97.6,173.1,340.6,776.2,684.9,443.8,690.5,567.8,128.1,561.2,192.7,296.5,480.9,5.5,466.6,401.8,596.2,751.0,446.1,157.7,364.0,616.4,661.2,81.0,45.5,525.5,461.1,176.9,480.2,497.0,104.9,818.1,806.3,157.9,688.6,558.1,803.0,310.3,673.5,523.6,434.6,117.1,551.4,785.4,0.0,773.4,811.2,353.9,112.3,73.9,791.3,336.2,130.4,344.9,478.0,56.5,567.6,107.6,440.4,758.5,401.6,676.3,161.8,522.7,707.4,501.0,607.5,186.5,172.9,16.2
VP,384.6,338.4,471.2,1026.3,819.1,1061.8,861.9,857.4,412.5,1495.0,800.7,748.1,767.4,702.3,878.7,66.9,327.8,451.3,1010.2,589.3,71.9,886.7,716.4,556.1,486.8,380.2,793.1,804.5,404.8,930.9,841.2,442.1,90.1,1051.6,282.6,439.3,842.5,1085.4,401.7,790.7,864.6,789.5,1076.6,832.0,778.6,15.2,674.4,781.5,828.5,724.8,830.5,904.1,788.5,787.8,832.3,1093.8,1003.0,406.0,373.5,1071.4,824.3,368.2,399.1,355.6,810.4,666.5,373.8,763.7,774.9,434.2,909.0,397.8,899.6,565.4,767.9,893.8,779.2,427.8,309.4,667.4,423.8,449.2,800.8,551.5,768.0,740.0,968.9,774.2,957.4,622.6,578.5,375.5,943.5,901.1,819.1,391.0,373.1,812.3,774.3,552.0,951.9,771.6,704.3,1028.4,795.6,445.0,336.6,874.1,408.9,1020.7,459.6,747.4,381.4,437.1,658.2,789.8,471.9,437.2,785.4,0.0,467.8,792.5,801.9,764.6,447.9,791.3,672.1,800.0,701.6,747.2,1083.9,780.3,928.4,55.5,940.7,357.2,683.0,1004.9,427.7,522.5,389.6,755.5,681.8,801.6
VW,147.9,210.9,413.0,1113.0,908.7,1151.4,951.5,947.0,377.7,1584.6,890.3,837.7,857.0,791.9,968.3,458.0,275.0,416.5,1099.8,531.1,521.9,976.3,806.0,497.9,452.0,189.3,882.7,894.1,159.4,1020.5,930.8,217.6,503.8,1141.2,229.8,141.2,932.1,1175.0,177.2,880.3,954.2,879.1,1166.2,921.6,868.2,476.8,581.0,871.1,918.1,814.4,920.1,993.7,878.1,877.4,921.9,1183.4,1092.6,95.6,202.6,1161.0,913.9,177.3,165.1,240.6,900.0,756.1,144.4,853.3,864.5,96.4,998.6,127.5,989.2,507.2,857.5,983.4,868.8,64.1,339.3,609.2,150.1,269.2,890.4,387.9,857.6,829.6,1058.5,863.8,1047.0,564.4,414.9,105.2,1033.1,990.7,908.7,355.4,314.9,901.9,863.9,493.8,1041.5,861.2,646.1,1118.0,885.2,69.9,383.8,963.7,155.3,1110.3,6.9,837.0,162.3,378.9,600.0,879.4,291.9,18.5,875.0,461.5,0.0,882.1,891.5,854.2,38.2,880.9,761.7,889.6,643.4,836.8,1173.5,869.9,1018.0,446.6,1030.3,299.0,772.6,1094.5,136.5,464.3,221.5,845.1,771.4,891.2
WA,809.4,748.8,517.0,305.2,56.0,350.0,140.8,326.4,581.4,1514.4,472.9,209.0,189.7,374.5,347.7,819.2,746.8,620.2,319.9,500.5,883.1,94.1,189.9,467.3,655.7,709.2,361.0,380.0,733.8,399.9,45.5,700.6,865.0,330.5,701.6,755.3,405.9,364.3,693.3,393.5,487.4,157.2,355.5,394.4,328.6,838.0,436.4,358.6,209.9,397.0,201.7,373.1,338.5,240.3,39.7,372.7,281.9,830.8,671.2,350.3,392.2,697.2,728.1,730.4,149.4,303.7,798.6,228.2,219.1,872.8,187.9,786.0,178.5,496.6,345.0,362.8,11.8,820.5,734.2,493.1,739.8,617.1,386.7,610.5,440.2,289.2,247.8,324.2,236.3,448.3,645.5,800.3,222.4,370.1,170.1,665.7,710.5,359.8,324.3,597.5,230.8,410.7,530.0,307.3,363.5,872.3,855.6,343.1,737.9,299.6,852.3,142.2,722.8,572.9,483.9,337.6,600.7,829.9,335.4,822.7,860.5,0.0,352.0,332.5,840.6,110.1,344.3,167.7,527.3,315.1,362.8,366.2,207.3,807.8,219.6,725.6,431.5,283.8,756.7,634.7,664.3,427.7,326.7,351.6
WF,798.2,737.6,505.8,475.4,399.8,482.3,349.1,74.0,570.2,1548.0,245.9,375.9,381.6,198.7,95.3,808.0,735.6,609.0,430.7,489.3,871.9,426.1,294.0,456.1,644.5,698.0,170.7,189.7,722.6,147.5,380.6,689.4,853.8,503.6,690.4,744.1,215.6,537.4,682.1,195.7,297.1,352.1,528.6,48.3,49.8,826.8,425.2,124.2,440.5,216.2,390.1,120.7,58.4,382.0,371.7,545.8,428.4,819.6,660.0,523.4,201.9,686.0,716.9,719.2,370.0,246.6,787.4,357.9,369.1,861.6,396.2,773.9,386.8,485.4,110.2,133.1,318.6,811.5,723.0,481.9,728.6,605.9,61.7,599.3,213.2,334.2,456.1,93.7,444.6,437.1,634.3,789.1,424.1,117.7,378.7,654.5,699.3,28.6,54.1,563.6,439.1,219.3,518.8,464.9,173.2,856.2,844.4,152.8,726.7,536.7,841.1,325.0,711.6,561.7,472.7,24.1,589.5,818.7,104.9,811.5,849.3,331.9,0.0,142.2,829.4,350.9,168.5,359.6,516.1,124.8,535.5,41.2,415.6,796.6,369.5,714.4,197.1,487.8,745.5,539.1,653.1,251.9,211.0,121.1
WJ,746.1,685.5,453.7,514.3,389.0,518.3,360.6,120.0,513.3,1495.9,179.9,308.5,370.8,146.6,141.3,755.9,683.5,556.9,466.7,437.2,819.8,453.5,283.2,404.0,592.4,645.9,28.4,72.1,670.5,193.5,408.0,637.3,801.7,539.6,638.3,692.0,101.8,573.4,630.0,81.9,183.3,338.3,564.6,159.7,93.9,774.7,373.1,130.8,429.7,169.1,379.3,166.7,103.8,348.2,399.1,581.8,464.4,767.5,611.3,555.8,88.1,633.9,664.8,667.1,353.7,194.5,735.3,324.1,335.3,809.5,407.7,721.8,398.3,433.3,120.1,179.1,346.0,759.4,670.9,429.8,676.5,553.8,134.1,547.2,147.2,300.4,534.5,89.5,456.1,385.0,582.2,737.0,442.2,163.7,367.9,602.4,647.2,125.1,89.6,511.5,450.6,105.5,466.2,500.9,55.6,809.0,792.3,163.9,674.6,505.6,789.0,314.2,659.5,509.6,420.6,123.1,537.4,771.4,106.4,759.4,797.2,359.3,156.4,0.0,777.3,340.1,116.4,348.8,464.0,17.3,571.5,113.6,427.1,744.5,405.5,662.3,145.0,523.8,693.4,487.0,593.5,109.7,158.9,116.9
WS,130.7,193.7,395.8,1098.7,891.5,1134.2,934.3,929.8,360.5,1567.4,873.1,820.5,839.8,774.7,951.1,440.8,257.8,399.3,1082.6,513.9,504.7,959.1,788.8,480.7,434.8,172.1,865.5,876.9,142.2,1003.3,913.6,200.4,486.6,1124.0,212.6,124.0,914.9,1157.8,160.0,863.1,937.0,861.9,1149.0,904.4,851.0,459.6,563.8,853.9,900.9,797.2,902.9,976.5,860.9,860.2,904.7,1166.2,1075.4,90.6,185.4,1143.8,896.7,160.1,147.9,223.4,882.8,738.9,127.2,836.1,847.3,79.2,981.4,110.3,972.0,490.0,840.3,966.2,851.6,46.9,322.1,592.0,132.9,252.0,873.2,370.7,840.4,812.4,1041.3,846.6,1029.8,547.2,397.7,88.0,1015.9,973.5,891.5,338.2,297.7,884.7,846.7,476.6,1024.3,844.0,628.9,1100.8,868.0,31.7,366.6,946.5,138.1,1093.1,52.7,819.8,145.1,361.7,582.8,862.2,274.7,30.3,857.8,444.3,60.9,864.9,874.3,837.0,0.0,863.7,744.5,872.4,626.2,819.6,1156.3,852.7,1000.8,429.4,1013.1,281.8,755.4,1077.3,119.3,447.1,204.3,827.9,754.2,874.0
WU,804.2,743.6,511.8,400.2,48.8,407.1,225.2,344.5,576.2,1483.7,479.9,100.6,81.3,369.3,365.8,814.0,741.6,615.0,355.5,495.3,877.9,200.3,79.7,462.1,650.5,704.0,356.9,375.9,728.6,418.0,167.0,695.4,859.8,428.4,696.4,750.1,401.8,462.2,688.1,389.4,483.3,48.8,453.4,390.3,324.5,832.8,431.2,363.3,140.2,391.8,93.3,391.2,334.4,170.6,145.9,470.6,353.2,825.6,666.0,448.2,388.1,692.0,722.9,725.2,69.7,298.5,793.4,148.5,139.4,867.6,272.3,780.8,262.9,491.4,349.7,380.9,133.3,815.3,729.0,487.9,734.6,611.9,382.6,605.3,447.2,217.7,332.2,320.1,320.7,443.1,640.3,795.1,306.8,388.2,78.4,660.5,705.3,355.7,320.2,566.8,315.2,406.6,524.8,389.7,359.4,867.1,850.4,361.2,732.7,428.4,847.1,107.4,717.6,567.7,478.7,338.3,595.5,824.7,331.3,817.5,855.3,121.4,352.7,328.4,835.4,0.0,339.1,59.3,522.1,311.0,460.3,362.1,291.7,802.6,294.3,720.4,413.5,412.6,751.5,604.0,659.1,422.5,321.5,347.5
WV,666.0,605.4,373.6,580.3,374.1,587.2,416.9,170.9,438.0,1415.8,184.9,303.1,322.4,29.1,192.2,675.8,603.4,476.8,535.6,357.1,739.7,441.7,271.4,323.9,512.3,565.8,212.5,253.8,590.4,244.4,396.2,557.2,721.6,608.5,558.2,611.9,283.5,642.3,549.9,174.9,248.8,344.5,633.5,216.2,162.8,694.6,293.0,165.7,383.5,51.6,385.5,217.6,172.7,342.8,387.3,650.7,533.3,687.4,527.8,628.3,269.8,553.8,584.7,587.0,365.4,114.4,655.2,327.0,338.2,729.4,464.0,642.6,454.6,353.2,152.1,230.0,334.2,677.1,590.8,349.7,596.4,473.7,185.0,467.1,152.2,295.0,523.9,158.4,512.4,304.9,502.1,656.9,498.5,214.6,374.1,522.3,567.1,196.5,158.5,431.4,506.9,155.8,386.6,569.8,237.3,728.9,712.2,214.8,594.5,612.4,708.9,302.4,579.4,429.5,340.5,174.0,457.3,686.5,169.6,679.3,717.1,347.5,186.1,181.6,697.2,346.3,0.0,355.0,383.9,199.0,640.4,164.5,483.4,664.4,474.4,582.2,64.9,559.9,613.3,406.9,520.9,82.3,78.8,185.8
WX,820.4,759.8,592.7,424.5,103.8,431.4,249.5,368.8,592.4,1474.8,504.2,41.2,21.9,385.5,390.1,830.2,757.8,631.2,379.8,511.5,894.1,255.3,104.0,478.3,666.7,720.2,381.2,400.2,744.8,442.3,222.0,711.6,876.0,452.7,712.6,766.3,426.1,486.5,704.3,413.7,507.6,10.4,477.7,414.6,348.8,849.0,447.4,387.6,131.3,408.0,48.8,415.5,358.7,161.7,200.9,494.9,377.5,841.8,682.2,472.5,412.4,708.2,739.1,741.4,60.8,314.7,809.6,139.6,130.5,883.8,296.6,797.0,287.2,507.6,374.0,405.2,166.8,831.5,745.2,570.8,750.8,628.1,406.9,621.5,471.5,208.8,356.5,344.4,345.0,526.0,656.5,811.3,331.1,412.5,69.5,676.7,721.5,380.0,344.5,557.9,339.5,430.9,607.7,414.0,383.7,883.3,866.6,385.5,748.9,452.7,863.3,135.0,733.8,583.9,561.6,362.6,611.7,840.9,355.6,833.7,871.5,176.4,377.0,352.7,851.6,54.9,355.3,0.0,605.0,335.3,484.6,386.4,316.0,818.8,318.6,736.6,437.8,436.9,767.7,595.1,675.3,438.7,337.7,371.8
XI,614.7,550.2,318.4,720.7,513.5,756.2,556.3,481.1,382.8,1408.0,495.1,442.5,461.8,396.7,502.4,668.0,548.2,421.6,704.6,343.3,731.9,581.1,410.8,310.1,457.1,510.6,487.5,498.9,535.2,554.6,535.6,502.0,713.8,746.0,503.0,556.7,536.9,779.8,494.7,485.1,559.0,483.9,771.0,526.4,473.0,686.8,279.2,475.9,522.9,419.2,524.9,527.8,482.9,482.2,526.7,788.2,697.4,644.4,472.6,765.8,518.7,498.6,529.5,531.8,504.8,360.9,612.2,458.1,469.3,674.2,603.4,587.4,594.0,339.4,462.3,540.2,473.6,621.9,536.9,71.5,541.2,418.5,495.2,411.9,462.4,434.4,663.3,468.6,651.8,87.0,446.9,611.4,637.9,524.8,513.5,467.1,511.9,506.7,468.7,283.6,646.3,466.0,43.5,722.8,490.0,673.7,657.0,525.0,539.3,715.1,653.7,441.8,524.2,374.3,50.4,484.2,402.1,631.3,479.8,671.5,661.9,486.9,496.3,459.0,642.0,485.7,366.5,494.4,0.0,441.6,778.3,474.7,622.8,656.6,635.1,527.0,377.4,699.3,558.1,320.8,465.7,449.9,376.2,496.0
XK,728.7,668.1,436.3,496.9,371.6,500.9,343.2,102.6,500.7,1478.5,162.5,291.1,353.4,129.2,123.9,738.5,666.1,539.5,449.3,419.8,802.4,436.1,265.8,386.6,575.0,628.5,45.8,64.8,653.1,176.1,390.6,619.9,784.3,522.2,620.9,674.6,84.4,556.0,612.6,72.0,165.9,320.9,547.2,142.3,76.5,757.3,355.7,123.5,412.3,151.7,361.9,149.3,86.4,330.8,381.7,564.4,447.0,750.1,590.5,542.0,70.7,616.5,647.4,649.7,341.8,177.1,717.9,306.7,317.9,792.1,390.3,705.3,380.9,415.9,113.2,161.7,328.6,739.8,653.5,412.4,659.1,536.4,116.7,529.8,129.8,283.0,517.1,72.1,438.7,367.6,564.8,719.6,424.8,146.3,350.5,585.0,629.8,107.7,72.2,494.1,433.2,89.2,449.3,483.5,48.3,791.6,774.9,146.5,657.2,485.0,771.6,296.8,642.1,492.2,403.2,105.7,520.0,749.2,83.3,742.0,779.8,341.9,139.0,17.3,759.9,322.7,99.0,331.4,446.6,0.0,554.1,96.2,409.7,727.1,388.1,644.9,127.6,506.4,676.0,469.6,583.6,127.1,141.5,99.5
XO,1089.8,1029.2,797.4,50.8,435.8,145.4,323.9,512.2,861.8,1738.4,666.1,494.8,500.5,618.9,533.5,1099.6,1027.2,900.6,160.9,780.9,1163.5,473.9,412.9,747.7,936.1,989.6,546.8,565.8,1014.2,585.7,428.4,981.0,1145.4,49.5,982.0,1035.7,591.7,35.0,973.7,579.3,673.2,468.0,43.8,580.2,514.4,1118.4,716.8,544.4,559.4,641.4,509.0,558.9,524.3,589.8,419.5,26.6,158.6,1111.2,951.6,49.0,578.0,977.6,1008.5,1010.8,488.9,584.1,1079.0,567.7,558.6,1153.2,219.1,1066.4,179.7,777.0,530.8,548.6,366.4,1100.9,1014.6,773.5,1020.2,897.5,572.5,890.9,633.4,569.9,140.8,510.0,353.9,728.7,925.9,1080.7,340.0,555.9,497.6,946.1,990.9,545.6,510.1,855.2,348.4,596.5,810.4,195.1,549.3,1152.7,1136.0,528.9,1018.3,145.9,1132.7,408.4,1003.2,853.3,764.3,523.4,881.1,1110.3,521.2,1103.1,1140.9,379.7,537.8,518.3,1121.0,469.8,588.7,478.5,807.7,500.9,0.0,552.0,221.0,1088.2,219.2,1006.0,617.3,130.1,1037.1,830.7,944.7,672.1,607.1,537.4
XP,773.7,713.1,481.3,450.9,375.3,457.8,324.6,49.5,545.7,1523.5,221.4,351.4,357.1,174.2,70.8,783.5,711.1,584.5,406.2,464.8,847.4,401.6,269.5,431.6,620.0,673.5,134.0,122.7,698.1,123.0,356.1,664.9,829.3,479.1,665.9,719.6,178.9,512.9,657.6,166.5,260.4,324.6,504.1,88.4,89.9,802.3,400.7,99.7,416.0,196.7,365.6,96.2,98.5,446.4,347.2,521.3,403.9,795.1,635.5,498.9,165.2,661.5,692.4,694.7,345.5,222.1,762.9,424.3,415.2,837.1,371.7,750.3,362.3,460.9,86.1,108.6,294.1,784.8,698.5,457.4,704.1,581.4,20.4,574.8,188.7,365.4,431.6,133.8,420.1,412.6,609.8,764.6,406.2,93.2,354.2,630.0,674.8,68.7,94.2,539.1,414.6,192.3,494.3,440.4,136.5,836.6,819.9,128.3,702.2,509.0,816.6,300.5,687.1,537.2,448.2,46.2,565.0,794.2,145.0,787.0,824.8,307.4,58.3,105.5,804.9,326.4,144.0,335.1,491.6,88.1,511.0,0.0,391.1,772.1,345.0,689.9,172.6,463.3,721.0,514.6,628.6,227.4,186.5,161.2
XQ,948.8,888.2,656.4,155.0,294.8,202.7,182.9,411.3,720.8,1648.8,565.2,351.2,356.9,513.9,432.6,958.6,886.2,759.6,218.2,639.9,1022.5,332.9,269.3,606.7,795.1,848.6,445.9,464.9,873.2,484.8,287.4,840.0,1004.4,183.2,841.0,894.7,490.8,217.0,832.7,470.9,572.3,324.4,208.2,479.3,413.5,977.4,575.8,443.5,415.8,536.4,365.4,458.0,423.4,446.2,278.5,225.4,217.0,970.2,810.6,203.0,477.1,836.6,867.5,869.8,345.3,443.1,938.0,424.1,415.0,1012.2,155.5,924.5,31.2,636.0,429.5,447.7,225.4,962.1,873.6,632.5,879.2,756.5,471.6,749.9,532.5,428.9,100.5,409.1,212.9,587.7,784.9,939.7,192.4,455.0,354.0,805.1,849.9,444.7,409.2,714.2,207.4,520.4,668.9,242.4,448.4,1011.7,995.0,428.0,877.3,152.3,991.7,267.4,862.2,712.3,623.3,422.5,740.1,969.3,426.0,962.1,999.9,238.7,436.9,417.4,980.0,326.2,483.7,334.9,666.7,400.0,215.5,451.1,0.0,947.2,154.7,865.0,516.4,136.5,896.1,689.7,803.7,567.1,466.1,436.5
XW,371.7,325.5,458.3,1010.5,806.2,1048.9,849.0,844.5,399.6,1482.1,787.8,735.2,754.5,689.4,865.8,11.3,314.9,438.4,997.3,576.4,75.2,873.8,703.5,543.2,473.9,367.3,780.2,791.6,391.9,918.0,828.3,429.2,57.1,1038.7,269.7,426.4,829.6,1072.5,388.8,777.8,851.7,776.6,1063.7,819.1,765.7,92.8,661.5,768.6,815.6,711.9,817.6,891.2,775.6,774.9,819.4,1080.9,990.1,393.1,360.6,1058.5,811.4,355.3,386.2,386.3,797.5,653.6,360.9,750.8,762.0,421.3,896.1,384.9,886.7,552.5,755.0,880.9,766.3,414.9,296.5,654.5,410.9,436.3,787.9,538.6,755.1,727.1,956.0,761.3,944.5,609.7,565.6,362.6,930.6,888.2,806.2,378.1,360.2,799.4,761.4,539.1,939.0,758.7,691.4,1015.5,782.7,432.1,367.3,861.2,396.0,1007.8,446.7,734.5,368.5,424.2,645.3,776.9,459.0,424.3,772.5,77.5,454.9,779.6,789.0,751.7,435.0,778.4,659.2,787.1,688.7,734.3,1071.0,767.4,915.5,0.0,927.8,344.3,670.1,992.0,414.8,509.6,376.7,742.6,668.9,788.7
YG,867.0,806.4,574.6,176.8,213.0,183.7,83.1,329.5,639.0,1616.8,483.4,269.4,275.1,432.1,350.8,876.8,804.4,677.8,99.2,558.1,940.7,251.1,187.5,524.9,713.3,766.8,364.1,383.1,791.4,403.0,205.6,758.2,922.6,205.0,759.2,812.9,409.0,238.8,750.9,396.6,490.5,242.6,230.0,397.5,331.7,895.6,494.0,361.7,334.0,454.6,283.6,376.2,341.6,364.4,196.7,245.6,61.2,888.4,728.8,224.8,395.3,754.8,785.7,788.0,263.5,361.3,856.2,342.3,333.2,930.4,278.2,843.6,238.8,554.2,348.1,365.9,143.6,878.1,791.8,550.7,797.4,674.7,389.8,668.1,450.7,347.1,199.9,327.3,413.0,505.9,703.1,857.9,399.1,373.2,272.2,723.3,768.1,362.9,327.4,632.4,407.5,413.8,587.6,86.6,366.6,929.9,913.2,346.2,795.5,205.0,909.9,185.6,780.4,630.5,541.5,340.7,658.3,887.5,338.5,880.3,918.1,156.9,355.1,335.6,898.2,244.4,401.9,253.1,584.9,318.2,218.9,369.3,280.1,865.4,0.0,783.2,434.6,189.2,814.3,607.9,721.9,485.3,384.3,354.7
YJ,329.8,283.6,162.5,858.5,654.2,896.9,697.0,621.8,103.8,1528.4,635.8,583.2,602.5,537.4,643.1,401.8,264.3,137.2,845.3,280.6,465.7,721.8,551.5,247.4,172.7,267.9,628.2,639.6,292.5,695.3,676.3,215.2,447.6,886.7,219.1,259.2,677.6,920.5,195.1,625.8,699.7,624.6,911.7,667.1,613.7,420.6,330.5,616.6,681.2,559.9,665.6,668.5,623.6,622.2,667.4,928.9,838.1,351.2,188.7,906.5,659.4,255.9,286.8,247.9,645.5,501.6,319.0,595.9,607.1,376.1,744.1,326.7,734.7,256.7,603.0,680.9,614.3,323.8,87.8,358.7,257.9,140.5,635.9,242.8,603.1,575.1,804.0,609.3,792.5,313.9,269.8,320.7,778.6,665.5,641.4,71.3,15.8,647.4,609.4,243.3,787.0,606.7,395.6,863.5,630.7,375.6,373.1,665.7,296.6,855.8,355.6,582.5,240.9,128.4,349.5,624.9,163.2,333.2,620.5,405.3,363.8,627.6,637.0,599.7,343.9,626.4,507.2,635.1,392.9,582.3,919.0,615.4,763.5,390.4,775.8,0.0,518.1,840.0,315.4,213.8,163.8,590.6,516.9,636.7
YR,638.5,577.9,346.1,553.8,346.6,614.2,389.4,197.9,410.5,1388.3,211.9,275.6,294.9,149.1,219.2,648.3,575.9,449.3,562.6,329.6,712.2,414.2,243.9,296.4,484.8,538.3,209.5,250.8,562.9,271.4,368.7,529.7,694.1,579.1,530.7,584.4,280.5,612.9,522.4,260.6,362.0,320.0,604.1,243.2,189.8,667.1,265.5,192.7,356.0,171.6,358.0,244.6,199.7,315.3,359.8,621.3,560.3,659.9,500.3,595.3,266.8,526.3,557.2,559.5,337.9,86.9,627.7,299.5,310.7,701.9,436.5,614.2,427.1,325.7,178.7,257.0,306.7,651.8,563.3,322.2,568.9,446.2,212.0,439.6,179.2,267.5,496.4,185.4,484.9,277.4,474.6,629.4,464.4,241.6,346.6,494.8,539.6,223.5,185.5,403.9,479.4,181.7,358.6,596.8,234.3,696.5,684.7,241.8,567.0,545.0,681.4,274.9,551.9,402.0,313.0,201.0,429.8,659.0,202.3,651.8,689.6,320.0,213.1,178.6,669.7,318.8,144.2,327.5,356.4,196.0,611.4,191.5,455.9,636.9,468.2,554.7,0.0,532.4,585.8,379.4,485.9,79.3,93.0,212.8
