from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
SP,706.7,328.3,11.3,1698.6,1329.2,1440.0,288.0,1412.5,301.5,1456.9,262.8,465.2,225.1,1611.0,1382.0,462.0,1576.0,307.4,1563.4,1385.4,1375.8,1475.0,1636.5,1312.4,184.8,418.6,1452.8,397.9,224.0,300.3,406.2,2084.9,360.6,1381.8,1284.1,1544.9,219.4,380.9,438.1,212.9,367.2,204.3,1563.7,594.7,251.9,1635.3,1374.3,1429.7,1286.7,242.8,236.6,202.0,1349.7,1469.5,1504.4,1424.5,1201.3,1637.6,1300.4,203.5,170.0,1307.6,1437.0,1486.1,425.5,267.1,144.2,1630.0,1473.9,1343.4,1558.1,195.0,250.8,405.3,323.2,473.4,96.1,179.9,244.9,346.3,1289.8,1454.7,417.3,200.5,183.3,1495.5,238.6,1427.4,293.6,1670.6,302.7,1429.0,1419.8,1550.6,315.5,490.3,1435.3,1376.8,1401.0,425.9,1432.8,227.4,153.3,376.3,1393.6,0.0,1395.4,257.3,1560.4,1486.5,380.9,1401.8,1327.3,1699.6,1540.6,1495.1,218.1,188.6,1300.2,253.2,1268.4,1452.8,211.4,1524.5,181.0,200.7,1604.8,1201.4,1396.0,225.6,383.2,223.4,1549.0,177.1,1411.6,1422.9,256.0,165.4,488.0,1449.5,1499.8,265.2,207.9,395.6,1402.5,214.7,249.2,1485.3,1458.3,192.1,1511.6
TC,1158.7,1538.0,1515.6,611.5,76.1,110.4,1475.5,99.0,1661.7,147.0,1504.5,1306.3,1553.6,523.9,47.2,1105.9,488.9,1540.1,476.3,41.4,50.6,161.5,549.4,92.9,1542.4,1167.5,120.3,1207.7,1578.2,1539.0,1154.7,1790.0,1089.3,83.6,294.2,457.8,1573.6,1194.3,1186.6,1539.0,1177.0,1510.7,473.0,1201.1,1612.1,548.2,152.5,97.2,139.1,1600.6,1616.8,1556.2,127.9,159.6,194.5,125.9,233.7,550.5,314.8,1540.1,1596.2,265.6,104.5,153.6,1287.8,1627.3,1528.3,542.9,137.8,83.0,471.0,1549.2,1535.2,1198.2,1555.9,1203.1,1468.3,1534.1,1626.3,1520.6,300.6,364.0,1165.8,1554.7,1532.6,408.4,1459.6,129.2,1529.9,579.9,1544.4,341.9,184.7,463.5,1675.7,1137.8,200.2,82.2,145.8,1174.8,194.5,1581.6,1593.6,1186.1,32.9,1504.3,0.0,1617.5,473.3,173.0,1129.4,9.9,74.4,612.5,453.5,185.2,1496.9,1567.7,314.6,1579.3,186.1,142.9,1565.6,437.4,1398.1,1536.3,517.7,230.7,61.2,1605.8,1156.2,1585.1,461.9,1498.2,324.5,90.4,1569.9,1520.0,1131.9,152.3,163.7,1577.7,1569.1,1144.1,180.7,1435.7,1603.4,152.8,139.5,1552.3,201.7
TF,884.8,258.5,261.3,1876.7,1507.3,1618.1,195.1,1589.3,59.9,1635.0,173.3,657.8,117.6,1789.1,1560.1,640.1,1754.1,237.6,1741.5,1563.5,1553.9,1653.1,1814.6,1490.5,184.1,596.7,1630.9,576.0,316.5,210.8,584.3,2116.6,538.7,1559.9,1464.2,1723.0,303.1,559.0,616.2,123.4,545.3,114.8,1741.8,724.0,4.9,1813.4,1552.4,1607.8,1464.8,316.0,129.1,281.2,1527.8,1647.6,1682.5,1602.6,1379.4,1815.7,1478.5,333.0,237.9,1485.7,1615.1,1664.2,584.3,9.8,101.5,1808.3,1652.0,1521.5,1736.2,287.5,181.5,583.4,253.4,651.5,288.7,272.4,137.4,273.9,1467.9,1632.8,600.3,279.7,93.8,1673.6,389.9,1605.5,223.8,1848.7,213.2,1607.1,1597.9,1728.7,74.3,668.4,1613.4,1554.9,1579.1,604.0,1595.6,319.9,210.6,554.4,1571.7,250.0,1573.5,0.0,1738.5,1664.2,559.0,1579.9,1505.4,1877.7,1718.7,1673.2,128.6,209.4,1478.3,163.7,1446.5,1630.9,303.9,1702.6,328.4,200.0,1782.9,1379.5,1574.1,134.1,561.3,115.9,1727.1,369.7,1589.7,1601.0,166.5,164.7,666.1,1627.6,1677.9,175.7,207.2,573.7,1580.6,366.0,328.4,1663.4,1636.4,64.8,1689.7
TN,1370.5,1749.8,1727.4,256.8,408.7,522.4,1683.9,490.7,1873.5,536.4,1716.3,1518.1,1765.4,169.2,461.5,1317.7,15.5,1751.9,184.3,516.4,525.6,554.5,397.5,391.9,1754.2,1379.3,532.3,1419.5,1790.0,1747.2,1366.5,1848.7,1297.5,461.3,450.5,103.1,1789.9,1402.5,1398.4,1750.8,1388.8,1722.5,121.9,1412.9,1823.9,396.3,585.8,509.2,510.7,1802.8,1828.6,1768.0,600.8,549.0,583.9,537.9,444.9,398.6,486.4,1751.9,1808.0,428.0,516.5,565.6,1499.6,1839.1,1740.1,188.4,553.4,558.0,277.1,1761.0,1747.5,1410.0,1767.7,1414.9,1680.1,1745.9,1836.9,1732.4,475.8,255.8,1382.5,1766.5,1744.4,256.5,1671.4,506.9,1738.1,431.6,1756.2,230.1,596.7,197.1,1887.9,1346.0,612.2,456.3,561.4,1386.6,592.3,1793.4,1779.7,1397.9,507.9,1716.1,474.9,1829.3,0.0,565.6,1341.2,481.3,406.8,257.8,207.1,574.6,1708.7,1779.5,486.2,1791.1,527.8,532.3,1777.4,223.2,1609.9,1744.5,163.0,445.0,475.5,1803.3,1368.0,1796.9,268.0,1706.4,212.7,502.4,1778.1,1731.8,1343.7,529.0,579.3,1789.5,1777.3,1355.9,614.0,1647.5,1815.2,564.8,551.5,1764.1,591.1
TQ,1310.8,1690.1,1667.7,692.6,157.2,148.2,1627.6,93.9,1813.8,57.6,1656.6,1458.4,1705.7,605.0,139.3,1258.0,570.0,1692.2,557.4,228.1,237.3,11.4,630.5,174.0,1694.5,1319.6,131.1,1359.8,1730.3,1687.5,1306.8,1890.7,1237.8,114.6,372.8,538.9,1730.2,1342.8,1338.7,1691.1,1329.1,1662.8,557.7,1353.2,1764.2,629.3,211.6,135.0,295.8,1749.1,1768.9,1708.3,226.6,16.9,34.3,163.7,386.8,631.6,408.7,1692.2,1748.3,350.3,90.2,94.2,1439.9,1779.4,1680.4,624.2,82.0,258.3,552.1,1701.3,1687.8,1350.3,1708.0,1355.2,1620.4,1686.2,1777.2,1672.7,398.1,448.7,1317.9,1706.8,1684.7,489.5,1611.7,151.6,1678.4,664.6,1696.5,423.0,222.5,544.6,1827.8,1286.3,238.0,119.6,187.2,1326.9,205.3,1733.7,1732.3,1338.2,219.6,1656.4,186.6,1769.6,554.4,0.0,1281.5,193.0,159.1,693.6,534.6,8.5,1649.0,1719.8,408.5,1731.4,342.8,53.5,1717.7,518.5,1550.2,1684.8,598.8,386.9,125.3,1763.0,1308.3,1737.2,543.0,1646.7,405.6,128.2,1718.4,1672.1,1284.0,129.5,107.9,1729.8,1717.6,1296.2,239.8,1587.8,1755.5,51.9,150.3,1704.4,41.5
TW,436.0,665.2,474.6,1386.1,1016.7,1127.5,627.7,1098.7,644.6,1144.4,605.9,396.0,568.2,1298.5,1069.5,149.5,1263.5,644.3,1250.9,1072.9,1063.3,1162.5,1324.0,999.9,501.4,38.0,1140.3,81.7,537.2,643.4,28.7,2178.3,48.1,1069.3,973.6,1232.4,537.1,64.7,60.6,556.0,83.4,547.4,1251.2,330.8,595.0,1322.8,1061.8,1117.2,974.2,550.0,579.7,515.2,1037.2,1157.0,1191.9,1112.0,888.8,1325.1,987.9,589.4,555.2,995.1,1124.5,1173.6,241.7,610.2,487.3,1317.7,1161.4,1030.9,1245.6,508.2,588.2,68.7,660.1,182.1,427.3,493.1,588.0,609.7,977.3,1142.2,33.1,513.7,526.4,1183.0,418.6,1114.9,630.5,1358.1,645.8,1116.5,1107.3,1238.1,659.0,177.8,1122.8,1064.3,1088.5,45.3,1105.0,540.6,526.9,80.5,1081.1,463.3,1082.9,600.4,1247.9,1173.6,0.0,1089.3,1014.8,1387.1,1228.1,1182.6,561.2,526.7,987.7,596.3,955.9,1140.3,524.6,1212.0,357.1,491.7,1292.3,888.9,1083.5,550.5,26.7,566.5,1236.5,453.6,1099.1,1110.4,599.1,479.0,175.5,1137.0,1187.3,608.3,524.5,18.1,1090.0,394.7,562.4,1172.8,1145.8,535.2,1199.1
UD,1152.3,1531.6,1509.2,617.9,82.5,116.8,1469.1,109.0,1655.3,153.4,1498.1,1299.9,1547.2,530.3,53.6,1099.5,495.3,1533.7,482.7,35.0,44.2,171.5,555.8,99.3,1536.0,1161.1,126.7,1201.3,1571.8,1529.0,1148.3,1783.6,1079.3,93.6,288.5,464.2,1571.7,1184.3,1180.2,1532.6,1170.6,1504.3,483.0,1194.7,1605.7,554.6,146.1,103.6,132.7,1590.6,1610.4,1549.8,121.5,166.0,200.9,132.3,223.7,556.9,304.8,1533.7,1589.8,275.6,110.9,160.0,1281.4,1620.9,1521.9,549.3,147.8,76.6,477.4,1542.8,1528.8,1191.8,1549.5,1196.7,1461.9,1527.7,1618.7,1514.2,294.2,374.0,1164.3,1548.3,1526.2,414.8,1453.2,139.2,1519.9,589.9,1538.0,348.3,191.1,469.9,1669.7,1127.8,206.6,88.6,155.8,1168.4,200.9,1575.2,1561.5,1179.7,26.5,1497.9,9.9,1611.1,479.7,183.0,1123.0,0.0,84.4,618.9,459.9,191.6,1490.5,1561.3,304.6,1572.9,179.7,149.3,1559.2,443.8,1391.7,1526.3,524.1,224.3,67.6,1604.5,1149.8,1578.7,468.3,1488.2,330.9,96.8,1559.9,1513.6,1125.5,158.7,173.7,1571.3,1559.1,1137.7,174.3,1429.3,1597.0,159.2,145.9,1545.9,208.1
UQ,1151.6,1530.9,1508.5,533.4,1.8,115.5,1468.4,85.1,1654.6,129.5,1497.4,1299.2,1546.5,445.8,54.6,1098.8,410.8,1533.0,398.2,109.5,118.7,147.6,471.3,14.8,1535.3,1160.4,125.4,1200.6,1571.1,1528.3,1147.6,1731.5,1078.6,54.4,216.1,379.7,1571.0,1183.6,1179.5,1531.9,1169.9,1503.6,398.5,1194.0,1605.0,470.1,178.9,102.3,207.2,1589.9,1609.7,1549.1,193.9,142.1,177.0,131.0,298.2,472.4,249.5,1533.0,1589.1,191.1,109.6,158.7,1280.7,1620.2,1521.2,464.8,146.5,151.1,392.9,1542.1,1528.6,1191.1,1548.8,1196.0,1461.2,1527.0,1618.0,1513.5,238.9,289.5,1163.6,1547.6,1525.5,330.3,1452.5,100.0,1519.2,505.4,1537.3,263.8,189.8,385.4,1668.6,1127.1,205.3,49.4,154.5,1167.7,199.6,1574.5,1560.8,1179.0,101.0,1497.2,64.4,1610.4,395.2,159.1,1122.3,74.4,0.0,534.4,375.4,167.7,1489.8,1560.6,249.3,1572.2,254.2,125.4,1558.5,359.3,1391.0,1525.6,439.6,298.3,68.6,1603.8,1149.1,1578.0,383.8,1487.5,246.4,95.5,1559.2,1512.9,1124.8,122.1,172.4,1570.6,1558.4,1137.0,207.1,1428.6,1596.3,157.9,144.6,1545.2,184.2
US,1508.0,1887.3,1864.9,69.3,546.2,659.9,1821.4,628.2,2011.0,673.9,1853.8,1655.6,1902.9,75.5,599.0,1455.2,291.7,1889.4,150.9,653.9,663.1,692.0,364.1,529.4,1891.7,1516.8,669.8,1557.0,1927.5,1884.7,1504.0,1986.2,1435.0,598.8,588.0,181.7,1927.4,1540.0,1535.9,1888.3,1526.3,1860.0,132.8,1550.4,1961.4,362.9,723.3,646.7,648.2,1940.3,1966.1,1905.5,738.3,686.5,721.4,675.4,582.4,365.2,623.9,1889.4,1945.5,565.5,654.0,703.1,1637.1,1976.6,1877.6,267.0,690.9,695.5,243.7,1898.5,1885.0,1547.5,1905.2,1552.4,1817.6,1883.4,1974.4,1869.9,613.3,333.5,1520.0,1904.0,1881.9,223.1,1808.9,644.4,1875.6,398.2,1893.7,295.0,734.2,163.7,2025.4,1483.5,749.7,593.8,698.9,1524.1,729.8,1930.9,1917.2,1535.4,645.4,1853.6,612.4,1966.8,276.1,703.1,1478.7,618.8,544.3,0.0,173.7,712.1,1846.2,1917.0,623.7,1928.6,665.3,669.8,1914.9,189.8,1747.4,1882.0,241.6,582.5,613.0,1940.8,1505.5,1934.4,234.6,1843.9,312.0,639.9,1915.6,1869.3,1481.2,666.5,716.8,1927.0,1914.8,1493.4,751.5,1785.0,1952.7,702.3,689.0,1901.6,728.6
UY,1350.0,1729.3,1706.9,195.7,388.2,501.9,1663.4,470.2,1853.0,515.9,1695.8,1497.6,1744.9,108.1,441.0,1297.2,244.0,1731.4,22.7,495.9,505.1,534.0,190.3,371.4,1733.7,1358.8,511.8,1399.0,1769.5,1726.7,1346.0,1828.2,1277.0,440.8,430.0,134.0,1769.4,1382.0,1377.9,1730.3,1368.3,1702.0,85.1,1392.4,1803.4,189.1,565.3,488.7,490.2,1782.3,1808.1,1747.5,580.3,528.5,563.4,517.4,424.4,191.4,465.9,1731.4,1787.5,407.5,496.0,545.1,1479.1,1818.6,1719.6,219.3,532.9,537.5,69.9,1740.5,1727.0,1389.5,1747.2,1394.4,1659.6,1725.4,1816.4,1711.9,455.3,159.7,1362.0,1746.0,1723.9,49.3,1650.9,486.4,1717.6,224.4,1735.7,121.2,576.2,9.9,1867.4,1325.5,591.7,435.8,540.9,1366.1,571.8,1772.9,1759.2,1377.4,487.4,1695.6,454.4,1808.8,228.4,545.1,1320.7,460.8,386.3,196.7,0.0,554.1,1688.2,1759.0,465.7,1770.6,507.3,511.8,1756.9,16.0,1589.4,1724.0,193.9,424.5,455.0,1782.8,1347.5,1776.4,60.8,1685.9,138.2,481.9,1757.6,1711.3,1323.2,508.5,558.8,1769.0,1756.8,1335.4,593.5,1627.0,1794.7,544.3,531.0,1743.6,570.6
UZ,1306.8,1686.1,1663.7,701.2,165.8,139.6,1623.6,102.5,1809.8,66.2,1652.6,1454.4,1701.7,613.6,147.9,1254.0,578.6,1688.2,566.0,236.7,245.9,20.0,639.1,182.6,1690.5,1315.6,122.5,1355.8,1726.3,1683.5,1302.8,1899.3,1233.8,123.2,381.4,547.5,1721.7,1338.8,1334.7,1687.1,1325.1,1658.8,566.3,1349.2,1760.2,637.9,203.0,126.4,287.2,1745.1,1764.9,1704.3,218.0,25.5,42.9,155.1,378.2,640.2,417.3,1688.2,1744.3,358.9,81.6,85.6,1435.9,1775.4,1676.4,632.8,73.4,249.7,560.7,1697.3,1683.8,1346.3,1704.0,1351.2,1616.4,1682.2,1773.2,1668.7,406.7,457.3,1313.9,1702.8,1680.7,498.1,1607.7,160.2,1674.4,673.2,1692.5,431.6,213.9,553.2,1824.2,1282.3,229.4,128.2,178.6,1322.9,196.7,1729.7,1728.3,1334.2,228.2,1652.4,195.2,1765.6,563.0,8.5,1277.5,201.6,167.7,702.2,543.2,0.0,1645.0,1715.8,417.1,1727.4,334.2,62.1,1713.7,527.1,1546.2,1680.8,607.4,378.3,133.9,1730.5,1304.3,1733.2,551.6,1642.7,414.2,119.6,1714.4,1668.1,1280.0,138.1,99.3,1725.8,1713.6,1292.2,231.2,1583.8,1751.5,43.3,141.7,1700.4,50.1
VA,857.5,167.1,234.0,1849.4,1480.0,1590.8,66.4,1562.0,164.7,1607.7,44.6,630.5,108.3,1761.8,1532.8,612.8,1726.8,164.7,1714.2,1536.2,1526.6,1625.8,1787.3,1463.2,156.8,569.4,1603.6,548.7,289.2,82.1,557.0,2095.0,511.4,1532.6,1436.9,1695.7,281.5,531.7,588.9,42.0,518.0,13.7,1714.5,702.4,115.1,1786.1,1525.1,1580.5,1437.5,294.4,119.8,259.6,1500.5,1620.3,1655.2,1575.3,1352.1,1788.4,1451.2,305.7,210.6,1458.4,1587.8,1636.9,557.0,130.3,74.2,1781.0,1624.7,1494.2,1708.9,260.2,160.3,556.1,180.5,624.2,261.4,245.1,128.1,145.2,1440.6,1605.5,573.0,258.1,35.6,1646.3,362.6,1578.2,150.9,1821.4,84.5,1579.8,1570.6,1701.4,179.1,641.1,1586.1,1527.6,1551.8,576.7,1568.3,292.6,183.3,527.1,1544.4,222.7,1546.2,120.5,1711.2,1636.9,531.7,1552.6,1478.1,1850.4,1691.4,1645.9,0.0,182.1,1451.0,82.3,1419.2,1603.6,276.6,1675.3,301.1,172.7,1755.6,1352.2,1546.8,114.7,534.0,106.6,1699.8,342.4,1562.4,1573.7,69.3,137.4,638.8,1600.3,1650.6,80.7,179.9,546.4,1553.3,338.7,306.8,1636.1,1609.1,55.3,1662.4
VO,789.5,292.8,224.2,1781.4,1412.0,1522.8,235.1,1494.0,252.0,1539.7,213.3,566.0,175.6,1693.8,1464.8,544.8,1658.8,271.9,1646.2,1468.2,1458.6,1557.8,1719.3,1395.2,49.6,501.4,1535.6,480.7,221.2,250.8,489.0,2083.5,443.4,1464.6,1368.9,1627.7,221.1,463.7,520.9,163.4,450.0,154.8,1646.5,690.9,202.4,1718.1,1457.1,1512.5,1369.5,234.0,187.1,199.2,1432.5,1552.3,1587.2,1507.3,1284.1,1720.4,1383.2,275.1,28.4,1390.4,1519.8,1568.9,489.0,217.6,94.7,1713.0,1556.7,1426.2,1640.9,192.2,215.8,488.1,287.7,556.2,196.9,177.1,195.4,313.9,1372.6,1537.5,505.0,197.7,133.8,1578.3,294.6,1510.2,258.1,1753.4,253.2,1511.8,1502.6,1633.4,266.4,573.1,1518.1,1459.6,1483.8,508.7,1500.3,224.6,39.4,459.1,1476.4,212.9,1478.2,207.8,1643.2,1568.9,463.7,1484.6,1410.1,1782.4,1623.4,1577.9,168.6,0.0,1383.0,203.7,1351.2,1535.6,208.6,1607.3,233.1,104.7,1687.6,1284.2,1478.8,157.9,466.0,173.9,1631.8,277.9,1494.4,1505.7,206.5,86.4,570.8,1532.3,1582.6,215.7,45.1,478.4,1485.3,270.7,246.4,1568.1,1541.1,142.6,1594.4
VT,1114.2,1493.5,1471.1,636.2,248.8,362.5,1431.0,332.1,1617.2,376.5,1460.0,1261.8,1509.1,548.6,301.6,1061.4,513.6,1495.6,501.0,356.5,365.7,394.6,574.1,232.0,1497.9,1123.0,372.4,1163.2,1533.7,1490.9,1110.2,1686.6,1041.2,301.4,42.5,482.5,1529.1,1146.2,1142.1,1494.5,1132.5,1466.2,501.3,1156.6,1567.6,572.9,307.7,349.3,236.4,1552.5,1572.3,1511.7,283.1,389.1,424.0,378.0,170.6,575.2,39.4,1495.6,1551.7,66.0,356.6,405.7,1243.3,1582.8,1483.8,567.6,393.5,276.8,495.7,1504.7,1490.7,1153.7,1511.4,1158.6,1423.8,1489.6,1580.6,1476.1,10.4,392.3,1121.3,1510.2,1488.1,433.1,1415.1,347.0,1481.8,608.2,1499.9,366.6,436.8,488.2,1631.2,1089.7,452.3,296.4,401.5,1130.3,446.6,1537.1,1523.4,1141.6,348.0,1459.8,315.0,1573.0,498.0,406.1,1084.9,321.4,246.9,637.2,478.2,414.7,1452.4,1523.2,0.0,1534.8,253.5,372.4,1521.1,462.1,1353.6,1488.2,542.4,170.7,315.6,1537.9,1111.7,1540.6,486.6,1450.1,349.2,342.5,1521.8,1475.5,1087.4,369.1,419.4,1533.2,1521.0,1099.6,335.9,1391.2,1558.9,404.9,391.6,1507.8,431.2
VU,883.7,260.6,260.2,1875.6,1506.2,1617.0,163.3,1589.5,190.9,1633.9,138.1,656.7,134.5,1788.0,1559.0,639.0,1753.0,254.5,1740.4,1562.4,1552.8,1652.0,1813.5,1489.4,183.0,595.6,1629.8,574.9,315.4,175.6,583.2,2121.2,537.6,1558.8,1461.1,1721.9,303.2,557.9,615.1,40.4,544.2,79.6,1740.7,728.6,141.3,1812.3,1551.3,1606.7,1463.7,326.6,146.0,285.8,1526.7,1646.5,1681.4,1601.5,1378.3,1814.6,1477.4,331.9,236.8,1484.6,1614.0,1663.1,583.2,156.5,100.4,1807.2,1650.9,1520.4,1735.1,286.4,197.9,582.3,270.3,650.4,287.6,271.3,154.3,238.7,1466.8,1631.7,594.3,284.3,61.8,1672.5,388.8,1604.4,240.7,1847.6,178.0,1606.0,1596.8,1727.6,204.9,667.3,1612.3,1553.8,1578.0,602.9,1609.8,318.8,235.2,553.3,1570.6,248.9,1568.8,146.7,1737.4,1663.5,557.9,1578.8,1504.3,1876.6,1717.6,1672.1,93.4,208.3,1477.2,0.0,1445.4,1629.8,302.8,1701.5,327.3,198.9,1781.8,1378.4,1573.0,131.8,560.2,132.8,1726.0,368.6,1588.6,1599.9,131.3,163.6,665.0,1626.5,1676.8,12.0,206.1,572.6,1579.5,364.9,333.0,1662.3,1635.3,81.5,1688.6
VV,1014.8,1394.1,1371.7,637.0,253.2,190.8,1328.2,260.2,1517.8,305.9,1360.6,1162.4,1409.7,549.4,224.3,962.0,514.4,1396.2,501.8,136.2,126.6,324.0,574.9,250.8,1398.5,1023.6,228.3,1063.8,1434.3,1391.5,1010.8,1699.6,941.8,264.3,206.5,483.3,1434.2,1046.8,1042.7,1395.1,1033.1,1366.8,502.1,1057.2,1468.2,573.7,125.1,204.0,37.5,1447.1,1472.9,1412.3,100.5,318.5,353.4,175.3,139.7,576.0,220.8,1396.2,1452.3,228.0,238.8,287.9,1143.9,1483.4,1384.4,568.6,275.7,94.2,496.5,1405.3,1391.8,1054.3,1412.0,1059.2,1324.4,1390.2,1481.2,1376.7,210.2,393.1,1026.8,1410.8,1388.7,433.9,1315.7,309.9,1382.4,609.0,1400.5,367.4,170.6,489.0,1532.2,990.3,186.1,259.3,151.8,1030.9,168.3,1437.7,1424.0,1042.2,144.4,1360.4,177.0,1473.6,498.8,335.1,985.5,170.6,255.1,638.0,479.0,330.5,1353.0,1423.8,220.6,1435.4,0.0,301.8,1421.7,462.9,1254.2,1388.8,543.2,139.8,238.3,1447.6,1012.3,1441.2,487.4,1350.7,350.0,210.8,1422.4,1376.1,988.0,311.2,301.6,1433.8,1421.6,1000.2,153.3,1291.8,1459.5,287.1,209.1,1408.4,360.6
VY,1256.4,1635.7,1613.3,638.2,102.8,100.2,1569.8,40.8,1759.4,4.1,1602.2,1404.0,1651.3,550.6,84.9,1203.6,515.6,1637.8,503.0,173.7,182.9,41.3,576.1,119.6,1640.1,1265.2,110.1,1305.4,1675.9,1633.1,1252.4,1836.3,1183.4,60.2,318.4,484.5,1675.8,1288.4,1284.3,1636.7,1274.7,1608.4,503.3,1298.8,1709.8,574.9,163.6,87.0,247.8,1688.7,1714.5,1653.9,178.6,35.8,70.7,115.7,338.8,577.2,354.3,1637.8,1693.9,295.9,94.3,143.4,1385.5,1725.0,1626.0,569.8,131.2,210.3,497.7,1646.9,1633.4,1295.9,1653.6,1300.8,1566.0,1631.8,1722.8,1618.3,343.7,394.3,1268.4,1652.4,1630.3,435.1,1557.3,97.2,1624.0,610.2,1642.1,368.6,174.5,490.2,1773.8,1231.9,190.0,65.2,139.2,1272.5,170.1,1679.3,1665.6,1283.8,165.2,1602.0,132.2,1715.2,500.0,52.4,1227.1,138.6,104.7,639.2,480.2,61.4,1594.6,1665.4,354.1,1677.0,294.8,0.0,1663.3,464.1,1495.8,1630.4,544.4,338.9,70.9,1689.2,1253.9,1682.8,488.6,1592.3,351.2,80.2,1664.0,1617.7,1229.6,75.1,157.1,1675.4,1663.2,1241.8,191.8,1533.4,1701.1,104.8,129.3,1650.0,77.9
VZ,812.0,304.7,246.7,1803.9,1434.5,1545.3,314.2,1516.5,331.1,1562.2,292.4,588.5,208.1,1716.3,1487.3,567.3,1681.3,283.8,1668.7,1490.7,1481.1,1580.3,1741.8,1417.7,187.9,523.9,1558.1,503.2,39.9,329.9,511.5,2069.6,465.9,1487.1,1391.4,1650.2,176.6,486.2,543.4,242.5,472.5,233.9,1669.0,718.0,281.5,1740.6,1479.6,1535.0,1392.0,189.5,266.2,154.7,1455.0,1574.8,1609.7,1529.8,1306.6,1742.9,1405.7,361.5,241.7,1412.9,1542.3,1591.4,511.5,296.7,173.8,1735.5,1579.2,1448.7,1663.4,26.3,227.7,510.6,299.6,578.7,219.4,56.1,274.5,249.2,1395.1,1560.0,527.5,153.2,212.9,1600.8,317.1,1532.7,270.0,1775.9,332.3,1534.3,1525.1,1655.9,345.5,595.6,1540.6,1482.1,1506.3,531.2,1522.8,16.0,252.7,481.6,1498.9,235.4,1500.7,286.9,1665.7,1591.4,486.2,1507.1,1432.6,1804.9,1645.9,1600.4,247.7,213.2,1405.5,282.8,1373.7,1558.1,0.0,1629.8,255.6,178.2,1710.1,1306.7,1501.3,237.0,488.5,253.0,1654.3,300.4,1516.9,1528.2,285.6,165.5,593.3,1554.8,1605.1,294.8,211.0,500.9,1507.8,293.2,201.9,1590.6,1563.6,221.7,1616.9
WB,1333.9,1713.2,1690.8,211.8,372.1,485.8,1647.3,454.1,1836.9,499.8,1679.7,1481.5,1728.8,124.2,424.9,1281.1,260.1,1715.3,38.8,479.8,489.0,517.9,174.2,355.3,1717.6,1342.7,495.7,1382.9,1753.4,1710.6,1329.9,1812.1,1260.9,424.7,413.9,150.1,1753.3,1365.9,1361.8,1714.2,1352.2,1685.9,101.2,1376.3,1787.3,173.0,549.2,472.6,474.1,1766.2,1792.0,1731.4,564.2,512.4,547.3,501.3,408.3,175.3,449.8,1715.3,1771.4,391.4,479.9,529.0,1463.0,1802.5,1703.5,235.4,516.8,521.4,53.8,1724.4,1710.9,1373.4,1731.1,1378.3,1643.5,1709.3,1800.3,1695.8,439.2,143.6,1345.9,1729.9,1707.8,33.2,1634.8,470.3,1701.5,208.3,1719.6,105.1,560.1,26.0,1851.3,1309.4,575.6,419.7,524.8,1350.0,555.7,1756.8,1743.1,1361.3,471.3,1679.5,438.3,1792.7,244.5,529.0,1304.6,444.7,370.2,212.8,16.0,538.0,1672.1,1742.9,449.6,1754.5,491.2,495.7,1740.8,0.0,1573.3,1707.9,210.0,408.4,438.9,1766.7,1331.4,1760.3,44.7,1669.8,122.1,465.8,1741.5,1695.2,1307.1,492.4,542.7,1752.9,1740.7,1319.3,577.4,1610.9,1778.6,528.2,514.9,1727.5,554.5
