from_stop,AA,AH,AK,AM,AO,AS,AU,BH,BT,BW,BZ,CB,CC,CI,CU,CY,CZ,DA,DB,DG,DH,DI,DK,DY,EC,EF,EJ,EL,ET,EX,EZ,FB,FI,FL,FM,FR,FU,FV,GA,GK,GL,GM,GO,GQ,GS,GX,GZ,HC,HU,HV,IC,IF,IH,II,IQ,IR,IS,IU,IV,JB,JF,JH,JN,JP,JU,KC,KE,KG,KR,KS,KU,KY,LE,LG,LP,LR,LS,LT,MG,MJ,MM,MP,NF,NL,NT,NX,OC,OE,OF,OH,OQ,PJ,PL,PP,PQ,PW,PX,QA,QN,QP,QR,QT,QW,QZ,RL,RN,RU,SH,SL,SM,SP,SR,SY,SZ,TB,TI,TN,TS,TU,TX,TY,TZ,UE,UG,UI,UU,VJ,VP,VV,VW,VX,WJ,WK,WL,WT,XB,XC,XG,XR,XV,XX,YD,YG,YM,YN,YS,YW,ZC,ZD,ZM,ZX
SL,584.0,566.5,269.5,130.1,139.4,217.7,179.7,165.1,101.0,864.1,228.9,672.9,798.0,587.0,173.1,856.9,216.4,179.5,622.8,123.0,230.9,272.6,125.0,313.2,326.5,234.5,131.0,601.1,591.9,788.7,872.3,346.8,230.1,225.5,218.4,120.8,117.9,2257.6,161.1,816.0,307.0,193.7,57.8,481.9,473.4,802.8,211.8,824.4,233.0,205.7,108.3,220.9,290.2,616.8,589.5,597.0,821.2,111.1,95.9,825.8,162.6,40.7,597.6,67.9,147.5,583.8,318.3,216.1,94.9,593.3,284.3,914.2,332.8,28.6,296.8,112.7,235.2,129.8,632.4,153.0,272.2,824.1,164.0,168.2,251.6,259.1,853.9,872.2,667.0,43.7,41.1,256.5,807.7,646.2,843.2,26.5,899.8,193.5,131.2,557.4,340.9,586.9,834.7,273.4,822.1,35.0,65.6,212.3,0.0,147.6,310.7,467.5,554.4,624.0,152.5,520.9,161.6,201.1,111.7,756.3,222.3,583.6,59.0,225.4,248.6,194.7,52.1,550.0,258.2,336.6,288.5,37.5,102.1,192.1,246.8,323.0,78.1,201.9,458.5,184.8,336.1,76.0,447.4,857.7,43.0,873.2,509.3,648.9,612.7,291.8,18.0
SM,682.5,661.4,158.0,22.2,248.8,306.2,268.2,22.5,189.5,957.2,323.8,767.8,892.9,681.9,261.6,951.8,311.3,268.0,723.9,246.9,319.4,367.5,234.4,201.7,216.6,219.7,225.9,696.0,686.8,883.6,967.2,236.9,183.1,120.1,311.5,230.2,243.7,2346.1,256.0,910.9,398.1,288.6,213.5,576.8,568.3,897.7,300.3,919.3,327.9,300.6,235.7,304.7,385.1,709.2,684.4,691.9,916.1,76.4,223.3,920.7,251.1,168.1,692.5,214.9,236.0,678.7,208.4,311.0,183.4,693.4,379.2,1009.1,427.7,184.3,188.8,222.1,176.9,239.2,725.5,241.5,367.1,919.0,69.2,261.3,340.1,360.8,948.8,967.1,761.9,171.1,168.5,351.4,902.6,739.3,938.1,178.3,994.7,288.4,219.7,652.3,435.8,681.8,929.6,368.3,917.0,162.4,221.3,196.9,155.6,0.0,405.6,562.4,649.3,718.9,261.9,615.8,256.5,190.9,200.2,851.2,317.2,682.0,208.4,115.4,201.6,111.1,179.5,644.9,346.7,431.5,383.4,193.2,211.5,285.2,190.6,417.9,205.5,296.8,553.4,273.3,431.0,203.4,542.3,950.8,198.7,968.1,604.2,743.8,707.6,386.7,173.7
SP,365.8,344.7,367.4,359.7,313.0,312.9,305.1,390.1,248.2,640.5,213.5,451.1,576.2,365.2,320.3,635.1,283.4,326.7,407.2,271.8,266.8,289.3,298.6,411.1,424.4,332.4,198.0,379.3,370.1,566.9,650.5,444.7,328.0,469.0,318.2,294.4,321.5,2194.4,228.1,594.2,111.8,230.4,261.0,260.1,251.6,581.0,307.0,602.6,300.0,222.4,318.8,276.8,269.8,392.5,367.7,375.2,599.4,336.1,331.4,604.0,300.8,328.1,375.8,262.4,294.7,362.0,416.2,232.8,242.1,376.7,92.9,692.4,312.4,324.3,394.7,286.3,331.0,321.4,408.8,300.2,339.2,602.3,389.0,151.0,285.4,282.6,632.1,650.4,445.2,331.1,328.5,323.5,585.9,422.6,621.4,273.8,678.0,260.5,278.4,335.6,149.5,365.1,612.9,290.1,600.3,322.4,316.8,309.6,294.6,372.6,0.0,245.7,332.6,402.2,326.1,299.1,146.2,303.6,258.9,534.5,239.0,365.3,224.9,464.3,346.5,424.3,339.5,328.2,292.0,316.2,12.8,246.4,293.7,257.3,344.7,302.6,365.5,238.6,236.7,332.0,313.7,363.4,225.6,634.1,240.9,651.4,287.5,427.1,390.9,308.5,313.7
SR,160.5,168.0,582.6,625.9,497.2,424.3,445.4,656.3,460.7,463.8,397.7,274.4,399.5,188.5,445.7,458.4,354.6,490.1,230.5,487.0,355.6,447.7,482.8,626.3,639.6,547.6,382.2,202.6,193.4,390.2,473.8,659.9,543.2,684.2,429.6,478.6,536.7,2232.9,390.0,417.5,296.0,445.6,445.2,83.4,74.9,404.3,418.4,425.9,332.4,406.6,538.5,348.0,311.2,215.8,191.0,198.5,422.7,602.3,551.1,427.3,389.6,512.3,199.1,446.6,458.1,185.3,631.4,417.0,466.8,200.0,277.1,515.7,353.8,508.5,609.9,470.5,546.2,505.6,232.1,399.6,371.6,425.6,655.2,335.2,374.2,436.2,455.4,473.7,268.5,515.3,512.7,355.9,409.2,245.9,444.7,458.0,501.3,357.6,462.6,158.9,333.7,188.4,436.2,342.2,423.6,506.6,501.0,524.8,478.8,638.8,253.1,0.0,155.9,225.5,547.6,122.4,330.4,518.8,443.1,357.8,392.6,188.6,409.1,679.5,561.7,690.5,523.7,151.5,380.8,357.6,230.9,430.6,477.9,414.9,559.9,303.2,549.7,453.8,60.0,495.4,316.3,588.0,48.9,457.4,425.1,474.7,110.8,250.4,214.2,462.1,497.9
SY,80.4,158.0,666.7,710.0,581.3,508.4,529.5,740.4,544.8,402.4,481.8,264.4,338.1,196.5,529.8,397.0,438.7,574.2,217.6,571.1,439.7,531.8,566.9,710.4,723.7,631.7,466.3,192.6,201.4,401.2,484.8,744.0,627.3,768.3,513.7,562.7,619.2,2317.0,474.1,428.5,380.1,529.7,529.3,69.8,78.3,342.9,502.5,436.9,416.5,490.7,622.6,432.1,395.3,208.3,199.0,188.5,361.3,686.4,635.2,365.9,473.7,596.4,189.1,530.7,542.2,175.3,715.5,501.1,550.9,202.8,361.2,454.3,437.9,592.6,694.0,554.6,632.4,589.7,222.1,483.7,455.7,436.6,739.3,419.3,458.3,520.3,466.4,412.3,258.5,599.4,596.8,440.0,420.2,259.0,383.3,542.1,439.9,441.7,546.7,166.9,417.8,196.4,374.8,426.3,362.2,590.7,585.1,608.9,560.0,722.9,337.2,133.1,0.0,233.5,631.7,94.1,414.5,602.9,527.2,368.8,476.7,178.6,493.2,763.6,645.8,774.6,607.8,67.4,464.9,441.7,315.0,514.7,562.0,499.0,644.0,387.3,633.8,537.9,132.8,579.5,400.4,672.1,143.2,396.0,509.2,413.3,42.4,240.4,204.2,546.2,582.0
SZ,170.5,163.6,766.1,809.4,680.7,607.8,628.9,839.8,644.2,417.7,581.2,142.9,353.4,82.4,629.2,412.3,538.1,673.6,161.4,670.5,539.1,631.2,666.3,809.8,823.1,731.1,565.7,198.2,41.3,344.1,427.7,843.4,726.7,867.7,613.1,662.1,720.2,2416.4,573.5,371.4,483.3,629.1,628.7,196.5,205.0,358.2,601.9,379.8,515.9,590.1,722.0,523.7,494.7,140.3,83.5,194.1,376.6,785.8,734.6,381.2,573.1,695.8,194.7,632.9,641.6,137.3,814.9,600.5,650.3,97.3,460.6,469.6,537.3,692.0,793.4,654.0,729.7,689.1,186.8,583.1,555.1,379.5,838.7,518.7,557.7,612.9,409.3,427.6,193.1,698.8,696.2,539.4,363.1,73.0,398.6,641.5,455.2,541.1,646.1,90.8,517.2,120.3,390.1,525.7,377.5,690.1,684.5,708.9,659.4,822.3,436.6,232.5,218.5,0.0,731.1,220.8,513.9,702.3,626.6,311.7,576.1,99.0,592.6,863.0,745.2,874.0,707.2,157.5,564.3,541.1,414.4,614.1,661.4,598.4,743.4,486.7,733.2,637.3,183.3,678.9,499.8,771.5,193.7,411.3,608.6,428.6,169.1,210.6,168.9,645.6,681.4
TB,604.5,583.4,222.2,245.1,84.4,262.8,255.0,291.0,211.4,879.2,245.8,689.8,814.9,603.9,283.5,873.8,233.3,289.9,645.9,75.7,298.5,321.0,95.6,265.9,279.2,187.2,147.9,618.0,608.8,805.6,889.2,299.5,182.8,323.8,268.1,85.8,91.4,2317.8,178.0,832.9,320.1,197.0,145.9,498.8,490.3,819.7,256.9,841.3,249.9,254.1,83.4,226.7,301.5,631.2,606.4,613.9,838.1,221.5,96.0,842.7,273.0,124.5,614.5,147.3,257.9,600.7,271.0,264.5,205.3,615.4,301.2,931.1,344.1,165.3,249.5,32.9,185.8,139.3,647.5,263.4,289.1,841.0,285.1,183.3,317.1,314.3,870.8,889.1,683.9,121.5,150.4,273.4,824.6,661.3,860.1,158.7,916.7,210.4,241.6,574.3,357.8,603.8,851.6,321.8,839.0,129.2,201.7,164.4,136.6,258.0,327.6,484.4,571.3,640.9,0.0,537.8,178.5,158.4,222.1,773.2,270.7,604.0,109.8,319.1,201.3,314.8,161.4,566.9,323.7,347.9,305.4,131.3,114.7,207.2,199.5,334.3,162.4,205.2,475.4,295.2,345.4,132.9,464.3,872.8,125.8,890.1,526.2,665.8,629.6,340.2,154.7
TI,38.0,192.9,625.8,669.1,540.4,467.5,488.6,699.5,503.9,448.7,440.9,313.6,384.4,207.1,488.9,443.3,397.8,533.3,255.4,530.2,398.8,490.9,526.0,669.5,682.8,590.8,425.4,227.5,212.0,375.1,458.7,703.1,586.4,727.4,472.8,521.8,579.9,2276.1,433.2,402.4,339.2,488.8,488.4,28.9,37.4,389.2,461.6,410.8,375.6,449.8,581.7,391.2,354.4,240.7,209.6,223.4,407.6,645.5,594.3,412.2,432.8,555.5,224.0,489.8,501.3,210.2,674.6,460.2,510.0,218.6,320.3,500.6,397.0,551.7,653.1,513.7,589.4,548.8,257.0,442.8,414.8,410.5,698.4,378.4,417.4,479.4,440.3,458.6,293.4,558.5,555.9,399.1,394.1,264.5,429.6,501.2,486.2,400.8,505.8,177.5,376.9,207.0,421.1,385.4,408.5,549.8,544.2,568.0,522.0,682.0,296.3,92.2,106.7,244.1,590.8,0.0,373.6,562.0,486.3,342.7,435.8,213.5,452.3,722.7,604.9,733.7,566.9,54.6,424.0,400.8,274.1,473.8,521.1,458.1,603.1,346.4,592.9,497.0,77.2,538.6,359.5,631.2,66.1,442.3,468.3,459.6,61.6,275.3,239.1,505.3,541.1
TN,436.4,415.3,331.1,243.9,197.2,197.1,189.3,274.3,132.4,711.1,67.2,521.7,646.8,435.8,204.5,705.7,167.6,210.9,477.8,235.5,151.0,173.5,182.8,374.8,388.1,296.1,82.2,449.9,440.7,637.5,721.1,408.4,291.7,432.7,202.4,178.6,285.2,2265.0,112.3,664.8,152.0,106.4,145.2,330.7,322.2,651.6,191.2,673.2,184.2,106.6,287.0,161.0,154.0,463.1,438.3,445.8,670.0,220.3,299.6,674.6,185.0,212.3,446.4,146.6,178.9,432.6,379.9,117.0,126.3,447.3,133.1,763.0,196.6,208.5,358.4,170.5,294.7,205.6,479.4,184.4,223.4,672.9,273.2,4.7,169.6,166.8,702.7,721.0,515.8,215.3,212.7,207.7,656.5,493.2,692.0,158.0,748.6,144.7,162.6,406.2,189.7,435.7,683.5,174.3,670.9,206.6,201.0,273.3,178.8,256.8,159.5,316.3,403.2,472.8,296.1,369.7,0.0,267.3,143.1,605.1,123.2,435.9,109.1,428.0,310.2,308.5,223.7,398.8,176.2,200.4,137.3,130.6,177.9,141.5,308.4,186.8,249.7,121.5,307.3,216.2,197.9,336.5,296.2,704.7,125.1,722.0,358.1,497.7,461.5,192.7,197.9
TS,634.6,613.5,86.4,216.0,177.3,355.7,344.7,155.2,293.0,909.3,206.7,719.9,845.0,634.0,345.0,903.9,326.2,371.5,673.1,103.0,254.9,277.4,188.5,130.1,143.4,28.7,240.8,648.1,638.9,835.7,919.3,163.7,47.0,188.0,361.0,178.7,152.7,2392.9,270.9,863.0,329.8,153.4,238.8,528.9,520.4,849.8,349.8,871.4,249.7,210.5,154.5,330.7,257.9,661.3,636.5,644.0,868.2,231.5,167.1,872.8,288.9,195.6,644.6,240.2,339.5,630.8,135.2,220.9,286.9,640.3,307.1,961.2,300.5,258.2,113.7,143.8,50.0,232.2,677.6,298.9,288.9,871.1,149.3,189.2,273.5,263.9,900.9,919.2,714.0,192.6,221.5,273.2,854.7,696.5,890.2,251.6,946.8,303.3,323.2,604.4,363.7,633.9,881.7,278.2,869.1,200.3,294.6,6.0,225.6,193.8,333.5,514.5,601.4,671.0,163.6,567.9,184.4,0.0,303.7,803.3,227.1,634.1,202.7,183.3,65.5,179.0,232.5,597.0,280.1,304.3,311.3,224.2,207.6,300.1,63.7,290.7,233.5,161.6,505.5,376.8,301.8,204.0,494.4,902.9,218.7,920.2,556.3,695.9,659.7,296.6,247.6
TU,593.1,572.0,317.7,184.4,230.0,105.9,67.9,214.8,47.7,867.8,232.2,678.4,803.5,592.5,96.7,862.4,142.6,126.2,634.5,228.1,175.4,303.5,215.6,361.4,376.3,299.0,154.0,606.6,597.4,794.2,877.8,396.6,294.6,279.8,111.2,211.4,224.9,2229.5,117.8,821.5,306.5,197.0,152.9,487.4,478.9,808.3,100.0,829.9,159.2,280.0,216.9,136.0,216.4,619.8,595.0,602.5,826.7,160.8,204.5,831.3,109.3,149.3,603.1,154.3,94.2,589.3,368.1,290.4,41.6,604.0,287.6,919.7,259.0,165.5,348.5,203.3,297.6,220.4,636.1,99.7,198.4,829.6,213.7,169.7,196.1,292.0,859.4,877.7,672.5,152.3,149.7,182.7,813.2,649.9,848.7,159.5,905.3,119.7,20.5,562.9,344.2,592.4,840.2,288.2,827.6,143.6,202.5,276.2,136.8,197.3,406.6,473.0,559.9,629.5,243.1,526.4,164.9,270.2,0.0,761.8,248.4,592.6,116.8,275.1,313.1,249.0,160.7,555.5,202.7,262.8,384.4,138.3,192.7,142.7,311.3,249.2,186.7,205.2,464.0,131.5,262.3,184.6,452.9,861.4,132.8,878.7,514.8,654.4,618.2,317.9,154.9
TX,301.8,293.5,892.9,936.2,807.5,734.6,755.7,966.6,771.0,193.2,708.0,322.5,151.7,297.0,756.0,187.8,664.9,800.4,243.1,797.3,665.9,758.0,793.1,936.6,949.9,857.9,692.5,328.1,301.9,32.3,115.9,970.2,853.5,994.5,739.9,788.9,847.0,2402.8,700.3,59.6,606.3,755.9,755.5,325.5,334.0,156.5,728.7,68.0,642.7,716.9,848.8,658.3,621.5,258.0,299.5,324.0,174.9,912.6,861.4,156.7,699.9,822.6,324.6,756.9,768.4,290.8,941.7,727.3,777.1,323.0,587.4,267.9,664.1,818.8,920.2,780.8,856.5,815.9,294.4,709.9,681.9,67.7,965.5,645.5,684.5,746.5,97.5,203.1,281.1,825.6,823.0,666.2,51.3,354.4,174.1,768.3,230.7,667.9,772.9,267.4,644.0,296.9,188.4,652.5,153.0,816.9,811.3,835.1,789.1,949.1,563.4,361.5,347.5,334.0,857.9,349.8,640.7,829.1,753.4,0.0,702.9,294.1,719.4,989.8,872.0,1000.8,834.0,286.5,691.1,667.9,541.2,740.9,788.2,725.2,870.2,613.5,860.0,764.1,312.3,805.7,626.6,898.3,322.7,209.6,735.4,204.1,298.1,263.0,276.5,772.4,808.2
TY,500.0,478.9,302.5,312.8,281.2,266.0,210.1,371.3,201.3,774.7,218.8,585.3,710.4,499.4,210.4,769.3,137.3,254.8,541.4,206.9,120.3,55.0,292.4,346.2,359.5,267.5,151.1,513.5,504.3,701.1,784.7,379.8,263.1,404.1,271.3,282.6,256.6,2339.9,181.2,728.4,293.0,165.5,214.1,394.3,385.8,715.2,260.1,736.8,115.1,115.2,258.4,130.7,123.3,526.7,501.9,509.4,733.6,289.2,271.0,738.2,154.3,299.5,510.0,215.5,222.8,496.2,351.3,125.6,195.2,510.9,274.1,826.6,107.9,277.4,329.8,247.7,266.1,274.5,543.0,164.3,154.3,736.5,365.4,156.2,138.9,43.5,766.3,784.6,579.4,296.5,325.4,138.6,720.1,556.8,755.6,226.9,812.2,213.6,231.5,469.8,330.7,499.3,747.1,73.6,734.5,304.2,269.9,244.7,247.7,325.7,313.5,379.9,466.8,536.4,267.5,433.3,151.4,238.7,212.0,668.7,0.0,499.5,178.0,399.4,281.6,395.1,336.4,462.4,145.5,111.7,291.3,199.5,246.8,210.4,279.8,113.0,337.4,173.7,370.9,260.1,97.2,307.9,359.8,768.3,194.0,785.6,421.7,561.3,525.1,69.4,266.8
TZ,174.3,68.0,719.2,762.5,633.8,560.9,582.0,792.9,597.3,330.4,534.3,113.4,266.1,88.0,582.3,321.5,491.2,626.7,131.9,623.6,492.2,584.3,619.4,762.9,776.2,680.7,518.8,102.6,44.1,347.9,431.5,796.5,679.8,817.3,562.7,615.2,671.7,2369.5,526.6,375.2,436.4,578.7,581.8,174.0,165.5,270.9,555.0,383.6,465.5,543.2,675.1,476.8,447.8,113.3,33.1,98.5,289.3,738.9,687.7,293.9,522.7,648.9,99.1,591.9,594.7,41.7,768.0,553.6,603.4,34.0,413.7,382.3,490.4,645.1,746.5,607.1,684.9,642.2,160.8,536.2,504.7,383.3,791.8,468.3,510.8,566.0,413.1,340.3,163.6,651.9,649.3,492.5,366.9,121.9,311.3,594.6,364.4,494.2,599.2,59.9,470.3,72.3,302.8,478.8,290.2,643.2,637.6,662.0,612.5,775.4,389.7,185.6,225.8,75.9,684.2,213.0,467.0,651.9,579.7,315.5,529.2,0.0,545.7,816.1,698.3,827.1,660.3,161.3,517.4,494.2,367.5,567.2,614.5,548.0,696.5,436.3,686.3,586.9,136.4,632.0,452.9,724.6,146.8,320.5,561.7,337.8,176.4,181.1,139.4,598.7,634.5
UE,528.5,507.4,246.5,193.0,101.9,186.8,179.0,223.4,103.2,803.2,169.8,613.8,738.9,527.9,207.8,797.8,157.3,181.7,569.9,100.0,191.0,213.5,87.5,290.2,303.5,211.5,71.9,542.0,532.8,729.6,813.2,323.8,207.1,288.4,192.1,83.3,115.7,2241.8,102.0,756.9,244.1,134.6,36.0,422.8,414.3,743.7,180.9,765.3,173.9,146.6,107.7,161.8,231.1,555.2,530.4,537.9,762.1,169.4,120.3,766.7,164.8,110.4,538.5,40.2,149.7,524.7,295.3,157.0,97.1,538.2,225.2,855.1,273.7,100.2,273.8,75.2,210.1,110.3,571.5,155.2,213.1,765.0,222.3,107.3,209.6,200.0,794.8,813.1,607.9,113.4,110.8,197.4,748.6,585.3,784.1,48.8,840.7,134.4,133.4,498.3,281.8,527.8,775.6,214.3,763.0,104.7,91.8,188.7,74.2,205.9,251.6,408.4,495.3,564.9,115.0,461.8,102.5,182.7,113.9,697.2,163.2,528.0,0.0,283.7,225.6,257.6,121.8,490.9,216.2,277.5,229.4,21.4,82.6,131.2,223.8,263.9,147.8,142.8,399.4,187.0,277.0,145.7,388.3,796.8,15.9,814.1,450.2,589.8,553.6,232.7,89.6
UG,769.8,752.3,148.5,133.5,294.9,352.3,314.3,97.8,235.6,1048.1,345.5,858.7,983.8,772.8,307.7,1042.7,357.4,314.1,808.6,241.8,365.5,416.2,280.5,192.2,207.1,210.2,272.0,786.9,777.7,974.5,1058.1,227.4,173.6,4.6,357.6,276.3,289.8,2392.2,302.1,1001.8,448.0,292.2,259.6,667.7,659.2,988.6,346.4,1010.2,374.0,349.3,281.8,361.9,396.7,800.1,775.3,782.8,1007.0,131.9,269.4,1011.6,297.2,214.2,783.4,269.7,282.1,769.6,198.9,359.7,229.5,784.3,425.3,1100.0,439.3,230.4,179.3,268.2,169.5,285.3,816.4,287.6,413.2,1009.9,91.9,307.4,386.2,409.5,1039.7,1058.0,852.8,217.2,214.6,397.5,993.5,832.0,1029.0,224.4,1085.6,334.5,265.8,743.2,481.9,772.7,1020.5,417.0,1007.9,208.5,267.4,187.4,201.7,136.4,451.7,653.3,740.2,809.8,302.4,706.7,302.6,181.4,246.3,942.1,365.9,769.4,254.5,0.0,192.1,77.6,225.6,735.8,392.8,443.1,429.5,239.3,257.6,331.3,181.1,429.5,251.6,300.4,644.3,319.4,440.6,249.5,633.2,1041.7,244.8,1059.0,695.1,834.7,798.5,435.4,219.8
UI,668.1,647.0,94.7,217.3,210.8,389.2,373.0,156.5,294.3,942.8,240.2,753.4,878.5,667.5,366.4,937.4,359.7,372.8,709.5,136.5,288.4,310.9,222.0,138.4,153.3,79.5,274.3,681.6,672.4,869.2,952.8,173.6,28.3,189.3,394.5,212.2,186.2,2426.4,304.4,896.5,359.5,186.9,272.3,562.4,553.9,883.3,383.3,904.9,283.2,244.0,188.0,353.1,291.4,694.8,670.0,677.5,901.7,232.8,200.6,906.3,322.4,229.1,678.1,273.7,340.8,664.3,145.1,254.4,288.2,679.0,340.6,994.7,334.0,289.1,125.5,177.3,62.1,265.7,711.1,332.4,322.4,904.6,150.6,222.7,307.0,304.2,934.4,952.7,747.5,226.1,255.0,306.7,888.2,724.9,923.7,283.1,980.3,336.8,324.5,637.9,397.2,667.4,915.2,311.7,902.6,233.8,326.1,71.2,260.4,195.1,367.0,548.0,634.9,704.5,197.1,601.4,217.9,76.1,305.0,836.8,260.6,667.6,236.2,184.6,0.0,180.3,266.0,630.5,313.6,337.8,344.8,257.7,241.1,333.6,75.8,324.2,267.0,195.1,539.0,378.1,335.3,237.5,527.9,936.4,252.2,953.7,589.8,729.4,693.2,330.1,278.5
UU,714.3,696.8,152.4,113.4,284.2,341.6,303.6,101.7,224.9,992.6,349.4,803.2,928.3,717.3,297.0,987.2,346.7,303.4,753.1,245.7,354.8,420.1,269.8,196.1,211.0,214.1,261.3,731.4,722.2,919.0,1002.6,231.3,177.5,70.5,346.9,265.6,280.7,2381.5,291.4,946.3,433.5,296.1,248.9,612.2,603.7,933.1,335.7,954.7,363.3,353.2,271.1,340.1,400.6,744.6,719.8,727.3,951.5,111.8,258.7,956.1,286.5,203.5,727.9,250.3,271.4,714.1,202.8,363.6,218.8,728.8,414.6,1044.5,443.2,219.7,183.2,257.5,171.3,274.6,760.9,276.9,402.5,954.4,95.8,296.7,375.5,406.6,984.2,1002.5,797.3,206.5,203.9,386.8,938.0,776.5,973.5,213.7,1030.1,323.8,255.1,687.7,471.2,717.2,965.0,420.9,952.4,197.8,256.7,191.9,187.1,126.3,441.0,597.8,684.7,754.3,297.3,651.2,291.9,185.3,235.6,886.6,369.8,713.9,243.8,65.8,196.0,0.0,214.9,680.3,382.1,447.0,418.8,228.6,246.9,320.6,185.0,433.4,240.9,304.3,588.8,308.7,444.5,238.8,577.7,986.2,234.1,1003.5,639.6,779.2,743.0,439.3,209.1
VJ,622.6,601.5,274.2,167.4,152.1,250.4,212.4,197.8,133.7,897.3,263.9,707.9,833.0,622.0,205.8,891.9,251.4,212.2,664.0,127.7,263.6,307.6,137.7,317.9,331.2,239.2,166.0,636.1,626.9,823.7,907.3,351.5,234.8,262.8,255.7,133.5,121.0,2290.3,196.1,851.0,338.2,228.7,98.8,516.9,508.4,837.8,244.5,859.4,268.0,240.7,113.0,244.8,325.2,649.3,624.5,632.0,856.2,143.8,100.6,860.8,195.3,45.4,632.6,100.2,180.2,618.8,323.0,251.1,127.6,633.5,319.3,949.2,367.8,69.6,301.5,125.4,237.8,142.5,665.6,185.7,307.2,859.1,196.7,201.4,284.3,300.9,888.9,907.2,702.0,48.4,9.8,291.5,842.7,679.4,878.2,63.6,934.8,228.5,163.9,592.4,375.9,621.9,869.7,308.4,857.1,39.7,106.6,216.4,40.9,180.3,345.7,502.5,589.4,659.0,164.5,555.9,196.6,210.4,144.4,791.3,257.3,622.1,100.0,258.1,253.3,232.0,0.0,585.0,290.9,371.6,323.5,78.5,114.8,225.3,251.5,358.0,82.8,236.9,493.5,217.5,371.1,80.7,482.4,890.9,84.0,908.2,544.3,683.9,647.7,326.8,59.0
VP,16.5,139.6,664.9,708.2,579.5,506.6,527.7,738.6,543.0,407.3,480.0,246.0,343.0,165.7,528.0,401.9,436.9,572.4,202.1,569.3,437.9,530.0,565.1,708.6,721.9,629.9,464.5,174.2,170.6,333.7,417.3,742.2,625.5,766.5,511.9,560.9,619.0,2315.2,472.3,361.0,378.3,527.9,527.5,68.0,76.5,347.8,500.7,369.4,414.7,488.9,620.8,430.3,393.5,187.4,168.2,170.1,366.2,684.6,633.4,370.8,471.9,594.6,170.7,528.9,540.4,156.9,713.7,499.3,549.1,177.2,359.4,459.2,436.1,590.8,692.2,552.8,628.5,587.9,203.7,481.9,453.9,369.1,737.5,417.5,456.5,518.5,398.9,417.2,240.1,597.6,595.0,438.2,352.7,223.1,388.2,540.3,444.8,439.9,544.9,136.1,416.0,165.6,379.7,424.5,367.1,588.9,583.3,607.1,561.1,721.1,335.4,131.3,90.0,202.7,629.9,64.6,412.7,601.1,525.4,301.3,474.9,160.2,491.4,761.8,644.0,772.8,606.0,0.0,463.1,439.9,313.2,512.9,560.2,497.2,642.2,385.5,632.0,536.1,114.4,577.7,398.6,670.3,124.8,400.9,507.4,418.2,40.6,222.0,185.8,544.4,580.2
VV,535.2,514.1,362.5,322.7,341.2,207.3,142.2,353.1,157.5,809.9,278.8,620.5,745.6,534.6,142.5,804.5,152.5,186.9,576.6,266.9,36.1,227.6,352.4,406.2,419.5,327.5,211.1,548.7,539.5,736.3,819.9,439.8,323.1,418.1,212.6,342.6,316.6,2367.8,219.2,763.6,353.0,225.5,274.1,429.5,421.0,750.4,201.4,772.0,130.3,204.1,318.4,145.9,158.5,561.9,537.1,544.6,768.8,299.1,331.0,773.4,86.4,287.6,545.2,275.5,154.9,531.4,411.3,214.5,163.6,546.1,334.1,861.8,201.1,303.8,389.8,307.7,326.1,358.7,578.2,96.4,169.5,771.7,352.0,216.2,7.0,216.1,801.5,819.8,614.6,290.6,288.0,153.8,755.3,592.0,790.8,297.8,847.4,155.5,217.5,505.0,390.7,534.5,782.3,223.6,769.7,281.9,340.8,304.7,275.1,335.6,348.7,415.1,502.0,571.6,327.5,468.5,211.4,298.7,196.9,703.9,172.5,534.7,238.0,413.4,341.6,387.3,299.0,497.6,0.0,204.9,326.5,259.5,331.0,244.1,339.8,191.3,325.0,233.7,406.1,192.2,247.2,322.9,395.0,803.5,254.0,820.8,456.9,596.5,560.3,242.0,293.2
VW,466.9,445.8,343.0,353.3,321.7,306.5,250.6,411.8,241.8,741.6,259.3,552.2,677.3,466.3,250.9,736.2,153.6,295.3,508.3,247.4,160.8,138.1,332.9,386.7,400.0,308.0,191.6,480.4,471.2,668.0,751.6,420.3,303.6,444.6,311.8,323.1,297.1,2313.5,221.7,695.3,323.3,206.0,254.6,361.2,352.7,682.1,300.6,703.7,131.4,184.6,298.9,147.0,34.6,493.6,468.8,476.3,700.5,329.7,311.5,705.1,194.8,340.0,476.9,256.0,263.3,463.1,391.8,195.0,235.7,477.8,304.4,793.5,3.5,317.9,370.3,288.2,306.6,315.0,509.9,204.8,170.6,703.4,405.9,196.7,179.4,126.6,733.2,751.5,546.3,337.0,365.9,154.9,687.0,523.7,722.5,267.4,779.1,156.6,272.0,436.7,361.0,466.2,714.0,27.7,701.4,344.7,310.4,285.2,288.2,366.2,280.4,346.8,433.7,503.3,308.0,400.2,191.9,279.2,252.5,635.6,83.0,466.4,218.5,439.9,322.1,435.6,376.9,429.3,186.0,0.0,258.2,240.0,287.3,250.9,320.3,86.3,377.9,214.2,337.8,300.6,63.6,348.4,326.7,735.2,234.5,752.5,388.6,528.2,492.0,152.5,307.3
