from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
QO,286.2,187.9,1048.8,175.9,906.3,91.1,265.0,248.6,110.4,307.2,275.8,327.4,843.0,315.1,160.0,231.5,986.8,200.2,133.4,341.4,221.4,240.1,931.3,214.6,705.1,893.7,890.0,963.6,136.2,36.0,639.8,968.8,896.4,907.5,865.0,234.6,193.5,166.1,284.7,267.6,115.5,161.4,43.4,887.0,369.7,902.9,105.8,197.7,651.6,872.9,824.2,81.8,2639.9,298.7,299.0,100.4,951.2,206.7,177.8,263.3,890.3,192.0,599.4,244.6,222.1,878.9,244.8,853.2,204.8,596.5,170.9,203.5,97.2,205.3,308.9,181.6,827.5,341.5,121.1,248.7,225.7,877.4,322.5,894.0,910.5,405.4,134.9,222.0,50.5,805.3,847.4,184.4,950.9,838.9,212.9,68.9,879.3,234.4,858.6,954.4,1010.1,73.8,117.3,926.8,71.9,597.2,844.8,0.0,944.6,243.2,300.4,212.9,52.3,911.2,287.5,917.1,908.1,866.5,275.5,283.4,23.1,869.3,812.2,874.6,818.3,151.3,865.8,8.3,868.1,215.0,84.1,184.6,860.9,873.8,61.6,324.7,35.5,878.3,187.0,863.3,188.3,230.0,95.5,199.4,36.0,205.0,178.9,36.5,863.9,70.4,223.1,18.9,107.4,80.2,117.4,279.7,870.2,819.0,72.3,188.3,259.9,936.3,229.4,905.3,1004.1,850.7,130.5,208.3,29.4,574.2,90.9,270.7,898.0,824.7,850.1,864.1,158.0
QP,1017.1,811.2,187.6,910.3,116.7,943.0,870.3,998.9,895.4,970.6,976.7,932.7,258.6,920.4,915.4,854.8,125.6,748.2,890.3,946.7,844.7,850.3,117.3,994.4,465.9,219.6,181.4,19.0,922.6,839.7,903.1,107.6,152.4,93.5,207.4,984.9,929.0,789.4,890.0,877.8,884.5,907.1,832.3,189.4,864.4,245.3,957.7,810.2,611.8,290.8,202.8,868.2,2365.9,1034.2,992.1,899.6,42.5,830.0,913.3,813.6,328.5,815.3,559.6,854.8,770.1,252.3,936.9,295.0,984.6,556.7,916.6,795.7,949.1,923.0,914.2,931.9,169.9,1004.9,973.0,918.4,961.2,241.4,1058.0,236.4,201.9,900.1,907.3,954.7,937.0,147.7,138.8,921.3,94.8,254.5,906.0,955.4,135.3,969.9,217.5,9.7,115.2,960.3,902.3,17.7,879.5,441.4,231.3,886.4,0.0,791.2,850.7,906.0,886.7,197.6,1018.4,259.5,250.5,262.7,968.6,888.7,892.6,211.7,154.6,217.0,178.7,897.0,281.4,877.8,223.4,950.5,870.8,807.9,213.0,202.6,862.0,930.0,922.0,238.1,772.1,238.9,938.6,853.3,962.4,759.2,876.4,1013.9,802.2,923.0,189.8,870.8,955.8,897.9,864.3,932.1,941.4,862.0,234.2,161.4,840.1,938.6,867.1,123.2,979.7,269.8,109.2,193.1,895.5,958.6,915.9,534.4,909.1,876.0,262.5,167.1,274.3,252.3,986.7
QT,350.7,115.4,910.4,243.9,767.9,276.6,203.9,332.5,229.0,304.2,310.3,266.3,704.6,254.0,249.0,134.1,848.4,21.0,223.9,280.3,145.3,167.6,792.9,328.0,566.7,755.3,751.6,825.2,256.2,173.3,578.7,830.4,758.0,769.1,726.6,318.5,262.6,71.2,223.6,195.1,218.1,240.7,165.9,748.6,308.6,764.5,291.3,98.9,513.2,734.5,685.8,201.8,2501.5,367.8,325.7,233.2,812.8,134.2,246.9,82.3,751.9,119.5,461.0,172.1,18.0,740.5,270.5,714.8,318.2,458.1,250.2,43.6,282.7,256.6,247.8,265.5,689.1,338.5,306.6,252.0,294.8,739.0,391.6,755.6,772.1,344.3,240.9,288.3,270.6,666.9,709.0,253.5,812.5,700.5,239.6,289.0,740.9,303.5,720.2,816.0,871.7,293.9,235.9,788.4,213.1,458.8,706.4,220.0,806.2,0.0,119.4,239.6,220.3,772.8,352.0,778.7,769.7,728.1,302.2,222.3,226.2,730.9,673.8,736.2,679.9,230.6,727.4,211.4,729.7,284.1,204.4,87.2,722.5,735.4,195.6,263.6,255.6,739.9,60.8,724.9,272.2,134.9,296.0,47.9,210.0,347.5,106.4,256.6,725.5,204.4,289.4,231.5,197.9,265.7,275.0,130.7,731.8,680.6,173.7,272.2,135.8,797.9,313.3,766.9,865.7,712.3,229.1,292.2,249.5,435.8,242.7,209.6,759.6,686.3,711.7,725.7,320.3
QW,363.4,93.9,980.4,240.4,837.9,271.3,216.6,327.2,223.7,316.9,323.0,279.0,774.6,266.7,245.2,25.8,928.8,120.7,218.6,293.0,86.1,152.1,865.0,322.7,636.7,825.3,825.6,895.2,250.9,168.0,591.4,900.4,828.0,839.1,796.6,313.2,275.3,59.8,236.3,179.6,216.0,235.4,160.6,818.6,321.3,834.5,288.1,106.3,583.2,805.7,755.8,196.5,2571.5,380.5,338.4,227.3,882.8,100.7,259.6,135.1,821.9,100.7,531.0,156.6,96.1,810.5,281.0,784.8,312.9,531.0,248.4,70.5,277.4,253.1,260.5,260.2,759.1,351.2,301.3,264.7,307.5,809.0,404.3,825.6,842.1,357.0,235.6,300.6,265.3,736.9,779.0,266.2,882.5,770.5,252.3,283.7,810.9,316.2,790.2,886.0,941.7,288.6,230.6,858.4,207.8,528.8,776.4,214.7,876.2,126.1,0.0,252.3,215.0,842.8,364.7,848.7,839.7,798.1,314.9,235.0,220.9,800.9,743.8,796.9,749.9,224.4,797.4,208.2,801.8,296.8,199.1,33.9,792.5,805.4,190.3,276.3,250.3,809.9,95.6,794.9,268.5,75.7,290.7,108.0,204.7,342.2,102.9,251.3,795.5,199.1,301.7,226.2,192.6,260.4,269.7,11.2,801.8,750.6,168.4,266.9,16.3,867.9,308.0,836.9,937.8,782.3,224.0,286.9,244.2,505.8,237.4,224.4,829.6,756.3,781.7,795.7,315.0
RA,139.3,209.5,1052.4,172.8,909.9,176.0,77.7,154.4,281.5,94.2,70.6,140.1,846.6,113.6,103.0,253.1,990.4,203.8,174.6,154.1,243.0,261.7,934.9,190.5,708.7,897.3,893.6,967.2,122.4,206.1,527.2,972.4,900.0,911.1,868.6,147.2,114.3,187.7,97.4,289.2,119.5,132.9,198.7,890.6,257.1,906.5,190.7,219.3,655.2,876.5,827.8,234.6,2643.5,192.8,86.0,134.6,954.8,228.3,100.9,269.2,893.9,213.6,603.0,266.2,225.7,882.5,124.5,856.8,180.7,600.1,123.4,225.1,182.1,202.2,108.1,95.9,831.1,128.5,206.0,106.0,119.8,881.0,216.6,897.6,914.1,292.8,142.3,88.9,228.4,808.9,851.0,107.5,954.5,842.5,0.0,193.2,882.9,128.5,862.2,958.0,1013.7,198.1,288.4,930.4,245.9,600.8,848.4,225.1,948.2,246.8,306.3,0.0,253.1,914.8,121.6,920.7,911.7,870.1,62.5,96.1,224.7,872.9,815.8,878.2,821.9,143.0,869.4,233.5,871.7,109.1,161.1,206.2,864.5,877.4,183.6,137.4,237.6,881.9,208.6,866.9,99.9,251.6,197.4,214.8,208.5,210.0,200.5,214.4,867.5,174.8,90.0,230.0,165.6,167.1,141.2,301.3,873.8,822.6,206.5,102.6,281.5,939.9,143.7,908.9,1007.7,854.3,301.6,122.6,231.5,577.8,144.1,83.4,901.6,828.3,853.7,867.7,182.8
RB,313.2,209.4,1070.3,209.5,927.8,155.8,286.5,275.6,58.0,334.2,302.8,348.9,864.5,336.6,193.6,253.0,1008.3,221.7,167.0,362.9,242.9,261.6,952.8,271.1,726.6,915.2,911.5,985.1,199.3,68.6,661.3,990.3,917.9,929.0,886.5,261.6,227.1,187.6,306.2,289.1,161.2,183.8,66.0,908.5,391.2,924.4,170.5,219.2,673.1,894.4,845.7,29.4,2661.4,332.3,326.0,165.1,972.7,228.2,211.4,284.8,911.8,213.5,620.9,266.1,243.6,900.4,278.4,874.7,261.3,618.0,193.3,225.0,161.9,228.1,330.4,208.6,849.0,368.5,185.8,282.3,259.3,898.9,356.1,915.5,932.0,426.9,184.0,249.0,115.2,826.8,868.9,218.0,972.4,860.4,239.9,133.6,900.8,268.0,880.1,975.9,1031.6,138.5,64.9,948.3,19.5,618.7,866.3,64.6,966.1,264.7,321.9,239.9,0.0,932.7,314.5,938.6,929.6,888.0,302.5,304.9,85.3,890.8,833.7,896.1,839.8,173.7,887.3,56.0,889.6,248.6,146.3,206.1,882.4,895.3,123.8,346.2,100.2,899.8,208.5,884.8,215.3,251.5,160.2,220.9,98.2,269.7,200.4,101.2,885.4,132.6,250.1,81.1,141.0,144.9,182.1,301.2,891.7,840.5,47.1,215.3,281.4,957.8,256.4,926.8,1025.6,872.2,78.1,235.3,94.1,595.7,155.6,292.2,919.5,846.2,871.6,885.6,222.7
RF,998.3,792.4,301.6,891.5,159.1,924.2,851.5,980.1,876.6,951.8,957.9,913.9,207.9,901.6,896.6,836.0,239.6,729.4,871.5,927.9,825.9,838.8,184.1,975.6,447.1,264.3,71.8,216.4,903.8,820.9,891.6,221.6,73.9,160.3,217.6,966.1,910.2,770.6,871.2,866.3,865.7,888.3,813.5,91.3,852.9,255.5,938.9,791.4,593.0,301.0,213.0,849.4,2476.7,1015.4,973.3,880.8,204.0,811.2,894.5,794.8,338.7,796.5,540.8,843.3,751.3,201.6,918.1,305.2,965.8,537.9,897.8,776.9,930.3,904.2,895.4,913.1,180.1,986.1,954.2,899.6,942.4,190.7,1039.2,246.6,103.8,888.6,888.5,935.9,918.2,157.9,74.2,901.1,203.7,203.8,887.2,936.6,56.8,951.1,166.8,207.2,262.9,941.5,883.5,179.6,860.7,422.6,180.6,867.6,197.4,772.4,831.9,887.2,867.9,0.0,999.6,269.7,260.7,212.0,949.8,869.9,873.8,221.9,164.8,227.2,188.9,878.2,230.7,859.0,190.9,931.7,852.0,789.1,223.2,104.5,843.2,911.2,903.2,248.9,753.3,206.4,919.8,834.5,943.6,740.4,857.6,995.1,783.4,904.2,234.5,852.0,937.0,879.1,845.5,913.3,922.6,843.2,183.5,171.6,821.3,919.8,848.3,189.1,960.9,302.8,256.9,203.3,876.7,939.8,897.1,515.6,890.3,857.2,310.1,177.3,241.8,234.7,967.9
RH,17.6,322.2,1165.1,285.5,1022.6,238.1,190.4,115.5,356.4,156.4,50.9,252.8,959.3,175.8,215.7,365.8,1113.5,330.7,266.3,266.8,355.7,374.4,1047.6,189.9,821.4,1010.0,1010.3,1079.9,184.5,281.0,639.9,1085.1,1012.7,1023.8,981.3,108.3,189.2,296.4,210.1,401.9,194.4,207.8,273.6,1003.3,369.8,1019.2,225.0,332.0,767.9,989.2,940.5,309.5,2756.2,267.7,58.0,208.9,1067.5,341.0,209.5,381.9,1006.6,326.3,715.7,378.9,338.4,995.2,218.0,969.5,180.1,715.7,194.8,337.8,233.6,314.9,170.3,126.4,943.8,190.7,209.7,218.7,194.7,993.7,291.5,1010.3,1026.8,405.5,217.2,163.8,303.3,921.6,963.7,201.0,1067.2,955.2,131.6,268.1,995.6,203.4,974.9,1070.7,1126.4,273.0,363.3,1043.1,320.8,713.5,961.1,300.0,1060.9,359.5,416.9,131.6,328.0,1027.5,0.0,1033.4,1024.4,982.8,81.5,202.3,299.6,985.6,928.5,981.6,934.6,217.9,982.1,308.4,984.4,184.0,236.0,318.9,977.2,990.1,258.5,250.1,312.5,994.6,321.3,979.6,173.0,364.3,272.3,327.5,283.4,209.4,313.2,289.3,980.2,249.7,164.9,304.9,251.3,230.5,203.3,414.0,986.5,935.3,281.4,119.7,394.2,1052.6,143.1,1021.6,1120.4,967.0,370.7,132.3,306.4,690.5,219.0,196.1,1014.3,941.0,966.4,980.4,182.2
RJ,979.6,767.1,341.5,866.2,199.0,898.9,832.8,982.7,851.3,933.1,939.2,895.2,328.7,882.9,877.9,810.7,279.5,704.1,846.2,909.2,820.6,762.4,224.0,950.3,497.8,237.3,251.5,256.3,878.5,795.6,815.2,261.5,222.5,200.2,44.3,975.5,891.5,745.3,852.5,789.9,840.4,863.0,788.2,259.5,776.5,13.4,913.6,766.1,643.7,58.9,108.5,824.1,2471.9,996.7,954.6,855.5,243.9,794.3,875.8,769.5,96.6,776.3,591.5,766.9,726.0,322.4,899.4,63.7,940.5,588.6,872.5,751.6,905.0,878.9,876.7,924.2,128.1,967.4,928.9,880.9,923.7,311.5,1020.5,8.5,272.0,812.2,863.2,917.2,892.9,125.9,208.9,882.4,243.6,324.6,868.5,911.3,205.4,932.4,287.6,247.1,302.8,916.2,858.2,219.5,835.4,473.3,301.4,842.3,237.3,747.1,806.6,868.5,842.6,267.7,980.9,0.0,36.6,332.8,931.1,851.2,848.5,39.8,132.8,127.5,161.9,852.9,351.5,833.7,293.5,913.0,826.7,763.8,81.8,272.7,817.9,892.5,877.9,221.9,728.0,309.0,928.2,797.6,918.3,715.1,832.3,969.8,789.4,878.9,207.5,826.7,918.3,853.8,820.2,888.0,897.3,817.9,304.3,119.6,796.0,930.9,823.0,229.0,972.0,203.1,296.8,171.3,851.4,950.9,871.8,566.3,865.0,838.5,210.4,67.4,344.4,207.7,942.6
RL,1003.9,791.4,340.1,890.5,197.6,923.2,857.1,1007.0,875.6,957.4,963.5,919.5,327.3,907.2,902.2,835.0,278.1,728.4,870.5,933.5,844.9,786.7,222.6,974.6,509.7,235.9,250.1,254.9,902.8,819.9,839.5,260.1,221.1,198.8,42.9,999.8,915.8,769.6,876.8,814.2,864.7,887.3,812.5,258.1,800.8,30.0,937.9,790.4,655.6,75.5,107.1,848.4,2470.5,1021.0,978.9,879.8,242.5,818.6,900.1,793.8,113.2,800.6,603.4,791.2,750.3,321.0,923.7,80.3,964.8,600.5,896.8,775.9,929.3,903.2,901.0,948.5,126.7,991.7,953.2,905.2,948.0,310.1,1044.8,11.4,270.6,836.5,887.5,941.5,917.2,124.5,207.5,906.7,242.2,323.2,892.8,935.6,204.0,956.7,286.2,245.7,301.4,940.5,882.5,218.1,859.7,485.2,300.0,866.6,235.9,771.4,830.9,892.8,866.9,266.3,1005.2,24.2,0.0,331.4,955.4,875.5,872.8,38.4,131.4,126.1,160.5,877.2,350.1,858.0,292.1,937.3,851.0,788.1,80.4,271.3,842.2,916.8,902.2,220.5,752.3,307.6,952.5,821.9,942.6,739.4,856.6,994.1,813.7,903.2,206.1,851.0,942.6,878.1,844.5,912.3,921.6,842.2,302.9,118.2,820.3,955.2,847.3,227.6,996.3,201.7,295.4,169.9,875.7,975.2,896.1,578.2,889.3,862.8,209.0,66.0,343.0,206.3,966.9
RO,989.6,783.7,328.5,882.8,251.2,915.5,842.8,971.4,867.9,943.1,949.2,905.2,39.7,892.9,887.9,827.3,285.2,720.7,862.8,919.2,817.2,830.1,276.2,966.9,438.4,347.0,211.3,304.3,895.1,812.2,882.9,267.2,241.3,252.4,309.7,957.4,901.5,761.9,862.5,857.6,857.0,879.6,804.8,141.4,844.2,347.6,930.2,782.7,584.3,326.2,305.1,840.7,2382.3,1006.7,964.6,872.1,285.0,802.5,885.8,786.1,343.6,787.8,532.1,834.6,742.6,12.3,909.4,306.5,957.1,529.2,889.1,768.2,921.6,895.5,886.7,904.4,272.2,977.4,945.5,890.9,933.7,22.7,1030.5,338.7,168.2,879.9,879.8,927.2,909.5,250.0,182.2,892.4,295.8,35.6,878.5,927.9,224.2,942.4,55.9,313.5,357.7,932.8,874.8,271.7,852.0,413.9,42.1,858.9,289.5,763.7,823.2,878.5,859.2,232.5,990.9,361.8,352.8,0.0,941.1,861.2,865.1,314.0,256.9,319.3,271.6,869.5,62.5,850.3,164.0,923.0,843.3,780.4,315.3,128.2,834.5,902.5,894.5,331.6,744.6,159.2,911.1,825.8,934.9,731.7,848.9,986.4,774.7,895.5,317.2,843.3,928.3,870.4,836.8,904.6,913.9,834.5,29.6,263.7,812.6,911.1,839.6,281.2,952.2,394.9,351.7,295.4,868.0,931.1,888.4,506.9,881.6,848.5,351.3,269.4,178.3,317.4,959.2
RX,99.2,280.6,1123.5,243.9,981.0,247.1,145.8,197.1,352.6,78.0,69.4,179.1,917.7,97.4,174.1,324.2,1061.5,274.9,245.7,215.6,314.1,332.8,1006.0,261.6,779.8,968.4,964.7,1038.3,193.5,277.2,598.3,1043.5,971.1,982.2,939.7,189.9,185.4,258.8,158.9,360.3,190.6,204.0,269.8,961.7,328.2,977.6,261.8,290.4,726.3,947.6,898.9,305.7,2714.6,263.9,23.4,205.7,1025.9,299.4,172.0,340.3,965.0,284.7,674.1,337.3,296.8,953.6,195.6,927.9,251.8,671.2,194.5,296.2,253.2,273.3,91.9,167.0,902.2,112.3,277.1,177.1,190.9,952.1,287.7,968.7,985.2,363.9,213.4,160.0,299.5,880.0,922.1,178.6,1025.6,913.6,71.0,264.3,954.0,199.6,933.3,1029.1,1084.8,269.2,359.5,1001.5,317.0,671.9,919.5,296.2,1019.3,317.9,377.4,71.0,324.2,985.9,81.5,991.8,982.8,941.2,0.0,123.9,295.8,944.0,886.9,949.3,893.0,214.1,940.5,304.6,942.8,180.2,232.2,277.3,935.6,948.5,254.7,198.9,308.7,953.0,279.7,938.0,171.0,322.7,268.5,285.9,279.6,281.1,271.6,285.5,938.6,245.9,161.1,301.1,236.7,238.2,212.3,372.4,944.9,893.7,277.6,173.7,352.6,1011.0,214.8,980.0,1078.8,925.4,372.7,193.7,302.6,648.9,215.2,142.6,972.7,899.4,924.8,938.8,253.9
SA,215.5,209.8,1052.7,212.9,910.2,269.5,33.2,247.9,314.0,81.8,146.8,95.6,846.9,31.6,143.1,253.4,990.7,204.1,214.7,91.6,243.3,262.0,935.2,284.0,709.0,897.6,893.9,967.5,215.9,258.3,527.5,972.7,900.3,911.4,868.9,240.7,156.7,188.0,34.9,289.5,213.0,226.4,250.9,890.9,257.4,906.8,284.2,219.6,655.5,876.8,828.1,286.8,2643.8,261.9,144.4,228.1,955.1,228.6,141.0,269.5,894.2,213.9,603.3,266.5,226.0,882.8,164.6,857.1,274.2,600.4,216.9,225.4,275.6,242.3,65.9,189.4,831.4,116.1,299.5,146.1,188.9,881.3,285.7,897.9,914.4,293.1,235.8,182.4,321.9,809.2,851.3,147.6,954.8,842.8,125.6,286.7,883.2,197.6,862.5,958.3,1014.0,291.6,320.9,930.7,298.1,601.1,848.7,305.0,948.5,247.1,306.6,125.6,305.3,915.1,197.8,921.0,912.0,870.4,120.9,0.0,293.0,873.2,816.1,878.5,822.2,236.5,869.7,296.4,872.0,178.2,254.6,206.5,864.8,877.7,262.4,74.9,331.1,882.2,208.9,867.2,193.4,251.9,290.9,215.1,276.8,303.5,200.8,307.9,867.8,268.3,183.5,298.3,205.7,260.6,234.7,301.6,874.1,822.9,258.7,196.1,281.8,940.2,237.2,909.2,1008.0,854.6,314.1,216.1,325.0,578.1,237.6,18.7,901.9,828.6,854.0,868.0,276.3
SB,274.4,201.9,1062.8,152.7,920.3,127.6,254.0,236.8,124.4,295.4,264.0,316.4,857.0,304.1,136.8,245.5,1000.8,214.2,110.2,330.4,235.4,254.1,945.3,232.3,719.1,907.7,904.0,977.6,160.5,50.0,653.8,982.8,910.4,921.5,879.0,222.8,170.3,180.1,273.7,281.6,122.4,138.2,57.4,901.0,383.7,916.9,142.3,211.7,665.6,886.9,838.2,95.8,2653.9,275.5,287.2,136.9,965.2,220.7,154.6,277.3,904.3,206.0,613.4,258.6,236.1,892.9,221.6,867.2,222.5,610.5,147.7,217.5,133.7,182.1,297.9,169.8,841.5,329.7,157.6,225.5,202.5,891.4,299.3,908.0,924.5,419.4,111.7,210.2,87.0,819.3,861.4,161.2,964.9,852.9,201.1,105.4,893.3,211.2,872.6,968.4,1024.1,110.3,131.3,940.8,85.9,611.2,858.8,36.4,958.6,257.2,314.4,201.1,66.3,925.2,275.7,931.1,922.1,880.5,263.7,272.4,0.0,883.3,826.2,888.6,832.3,128.1,879.8,22.3,882.1,191.8,60.9,198.6,874.9,887.8,38.4,313.7,72.0,892.3,201.0,877.3,176.5,244.0,132.0,213.4,12.8,241.5,192.9,73.0,877.9,47.2,211.3,5.3,84.2,116.7,153.9,293.7,884.2,833.0,86.3,176.5,273.9,950.3,217.6,919.3,1018.1,864.7,144.5,196.5,65.9,588.2,127.4,259.7,912.0,838.7,864.1,878.1,194.5
SD,1022.4,816.5,301.6,915.6,159.1,948.3,875.6,1004.2,900.7,975.9,982.0,938.0,288.8,925.7,920.7,860.1,239.6,753.5,895.6,952.0,850.0,855.6,184.1,999.7,471.2,197.4,211.6,216.4,927.9,845.0,908.4,221.6,182.6,160.3,4.4,990.2,934.3,794.7,895.3,883.1,889.8,912.4,837.6,219.6,869.7,33.5,963.0,815.5,617.1,79.0,68.6,873.5,2432.0,1039.5,997.4,904.9,204.0,835.3,918.6,818.9,116.7,820.6,564.9,860.1,775.4,282.5,942.2,83.8,989.9,562.0,921.9,801.0,954.4,928.3,919.5,937.2,88.2,1010.2,978.3,923.7,966.5,271.6,1063.3,24.7,232.1,905.4,912.6,960.0,942.3,86.0,169.0,925.2,203.7,284.7,911.3,960.7,165.5,975.2,247.7,207.2,262.9,965.6,907.6,179.6,884.8,446.7,261.5,891.7,197.4,796.5,856.0,911.3,892.0,227.8,1023.7,47.7,38.7,292.9,973.9,894.0,897.9,0.0,92.9,87.6,122.0,902.3,311.6,883.1,253.6,955.8,876.1,813.2,41.9,232.8,867.3,935.3,927.3,182.0,777.4,269.1,943.9,890.8,967.7,764.5,881.7,1019.2,807.5,928.3,167.6,876.1,961.1,903.2,869.6,937.4,946.7,867.3,264.4,79.7,845.4,943.9,872.4,189.1,985.0,163.2,256.9,131.4,900.8,963.9,921.2,539.7,914.4,881.3,170.5,27.5,304.5,167.8,992.0
SH,977.6,771.7,257.5,870.8,115.0,903.5,830.8,959.4,855.9,931.1,937.2,893.2,244.7,880.9,875.9,815.3,195.5,708.7,850.8,907.2,805.2,784.0,140.0,954.9,426.4,153.3,167.5,172.3,883.1,800.2,836.8,177.5,138.5,116.2,81.6,945.4,889.5,749.9,850.5,811.5,845.0,867.6,792.8,175.5,798.1,119.5,918.2,770.7,572.3,160.0,48.1,828.7,2387.9,994.7,952.6,860.1,159.9,790.5,873.8,774.1,177.4,775.8,520.1,788.5,730.6,238.4,897.4,140.3,945.1,517.2,877.1,756.2,909.6,883.5,874.7,892.4,26.1,965.4,933.5,878.9,921.7,227.5,1018.5,110.6,188.0,833.8,867.8,915.2,897.5,7.1,124.9,880.4,159.6,240.6,866.5,915.9,121.4,930.4,203.6,163.1,218.8,920.8,862.8,135.5,840.0,401.9,217.4,846.9,153.3,751.7,811.2,866.5,847.2,183.7,978.9,133.7,124.7,248.8,929.1,849.2,853.1,85.9,0.0,91.2,77.9,857.5,267.5,838.3,209.5,911.0,831.3,768.4,84.8,188.7,822.5,890.5,882.5,137.9,732.6,225.0,899.1,813.8,922.9,719.7,836.9,974.4,762.7,883.5,123.5,831.3,916.3,858.4,824.8,892.6,901.9,822.5,220.3,17.6,800.6,899.1,827.6,145.0,940.2,164.9,212.8,38.4,856.0,919.1,876.4,494.9,869.6,836.5,157.6,41.3,260.4,123.7,947.2
SQ,984.0,785.7,302.8,884.8,160.3,917.5,844.8,973.4,869.9,945.1,943.6,907.2,290.0,894.9,889.9,821.7,251.2,736.9,864.8,921.2,819.2,821.7,185.3,968.9,440.4,142.8,216.8,217.6,897.1,814.2,882.1,222.8,183.8,161.5,99.2,959.4,895.9,759.9,864.5,856.8,862.2,881.6,806.8,220.8,843.4,137.1,924.6,784.7,586.3,181.3,123.9,842.7,2433.2,1008.7,966.6,873.5,197.6,804.5,887.8,788.1,220.3,789.8,534.1,833.8,744.6,283.7,909.2,187.4,959.1,534.1,894.6,770.2,923.6,897.5,888.7,906.4,89.4,979.4,947.5,885.3,935.7,272.8,1032.5,128.2,233.3,879.1,881.8,929.2,911.5,87.2,170.2,888.2,204.9,285.9,880.5,929.9,166.7,944.4,248.9,208.4,264.1,934.8,876.8,180.8,854.0,408.3,262.7,860.9,198.6,765.7,823.1,880.5,861.2,229.0,992.9,151.3,142.3,294.1,943.1,863.2,867.1,103.5,94.1,0.0,123.2,870.6,312.8,852.3,254.8,925.0,845.3,782.4,104.8,234.0,836.5,904.5,896.5,143.0,746.6,270.3,914.7,864.5,936.9,733.7,850.9,988.4,776.7,897.5,168.8,845.3,930.3,872.4,838.8,906.6,915.9,836.5,265.6,80.9,814.6,913.1,841.6,190.3,954.2,102.6,258.1,132.6,864.2,933.1,890.4,508.9,883.6,850.5,117.5,58.9,305.7,136.6,961.2
SV,942.5,730.0,261.5,829.1,119.0,861.8,795.7,945.6,814.2,896.0,902.1,858.1,244.7,845.8,840.8,773.6,199.5,667.0,809.1,872.1,783.5,725.3,144.0,913.2,385.1,78.4,171.5,176.3,841.4,758.5,778.1,181.5,142.5,120.2,204.8,938.4,854.4,708.2,815.4,752.8,803.3,825.9,751.1,179.5,739.4,242.7,876.5,729.0,531.0,263.9,136.0,787.0,2329.2,959.6,917.5,818.4,163.9,757.2,838.7,732.4,281.3,739.2,478.8,729.8,688.9,238.4,862.3,244.2,903.4,475.9,835.4,714.5,867.9,841.8,839.6,887.1,103.1,930.3,891.8,843.8,886.6,227.5,983.4,233.8,192.0,775.1,826.1,880.1,855.8,80.9,128.9,845.3,163.6,240.6,831.4,874.2,125.4,895.3,203.6,167.1,222.8,879.1,821.1,139.5,798.3,360.6,217.4,805.2,157.3,710.0,769.5,831.4,805.5,187.7,943.8,256.9,247.9,248.8,894.0,814.1,811.4,209.1,87.8,160.2,0.0,815.8,267.5,796.6,209.5,875.9,789.6,726.7,210.4,192.7,780.8,855.4,840.8,59.9,690.9,225.0,891.1,760.5,881.2,678.0,795.2,932.7,752.3,841.8,64.8,789.6,881.2,816.7,783.1,850.9,860.2,780.8,220.3,94.6,758.9,893.8,785.9,149.0,934.9,86.9,216.8,126.3,814.3,913.8,834.7,453.6,827.9,801.4,79.6,164.5,260.4,45.7,905.5
