from_stop,AD,AF,AJ,AK,AM,AQ,AR,AV,AY,AZ,BE,BK,CG,CI,CJ,CK,CP,CR,DI,DK,DQ,DT,DV,DY,EE,EH,EJ,EK,EM,EN,EQ,FH,FM,FN,GF,GI,GN,GQ,GW,GY,HF,HK,HL,HS,HT,HV,IC,IF,IG,IJ,IL,IN,IS,IU,IZ,JU,JV,KE,KG,KI,KJ,KP,KQ,KT,KU,KW,KY,LF,LJ,LK,LL,MC,MF,ML,MP,MQ,MR,MY,NA,OB,OD,OR,OT,PB,PF,PJ,PN,PP,QI,QN,QQ,QR,QT,QU,RH,RI,RJ,RM,RT,RZ,SL,ST,SX,TB,TF,TQ,TT,TY,UD,UO,UR,UW,UX,VA,VK,VO,VX,VZ,WC,WE,WH,WI,WQ,WR,WX,WY,WZ,XA,XI,XK,XL,XQ,XV,XW,YF,YG,YI,YL,YR,YT,ZE,ZI,ZN
VK,792.4,677.2,182.6,697.9,272.8,716.7,300.6,230.2,645.4,682.1,313.4,290.1,224.9,250.9,253.9,727.0,509.2,232.4,764.7,261.7,125.8,229.5,801.0,197.9,181.7,265.6,260.8,798.3,299.8,783.3,162.0,322.0,682.4,304.0,223.3,91.3,692.5,280.0,90.2,804.3,285.7,220.6,234.9,130.8,793.6,286.5,91.6,135.9,270.0,748.2,247.6,794.1,300.7,751.1,274.3,663.0,66.1,265.5,55.3,221.8,123.9,309.9,193.0,153.0,757.0,785.8,740.7,769.9,728.4,685.5,204.2,668.5,675.0,782.9,746.9,1431.5,576.5,272.3,99.4,91.6,109.1,677.2,163.9,179.9,127.4,296.1,765.1,275.5,725.3,261.8,650.5,657.4,748.2,213.2,98.1,338.2,548.8,277.1,231.8,652.1,580.0,242.3,464.6,778.7,261.9,83.0,266.3,111.2,282.8,761.4,846.5,216.7,762.5,294.0,0.0,284.6,530.0,746.6,675.2,297.5,754.1,90.9,662.9,778.2,275.5,657.6,230.5,729.2,54.7,36.8,139.8,210.4,669.1,257.4,182.1,303.0,782.4,313.8,295.9,150.9,795.0,789.1,618.2
VO,889.4,775.0,262.7,794.9,171.6,814.5,88.2,167.1,742.4,779.9,101.0,332.0,135.3,187.8,183.6,872.6,654.8,312.5,862.5,112.5,416.2,155.8,898.8,420.0,416.9,208.5,142.1,896.1,483.1,881.1,242.1,189.3,780.2,189.2,149.6,364.4,790.3,165.2,356.2,902.1,197.2,444.2,120.1,318.3,891.4,107.6,346.7,360.7,180.4,846.0,132.8,891.9,230.1,848.9,184.7,760.8,276.9,195.2,328.4,125.6,414.3,195.1,234.9,184.9,854.8,732.1,838.5,867.7,826.2,783.3,246.1,766.3,772.8,729.2,844.7,1388.4,722.1,209.2,316.8,364.7,382.2,775.0,382.2,260.0,212.4,206.5,862.9,178.2,823.1,189.4,747.5,803.0,846.0,255.1,371.2,521.5,694.4,60.6,232.1,749.9,677.8,191.1,577.0,876.5,213.4,342.5,165.1,320.7,110.7,859.2,852.3,296.8,860.3,121.9,326.3,0.0,437.3,844.4,773.0,12.9,851.9,367.7,760.7,876.0,17.3,754.6,140.9,827.0,285.3,323.5,340.7,252.3,766.9,183.7,405.7,130.9,879.4,132.3,232.8,375.7,741.3,886.9,725.1
VX,687.5,710.7,521.3,593.0,611.5,750.2,639.3,568.9,540.5,715.6,652.1,628.8,563.6,589.6,592.6,559.2,341.4,571.1,798.2,600.4,574.3,568.2,834.5,628.4,623.8,604.3,599.5,831.8,543.4,816.8,500.7,660.7,715.9,642.7,562.0,539.8,726.0,618.7,531.6,837.8,624.4,651.1,573.6,552.8,827.1,625.2,522.1,566.4,608.7,781.7,586.3,827.6,639.4,784.6,613.0,696.5,452.3,604.2,503.8,560.5,572.4,648.6,531.7,491.7,790.5,618.0,774.2,803.4,761.9,719.0,542.9,702.0,708.5,615.1,780.4,1475.0,408.7,611.0,551.3,540.1,557.6,710.7,594.4,518.6,466.1,634.8,798.6,610.6,758.8,600.5,545.6,489.6,781.7,551.9,546.6,301.9,381.0,615.8,570.5,685.6,561.5,581.0,139.6,812.2,600.6,565.1,605.0,555.2,621.5,794.9,741.6,555.4,796.0,632.7,501.7,623.3,0.0,780.1,708.7,636.2,787.6,573.0,696.4,811.7,614.2,552.7,569.2,762.7,460.7,498.9,575.2,549.1,702.6,596.1,612.6,641.7,677.5,652.5,634.6,581.4,627.2,822.6,513.3
VZ,649.4,263.0,853.8,554.9,912.5,353.7,837.4,804.4,502.4,319.1,850.2,961.3,864.6,825.1,820.9,617.7,682.0,903.6,157.4,901.4,906.8,869.2,145.8,960.9,956.3,936.8,779.4,143.1,799.2,128.1,833.2,783.2,94.5,943.7,863.0,872.3,91.3,919.7,864.1,149.1,926.5,983.6,874.6,885.3,138.4,799.5,854.6,898.9,909.7,385.2,887.3,138.9,852.6,108.4,914.0,113.5,784.8,832.5,836.3,762.9,904.9,949.6,864.2,822.2,394.0,601.6,377.7,114.7,73.2,322.5,875.4,305.5,312.0,549.1,139.6,1704.3,648.3,846.5,883.8,872.6,890.1,263.0,926.9,851.1,798.6,935.8,37.5,800.7,362.3,836.0,507.5,577.3,385.2,884.4,879.1,555.3,833.8,865.5,903.0,289.1,369.4,895.1,749.6,181.6,933.1,897.6,906.0,887.7,795.8,398.4,532.0,887.9,168.0,807.0,834.2,863.0,801.0,0.0,121.4,875.9,391.1,905.5,299.9,415.2,853.9,514.6,870.2,366.2,793.2,831.4,907.7,881.6,131.0,865.8,945.1,816.0,639.4,826.8,870.1,913.9,649.3,150.2,416.7
WC,553.4,167.0,757.8,458.9,816.5,257.7,741.4,708.4,406.4,223.1,754.2,865.3,768.6,729.1,724.9,521.7,625.2,807.6,137.4,805.4,810.8,773.2,165.1,864.9,860.3,840.8,683.4,162.4,703.2,147.4,737.2,687.2,25.2,847.7,767.0,776.3,56.6,823.7,768.1,168.4,830.5,887.6,778.6,789.3,157.7,703.5,758.6,802.9,813.7,289.2,791.3,158.2,756.6,115.2,818.0,27.1,688.8,736.5,740.3,666.9,808.9,853.6,768.2,726.2,298.0,522.4,281.7,134.0,92.5,226.5,779.4,209.5,216.0,425.7,119.6,1608.3,591.5,750.5,787.8,776.6,794.1,167.0,830.9,755.1,702.6,839.8,107.9,704.7,266.3,740.0,411.5,511.8,289.2,788.4,783.1,459.3,737.8,769.5,807.0,193.1,273.4,799.1,653.6,161.6,837.1,801.6,810.0,791.7,699.8,302.4,404.9,791.9,187.3,711.0,738.2,767.0,705.0,110.7,0.0,779.9,295.1,809.5,203.9,319.2,757.9,418.6,774.2,270.2,697.2,735.4,811.7,785.6,9.6,769.8,849.1,720.0,543.4,730.8,774.1,817.9,525.9,161.8,320.7
WE,896.5,782.1,269.8,802.0,178.7,821.6,95.3,174.2,749.5,787.0,108.1,339.1,142.4,194.9,190.7,879.7,661.9,319.6,869.6,119.6,423.3,162.9,905.9,427.1,424.0,215.6,149.2,903.2,490.2,888.2,249.2,196.4,787.3,196.3,156.7,371.5,797.4,172.3,363.3,909.2,204.3,451.3,127.2,325.4,898.5,114.7,353.8,367.8,187.5,853.1,139.9,899.0,237.2,856.0,191.8,767.9,284.0,202.3,335.5,132.7,421.4,202.2,242.0,192.0,861.9,739.2,845.6,874.8,833.3,790.4,253.2,773.4,779.9,736.3,851.8,1395.5,729.2,216.3,323.9,371.8,389.3,782.1,389.3,267.1,219.5,213.6,870.0,185.3,830.2,196.5,754.6,810.1,853.1,262.2,378.3,528.6,701.5,67.7,239.2,757.0,684.9,198.2,584.1,883.6,220.5,349.6,172.2,327.8,117.8,866.3,859.4,303.9,867.4,129.0,333.4,7.1,444.4,851.5,780.1,0.0,859.0,374.8,767.8,883.1,24.4,761.7,148.0,834.1,292.4,330.6,347.8,259.4,774.0,190.8,412.8,138.0,886.5,139.4,239.9,382.8,748.4,894.0,732.2
WH,626.6,262.0,831.0,532.1,896.7,169.8,814.6,781.6,479.6,113.9,827.4,938.5,841.8,802.3,798.1,594.9,698.4,880.8,398.9,874.2,884.0,846.4,435.2,938.1,933.5,914.0,756.6,432.5,776.4,417.5,810.4,760.4,316.6,920.9,840.2,849.5,326.7,896.9,841.3,438.5,900.7,960.8,851.8,862.5,427.8,776.7,840.3,876.1,886.9,6.5,864.5,428.3,829.8,385.3,891.2,297.2,762.0,809.7,813.5,740.1,882.1,926.8,841.4,799.4,74.8,780.8,14.8,404.1,362.6,91.2,852.6,109.4,109.7,652.9,381.1,1681.5,664.7,823.7,861.0,849.8,867.3,262.0,904.1,828.3,775.8,913.0,399.3,777.9,31.5,813.2,484.7,585.0,6.5,861.6,856.3,532.5,811.0,842.7,880.2,155.0,346.6,872.3,726.8,412.9,910.3,874.8,883.2,864.9,773.0,118.8,680.7,865.1,396.7,784.2,811.4,840.2,778.2,380.8,309.4,853.1,0.0,882.7,165.8,183.9,831.1,491.8,847.4,162.5,768.4,808.6,884.9,859.8,298.9,848.3,922.3,793.2,616.6,804.0,847.3,890.4,753.1,423.3,393.9
WI,860.7,745.5,191.8,777.2,289.0,792.2,309.8,250.4,713.7,740.6,322.6,299.3,234.1,260.1,263.1,795.3,577.5,241.6,833.0,266.5,139.8,238.7,869.3,146.3,152.7,274.8,281.0,866.6,368.1,851.6,171.2,330.0,761.7,313.2,232.5,108.2,760.8,289.2,88.6,872.6,293.0,169.0,244.1,74.9,861.9,295.7,105.6,84.3,279.2,816.5,256.8,873.4,309.9,819.4,283.5,731.3,140.7,274.7,128.0,231.0,137.9,330.1,202.2,162.2,825.3,852.0,809.0,849.2,796.7,753.8,213.4,736.8,743.3,849.1,815.2,1446.0,644.8,281.5,32.5,163.1,146.2,745.5,112.3,189.1,136.6,305.3,833.4,281.1,793.6,271.0,718.8,725.7,816.5,222.4,169.6,406.5,617.1,286.3,241.0,720.4,648.3,251.5,532.9,847.0,271.1,16.1,275.5,44.1,292.0,829.7,914.8,225.9,830.8,303.2,111.1,293.8,557.2,814.9,743.5,306.7,833.4,0.0,731.2,846.5,284.7,736.9,239.7,808.5,128.9,90.3,72.9,220.6,733.0,282.9,130.5,312.2,850.7,323.0,305.1,98.6,861.2,857.4,697.5
WQ,553.6,154.5,758.0,459.1,816.7,53.7,741.6,708.6,406.6,92.0,754.4,865.5,768.8,729.3,725.1,521.9,625.4,807.8,325.9,805.6,811.0,773.4,362.2,865.1,860.5,841.0,683.6,359.5,703.4,344.5,737.4,687.4,243.6,847.9,767.2,776.5,253.7,823.9,768.3,365.5,830.7,887.8,778.8,789.5,354.8,703.7,758.8,803.1,813.9,158.1,791.5,355.3,756.8,312.3,818.2,224.2,689.0,736.7,740.5,667.1,809.1,853.8,768.4,726.4,175.0,707.8,150.6,331.1,289.6,95.4,779.6,133.8,84.9,579.9,308.1,1608.5,591.7,750.7,788.0,776.8,794.3,154.5,831.1,755.3,702.8,840.0,326.3,704.9,135.2,740.2,411.7,512.0,158.1,788.6,783.3,459.5,738.0,769.7,807.2,47.5,273.6,799.3,653.8,339.9,837.3,801.8,810.2,791.9,700.0,179.4,607.7,792.1,323.7,711.2,738.4,767.2,705.2,307.8,236.4,780.1,164.0,809.7,0.0,141.7,758.1,418.8,774.4,66.2,697.4,735.6,811.9,785.8,230.3,770.0,849.3,720.2,543.6,731.0,774.3,818.1,680.1,350.3,320.9
WR,636.9,272.3,841.3,542.4,900.0,87.0,824.9,791.9,489.9,127.1,837.7,948.8,852.1,812.6,808.4,605.2,708.7,891.1,409.2,888.9,894.3,856.7,445.5,948.4,943.8,924.3,766.9,442.8,786.7,427.8,820.7,770.7,326.9,931.2,850.5,859.8,337.0,907.2,851.6,448.8,914.0,971.1,862.1,872.8,438.1,787.0,842.1,886.4,897.2,144.2,874.8,438.6,840.1,395.6,901.5,307.5,772.3,820.0,823.8,750.4,892.4,937.1,851.7,809.7,210.1,791.1,136.7,414.4,372.9,71.6,862.9,168.9,120.0,663.2,391.4,1691.8,675.0,834.0,871.3,860.1,877.6,272.3,914.4,838.6,786.1,923.3,409.6,785.9,121.3,823.5,495.0,595.3,144.2,871.9,866.6,542.8,821.3,853.0,890.5,165.3,356.9,882.6,737.1,423.2,920.6,885.1,893.5,875.2,783.3,214.5,691.0,875.4,407.0,794.5,821.7,850.5,788.5,391.1,319.7,863.4,150.1,893.0,136.5,0.0,841.4,502.1,857.7,71.3,780.7,818.9,895.2,869.1,313.6,853.3,932.6,803.5,626.9,814.3,857.6,901.4,763.4,433.6,404.2
WX,872.0,757.6,245.3,777.5,154.2,797.1,70.8,149.7,725.0,762.5,83.6,314.6,117.9,170.4,166.2,855.2,637.4,295.1,845.1,95.1,398.8,138.4,881.4,402.6,399.5,191.1,124.7,878.7,465.7,863.7,224.7,171.9,762.8,171.8,132.2,347.0,772.9,147.8,338.8,884.7,179.8,426.8,102.7,300.9,874.0,90.2,329.3,343.3,163.0,828.6,115.4,874.5,212.7,831.5,167.3,743.4,259.5,177.8,311.0,108.2,396.9,177.7,217.5,167.5,837.4,714.7,821.1,850.3,808.8,765.9,228.7,748.9,755.4,711.8,827.3,1371.0,704.7,191.8,299.4,347.3,364.8,757.6,364.8,242.6,195.0,189.1,845.5,160.8,805.7,172.0,730.1,785.6,828.6,237.7,353.8,504.1,677.0,43.2,214.7,732.5,660.4,173.7,559.6,859.1,196.0,325.1,147.7,303.3,93.3,841.8,834.9,279.4,842.9,104.5,308.9,9.0,419.9,827.0,755.6,21.9,834.5,350.3,743.3,858.6,0.0,737.2,123.5,809.6,267.9,306.1,323.3,234.9,749.5,166.3,388.3,113.5,862.0,114.9,215.4,358.3,723.9,869.5,707.7
WY,134.7,662.3,723.4,174.0,818.0,592.6,841.4,771.0,12.9,541.0,854.2,830.9,765.7,791.7,794.7,236.8,345.7,773.2,555.7,802.5,776.4,770.3,626.9,830.5,825.9,806.4,801.6,587.2,775.3,608.2,702.8,759.3,564.7,844.8,764.1,741.9,602.6,820.8,733.7,630.2,824.6,853.2,775.7,754.9,597.9,827.3,732.7,768.5,810.8,616.9,788.4,620.0,841.5,627.0,815.1,573.1,652.2,806.3,705.9,762.6,774.5,850.7,733.8,693.8,625.7,409.3,609.4,606.8,618.1,554.2,745.0,537.2,543.7,366.8,537.9,1680.4,312.0,813.1,753.4,742.2,752.4,662.3,796.5,720.7,668.2,836.9,599.2,816.3,594.0,802.6,24.7,226.9,616.9,754.0,748.7,360.1,458.0,817.9,772.6,520.8,417.0,783.1,597.8,569.7,802.7,767.2,807.1,757.1,823.6,630.1,328.0,757.5,553.5,834.8,703.8,825.4,646.1,628.7,557.5,838.3,622.8,795.7,531.6,646.9,816.3,0.0,771.3,597.9,660.8,701.0,777.3,752.2,571.5,803.5,814.7,843.8,153.9,854.6,836.7,782.8,467.0,580.1,368.8
WZ,936.1,821.7,203.6,841.6,42.2,861.2,134.9,128.2,789.1,826.6,147.7,247.6,7.0,148.9,151.9,825.9,608.1,196.0,909.2,96.0,331.8,99.7,945.5,335.6,332.5,67.5,158.8,942.8,398.7,927.8,160.1,218.8,826.9,75.0,93.5,280.0,837.0,114.3,271.8,948.8,56.2,359.8,69.2,233.9,938.1,154.3,262.3,276.3,39.4,892.7,81.9,938.6,198.7,895.6,43.7,807.5,192.5,163.5,244.0,119.8,329.9,80.9,150.5,100.5,901.5,778.8,885.2,914.4,872.9,830.0,161.7,813.0,819.5,775.9,891.4,1435.1,675.4,170.3,232.4,280.3,297.8,821.7,297.8,175.7,128.0,65.5,909.6,169.9,869.8,133.3,794.2,756.3,892.7,170.7,286.8,437.1,647.7,111.4,91.1,796.6,724.5,107.1,623.7,923.2,72.4,258.1,35.7,236.3,157.4,905.9,899.0,172.7,907.0,168.6,241.9,118.9,484.0,891.1,819.7,131.8,898.6,283.3,807.4,922.7,109.8,801.3,0.0,873.7,200.9,239.1,256.3,167.9,813.6,127.6,321.3,177.6,926.1,179.0,179.7,291.3,788.0,933.6,771.8
XA,617.8,218.7,822.2,523.3,880.9,14.6,805.8,772.8,470.8,128.8,818.6,929.7,833.0,793.5,789.3,586.1,689.6,872.0,390.1,865.4,875.2,837.6,426.4,929.3,924.7,905.2,747.8,423.7,767.6,408.7,801.6,751.6,307.8,912.1,831.4,840.7,317.9,888.1,832.5,429.7,891.9,952.0,843.0,853.7,419.0,767.9,831.5,867.3,878.1,145.9,855.7,419.5,821.0,376.5,882.4,288.4,753.2,800.9,804.7,731.3,873.3,918.0,832.6,790.6,211.8,772.0,138.4,395.3,353.8,73.3,843.8,170.6,121.7,644.1,372.3,1672.7,655.9,814.9,852.2,841.0,858.5,218.7,895.3,819.5,767.0,904.2,390.5,769.1,123.0,804.4,475.9,576.2,145.9,852.8,847.5,523.7,802.2,833.9,871.4,111.7,337.8,863.5,718.0,404.1,901.5,866.0,874.4,856.1,764.2,216.2,671.9,856.3,387.9,775.4,802.6,831.4,769.4,372.0,300.6,844.3,151.8,873.9,64.1,74.4,822.3,483.0,838.6,0.0,761.6,799.8,876.1,851.0,290.1,839.5,913.5,784.4,607.8,795.2,838.5,881.6,744.3,414.5,385.1
XI,737.6,622.4,127.8,640.4,225.0,669.1,245.8,172.7,590.6,617.5,258.6,232.6,170.1,193.4,199.1,672.2,451.7,177.6,709.9,202.5,113.5,174.7,746.2,169.6,163.0,208.1,203.3,740.8,245.0,728.5,107.2,264.5,624.9,249.2,168.5,79.0,635.0,225.2,70.8,749.5,229.0,192.3,177.4,137.4,738.8,231.7,69.8,105.6,215.2,693.4,192.8,736.6,245.9,696.3,216.8,608.2,14.4,210.7,44.2,167.0,113.6,252.4,138.2,98.2,702.2,731.0,685.9,712.4,673.6,630.7,149.4,613.7,620.2,728.1,692.1,1376.7,521.7,217.5,104.0,79.3,89.5,622.4,133.6,125.1,72.6,241.3,710.3,217.1,670.5,207.0,595.7,602.6,690.7,158.4,85.8,283.4,491.3,222.3,177.0,597.3,525.2,184.8,409.8,723.9,207.1,104.3,211.5,100.0,228.0,706.6,791.7,161.9,707.7,239.2,40.9,229.8,475.2,691.8,620.4,242.7,696.6,132.8,608.1,723.4,220.7,600.1,175.7,674.4,0.0,40.1,144.4,153.9,609.9,205.2,151.8,248.2,727.6,259.0,241.1,119.9,740.2,734.3,560.7
XK,797.8,682.6,188.0,703.3,282.6,729.3,306.0,235.6,650.8,677.7,318.8,295.5,230.3,256.3,259.3,732.4,514.6,237.8,770.1,267.1,131.2,234.9,806.4,197.9,187.1,271.0,266.2,803.7,305.2,788.7,167.4,327.4,687.8,309.4,228.7,96.7,697.9,285.4,83.1,809.7,289.2,220.6,240.3,118.2,799.0,291.9,91.6,135.9,275.4,753.6,253.0,799.5,306.1,756.5,279.7,668.4,74.6,270.9,60.7,227.2,129.3,315.3,198.4,158.4,762.4,791.2,746.1,775.3,733.8,690.9,209.6,673.9,680.4,788.3,752.3,1436.9,581.9,277.7,86.8,97.0,114.5,682.6,163.9,185.3,132.8,301.5,770.5,280.9,730.7,267.2,655.9,662.8,753.6,218.6,103.5,343.6,554.2,282.5,237.2,657.5,585.4,247.7,470.0,784.1,267.3,70.4,271.7,98.6,288.2,766.8,851.9,222.1,767.9,299.4,25.0,290.0,535.4,752.0,680.6,302.9,759.5,98.9,668.3,783.6,280.9,663.0,235.9,734.6,60.1,0.0,127.2,216.8,674.5,268.1,182.1,308.4,787.8,319.2,301.3,150.2,800.4,794.5,623.6
XL,862.0,746.8,193.1,767.5,283.3,786.3,311.1,240.7,715.0,751.7,323.9,300.6,235.4,261.4,264.4,796.6,578.8,242.9,834.3,272.2,129.7,240.0,870.6,84.2,79.6,276.1,271.3,867.9,369.4,852.9,172.5,331.3,752.0,314.5,233.8,138.7,762.1,290.5,125.8,873.9,296.2,106.9,245.4,31.5,863.2,297.0,134.3,61.3,280.5,817.8,258.1,863.7,311.2,820.7,284.8,732.6,163.2,276.0,164.0,232.3,127.8,320.4,203.5,163.5,826.6,853.3,810.3,839.5,798.0,755.1,214.7,738.1,744.6,850.4,816.5,1447.3,646.1,282.8,30.3,200.3,179.7,746.8,68.2,190.4,137.9,306.6,834.7,282.4,794.9,272.3,720.1,727.0,817.8,223.7,206.8,407.8,618.4,287.6,242.3,721.7,649.6,252.8,534.2,848.3,272.4,56.0,276.8,34.2,293.3,831.0,916.1,227.2,832.1,304.5,148.3,295.1,558.5,816.2,744.8,308.0,823.7,81.2,732.5,847.8,286.0,727.2,241.0,798.8,160.3,127.5,0.0,220.9,738.7,267.9,68.4,313.5,852.0,324.3,306.4,55.2,862.5,858.7,687.8
XQ,843.5,728.3,130.5,749.0,202.5,767.8,230.3,159.9,696.5,723.4,243.1,102.3,154.6,180.6,183.6,778.1,560.3,180.3,815.8,187.0,284.0,159.2,852.1,287.8,284.7,213.5,190.5,849.4,350.9,834.4,109.9,250.5,733.5,233.7,153.0,232.2,743.6,209.7,224.0,855.4,216.5,312.0,164.6,186.1,844.7,216.2,214.5,228.5,199.7,799.3,177.3,845.2,230.4,802.2,204.0,714.1,144.7,195.2,196.2,151.5,282.1,239.6,21.4,82.7,808.1,814.8,791.8,821.0,779.5,736.6,37.9,719.6,726.1,811.9,798.0,1408.8,627.6,202.0,184.6,232.5,250.0,728.3,250.0,127.8,80.2,225.8,816.2,201.6,776.4,191.5,701.6,708.5,799.3,28.9,239.0,389.3,599.9,206.8,179.7,703.2,631.1,185.1,515.7,829.8,209.8,210.3,196.0,188.3,212.5,812.5,935.0,164.6,813.6,223.7,194.1,214.3,520.0,797.7,726.3,227.2,805.2,252.1,714.0,829.3,205.2,708.7,160.2,780.3,153.1,191.3,208.5,0.0,720.2,192.4,273.5,232.7,833.5,243.5,225.6,243.5,824.0,840.2,669.3
XV,561.9,175.5,766.3,467.4,825.0,273.4,749.9,712.5,414.9,221.8,762.7,873.8,777.1,737.6,733.4,530.2,633.7,816.1,147.0,809.5,819.3,781.7,155.5,873.4,864.4,849.3,691.9,152.8,711.7,137.8,745.7,691.3,34.8,856.2,775.5,784.8,42.6,832.2,776.6,158.8,836.0,896.1,787.1,793.4,148.1,712.0,775.6,811.4,822.2,297.7,799.8,144.2,765.1,105.6,826.5,17.5,695.1,745.0,750.0,675.4,817.4,857.7,776.7,730.3,306.5,532.0,290.2,120.0,82.9,235.0,787.9,218.0,224.5,435.3,129.2,1616.8,600.0,754.6,796.3,785.1,795.3,175.5,835.0,763.6,706.7,848.3,117.5,713.2,274.8,748.5,420.0,520.3,297.7,796.9,791.6,467.8,746.3,778.0,815.5,201.6,281.9,803.2,662.1,171.2,845.6,810.1,818.5,800.0,708.3,310.9,414.5,800.4,177.7,719.5,746.7,775.5,713.5,101.1,9.6,788.4,299.2,838.6,212.4,327.7,766.4,427.1,782.7,274.3,703.7,739.5,820.2,795.1,0.0,779.2,857.6,728.5,551.9,739.3,778.2,825.7,535.5,159.9,329.2
XW,919.5,805.1,166.1,825.0,150.8,851.8,178.6,85.5,772.5,800.2,191.4,235.4,102.9,88.1,139.7,813.7,595.9,215.9,892.6,135.3,319.6,22.0,928.9,323.4,320.3,176.1,146.6,926.2,386.5,911.2,145.5,206.6,810.3,182.0,36.7,267.8,820.4,158.0,259.6,932.2,161.8,347.6,112.9,221.7,921.5,172.3,250.1,264.1,148.0,876.1,125.6,922.0,186.5,879.0,152.3,790.9,178.1,151.3,233.0,107.6,317.7,187.9,138.3,88.3,884.9,762.2,868.6,897.8,856.3,813.4,149.5,796.4,802.9,759.3,874.8,1444.4,663.2,109.5,220.2,268.1,285.6,805.1,285.6,163.4,115.8,174.1,893.0,161.3,853.2,43.9,777.6,744.1,876.1,158.5,274.6,424.9,635.5,155.1,194.7,780.0,707.9,133.4,607.1,906.6,181.0,245.9,144.3,224.1,168.6,889.3,882.4,200.2,890.4,179.8,229.7,162.6,467.4,874.5,803.1,175.5,882.0,287.7,790.8,906.1,153.5,784.7,108.5,857.1,186.7,226.9,244.1,156.7,792.6,0.0,309.1,188.8,909.5,199.6,56.2,278.4,771.4,917.0,755.2
YF,887.5,772.3,248.4,793.0,338.6,811.8,366.4,296.0,740.5,777.2,379.2,355.9,290.7,316.7,319.7,822.1,604.3,298.2,859.8,327.5,92.4,295.3,896.1,37.6,11.1,331.4,326.6,893.4,394.9,878.4,227.8,386.6,777.5,369.8,289.1,117.7,787.6,345.8,120.6,899.4,351.5,33.4,300.7,77.6,888.7,352.3,157.3,37.4,335.8,843.3,313.4,889.2,366.5,846.2,340.1,758.1,161.2,331.3,168.4,287.6,94.5,375.7,258.8,218.8,852.1,880.9,835.8,865.0,823.5,780.6,270.0,763.6,770.1,878.0,842.0,1526.6,671.6,338.1,89.9,187.6,174.5,772.3,64.3,245.7,193.2,361.9,860.2,337.7,820.4,327.6,745.6,752.5,843.3,279.0,195.7,433.3,643.9,342.9,297.6,747.2,675.1,308.1,559.7,873.8,327.7,113.3,332.1,93.8,348.6,856.5,941.6,282.5,857.6,359.8,186.3,350.4,613.8,841.7,770.3,363.3,849.2,138.5,758.0,873.3,341.3,752.7,296.3,824.3,149.8,183.5,59.5,276.2,764.2,323.2,0.0,368.8,877.5,379.6,361.7,51.3,890.1,884.2,713.3
YG,846.8,732.4,220.1,752.3,194.7,771.9,65.3,124.5,699.8,737.3,52.5,289.4,158.4,145.2,141.0,830.0,612.2,269.9,819.9,137.0,373.6,178.9,856.2,377.4,374.3,231.6,99.5,853.5,440.5,838.5,199.5,146.7,737.6,212.3,172.7,321.8,747.7,188.3,313.6,859.5,220.3,401.6,143.2,275.7,848.8,33.3,304.1,318.1,203.5,803.4,155.9,849.3,187.5,806.3,207.8,718.2,234.3,152.6,285.8,83.0,371.7,218.2,192.3,142.3,812.2,689.5,795.9,825.1,783.6,740.7,203.5,723.7,730.2,686.6,802.1,1345.8,679.5,166.6,274.2,322.1,339.6,732.4,339.6,217.4,169.8,229.6,820.3,133.3,780.5,156.1,704.9,760.4,803.4,212.5,328.6,478.9,651.8,117.8,255.2,707.3,635.2,214.2,534.4,833.9,236.5,299.9,188.2,278.1,29.6,816.6,809.7,254.2,817.7,22.8,283.7,115.3,394.7,801.8,730.4,128.2,809.3,325.1,718.1,833.4,106.2,712.0,164.0,784.4,242.7,280.9,298.1,209.7,724.3,206.8,363.1,0.0,836.8,60.6,190.2,333.1,698.7,844.3,682.5
YI,131.9,709.4,840.5,208.5,930.7,800.1,958.5,888.1,162.5,765.5,971.3,948.0,882.8,908.8,911.8,271.3,369.6,890.3,602.8,919.6,893.5,887.4,674.0,947.6,943.0,923.5,918.7,634.3,892.4,655.3,819.9,876.4,611.8,961.9,881.2,859.0,649.7,937.9,850.8,677.3,943.6,970.3,892.8,872.0,645.0,944.4,841.3,885.6,927.9,831.6,905.5,667.1,958.6,674.1,932.2,620.2,771.5,923.4,823.0,879.7,891.6,967.8,850.9,810.9,840.4,433.2,824.1,653.9,665.2,768.9,862.1,751.9,758.4,413.9,585.0,1797.5,335.9,930.2,870.5,859.3,876.8,709.4,913.6,837.8,785.3,954.0,646.3,929.8,808.7,919.7,174.3,261.4,831.6,871.1,865.8,477.2,481.9,935.0,889.7,735.5,534.1,900.2,737.8,616.8,919.8,884.3,924.2,874.4,940.7,844.8,375.1,874.6,600.6,951.9,820.9,942.5,699.9,675.8,604.6,955.4,837.5,892.2,746.3,861.6,933.4,149.5,888.4,812.6,779.9,818.1,894.4,868.3,614.2,915.3,931.8,960.9,0.0,971.7,953.8,900.6,514.1,627.2,485.9
