from_stop,AB,AG,AY,BC,BF,BM,BS,BZ,CA,CB,CF,CO,CW,CX,CY,DA,DJ,DK,DY,EA,EE,EF,EH,EK,EL,ET,EW,EZ,FB,FF,FG,FI,FK,FL,FQ,GA,GG,GH,GI,GL,GY,GZ,HB,HC,HP,HS,HT,HV,HW,HX,IB,IJ,IN,IR,IT,JA,JF,JK,JM,JP,JX,KC,KE,KH,KN,KT,KZ,LK,ME,MO,MS,MV,MW,NB,ND,NK,NN,NQ,NR,NU,OA,OJ,OL,OM,ON,OW,OX,PQ,PY,QA,QJ,QN,QO,QQ,QR,RG,RM,RS,SB,SC,SD,SK,SL,SP,SR,SS,SV,TB,TD,TK,TQ,TR,UJ,UN,UQ,UV,UY,VJ,VT,VY,WF,WJ,WT,WW,WX,XB,XH,XJ,XQ,XZ,YC,YH,YT,YU,ZB,ZF,ZJ,ZL,ZO,ZW
VT,723.2,2851.1,553.5,133.7,767.8,365.1,659.4,513.7,359.5,778.9,126.9,158.2,687.5,342.5,150.8,782.6,746.0,759.4,739.8,440.8,84.3,740.3,311.5,660.8,760.3,153.3,151.1,123.2,776.5,688.5,722.4,636.4,469.3,466.2,207.0,28.9,723.7,300.1,152.4,656.7,145.5,767.5,524.3,664.0,784.8,696.2,685.0,676.1,429.1,629.4,361.1,242.1,109.0,701.9,495.0,66.5,87.9,150.3,502.0,677.9,382.8,567.7,123.3,312.2,480.5,732.3,572.1,512.5,713.6,143.2,573.4,168.0,560.3,782.7,354.5,702.9,513.0,33.9,760.5,137.6,47.3,461.6,47.7,775.3,699.9,26.5,539.3,281.4,780.2,711.0,367.7,797.6,665.1,444.3,150.3,468.1,679.2,181.1,53.5,406.4,742.3,170.4,498.5,492.8,157.2,545.3,132.7,732.6,175.2,754.4,446.1,91.6,512.9,450.2,380.8,71.3,66.6,409.8,0.0,54.5,343.9,419.7,582.1,18.3,488.3,494.5,709.6,576.1,476.3,52.8,554.3,60.2,130.8,412.2,576.0,797.4,500.3,147.7,97.8,677.8
VY,736.7,2864.6,567.0,114.6,781.3,445.8,672.9,527.2,304.9,792.4,72.3,171.7,701.0,356.0,164.3,796.1,759.5,772.9,753.3,454.3,29.7,753.8,325.0,674.3,773.8,98.7,96.5,136.7,790.0,702.0,735.9,649.9,478.1,479.7,220.5,67.5,737.2,245.5,165.9,670.2,102.8,781.0,537.8,677.5,798.3,709.7,698.5,689.6,442.6,642.9,374.6,255.6,122.5,715.4,508.5,57.8,101.4,95.7,522.4,691.4,328.2,581.2,136.8,326.4,526.8,745.8,585.6,526.0,727.1,156.7,615.0,181.5,573.8,796.2,368.0,716.4,521.8,20.5,774.0,149.3,7.1,505.5,39.0,788.8,713.4,56.0,587.4,226.8,793.7,724.5,381.2,811.1,678.6,457.8,129.5,514.4,692.7,194.6,44.8,457.6,755.8,115.8,544.8,501.6,102.6,558.8,78.1,746.1,188.7,767.9,459.6,37.0,526.4,463.7,427.1,87.1,33.3,423.3,64.5,0.0,357.4,433.2,590.9,36.1,501.8,508.0,723.1,584.9,489.8,64.7,563.1,51.5,76.2,458.5,589.5,810.9,513.8,93.1,43.2,691.3
WF,448.3,2576.2,278.6,334.5,492.9,198.0,384.5,238.8,235.6,504.0,403.8,278.9,412.6,225.0,291.1,507.7,471.1,484.5,464.9,165.9,396.3,465.4,252.4,385.9,485.4,399.1,396.9,334.4,501.6,413.6,447.5,361.5,140.8,191.3,252.7,320.0,448.8,294.5,290.3,381.8,346.3,492.6,249.4,389.1,509.9,421.3,410.1,401.2,154.2,354.5,236.1,287.8,309.8,427.0,220.1,378.5,288.7,365.0,203.1,403.0,297.0,290.0,318.6,215.3,207.5,457.4,297.2,237.6,438.7,299.5,277.7,233.7,285.4,507.8,10.6,428.0,184.5,345.9,485.6,313.6,359.3,186.2,359.7,500.4,425.0,308.5,250.1,312.5,505.3,436.1,39.2,522.7,390.2,115.8,351.1,195.1,404.3,260.8,365.5,156.0,467.4,416.2,225.5,164.3,358.1,267.6,409.6,457.7,220.9,479.5,171.2,403.6,238.0,175.3,117.7,362.4,378.6,134.9,343.0,366.5,0.0,91.2,253.6,330.3,213.4,219.6,434.7,247.6,201.4,364.8,225.8,372.2,407.7,139.2,301.1,522.5,225.4,375.9,423.3,402.9
WJ,538.8,2659.7,293.5,481.0,576.4,149.5,460.5,322.3,187.1,583.6,495.9,362.4,488.6,176.5,374.6,587.3,554.6,568.0,548.4,249.4,522.9,545.0,203.9,461.9,565.0,522.3,520.1,417.9,585.1,489.6,538.0,437.5,92.3,274.8,336.2,403.5,524.8,246.0,373.8,457.8,469.2,572.2,332.9,465.1,589.5,497.3,486.1,477.2,204.9,430.5,187.6,371.3,393.3,503.0,191.0,462.0,372.2,448.5,154.6,479.0,248.5,241.5,402.1,166.8,159.0,533.4,264.7,321.1,529.2,383.0,229.2,317.2,284.8,525.7,89.5,518.5,136.0,429.4,565.2,397.1,501.0,137.7,443.2,580.0,501.0,392.0,201.6,264.0,511.6,526.6,79.9,602.3,466.2,24.5,495.9,146.6,480.3,344.3,449.0,107.5,547.0,539.4,177.0,115.8,441.6,219.1,501.7,537.3,304.4,563.0,201.3,530.2,208.9,258.8,69.2,445.9,527.2,218.4,426.5,493.8,78.9,0.0,205.1,413.8,296.9,303.1,518.2,199.1,284.9,448.3,177.3,455.7,499.8,90.7,257.9,602.1,308.9,459.5,515.4,478.9
WT,416.4,2752.5,171.1,555.2,484.1,175.4,338.1,397.1,261.3,461.2,570.1,455.3,366.2,202.4,467.5,464.9,459.2,391.9,453.0,324.2,600.7,422.6,229.8,339.5,442.6,596.5,594.3,506.5,489.7,367.2,415.6,315.1,115.8,349.6,417.3,496.4,402.4,320.2,466.7,335.4,543.4,449.8,407.7,342.7,467.1,374.9,361.0,354.8,190.6,308.1,213.5,464.2,486.2,380.6,122.8,626.2,465.1,540.8,208.8,356.6,322.7,119.1,495.0,241.0,213.2,411.0,142.3,383.0,406.8,475.9,106.8,410.1,162.4,403.3,213.5,396.1,159.5,588.6,442.8,490.0,589.3,181.7,607.1,457.6,376.2,484.9,79.2,338.2,389.2,404.2,203.9,479.9,343.8,221.3,570.1,200.8,357.9,437.2,612.9,133.4,424.6,613.6,231.2,139.3,533.9,96.7,575.9,414.9,397.3,421.7,205.0,604.4,100.6,320.7,143.4,538.8,601.4,379.3,519.4,568.0,202.9,196.7,0.0,506.7,371.7,377.9,422.8,4.5,391.6,541.2,36.9,619.6,574.0,144.9,135.5,479.7,415.6,533.7,586.8,356.5
WW,700.5,2828.4,530.8,111.0,745.1,342.4,636.7,491.0,294.3,756.2,108.5,135.5,664.8,319.8,128.1,759.9,723.3,736.7,717.1,418.1,65.9,717.6,288.8,638.1,737.6,134.9,132.7,100.5,753.8,665.8,699.7,613.7,446.6,443.5,184.3,31.3,701.0,234.9,129.7,634.0,122.8,744.8,501.6,641.3,762.1,673.5,662.3,653.4,406.4,606.7,338.4,219.4,86.3,679.2,472.3,48.1,65.2,131.9,479.3,655.2,317.6,545.0,100.6,289.5,457.8,709.6,549.4,489.8,690.9,120.5,550.7,145.3,537.6,760.0,331.8,680.2,490.3,15.5,737.8,114.9,28.9,438.9,29.3,752.6,677.2,19.8,516.6,216.2,757.5,688.3,345.0,774.9,642.4,421.6,127.6,445.4,656.5,158.4,35.1,383.7,719.6,152.0,475.8,470.1,138.8,522.6,114.3,709.9,152.5,731.7,423.4,73.2,490.2,427.5,358.1,56.8,48.2,387.1,28.3,36.1,321.2,397.0,559.4,0.0,465.6,471.8,686.9,553.4,453.6,34.4,531.6,41.8,112.4,389.5,553.3,774.7,477.6,129.3,79.4,655.1
WX,515.0,2642.9,377.4,479.1,562.7,410.6,483.3,32.5,336.8,606.4,548.4,423.5,511.4,346.8,435.7,610.1,537.8,551.2,531.6,36.9,544.5,567.8,315.8,484.7,587.8,543.7,541.5,474.7,568.3,512.4,514.2,460.3,353.4,64.0,385.5,464.6,547.6,393.5,434.9,480.6,490.9,595.0,36.0,487.9,612.3,520.1,506.2,500.0,202.9,453.3,448.7,432.4,454.4,525.8,264.5,523.4,433.3,509.6,275.8,501.8,398.2,341.5,463.2,316.5,326.5,556.2,364.7,304.3,505.4,444.1,347.2,378.3,384.2,574.5,244.2,494.7,397.1,490.5,588.0,458.2,511.1,235.8,504.3,602.8,523.1,453.1,313.1,374.8,572.0,502.8,257.4,625.1,489.0,334.0,495.7,314.5,503.1,405.4,510.1,368.6,569.8,560.8,344.5,376.9,502.7,314.6,554.2,560.1,365.5,546.2,219.9,548.2,286.7,242.0,312.3,507.0,523.2,135.3,487.6,511.1,233.6,309.4,375.1,474.9,0.0,6.2,501.4,369.1,147.6,509.4,367.3,516.8,552.3,280.3,357.9,624.9,171.6,520.5,565.1,501.7
XB,518.6,2646.5,381.0,482.7,563.2,414.2,486.9,41.7,340.4,610.0,552.0,427.1,515.0,350.4,439.3,613.7,541.4,554.8,535.2,40.5,544.5,571.4,319.4,488.3,591.4,547.3,545.1,482.6,571.9,516.0,517.8,463.9,357.0,67.6,400.9,468.2,551.2,397.1,438.5,484.2,494.5,598.6,29.7,491.5,615.9,523.7,512.5,503.6,206.5,456.9,452.3,436.0,458.0,529.4,272.4,526.7,436.9,513.2,279.4,505.4,401.8,345.1,466.8,320.1,330.1,559.8,368.3,307.9,509.0,447.7,350.8,381.9,387.8,578.1,247.8,498.3,400.7,494.1,591.6,461.8,507.5,239.0,507.9,606.4,527.4,456.7,316.7,378.4,575.6,506.4,261.0,628.7,492.6,337.6,499.3,318.1,506.7,409.0,513.7,372.2,573.4,564.4,348.1,380.5,506.3,322.7,557.8,563.7,369.1,549.8,223.5,551.8,290.3,245.6,315.9,510.6,526.8,138.9,491.2,514.7,237.2,313.0,378.7,478.5,3.6,0.0,505.0,372.7,151.2,513.0,370.9,520.4,555.9,283.9,361.5,628.5,175.2,524.1,571.5,505.3
XH,139.8,2490.7,289.9,753.2,104.2,544.4,252.2,557.6,580.4,195.5,822.5,697.6,209.0,526.5,709.8,199.2,82.4,194.0,179.5,484.7,815.0,156.9,516.4,242.7,176.9,817.8,815.6,753.1,112.9,259.7,139.0,187.6,484.8,510.1,671.4,738.7,154.7,639.3,709.0,249.5,765.0,184.1,568.2,185.5,201.4,217.7,256.2,212.4,449.6,222.2,545.1,706.5,728.5,145.1,377.5,797.2,707.4,783.7,480.7,237.1,641.8,322.0,737.3,560.1,531.4,163.3,308.5,475.2,130.2,718.2,381.7,652.4,296.7,217.3,582.5,119.5,528.5,764.6,177.1,732.3,778.0,440.3,778.4,191.9,222.4,727.2,391.0,657.3,214.8,127.6,572.9,214.2,186.6,590.3,769.8,519.4,200.7,679.5,784.2,502.4,158.9,834.9,549.4,508.3,776.8,335.0,828.3,149.2,639.6,189.0,407.3,822.3,359.6,412.9,512.4,781.1,797.3,507.8,761.7,785.2,571.9,565.7,431.7,749.0,532.2,538.4,0.0,425.7,552.1,783.5,394.7,790.9,826.4,485.2,312.4,214.0,576.1,794.6,842.0,199.3
XJ,411.9,2748.0,166.6,550.7,476.5,170.9,333.6,392.6,256.8,456.7,565.6,450.8,361.7,197.9,463.0,460.4,454.7,387.4,448.5,319.7,592.6,418.1,225.3,335.0,438.1,592.0,589.8,506.3,485.2,362.7,411.1,310.6,111.3,345.1,424.6,491.9,397.9,315.7,462.2,330.9,538.9,445.3,403.2,338.2,462.6,370.4,359.2,350.3,186.1,303.6,209.0,459.7,481.7,376.1,114.0,621.4,460.6,536.3,204.3,352.1,318.2,114.6,490.5,236.5,208.7,406.5,137.8,378.5,402.3,471.4,102.3,405.6,157.9,398.8,209.0,391.6,155.0,584.1,438.3,485.5,570.7,176.8,602.6,453.1,374.1,480.4,74.7,333.7,384.7,399.7,199.4,475.4,339.3,216.8,565.6,196.3,353.4,432.7,608.4,128.9,420.1,609.1,226.7,134.8,529.4,92.2,571.4,410.4,392.8,417.2,200.5,599.9,96.1,316.2,138.9,534.3,596.9,374.8,514.9,563.5,198.4,192.2,6.0,502.2,367.2,373.4,418.3,0.0,387.1,536.7,32.4,615.1,569.5,140.4,131.0,475.2,411.1,529.2,585.1,352.0
XQ,526.8,2654.7,389.2,442.5,571.4,422.4,495.1,184.9,300.2,618.2,511.8,386.9,523.2,310.2,399.1,621.9,549.6,563.0,543.4,112.0,504.3,579.6,279.2,496.5,599.6,507.1,504.9,442.4,580.1,524.2,526.0,472.1,365.2,137.4,360.7,428.0,559.4,356.9,398.3,492.4,454.3,606.8,195.5,499.7,624.1,531.9,520.7,511.8,214.7,465.1,328.8,395.8,417.8,537.6,280.6,486.5,396.7,473.0,287.6,513.6,361.6,353.3,426.6,279.9,338.3,568.0,376.5,316.1,517.2,407.5,359.0,341.7,396.0,586.3,207.6,506.5,408.9,453.9,599.8,421.6,467.3,247.2,467.7,614.6,535.6,416.5,324.9,338.2,583.8,514.6,220.8,636.9,500.8,297.4,459.1,326.3,514.9,368.8,473.5,380.4,581.6,524.2,356.3,388.7,466.1,330.9,517.6,571.9,328.9,558.0,231.7,511.6,298.5,253.8,324.1,470.4,486.6,98.7,451.0,474.5,197.0,272.8,386.9,438.3,159.5,165.7,513.2,380.9,0.0,472.8,379.1,480.2,515.7,292.1,369.7,636.7,23.9,483.9,531.3,513.5
XZ,745.0,2872.9,575.3,155.5,789.6,386.9,681.2,535.5,359.7,800.7,127.1,180.0,709.3,364.3,172.6,804.4,767.8,781.2,761.6,462.6,84.5,762.1,333.3,682.6,782.1,153.5,151.3,145.0,798.3,710.3,744.2,658.2,532.9,488.0,228.8,54.7,745.5,300.3,174.2,678.5,157.6,789.3,546.1,685.8,806.6,718.0,706.8,697.9,450.9,651.2,382.9,263.9,130.8,723.7,516.8,66.7,109.7,150.5,523.8,699.7,383.0,589.5,145.1,334.0,581.6,754.1,593.9,534.3,735.4,165.0,595.2,189.8,582.1,804.5,376.3,724.7,576.6,34.1,782.3,159.4,47.5,483.4,47.9,797.1,721.7,64.3,561.1,281.6,802.0,732.8,389.5,819.4,686.9,466.1,172.1,569.2,701.0,202.9,53.7,512.4,764.1,170.6,599.6,556.4,157.4,567.1,132.9,754.4,197.0,776.2,467.9,91.8,534.7,472.0,481.9,22.3,66.8,431.6,72.8,54.7,365.7,441.5,645.7,44.4,510.1,516.3,731.4,639.7,498.1,0.0,617.9,60.4,131.0,513.3,597.8,819.2,522.1,147.9,98.0,699.6
YC,396.7,2732.8,151.4,555.5,461.3,175.7,318.4,377.4,261.6,441.5,570.4,455.6,346.5,202.7,467.8,445.2,439.5,372.2,433.3,304.5,597.4,402.9,230.1,319.8,422.9,596.8,594.6,511.1,470.0,347.5,395.9,295.4,116.1,329.9,429.4,496.7,382.7,320.5,467.0,315.7,543.7,430.1,388.0,323.0,447.4,355.2,344.0,335.1,170.9,288.4,213.8,464.5,486.5,360.9,98.8,626.2,465.4,541.1,202.0,336.9,323.0,99.4,495.3,241.3,213.5,391.3,122.6,363.3,387.1,476.2,87.1,410.4,142.7,383.6,213.8,376.4,159.8,588.9,423.1,490.3,575.5,161.6,607.4,437.9,358.9,485.2,59.5,338.5,369.5,384.5,204.2,460.2,324.1,221.6,570.4,201.1,338.2,437.5,613.2,133.7,404.9,613.9,231.5,139.6,534.2,77.0,576.2,395.2,397.6,402.0,185.3,604.7,80.9,301.0,143.7,539.1,601.7,359.6,519.7,568.3,203.2,197.0,45.0,507.0,352.0,358.2,403.1,39.0,371.9,541.5,0.0,619.9,574.3,145.2,115.8,460.0,395.9,534.0,589.9,336.8
YH,752.4,2880.3,582.7,156.2,797.0,394.3,688.6,542.9,346.5,808.1,113.9,187.4,716.7,371.7,180.0,811.8,775.2,788.6,769.0,470.0,71.3,769.5,340.7,690.0,789.5,140.3,138.1,152.4,805.7,717.7,751.6,665.6,519.7,495.4,236.2,69.6,752.9,287.1,181.6,685.9,144.4,796.7,553.5,693.2,814.0,725.4,714.2,705.3,458.3,658.6,390.3,271.3,138.2,731.1,524.2,6.2,117.1,137.3,564.0,707.1,369.8,596.9,152.5,368.0,568.4,761.5,601.3,541.7,742.8,172.4,602.6,197.2,589.5,811.9,383.7,732.1,563.4,36.2,789.7,166.8,34.3,490.8,12.5,804.5,729.1,71.7,568.5,268.4,809.4,740.2,396.9,826.8,694.3,473.5,171.1,556.0,708.4,210.3,6.6,499.2,771.5,157.4,586.4,543.2,144.2,574.5,119.7,761.8,204.4,783.6,475.3,78.6,542.1,479.4,468.7,50.7,53.6,439.0,80.2,41.5,373.1,448.9,632.5,51.8,517.5,523.7,738.8,626.5,505.5,73.1,604.7,0.0,117.8,500.1,605.2,826.6,529.5,134.7,84.8,707.0
YT,790.5,2944.3,620.8,111.2,835.1,442.4,726.7,581.0,301.5,846.2,3.7,181.6,754.8,403.4,233.7,849.9,813.3,826.7,807.1,508.1,113.8,807.6,372.4,728.1,827.6,53.1,50.9,186.4,843.8,755.8,789.7,703.7,474.7,533.5,307.5,152.3,791.0,242.1,201.5,724.0,99.4,834.8,591.6,731.3,852.1,763.5,752.3,743.4,496.4,696.7,422.0,342.6,191.9,769.2,555.4,142.6,174.4,50.1,519.0,745.2,324.8,623.9,206.2,323.0,523.4,799.6,647.1,579.8,780.9,210.7,611.6,216.8,667.2,850.0,421.8,770.2,518.4,105.3,827.8,145.9,91.9,502.1,123.8,842.6,767.2,140.8,584.0,223.4,847.5,778.3,435.0,864.9,732.4,549.5,126.1,511.0,746.5,231.0,129.6,454.2,809.6,57.0,541.4,498.2,57.0,601.5,1.8,799.9,275.7,821.7,513.4,121.1,573.3,517.5,423.7,169.0,118.1,477.1,149.3,84.7,411.2,524.9,587.5,120.9,555.6,561.8,776.9,581.5,543.6,149.5,559.7,136.3,0.0,455.1,640.3,864.7,567.6,89.7,106.3,745.1
YU,452.2,2658.0,224.9,443.7,574.7,130.2,373.9,302.6,149.8,497.0,458.6,343.8,402.0,157.2,356.0,500.7,552.9,427.7,546.7,229.7,485.6,458.4,184.6,375.3,478.4,485.0,482.8,399.3,583.4,403.0,451.4,350.9,73.0,255.1,317.6,384.9,438.2,208.7,355.2,371.2,431.9,485.6,313.2,378.5,502.9,410.7,399.5,390.6,114.1,343.9,168.3,352.7,374.7,416.4,100.2,514.4,353.6,429.3,63.8,392.4,211.2,172.9,383.5,129.5,68.2,446.8,196.1,288.5,442.6,364.4,178.6,298.6,216.2,439.1,120.0,431.9,116.7,477.1,478.6,378.5,463.7,46.9,495.6,493.4,414.4,373.4,144.5,226.7,425.0,440.0,110.4,515.7,379.6,127.8,458.6,58.5,393.7,325.7,501.4,88.2,460.4,502.1,86.2,96.5,422.4,150.5,464.4,450.7,285.8,457.5,110.5,492.9,118.1,226.2,31.9,427.3,489.9,284.8,407.9,456.5,109.4,103.2,185.8,395.2,277.2,283.4,516.5,179.8,297.1,429.7,158.0,508.1,462.5,0.0,189.3,515.5,321.1,422.2,478.1,392.3
ZB,435.7,2699.0,35.5,611.7,500.3,231.9,357.4,343.6,317.8,480.5,626.6,501.6,385.5,258.9,513.8,484.2,478.5,411.2,472.3,270.7,653.6,441.9,282.0,358.8,461.9,653.0,650.8,557.1,509.0,386.5,434.9,334.4,172.3,296.1,475.4,542.7,421.7,376.7,513.0,354.7,599.9,469.1,354.2,362.0,486.4,394.2,383.0,374.1,137.1,327.4,270.0,510.5,532.5,399.9,65.0,601.2,511.4,587.7,168.2,375.9,379.2,9.5,541.3,297.5,218.9,430.3,6.7,329.5,426.1,522.2,71.3,456.4,26.9,422.6,270.0,415.4,216.0,568.6,462.1,536.3,631.7,127.8,582.4,476.9,397.9,531.2,78.5,394.7,408.5,423.5,260.4,499.2,363.1,277.8,626.6,206.9,377.2,483.5,588.2,189.9,443.9,670.1,236.9,195.8,580.8,22.6,632.4,434.2,443.6,441.0,151.5,660.9,47.1,267.2,199.9,585.1,657.9,325.8,565.7,624.5,259.4,253.2,119.2,553.0,318.2,324.4,442.1,113.2,338.1,587.5,111.4,594.9,630.5,172.7,0.0,499.0,362.1,590.2,646.1,375.8
ZF,160.1,2526.4,344.9,773.2,240.1,599.4,307.2,577.6,630.9,18.5,842.5,717.6,249.0,581.5,729.8,25.4,218.3,249.7,212.1,504.7,835.0,70.3,571.4,254.7,57.3,837.8,835.6,773.1,248.8,400.4,119.9,242.6,539.8,530.1,691.4,758.7,88.1,687.6,729.0,304.5,785.0,29.9,588.2,234.4,134.8,188.5,396.9,268.1,504.6,277.2,600.1,726.5,748.5,98.5,432.5,817.2,727.4,803.7,535.7,237.6,692.3,377.0,757.3,610.6,586.4,96.7,363.5,513.2,111.1,738.2,436.7,672.4,351.7,273.0,538.3,139.8,583.5,784.6,110.5,752.3,798.0,495.3,798.4,79.9,271.3,747.2,446.0,668.9,270.5,147.9,551.5,147.6,192.6,645.3,789.8,574.4,249.6,699.5,804.2,557.4,44.9,854.9,604.4,563.3,796.8,390.0,848.3,82.6,659.6,244.7,462.3,842.3,414.6,450.9,567.4,801.1,817.3,527.8,781.7,805.2,527.7,620.7,486.7,769.0,552.2,558.4,181.9,480.7,572.1,803.5,449.7,810.9,846.4,540.2,367.4,0.0,596.1,814.6,862.0,248.2
ZJ,542.4,2670.3,404.8,458.1,590.1,438.0,514.0,200.5,315.8,633.8,527.4,402.5,538.8,325.8,414.7,637.5,565.2,578.6,559.0,127.6,521.9,595.2,294.8,512.1,615.2,522.7,520.5,458.0,595.7,539.8,541.6,487.7,380.8,153.0,376.3,443.6,575.0,372.5,413.9,508.0,469.9,622.4,211.1,515.3,639.7,547.5,536.3,527.4,230.3,480.7,344.4,411.4,433.4,553.2,296.2,502.4,412.3,488.6,299.3,529.2,377.2,368.9,442.2,295.5,353.9,583.6,392.1,331.7,532.8,423.1,374.6,357.3,411.6,601.9,223.2,522.1,424.5,469.5,610.8,437.2,482.9,263.2,483.3,630.2,548.8,432.1,340.5,353.8,599.4,530.2,236.4,652.5,516.4,313.0,474.7,341.9,530.5,384.4,489.1,396.0,597.2,539.8,371.9,404.3,481.7,346.5,533.2,587.5,344.5,573.6,247.3,527.2,314.1,269.4,339.7,486.0,502.2,114.3,466.6,490.1,212.6,288.4,402.5,453.9,175.1,181.3,528.8,396.5,15.6,488.4,394.7,495.8,531.3,307.7,385.3,652.3,0.0,499.5,544.1,529.1
ZL,751.9,2879.8,582.2,21.4,796.5,420.3,688.1,542.4,279.4,807.6,84.0,91.8,716.2,381.3,143.9,811.3,774.7,788.1,768.5,469.5,111.0,769.0,350.3,689.5,789.0,110.4,108.2,96.6,805.2,717.2,751.1,665.1,452.6,494.9,217.7,149.5,752.4,220.0,111.7,685.4,9.6,796.2,553.0,692.7,813.5,724.9,713.7,704.8,457.8,658.1,399.9,252.8,102.1,730.6,533.3,139.8,84.6,107.4,496.9,706.6,302.7,601.8,116.4,300.9,501.3,761.0,625.0,541.2,742.3,120.9,589.5,127.0,589.0,811.4,383.2,731.6,496.3,102.5,789.2,56.1,89.1,480.0,121.0,804.0,728.6,138.0,561.9,201.3,808.9,739.7,396.4,826.3,693.8,473.0,36.3,488.9,707.9,141.2,126.8,432.1,771.0,127.5,519.3,476.1,114.3,579.4,89.8,761.3,185.9,783.1,474.8,118.3,551.2,478.9,401.6,169.1,115.3,438.5,146.5,81.9,372.6,448.4,565.4,118.1,517.0,523.2,738.3,559.4,505.0,146.7,537.6,133.5,87.9,433.0,618.2,826.1,529.0,0.0,103.5,706.5
ZO,793.1,2924.6,627.0,132.9,840.8,464.1,737.1,581.6,323.2,852.4,90.6,203.3,761.0,425.1,224.3,856.1,819.5,832.9,809.7,514.3,49.6,813.8,394.1,734.3,833.8,113.4,114.8,216.0,853.0,762.0,795.9,706.3,496.4,536.1,268.7,127.5,793.6,263.8,223.2,730.2,121.1,841.0,597.8,737.5,858.3,769.7,755.8,749.6,499.0,699.3,443.7,315.6,182.5,775.4,572.8,118.1,161.4,114.0,536.8,751.4,346.5,645.6,193.2,344.7,545.1,805.8,668.8,586.0,787.1,216.7,633.3,238.5,633.8,856.2,428.0,776.4,540.1,80.5,829.4,167.6,81.2,523.4,99.0,848.8,771.0,116.0,605.7,245.1,850.1,784.5,441.2,867.5,738.6,517.8,147.8,532.7,752.7,245.1,104.8,475.9,815.8,134.1,563.1,519.9,120.9,618.7,96.4,806.1,248.7,824.3,516.0,45.3,595.0,523.7,445.4,147.1,93.3,483.3,124.5,59.9,417.4,493.2,609.2,96.1,561.8,568.0,783.1,603.2,549.8,124.7,581.4,111.5,94.5,476.8,662.0,870.9,570.2,111.4,0.0,751.3
ZW,172.1,2505.0,261.4,751.8,236.7,515.9,223.7,556.2,551.9,216.9,821.1,696.2,72.9,498.0,708.4,220.6,214.9,217.9,208.7,483.3,813.6,178.3,487.9,106.6,198.3,816.4,814.2,751.7,245.4,184.2,171.3,141.1,456.3,508.7,670.0,737.3,158.1,610.8,707.6,221.0,763.6,205.5,566.8,13.7,222.8,76.6,180.7,180.8,421.1,193.7,516.6,705.1,727.1,136.3,349.0,795.8,706.0,782.3,452.2,101.0,613.3,293.5,735.9,531.6,502.9,166.7,280.0,446.7,162.5,716.8,353.2,651.0,268.2,229.3,554.0,151.8,500.0,763.2,198.5,730.9,776.6,411.8,777.0,213.3,86.3,725.8,362.5,628.8,214.5,159.9,544.4,235.6,45.5,561.8,768.4,490.9,64.6,678.1,782.8,473.9,180.3,833.5,520.9,479.8,775.4,306.5,826.9,170.6,638.2,188.7,378.8,820.9,331.1,384.4,483.9,779.7,795.9,506.4,760.3,783.8,543.4,537.2,403.2,747.6,530.8,537.0,178.5,397.2,550.7,782.1,366.2,789.5,825.0,456.7,283.9,235.4,574.7,793.2,840.6,0.0
