from_stop,AG,AM,AZ,BE,BP,BR,BX,CA,CC,CD,CE,CG,CY,DA,DB,DF,DG,DP,DQ,DY,DZ,EJ,EL,EU,FA,FB,FF,FH,FR,FW,FZ,GA,GJ,GQ,GR,GV,GW,HC,HK,HM,HO,HQ,HR,HU,HV,IA,IC,IF,IG,IN,IQ,IT,JF,JI,JJ,JQ,JR,JY,KB,KD,KF,KL,KO,KQ,KT,KX,LP,LU,MH,MP,MQ,MS,MT,MX,MY,MZ,NA,NB,NC,NE,NP,NT,NW,OD,OF,OL,OO,OQ,OV,PH,PJ,PN,PQ,PT,PU,PZ,QN,QU,QV,RD,RI,RM,RN,RO,RS,SD,SH,SL,SO,ST,SW,TD,TH,TZ,UF,UI,UL,UM,UU,VC,VG,VL,VQ,VV,WN,WW,WY,XF,XG,XJ,XR,XU,XZ,YB,YF,YG,ZE,ZH,ZL,ZS
UU,159.3,1745.5,472.2,522.6,669.2,214.7,385.5,659.3,499.3,579.7,197.4,290.7,264.4,337.5,268.6,594.8,509.5,220.0,316.1,32.9,581.5,740.5,335.6,98.1,263.0,134.4,504.3,564.9,640.2,208.1,385.0,563.9,269.3,505.8,136.8,593.7,487.2,513.7,49.6,665.1,683.4,351.3,183.4,284.0,168.1,255.3,359.7,321.1,614.9,292.7,456.9,246.4,530.3,143.7,375.5,78.0,657.8,501.8,201.9,167.1,304.9,582.2,194.5,278.8,484.6,450.5,127.3,213.3,344.1,292.3,170.5,330.6,691.1,174.7,559.1,260.0,552.2,293.9,512.0,549.2,171.3,158.9,684.5,577.1,222.9,419.1,387.6,314.4,287.4,418.8,531.5,89.9,532.3,644.1,266.3,465.8,355.7,394.4,260.5,563.5,348.2,401.8,391.9,377.9,370.1,291.1,413.3,549.7,103.0,368.4,161.8,149.0,375.7,315.7,459.9,652.7,365.1,307.9,0.0,496.0,660.3,279.1,425.0,449.1,620.6,470.1,571.8,85.4,161.1,405.6,434.3,561.4,391.1,493.9,554.6,264.6,474.4,449.9,269.5,204.5
VC,442.1,1889.3,345.2,203.3,420.6,357.8,273.8,340.0,180.0,335.7,399.3,360.5,585.0,489.1,360.1,336.8,345.6,503.2,666.5,440.2,324.9,477.6,600.0,468.1,528.7,470.5,185.0,245.6,390.9,508.7,685.2,244.6,501.5,368.7,447.4,401.0,299.4,194.4,456.9,402.2,364.1,633.2,473.3,375.5,478.9,521.0,620.2,585.5,356.9,384.2,273.7,512.1,488.3,551.0,280.5,485.3,428.1,182.5,512.5,452.4,533.3,434.4,406.1,384.5,10.1,365.1,439.6,471.9,646.1,600.5,467.8,626.8,371.8,475.3,358.0,570.6,294.2,461.6,192.7,291.2,430.0,469.5,365.2,264.8,345.7,321.5,541.4,646.3,537.3,256.7,212.2,497.2,213.0,386.1,660.8,146.5,234.3,273.0,553.1,451.9,226.6,320.6,658.2,678.1,615.2,382.6,666.6,230.4,510.3,668.6,429.7,471.3,223.3,710.2,316.1,389.8,587.0,601.5,455.1,0.0,396.4,584.9,657.7,213.0,357.7,234.0,360.3,492.7,416.5,253.2,88.4,242.1,296.1,292.7,235.3,639.1,357.3,66.4,549.6,470.2
VG,545.5,1578.1,406.3,347.9,217.8,477.0,407.4,148.8,273.0,180.0,518.5,475.9,770.3,675.1,479.3,244.5,149.0,622.4,737.1,621.4,169.2,278.9,653.2,541.6,688.7,542.5,352.6,315.0,272.1,627.9,673.6,337.6,682.7,162.3,628.6,164.6,197.8,321.4,589.5,238.5,49.7,655.6,592.5,494.7,593.8,681.0,677.3,638.7,214.2,438.3,333.4,672.1,154.4,628.4,369.8,666.5,62.7,309.5,693.7,558.3,714.5,69.0,509.5,500.6,366.5,272.1,558.8,591.1,651.1,784.1,553.2,662.2,37.5,594.5,113.1,751.8,201.9,642.8,285.7,198.9,533.4,650.7,110.1,242.3,464.9,371.7,722.6,716.9,718.5,363.7,305.2,621.9,306.0,202.0,759.9,314.1,415.5,357.4,734.3,86.5,333.6,324.1,698.9,640.5,637.6,501.8,701.9,323.4,619.8,631.0,515.1,574.7,358.6,809.3,203.8,182.5,768.2,729.3,636.3,377.9,0.0,770.9,692.6,320.0,185.5,265.2,204.6,634.7,535.7,329.5,316.2,297.3,408.3,204.5,192.8,820.3,245.0,331.8,730.8,630.2
VL,233.4,1581.3,614.6,630.8,793.8,376.9,481.4,740.6,611.9,704.3,397.6,425.8,162.0,244.0,399.2,719.4,634.1,465.3,151.9,248.9,725.6,884.6,171.4,314.1,132.8,306.5,616.9,677.5,764.8,453.4,220.8,676.5,171.0,630.4,230.3,718.3,611.8,609.1,265.6,809.2,767.4,187.1,418.0,414.6,185.7,137.2,195.5,156.9,739.5,423.3,571.2,130.9,674.4,359.7,488.1,294.0,756.9,592.4,206.8,288.4,206.6,681.3,268.6,438.7,597.2,580.9,387.2,458.6,179.9,10.7,370.7,172.1,772.4,420.0,703.2,24.9,676.8,236.1,624.6,673.8,250.2,252.4,765.8,696.7,326.5,526.1,197.9,150.2,189.1,554.2,644.1,250.3,644.9,768.7,84.1,578.4,468.3,507.2,56.8,662.6,483.6,540.0,227.7,214.6,205.9,426.5,249.3,667.1,319.0,204.2,337.0,204.8,488.3,133.5,584.5,796.8,152.5,114.4,263.8,608.6,751.3,0.0,265.8,528.5,764.7,549.5,696.4,255.9,361.2,518.2,546.9,674.0,503.7,618.5,667.2,188.1,599.0,562.5,171.2,157.5
VQ,364.3,1384.9,536.6,635.0,706.4,513.1,545.5,647.9,646.8,616.9,528.5,556.7,268.7,324.0,468.9,626.7,541.4,597.0,186.0,410.7,629.3,702.9,137.5,489.5,216.6,437.4,659.5,599.4,672.1,579.8,66.3,654.3,277.7,537.7,300.8,625.6,519.1,608.5,427.4,704.3,674.7,136.5,544.4,503.7,316.6,221.0,102.4,123.0,646.8,448.4,572.1,232.3,582.6,521.5,507.9,455.8,664.2,596.6,313.5,424.6,286.1,588.6,399.5,569.6,658.1,488.2,499.0,585.0,100.0,252.4,501.1,116.0,679.7,546.4,606.9,222.5,584.1,348.1,659.5,581.1,376.3,313.7,673.1,642.5,457.4,468.6,267.0,165.8,301.1,563.7,666.8,381.2,679.8,681.3,208.8,660.7,585.0,546.1,298.5,569.9,487.8,464.5,88.7,45.6,113.2,496.7,28.6,648.6,480.8,55.3,468.3,335.7,575.3,258.2,491.8,695.1,216.3,178.2,425.6,665.6,672.0,236.8,0.0,575.3,665.4,549.3,603.7,386.8,492.1,546.2,607.8,653.1,564.4,525.8,593.0,294.8,506.3,623.4,277.9,327.5
VV,317.8,1680.7,143.4,145.0,316.1,233.5,124.3,273.3,174.2,226.6,275.0,232.4,548.2,448.2,235.8,241.7,138.4,378.9,476.2,355.6,235.8,394.8,409.7,290.8,461.0,291.7,169.5,104.0,287.1,384.4,494.9,189.8,460.6,179.5,406.5,248.0,86.3,118.5,338.7,319.4,287.0,442.9,359.7,251.2,366.1,453.3,433.8,395.2,261.8,194.8,74.7,444.4,280.9,377.6,78.5,370.2,281.6,106.6,471.6,328.1,492.4,294.3,281.8,260.2,234.1,162.6,315.3,347.6,455.8,519.7,302.4,422.7,294.7,351.0,213.4,511.8,199.1,420.7,186.9,196.1,305.7,428.6,288.1,160.6,221.4,131.2,500.5,456.0,496.4,66.4,202.3,394.2,207.2,291.0,499.0,170.7,105.0,66.3,468.9,275.6,36.3,145.1,503.6,487.8,424.9,258.3,496.2,184.1,369.0,478.3,264.3,347.0,67.3,548.4,126.9,307.0,544.0,505.9,414.2,245.5,284.1,530.9,534.9,0.0,274.9,20.9,218.7,399.8,292.2,38.2,183.8,188.6,117.0,79.6,208.0,598.2,168.1,199.4,508.7,402.5
WN,534.3,1623.6,357.8,349.9,67.3,479.9,396.2,54.4,231.5,120.7,521.4,482.6,728.8,633.6,482.2,83.8,137.8,625.3,725.9,579.9,89.2,119.8,656.1,530.4,673.3,531.3,336.8,273.5,126.7,630.8,662.4,279.5,641.2,151.1,587.1,124.6,186.6,258.7,578.3,44.4,98.0,649.0,595.4,497.6,582.6,669.8,680.2,641.6,63.7,441.2,322.2,660.9,162.6,617.2,358.6,609.8,167.0,271.1,652.2,547.1,673.0,158.8,498.3,506.6,325.0,230.6,561.7,594.0,639.9,740.2,542.0,655.6,103.0,597.4,53.6,710.3,117.4,601.3,244.2,174.4,522.2,609.2,96.4,200.8,467.8,330.2,681.1,705.7,677.0,322.2,263.7,610.7,264.5,51.5,748.7,272.6,374.0,346.4,692.8,176.3,292.1,282.6,687.7,629.3,631.0,504.7,690.9,281.9,608.6,619.8,503.9,563.5,347.4,798.1,162.3,32.0,726.7,718.1,594.8,336.4,127.6,729.4,681.4,278.5,0.0,254.0,145.3,623.5,538.6,318.3,274.7,297.4,397.1,193.3,151.3,778.8,215.4,290.3,689.3,619.0
WW,343.8,1677.9,122.4,171.0,295.1,259.5,150.3,252.3,161.3,205.6,301.0,258.4,574.2,474.2,261.8,220.7,117.4,404.9,502.2,381.6,214.8,373.8,435.7,316.8,487.0,317.7,195.5,113.9,266.1,410.4,520.9,168.8,486.6,158.5,432.5,227.0,65.3,144.5,364.7,298.4,266.0,468.9,385.7,277.2,392.1,479.3,459.8,421.2,240.8,220.8,53.7,470.4,278.1,403.6,104.5,396.2,260.6,132.6,497.6,354.1,518.4,237.1,307.8,286.2,260.1,188.6,341.3,373.6,481.8,545.7,328.4,448.7,273.7,377.0,192.4,537.8,178.1,446.7,174.0,175.1,331.7,454.6,267.1,139.6,247.4,157.2,526.5,482.0,522.4,92.4,181.3,420.2,194.3,270.0,525.0,196.7,131.0,92.3,494.9,272.8,62.3,103.7,529.6,513.8,450.9,284.3,522.2,163.1,395.0,504.3,290.3,373.0,93.3,574.4,105.9,286.0,570.0,531.9,440.2,271.5,263.1,556.9,560.9,25.9,253.9,0.0,197.7,425.8,318.2,64.2,209.8,167.6,143.0,58.6,187.0,624.2,147.1,225.4,534.7,428.5
WY,497.6,1643.3,324.4,301.3,218.6,492.4,370.6,139.7,226.4,19.5,533.9,491.3,723.7,623.7,494.7,210.6,155.1,637.8,680.3,574.8,65.6,271.1,641.4,493.7,640.8,494.6,306.0,268.4,207.5,643.3,616.8,291.0,636.1,178.2,582.0,72.3,152.8,274.8,541.6,195.7,181.8,594.2,618.6,510.1,545.9,633.1,665.5,626.9,215.0,426.5,257.3,624.2,182.3,580.5,324.8,619.9,186.7,262.9,647.1,510.4,667.9,178.5,461.6,519.1,319.9,197.0,574.2,606.5,594.3,737.5,505.3,576.9,189.5,609.9,89.7,705.2,155.3,596.2,239.1,152.3,485.5,604.1,182.9,188.7,480.3,299.6,676.0,660.1,671.9,317.1,258.6,574.0,259.4,202.8,703.1,267.5,351.3,312.6,687.7,196.0,287.0,258.1,642.1,583.7,576.2,517.2,636.9,276.8,571.9,574.2,467.2,526.8,313.6,752.5,125.6,183.3,721.6,672.5,589.7,331.3,214.1,724.3,630.8,246.2,151.2,220.2,0.0,586.8,551.1,284.5,269.6,250.7,363.3,159.5,146.2,773.7,166.8,285.2,684.2,582.3
XF,73.8,1707.3,452.7,475.6,692.9,217.3,338.5,612.3,452.3,608.0,206.1,262.4,283.6,356.7,239.6,609.1,490.0,228.7,277.9,45.8,597.2,749.9,297.4,106.8,177.5,146.9,457.3,517.9,663.2,216.8,346.8,516.9,288.5,486.3,156.0,574.2,488.5,466.7,58.3,674.5,636.4,313.1,192.1,255.0,82.6,169.8,321.5,282.9,629.2,263.7,437.4,160.9,510.8,152.4,328.5,86.7,610.8,454.8,221.1,128.8,324.1,535.2,109.0,276.0,437.6,403.5,136.0,222.0,305.9,276.3,179.2,292.4,644.1,183.4,539.6,279.2,566.5,313.1,465.0,563.5,85.8,178.1,637.5,530.1,168.6,372.1,305.9,276.2,306.6,399.3,484.5,4.4,485.3,658.4,292.6,418.8,308.7,347.4,255.7,516.5,328.7,382.3,353.7,339.7,331.9,262.1,375.1,502.7,111.7,330.2,177.4,63.5,328.7,342.0,440.4,662.1,260.5,222.4,87.0,449.0,613.3,298.3,386.8,402.1,630.0,423.1,552.3,0.0,169.8,358.6,387.3,514.4,344.1,481.8,507.6,283.8,454.3,402.9,288.7,119.0
XG,140.3,1813.3,380.9,368.7,586.0,87.5,231.6,505.4,345.4,501.1,36.2,155.5,357.0,430.1,132.7,502.2,418.2,104.0,383.9,119.2,490.2,643.0,387.2,54.4,283.5,152.0,350.4,411.0,556.3,92.1,452.8,410.0,361.9,414.5,229.4,502.4,395.9,359.8,102.3,567.6,529.5,419.1,67.4,148.1,188.6,275.8,411.3,372.7,522.3,156.8,365.6,266.9,439.0,141.2,221.6,133.8,503.9,347.9,294.5,150.6,397.5,428.3,104.3,132.3,330.7,296.6,25.9,97.3,411.9,384.9,106.8,398.4,537.2,58.7,467.8,352.6,459.6,386.5,358.1,456.6,128.2,251.5,530.6,423.2,61.7,265.2,411.9,382.2,380.0,327.5,377.6,152.0,378.4,551.5,358.9,311.9,201.8,240.5,361.7,409.6,256.9,310.5,459.7,445.7,437.9,155.2,473.7,395.8,132.6,436.2,83.5,169.5,221.8,408.3,368.6,555.2,366.5,328.4,160.4,342.1,506.4,371.7,492.8,295.2,523.1,316.2,480.5,147.5,0.0,251.7,280.4,407.5,237.2,374.9,400.7,357.2,383.1,296.0,362.1,225.0
XJ,279.5,1742.4,186.9,163.7,359.6,195.2,123.2,316.8,140.8,270.1,236.7,194.1,509.9,409.9,197.5,285.2,181.9,340.6,523.1,370.3,279.3,344.8,448.4,305.5,422.7,307.9,188.2,147.5,330.6,346.1,533.6,233.3,422.3,223.0,368.2,291.5,129.8,137.2,353.4,362.9,330.5,481.6,321.4,212.9,327.8,415.0,472.5,433.9,305.3,221.6,118.2,406.1,342.6,392.3,77.4,384.9,325.1,125.3,433.3,289.8,454.1,301.6,243.5,221.9,195.8,242.4,277.0,309.3,494.5,521.5,305.2,461.4,338.2,312.7,256.9,513.6,242.6,382.4,153.5,239.6,267.4,390.3,331.6,204.1,183.1,211.0,462.2,521.4,458.1,105.1,173.0,355.9,173.8,334.5,537.8,189.4,71.7,65.2,500.9,337.3,93.9,168.2,542.3,526.5,463.6,220.0,534.9,227.6,383.7,517.0,267.1,308.7,29.0,587.2,170.4,350.5,505.7,467.6,375.9,207.2,327.6,532.7,582.7,43.4,318.4,64.4,262.2,361.5,253.9,0.0,145.5,168.8,115.9,123.1,196.1,559.9,211.6,161.1,470.4,364.2
XR,353.6,1800.8,249.7,114.8,332.1,269.3,202.0,251.5,91.5,247.2,310.8,268.2,500.6,400.6,271.6,248.3,257.1,414.7,578.0,351.7,236.4,389.1,511.5,379.6,440.2,382.0,96.5,157.1,302.4,420.2,596.7,156.1,413.0,280.2,358.9,312.5,210.9,105.9,368.4,313.7,275.6,544.7,395.5,287.0,390.4,432.5,531.7,497.0,268.4,295.7,199.3,423.6,399.8,462.5,192.0,396.8,339.6,94.0,424.0,363.9,444.8,345.9,317.6,296.0,50.2,264.4,351.1,383.4,557.6,514.4,379.3,524.5,283.3,386.8,269.5,482.1,205.7,373.1,104.2,202.7,341.5,381.0,276.7,169.3,257.2,233.0,452.9,557.8,448.8,168.2,123.7,408.7,124.5,297.6,572.3,58.0,145.8,184.5,464.6,363.4,138.1,232.1,569.7,589.6,526.7,294.1,578.1,141.9,421.8,580.1,341.2,382.8,134.8,621.7,227.6,301.3,498.5,513.0,366.6,61.6,307.9,501.2,573.4,124.5,269.2,145.5,271.8,404.2,328.0,164.7,0.0,153.6,207.6,204.2,146.8,550.6,268.8,15.5,461.1,381.7
XU,406.4,1792.4,259.6,60.6,245.2,352.9,240.1,279.4,119.4,275.1,394.4,358.1,602.7,502.7,326.6,170.8,272.9,502.4,587.9,453.8,264.3,202.9,521.4,402.5,535.6,403.4,85.1,185.0,247.2,509.4,606.6,67.8,515.1,308.1,461.0,340.4,220.8,52.1,450.4,230.6,303.5,554.6,485.4,343.4,454.7,527.9,545.5,506.9,190.9,306.5,209.2,519.0,392.6,489.3,185.8,481.9,367.5,37.4,526.1,419.2,546.9,373.8,370.4,385.9,198.9,274.3,434.7,471.1,567.5,631.4,414.1,534.4,311.2,475.6,297.4,623.5,233.6,475.2,109.7,230.6,394.3,483.1,304.6,88.3,347.1,242.9,555.0,567.7,550.9,178.1,103.1,482.8,90.5,202.3,610.7,86.3,234.7,196.0,580.6,387.3,148.0,209.4,615.3,599.5,536.6,349.1,607.9,84.9,480.7,590.0,376.0,435.6,197.0,660.1,255.5,239.2,600.6,580.1,468.7,210.3,335.8,642.6,646.6,134.4,297.1,155.4,299.7,495.6,417.9,167.9,148.6,0.0,242.3,214.1,174.7,652.7,325.1,164.2,563.2,477.1
XZ,273.1,1754.1,237.5,232.6,433.7,188.8,7.3,390.9,209.7,344.2,230.3,187.7,554.7,454.7,191.1,359.3,256.0,334.2,516.7,363.9,353.4,413.7,461.1,299.1,416.3,301.5,257.1,221.6,404.7,339.7,546.3,307.4,467.1,297.1,413.0,365.6,203.9,206.1,347.0,437.0,404.6,494.3,315.0,206.5,321.4,408.6,485.2,446.6,379.4,215.2,192.3,399.7,354.3,385.9,48.9,378.5,443.3,194.2,478.1,283.4,498.9,367.7,237.1,215.5,240.6,236.0,270.6,302.9,507.2,515.1,298.8,474.1,412.3,306.3,331.0,507.2,316.7,427.2,222.4,313.7,261.0,435.1,405.7,278.2,176.7,204.6,507.0,515.0,502.9,156.0,241.9,349.5,242.7,408.6,531.4,221.8,108.0,69.3,494.5,349.0,85.4,218.5,555.0,539.2,476.3,213.6,547.6,301.7,377.3,529.7,260.7,302.3,120.3,580.8,244.5,424.6,499.3,461.2,405.1,252.0,445.8,526.3,586.3,117.5,392.5,138.5,336.3,355.1,247.5,91.2,190.3,237.7,0.0,197.2,265.0,604.7,286.8,205.9,515.2,357.8
YB,404.5,1619.2,164.8,231.7,236.4,320.2,211.0,193.6,208.5,146.9,361.7,319.1,634.9,534.9,322.5,162.0,58.7,465.6,562.9,442.3,156.1,315.1,496.4,377.5,547.7,378.4,256.2,128.7,207.4,471.1,575.0,183.6,547.3,99.8,493.2,168.3,6.6,205.2,425.4,239.7,207.3,523.0,446.4,337.9,452.8,540.0,520.5,481.9,182.1,281.5,97.7,531.1,219.4,464.3,165.2,456.9,201.9,193.3,558.3,414.8,579.1,178.4,368.5,346.9,320.8,118.6,402.0,434.3,542.5,606.4,389.1,509.4,215.0,437.7,133.7,598.5,119.4,507.4,221.2,116.4,392.4,515.3,208.4,170.8,308.1,146.1,587.2,542.7,583.1,153.1,240.7,480.9,241.5,211.3,585.7,249.6,191.7,153.0,555.6,214.1,123.0,98.5,590.3,518.3,505.0,345.0,582.9,177.9,455.7,508.8,351.0,433.7,154.0,635.1,47.2,227.3,630.7,592.6,500.9,332.2,204.4,617.6,565.4,86.6,195.2,60.6,139.0,486.5,378.9,124.9,270.5,182.4,203.7,0.0,128.3,684.9,88.4,286.1,595.4,489.2
YF,451.8,1694.1,227.8,176.4,226.6,367.5,254.2,146.0,101.5,141.7,409.0,366.4,598.8,498.8,369.8,142.8,151.6,512.9,602.0,449.9,130.9,283.6,535.5,416.6,538.4,417.5,181.1,143.5,196.9,518.4,620.7,166.1,511.2,174.7,457.1,207.0,132.2,149.9,466.6,208.2,170.1,568.7,493.7,385.2,488.6,530.7,559.6,521.0,162.9,320.6,223.3,521.8,294.3,560.7,199.9,495.0,234.1,138.0,522.2,462.1,543.0,240.4,415.8,394.2,195.0,203.4,449.3,481.6,581.6,612.6,428.2,548.5,177.8,485.0,164.0,580.3,100.2,471.3,114.2,97.2,439.7,479.2,171.2,45.8,355.4,200.2,551.1,581.8,547.0,192.2,133.7,506.9,134.5,192.1,624.8,142.6,244.0,210.1,562.8,257.9,162.1,152.6,629.4,572.4,550.7,392.3,622.0,151.9,520.0,562.9,390.1,481.0,233.0,674.2,122.1,195.8,596.7,611.2,464.8,206.4,202.4,599.4,619.5,148.5,163.7,169.5,166.3,502.4,426.2,182.0,144.7,125.8,256.4,125.5,0.0,648.8,163.3,160.3,559.3,479.9
YG,307.2,1670.4,620.1,511.7,729.0,362.6,533.4,648.4,488.4,644.1,345.3,438.6,189.3,262.4,416.5,645.2,657.4,367.9,241.0,180.8,633.3,786.0,260.5,246.0,214.4,282.3,493.4,554.0,699.3,356.0,309.9,553.0,194.2,653.7,70.9,741.6,635.1,502.8,197.5,710.6,672.5,276.2,331.3,431.9,237.5,226.3,284.6,246.0,665.3,440.6,604.8,237.6,678.2,291.6,523.4,225.9,744.0,490.9,83.6,315.0,229.8,668.4,342.4,426.7,473.7,536.7,275.2,361.2,269.0,217.2,318.4,255.5,680.2,322.6,707.0,184.9,602.6,259.3,501.1,599.6,319.2,83.8,673.6,566.2,370.8,505.3,312.5,239.3,212.3,566.7,520.6,237.8,521.4,694.5,191.2,454.9,503.6,542.3,260.9,649.7,496.1,549.7,316.8,302.8,295.0,439.0,338.2,538.8,250.9,293.3,309.7,256.6,523.6,240.6,607.8,698.2,290.0,203.5,195.7,485.1,704.8,204.0,349.9,597.0,666.1,618.0,668.7,233.3,309.0,553.5,423.4,550.5,539.0,641.8,543.7,0.0,622.3,439.0,194.4,228.8
ZE,394.1,1594.1,223.2,285.1,238.1,383.1,273.9,184.9,210.2,148.6,424.6,382.0,707.5,607.5,385.4,163.7,78.4,528.5,576.8,455.0,167.0,326.0,559.3,390.2,537.3,391.1,289.8,235.0,209.1,534.0,513.3,274.8,619.9,56.7,565.8,162.6,56.1,258.6,438.1,250.6,209.0,525.2,509.3,400.8,442.4,529.6,583.4,544.8,183.8,344.4,160.6,520.7,194.3,477.0,228.1,469.6,212.8,246.7,630.9,406.9,651.7,172.5,358.1,409.8,303.7,45.7,464.9,497.2,490.8,636.1,401.8,473.4,216.7,500.6,144.6,628.2,121.1,580.0,222.9,118.1,382.0,587.9,210.1,172.5,371.0,148.3,659.8,556.6,655.7,216.0,242.4,470.5,243.2,213.0,599.6,251.3,254.6,215.9,598.6,189.0,185.9,161.4,538.6,520.5,507.2,407.9,533.4,260.6,468.4,511.0,363.7,423.3,216.9,649.0,28.8,238.2,607.1,569.0,496.2,315.1,241.3,647.3,567.6,149.5,206.1,123.5,140.7,483.3,441.8,187.8,253.4,234.5,266.6,62.8,130.0,757.5,0.0,269.0,668.0,478.8
ZH,375.6,1822.8,271.7,136.8,354.1,291.3,224.0,273.5,113.5,269.2,332.8,290.2,522.6,422.6,293.6,270.3,279.1,436.7,600.0,373.7,258.4,411.1,533.5,401.6,462.2,404.0,118.5,179.1,324.4,442.2,618.7,178.1,435.0,302.2,380.9,334.5,232.9,127.9,390.4,335.7,297.6,566.7,417.5,309.0,412.4,454.5,553.7,519.0,290.4,317.7,221.3,445.6,421.8,484.5,214.0,418.8,361.6,116.0,446.0,385.9,466.8,367.9,339.6,318.0,34.6,286.4,373.1,405.4,579.6,536.4,401.3,546.5,305.3,408.8,291.5,504.1,227.7,395.1,126.2,224.7,363.5,403.0,298.7,191.3,279.2,255.0,474.9,579.8,470.8,190.2,145.7,430.7,146.5,319.6,594.3,80.0,167.8,206.5,486.6,385.4,160.1,254.1,591.7,611.6,548.7,316.1,600.1,163.9,443.8,602.1,363.2,404.8,156.8,643.7,249.6,323.3,520.5,535.0,388.6,46.0,329.9,523.2,595.4,146.5,291.2,167.5,293.8,426.2,350.0,186.7,22.0,175.6,229.6,226.2,168.8,572.6,290.8,0.0,483.1,403.7
ZL,304.0,1559.8,649.2,572.5,817.3,423.4,594.2,709.2,549.2,727.8,406.1,499.4,75.7,124.2,477.3,742.9,657.6,428.7,175.4,241.6,694.1,846.8,194.9,306.8,148.8,343.1,554.2,614.8,788.3,416.8,244.3,613.8,56.0,653.9,131.7,741.8,635.3,563.6,258.3,771.4,733.3,210.6,392.1,492.7,256.3,160.7,290.7,180.4,763.0,501.4,633.9,172.0,697.9,352.4,545.3,286.7,780.4,551.7,144.4,375.8,91.6,704.8,339.2,487.5,534.5,627.9,336.0,422.0,203.4,151.6,379.2,189.9,741.0,383.4,726.7,119.3,700.3,121.1,561.9,697.3,316.0,144.6,734.4,627.0,431.6,566.1,174.3,173.7,74.1,595.8,581.4,298.6,582.2,792.2,125.6,515.7,564.4,603.1,195.3,686.1,525.2,610.3,251.2,237.2,229.4,499.8,272.6,599.6,311.7,227.7,370.5,275.4,584.4,175.0,608.0,759.0,151.8,166.3,256.5,545.9,765.6,138.4,332.4,570.1,726.9,591.1,719.9,294.1,369.8,583.6,484.2,611.3,599.8,642.0,604.5,125.7,622.5,499.8,0.0,228.1
ZS,75.8,1588.2,453.7,477.6,694.9,219.3,340.5,614.3,454.3,610.0,240.0,264.4,255.9,253.9,241.6,611.1,491.3,307.7,158.8,144.2,599.2,751.9,178.3,208.2,58.4,148.9,459.3,519.9,665.2,295.8,227.7,518.9,235.9,487.6,128.3,576.2,490.5,468.7,156.7,676.5,638.4,194.0,271.1,257.0,28.1,50.7,202.4,163.8,631.2,265.7,438.4,41.8,512.8,250.8,330.5,185.1,612.8,456.8,193.4,130.8,211.2,537.2,111.0,278.0,439.6,405.5,229.6,301.0,186.8,157.2,213.1,173.3,646.1,262.4,541.6,149.3,568.5,267.4,467.0,565.5,87.8,150.4,639.5,532.1,170.6,374.1,186.8,157.1,278.9,400.3,486.5,92.7,487.3,660.4,173.5,420.8,310.7,349.4,120.9,518.5,329.7,384.3,234.6,220.6,212.8,264.1,256.0,504.7,210.1,211.1,179.4,47.2,330.7,222.9,441.7,664.1,141.4,103.3,185.4,451.0,615.3,168.4,267.7,404.1,632.0,425.1,553.6,98.3,203.6,360.6,389.3,516.4,346.1,483.8,509.6,256.1,456.2,404.9,261.0,0.0
