from_stop,AD,AR,AX,BA,BO,CC,CE,CI,CR,CW,DB,DD,DH,DT,DX,EM,EO,ET,FE,FT,FU,FY,FZ,GB,GF,GI,GJ,GL,GR,GS,GT,HD,HG,HT,IC,IH,IQ,IT,IY,JB,JE,JI,JJ,JK,JQ,JR,JT,JY,JZ,KD,KX,LK,LM,LU,LW,LX,LZ,MC,MD,ME,MI,MK,ML,MU,MW,MX,ND,NF,NM,NO,NQ,NS,NX,OB,OG,OK,ON,OQ,OX,OZ,PC,PF,PQ,PR,PY,QA,QG,QH,QM,QS,QW,QY,RK,RP,RY,SB,SH,SI,SL,SX,TD,TF,TQ,TR,TX,UK,UY,UZ,VE,VF,VJ,VM,VO,VP,VW,VX,WA,WE,WI,WJ,WO,WW,XD,XW,YC,YE,YF,YJ,YP,YV,ZD,ZE,ZG,ZL,ZQ,ZR,ZT
WJ,578.5,585.4,666.5,121.1,432.6,298.3,290.1,652.9,308.4,99.8,227.3,397.3,533.6,285.2,467.3,698.2,444.7,656.6,730.0,222.0,449.4,658.6,560.1,706.0,639.1,721.0,567.3,648.7,290.9,525.4,648.6,118.9,417.7,234.0,574.1,482.7,475.9,647.0,271.3,632.7,348.4,562.0,577.1,3230.9,529.3,367.5,495.0,583.9,322.0,602.2,139.1,554.1,565.0,314.6,348.5,277.4,416.6,348.6,290.6,393.8,343.7,636.2,288.2,351.0,547.6,559.5,572.8,611.6,294.7,568.7,677.8,373.7,686.3,673.5,390.3,611.0,497.1,621.6,357.1,798.5,150.4,321.5,228.7,75.0,367.4,370.2,721.0,334.4,795.4,716.1,717.1,189.4,671.9,525.9,356.7,151.8,390.6,108.1,678.9,749.6,345.5,634.0,116.7,245.8,667.5,403.8,296.5,750.1,612.6,290.7,677.8,474.8,785.8,517.9,429.6,406.4,675.4,87.8,498.1,0.0,147.6,423.8,673.1,306.7,268.5,399.8,767.9,407.4,427.6,358.1,265.2,479.5,658.9,262.1,701.2,489.9,331.1
WO,628.9,635.8,716.9,57.1,388.6,150.6,340.5,703.3,160.7,192.2,79.6,341.5,584.0,137.5,517.7,748.6,495.1,707.0,780.4,272.4,339.1,709.0,610.5,756.4,689.5,771.4,617.7,699.1,143.2,575.8,699.0,169.3,270.0,86.3,624.5,533.1,328.2,697.4,123.6,683.1,398.8,612.4,627.5,3281.3,579.7,311.7,545.4,634.3,174.3,652.6,189.5,406.4,615.4,166.9,398.9,129.7,377.6,200.9,341.0,338.0,196.0,686.6,338.6,295.2,399.9,609.9,623.2,662.0,147.0,619.1,728.2,226.0,736.7,723.9,242.6,661.4,547.5,672.0,301.3,848.9,200.8,371.9,81.0,81.6,219.7,420.6,771.4,186.7,845.8,766.5,767.5,70.1,722.3,378.2,209.0,4.2,334.8,158.5,729.3,800.0,289.7,684.4,29.7,296.2,717.9,347.8,346.9,800.5,663.0,341.1,728.2,327.1,836.2,370.2,390.6,456.8,725.8,68.8,548.5,141.2,0.0,313.5,723.5,159.0,120.8,252.1,818.3,457.8,279.9,210.4,117.5,529.9,709.3,114.4,751.6,540.3,183.4
WW,803.9,810.8,891.9,299.1,105.5,269.4,515.5,878.3,279.5,367.2,238.2,148.5,759.0,324.5,692.7,923.6,670.1,882.0,955.4,447.4,61.0,884.0,785.5,931.4,864.5,946.4,792.7,874.1,330.2,750.8,874.0,344.3,149.3,274.6,799.5,708.1,83.0,872.4,310.6,858.1,573.8,787.4,802.5,3486.7,754.7,124.2,720.4,809.3,361.3,827.6,364.5,83.0,790.4,355.2,573.9,318.0,121.5,220.6,516.0,97.9,225.5,861.6,513.6,160.7,89.5,784.9,798.2,837.0,334.0,794.1,903.2,193.4,911.7,898.9,254.5,836.4,722.5,847.0,155.1,1023.9,375.8,546.9,239.6,365.6,262.4,595.6,946.4,222.7,1020.8,941.5,942.5,323.6,897.3,86.9,251.7,304.9,141.8,333.5,904.3,975.0,141.8,859.4,316.8,471.2,892.9,87.9,521.9,975.5,838.0,516.1,903.2,110.1,1011.2,113.6,108.5,631.8,900.8,352.9,723.5,357.0,309.5,0.0,898.5,346.0,309.1,167.3,993.3,632.8,138.9,222.3,305.8,704.9,884.3,302.7,926.6,715.3,370.4
XD,172.2,192.3,42.9,664.6,883.3,765.0,491.5,148.9,775.1,656.8,683.9,848.0,291.5,753.5,394.1,43.1,416.7,132.6,76.7,531.1,900.1,55.0,154.5,57.5,165.1,117.4,238.0,201.5,759.2,276.4,124.6,628.9,834.1,702.3,198.4,263.7,846.2,150.3,739.6,119.9,481.7,293.7,228.2,3011.0,310.3,818.2,218.1,165.7,790.3,128.2,649.1,922.1,272.1,782.9,549.9,745.7,867.3,746.9,492.0,844.5,742.0,109.9,489.6,801.7,917.9,153.2,166.5,195.6,763.0,265.5,115.0,790.1,37.8,49.9,853.7,137.0,348.9,131.0,807.8,134.8,660.4,522.9,685.3,731.2,834.1,419.4,117.4,801.1,122.2,67.6,62.0,697.6,197.9,896.2,823.4,717.4,841.3,618.1,174.9,101.1,796.2,68.0,682.3,560.5,182.8,854.5,413.9,76.9,147.0,492.1,208.5,845.1,133.6,888.2,880.3,414.9,20.3,718.4,279.1,761.6,713.2,874.5,0.0,775.0,736.8,816.2,94.7,400.7,844.0,821.5,733.5,298.9,177.0,730.4,97.6,341.7,799.4
XW,675.1,682.0,763.1,158.3,337.2,99.2,386.7,749.5,109.3,238.4,109.4,290.1,628.7,42.3,563.9,794.8,541.3,753.2,826.6,318.6,379.4,755.2,656.7,802.6,740.3,817.6,663.9,745.3,48.0,622.0,745.2,215.5,224.9,62.3,670.7,579.3,276.8,743.6,25.3,729.3,445.0,658.6,673.7,3327.5,625.9,260.3,591.6,680.5,54.6,698.8,235.7,355.0,661.6,121.0,445.1,86.9,326.2,155.1,387.2,286.6,144.6,732.8,384.8,243.8,348.5,656.1,669.4,708.2,12.0,665.3,781.9,174.6,782.9,770.1,191.2,707.6,593.7,718.2,249.9,895.1,247.0,418.1,110.8,209.5,168.3,466.8,817.6,135.3,892.0,815.4,813.7,145.1,768.5,326.8,157.6,121.3,283.4,204.7,775.5,846.2,238.3,730.6,160.8,342.4,764.1,296.4,393.1,846.7,709.2,387.3,774.4,275.7,882.4,318.8,339.2,503.0,772.0,199.9,594.7,228.2,131.0,359.1,769.7,0.0,96.8,200.7,864.5,504.0,228.5,159.0,93.5,576.1,755.5,90.4,797.8,586.5,28.6
YC,636.9,643.8,724.9,120.1,346.4,108.4,348.5,711.3,118.5,200.2,71.2,299.3,592.0,95.3,525.7,756.6,503.1,715.0,788.4,280.4,388.6,717.0,618.5,764.4,697.5,779.4,625.7,707.1,101.0,583.8,707.0,177.3,227.8,24.4,632.5,541.1,286.0,705.4,81.4,691.1,406.8,620.4,635.5,3289.3,587.7,269.5,553.4,642.3,101.1,660.6,197.5,364.2,623.4,47.4,406.9,49.7,335.4,158.7,349.0,295.8,153.8,694.6,346.6,253.0,357.7,617.9,631.2,670.0,104.8,627.1,736.2,183.8,744.7,731.9,200.4,669.4,555.5,680.0,259.1,856.9,208.8,379.9,72.6,174.5,177.5,428.6,779.4,144.5,853.8,774.5,775.5,106.9,730.3,336.0,166.8,88.2,292.6,166.5,737.3,808.0,247.5,692.4,122.6,304.2,725.9,305.6,354.9,808.5,671.0,349.1,736.2,284.9,844.2,328.0,348.4,464.8,733.8,161.7,556.5,190.0,92.8,368.3,731.5,116.7,0.0,209.9,826.3,465.8,237.7,168.2,37.5,537.9,717.3,34.4,759.6,548.3,135.0
YE,720.3,727.2,808.3,215.5,136.4,102.0,432.4,794.7,112.1,283.6,154.6,176.9,673.9,168.9,609.1,840.0,586.5,798.4,875.1,363.8,178.6,800.4,701.9,847.8,785.5,862.8,709.1,790.5,174.6,667.2,790.4,260.7,24.1,165.1,715.9,624.5,76.0,788.8,155.0,774.5,490.2,699.6,718.9,3372.7,671.1,131.9,636.8,725.7,205.7,744.0,280.9,154.2,706.8,245.7,490.3,208.5,152.4,53.6,432.4,105.6,64.1,778.0,430.0,125.5,147.7,701.3,714.6,753.4,178.4,710.5,827.1,26.1,828.1,815.3,87.1,752.8,638.9,763.4,119.9,940.3,292.2,463.3,156.0,282.0,95.0,512.0,862.8,55.3,937.2,860.6,858.9,240.0,813.7,126.0,84.3,216.2,183.6,249.9,820.7,891.4,71.9,775.8,240.0,387.6,809.3,95.6,438.3,891.9,754.4,432.5,819.6,74.9,927.6,118.0,139.4,548.2,817.2,269.3,639.9,273.4,225.9,158.3,814.9,190.4,199.6,0.0,909.7,549.2,27.7,54.9,196.3,621.3,800.7,193.2,843.0,631.7,219.1
YF,267.0,287.3,137.7,759.4,978.1,859.8,587.0,243.7,869.9,751.8,778.7,942.8,387.4,848.3,488.9,71.5,511.5,227.4,92.3,625.9,994.9,149.8,249.3,119.6,264.5,212.4,332.8,296.3,854.0,371.2,219.4,723.7,935.2,797.3,293.2,358.5,941.0,245.3,829.1,214.7,576.0,384.3,323.0,3102.2,405.1,913.0,312.9,260.5,885.1,223.0,744.1,1016.9,366.9,877.7,644.7,840.5,962.3,847.5,586.8,939.3,836.8,204.7,584.4,896.5,1012.7,248.0,261.3,290.4,857.8,360.3,217.3,884.9,132.6,144.7,948.5,231.8,443.7,225.8,902.8,40.0,755.2,617.7,780.1,822.8,928.9,514.2,212.2,895.9,27.2,165.1,99.8,792.4,292.7,991.0,919.3,816.9,936.1,712.9,269.7,144.7,891.0,162.8,783.9,655.5,277.6,949.3,508.9,17.8,241.8,586.9,303.3,939.9,152.5,983.2,975.3,509.7,93.6,813.2,373.9,856.4,808.0,969.3,94.7,869.8,831.6,911.2,0.0,495.5,938.8,916.3,828.3,393.7,271.8,825.2,192.4,436.5,898.5
YJ,224.6,231.5,312.6,434.3,653.0,534.7,261.2,299.0,544.8,426.5,453.6,617.7,179.7,523.2,177.4,344.3,154.8,302.7,376.1,300.8,669.8,304.7,206.2,352.1,285.2,367.1,213.4,294.8,528.9,171.5,294.7,398.6,603.8,472.0,220.2,128.8,615.9,293.1,509.3,278.8,214.3,208.1,223.2,3009.3,175.4,587.9,141.1,230.0,560.0,248.3,418.8,691.8,211.1,552.6,319.6,515.4,637.0,516.6,261.7,614.2,511.7,282.3,259.3,571.4,687.6,205.6,218.9,257.7,532.7,214.8,323.9,559.8,332.4,319.6,623.4,257.1,97.5,267.7,577.5,444.6,430.1,292.6,455.0,500.9,603.8,121.0,367.1,570.8,441.5,362.2,363.2,467.3,318.0,665.9,593.1,487.1,611.0,387.8,325.0,395.7,565.9,280.1,452.0,330.2,313.6,624.2,129.4,396.2,258.7,261.8,323.9,614.8,431.9,657.9,650.0,116.5,321.5,488.1,144.2,531.3,482.9,644.2,319.2,544.7,506.5,585.9,414.0,0.0,613.7,591.2,503.2,125.6,305.0,500.1,347.3,90.3,569.1
YP,747.1,754.0,835.1,242.3,108.6,130.4,458.7,821.5,140.5,310.4,181.4,149.1,702.2,197.3,635.9,866.8,613.3,825.2,898.6,390.6,150.8,827.2,728.7,874.6,807.7,889.6,735.9,817.3,203.0,694.0,817.2,287.5,10.3,193.5,742.7,651.3,48.2,815.6,183.4,801.3,517.0,730.6,745.7,3399.5,697.9,104.1,663.6,752.5,234.1,770.8,307.7,126.4,733.6,274.1,517.1,236.9,124.6,87.6,459.2,77.8,92.5,804.8,456.8,97.7,119.9,728.1,741.4,780.2,206.8,737.3,846.4,54.4,854.9,842.1,115.5,779.6,665.7,790.2,92.1,967.1,319.0,490.1,182.8,308.8,123.4,538.8,889.6,83.7,964.0,884.7,885.7,266.8,840.5,98.2,112.7,248.1,155.8,276.7,847.5,918.2,44.1,802.6,260.0,414.4,836.1,67.8,465.1,918.7,781.2,459.3,846.4,47.1,954.4,90.2,111.6,575.0,844.0,296.1,666.7,300.2,252.7,130.5,841.7,218.8,228.0,28.3,936.5,576.0,0.0,83.3,224.7,648.1,827.5,221.6,869.8,658.5,243.2
YV,725.6,732.5,813.6,219.4,211.4,60.3,437.2,800.0,70.4,288.9,159.9,200.0,680.7,127.2,614.4,845.3,591.8,803.7,877.1,369.1,253.6,805.7,707.2,853.1,786.2,868.1,714.4,795.8,132.9,672.5,795.7,266.0,92.8,123.4,721.2,629.8,151.0,794.1,113.3,779.8,495.5,709.1,724.2,3378.0,676.4,170.2,642.1,731.0,164.0,749.3,286.2,229.2,712.1,204.0,495.6,166.8,227.4,64.5,437.7,180.6,69.4,783.3,435.3,153.7,222.7,706.6,719.9,758.7,136.7,715.8,824.9,48.8,833.4,820.6,32.1,758.1,644.2,768.7,159.8,945.6,297.5,468.6,161.3,273.8,53.3,517.3,868.1,13.6,942.5,863.2,864.2,206.2,819.0,201.0,42.6,187.5,193.3,255.2,826.0,896.7,146.9,781.1,221.9,392.9,814.6,170.6,443.6,897.2,759.7,437.8,824.9,149.9,932.9,193.0,214.4,553.5,822.5,261.0,645.2,278.7,192.1,233.3,820.2,148.7,157.9,74.9,915.0,554.5,102.7,0.0,154.6,626.6,806.0,151.5,848.3,637.0,173.1
ZD,643.6,650.5,731.6,126.8,353.1,115.1,355.2,718.0,125.2,206.9,77.9,306.0,598.7,99.0,532.4,763.3,509.8,721.7,795.1,287.1,395.3,723.7,625.2,771.1,704.2,786.1,632.4,713.8,93.9,590.5,713.7,184.0,234.5,31.1,639.2,547.8,292.7,712.1,88.1,697.8,413.5,627.1,642.2,3296.0,594.4,276.2,560.1,649.0,63.5,667.3,204.2,370.9,630.1,49.3,413.6,12.1,342.1,165.4,355.7,302.5,160.5,701.3,353.3,259.7,364.4,624.6,637.9,676.7,91.1,633.8,742.9,190.5,751.4,738.6,207.1,676.1,562.2,686.7,265.8,863.6,215.5,386.6,79.3,181.2,184.2,435.3,786.1,151.2,860.5,781.2,782.2,113.6,737.0,342.7,173.5,94.9,299.3,173.2,744.0,814.7,254.2,699.1,129.3,310.9,732.6,312.3,361.6,815.2,677.7,355.8,742.9,291.6,850.9,334.7,355.1,471.5,740.5,168.4,563.2,196.7,99.5,375.0,738.2,79.1,27.5,216.6,833.0,472.5,244.4,174.9,0.0,544.6,724.0,3.1,766.3,555.0,97.4
ZE,185.4,192.3,273.4,472.1,690.8,572.5,299.5,259.8,582.6,464.3,491.4,655.5,139.0,561.0,201.6,305.1,224.2,263.5,336.9,338.6,707.6,265.5,167.0,312.9,250.6,327.9,174.2,255.6,566.7,132.3,255.5,436.4,641.6,509.8,181.0,89.6,653.7,253.9,547.1,239.6,288.7,168.9,184.0,2970.1,136.2,625.7,101.9,190.8,597.8,209.1,456.6,729.6,171.9,590.4,357.4,553.2,674.8,560.0,299.5,652.0,549.5,243.1,297.1,609.2,725.4,166.4,179.7,218.5,570.5,175.6,284.7,597.6,293.2,280.4,661.2,217.9,156.4,228.5,615.3,405.4,467.9,330.4,492.8,538.7,641.6,226.9,327.9,608.6,402.3,325.7,324.0,505.1,278.8,703.7,632.0,529.6,648.8,425.6,285.8,356.5,603.7,240.9,496.6,368.0,274.4,662.0,221.4,357.0,219.5,299.6,284.7,652.6,392.7,695.7,687.8,222.4,282.3,525.9,105.0,569.1,520.7,682.0,280.0,582.5,544.3,623.7,374.8,208.2,651.5,629.0,541.0,0.0,265.8,537.9,308.1,149.2,611.2
ZG,202.6,73.6,172.9,636.4,855.1,736.8,463.3,73.8,746.9,628.6,655.7,819.8,228.5,725.3,365.9,204.6,388.5,145.0,236.4,502.9,871.9,165.0,184.9,212.4,195.5,227.4,268.4,114.0,731.0,220.3,137.0,600.7,805.9,674.1,228.8,235.5,818.0,162.7,711.4,132.3,453.5,175.0,258.6,3027.1,282.1,790.0,189.9,47.0,762.1,158.6,620.9,893.9,302.5,754.7,521.7,717.5,839.1,718.7,463.8,816.3,713.8,99.1,461.4,773.5,889.7,183.6,196.9,76.9,734.8,295.9,183.8,761.9,192.7,179.9,825.5,154.0,320.7,143.4,779.6,304.9,632.2,494.7,657.1,703.0,805.9,391.2,227.4,772.9,301.8,222.5,223.5,669.4,228.3,868.0,795.2,689.2,813.1,589.9,121.0,256.0,768.0,140.4,654.1,532.3,128.9,826.3,385.7,256.5,28.3,463.9,143.1,816.9,292.2,860.0,852.1,386.7,181.8,690.2,250.9,733.4,685.0,846.3,179.5,746.8,708.6,788.0,274.3,372.5,815.8,793.3,705.3,270.7,0.0,702.2,207.6,313.5,771.2
ZL,640.5,647.4,728.5,123.7,350.0,112.0,352.1,714.9,122.1,203.8,74.8,302.9,594.1,98.9,529.3,760.2,506.7,718.6,792.0,284.0,392.2,720.6,622.1,768.0,705.7,783.0,629.3,710.7,97.0,587.4,710.6,180.9,237.7,28.0,636.1,544.7,289.6,709.0,85.0,694.7,410.4,624.0,639.1,3292.9,591.3,273.1,557.0,645.9,66.6,664.2,201.1,367.8,627.0,52.4,410.5,15.2,339.0,167.9,352.6,299.4,157.4,698.2,350.2,256.6,361.3,621.5,634.8,673.6,94.2,630.7,739.8,187.4,748.3,735.5,204.0,673.0,559.1,683.6,262.7,860.5,212.4,383.5,76.2,178.1,181.1,432.2,783.0,148.1,857.4,780.8,779.1,110.5,733.9,339.6,170.4,91.8,296.2,170.1,740.9,811.6,251.1,696.0,126.2,307.8,729.5,309.2,358.5,812.1,674.6,352.7,739.8,288.5,847.8,331.6,352.0,468.4,737.4,165.3,560.1,193.6,96.4,371.9,735.1,82.2,24.4,213.5,829.9,469.4,241.3,171.8,3.1,541.5,720.9,0.0,763.2,551.9,104.8
ZQ,214.1,234.2,66.8,706.5,925.2,806.9,533.9,190.8,817.0,698.7,725.8,889.9,334.5,795.4,436.0,116.5,458.6,174.5,148.3,573.0,942.0,29.0,196.4,124.3,211.6,72.0,279.9,243.4,801.1,318.3,166.5,670.8,882.3,744.2,240.3,305.6,888.1,192.2,776.2,161.8,523.1,331.4,270.1,3034.9,352.2,860.1,260.0,207.6,832.2,170.1,691.0,964.0,314.0,824.8,591.8,787.6,909.2,794.4,533.9,886.4,783.9,151.8,531.5,843.6,959.8,195.1,208.4,237.5,804.9,307.4,164.4,832.0,104.6,73.8,895.6,178.9,390.8,172.9,849.7,216.8,702.3,564.8,727.2,769.9,876.0,461.3,72.0,843.0,213.7,137.1,135.4,739.5,239.8,938.1,865.3,764.0,883.2,660.0,216.8,167.9,838.1,109.9,731.0,602.4,224.7,896.4,455.8,168.4,188.9,534.0,250.4,887.0,204.1,930.1,922.2,456.8,93.7,760.3,321.0,803.5,755.1,916.4,91.4,816.9,778.7,858.1,186.4,442.6,885.9,863.4,775.4,340.8,218.9,772.3,0.0,383.6,845.6
ZR,232.4,239.3,320.4,432.4,651.1,532.8,259.3,306.8,542.9,424.6,451.7,615.8,187.5,521.3,52.3,352.1,74.9,310.5,383.9,298.9,667.9,312.5,214.0,359.9,293.0,374.9,221.2,302.6,527.0,179.3,302.5,396.7,601.9,470.1,228.0,136.6,614.0,300.9,507.4,286.6,212.4,215.9,231.0,3017.1,183.2,586.0,148.9,237.8,558.1,256.1,416.9,689.9,218.9,550.7,317.7,513.5,635.1,514.7,259.8,612.3,509.8,290.1,257.4,569.5,685.7,213.4,226.7,265.5,530.8,222.6,331.7,557.9,340.2,327.4,621.5,264.9,7.1,275.5,575.6,452.4,428.2,290.7,453.1,499.0,601.9,150.1,374.9,568.9,449.3,370.0,371.0,465.4,325.8,664.0,591.2,485.2,609.1,385.9,332.8,403.5,564.0,287.9,450.1,328.3,321.4,622.3,144.6,404.0,266.5,259.9,331.7,612.9,439.7,656.0,648.1,124.5,329.3,486.2,152.0,529.4,481.0,642.3,327.0,542.8,504.6,584.0,421.8,131.4,611.8,589.3,501.3,133.4,312.8,498.2,355.1,0.0,567.2
ZT,715.8,722.7,803.8,199.0,377.9,139.9,427.4,790.2,150.0,279.1,150.1,330.8,669.4,83.0,604.6,835.5,582.0,793.9,870.6,359.3,420.1,795.9,697.4,843.3,781.0,858.3,704.6,786.0,88.7,662.7,785.9,256.2,265.6,103.0,711.4,620.0,317.5,784.3,66.0,770.0,485.7,699.3,714.4,3368.2,666.6,301.0,632.3,721.2,69.2,739.5,276.4,395.7,702.3,135.6,485.8,101.5,366.9,195.8,427.9,327.3,185.3,773.5,425.5,284.5,389.2,696.8,710.1,748.9,52.6,706.0,822.6,215.3,823.6,810.8,231.9,748.3,634.4,758.9,290.6,935.8,287.7,458.8,151.5,253.4,209.0,507.5,858.3,176.0,932.7,856.1,854.4,185.8,809.2,367.5,198.3,162.0,324.1,245.4,816.2,886.9,279.0,771.3,201.5,383.1,804.8,337.1,433.8,887.4,749.9,428.0,815.1,316.4,923.1,359.5,379.9,543.7,812.7,240.6,635.4,268.9,171.7,399.8,810.4,40.6,137.5,241.4,905.2,544.7,269.2,199.7,113.7,616.8,796.2,116.8,838.5,627.2,0.0
