from_stop,AL,AO,AV,BF,BI,BK,BM,BQ,BR,CH,CI,CR,CS,CT,CZ,DA,DD,DF,DK,DL,DN,DO,EB,EI,EJ,EK,EL,EO,ES,EU,FB,FF,FU,FW,FX,GC,GJ,GL,GS,GV,GX,HK,HR,HS,HU,HV,HZ,IG,IJ,IQ,JA,JE,JF,JZ,KF,KJ,KL,KM,KN,KU,KW,KX,KY,LB,LE,LG,LO,LR,LW,MA,MD,MJ,MM,MO,MR,MW,MY,NE,NO,NQ,NR,NT,NU,NW,OI,OQ,OX,OZ,PC,PH,PJ,PK,PQ,PR,PS,PZ,QD,QE,QG,QK,QN,RB,RC,RE,RH,RL,RT,RW,SA,SJ,SL,SM,SP,SQ,SX,SY,TC,TD,TE,TL,TU,UA,UB,UD,UF,UG,UN,UQ,UT,UZ,VE,VK,VL,VQ,VT,WF,WH,WL,WO,WP,WU,WV,XA,XD,XF,XH,XQ,XT,XX,YB,YH,YQ,YV,YY,YZ,ZB,ZP,ZV,ZX
RE,733.8,746.5,22.5,98.2,197.5,484.2,801.6,813.2,245.2,777.1,533.6,759.4,196.6,134.6,97.0,457.9,383.4,517.2,339.9,219.7,335.8,393.9,453.0,398.4,394.5,308.4,219.6,352.0,392.4,455.5,200.0,316.6,408.0,370.1,501.0,382.8,479.2,799.9,422.0,809.6,776.6,772.3,774.8,427.9,414.8,352.0,226.5,790.6,424.4,667.4,656.4,763.1,542.1,402.1,242.8,325.5,1519.7,174.0,489.7,644.4,122.7,718.0,210.3,429.5,40.0,434.5,587.0,693.4,432.8,698.2,766.7,710.7,407.9,430.5,484.7,731.2,684.1,408.2,773.2,425.1,450.3,658.2,133.3,80.5,482.2,717.6,644.2,348.6,13.4,428.0,440.8,524.5,376.4,431.1,798.4,706.9,478.0,652.9,362.6,449.1,503.4,410.4,723.9,0.0,327.3,231.6,550.5,818.8,754.7,692.7,463.2,701.0,434.5,713.2,294.3,520.7,298.1,654.9,810.7,432.6,397.5,643.0,690.9,103.9,370.9,417.0,515.0,412.8,779.4,144.4,493.4,114.1,332.8,359.2,489.5,762.1,794.1,746.4,171.7,682.7,189.3,423.0,506.8,156.4,806.6,725.8,314.6,632.9,408.1,789.6,29.4,535.6,404.0,713.9,666.0,316.7,776.2,55.3,694.6
RH,406.4,419.1,311.6,340.8,199.4,347.7,477.8,485.8,327.3,449.7,206.2,432.0,327.7,228.1,217.4,130.5,480.4,444.2,431.9,261.1,128.4,472.9,550.0,495.4,491.5,400.4,221.5,444.0,489.4,138.8,358.2,10.8,80.6,42.7,430.8,479.8,347.3,472.5,236.3,482.2,449.2,444.9,447.4,524.9,514.3,124.6,228.4,463.2,97.0,340.0,329.0,435.7,214.7,499.1,315.3,417.5,1352.7,372.1,419.5,317.0,311.0,390.6,292.4,102.1,276.2,558.6,259.6,366.0,105.4,370.8,439.3,383.3,486.9,103.1,157.3,403.8,356.7,503.3,445.8,520.9,563.3,330.8,229.4,236.1,412.0,390.2,316.8,440.6,302.5,525.0,519.8,197.1,149.0,528.1,471.0,383.1,150.6,325.5,155.2,378.9,176.0,183.0,396.5,306.3,0.0,513.0,223.1,491.4,427.3,365.3,552.4,373.6,513.5,385.8,492.4,440.7,90.7,327.5,483.3,199.4,526.0,315.6,363.5,259.5,467.9,514.0,512.9,516.2,452.0,185.8,491.3,249.3,515.8,31.8,162.1,434.7,466.7,419.0,369.8,355.3,191.2,520.0,436.6,203.5,479.2,398.4,406.6,305.5,505.1,462.2,318.5,208.2,176.6,386.5,338.6,483.4,448.8,261.3,367.2
RL,930.1,942.8,206.1,216.9,436.3,334.6,1001.5,1009.5,299.4,973.4,729.9,955.7,250.8,373.4,298.5,654.2,233.8,367.6,255.8,299.6,532.1,244.3,303.4,248.8,244.9,250.1,458.4,267.9,242.8,489.5,195.2,512.9,604.3,566.4,351.4,233.2,329.6,996.2,454.6,1005.9,972.9,968.6,971.1,278.3,296.8,548.3,465.3,986.9,620.7,863.7,852.7,959.4,738.4,252.5,238.0,233.0,1590.6,169.2,340.1,840.7,361.5,914.3,264.5,625.8,241.5,284.9,783.3,889.7,629.1,894.5,963.0,907.0,258.3,626.8,681.0,927.5,880.4,256.7,969.5,275.5,300.7,854.5,372.1,282.0,332.6,913.9,840.5,261.8,215.2,278.4,291.2,720.8,572.7,281.5,994.7,906.8,674.3,849.2,558.9,299.5,699.7,606.7,920.2,238.7,523.6,0.0,746.8,1015.1,951.0,889.0,313.6,897.3,284.9,909.5,144.7,371.1,494.4,851.2,1007.0,628.9,247.9,839.3,887.2,342.7,221.3,267.4,365.4,257.7,975.7,333.3,343.8,352.9,183.2,555.5,685.8,958.4,990.4,942.7,166.9,879.0,428.1,273.4,357.2,395.2,1002.9,922.1,243.9,829.2,258.5,985.9,199.2,731.9,600.3,910.2,862.3,167.1,972.5,256.8,890.9
RT,220.2,232.9,552.7,581.9,440.5,577.2,288.0,299.6,568.4,263.5,66.2,245.8,568.8,469.2,458.5,343.3,709.9,673.7,673.0,502.2,369.5,702.4,721.6,724.9,721.0,641.5,462.6,685.1,661.0,295.9,599.3,251.9,303.6,197.9,660.3,680.3,576.8,286.3,429.1,296.0,263.0,258.7,261.2,754.4,755.4,365.7,469.5,277.0,144.2,116.8,105.8,249.5,48.5,634.8,556.4,658.6,1279.3,613.2,649.0,130.8,552.1,204.4,533.5,139.1,517.3,708.1,36.4,179.8,207.8,147.6,253.1,160.1,716.4,173.5,103.8,217.6,170.5,688.5,259.6,722.6,698.9,107.6,470.5,477.2,641.5,204.0,93.6,681.7,543.6,676.6,749.3,164.1,390.1,757.6,284.8,193.3,226.8,102.3,396.3,608.4,179.1,424.1,173.3,547.4,241.0,754.1,0.0,305.2,241.1,142.1,711.8,150.4,744.4,199.6,723.0,670.2,331.8,104.3,297.1,440.5,695.0,92.4,140.3,500.6,697.4,633.4,742.4,704.8,265.8,426.9,720.8,490.4,756.9,209.4,99.0,248.5,280.5,232.8,610.9,132.1,432.3,650.0,666.1,444.6,293.0,175.2,647.7,82.3,681.7,276.0,559.6,42.0,417.7,163.3,152.4,724.5,262.6,502.4,144.0
RW,177.6,64.8,771.8,801.0,659.6,753.6,136.1,88.2,787.5,89.3,328.9,107.1,787.9,688.3,677.6,624.0,898.7,862.5,892.1,765.1,510.7,891.2,968.3,913.7,909.8,860.6,681.7,904.2,907.7,540.2,818.4,532.6,566.3,478.6,849.1,898.1,765.6,18.5,673.3,9.9,162.9,120.0,69.2,943.2,974.5,631.7,688.6,30.6,424.9,296.0,284.9,137.9,311.2,917.4,775.5,877.7,1234.7,832.3,837.8,174.2,771.2,108.7,752.6,419.8,736.4,976.9,288.4,208.9,488.5,330.8,153.0,227.9,905.2,454.2,366.5,134.0,179.6,960.6,63.5,939.2,979.6,313.9,689.6,696.3,830.3,171.0,228.4,900.8,762.7,957.3,938.1,426.8,656.1,946.4,73.4,200.9,507.5,239.7,484.3,797.2,441.8,690.1,340.9,766.5,521.7,973.2,311.5,0.0,102.4,236.6,970.7,300.0,931.8,108.3,875.7,859.0,549.1,217.4,8.6,502.1,944.3,259.8,289.9,719.7,886.2,914.1,931.2,929.2,34.8,646.0,909.6,709.5,921.4,490.1,361.7,116.5,23.9,94.1,830.0,311.3,651.4,930.7,854.9,663.7,81.6,324.8,866.8,249.7,952.4,128.5,778.7,304.7,683.7,330.9,181.5,898.1,60.5,721.5,209.5
SA,75.1,36.2,755.4,784.6,643.2,779.9,107.0,120.9,771.1,123.6,250.9,4.6,771.5,671.9,661.2,546.0,912.6,876.4,875.7,704.9,571.7,905.1,924.3,927.6,923.7,844.2,665.3,887.8,863.7,462.2,802.0,454.6,488.3,400.6,863.0,883.0,779.5,107.6,631.8,99.3,60.4,17.6,64.5,957.1,958.1,568.4,672.2,80.3,346.9,218.0,206.9,35.4,233.2,837.5,759.1,861.3,1132.2,815.9,851.7,96.2,754.8,98.4,736.2,341.8,720.0,910.8,210.4,130.9,410.5,252.8,50.5,149.9,919.1,376.2,288.5,56.0,101.6,882.6,97.8,925.3,901.6,235.9,673.2,679.9,844.2,93.0,150.4,884.4,746.3,879.3,952.0,348.8,592.8,960.3,106.1,98.4,429.5,161.7,545.3,811.1,363.8,626.8,262.9,750.1,443.7,956.8,233.5,108.5,0.0,158.6,914.5,222.0,945.7,30.3,925.7,872.9,534.5,139.4,117.1,563.1,897.7,181.8,211.9,703.3,900.1,846.7,945.1,907.5,69.1,629.6,923.5,693.1,959.6,412.1,283.7,150.8,101.8,8.2,813.6,233.3,635.0,852.7,868.8,647.3,114.3,246.8,850.4,171.7,884.4,68.3,762.3,226.7,620.4,252.9,103.5,927.2,94.8,705.1,131.5
SJ,185.2,165.2,677.0,706.2,564.8,689.1,256.6,231.9,692.7,195.8,190.5,178.1,693.1,593.5,582.8,467.6,834.2,798.0,797.3,626.5,493.8,826.7,845.9,849.2,845.3,765.8,586.9,809.4,785.3,420.2,723.6,376.2,427.9,322.2,784.6,804.6,701.1,218.6,553.4,228.3,228.0,191.0,193.5,878.7,872.2,490.0,593.8,209.3,268.5,108.7,97.6,208.9,172.8,759.1,680.7,782.9,1290.1,737.5,773.3,130.1,676.4,136.7,657.8,263.4,641.6,832.4,101.1,164.8,332.1,143.5,218.1,17.9,840.7,297.8,228.1,149.9,135.5,804.2,191.9,846.9,823.2,126.6,594.8,601.5,765.8,169.0,41.1,806.0,667.9,800.9,873.6,288.4,514.4,881.9,217.1,161.9,351.1,84.7,520.6,732.7,303.4,548.4,176.0,671.7,365.3,878.4,124.2,237.5,173.4,0.0,836.1,145.0,867.3,131.9,847.3,794.5,456.1,30.1,229.4,564.8,819.3,72.5,134.9,624.9,821.7,768.3,866.7,834.6,198.1,551.2,845.1,614.7,888.4,333.7,223.3,180.8,212.8,165.1,735.2,124.0,556.6,774.3,790.4,568.9,225.3,169.8,772.0,62.4,796.0,208.3,683.9,166.3,542.0,166.0,137.4,848.8,194.9,626.7,54.5
SL,930.9,943.6,458.5,372.9,513.2,329.2,1002.3,990.5,455.4,974.2,739.4,956.5,406.8,541.9,498.8,673.2,207.0,282.5,315.4,455.6,549.9,237.8,184.9,229.1,197.0,309.7,535.3,327.5,124.3,484.1,351.2,530.7,623.3,603.4,324.3,161.6,324.2,997.0,421.6,1006.7,973.7,969.4,971.9,235.3,356.4,609.0,542.2,987.7,657.7,864.5,853.5,960.2,739.2,152.5,383.9,292.6,1622.5,325.2,307.2,841.5,595.0,915.1,420.5,669.5,441.8,138.2,784.1,890.5,666.1,895.3,963.8,907.8,201.2,663.8,690.5,928.3,881.2,116.8,970.3,203.9,90.8,855.3,543.2,482.3,314.7,914.7,841.3,321.4,467.6,122.3,284.7,730.3,590.5,229.9,975.7,907.6,711.3,850.0,576.7,357.8,736.7,624.5,921.0,472.2,541.4,344.8,747.6,1015.9,951.8,889.8,0.0,898.1,257.5,910.3,204.3,286.0,512.2,852.0,1007.8,703.1,176.3,840.1,888.0,576.2,169.7,171.0,280.3,186.1,976.5,489.3,258.7,586.4,242.8,592.5,695.3,959.2,991.2,943.5,322.9,879.8,505.0,147.3,318.5,517.3,983.9,922.9,303.5,830.0,163.0,986.7,451.6,732.7,618.1,911.0,863.1,226.7,973.3,457.1,891.7
SM,220.4,200.4,708.6,737.8,596.4,733.1,291.8,267.1,724.3,231.0,222.1,213.3,724.7,625.1,614.4,499.2,865.8,829.6,828.9,658.1,525.4,858.3,877.5,880.8,876.9,797.4,618.5,841.0,816.9,451.8,755.2,407.8,459.5,353.8,816.2,836.2,732.7,253.8,585.0,263.5,263.2,226.2,228.7,910.3,911.3,521.6,625.4,244.5,300.1,104.6,112.7,244.1,204.4,790.7,712.3,814.5,1325.3,769.1,804.9,165.3,708.0,171.9,689.4,295.0,673.2,864.0,117.8,200.0,363.7,158.6,253.3,128.1,872.3,329.4,259.7,185.1,170.7,835.8,227.1,878.5,854.8,141.7,626.4,633.1,797.4,204.2,103.3,837.6,699.5,832.5,905.2,320.0,546.0,913.5,252.3,197.1,382.7,55.7,552.2,764.3,335.0,580.0,70.5,703.3,396.9,910.0,155.8,272.7,208.6,151.8,867.7,0.0,898.9,167.1,878.9,826.1,487.7,114.0,264.6,596.4,850.9,83.7,9.2,656.5,853.3,799.9,898.3,860.7,233.3,582.8,876.7,646.3,912.8,365.3,254.9,216.0,248.0,200.3,766.8,89.3,588.2,805.9,822.0,600.5,260.5,24.7,803.6,93.8,837.6,243.5,715.5,197.9,573.6,60.5,172.6,880.4,230.1,658.3,79.2
SP,926.6,939.3,412.1,326.5,472.7,276.3,994.4,950.0,409.0,969.9,726.4,952.2,360.4,504.1,452.4,632.7,189.2,316.2,269.0,409.2,509.4,33.2,252.0,234.1,179.2,254.0,494.8,281.1,191.4,443.6,304.8,490.2,582.8,562.9,305.5,112.9,283.7,928.4,408.7,1002.4,969.4,965.1,967.6,217.5,302.5,568.5,504.4,986.1,617.2,860.2,849.2,955.9,734.9,201.1,328.2,236.9,1611.6,281.5,294.2,837.2,548.6,910.8,374.1,622.3,395.4,71.9,779.8,886.2,625.6,891.0,959.5,906.2,91.6,623.3,677.5,924.0,876.9,137.2,968.7,76.8,223.0,851.0,502.7,435.9,289.4,910.4,837.0,265.7,421.2,170.0,52.2,717.3,550.0,212.1,935.2,899.7,670.8,848.4,536.2,253.6,696.2,584.0,916.7,425.8,500.9,298.4,746.0,948.6,947.5,888.2,212.1,893.8,0.0,906.0,157.9,319.7,474.4,847.7,939.2,662.6,111.7,835.8,883.7,529.8,151.9,213.2,314.0,115.6,972.2,442.9,292.4,522.6,203.6,552.0,682.3,954.9,922.6,939.2,276.5,875.5,464.5,195.0,352.2,476.8,943.4,918.6,247.8,825.7,118.3,982.4,405.2,728.4,577.6,906.7,858.8,180.3,969.0,410.7,887.4
SQ,120.9,33.2,725.0,754.2,612.8,749.5,147.8,99.9,740.7,120.6,220.5,46.1,741.1,641.5,630.8,515.6,882.2,846.0,845.3,674.5,550.7,874.7,893.9,897.2,893.3,813.8,634.9,857.4,833.3,431.8,771.6,424.2,457.9,370.2,832.6,852.6,749.1,86.6,601.4,96.3,101.9,59.0,61.5,926.7,927.7,538.0,641.8,77.3,316.5,187.6,176.5,76.9,202.8,807.1,728.7,830.9,1173.7,785.5,821.3,65.8,724.4,68.0,705.8,311.4,689.6,880.4,180.0,100.5,380.1,222.4,92.0,119.5,888.7,345.8,258.1,25.6,71.2,852.2,94.8,894.9,871.2,205.5,642.8,649.5,813.8,62.6,120.0,854.0,715.9,848.9,921.6,318.4,562.4,929.9,85.1,97.6,399.1,131.3,524.3,780.7,333.4,596.4,232.5,719.7,413.3,926.4,203.1,105.5,41.4,128.2,884.1,191.6,915.3,0.0,895.3,842.5,504.1,109.0,97.4,542.1,867.3,151.4,181.5,672.9,869.7,816.3,914.7,877.1,66.1,599.2,893.1,662.7,929.2,381.7,253.3,112.1,80.8,33.1,783.2,202.9,604.6,822.3,838.4,616.9,93.3,216.4,820.0,141.3,854.0,76.3,731.9,196.3,590.0,222.5,73.1,896.8,91.8,674.7,101.1
SX,863.6,876.3,270.0,184.4,409.7,225.7,935.0,887.0,266.9,906.9,663.4,889.2,218.3,418.4,310.3,569.7,124.9,258.7,111.0,267.1,446.4,135.4,194.5,139.9,136.0,105.3,431.8,123.1,133.9,380.6,162.7,427.2,519.8,499.9,242.5,124.3,220.7,865.4,345.7,939.4,906.4,902.1,904.6,169.4,152.0,505.5,438.7,920.4,554.2,797.2,786.2,892.9,671.9,143.6,179.5,88.2,1481.7,136.7,231.2,774.2,406.5,847.8,232.0,559.3,253.3,176.0,716.8,823.2,562.6,828.0,896.5,840.5,149.4,560.3,614.5,861.0,813.9,147.8,903.0,166.6,191.8,788.0,417.1,293.8,223.7,847.4,774.0,117.0,279.1,169.5,182.3,654.3,487.0,172.6,872.2,840.3,607.8,782.7,473.2,190.6,633.2,521.0,853.7,283.7,437.9,156.3,680.3,885.6,884.5,822.5,204.7,830.8,176.0,843.0,0.0,262.2,408.7,784.7,876.2,596.4,139.0,772.8,820.7,387.7,112.4,158.5,256.5,148.8,909.2,300.8,234.9,397.9,38.4,489.0,619.3,891.9,859.6,876.2,134.4,812.5,401.5,164.5,248.3,413.8,880.4,855.6,99.1,762.7,149.6,919.4,263.1,665.4,514.6,843.7,795.8,22.3,906.0,268.6,824.4
SY,868.8,881.5,508.5,422.9,414.9,230.9,940.2,892.2,505.4,912.1,668.6,894.4,456.8,443.6,432.9,574.9,277.3,3.4,365.4,476.6,451.6,269.8,226.1,292.3,288.4,359.7,437.0,377.5,165.5,385.8,401.2,432.4,525.0,505.1,74.3,221.0,225.9,870.6,425.1,944.6,911.6,907.3,909.8,321.8,406.4,510.7,443.9,925.6,559.4,802.4,791.4,898.1,677.1,133.4,433.9,342.6,1486.9,375.2,21.2,779.4,526.5,853.0,470.5,564.5,491.7,261.6,722.0,828.4,567.8,833.2,901.7,845.7,283.8,565.5,619.7,866.2,819.1,240.2,908.2,263.3,248.0,793.2,444.9,451.6,28.6,852.6,779.2,371.4,517.6,225.7,316.7,659.5,492.2,325.0,877.4,845.5,613.0,787.9,478.4,71.7,638.4,526.2,858.9,521.8,443.1,394.8,685.5,890.8,889.7,827.7,260.9,836.0,310.4,848.2,254.3,0.0,413.9,789.9,881.4,604.8,235.7,778.0,825.9,475.0,264.8,184.7,147.5,245.5,914.4,401.3,125.9,464.8,292.8,494.2,624.5,897.1,864.8,881.4,372.9,817.7,406.7,190.7,80.1,419.0,885.6,860.8,353.5,767.9,222.4,924.6,501.6,670.6,519.8,848.9,801.0,276.7,911.2,476.8,829.6
TC,482.3,495.0,287.5,316.7,175.3,323.6,553.7,561.7,303.2,525.6,282.1,507.9,303.6,204.0,193.3,206.4,456.3,420.1,407.8,237.0,37.6,448.8,525.9,471.3,467.4,376.3,197.4,419.9,465.3,186.0,334.1,65.1,156.5,118.6,406.7,471.9,323.2,548.4,230.9,558.1,525.1,520.8,523.3,500.8,490.2,82.5,204.3,539.1,172.9,415.9,404.9,511.6,290.6,475.0,291.2,393.4,1328.6,348.0,395.4,392.9,286.9,466.5,268.3,178.0,252.1,534.5,335.5,441.9,181.3,446.7,515.2,459.2,462.8,179.0,233.2,479.7,432.6,481.1,521.7,496.8,539.2,406.7,205.3,212.0,387.9,466.1,392.7,416.5,278.4,500.9,495.7,273.0,106.9,504.0,546.9,459.0,226.5,401.4,64.4,354.8,251.9,140.9,472.4,282.2,75.8,488.9,299.0,567.3,503.2,441.2,528.3,449.5,489.4,461.7,468.3,416.6,0.0,403.4,559.2,108.6,501.9,391.5,439.4,235.4,443.8,489.9,488.8,492.1,527.9,161.7,467.2,225.2,498.9,107.7,238.0,510.6,542.6,494.9,345.7,431.2,167.1,495.9,412.5,179.4,555.1,474.3,382.5,381.4,481.0,538.1,294.4,284.1,134.5,462.4,414.5,459.3,524.7,237.2,443.1
TD,157.9,137.9,646.8,676.0,534.6,671.3,229.3,204.6,662.5,168.5,160.3,150.8,662.9,563.3,552.6,437.4,804.0,767.8,767.1,596.3,463.6,796.5,815.7,819.0,815.1,735.6,556.7,779.2,755.1,390.0,693.4,346.0,397.7,292.0,754.4,774.4,670.9,191.3,523.2,201.0,200.7,163.7,166.2,848.5,849.5,459.8,563.6,182.0,238.3,78.5,67.4,181.6,142.6,728.9,650.5,752.7,1262.8,707.3,743.1,102.8,646.2,109.4,627.6,233.2,611.4,802.2,70.9,137.5,301.9,113.3,190.8,55.7,810.5,267.6,197.9,122.6,108.2,774.0,164.6,816.7,793.0,96.4,564.6,571.3,735.6,141.7,10.9,775.8,637.7,770.7,843.4,258.2,484.2,851.7,189.8,134.6,320.9,70.2,490.4,702.5,273.2,518.2,145.8,641.5,335.1,848.2,94.0,210.2,146.1,37.7,805.9,122.9,837.1,104.6,817.1,764.3,425.9,0.0,202.1,534.6,789.1,42.3,112.8,594.7,791.5,738.1,836.5,798.9,170.8,521.0,814.9,584.5,851.0,303.5,193.1,153.5,185.5,137.8,705.0,93.8,526.4,744.1,760.2,538.7,198.0,147.7,741.8,32.2,775.8,181.0,653.7,136.1,511.8,135.8,110.1,818.6,167.6,596.5,45.2
TE,187.0,74.2,763.2,792.4,651.0,757.4,127.5,79.6,778.9,98.7,327.5,116.5,779.3,679.7,669.0,622.6,890.1,853.9,883.5,756.5,502.1,882.6,959.7,905.1,901.2,852.0,673.1,895.6,899.1,538.8,809.8,531.2,564.9,477.2,840.5,889.5,757.0,9.9,664.7,19.3,172.3,129.4,78.6,934.6,965.9,623.1,680.0,39.9,423.5,294.6,283.5,147.3,309.8,908.8,766.9,869.1,1244.1,823.7,829.2,172.8,762.6,118.1,744.0,418.4,727.8,968.3,287.0,207.5,487.1,329.4,162.4,226.5,896.6,452.8,365.1,132.6,178.2,913.0,72.9,930.6,973.0,312.5,681.0,687.7,821.7,169.6,227.0,892.2,754.1,955.9,929.5,425.4,647.5,937.8,64.8,210.3,506.1,238.3,475.7,788.6,440.4,681.5,339.5,757.9,520.3,964.6,310.1,9.3,111.8,235.2,962.1,298.6,923.2,106.9,867.1,850.4,540.5,216.0,0.0,493.5,935.7,258.4,288.5,711.1,877.6,923.3,922.6,925.9,44.2,637.4,901.0,700.9,905.6,488.7,360.3,125.9,15.3,103.5,821.4,309.9,642.8,929.3,846.3,655.1,73.0,323.4,858.2,248.3,914.8,119.9,770.1,303.3,675.1,329.5,180.1,889.5,69.9,712.9,208.1
TL,590.8,603.5,394.1,423.3,263.9,432.1,662.2,529.0,409.8,634.1,390.6,616.4,410.2,292.6,299.9,314.9,564.8,528.6,514.4,343.6,70.0,557.3,634.4,579.8,575.9,482.9,286.0,526.5,573.8,294.5,440.7,173.6,265.0,227.1,515.2,564.2,431.7,507.4,339.4,537.5,633.6,629.3,631.8,609.3,596.8,191.0,292.9,647.6,281.4,524.4,513.4,620.1,399.1,583.5,397.8,500.0,1437.1,454.6,503.9,501.4,375.5,575.0,374.9,286.5,358.7,643.0,444.0,550.4,289.8,555.2,623.7,567.7,571.3,287.5,341.7,588.2,541.1,587.7,630.2,605.3,647.7,515.2,293.9,318.6,496.4,574.6,501.2,523.1,385.0,609.4,604.2,381.5,215.4,612.5,514.2,567.5,335.0,509.9,43.6,463.3,360.4,249.4,580.9,388.8,184.3,595.5,407.5,527.6,611.7,549.7,636.8,558.0,597.9,570.2,574.9,525.1,108.4,511.9,518.2,0.0,610.4,500.0,547.9,324.0,552.3,598.4,597.3,600.6,636.4,268.3,575.7,313.8,598.3,216.2,346.5,619.1,501.6,603.4,452.3,539.7,255.7,604.4,521.0,268.0,522.4,582.8,489.1,489.9,589.5,646.6,401.0,392.6,243.0,570.9,523.0,565.9,633.2,343.8,551.6
TU,894.7,907.4,373.4,287.8,452.0,268.0,966.1,929.3,370.3,938.0,703.2,920.3,321.7,521.8,413.7,612.0,103.9,230.9,230.3,370.5,488.7,78.4,166.7,148.8,93.9,224.6,474.1,242.4,106.1,422.9,266.1,469.5,562.1,542.2,272.7,14.6,263.0,907.7,385.4,970.5,937.5,933.2,935.7,132.2,271.3,547.8,481.0,951.5,596.5,828.3,817.3,924.0,703.0,115.8,298.8,207.5,1524.0,240.1,255.6,805.3,509.9,878.9,335.4,601.6,356.7,164.1,747.9,854.3,604.9,859.1,927.6,871.6,24.8,602.6,654.3,892.1,845.0,120.0,934.1,51.8,243.1,819.1,520.5,397.2,263.1,878.5,805.1,236.3,382.5,141.7,145.3,694.1,529.3,126.8,914.5,871.4,650.1,813.8,515.5,232.9,675.5,563.3,884.8,387.1,480.2,259.7,711.4,927.9,915.6,853.6,232.2,861.9,119.0,874.1,119.2,234.4,451.0,815.8,918.5,641.9,0.0,803.9,851.8,491.1,66.6,130.7,228.7,9.8,940.3,404.2,207.1,501.3,157.7,531.3,659.1,923.0,901.9,907.3,237.8,843.6,443.8,136.7,266.9,456.1,922.7,886.7,218.4,793.8,190.1,950.5,366.5,696.5,556.9,874.8,826.9,141.6,937.1,372.0,855.5
UA,197.1,177.1,645.9,675.1,533.7,658.0,264.9,243.8,661.6,207.7,159.4,190.0,662.0,562.4,551.7,436.5,803.1,766.9,766.2,595.4,462.7,795.6,814.8,818.1,814.2,734.7,555.8,778.3,754.2,389.1,692.5,345.1,396.8,291.1,753.5,789.7,670.0,230.5,522.3,240.2,239.9,202.9,205.4,847.6,848.6,458.9,562.7,221.2,237.4,36.1,25.0,220.8,141.7,728.0,649.6,751.8,1302.0,706.4,742.2,142.0,645.3,148.6,626.7,232.3,610.5,801.3,48.1,176.7,301.0,70.9,230.0,94.9,809.6,266.7,197.0,161.8,147.4,781.7,203.8,815.8,792.1,54.0,563.7,570.4,734.7,180.9,28.4,774.9,636.8,769.8,842.5,257.3,483.3,850.8,229.0,170.2,320.0,55.1,489.5,701.6,272.3,517.3,103.4,640.6,334.2,847.3,93.1,249.4,185.3,76.9,805.0,80.5,836.2,143.8,816.2,763.4,425.0,39.1,241.3,533.7,788.2,0.0,70.4,593.8,790.6,737.2,835.6,803.5,210.0,520.1,814.0,583.6,857.3,302.6,192.2,192.7,224.7,177.0,704.1,51.4,525.5,743.2,759.3,537.8,237.2,105.3,740.9,10.1,764.9,220.2,652.8,135.2,510.9,93.4,149.3,817.7,206.8,595.6,84.4
UB,211.1,191.1,699.3,728.5,587.1,723.8,282.5,257.8,715.0,221.7,212.8,204.0,715.4,615.8,605.1,489.9,856.5,820.3,819.6,648.8,516.1,849.0,868.2,871.5,867.6,788.1,609.2,831.7,807.6,442.5,745.9,398.5,450.2,344.5,806.9,826.9,723.4,244.5,575.7,254.2,253.9,216.9,219.4,901.0,894.5,512.3,616.1,235.2,290.8,95.3,103.4,234.8,195.1,781.4,703.0,805.2,1316.0,759.8,795.6,156.0,698.7,162.6,680.1,285.7,663.9,854.7,108.5,190.7,354.4,149.3,244.0,118.8,863.0,320.1,250.4,175.8,161.4,826.5,217.8,869.2,845.5,132.4,617.1,623.8,788.1,194.9,94.0,828.3,690.2,823.2,895.9,310.7,536.7,904.2,243.0,184.2,373.4,46.4,542.9,755.0,325.7,570.7,61.2,694.0,387.6,900.7,146.5,263.4,199.3,142.5,858.4,10.0,889.6,157.8,869.6,816.8,478.4,104.7,255.3,587.1,841.6,74.4,0.0,647.2,844.0,780.0,889.0,856.9,224.0,573.5,867.4,637.0,910.7,356.0,245.6,206.7,238.7,191.0,757.5,80.0,578.9,796.6,812.7,591.2,251.2,34.8,794.3,84.5,818.3,234.2,706.2,188.6,564.3,51.2,163.3,871.1,220.8,649.0,69.9
UD,677.2,689.9,136.5,212.2,93.5,458.1,748.6,756.6,314.0,720.5,477.0,702.8,310.6,30.6,204.1,401.3,497.4,631.2,418.6,247.8,279.2,507.9,567.0,512.4,508.5,387.1,115.6,430.7,506.4,398.9,314.0,260.0,351.4,313.5,541.2,496.8,457.7,743.3,365.4,753.0,720.0,715.7,718.2,541.9,501.0,295.4,122.5,734.0,367.8,610.8,599.8,706.5,485.5,516.1,302.0,404.2,1463.1,288.0,529.9,587.8,51.4,661.4,279.1,372.9,154.0,548.5,530.4,636.8,376.2,641.6,710.1,654.1,521.9,373.9,428.1,674.6,627.5,520.3,716.6,539.1,564.3,601.6,29.3,194.5,522.4,661.0,587.6,427.3,127.4,542.0,554.8,467.9,319.8,545.1,741.8,653.9,421.4,596.3,306.0,489.3,446.8,353.8,667.3,113.9,270.7,345.6,493.9,762.2,698.1,636.1,577.2,644.4,548.5,656.6,408.3,634.7,241.5,598.3,754.1,358.0,511.5,586.4,634.3,0.0,484.9,531.0,629.0,521.3,722.8,172.5,607.4,10.2,446.8,302.6,432.9,705.5,737.5,689.8,285.7,626.1,85.3,537.0,547.0,52.4,750.0,669.2,393.3,576.3,522.1,733.0,143.4,479.0,347.4,657.3,609.4,430.7,719.6,169.3,638.0
