from_stop,AD,AE,AH,AJ,AL,AO,AQ,AR,AX,AY,BH,BJ,BL,BO,BR,CB,CH,CJ,CK,CL,CP,CQ,CS,CY,DA,DH,DJ,DM,DN,DO,DT,DW,DX,EB,EC,EG,EH,EQ,EU,EX,EZ,FG,FM,FN,FO,FT,FU,GE,GG,GH,GI,GJ,GT,GV,HD,HG,HJ,HK,HQ,HR,HT,HY,IB,IC,ID,IN,IU,IV,IW,IX,JA,JK,JS,KJ,KL,KN,KS,KV,LF,LG,LJ,LM,LV,ME,MF,MH,MN,MY,NB,NC,NG,NH,NK,NL,NM,NO,NT,NW,NZ,OB,OE,OG,OI,OJ,OL,OP,OS,OT,OV,OY,PA,PE,PG,PH,PI,PO,PR,PS,PT,QG,QJ,QO,QP,QX,RB,RC,RJ,RM,RN,RP,RS,RT,RW,SA,SN,SS,ST,SU,SX,SY,SZ,TS,TT,TU,TW,TX,UB,UF,UJ,UQ,UT,UU,UX,VA,VK,VQ,VV,VZ,WI,WM,WN,WQ,WY,XH,XI,XN,XO,XQ,XZ,YG,YJ,YL,YN,YT,ZB,ZF,ZG,ZJ,ZQ,ZU
OP,377.1,843.4,21.5,880.0,907.7,350.7,1071.5,884.4,127.1,505.7,1568.4,1536.8,184.5,1528.6,460.0,1623.3,102.7,259.3,1048.2,432.2,563.0,181.3,2277.2,1471.8,212.2,395.2,995.5,493.7,1606.1,267.8,999.3,473.0,306.7,1482.3,275.0,829.0,187.4,1465.6,826.0,1496.5,835.3,38.4,301.0,860.7,389.9,422.1,355.6,161.7,907.0,1521.8,567.5,332.1,331.9,576.4,204.1,372.4,519.7,496.3,900.4,392.7,436.7,350.2,337.0,478.2,313.8,753.7,75.0,1618.3,548.0,1067.3,927.4,147.1,479.7,249.5,1536.0,969.8,1544.9,321.1,1522.4,1549.0,1015.3,1026.7,451.8,1619.3,478.0,379.4,1225.7,1080.5,988.7,282.2,233.2,848.9,534.5,436.2,282.3,1399.8,379.3,284.9,976.1,324.9,256.7,728.1,494.7,147.1,258.6,0.0,467.1,956.4,248.3,677.7,562.3,1056.8,1520.1,776.9,1454.4,896.8,1024.2,262.5,209.1,191.3,1045.4,249.1,284.5,1511.4,548.0,299.5,1566.6,1636.0,1515.3,696.0,871.2,945.0,472.4,647.5,472.2,192.7,455.2,1507.0,368.4,397.9,1553.9,1533.2,466.2,881.2,204.4,1537.3,428.3,485.8,489.7,396.7,832.7,511.6,200.6,768.4,277.6,489.3,1028.9,468.4,1545.8,933.0,528.8,1508.9,1538.2,979.2,476.6,1442.9,376.7,801.9,522.2,1520.7,57.8,279.9,206.1,1537.2,1051.8,740.6,1042.4,1494.0,587.8,1528.0
OS,121.1,881.1,502.2,850.4,947.9,255.1,797.1,854.8,369.4,189.2,1430.4,1498.3,424.9,1390.6,157.6,1584.8,393.8,334.1,828.2,261.1,408.3,345.2,2136.7,1333.8,316.1,402.8,848.3,356.7,1567.6,341.1,974.2,541.1,380.0,1344.3,318.4,799.4,358.5,1327.6,796.4,1358.5,805.7,460.8,357.0,831.1,149.0,468.8,283.9,438.3,950.5,1483.3,625.7,274.3,237.1,644.5,308.9,283.6,521.4,466.7,983.3,169.3,503.5,322.7,338.7,484.1,253.8,745.4,425.6,1579.8,518.4,854.0,893.3,444.6,547.8,343.9,1450.7,914.5,1414.0,282.0,1437.1,1411.0,931.9,992.6,191.8,1580.8,151.9,180.1,1124.8,806.1,959.1,311.2,440.7,834.0,397.5,299.2,311.1,1261.8,170.8,308.4,922.6,267.3,352.2,698.5,178.2,379.9,307.5,505.6,0.0,976.8,345.1,628.1,615.9,866.4,1382.1,747.3,1316.4,867.2,865.3,318.5,385.4,402.6,1011.3,344.3,308.9,1373.4,518.4,214.3,1528.1,1489.3,1377.3,689.9,851.8,953.7,222.4,597.9,530.4,414.4,148.3,1369.0,177.0,189.4,1415.9,1395.2,199.1,924.0,490.7,1406.4,223.6,401.9,536.4,464.8,891.5,359.1,393.6,760.1,417.3,257.1,858.3,277.3,1492.2,923.5,499.2,1370.9,1484.6,893.0,9.4,1304.9,322.3,772.3,385.2,1382.7,443.4,335.9,496.9,1442.6,1019.7,711.0,871.8,1356.0,655.9,1442.7
OT,849.7,214.6,884.2,183.4,65.6,1069.4,201.0,78.8,777.6,1002.7,828.1,792.4,858.5,788.3,953.4,883.0,802.0,1034.6,181.7,1086.0,1107.3,811.7,1563.7,731.5,785.4,523.5,119.9,1152.5,861.6,807.6,98.9,684.3,846.5,742.0,1050.3,492.0,744.7,729.5,402.2,760.4,316.1,848.0,639.8,414.2,862.5,614.0,999.7,871.9,162.7,777.3,751.8,1089.2,838.8,856.3,868.4,1079.4,660.4,534.0,45.3,965.1,621.0,976.3,530.3,622.8,859.7,727.8,819.2,873.8,549.2,191.6,71.6,846.2,727.3,1024.8,795.7,146.9,848.8,883.7,782.1,808.7,134.1,135.3,987.6,874.8,976.8,833.4,501.5,210.0,492.1,1059.8,907.2,308.1,1193.3,1095.0,1057.6,659.5,966.6,1064.4,120.6,1041.5,928.5,465.5,1006.4,813.5,778.2,887.9,873.6,0.0,1023.6,678.9,814.9,176.9,779.8,399.6,714.1,91.2,201.3,678.4,980.1,966.8,162.1,1024.4,1059.8,771.1,553.4,947.8,822.1,887.0,775.0,760.6,242.4,26.6,1018.2,648.7,656.5,848.0,927.8,770.9,778.7,985.2,813.6,792.9,1024.0,764.0,746.1,841.2,1019.4,1197.7,671.9,680.8,203.9,1154.9,980.1,742.5,1052.9,1082.0,153.3,1106.4,805.5,184.4,530.0,768.6,797.9,161.6,883.1,702.6,642.3,464.9,1185.2,784.6,826.4,708.4,963.4,801.1,362.3,503.1,166.8,753.7,858.4,787.7
OV,317.8,958.4,270.1,995.0,1113.9,102.3,963.1,999.4,361.2,341.0,1596.4,1664.3,338.6,1556.6,243.9,1750.8,336.8,10.9,994.2,183.8,296.9,308.4,2302.7,1499.8,339.3,547.4,1014.3,245.3,1733.6,315.3,1140.2,659.2,354.2,1510.3,26.6,944.0,421.5,1493.6,941.0,1524.5,950.3,272.5,475.1,975.7,345.7,586.9,238.8,315.8,1022.0,1649.3,749.7,83.7,279.3,762.6,198.9,124.0,666.0,611.3,1149.3,144.3,621.6,277.6,483.3,628.7,261.2,890.0,309.1,1745.8,663.0,1020.0,1059.3,292.3,665.9,1.1,1616.7,1080.5,1580.0,268.5,1603.1,1577.0,1097.9,1158.6,203.4,1746.8,314.0,337.6,1290.8,972.1,1103.7,33.8,191.4,1066.0,286.1,187.8,33.9,1427.8,224.1,36.5,1088.6,76.5,148.3,843.1,330.7,344.4,306.1,248.5,318.7,1142.8,0.0,772.7,772.8,1032.4,1548.1,891.9,1482.4,1011.8,1031.3,436.6,40.2,57.4,1177.3,0.8,36.1,1539.4,663.0,169.2,1694.1,1655.3,1543.3,834.5,1083.8,1119.7,224.0,742.5,648.5,346.8,277.6,1535.0,344.5,242.7,1581.9,1561.2,217.8,1024.3,407.7,1572.4,179.9,282.0,661.7,582.9,947.7,247.7,48.4,904.7,72.1,240.9,1024.3,220.0,1658.2,1089.5,643.8,1536.9,1650.6,1059.0,328.2,1470.9,445.9,916.9,273.8,1548.7,291.9,454.0,151.4,1608.6,1185.7,855.6,1037.8,1522.0,774.0,1608.7
OY,596.4,570.9,618.7,607.5,635.2,816.1,799.0,611.9,512.1,745.2,983.4,978.0,593.0,943.6,700.1,1064.5,536.5,781.3,775.7,832.7,950.8,558.4,1824.7,886.8,529.3,274.9,723.0,899.2,1047.3,554.3,726.8,263.7,593.2,897.3,797.0,329.0,475.0,880.6,474.0,911.5,562.8,578.3,379.2,373.8,609.2,314.0,746.4,606.4,634.5,963.0,200.2,835.3,585.5,230.9,615.1,826.1,157.9,241.5,627.9,711.8,270.9,723.0,277.0,235.7,602.2,176.9,549.5,1059.5,118.8,794.8,654.9,580.7,234.3,771.5,951.0,697.3,986.1,630.4,937.4,964.0,742.8,754.2,734.3,1060.5,723.5,580.1,696.9,808.0,407.8,804.2,653.9,576.4,940.0,841.7,804.3,814.8,713.3,806.9,703.6,788.2,676.5,339.2,753.1,548.0,520.7,622.4,620.3,683.9,770.3,0.0,181.0,784.3,935.1,504.4,869.4,624.3,751.7,417.8,731.1,713.3,772.9,771.1,806.5,926.4,118.8,690.3,1007.8,1077.2,930.3,119.2,598.7,672.5,764.9,19.6,235.4,582.5,674.5,922.0,525.4,731.9,968.9,948.2,770.7,321.4,503.5,978.5,766.1,944.4,268.7,297.8,560.2,901.6,722.6,191.6,799.6,828.7,756.4,848.9,960.8,660.5,196.5,923.9,953.2,706.7,629.8,857.9,389.0,273.8,927.7,935.7,560.9,447.8,710.1,952.2,493.0,327.2,769.9,909.0,262.1,943.0
PA,562.0,651.6,592.7,687.6,733.9,792.4,900.0,710.6,502.0,732.9,1023.7,1018.4,576.7,983.9,707.2,1104.8,526.4,771.4,853.1,804.8,917.8,548.5,1849.1,935.4,522.2,296.2,803.7,880.4,1087.6,544.4,833.8,199.6,583.3,937.6,787.1,369.3,464.9,920.9,476.6,960.1,502.8,552.3,283.5,414.1,585.5,228.9,722.7,592.2,713.1,1003.3,65.0,812.2,561.8,64.2,605.2,807.3,100.3,318.3,726.6,693.0,206.8,699.3,273.0,242.3,578.5,235.2,523.5,1099.8,257.9,875.4,753.6,554.7,188.2,761.6,999.6,778.0,1026.4,600.5,977.7,1004.3,841.5,852.9,715.5,1100.8,695.6,552.2,740.2,909.0,448.1,796.6,644.0,677.4,921.2,822.9,794.4,855.1,694.5,797.0,784.3,764.5,665.3,361.1,721.9,537.9,504.6,596.4,601.5,790.7,760.4,176.9,0.0,865.0,975.4,495.2,909.7,752.5,832.4,322.1,716.9,703.6,879.9,761.2,796.6,966.7,257.9,666.6,1048.1,1117.5,970.6,177.5,687.7,771.2,746.1,179.0,171.3,572.4,640.1,970.6,501.7,713.1,1009.2,988.5,742.8,362.7,407.8,1018.8,747.3,925.6,275.3,202.1,640.9,882.8,712.7,249.9,789.7,800.8,845.4,821.0,1001.1,739.1,335.6,964.2,993.5,805.4,611.0,898.2,409.7,314.1,908.9,976.0,534.9,352.1,700.2,992.5,541.6,344.3,850.6,949.3,49.6,983.3
PE,986.6,255.8,1021.1,224.6,218.8,1093.7,86.1,232.0,914.5,932.8,872.1,940.1,995.4,832.3,982.4,1026.5,938.9,1094.5,66.8,985.9,992.4,948.6,1578.4,775.5,922.3,660.4,68.2,1029.3,1009.3,944.5,201.5,821.2,983.4,786.0,1078.8,590.0,877.4,769.3,500.2,800.2,414.1,980.7,776.7,512.2,999.4,750.9,1136.6,1008.8,203.9,925.0,888.7,1074.6,975.7,959.5,1005.3,1044.0,797.3,670.9,198.5,1026.9,757.9,1113.2,667.2,759.7,992.4,850.4,951.9,1021.5,686.1,76.8,172.0,983.1,864.2,1104.3,892.4,149.8,855.7,1020.6,878.8,852.7,252.5,197.7,1049.4,1022.5,970.8,970.3,514.8,95.1,590.1,1069.3,1044.1,302.2,1022.5,1065.7,1071.5,703.5,1028.4,1068.8,157.9,1098.5,1065.4,563.5,942.8,950.4,910.9,1024.8,932.0,168.1,1105.5,848.9,913.3,0.0,823.8,536.5,758.1,206.8,154.3,815.3,1121.3,1103.7,216.4,1104.7,1069.3,815.1,686.1,1080.5,969.8,931.0,819.0,898.3,283.6,197.8,1054.3,785.6,793.4,984.9,1064.7,810.7,915.6,1013.1,857.6,836.9,1018.0,776.8,883.0,848.1,1081.2,1056.5,808.8,813.5,245.1,1043.3,1112.8,865.1,1177.7,1076.0,78.2,1022.1,933.9,229.9,666.9,812.6,926.3,262.0,921.2,746.6,779.2,562.9,1020.3,824.4,963.3,845.3,1100.3,884.3,458.5,601.1,91.7,797.7,960.2,884.4
PG,1479.5,873.7,1511.4,892.8,772.8,1616.4,720.9,837.3,1419.5,1336.8,161.9,175.6,1500.4,70.4,1386.4,238.2,1443.9,1517.0,752.0,1389.9,1396.4,1466.0,1552.0,163.8,1436.9,1140.7,822.2,1433.3,221.0,1461.9,802.6,1175.9,1500.8,152.8,1482.8,773.1,1382.4,173.2,773.2,59.2,724.9,1469.8,1201.0,684.4,1503.0,1146.4,1640.2,1509.7,871.5,143.9,1016.7,1479.1,1479.3,1027.0,1522.7,1448.0,974.4,1157.1,803.8,1430.9,1163.6,1616.8,1146.8,1181.1,1496.0,959.5,1441.0,233.2,1034.4,894.0,721.7,1472.2,1182.6,1507.2,104.7,855.7,233.4,1524.2,94.6,142.5,756.8,821.0,1453.4,258.1,1374.8,1469.7,506.7,729.9,743.4,1475.6,1472.9,858.0,1426.5,1481.8,1475.5,201.1,1432.4,1472.8,829.4,1582.6,1514.4,852.2,1346.8,1455.4,1428.3,1489.8,1336.0,794.5,1506.0,933.1,1061.6,883.5,0.0,878.5,184.4,849.7,789.1,1239.6,1466.8,1449.0,839.7,1506.8,1473.3,8.6,1034.4,1584.1,181.5,220.8,40.4,965.8,901.5,803.1,1458.3,935.2,1165.2,1489.9,1557.6,85.8,1419.2,1417.1,147.4,13.0,1422.0,844.3,1325.3,225.8,1485.2,1464.4,1214.0,1119.6,863.0,1490.2,1458.3,974.2,1535.3,1480.0,855.6,1426.1,53.2,897.5,1112.1,102.4,60.8,717.9,1325.2,175.8,1327.2,717.9,1424.3,165.1,1452.4,1269.6,1398.5,100.1,560.7,889.8,869.1,138.4,1027.7,55.5
PH,676.8,292.9,711.3,329.5,357.2,896.5,542.4,333.9,604.7,825.6,930.7,925.3,685.6,890.9,780.5,1011.8,629.1,861.7,497.7,913.1,1031.2,638.8,1773.5,834.1,609.7,350.6,445.0,979.6,994.6,634.7,448.8,511.4,673.6,844.6,877.4,210.1,567.6,827.9,103.5,858.8,284.8,670.9,466.9,193.9,689.6,441.1,826.8,699.0,356.5,910.3,526.6,915.7,665.9,557.3,695.5,906.5,484.3,361.1,349.9,792.2,448.1,803.4,357.4,449.9,682.6,444.5,642.1,1006.8,376.3,516.8,376.9,673.3,554.4,851.9,898.3,419.3,933.4,710.8,884.7,911.3,464.8,476.2,814.7,1007.8,803.9,660.5,675.2,551.4,362.5,884.6,734.3,319.8,1020.4,922.1,884.7,762.1,793.7,887.3,425.6,868.6,756.9,201.5,833.5,640.6,601.1,715.0,700.7,405.9,850.7,443.0,507.4,506.3,882.4,0.0,816.7,346.3,473.7,505.5,811.5,793.7,494.9,851.5,886.9,873.7,376.3,770.7,955.1,1024.5,877.6,463.6,320.7,394.5,845.3,445.1,483.6,675.1,754.9,869.3,605.8,812.3,916.2,895.5,851.1,485.4,573.2,925.8,846.5,1024.8,499.0,503.7,282.2,982.0,803.0,459.2,880.0,909.1,478.4,929.3,908.1,382.5,357.1,871.2,900.5,428.7,710.2,805.2,469.4,183.0,1008.1,883.0,653.5,535.5,790.5,899.5,440.3,239.2,491.9,856.3,557.1,890.3
PI,1310.2,808.8,1513.3,827.9,707.9,1432.8,656.0,772.4,1329.9,1271.9,213.3,177.5,1410.8,173.5,1321.5,264.0,1354.3,1433.6,687.1,1325.0,1331.5,1467.9,1542.7,47.6,1438.8,1075.8,757.3,1368.4,246.8,1463.8,737.7,1086.4,1502.7,58.1,1417.9,708.2,1292.8,11.1,708.3,141.4,660.0,1396.1,1202.9,619.5,1340.6,1148.3,1480.6,1424.2,806.6,162.5,951.8,1414.2,1357.4,1028.9,1524.6,1383.1,909.5,1092.2,738.9,1366.0,1165.5,1494.9,1081.9,1040.6,1374.1,869.7,1367.3,259.0,969.5,829.1,656.8,1398.5,1075.0,1443.4,141.4,790.8,235.3,1402.3,127.8,193.9,691.9,756.1,1388.5,260.0,1309.9,1300.4,441.8,665.0,661.9,1410.7,1474.8,793.1,1361.6,1404.8,1410.6,76.4,1367.5,1407.9,764.5,1437.6,1516.3,787.3,1281.9,1365.8,1430.2,1491.7,1271.1,729.6,1444.6,868.2,932.6,818.6,165.0,813.6,0.0,784.8,724.2,1241.5,1468.7,1450.9,774.8,1443.8,1408.4,156.3,969.5,1411.0,207.3,272.2,160.2,967.7,836.6,738.2,1393.4,870.3,1058.1,1400.3,1374.2,151.6,1297.3,1352.2,198.8,178.1,1357.1,846.2,1327.2,227.7,1420.3,1395.6,1073.6,1121.5,798.1,1382.4,1460.2,884.4,1516.8,1415.1,790.7,1361.2,182.9,832.6,1047.2,153.8,175.3,653.0,1260.3,18.7,1193.9,653.0,1359.4,91.3,1378.7,1271.5,1400.4,133.3,495.8,824.9,804.2,54.8,1029.6,133.4
PO,797.2,146.7,831.7,115.5,85.7,1016.9,210.0,16.3,725.1,946.0,869.6,833.9,806.0,829.8,900.9,920.3,749.5,982.1,178.3,1033.5,1151.6,759.2,1655.1,773.0,732.9,471.0,128.9,1100.0,903.1,755.1,161.2,631.8,794.0,783.5,997.8,439.5,688.0,766.8,349.7,797.7,263.6,791.3,587.3,361.7,810.0,561.5,947.2,819.4,94.8,818.8,699.3,1036.1,786.3,803.8,815.9,1026.9,607.9,481.5,62.3,912.6,568.5,923.8,477.8,570.3,803.0,675.3,762.5,915.3,496.7,200.7,133.9,793.7,674.8,972.3,837.2,103.2,880.2,831.2,823.6,850.2,196.4,197.6,935.1,916.3,924.3,780.9,506.3,223.9,439.6,1005.0,854.7,240.2,1140.8,1042.5,1005.1,701.0,914.1,1007.7,109.5,989.0,876.0,413.0,953.9,761.0,721.5,835.4,821.1,115.9,971.1,626.4,762.4,190.2,821.3,347.1,755.6,0.0,157.6,625.9,931.9,914.1,224.4,971.9,1007.3,812.6,496.7,891.1,863.6,928.5,816.5,708.1,174.5,106.9,965.7,596.2,604.0,795.5,875.3,808.2,726.2,932.7,855.1,834.4,971.5,711.5,693.6,872.6,966.9,1145.2,619.4,624.1,136.0,1102.4,923.4,690.0,1000.4,1029.5,162.3,1049.7,847.0,120.8,477.5,810.1,839.4,223.9,830.6,744.1,589.8,412.4,1128.5,821.9,773.9,655.9,910.9,838.4,387.1,450.6,175.8,795.2,805.9,829.2
PR,969.6,237.2,1004.1,206.6,221.9,1189.3,80.0,204.5,897.5,967.5,906.8,974.7,978.4,867.0,1017.1,1061.2,921.9,1154.5,107.3,1020.6,1027.1,931.6,1613.1,810.2,902.5,643.4,152.0,1064.0,1044.0,927.5,285.3,804.2,966.4,820.7,1113.5,571.4,860.4,804.0,481.6,834.9,395.5,963.7,759.7,493.6,982.4,733.9,1119.6,991.8,185.3,959.7,871.7,1109.8,958.7,910.1,988.3,1078.7,780.0,653.9,219.6,1085.0,740.9,1096.2,650.2,742.7,975.4,797.3,934.9,1056.2,669.1,157.7,255.8,966.1,847.2,1144.7,927.1,75.1,890.4,1003.6,913.5,887.4,336.3,281.5,1107.5,1057.2,1005.5,953.3,593.8,66.2,571.5,1106.3,1027.1,330.7,1057.2,1100.4,1106.2,738.2,1086.5,1103.5,99.9,1161.4,1049.7,544.9,977.5,933.4,893.9,1007.8,993.5,206.4,1143.5,795.8,860.2,170.1,858.5,519.5,792.8,188.2,0.0,798.3,1104.3,1086.5,300.2,1144.3,1104.0,849.8,669.1,1063.5,1004.5,965.7,853.7,816.4,265.0,233.1,1089.0,768.6,776.4,967.9,1047.7,845.4,898.6,1105.1,892.3,871.6,1052.7,811.5,866.0,882.8,1139.3,1091.2,791.8,796.5,226.5,1078.0,1095.8,812.0,1172.8,1110.7,162.0,1056.8,968.6,211.3,649.9,847.3,961.0,345.8,955.9,781.3,762.2,544.3,1055.0,859.1,946.3,828.3,1083.3,919.0,496.1,582.5,175.5,832.4,909.9,919.1
PS,239.8,610.9,259.0,647.5,675.2,470.2,839.0,651.9,152.4,410.7,1277.2,1271.8,233.3,1237.4,385.0,1358.3,176.8,449.2,815.7,482.6,595.6,226.3,2020.3,1180.6,197.2,162.7,763.0,558.2,1341.1,222.2,766.8,222.5,261.1,1191.1,464.9,596.5,115.3,1174.4,593.5,1205.3,602.8,218.6,38.4,628.2,263.3,150.2,400.5,246.7,674.5,1256.8,307.1,489.4,239.6,325.9,283.0,485.1,315.0,263.8,667.9,370.8,184.9,377.1,147.8,227.7,256.3,488.7,189.8,1353.3,315.5,834.8,694.9,221.0,229.2,439.4,1244.8,737.3,1279.9,284.5,1231.2,1257.8,782.8,794.2,393.3,1354.3,373.4,230.0,993.2,848.0,701.6,472.1,321.8,616.4,599.0,500.7,472.2,1108.6,372.3,474.8,743.6,442.3,344.4,495.6,399.7,188.3,188.6,262.7,279.3,723.9,438.2,445.2,297.3,824.3,1228.9,544.4,1163.2,664.3,791.7,0.0,399.0,381.2,812.9,439.0,474.4,1220.2,315.5,344.4,1301.6,1371.0,1224.1,431.0,638.7,712.5,423.9,415.0,211.8,222.8,317.9,1215.8,179.5,390.9,1262.7,1242.0,420.6,605.4,233.7,1272.3,425.1,603.4,217.8,146.2,600.2,560.6,390.5,503.4,467.5,478.6,796.4,498.8,1254.6,700.5,296.3,1217.7,1247.0,746.7,288.8,1151.7,87.5,569.4,586.7,1229.5,201.2,29.9,378.0,1246.0,786.8,508.1,809.9,1202.8,337.3,1236.8
PT,327.4,918.1,229.8,954.1,982.4,141.5,1002.3,959.1,345.7,384.5,1568.3,1532.6,315.0,1528.5,283.1,1619.0,321.3,50.1,1036.7,223.0,336.1,284.8,2263.7,1467.6,312.9,507.1,1053.5,288.8,1601.8,275.0,1179.4,618.9,313.9,1482.2,65.8,903.7,377.1,1465.5,900.7,1496.4,910.0,232.2,434.8,935.4,289.5,546.6,247.4,292.2,981.7,1513.4,709.4,122.4,235.5,722.3,155.3,163.2,626.0,571.0,975.1,183.5,581.3,242.0,443.0,588.4,217.4,849.7,264.7,1614.0,622.7,1059.1,1098.5,268.7,625.6,40.3,1577.7,1124.0,1541.0,211.0,1564.1,1548.9,1137.1,1197.8,242.6,1615.0,353.2,329.7,1333.0,1011.3,1063.4,75.3,151.1,923.6,325.3,227.0,73.1,1399.7,263.3,80.0,1127.8,115.7,109.3,802.8,369.9,320.8,265.8,208.2,357.9,1035.4,39.1,732.4,738.7,1075.9,1520.0,851.6,1454.3,971.5,1070.5,396.3,0.0,16.9,1216.5,39.9,75.3,1511.3,618.6,195.6,1562.3,1627.2,1515.2,794.2,945.9,1019.7,263.2,702.2,608.2,323.2,316.8,1506.9,300.7,281.9,1553.8,1529.0,257.0,984.0,405.0,1533.4,219.1,321.2,621.4,538.5,907.4,286.9,8.1,864.4,68.4,280.1,1067.8,259.2,1545.7,1003.6,603.5,1508.8,1538.1,1098.2,367.4,1442.8,401.5,876.6,313.0,1520.6,285.0,413.7,107.0,1569.6,1145.9,815.3,1077.0,1493.9,733.7,1569.7
QG,345.2,900.9,212.6,936.9,965.2,159.3,1020.1,941.9,303.7,397.8,1551.1,1515.4,281.1,1511.3,300.9,1601.8,279.3,67.9,1054.5,240.8,353.9,250.9,2246.5,1454.7,279.2,489.9,1071.3,302.1,1584.6,257.8,1056.8,601.7,296.7,1465.0,83.6,886.5,364.2,1448.3,883.5,1479.4,892.8,215.2,417.6,918.2,307.3,529.4,265.2,258.3,964.5,1500.5,692.2,140.2,253.3,705.1,173.1,181.0,608.8,553.8,957.9,201.3,564.1,259.8,425.8,571.2,235.2,832.5,251.6,1596.8,605.5,1076.9,1116.3,234.8,608.4,57.9,1560.5,1027.5,1523.8,224.5,1546.9,1531.7,1154.9,1215.6,260.4,1597.8,371.0,347.5,1286.2,1029.1,1046.2,93.1,133.9,906.4,343.1,244.8,90.9,1382.5,281.1,93.3,1033.6,133.5,92.1,785.6,387.7,286.9,248.6,191.0,375.7,1018.2,56.9,715.2,721.5,1089.2,1502.8,834.4,1437.1,954.5,1088.3,379.1,13.4,0.0,1234.1,57.7,93.1,1494.1,605.7,208.9,1545.1,1610.0,1498.0,777.0,928.7,1002.5,281.0,685.0,591.0,289.3,334.6,1489.7,318.5,299.7,1536.6,1515.9,274.8,966.8,350.2,1516.2,236.9,339.0,604.2,525.6,890.2,304.7,9.2,847.2,86.2,297.9,1081.3,276.8,1528.5,990.7,586.3,1491.6,1520.9,1116.0,385.2,1425.6,388.6,859.4,330.8,1503.6,234.4,396.5,93.9,1552.4,1132.8,798.1,1094.8,1476.7,716.5,1552.5
QJ,933.8,286.7,968.3,256.1,171.1,1153.5,207.2,184.3,861.7,1082.6,875.7,840.0,942.6,835.9,1037.5,926.4,886.1,1118.7,184.6,1107.0,1113.5,895.8,1611.3,779.1,869.5,607.6,126.1,1150.4,909.2,891.7,71.2,768.4,930.6,789.6,1134.4,576.1,824.6,772.9,486.3,803.8,400.2,927.9,723.9,547.4,946.6,698.1,1083.8,956.0,234.8,824.9,835.9,1172.7,922.9,910.4,952.5,1165.1,744.2,618.1,150.8,1049.2,705.1,1060.4,614.4,706.9,939.6,797.6,899.1,921.4,633.3,197.8,119.2,930.3,811.4,1108.9,843.3,219.0,896.4,967.8,829.7,856.3,173.6,28.3,1071.7,922.4,1060.9,917.5,521.5,216.2,576.2,1141.6,991.3,380.2,1143.6,1179.1,1141.7,707.1,1050.7,1144.3,192.7,1125.6,1012.6,549.6,1090.5,897.6,858.1,972.0,957.7,145.8,1107.7,796.1,866.7,187.4,827.4,483.7,761.7,196.7,273.4,762.5,1064.2,1050.7,0.0,1108.5,1143.9,818.7,633.3,1027.7,869.7,934.6,822.6,816.7,314.5,150.1,1102.3,732.8,740.6,932.1,1011.9,814.3,862.8,1069.3,861.2,840.5,1108.1,838.5,830.2,888.8,1103.5,1177.6,756.0,760.7,276.0,1164.4,1060.0,812.3,1137.0,1166.1,159.5,1186.3,853.1,260.8,614.1,816.2,845.5,209.2,967.2,750.2,726.4,580.9,1141.4,828.0,910.5,792.5,1047.5,844.5,405.7,587.2,173.0,801.3,910.2,835.3
QO,317.0,959.2,270.9,995.8,1113.1,101.5,962.3,1000.2,362.0,340.2,1595.6,1663.5,339.4,1555.8,243.1,1750.0,337.6,10.1,993.4,183.0,296.1,309.2,2301.9,1499.0,340.1,548.2,1013.5,244.5,1732.8,316.1,1139.4,660.0,355.0,1509.5,25.8,944.8,422.3,1492.8,941.8,1523.7,951.1,273.3,475.9,976.5,344.9,587.7,238.0,316.6,1022.8,1648.5,750.5,82.9,278.5,763.4,199.7,123.2,666.8,612.1,1148.5,143.5,622.4,276.8,484.1,629.5,260.4,890.8,309.9,1745.0,663.8,1019.2,1058.5,293.1,666.7,0.3,1615.9,1079.7,1579.2,267.7,1602.3,1576.2,1097.1,1157.8,202.6,1746.0,313.2,336.8,1290.0,971.3,1104.5,33.0,192.2,1065.2,285.3,187.0,33.1,1427.0,223.3,35.7,1087.8,75.7,149.1,843.9,329.9,345.2,306.9,249.3,317.9,1142.0,0.8,773.5,773.6,1031.6,1547.3,892.7,1481.6,1012.6,1030.5,437.4,41.0,58.2,1176.5,0.0,35.3,1538.6,663.8,168.4,1693.3,1654.5,1542.5,835.3,1083.0,1118.9,223.2,743.3,649.3,347.6,276.8,1534.2,343.7,241.9,1581.1,1560.4,217.0,1025.1,408.5,1571.6,179.1,281.2,662.5,583.7,948.5,246.9,49.2,905.5,72.9,240.1,1023.5,219.2,1657.4,1088.7,644.6,1536.1,1649.8,1058.2,327.4,1470.1,446.7,917.7,273.0,1547.9,292.7,454.8,152.2,1607.8,1184.9,856.4,1037.0,1521.2,774.8,1607.9
