from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
UF,436.4,1123.1,1598.4,1205.0,1578.2,405.1,1164.0,162.5,1227.7,1279.5,1595.3,1326.7,240.9,1313.1,376.1,1143.4,288.0,434.6,1279.6,344.5,327.7,1402.7,1105.3,1197.1,379.9,20.7,1810.1,1219.0,341.8,345.4,1175.1,259.5,261.8,377.2,266.7,1156.1,133.5,135.3,1201.4,1208.3,137.2,1155.0,1341.5,368.0,314.6,378.2,376.2,227.6,1152.3,1280.5,1638.8,378.9,283.4,1061.4,271.6,300.2,1353.7,1475.8,105.0,288.1,713.0,313.1,1304.0,1347.2,1374.4,329.9,246.7,337.9,332.2,323.0,265.3,934.6,317.2,1270.9,320.6,287.8,313.6,420.1,751.7,317.8,1569.0,1453.7,373.5,1264.9,1165.0,437.8,156.6,606.9,1378.1,1207.9,300.2,1425.7,332.5,1264.0,1180.7,423.2,768.1,13.2,596.2,1320.6,896.2,1445.8,316.6,1187.3,1141.4,440.1,431.2,310.5,1250.8,1318.9,0.0,427.9,1154.6,278.5,1236.7,312.8,1178.7,1155.0,153.0,444.4,389.0,852.7,319.4,1016.3,265.4,365.7,1332.6,305.2,341.3,374.2,1169.3,1207.4,353.2,1240.3,317.3,1125.8,1201.0,404.1,301.4,1090.5,236.1,1395.4,2504.1,573.1,337.9,1241.5,577.5,328.1
UM,718.7,1110.0,1585.3,1191.9,1565.1,392.0,1150.9,444.8,1214.6,1266.4,1582.2,1313.6,203.2,1300.0,241.6,1130.3,274.9,421.5,1266.5,179.0,610.0,1389.6,1092.2,1184.0,662.2,470.7,1797.0,1205.9,226.2,132.7,1162.0,197.0,231.4,659.5,177.2,1143.0,321.1,376.0,1188.3,1195.2,369.3,1141.9,1328.4,650.3,253.4,64.8,658.5,509.9,1139.2,1267.4,1625.7,661.2,188.6,1048.3,158.0,119.6,1340.6,1462.7,531.4,223.8,1077.9,211.6,1290.9,1334.1,1361.3,250.6,236.3,87.0,202.9,243.7,233.4,1299.5,237.9,1257.8,602.9,218.4,251.1,702.4,1116.6,132.1,1555.9,1440.6,60.1,1251.8,1151.9,167.6,349.9,971.8,1365.0,1194.8,119.6,1412.6,187.0,1250.9,1167.6,174.9,1133.0,463.2,961.1,1307.5,1261.1,1432.7,215.1,1174.2,1260.2,427.0,123.8,132.3,1237.7,1305.8,449.9,0.0,1141.5,216.0,1223.6,108.7,1165.6,1141.9,435.3,174.2,118.8,1217.6,103.1,1381.2,233.5,51.7,1319.5,138.0,241.4,361.1,1156.2,1194.3,340.1,1227.2,171.8,1112.7,1187.9,57.8,242.1,1077.4,208.0,1382.3,2786.4,938.0,254.3,1228.4,942.4,162.6
UP,1424.7,271.6,626.8,327.1,627.8,957.9,9.3,1150.8,362.3,401.1,644.9,448.3,1000.2,108.6,999.0,297.4,843.7,895.4,383.2,1017.8,1316.0,697.4,273.8,359.9,1368.2,1176.7,1104.8,394.8,964.7,1104.7,224.1,1018.8,1021.1,1365.5,1016.0,173.9,1027.1,1082.0,388.6,53.6,1075.3,204.0,359.6,1356.3,937.5,1115.4,1364.5,1215.9,263.7,145.0,667.2,1367.2,906.3,269.8,1030.9,1059.5,648.4,617.6,1365.9,1047.4,702.4,1050.4,474.2,641.9,669.1,952.8,1006.0,1097.2,955.1,945.9,1024.6,550.8,940.1,459.2,1308.9,1047.1,1072.9,1408.4,1095.2,1077.1,618.6,607.2,1110.7,386.5,305.5,1197.1,1055.9,851.9,672.8,53.2,1059.5,720.4,995.8,128.5,363.0,1055.5,871.3,1169.2,862.6,424.2,536.9,740.5,1053.9,236.3,212.0,910.7,1063.5,971.1,346.0,452.0,1155.9,1096.8,0.0,1037.8,79.5,1072.1,432.5,277.1,1141.3,1203.7,1148.3,511.8,1078.7,458.6,1024.7,1102.3,454.2,976.8,973.3,814.4,291.4,382.6,814.0,362.4,1010.6,247.9,46.3,1108.4,924.3,239.9,995.4,517.0,2801.2,784.0,960.8,86.8,921.0,1001.4
UQ,577.6,1055.3,1530.6,1137.2,1510.4,337.3,1096.2,303.7,1159.9,1211.7,1527.5,1258.9,119.1,1245.3,240.1,1075.6,220.2,366.8,1211.8,81.3,468.9,1334.9,1037.5,1129.3,521.1,329.6,1742.3,1151.2,224.7,121.8,1107.3,19.0,108.3,518.4,101.0,1088.3,180.0,234.9,1133.6,1140.5,228.2,1087.2,1273.7,509.2,241.6,154.6,517.4,368.8,1084.5,1212.7,1571.0,520.1,174.9,993.6,48.0,76.6,1285.9,1408.0,390.3,94.9,936.8,44.1,1236.2,1279.4,1306.6,166.4,124.9,114.3,146.8,172.0,83.0,1158.4,176.6,1203.1,461.8,142.2,32.0,561.3,975.5,94.2,1501.2,1385.9,149.9,1197.1,1097.2,214.2,208.8,830.7,1310.3,1140.1,76.6,1357.9,126.5,1196.2,1112.9,235.2,991.9,322.1,820.0,1252.8,1120.0,1378.0,40.1,1119.5,1205.5,372.3,243.2,122.5,1183.0,1251.1,308.8,204.3,1086.8,0.0,1168.9,89.2,1110.9,1087.2,294.2,220.8,165.4,1076.5,95.8,1240.1,92.4,142.1,1264.8,117.2,147.2,306.4,1101.5,1139.6,285.4,1172.5,111.3,1058.0,1133.2,180.5,228.4,1022.7,114.3,1327.6,2645.3,796.9,160.1,1173.7,801.3,89.8
US,1499.9,192.0,547.2,247.5,548.2,1033.1,65.4,1226.0,282.7,321.5,565.3,368.7,1075.4,115.3,1074.2,217.8,918.9,970.6,303.6,1093.0,1391.2,617.8,194.2,280.3,1443.4,1275.6,1025.2,315.2,1039.9,1179.9,144.5,1094.0,1096.3,1440.7,1091.2,94.3,1102.3,1155.3,309.0,72.3,1150.5,124.4,280.0,1431.5,1012.7,1190.6,1439.7,1291.1,184.1,65.4,587.6,1442.4,981.5,190.2,1106.1,1134.7,568.8,538.0,1286.3,1122.6,622.8,1125.6,394.6,562.3,589.5,1028.0,1081.2,1172.4,1030.3,1021.1,1099.8,471.2,1015.3,379.6,1384.1,1122.3,1148.1,1483.6,1015.6,1152.3,539.0,527.6,1185.9,306.9,225.9,1272.3,1131.1,772.3,593.2,71.9,1134.7,640.8,1071.0,48.9,283.4,1130.7,791.7,1268.8,783.0,344.6,457.3,660.9,1129.1,156.7,132.4,985.9,1138.7,1046.3,266.4,372.4,1255.5,1172.0,75.1,1113.0,0.0,1147.3,352.9,197.5,1216.5,1278.9,1223.5,432.2,1152.2,379.0,1099.9,1177.5,374.6,1052.0,1048.5,889.6,211.8,303.0,889.2,282.8,1085.8,168.3,25.5,1183.6,999.5,160.3,1070.6,437.4,2721.6,704.4,1036.0,105.5,841.4,1076.6
UY,609.9,1087.6,1562.9,1169.5,1542.7,369.6,1128.5,336.0,1192.2,1244.0,1559.8,1291.2,151.4,1277.6,290.4,1107.9,252.5,399.1,1244.1,188.6,501.2,1367.2,1069.8,1161.6,553.4,361.9,1774.6,1183.5,275.0,50.9,1139.6,88.2,140.6,550.7,177.2,1120.6,212.3,267.2,1165.9,1172.8,260.5,1119.5,1306.0,541.5,302.2,65.3,549.7,401.1,1116.8,1245.0,1603.3,552.4,237.4,1025.9,49.2,10.9,1318.2,1440.3,422.6,176.8,969.1,151.4,1268.5,1311.7,1338.9,270.9,157.2,25.0,251.7,276.5,124.6,1190.7,281.1,1235.4,494.1,198.3,142.3,593.6,1007.8,23.3,1533.5,1418.2,60.6,1229.4,1129.5,143.3,241.1,863.0,1342.6,1172.4,10.9,1390.2,233.8,1228.5,1145.2,225.2,1024.2,354.4,852.3,1285.1,1152.3,1410.3,147.4,1151.8,1237.8,404.6,174.1,181.1,1215.3,1283.4,341.1,115.0,1119.1,107.2,1201.2,0.0,1143.2,1119.5,326.5,149.9,94.5,1108.8,6.5,1272.4,124.7,52.8,1297.1,186.8,251.7,338.7,1133.8,1171.9,317.7,1204.8,218.6,1090.3,1165.5,91.2,290.9,1055.0,146.6,1359.9,2677.6,829.2,264.6,1206.0,833.6,197.1
VC,1493.5,225.2,520.7,131.7,515.8,1026.7,397.9,1219.6,133.5,154.3,532.9,201.5,1069.0,408.8,1067.8,454.4,912.5,964.2,154.4,1086.6,1384.8,407.3,227.4,71.9,1437.0,1245.5,814.7,93.8,1033.5,1173.5,270.8,1087.6,1089.9,1434.3,1084.8,251.8,1095.9,1148.9,108.8,404.8,1144.1,250.7,516.6,1425.1,1006.3,1184.2,1433.3,1284.7,230.0,376.2,561.1,1436.0,975.1,223.4,1099.7,1128.3,358.3,393.5,1306.2,1116.2,859.4,1119.2,245.4,351.8,379.0,1021.6,1074.8,1166.0,1023.9,1014.7,1093.4,707.8,1008.9,230.4,1377.7,1115.9,1141.7,1477.2,1252.2,1145.9,506.6,423.0,1179.5,139.7,242.7,1265.9,1124.7,1008.9,382.7,404.4,1128.3,430.3,1064.6,359.7,55.5,1124.3,1028.3,1238.0,1019.6,195.4,693.9,450.4,1122.7,296.6,369.0,979.5,1132.3,1039.9,125.6,223.2,1224.7,1165.6,407.6,1106.6,332.4,1140.9,0.0,136.6,1210.1,1272.5,1217.1,668.8,1145.8,615.6,1093.5,1171.1,207.4,1045.6,1042.1,883.2,121.4,114.8,882.8,174.4,1079.4,167.5,362.5,1177.2,993.1,193.5,1064.2,270.2,2688.3,941.0,1029.6,438.0,1078.0,1070.2
VQ,1441.3,88.5,472.3,49.9,467.4,974.5,261.2,1167.4,85.1,123.9,484.5,171.1,1016.8,272.1,1015.6,317.7,860.3,912.0,106.0,1034.4,1332.6,488.9,90.7,82.7,1384.8,1193.3,896.3,117.6,981.3,1121.3,134.1,1035.4,1037.7,1382.1,1032.6,115.1,1043.7,1098.6,111.4,268.1,1091.9,114.0,379.9,1372.9,954.1,1132.0,1381.1,1232.5,93.3,239.5,512.7,1383.8,922.9,86.7,1047.5,1076.1,439.9,345.1,1254.0,1064.0,722.7,1067.0,197.0,433.4,460.6,969.4,1022.6,1113.8,971.7,962.5,1041.2,571.1,956.7,182.0,1325.5,1063.7,1089.5,1425.0,1115.5,1093.7,458.2,374.6,1127.3,109.3,106.0,1213.7,1072.5,872.2,464.3,267.7,1076.1,511.9,1012.4,223.0,85.8,1072.1,891.6,1185.8,882.9,147.0,557.2,528.2,1070.5,159.9,232.3,927.3,1080.1,987.7,68.8,174.8,1172.5,1113.4,270.9,1054.4,195.7,1088.7,155.3,0.0,1157.9,1220.3,1164.9,532.1,1095.3,478.9,1041.3,1118.9,177.0,993.4,989.9,831.0,14.2,105.4,830.6,85.2,1027.2,30.9,230.0,1125.0,940.9,56.8,1012.0,239.8,2618.1,804.3,977.4,301.3,941.3,1018.0
VR,283.3,1140.6,1615.9,1222.5,1595.7,422.6,1181.5,9.5,1245.2,1297.0,1612.8,1344.2,258.4,1330.6,393.6,1160.9,305.5,452.1,1297.1,362.0,174.6,1420.2,1122.8,1214.6,226.8,185.9,1827.6,1236.5,359.3,362.9,1192.6,277.0,279.3,224.1,284.2,1173.6,151.0,119.8,1218.9,1225.8,154.7,1172.5,1359.0,214.9,332.1,395.7,223.1,74.5,1169.8,1298.0,1656.3,225.8,300.9,1078.9,289.1,317.7,1371.2,1493.3,246.6,305.6,793.1,330.6,1321.5,1364.7,1391.9,347.4,264.2,355.4,349.7,340.5,282.8,1014.7,334.7,1288.4,167.5,305.3,331.1,267.0,831.8,335.3,1586.5,1471.2,391.0,1282.4,1182.5,455.3,174.1,687.0,1395.6,1225.4,317.7,1443.2,350.0,1281.5,1198.2,440.7,848.2,178.4,676.3,1338.1,976.3,1463.3,334.1,1204.8,1221.5,457.6,448.7,328.0,1268.3,1336.4,165.1,445.4,1172.1,296.0,1254.2,330.3,1196.2,1172.5,0.0,461.9,406.5,932.8,336.9,1096.4,282.9,383.2,1350.1,322.7,358.8,391.7,1186.8,1224.9,370.7,1257.8,334.8,1143.3,1218.5,421.6,318.9,1108.0,253.6,1412.9,2351.0,653.2,355.4,1259.0,657.6,345.6
VV,700.1,1177.8,1653.1,1259.7,1632.9,459.8,1218.7,426.2,1282.4,1334.2,1650.0,1381.4,241.6,1367.8,333.4,1198.1,342.7,489.3,1334.3,270.8,591.4,1457.4,1160.0,1251.8,643.6,452.1,1864.8,1273.7,318.0,65.6,1229.8,178.4,230.8,640.9,267.4,1210.8,302.5,357.4,1256.1,1263.0,350.7,1209.7,1396.2,631.7,345.2,82.6,639.9,491.3,1207.0,1335.2,1693.5,642.6,280.4,1116.1,139.4,115.9,1408.4,1530.5,512.8,267.0,1059.3,241.6,1358.7,1401.9,1429.1,342.4,247.4,110.5,294.7,335.5,214.8,1280.9,329.7,1325.6,584.3,288.5,232.5,683.8,1098.0,93.2,1623.7,1508.4,87.3,1319.6,1219.7,4.7,331.3,953.2,1432.8,1262.6,115.9,1480.4,278.8,1318.7,1235.4,268.2,1114.4,444.6,942.5,1375.3,1242.5,1500.5,237.6,1242.0,1328.0,494.8,217.1,224.1,1305.5,1373.6,431.3,158.0,1209.3,197.4,1291.4,128.5,1233.4,1209.7,416.7,0.0,34.8,1199.0,126.6,1362.6,214.9,95.8,1387.3,229.8,333.2,428.9,1224.0,1262.1,407.9,1295.0,263.6,1180.5,1255.7,134.2,333.9,1145.2,236.8,1450.1,2767.8,919.4,346.1,1296.2,923.8,254.4
VW,665.2,1142.9,1618.2,1224.8,1598.0,424.9,1183.8,391.3,1247.5,1299.3,1615.1,1346.5,206.7,1332.9,298.5,1163.2,307.8,454.4,1299.4,235.9,556.5,1422.5,1125.1,1216.9,608.7,417.2,1829.9,1238.8,283.1,30.7,1194.9,143.5,195.9,606.0,232.5,1175.9,267.6,322.5,1221.2,1228.1,315.8,1174.8,1361.3,596.8,310.3,47.7,605.0,456.4,1172.1,1300.3,1658.6,607.7,245.5,1081.2,104.5,81.0,1373.5,1495.6,477.9,232.1,1024.4,206.7,1323.8,1367.0,1394.2,307.5,212.5,75.6,259.8,300.6,179.9,1246.0,294.8,1290.7,549.4,253.6,197.6,648.9,1063.1,58.3,1588.8,1473.5,52.4,1284.7,1184.8,48.7,296.4,918.3,1397.9,1227.7,81.0,1445.5,243.9,1283.8,1200.5,233.3,1079.5,409.7,907.6,1340.4,1207.6,1465.6,202.7,1207.1,1293.1,459.9,182.2,189.2,1270.6,1338.7,396.4,123.1,1174.4,162.5,1256.5,93.6,1198.5,1174.8,381.8,55.3,0.0,1164.1,91.7,1327.7,180.0,60.9,1352.4,194.9,298.3,394.0,1189.1,1227.2,373.0,1260.1,228.7,1145.6,1220.8,99.3,299.0,1110.3,201.9,1415.2,2732.9,884.5,311.2,1261.3,888.9,219.5
VY,1194.6,502.1,857.3,557.6,858.3,1163.3,491.4,920.7,592.8,631.6,875.4,678.8,999.1,502.3,1134.3,370.7,1046.2,1192.8,613.7,1102.7,1085.9,927.9,504.3,590.4,1138.1,843.3,1335.3,625.3,1100.0,1103.6,454.6,1017.7,1020.0,1135.4,1024.9,404.4,891.7,896.4,619.1,498.3,895.4,434.5,432.9,1126.2,1072.8,1136.4,1134.4,985.8,494.2,469.7,897.7,1137.1,1041.6,500.3,1029.8,1058.4,878.9,848.1,854.0,1046.3,190.5,1071.3,704.7,872.4,899.6,1088.1,1004.9,1096.1,1090.4,1081.2,1023.5,81.8,1075.4,689.7,1078.8,1046.0,1071.8,1178.3,583.3,1076.0,849.1,837.7,1131.7,617.0,536.0,1196.0,914.8,340.0,903.3,497.9,1058.4,950.9,1090.7,453.2,593.5,1181.4,359.4,836.5,350.7,654.7,91.9,971.0,1074.8,466.8,288.6,1198.3,1189.4,1068.7,576.5,682.5,823.2,1186.1,501.1,1036.7,425.9,1071.0,663.0,507.6,911.2,1202.6,1147.2,0.0,1075.9,212.0,1023.6,1123.9,684.7,1063.4,1099.5,1132.4,521.9,613.1,1111.4,592.9,1075.5,478.4,456.0,1162.3,1059.6,470.4,994.3,747.5,3031.7,272.1,1096.1,531.5,409.1,1086.3
WA,615.5,1091.8,1568.5,1173.7,1546.9,375.2,1134.1,341.6,1197.8,1248.2,1564.0,1296.8,157.0,1281.8,283.8,1112.1,258.1,404.7,1249.7,194.2,506.8,1372.8,1075.4,1167.2,559.0,366.1,1780.2,1187.7,268.4,56.5,1145.2,93.8,144.8,556.3,182.8,1126.2,217.9,270.9,1170.1,1178.4,264.7,1125.1,1311.6,547.1,297.3,58.7,555.3,406.7,1122.4,1250.6,1608.9,556.6,230.8,1031.5,54.8,16.5,1323.8,1444.5,428.2,182.4,974.7,157.0,1274.1,1317.3,1344.5,276.5,161.4,18.5,245.1,282.1,130.2,1196.3,280.1,1241.0,499.7,203.9,147.9,597.8,1012.0,28.9,1539.1,1423.8,54.0,1235.0,1133.7,147.5,246.7,867.2,1348.2,1178.0,16.5,1394.4,229.2,1234.1,1150.8,218.6,1028.4,360.0,857.9,1290.7,1157.9,1415.9,153.0,1157.4,1243.4,410.2,167.5,174.5,1220.9,1289.0,346.7,108.4,1124.7,112.8,1205.4,5.6,1147.4,1125.1,332.1,155.5,100.1,1113.0,0.0,1278.0,130.3,46.2,1302.7,180.2,257.3,344.3,1139.4,1177.5,323.3,1210.4,214.0,1095.9,1232.3,84.6,284.3,1060.6,152.2,1365.5,2683.2,833.4,270.2,1211.6,839.2,202.7
WD,1341.8,467.3,822.5,522.8,823.5,1310.5,456.6,1067.9,558.0,596.8,840.6,644.0,1146.3,467.5,1281.5,335.9,1193.4,1340.0,578.9,1249.9,1233.1,893.1,469.5,555.6,1285.3,990.5,1300.5,590.5,1247.2,1250.8,419.8,1164.9,1167.2,1282.6,1172.1,369.6,1038.9,1040.7,584.3,463.5,1042.6,399.7,398.1,1273.4,1220.0,1283.6,1281.6,1133.0,459.4,434.9,862.9,1284.3,1188.8,465.5,1177.0,1205.6,844.1,813.3,1001.2,1193.5,337.7,1218.5,669.9,837.6,864.8,1235.3,1152.1,1243.3,1237.6,1228.4,1170.7,186.1,1222.6,654.9,1226.0,1193.2,1219.0,1325.5,730.5,1223.2,814.3,802.9,1278.9,582.2,501.2,1343.2,1062.0,487.2,868.5,463.1,1205.6,916.1,1237.9,418.4,558.7,1328.6,506.6,983.7,497.9,619.9,142.6,936.2,1222.0,432.0,253.8,1345.5,1336.6,1215.9,541.7,647.7,970.4,1333.3,466.3,1183.9,391.1,1218.2,628.2,472.8,1058.4,1349.8,1294.4,147.1,1224.8,0.0,1170.8,1271.1,649.9,1210.6,1246.7,1106.0,487.1,578.3,1258.6,558.1,1222.7,443.6,425.4,1309.5,1206.8,435.6,1141.5,712.7,2996.9,419.3,1243.3,496.7,556.3,1233.5
WE,568.9,1046.6,1521.9,1128.5,1501.7,328.6,1087.5,295.0,1151.2,1203.0,1518.8,1250.2,55.6,1236.6,242.8,1066.9,211.5,358.1,1203.1,148.4,460.2,1326.2,1028.8,1120.6,512.4,320.9,1733.6,1142.5,227.4,149.2,1098.6,63.3,15.8,509.7,81.4,1079.6,171.3,226.2,1124.9,1131.8,219.5,1078.5,1265.0,500.5,238.3,182.0,508.7,360.1,1075.8,1204.0,1562.3,511.4,189.8,984.9,75.4,104.0,1277.2,1399.3,381.6,52.0,928.1,63.9,1227.5,1270.7,1297.9,162.4,43.4,141.7,167.5,168.0,16.1,1149.7,172.6,1194.4,453.1,102.5,117.4,552.6,966.8,121.6,1492.5,1377.2,177.3,1188.4,1088.5,241.6,200.1,822.0,1301.6,1131.4,104.0,1349.2,147.2,1187.5,1104.2,237.9,983.2,313.4,811.3,1244.1,1111.3,1369.3,67.4,1110.8,1196.8,363.6,245.9,125.2,1174.3,1242.4,300.1,231.7,1078.1,82.3,1160.2,116.6,1102.2,1078.5,285.5,248.2,192.8,1067.8,123.2,1231.4,0.0,169.5,1256.1,119.9,143.2,297.7,1092.8,1130.9,276.7,1163.8,132.0,1049.3,1124.5,207.9,225.1,1014.0,50.8,1318.9,2636.6,788.2,156.1,1165.0,792.6,142.8
WI,666.9,1105.9,1581.2,1187.8,1561.0,387.9,1146.8,393.0,1210.5,1262.3,1578.1,1309.5,199.1,1295.9,237.5,1126.2,270.8,417.4,1262.4,174.9,558.2,1385.5,1088.1,1179.9,610.4,418.9,1792.9,1201.8,222.1,80.9,1157.9,145.2,197.6,607.7,173.1,1138.9,269.3,322.3,1184.2,1191.1,317.5,1137.8,1324.3,598.5,249.3,13.0,606.7,458.1,1135.1,1263.3,1621.6,609.4,184.5,1044.2,106.2,67.8,1336.5,1458.6,479.6,219.7,1026.1,207.5,1286.8,1330.0,1357.2,246.5,214.2,35.2,198.8,239.6,181.6,1247.7,233.8,1253.7,551.1,214.3,199.3,650.6,1064.8,80.3,1551.8,1436.5,8.3,1247.7,1147.8,115.8,298.1,920.0,1360.9,1190.7,67.8,1408.5,182.9,1246.8,1163.5,172.3,1081.2,411.4,909.3,1303.4,1209.3,1428.6,204.4,1170.1,1256.1,422.9,121.2,128.2,1233.6,1301.7,398.1,62.1,1137.4,164.2,1219.5,56.9,1161.5,1137.8,383.5,122.4,67.0,1165.8,51.3,1329.4,181.7,0.0,1315.4,133.9,237.3,357.0,1152.1,1190.2,336.0,1223.1,167.7,1108.6,1187.9,38.3,238.0,1073.3,203.6,1378.2,2734.6,886.2,250.2,1224.3,890.6,158.5
WJ,1621.8,269.0,544.5,175.5,539.6,1155.0,441.7,1347.9,157.3,37.7,556.7,5.0,1197.3,452.6,1196.1,498.2,1040.8,1092.5,178.2,1214.9,1513.1,543.3,271.2,208.5,1565.3,1373.8,950.7,230.4,1161.8,1301.8,314.6,1215.9,1218.2,1562.6,1213.1,295.6,1224.2,1279.1,183.6,448.6,1272.4,294.5,560.4,1553.4,1134.6,1312.5,1561.6,1413.0,273.8,420.0,584.9,1564.3,1103.4,267.2,1228.0,1256.6,494.3,417.3,1434.5,1244.5,903.2,1247.5,269.2,487.8,515.0,1149.9,1203.1,1294.3,1152.2,1143.0,1221.7,751.6,1137.2,254.2,1506.0,1244.2,1270.0,1605.5,1296.0,1274.2,530.4,446.8,1307.8,50.6,286.5,1394.2,1253.0,1052.7,518.7,448.2,1256.6,566.3,1192.9,403.5,140.0,1252.6,1072.1,1366.3,1063.4,219.2,737.7,586.4,1251.0,340.4,412.8,1107.8,1260.6,1168.2,169.4,247.0,1353.0,1293.9,451.4,1234.9,376.2,1269.2,209.5,180.4,1338.4,1400.8,1345.4,712.6,1275.8,659.4,1221.8,1299.4,0.0,1173.9,1170.4,1011.5,165.2,177.6,1011.1,183.2,1207.7,211.3,410.5,1305.5,1121.4,237.3,1192.5,47.8,2798.6,984.8,1157.9,481.8,1121.8,1198.5
WM,605.7,991.2,1466.5,1073.1,1446.3,273.2,1032.1,331.8,1095.8,1147.6,1463.4,1194.8,65.1,1181.2,122.8,1011.5,156.1,302.7,1147.7,40.9,497.0,1270.8,973.4,1065.2,549.2,357.7,1678.2,1087.1,107.4,231.7,1043.2,144.3,93.3,546.5,39.1,1024.2,208.1,263.0,1069.5,1076.4,256.3,1023.1,1209.6,537.3,134.6,177.8,545.5,396.9,1020.4,1148.6,1506.9,548.2,69.8,929.5,157.9,186.5,1221.8,1343.9,418.4,85.7,964.9,73.5,1172.1,1215.3,1242.5,122.5,98.2,200.0,69.2,124.9,108.6,1186.5,119.1,1139.0,489.9,80.3,157.3,589.4,1003.6,204.1,1437.1,1321.8,173.1,1133.0,1033.1,280.6,236.9,858.8,1246.2,1076.0,186.5,1293.8,48.9,1132.1,1048.8,117.9,1020.0,350.2,848.1,1188.7,1148.1,1313.9,77.0,1055.4,1141.4,308.2,125.9,5.2,1118.9,1187.0,336.9,159.2,1022.7,125.2,1104.8,199.1,1046.8,1023.1,322.3,287.2,231.8,1104.6,205.7,1268.2,110.2,164.7,1200.7,0.0,103.3,242.3,1037.4,1075.5,221.3,1108.4,33.7,993.9,1069.1,170.8,123.3,958.6,69.9,1263.5,2673.4,825.0,116.2,1109.6,829.4,24.5
WS,626.4,967.7,1443.0,1049.6,1422.8,249.7,1008.6,352.5,1072.3,1124.1,1439.9,1171.3,98.3,1157.7,156.5,988.0,132.6,279.2,1124.2,119.7,517.7,1247.3,949.9,1041.7,569.9,378.4,1654.7,1063.6,122.2,262.3,1019.7,159.5,122.2,567.2,72.3,1000.7,228.8,283.7,1046.0,1052.9,277.0,999.6,1186.1,558.0,95.0,258.3,566.2,417.6,996.9,1125.1,1483.4,568.9,81.8,906.0,188.5,217.1,1198.3,1320.4,439.1,100.9,985.6,88.7,1148.6,1191.8,1219.0,19.1,131.4,254.8,128.0,24.7,123.8,1207.2,29.3,1115.5,510.6,113.5,172.5,610.1,1024.3,234.7,1413.6,1298.3,253.6,1109.5,1009.6,354.7,257.6,879.5,1222.7,1052.5,217.1,1270.3,107.7,1108.6,1025.3,198.4,1040.7,370.9,868.8,1165.2,1168.8,1290.4,92.2,1031.9,1117.9,284.7,206.4,85.7,1095.4,1163.5,357.6,239.7,999.2,140.4,1081.3,229.7,1023.3,999.6,343.0,361.3,305.9,1125.3,236.3,1316.3,143.0,245.2,1177.2,80.4,0.0,218.8,1013.9,1052.0,197.8,1084.9,92.5,970.4,1045.6,251.3,81.8,935.1,103.1,1240.0,2694.1,845.7,12.8,1086.1,850.1,103.3
WT,687.7,806.3,1281.6,888.2,1261.4,220.9,847.2,413.8,910.9,962.7,1278.5,1009.9,263.2,996.3,262.0,780.3,106.7,158.4,962.8,280.8,579.0,1085.9,788.5,880.3,631.2,439.7,1493.3,902.2,227.7,367.7,858.3,281.8,284.1,628.5,279.0,839.3,290.1,345.0,884.6,891.5,338.3,838.2,978.4,619.3,200.5,378.4,627.5,478.9,835.5,963.7,1322.0,630.2,169.3,744.6,293.9,322.5,1036.9,1159.0,500.4,310.4,1046.9,313.4,987.2,1030.4,1057.6,215.8,269.0,360.2,218.1,208.9,287.6,1200.8,203.1,954.1,571.9,310.1,335.9,671.4,1085.6,340.1,1252.2,1136.9,373.7,948.1,848.2,460.1,318.9,940.8,1061.3,891.1,322.5,1108.9,258.8,947.2,863.9,318.5,1102.0,432.2,930.1,1003.8,1186.9,1129.0,316.9,870.5,885.3,173.7,326.5,234.1,934.0,1002.1,418.9,359.8,837.8,300.8,919.9,335.1,861.9,838.2,404.3,466.7,411.3,1161.8,340.0,1108.6,287.7,365.3,1015.8,239.8,236.3,0.0,852.5,890.6,77.0,923.5,273.6,809.0,888.3,371.4,187.3,773.7,258.4,1078.6,2696.9,907.0,223.8,924.7,911.4,264.4
