from_stop,AB,AG,AH,AJ,AL,AP,AS,BJ,BR,BW,BY,CB,CE,CF,CI,CN,DB,DC,DK,DQ,DZ,EE,EG,EI,EK,EL,EM,EN,ER,FB,FC,FH,FJ,GA,GH,GI,GM,GN,GQ,GY,HA,HC,HF,HH,HO,HP,HS,IE,IH,IJ,IL,IM,IQ,IR,JB,JI,JK,JO,KF,KJ,KW,KY,LA,LB,LE,LF,LH,LL,LM,LQ,LR,LW,MA,MF,MI,MJ,ML,MN,MS,NC,ND,NH,NO,NQ,NU,NV,NZ,OD,OE,OT,OW,PD,PH,PI,PN,PP,PQ,PU,PW,QC,QE,QG,QI,QL,QM,QQ,RC,RJ,RL,RS,RX,RY,RZ,SD,SG,ST,TE,TI,UA,UF,UK,UO,UP,UU,UW,VG,VR,VU,WG,WH,WM,WS,WT,WV,XC,XG,XH,XI,XK,XO,XT,XU,YA,YE,YK,YP,YR,YU,ZA,ZE,ZF,ZH,ZT
RX,635.8,897.4,912.2,754.9,721.9,611.4,479.9,736.0,988.4,505.3,603.6,652.3,559.3,527.3,917.1,653.8,1002.0,267.9,779.1,500.8,315.7,364.4,857.2,740.0,678.8,715.1,668.9,689.0,291.9,877.8,321.9,1002.7,221.7,520.1,184.8,640.1,462.0,827.5,576.8,712.0,953.8,685.0,596.2,905.7,272.6,651.3,748.2,700.7,506.1,636.7,675.0,310.9,890.1,682.7,751.8,454.2,188.8,753.1,966.0,676.2,923.1,532.7,512.6,647.0,619.4,481.1,801.3,694.1,785.3,810.0,703.7,773.9,474.6,577.0,892.0,797.7,208.8,269.5,301.8,340.9,830.0,668.5,720.0,940.0,733.8,2190.7,631.6,764.1,322.8,231.7,517.0,753.7,673.1,610.8,67.9,493.2,178.6,227.5,308.6,947.4,356.7,753.3,691.6,679.5,493.2,532.9,391.3,273.5,772.5,605.5,0.0,512.4,590.7,258.8,931.2,873.3,763.7,717.0,693.9,815.7,330.8,594.3,293.0,746.9,656.9,535.1,221.4,201.0,292.0,918.2,712.8,840.4,273.4,693.0,667.6,859.6,112.2,211.4,801.5,908.6,612.5,718.0,355.0,941.5,723.3,126.9,669.0,350.4,647.9,287.2,641.1,305.1,651.4
RY,1080.0,628.8,643.6,486.3,1166.1,1059.0,75.5,467.4,719.8,222.0,1047.8,1096.5,1003.5,14.8,648.5,1098.0,733.4,784.0,515.6,117.8,747.7,782.9,588.6,1184.2,1123.0,1159.3,1112.9,420.4,736.1,609.2,753.9,734.1,477.7,205.1,346.5,1084.3,39.9,558.9,293.5,441.4,682.7,563.8,475.0,637.1,544.4,1095.5,479.6,432.1,62.7,1080.9,553.8,742.9,621.5,1126.9,1196.0,139.2,399.1,1197.3,697.4,1114.7,654.5,217.7,229.3,1091.2,1063.6,110.8,532.7,1138.3,1229.5,541.4,373.1,1218.1,80.4,1021.2,623.4,529.1,724.9,785.6,733.8,785.1,561.4,1112.7,451.4,671.4,465.2,2081.4,510.4,1208.3,767.0,747.8,233.7,1197.9,1117.3,1055.0,584.0,199.5,352.7,324.6,740.6,677.9,226.2,484.7,1135.8,1123.7,216.7,20.4,222.3,717.7,1216.7,1049.7,516.0,0.0,260.1,485.6,662.6,604.7,1207.9,1161.2,572.7,547.1,775.0,1038.5,737.2,1191.1,1101.1,22.6,360.4,529.6,736.2,649.6,1157.0,571.8,789.5,1137.2,1111.8,591.0,556.4,643.4,532.9,640.0,1056.7,1162.2,787.0,672.9,1167.5,643.0,1113.2,768.9,1092.1,430.5,1085.3,749.3,1095.6
RZ,1154.3,612.9,627.7,470.4,1240.4,1129.9,171.4,451.5,703.9,296.3,1122.1,1170.8,1077.8,251.0,632.6,1172.3,717.5,858.3,494.6,192.3,822.0,857.2,572.7,1258.5,1197.3,1233.6,1187.4,404.5,810.4,593.3,828.2,718.2,552.0,279.4,420.8,1158.6,185.7,543.0,367.8,427.5,669.3,547.9,459.1,621.2,630.7,1169.8,463.7,416.2,204.2,1155.2,537.9,817.2,605.6,1201.2,1270.3,213.5,473.4,1271.6,681.5,1194.7,638.6,292.0,303.6,1165.5,1137.9,172.6,516.8,1212.6,1303.8,525.5,357.2,1292.4,166.1,1095.5,607.5,513.2,799.2,859.9,808.1,859.4,545.5,1187.0,435.5,655.5,449.3,2065.5,494.5,1282.6,841.3,822.1,308.0,1272.2,1191.6,1129.3,658.3,273.8,427.0,398.9,814.9,662.9,300.5,468.8,1210.1,1198.0,284.2,256.6,296.6,792.0,1291.0,1124.0,590.3,236.1,0.0,559.9,646.7,588.8,1282.2,1235.5,556.8,531.2,849.3,1112.8,811.5,1265.4,1175.4,258.8,434.7,603.9,810.5,633.7,1231.3,555.9,863.8,1211.5,1186.1,575.1,630.7,717.7,517.0,624.1,1131.0,1236.5,861.3,657.0,1241.8,717.3,1187.5,843.2,1166.4,504.8,1159.6,823.6,1169.9
SD,750.5,849.8,864.6,707.3,836.6,726.1,450.3,688.4,940.8,475.7,718.3,767.0,674.0,497.7,869.5,768.5,954.4,502.4,731.5,471.2,418.2,453.4,809.6,854.7,793.5,829.8,783.6,641.4,406.6,830.2,424.4,955.1,331.0,490.5,199.8,754.8,432.4,779.9,547.2,664.4,906.2,637.4,548.6,858.1,409.7,766.0,700.6,653.1,476.5,751.4,627.4,413.4,842.5,797.4,866.5,424.6,294.7,867.8,918.4,790.9,875.5,503.1,483.0,761.7,734.1,451.5,753.7,808.8,900.0,762.4,674.1,888.6,445.0,691.7,844.4,750.1,443.3,504.0,404.3,455.6,782.4,783.2,672.4,892.4,686.2,2115.1,584.0,878.8,437.5,466.2,487.4,868.4,787.8,725.5,302.4,463.6,206.0,163.8,411.1,899.8,322.5,705.7,806.3,794.2,463.6,503.3,357.1,388.2,887.2,720.2,369.3,482.8,561.1,0.0,883.6,825.7,878.4,831.7,646.3,768.1,445.5,709.0,407.7,861.6,771.6,505.5,347.9,466.4,406.7,870.6,827.5,792.8,507.9,807.7,782.3,812.0,226.9,313.9,753.9,861.0,727.2,832.7,457.5,893.9,838.0,361.4,783.7,439.4,762.6,211.6,755.8,419.8,766.1
SG,1512.0,143.2,183.1,329.3,1598.1,1487.6,584.3,274.1,196.7,709.2,1479.8,1528.5,1435.5,663.9,62.9,1530.0,210.3,1201.2,192.0,605.2,1249.0,1214.9,270.1,1616.2,1555.0,1555.1,1545.1,263.4,1168.1,45.6,1255.2,167.8,892.0,692.3,764.6,1516.3,598.6,240.4,780.7,286.4,185.2,641.3,552.5,51.5,970.7,1527.5,259.5,295.1,617.1,1512.9,631.3,1244.2,57.9,1558.9,1628.0,626.4,764.8,1629.3,131.1,1552.4,68.9,704.9,716.5,1523.2,1495.6,585.5,214.2,1554.7,1661.5,191.5,517.0,1650.1,579.0,1453.2,162.5,210.6,1142.1,1202.8,1235.1,1217.1,211.5,1544.7,294.4,206.0,308.2,1943.7,587.9,1640.3,1199.0,1165.0,720.9,1614.3,1549.3,1487.0,1001.2,686.7,770.8,724.7,1241.9,16.2,680.7,248.5,1567.8,1555.7,697.1,669.5,715.3,1149.7,1648.7,1481.7,933.2,649.0,637.1,885.7,0.0,41.1,1668.7,1593.2,650.2,228.6,1207.0,1470.5,1169.2,1623.1,1533.1,671.7,726.1,895.3,1168.2,122.4,1589.0,128.5,1206.7,1569.2,1543.8,189.3,988.4,1144.7,155.9,132.0,1488.7,1594.2,1288.3,10.3,1599.5,1060.2,1545.2,1200.9,1524.1,814.7,1517.3,1181.3,1527.6
ST,1496.5,129.7,167.6,313.8,1582.6,1472.1,568.8,258.6,183.2,693.7,1464.3,1513.0,1420.0,648.4,49.4,1514.5,196.8,1185.7,176.5,589.7,1233.5,1199.4,254.6,1600.7,1539.5,1539.6,1529.6,247.9,1152.6,4.5,1239.7,154.3,876.5,676.8,749.1,1500.8,583.1,224.9,765.2,270.9,171.7,625.8,537.0,38.0,955.2,1512.0,244.0,279.6,601.6,1497.4,615.8,1228.7,16.7,1543.4,1612.5,610.9,749.3,1613.8,117.6,1536.9,55.4,689.4,701.0,1507.7,1480.1,570.0,198.7,1539.2,1646.0,150.3,501.5,1634.6,563.5,1437.7,121.3,195.1,1126.6,1187.3,1219.6,1201.6,170.3,1529.2,278.9,192.5,292.7,1928.2,572.4,1624.8,1183.5,1149.5,705.4,1598.8,1533.8,1471.5,985.7,671.2,755.3,709.2,1226.4,79.7,665.2,233.0,1552.3,1540.2,681.6,654.0,699.8,1134.2,1633.2,1466.2,917.7,633.5,621.6,870.2,63.5,0.0,1653.2,1577.7,634.7,213.1,1191.5,1455.0,1153.7,1607.6,1517.6,656.2,710.6,879.8,1152.7,108.9,1573.5,87.3,1191.2,1553.7,1528.3,148.1,972.9,1129.2,114.7,118.5,1473.2,1578.7,1272.8,73.8,1584.0,1044.7,1529.7,1185.4,1508.6,799.2,1501.8,1165.8,1512.1
TE,208.4,1436.4,1451.2,1293.9,303.9,320.4,1153.7,1275.0,1527.4,1179.1,312.6,361.3,268.3,1201.1,1456.1,296.8,1541.0,913.7,1318.1,1174.6,655.2,671.8,1396.2,322.0,387.8,160.2,377.9,1228.0,484.0,1416.8,698.9,1541.7,814.0,1193.9,928.0,212.7,1135.8,1366.5,1250.6,1251.0,1492.8,1347.6,1258.8,1444.7,864.9,223.9,1287.2,1239.7,1179.9,305.3,1337.6,705.9,1429.1,263.5,348.1,1128.0,932.0,407.1,1505.0,382.9,1462.1,1206.5,1186.4,325.3,328.4,1154.9,1340.3,113.9,494.3,1349.0,1282.8,392.5,1148.4,286.0,1431.0,1336.7,854.6,915.3,749.4,674.0,1369.0,274.8,1259.0,1479.0,1272.8,2783.0,1294.2,346.1,655.9,877.5,1190.8,54.3,245.7,319.8,760.0,1167.0,921.8,910.7,781.2,1486.4,1075.4,1292.3,400.6,302.5,1167.0,1206.7,1071.5,606.6,354.5,314.5,743.1,1186.2,1264.5,851.1,1470.2,1412.3,0.0,289.6,1356.5,1354.7,663.9,303.3,485.1,444.4,365.9,1208.9,964.6,944.2,625.1,1457.2,421.8,1379.4,919.2,323.5,376.6,1398.6,640.5,684.0,1340.5,1447.6,321.5,404.9,706.1,1480.5,376.6,772.7,292.0,657.8,354.4,879.5,350.1,450.1,261.7
TI,96.9,1561.0,1575.8,1418.5,136.0,190.4,1118.0,1399.6,1652.0,1143.4,210.8,254.7,187.6,1165.4,1580.7,128.9,1665.6,878.0,1442.7,1138.9,619.5,636.1,1520.8,154.1,260.3,272.0,268.9,1352.6,448.3,1541.4,663.2,1666.3,778.3,1158.2,892.3,112.8,1100.1,1491.1,1214.9,1375.6,1617.4,1348.6,1259.8,1569.3,829.2,87.3,1411.8,1364.3,1144.2,137.4,1338.6,670.2,1553.7,163.6,180.2,1092.3,896.3,239.2,1629.6,215.0,1586.7,1170.8,1150.7,157.4,224.8,1119.2,1464.9,251.0,347.5,1473.6,1341.8,224.6,1112.7,169.5,1555.6,1461.3,818.9,879.6,713.7,638.3,1493.6,174.9,1383.6,1603.6,1397.4,2747.3,1295.2,178.2,620.2,841.8,1155.1,310.6,129.0,201.0,724.3,1131.3,886.1,875.0,745.5,1611.0,1039.7,1416.9,300.7,134.6,1131.3,1171.0,1035.8,570.9,186.6,238.8,707.4,1150.5,1228.8,815.4,1594.8,1536.9,320.6,0.0,1357.5,1479.3,628.2,220.1,449.4,276.5,213.7,1173.2,928.9,908.5,589.4,1581.8,268.4,1504.0,883.5,155.6,312.6,1523.2,604.8,648.3,1465.1,1572.2,257.5,237.0,670.4,1605.1,208.7,737.0,124.1,622.1,186.5,843.8,286.1,414.4,93.8
UA,1295.9,611.3,626.1,468.8,1391.4,1265.2,525.0,449.9,702.3,636.6,1257.4,1306.1,1213.1,604.6,631.0,1384.3,715.9,978.8,493.0,545.9,1026.6,992.5,571.1,1409.5,1332.6,1192.5,1322.7,402.9,945.7,591.7,1032.8,716.6,669.6,633.0,542.2,1300.2,539.3,541.4,708.1,425.9,667.7,8.9,88.3,619.6,748.3,1311.4,462.1,414.6,557.8,1392.8,59.1,1021.8,604.0,1351.0,1435.6,567.1,542.4,1494.6,679.9,1330.0,637.0,645.6,643.9,1412.8,1273.2,526.2,515.2,1192.1,1439.1,523.9,457.7,1480.0,519.7,1230.8,605.9,511.6,919.7,980.4,1012.7,994.7,543.9,1362.3,433.9,653.9,447.7,2021.5,52.2,1433.6,976.6,942.6,648.3,1251.7,1333.2,1264.6,778.8,624.5,548.4,502.3,1019.5,661.3,458.3,467.2,1345.4,1390.0,624.5,610.2,492.9,927.3,1442.0,1259.3,710.8,589.7,577.8,663.3,645.1,587.2,1306.1,1377.1,0.0,529.6,984.6,1248.1,946.8,1400.7,1310.7,612.4,503.7,672.9,945.8,632.1,1366.6,554.3,984.3,1411.0,1321.4,573.5,766.0,922.3,515.4,622.5,1266.3,1371.8,1065.9,655.4,1464.1,837.8,1379.5,978.5,1301.7,750.7,1294.9,958.9,1349.2
UF,1424.0,202.3,217.1,241.3,1510.1,1399.6,496.3,148.1,293.3,621.2,1391.8,1440.5,1347.5,575.9,222.0,1442.0,306.9,1113.2,36.5,517.2,1161.0,1126.9,136.9,1528.2,1467.0,1467.1,1457.1,175.4,1080.1,182.7,1167.2,307.6,804.0,604.3,676.6,1428.3,510.6,107.2,692.7,198.4,258.7,553.3,464.5,210.6,882.7,1439.5,133.5,190.1,529.1,1424.9,543.3,1156.2,195.0,1470.9,1540.0,538.4,676.8,1541.3,270.9,1464.4,228.0,616.9,628.5,1435.2,1407.6,497.5,14.3,1466.7,1573.5,114.9,429.0,1562.1,491.0,1365.2,196.9,77.4,1054.1,1114.8,1147.1,1129.1,134.9,1456.7,206.4,244.9,220.2,1965.2,499.9,1552.3,1111.0,1077.0,632.9,1526.3,1461.3,1399.0,913.2,598.7,682.8,636.7,1153.9,252.3,592.7,122.5,1479.8,1467.7,609.1,581.5,627.3,1061.7,1560.7,1393.7,845.2,561.0,549.1,797.7,236.1,178.2,1580.7,1505.2,562.2,0.0,1119.0,1382.5,1081.2,1535.1,1445.1,583.7,638.1,807.3,1080.2,223.1,1501.0,145.3,1118.7,1481.2,1455.8,164.5,900.4,1056.7,106.4,213.5,1400.7,1506.2,1200.3,246.4,1511.5,972.2,1457.2,1112.9,1436.1,829.7,1429.3,1093.3,1439.6
UK,566.2,1174.0,1188.8,1031.5,652.3,541.8,731.0,1012.6,1265.0,756.4,534.0,582.7,489.7,778.4,1193.7,584.2,1278.6,448.2,1055.7,751.9,108.3,124.9,1133.8,670.4,609.2,645.5,599.3,965.6,222.3,1154.4,92.7,1279.3,391.3,771.2,505.3,570.5,713.1,1104.1,827.9,988.6,1230.4,961.6,872.8,1182.3,442.2,581.7,1024.8,977.3,757.2,567.1,951.6,149.6,1166.7,613.1,682.2,705.3,509.3,683.5,1242.6,606.6,1199.7,783.8,763.7,577.4,549.8,732.2,1077.9,624.5,715.7,1086.6,954.8,704.3,725.7,507.4,1168.6,1074.3,389.1,449.8,173.1,48.3,1106.6,598.9,996.6,1216.6,1010.4,2360.3,908.2,694.5,30.2,412.0,768.1,684.1,603.5,541.2,337.3,744.3,499.1,488.0,213.9,1224.0,652.7,1029.9,622.0,609.9,744.3,784.0,648.8,59.7,702.9,535.9,320.4,763.5,841.8,428.4,1207.8,1149.9,694.1,647.4,970.5,1092.3,0.0,524.7,223.4,677.3,587.3,786.2,541.9,521.5,28.5,1194.8,643.2,1117.0,453.7,623.4,598.0,1136.2,217.8,207.0,1078.1,1185.2,542.9,648.4,90.6,1218.1,653.7,307.2,599.4,110.9,578.3,456.8,571.5,235.5,581.8
UO,214.3,1433.8,1448.6,1291.3,196.6,97.2,990.8,1272.4,1524.8,1016.2,9.2,93.2,63.2,1038.2,1453.5,128.5,1538.4,750.8,1320.6,1011.7,490.3,508.9,1393.6,214.7,119.7,281.2,109.6,1225.4,321.1,1414.2,536.0,1539.1,651.1,1031.0,765.1,182.7,972.9,1363.9,1087.7,1248.4,1490.2,1221.4,1132.6,1442.1,690.0,163.3,1284.6,1237.1,1014.0,73.1,1211.4,543.0,1426.5,139.4,192.7,965.1,769.1,194.0,1512.3,95.8,1459.5,1043.6,1023.5,52.6,60.3,992.0,1337.7,260.2,226.2,1346.4,1214.6,214.8,985.5,62.8,1428.4,1336.1,691.7,752.4,586.5,511.1,1366.4,125.2,1256.4,1476.4,1270.2,2620.1,1168.0,238.8,493.0,714.6,1027.9,319.8,168.4,20.7,597.1,1004.1,758.9,747.8,618.3,1482.9,912.5,1289.7,132.5,144.8,1010.9,1043.8,908.6,443.7,247.2,41.3,580.2,1023.3,1101.6,688.2,1467.6,1409.7,329.8,243.7,1230.3,1352.1,501.0,0.0,322.2,187.8,97.8,1046.0,801.7,781.3,462.2,1454.6,153.7,1376.8,756.3,130.4,108.5,1396.0,477.6,521.1,1337.9,1445.0,53.4,160.0,543.2,1477.9,164.2,609.8,143.7,494.9,73.0,716.6,82.0,287.2,126.1
UP,356.0,1144.8,1159.6,1002.3,442.1,331.6,701.8,983.4,1235.8,727.2,323.8,372.5,279.5,749.2,1164.5,374.0,1249.4,461.8,1026.5,722.7,203.3,219.9,1104.6,460.2,399.0,435.3,389.1,936.4,1.3,1125.2,247.0,1250.1,362.1,742.0,476.1,360.3,683.9,1074.9,798.7,959.4,1201.2,932.4,843.6,1153.1,413.0,371.5,995.6,948.1,728.0,356.9,922.4,254.0,1137.5,402.9,472.0,676.1,480.1,473.3,1213.4,396.4,1170.5,754.6,734.5,367.2,339.6,703.0,1048.7,414.3,505.5,1057.4,925.6,494.1,696.5,297.2,1139.4,1045.1,402.7,463.4,297.5,222.1,1077.4,388.7,967.4,1187.4,981.2,2331.1,879.0,484.3,204.0,425.6,738.9,473.9,393.3,331.0,308.1,715.1,469.9,458.8,329.3,1194.8,623.5,1000.7,411.8,399.7,715.1,754.8,619.6,154.7,492.7,325.7,291.2,734.3,812.6,399.2,1178.6,1120.7,483.9,437.2,941.3,1063.1,212.0,314.5,0.0,467.1,377.1,757.0,512.7,492.3,173.2,1165.6,433.0,1087.8,467.3,413.2,387.8,1107.0,188.6,232.1,1048.9,1156.0,332.7,438.2,254.2,1188.9,443.5,320.8,389.2,205.9,368.1,427.6,361.3,25.3,371.6
UU,273.1,1569.3,1584.1,1426.8,183.0,259.0,1126.3,1407.9,1660.3,1151.7,200.0,218.1,206.9,1173.7,1589.0,204.9,1673.9,886.3,1451.0,1147.2,627.8,644.4,1529.1,187.5,56.2,398.6,64.8,1360.9,456.6,1549.7,671.5,1674.6,786.6,1166.5,900.6,257.4,1108.4,1499.4,1223.2,1383.9,1625.7,1356.9,1268.1,1577.6,837.5,198.7,1420.1,1372.6,1152.5,213.4,1346.9,678.5,1562.0,279.4,86.7,1100.6,904.6,88.0,1637.9,242.0,1595.0,1179.1,1159.0,233.4,185.2,1127.5,1473.2,377.6,125.4,1481.9,1350.1,108.8,1121.0,224.6,1563.9,1469.6,827.2,887.9,722.0,646.6,1501.9,265.2,1391.9,1611.9,1405.7,2755.6,1303.5,213.9,628.5,850.1,1163.4,437.2,240.4,211.5,732.6,1139.6,894.4,883.3,753.8,1619.3,1048.0,1425.2,78.6,210.6,1139.6,1179.3,1044.1,579.2,162.4,171.3,715.7,1158.8,1237.1,823.7,1603.1,1545.2,447.2,279.1,1365.8,1487.6,636.5,190.7,457.7,0.0,222.7,1181.5,937.2,916.8,597.7,1590.1,46.3,1512.3,891.8,231.6,102.6,1531.5,613.1,656.6,1473.4,1580.5,127.2,29.4,678.7,1613.4,58.2,745.3,200.1,630.4,213.7,852.1,88.8,422.7,169.8
UW,184.4,1497.0,1511.8,1354.5,155.5,148.9,1054.0,1335.6,1588.0,1079.4,95.0,67.8,134.6,1101.4,1516.7,69.4,1601.6,814.0,1378.7,1074.9,555.5,572.1,1456.8,173.6,152.3,309.9,142.4,1288.6,384.3,1477.4,599.2,1602.3,714.3,1094.2,828.3,168.7,1036.1,1427.1,1150.9,1311.6,1553.4,1284.6,1195.8,1505.3,765.2,122.2,1347.8,1300.3,1080.2,90.8,1274.6,606.2,1489.7,157.1,199.7,1028.3,832.3,226.6,1565.6,46.1,1522.7,1106.8,1086.7,70.3,37.9,1055.2,1400.9,288.9,258.8,1409.6,1277.8,244.1,1048.7,128.0,1491.6,1397.3,754.9,815.6,649.7,574.3,1429.6,142.9,1319.6,1539.6,1333.4,2683.3,1231.2,197.7,556.2,777.8,1091.1,348.5,109.3,127.4,660.3,1067.3,822.1,811.0,681.5,1547.0,975.7,1352.9,165.1,46.9,1067.3,1107.0,971.8,506.9,206.1,51.9,643.4,1086.5,1164.8,751.4,1530.8,1472.9,358.5,202.6,1293.5,1415.3,564.2,104.3,385.4,220.4,0.0,1109.2,864.9,844.5,525.4,1517.8,186.3,1440.0,819.5,36.0,141.1,1459.2,540.8,584.3,1401.1,1508.2,86.0,191.5,606.4,1541.1,196.8,673.0,52.3,558.1,37.8,779.8,114.6,350.4,85.0
VG,1102.7,651.5,666.3,509.0,1188.8,1078.3,98.2,490.1,742.5,244.7,1070.5,1119.2,1026.2,7.7,671.2,1120.7,756.1,806.7,533.2,133.2,770.4,805.6,611.3,1206.9,1145.7,1182.0,1135.8,443.1,758.8,631.9,776.6,756.8,500.4,227.8,369.2,1107.0,62.6,581.6,316.2,466.1,707.9,586.5,497.7,659.8,579.1,1118.2,502.3,454.8,75.8,1103.6,576.5,765.6,644.2,1149.6,1218.7,161.9,421.8,1220.0,720.1,1143.1,677.2,240.4,252.0,1113.9,1086.3,133.5,555.4,1161.0,1252.2,564.1,395.8,1240.8,103.1,1043.9,646.1,551.8,747.6,808.3,756.5,807.8,584.1,1135.4,474.1,694.1,487.9,2104.1,533.1,1231.0,789.7,770.5,256.4,1220.6,1140.0,1077.7,606.7,222.2,375.4,347.3,763.3,701.5,248.9,507.4,1158.5,1146.4,232.6,41.6,245.0,740.4,1239.4,1072.4,538.7,22.6,282.8,508.3,685.3,627.4,1230.6,1183.9,595.4,569.8,797.7,1061.2,759.9,1213.8,1123.8,0.0,383.1,552.3,758.9,672.3,1179.7,594.5,812.2,1159.9,1134.5,613.7,579.1,666.1,555.6,662.7,1079.4,1184.9,809.7,695.6,1190.2,665.7,1135.9,791.6,1114.8,453.2,1108.0,772.0,1118.3
VR,842.9,680.5,695.3,538.0,929.0,818.5,340.5,519.1,771.5,365.9,810.7,859.4,766.4,387.9,700.2,860.9,785.1,475.0,562.2,361.4,522.8,571.5,640.3,947.1,885.9,922.2,876.0,472.1,499.0,660.9,529.0,785.8,205.9,380.7,163.6,847.2,322.6,610.6,437.4,495.1,736.9,468.1,379.3,688.8,284.6,858.4,531.3,483.8,366.7,843.8,458.1,518.0,673.2,889.8,958.9,314.8,78.7,960.2,749.1,883.3,706.2,393.3,373.2,854.1,826.5,341.7,584.4,901.2,992.4,593.1,526.9,981.0,335.2,784.1,675.1,580.8,415.9,476.6,508.9,548.0,613.1,875.6,503.1,723.1,516.9,2090.7,414.7,971.2,529.9,438.8,377.6,960.8,880.2,817.9,275.0,353.8,157.4,197.2,515.7,730.5,135.2,536.4,898.7,886.6,353.8,393.5,169.8,480.6,979.6,812.6,207.0,373.0,451.3,358.2,714.3,656.4,970.8,924.1,477.0,598.8,537.9,801.4,500.1,954.0,864.0,395.7,0.0,169.1,499.1,701.3,919.9,623.5,480.5,900.1,874.7,642.7,319.3,418.5,584.6,691.7,819.6,925.1,562.1,724.6,930.4,334.0,876.1,557.5,855.0,459.0,848.2,512.2,858.5
VU,839.7,846.9,861.7,704.4,925.8,815.3,506.9,685.5,937.9,532.3,807.5,856.2,763.2,554.3,866.6,857.7,951.5,471.8,728.6,527.8,519.6,568.3,806.7,943.9,882.7,919.0,872.8,638.5,495.8,827.3,525.8,952.2,325.0,547.1,264.7,844.0,489.0,777.0,603.8,661.5,903.3,634.5,545.7,855.2,403.7,855.2,697.7,650.2,533.1,840.6,624.5,514.8,839.6,886.6,955.7,481.2,245.1,957.0,915.5,880.1,872.6,559.7,539.6,850.9,823.3,508.1,750.8,898.0,989.2,759.5,693.3,977.8,501.6,780.9,841.5,747.2,412.7,473.4,505.7,544.8,779.5,872.4,669.5,889.5,683.3,2257.1,581.1,968.0,526.7,435.6,544.0,957.6,877.0,814.7,271.8,520.2,258.5,307.4,512.5,896.9,301.6,702.8,895.5,883.4,520.2,559.9,336.2,477.4,976.4,809.4,203.8,539.4,617.7,462.7,880.7,822.8,967.6,920.9,643.4,765.2,534.7,798.2,496.9,950.8,860.8,562.1,166.3,0.0,495.9,867.7,916.7,789.9,477.3,896.9,871.5,809.1,316.1,415.3,751.0,858.1,816.4,921.9,558.9,891.0,927.2,330.8,872.9,554.3,851.8,491.1,845.0,509.0,855.3
WG,537.6,1145.4,1160.2,1002.9,623.7,513.2,702.4,984.0,1236.4,727.8,505.4,554.1,461.1,749.8,1165.1,555.6,1250.0,438.5,1027.1,723.3,79.7,96.3,1105.2,641.8,580.6,616.9,570.7,937.0,193.7,1125.8,83.0,1250.7,362.7,742.6,476.7,541.9,684.5,1075.5,799.3,960.0,1201.8,933.0,844.2,1153.7,413.6,553.1,996.2,948.7,728.6,538.5,923.0,130.4,1138.1,584.5,653.6,676.7,480.7,654.9,1214.0,578.0,1171.1,755.2,735.1,548.8,521.2,703.6,1049.3,595.9,687.1,1058.0,926.2,675.7,697.1,478.8,1140.0,1045.7,379.4,440.1,163.4,48.8,1078.0,570.3,968.0,1188.0,981.8,2331.7,879.6,665.9,30.7,402.3,739.5,655.5,574.9,512.6,308.7,715.7,470.5,459.4,204.2,1195.4,624.1,1001.3,593.4,581.3,715.7,755.4,620.2,31.1,674.3,507.3,291.8,734.9,813.2,399.8,1179.2,1121.3,665.5,618.8,941.9,1063.7,38.7,496.1,194.8,648.7,558.7,757.6,513.3,492.9,0.0,1166.2,614.6,1088.4,444.0,594.8,569.4,1107.6,189.2,197.3,1049.5,1156.6,514.3,619.8,80.9,1189.5,625.1,297.5,570.8,82.3,549.7,428.2,542.9,206.9,553.2
WH,1530.4,20.7,94.0,347.7,1616.5,1506.0,602.7,292.5,113.3,727.6,1498.2,1546.9,1453.9,682.3,49.4,1548.4,126.9,1219.6,210.4,623.6,1267.4,1233.3,288.5,1634.6,1573.4,1573.5,1563.5,281.8,1186.5,93.4,1273.6,84.4,910.4,710.7,783.0,1534.7,617.0,258.8,799.1,304.8,101.8,659.7,570.9,77.5,989.1,1545.9,277.9,313.5,635.5,1531.3,649.7,1262.6,105.7,1577.3,1646.4,644.8,783.2,1647.7,47.7,1570.8,94.9,723.3,734.9,1541.6,1514.0,603.9,232.6,1573.1,1679.9,201.1,535.4,1668.5,597.4,1471.6,210.3,229.0,1160.5,1221.2,1253.5,1235.5,221.1,1563.1,312.8,121.8,326.6,1912.5,606.3,1658.7,1217.4,1183.4,739.3,1632.7,1567.7,1505.4,1019.6,705.1,789.2,743.1,1260.3,121.0,699.1,266.9,1586.2,1574.1,715.5,687.9,733.7,1168.1,1667.1,1500.1,951.6,667.4,655.5,904.1,104.8,88.9,1687.1,1611.6,668.6,247.0,1225.4,1488.9,1187.6,1641.5,1551.5,690.1,744.5,913.7,1186.6,0.0,1607.4,176.3,1225.1,1587.6,1562.2,237.1,1006.8,1163.1,203.7,9.6,1507.1,1612.6,1306.7,115.1,1617.9,1078.6,1563.6,1219.3,1542.5,783.5,1535.7,1199.7,1546.0
