from_stop,AA,AE,AN,AY,BG,BH,BK,BM,BN,BP,BS,BT,CE,CG,CI,CM,CT,CU,DA,DD,DG,DJ,DQ,DS,DT,EA,EC,ED,EE,EF,EH,EI,EP,EQ,ES,EW,EX,EZ,FB,FL,FM,FP,FT,GA,GB,GE,GF,GI,GK,GL,GO,GR,GT,GU,GY,HA,HH,HK,HM,HN,HO,HV,IB,IE,IF,II,IV,IX,JA,JB,JK,JL,JM,JN,JQ,JS,JZ,KG,KH,KI,KN,KP,KR,KS,KW,LD,LE,LF,LG,LL,LT,LX,LY,LZ,MB,MD,MG,MJ,MO,MS,MT,MW,MZ,NE,NG,NI,NJ,NR,NU,NW,NZ,OH,OL,OP,OX,OY,PC,PD,PF,PH,PI,PJ,PK,PL,PM,PO,PP,PR,QB,QG,QH,QI,QN,QQ,QT,QX,RI,RK,RM,RS,RX,SC,SE,SH,SM,SQ,SV,SW,SX,SZ,TE,TL,TW,TX,UC,UN,UO,UZ,VE,VL,VP,VZ,WA,WH,WI,WJ,WS,WV,XC,XG,XJ,XK,XO,XP,XU,YD,YE,YG,YI,YJ,YK,YM,YT,YV,YZ,ZA,ZB,ZH,ZI,ZN,ZV
NW,345.1,316.6,122.1,203.9,195.9,232.6,136.9,183.5,24.8,141.3,87.6,93.4,57.3,186.4,103.4,298.9,197.0,281.1,230.4,292.1,10.3,248.7,431.3,309.5,20.4,309.1,154.3,172.2,339.1,270.9,181.2,102.8,56.2,96.0,212.7,294.8,211.4,151.1,296.4,126.5,88.3,211.1,176.0,175.8,209.1,381.5,215.0,143.8,133.0,123.6,272.8,299.5,151.3,79.6,283.6,265.6,230.2,185.6,209.7,234.9,227.9,221.5,119.8,37.5,200.1,240.3,99.6,1132.1,242.0,266.4,115.6,352.1,108.6,190.1,50.9,252.0,382.2,105.8,250.3,227.9,175.3,124.5,371.9,78.9,186.8,336.0,257.4,308.3,201.0,211.7,187.8,176.0,146.4,120.4,247.8,359.1,140.1,319.6,61.4,151.0,88.0,175.2,279.8,241.6,175.0,235.6,117.4,63.6,142.6,0.0,204.5,357.1,322.1,97.0,89.4,406.9,169.6,383.6,68.7,325.4,160.3,214.4,138.3,105.8,217.9,60.7,194.5,92.1,302.6,63.5,72.9,136.4,188.4,61.0,73.0,292.0,334.6,10.3,186.3,151.5,91.1,413.7,202.3,301.3,314.4,192.1,231.0,96.2,79.6,247.7,158.0,190.6,195.2,182.5,308.9,174.9,424.9,329.7,148.7,213.7,122.8,128.7,90.8,101.4,225.3,88.7,271.5,178.6,269.6,99.4,177.6,234.3,66.6,75.2,205.5,204.9,278.3,208.0,270.3,122.7,125.2,124.7,156.2,387.2,96.0,273.9,159.7,284.4,377.2,81.3,147.6
NZ,278.4,248.4,310.0,224.4,206.5,266.7,88.0,72.3,192.2,148.7,227.7,253.6,168.1,197.0,158.8,256.5,209.8,314.7,25.8,248.5,228.5,289.3,411.4,320.1,237.6,374.1,337.9,325.2,276.2,228.5,191.8,178.5,273.4,228.9,173.1,252.4,51.5,94.2,228.2,128.3,181.1,168.7,393.2,268.6,292.5,350.4,105.6,199.4,302.6,273.4,275.6,231.3,301.1,205.0,215.4,339.6,50.1,154.9,164.2,166.7,153.0,406.1,130.4,180.5,292.9,250.9,138.2,1190.4,178.8,277.0,265.4,283.9,256.0,273.5,268.1,264.8,314.0,134.4,207.9,240.7,234.7,181.0,303.7,198.3,228.5,267.8,270.2,348.9,172.2,59.7,280.6,186.6,363.6,134.0,288.4,339.2,97.4,357.0,265.2,86.5,198.1,209.9,317.0,282.2,193.1,198.8,214.4,244.9,234.1,217.1,0.0,288.9,336.5,111.0,274.3,338.7,359.7,315.4,228.0,257.2,67.1,404.5,205.2,175.5,228.5,197.1,154.9,309.3,260.2,146.1,290.1,165.0,95.6,280.7,213.1,366.0,266.4,206.7,403.5,71.7,187.0,353.4,259.6,233.1,272.0,309.8,241.6,250.3,296.8,260.5,96.3,98.8,195.0,137.4,296.1,278.0,405.0,261.5,144.3,261.2,337.9,133.5,183.6,184.7,226.6,310.9,203.3,139.0,227.2,326.7,110.1,29.7,210.6,292.4,130.6,26.4,210.1,228.5,338.5,339.9,218.0,200.4,373.4,331.7,302.8,347.9,215.3,295.0,357.3,259.6,141.9
OH,105.7,49.0,425.9,251.0,466.1,494.1,285.3,331.9,360.9,400.0,373.5,389.9,336.8,456.6,339.6,162.7,461.1,542.6,280.4,169.5,396.2,510.2,243.8,579.7,411.8,570.6,465.8,493.9,75.2,263.4,451.4,344.5,442.1,344.8,301.1,164.6,339.8,226.6,138.8,306.9,349.8,235.3,510.3,437.3,470.6,122.2,365.2,339.0,436.5,442.1,176.3,97.4,469.8,373.7,87.8,527.1,303.7,308.3,278.6,140.7,339.7,574.8,390.0,349.2,461.6,510.4,319.0,1113.5,229.9,536.6,434.1,64.0,371.9,451.6,402.1,516.1,60.6,385.3,198.3,492.0,445.1,334.1,83.8,379.1,448.3,45.0,521.5,569.8,286.6,321.9,449.3,446.2,532.3,393.6,509.3,171.6,357.0,581.1,381.1,346.1,378.9,302.9,541.3,503.1,436.5,263.7,396.9,413.6,404.1,385.8,299.4,0.0,592.3,280.7,443.0,99.0,528.4,42.5,393.6,88.1,308.7,573.2,414.6,385.3,488.1,365.8,282.9,443.3,175.5,314.8,458.8,415.9,336.8,430.2,384.7,553.5,93.7,375.4,537.5,263.3,370.6,100.0,246.8,64.3,164.8,470.4,501.2,419.0,430.8,511.8,219.7,350.1,322.2,388.7,174.4,446.7,237.4,88.8,392.1,475.2,474.0,314.3,352.3,365.5,219.6,479.6,84.1,267.4,179.0,453.6,361.4,276.4,391.4,444.4,317.3,296.7,182.7,267.9,531.8,481.3,386.7,344.6,542.1,107.8,418.7,535.4,322.2,554.6,201.2,396.2,393.2
OL,562.2,532.2,442.1,488.4,170.4,112.4,345.8,363.6,295.0,248.4,414.5,404.3,270.2,136.8,386.8,540.0,188.4,83.1,412.2,532.0,331.3,79.1,694.9,79.0,340.4,85.5,474.3,216.5,560.0,512.0,142.0,406.5,341.1,416.0,453.8,539.7,338.6,366.7,512.0,356.3,242.2,452.2,400.2,155.9,162.3,634.2,322.1,428.3,453.0,264.2,559.1,515.1,236.5,262.2,499.2,89.1,342.6,431.2,465.7,450.5,443.5,234.2,291.9,283.3,153.8,109.2,360.8,1399.0,462.6,130.1,268.6,567.7,419.5,180.8,370.9,177.6,597.8,266.9,491.4,153.3,184.7,409.0,587.5,411.7,145.0,551.6,135.3,60.3,475.2,333.7,142.8,147.2,301.5,285.7,99.6,627.1,305.4,24.2,381.4,316.3,365.8,459.7,58.1,93.4,194.6,482.3,220.4,302.1,200.7,319.9,386.3,572.7,0.0,313.6,297.4,619.2,223.3,599.2,393.0,541.0,325.7,258.0,201.9,234.4,104.8,346.0,435.6,412.1,543.7,279.1,340.1,261.5,328.8,383.5,399.9,102.6,550.2,309.5,442.6,362.2,241.3,637.2,506.0,516.9,555.5,204.9,92.0,273.4,381.2,143.6,373.6,297.7,475.7,289.6,579.6,206.5,688.5,545.3,252.3,153.9,377.0,361.5,243.5,379.2,509.8,314.3,487.1,419.7,510.7,349.8,284.7,416.1,393.5,397.6,417.9,353.1,493.9,492.5,106.9,371.0,216.6,433.6,313.7,615.5,416.0,80.8,444.2,116.9,640.8,388.7,254.7
OP,248.5,219.5,224.3,175.7,187.1,213.3,43.7,98.0,80.1,140.0,143.0,168.9,56.0,177.6,74.1,227.3,188.4,261.8,133.3,219.3,116.4,229.4,382.2,300.7,125.5,289.8,252.2,213.1,247.3,199.3,172.4,93.8,161.3,144.2,141.1,222.2,113.3,54.0,199.3,43.6,69.0,139.5,281.1,156.5,189.8,321.5,119.7,115.6,217.9,161.3,246.4,202.4,189.0,92.9,186.5,246.3,123.5,118.5,152.0,136.8,130.8,294.0,118.5,68.4,180.8,229.6,53.5,1160.9,149.9,257.6,153.3,255.0,171.3,170.8,156.0,243.4,285.1,104.5,177.7,219.3,164.3,96.3,273.8,113.6,167.5,238.9,248.8,289.0,162.5,114.6,168.5,167.2,251.5,119.1,228.5,314.4,111.5,311.2,178.2,100.6,104.8,147.0,257.1,222.3,155.7,169.6,116.1,132.8,122.0,105.0,107.4,260.0,317.1,0.0,162.2,306.5,247.6,286.5,142.3,228.3,63.2,292.4,133.8,104.5,209.1,85.0,122.9,197.2,230.0,34.0,178.0,135.1,91.7,168.6,128.4,272.7,237.5,94.6,291.4,49.5,103.9,324.5,192.3,204.2,241.8,197.7,222.2,138.2,184.7,239.1,60.9,104.6,162.0,143.2,266.9,165.9,375.8,232.6,143.9,192.5,225.8,48.8,72.5,100.0,197.1,199.0,174.4,107.0,198.0,214.6,115.9,137.2,124.9,182.7,105.2,111.5,181.2,179.8,251.0,227.8,105.9,120.9,263.7,302.8,217.1,254.6,131.5,275.6,328.1,147.5,146.3
OX,404.2,374.2,195.9,296.2,183.2,227.4,194.5,241.1,79.9,209.1,187.1,158.1,110.7,173.7,194.6,347.8,184.5,275.9,288.0,341.0,84.1,243.5,502.7,296.8,94.2,303.9,228.1,166.0,396.7,319.8,168.5,214.3,66.5,169.8,261.6,343.7,269.0,208.7,354.0,161.9,100.3,260.0,202.8,170.6,203.9,452.9,274.4,236.1,206.8,95.0,334.0,357.1,122.7,70.3,341.2,260.4,287.8,239.0,273.5,292.5,285.5,215.3,173.2,90.9,194.9,227.6,135.0,1205.9,299.6,253.7,87.0,409.7,173.3,184.9,124.7,239.5,439.8,159.2,299.2,215.4,160.4,216.8,429.5,178.4,181.6,393.6,244.9,303.1,281.5,269.3,182.6,163.3,140.2,173.8,242.6,430.5,193.5,314.4,135.2,204.4,148.2,249.2,274.6,236.4,151.8,290.1,124.2,42.0,137.4,98.8,262.1,414.7,309.4,154.6,0.0,464.5,163.4,441.2,168.2,383.0,217.9,208.2,129.9,138.0,205.2,128.4,243.4,150.7,351.5,121.1,66.7,189.8,246.0,134.8,172.5,286.8,392.2,88.4,168.0,209.1,121.9,479.2,263.5,358.9,363.3,185.9,218.3,23.9,106.6,235.2,215.6,258.4,283.5,250.3,380.3,141.9,496.3,387.3,216.5,208.5,104.5,169.3,100.5,161.6,317.6,82.5,329.1,227.5,318.5,75.2,245.4,291.9,166.1,149.0,263.1,262.5,332.3,300.3,265.1,116.5,120.0,203.9,150.0,457.5,169.8,268.7,233.5,271.7,448.6,142.5,215.4
OY,137.9,94.5,458.1,283.2,511.6,539.6,334.7,389.0,406.4,441.7,405.7,422.1,382.3,502.1,383.9,194.9,506.6,584.3,325.9,202.9,452.8,555.7,276.0,625.2,444.0,616.1,498.0,539.4,102.4,295.6,496.9,376.7,487.6,377.0,333.3,200.1,385.3,272.1,171.0,352.1,395.3,267.5,542.5,482.8,512.3,120.8,410.7,371.2,468.7,487.6,208.5,129.6,515.3,419.2,120.0,572.6,358.4,340.5,314.1,186.2,385.2,620.3,435.5,394.7,507.1,555.9,364.5,1145.7,257.5,582.1,479.6,72.2,404.1,497.1,434.3,561.6,59.2,427.0,233.8,537.5,490.6,366.3,43.6,423.4,493.8,77.2,567.0,615.3,320.3,367.4,494.8,491.7,577.8,439.1,554.8,208.2,402.5,637.5,413.3,391.6,423.2,335.1,579.6,548.6,482.0,295.9,442.4,459.1,448.3,431.3,344.9,79.1,637.8,325.2,488.5,0.0,573.9,92.7,432.2,120.3,354.2,618.7,460.1,427.0,533.6,411.3,315.1,475.5,211.0,360.3,504.3,461.4,382.7,464.9,416.9,599.0,125.9,420.9,569.7,303.9,430.2,98.6,282.3,109.8,200.3,520.2,546.7,464.5,463.0,557.3,265.2,395.6,354.4,434.2,213.7,492.2,269.6,121.0,441.1,514.0,504.1,358.6,394.0,409.8,251.8,525.3,129.6,299.6,211.2,485.8,406.9,321.9,433.1,479.0,359.6,345.9,214.9,300.1,577.3,513.5,432.2,371.6,590.0,140.0,450.9,580.9,354.4,600.1,233.4,428.4,438.7
PC,492.4,462.4,343.8,418.6,234.2,139.6,282.7,329.3,225.2,294.2,344.7,326.9,221.1,200.6,317.0,470.2,234.2,172.0,376.2,463.4,260.5,147.7,625.1,255.6,270.6,177.7,376.0,41.6,484.9,442.2,205.8,336.7,254.8,299.7,384.0,466.1,357.2,296.9,442.2,284.3,172.4,382.4,201.1,109.3,175.8,564.4,362.6,358.5,354.7,141.2,477.9,445.3,113.5,192.4,429.4,134.2,376.0,361.4,395.9,380.7,373.7,36.8,283.6,213.5,85.3,155.9,289.7,1175.8,387.8,219.1,149.2,497.9,308.9,194.8,244.4,223.4,528.0,269.6,421.6,199.1,209.7,339.2,517.7,341.9,192.9,481.8,232.8,202.9,403.9,357.5,121.3,211.0,77.1,295.5,117.9,552.9,315.2,188.2,265.1,326.1,296.0,389.9,178.8,124.1,239.2,412.5,211.6,232.3,115.4,250.1,350.3,502.9,223.4,242.8,226.3,552.7,0.0,529.4,325.8,471.2,306.1,29.7,217.3,244.2,168.6,276.2,365.8,260.7,473.9,209.3,237.8,300.2,334.2,282.7,330.1,160.6,480.4,239.7,261.2,297.3,228.1,567.4,433.5,447.1,485.7,61.5,183.7,202.3,216.6,189.4,303.8,343.5,405.9,335.4,502.7,105.6,618.7,475.5,301.6,189.6,232.5,291.7,169.9,309.4,440.0,211.8,417.3,349.9,440.9,232.1,330.5,380.1,323.7,296.9,351.3,350.7,424.1,422.7,138.9,199.2,132.8,338.2,86.9,545.7,317.7,142.5,374.4,237.1,568.1,305.0,300.5
PD,111.9,84.2,432.1,257.2,488.1,516.1,307.3,353.9,382.9,422.0,379.7,396.1,358.8,478.6,357.9,168.9,483.1,564.6,302.4,175.7,427.9,532.2,250.0,601.7,418.0,592.6,472.0,515.9,81.4,269.6,473.4,350.7,464.1,351.0,307.3,170.8,361.8,248.6,145.0,327.1,371.8,241.5,516.5,459.3,492.6,108.4,387.2,345.2,442.7,464.1,182.5,103.6,491.8,395.7,94.0,549.1,325.7,314.5,284.8,162.7,361.7,596.8,412.0,371.2,483.6,532.4,341.0,1119.7,236.1,558.6,456.1,79.8,378.1,473.6,408.3,538.1,46.8,407.3,204.5,514.0,467.1,340.3,100.6,397.4,470.3,51.2,543.5,591.8,292.8,343.9,471.3,468.2,554.3,415.6,531.3,177.8,379.0,603.1,387.3,368.1,397.2,309.1,563.3,525.1,458.5,269.9,418.9,435.6,426.1,407.8,321.4,35.1,614.3,302.7,465.0,85.2,550.4,0.0,399.8,94.3,330.7,595.2,436.6,407.3,510.1,387.8,289.1,449.5,181.7,336.8,480.8,437.9,358.8,436.4,390.9,575.5,99.9,397.4,543.7,285.3,392.6,86.2,253.0,99.5,171.0,492.4,523.2,441.0,437.0,533.8,241.7,372.1,328.4,410.7,180.6,468.7,243.6,95.0,414.1,497.2,480.2,332.6,374.3,383.8,225.8,501.6,106.1,273.6,185.2,459.8,383.4,298.4,409.7,450.6,339.3,318.7,188.9,274.1,553.8,487.5,408.7,350.8,564.1,114.0,424.9,557.4,328.4,576.6,207.4,402.4,415.2
PF,297.2,340.7,177.9,172.6,267.4,304.1,146.9,196.3,96.3,212.8,56.3,31.0,128.8,257.9,72.1,254.0,268.5,352.6,236.5,256.6,81.5,320.2,383.4,381.0,89.1,380.6,217.8,256.8,368.5,236.6,252.7,71.5,140.8,81.9,178.4,260.5,217.5,175.2,295.8,99.6,159.8,176.8,244.4,247.3,280.6,333.6,222.9,112.5,188.8,195.1,224.9,323.6,222.8,151.1,307.7,337.1,226.7,154.3,178.4,259.0,243.9,306.1,191.3,109.0,271.6,311.8,136.3,1118.0,227.0,337.9,187.1,376.2,46.2,261.6,101.3,323.5,395.2,177.3,216.0,299.4,246.8,93.2,396.0,29.6,258.3,347.5,328.9,379.8,169.7,217.8,259.3,247.5,231.0,191.9,319.3,315.6,211.6,402.0,80.3,203.8,85.5,140.1,347.9,313.1,246.5,204.3,188.9,142.0,212.8,93.0,210.6,381.2,393.6,138.1,174.0,431.0,254.2,395.1,0.0,349.5,166.4,299.0,209.8,177.3,289.4,61.4,160.2,142.5,268.3,135.0,157.5,207.9,194.5,129.4,41.7,363.5,309.2,81.8,236.7,170.7,162.6,365.8,154.4,325.4,271.4,269.8,302.5,167.7,130.0,319.2,182.1,207.8,163.9,246.4,261.0,242.0,377.0,314.1,216.7,282.3,171.1,94.4,162.3,72.1,194.0,173.3,295.6,144.3,235.3,152.8,219.1,240.4,17.3,146.0,218.3,225.9,249.1,176.7,341.8,180.5,196.7,98.6,240.8,339.3,170.7,345.4,124.4,355.9,329.3,70.6,219.1
PH,117.7,29.8,437.9,249.2,435.0,463.0,254.2,300.8,329.8,368.9,377.4,401.9,305.7,425.5,308.5,174.7,430.0,511.5,249.3,181.5,365.1,479.1,255.8,548.6,375.2,539.5,477.8,462.8,13.6,251.9,420.3,328.2,411.0,356.8,289.6,153.1,308.7,195.5,127.3,275.8,318.7,223.8,522.3,406.2,439.5,156.0,334.1,341.3,448.5,411.0,188.3,85.9,438.7,342.6,66.6,496.0,272.6,296.8,267.1,109.6,308.6,543.7,358.9,318.1,430.5,479.3,287.9,1125.5,202.8,505.5,403.0,65.3,383.9,420.5,414.1,485.0,95.4,354.2,186.8,460.9,414.0,330.7,85.1,348.0,417.2,57.0,490.4,538.7,275.1,290.8,418.2,415.1,501.2,362.5,478.2,183.6,325.9,550.0,393.1,315.0,347.8,314.9,510.2,472.0,405.4,252.2,365.8,382.5,373.0,354.7,268.3,70.3,561.2,249.6,411.9,120.1,497.3,103.5,384.1,0.0,277.6,542.1,383.5,354.2,457.0,334.7,271.4,455.3,177.2,283.7,427.7,384.8,305.7,415.8,362.8,522.4,105.7,344.3,549.5,232.2,339.5,134.8,258.8,33.2,176.8,439.3,470.1,387.9,442.8,480.7,188.6,319.0,311.5,357.6,186.4,415.6,249.4,100.8,361.0,444.1,486.0,283.2,321.2,334.4,231.6,448.5,53.0,255.9,167.5,464.3,330.3,245.3,360.3,430.0,286.2,265.6,171.2,279.9,500.7,477.5,355.6,350.1,511.0,101.8,430.7,504.3,334.2,523.5,213.2,397.2,362.1
PI,288.1,258.1,245.9,196.3,160.4,220.6,23.9,26.2,134.0,91.2,163.6,189.5,109.9,150.9,94.7,247.9,152.3,268.6,93.1,241.1,169.3,243.2,402.8,273.5,179.4,328.0,273.8,267.0,280.6,219.9,145.7,114.4,215.2,164.8,161.7,243.8,56.2,92.6,237.9,62.0,122.9,160.1,335.0,210.4,243.7,353.0,59.5,136.2,238.5,215.2,267.0,241.0,242.9,146.8,225.1,293.5,69.8,139.1,173.6,176.4,169.4,347.9,84.3,122.3,234.7,204.8,74.1,1181.5,183.5,230.9,207.2,293.6,191.9,224.7,222.1,207.3,323.7,88.3,199.3,183.2,188.6,116.9,313.4,134.2,182.4,277.5,212.7,302.8,181.6,51.3,222.4,140.5,305.4,87.9,242.3,330.6,51.3,321.8,201.1,40.4,134.0,167.6,274.3,236.1,147.0,190.2,168.3,186.7,177.2,158.9,67.2,298.6,286.6,53.8,215.3,348.4,301.5,325.1,170.3,266.9,0.0,346.3,159.1,129.4,182.4,138.9,143.5,263.3,251.6,87.9,231.9,109.7,28.0,220.0,149.0,319.9,276.1,148.5,357.5,93.0,135.9,363.1,213.9,242.8,263.4,243.5,195.5,191.3,250.8,203.0,99.5,41.3,183.6,79.9,280.4,219.8,396.4,271.2,83.3,212.2,294.0,69.4,125.4,120.6,217.7,252.7,213.0,127.6,218.6,267.7,52.6,97.0,146.5,234.2,147.0,74.4,219.8,200.4,292.4,281.7,159.8,136.3,315.2,341.4,238.7,301.8,152.1,248.9,348.7,201.4,84.4
PJ,527.7,497.7,332.9,453.9,279.4,184.8,318.0,364.6,260.5,339.4,348.8,316.0,256.4,245.8,352.3,496.1,279.4,217.2,411.5,498.7,294.4,192.9,571.0,300.8,273.4,222.9,365.1,76.9,520.2,477.5,251.0,348.7,245.3,288.8,419.3,501.4,392.5,332.2,477.5,319.6,207.7,417.7,207.0,144.6,211.1,575.7,397.9,393.8,343.8,176.5,467.0,480.6,148.8,227.7,464.7,179.4,411.3,396.7,431.2,416.0,409.0,41.0,318.9,248.8,130.5,201.1,325.0,1181.7,423.1,264.3,184.5,533.2,298.0,230.1,233.5,268.6,563.3,304.9,456.9,244.3,245.0,374.5,553.0,377.2,228.2,517.1,278.0,248.1,439.2,392.8,156.6,256.2,112.4,330.8,163.1,553.3,350.5,233.4,254.2,361.4,331.3,408.3,224.0,169.3,274.5,447.8,246.9,267.6,150.7,285.4,385.6,538.2,268.6,278.1,261.6,588.0,30.2,564.7,342.2,506.5,341.4,0.0,252.6,279.5,213.8,311.5,401.1,249.8,509.2,244.6,228.3,335.5,369.5,271.8,360.0,205.8,515.7,275.0,250.3,332.6,263.4,602.7,422.6,482.4,513.5,96.8,228.9,237.6,205.7,234.6,339.1,382.8,441.2,380.6,503.1,140.9,619.1,510.8,346.8,234.8,221.6,327.0,205.2,344.7,439.6,245.2,452.6,385.2,476.2,221.2,375.7,415.4,366.0,286.0,386.6,386.0,459.4,448.6,184.1,188.3,168.1,327.3,122.2,581.0,306.8,187.7,392.6,282.3,557.2,294.1,345.7
PK,387.6,357.6,248.9,313.8,77.7,137.9,159.0,151.4,101.8,120.7,221.3,211.1,71.0,68.2,212.2,365.4,79.0,185.9,210.2,358.6,137.1,160.5,520.3,191.3,147.2,245.3,281.1,188.9,380.1,337.4,63.0,231.9,169.4,222.8,279.2,361.3,191.2,192.1,337.4,179.5,65.1,277.6,302.8,132.3,126.5,459.6,184.7,253.7,259.8,119.1,384.5,340.5,146.8,71.0,324.6,210.8,224.5,256.6,291.1,275.9,268.9,269.8,101.1,90.1,156.6,122.1,178.0,1258.9,283.0,148.2,111.1,393.1,226.3,107.5,177.7,134.0,423.2,87.1,316.8,109.9,36.9,234.4,412.9,219.1,65.4,377.0,139.4,220.1,299.1,206.0,144.3,57.8,237.2,83.7,159.6,448.1,103.4,239.1,188.2,114.3,173.2,285.1,191.6,153.4,46.3,307.7,53.0,110.9,99.1,126.7,184.3,398.1,203.9,138.0,139.9,447.9,223.4,424.6,202.4,366.4,158.1,268.2,0.0,32.4,99.7,153.4,261.0,218.9,369.1,105.9,182.6,117.7,186.2,187.8,206.7,237.2,375.6,116.3,285.1,192.5,65.5,462.6,331.4,342.3,380.9,165.4,112.8,115.9,206.4,129.7,199.0,170.0,301.1,161.9,397.9,141.7,513.9,370.7,128.1,129.5,221.6,186.9,67.6,186.6,335.2,156.6,312.5,245.1,336.1,192.3,157.0,214.1,200.3,202.0,246.5,199.6,319.3,317.9,209.7,213.5,81.7,253.8,247.0,440.9,222.8,219.1,269.6,166.2,466.2,195.5,127.0
PL,355.1,325.1,216.4,281.3,110.2,170.4,122.6,130.5,69.3,90.1,188.8,178.6,38.5,100.7,179.7,332.9,111.5,218.4,177.7,324.9,105.6,193.0,487.8,223.8,114.7,277.8,248.6,215.8,352.9,304.9,95.5,199.4,150.5,190.3,246.7,328.8,158.7,159.6,304.9,145.2,71.7,245.1,270.3,159.2,159.0,427.1,152.2,221.2,227.3,146.4,352.0,308.0,174.1,77.6,292.1,243.3,185.9,224.1,258.6,243.4,236.4,296.7,68.6,57.6,183.5,154.6,145.5,1226.4,250.5,180.7,138.4,360.6,193.8,140.0,145.2,166.5,390.7,54.6,284.3,142.4,69.4,201.9,380.4,186.6,97.9,344.5,171.9,252.6,266.6,177.0,171.2,90.3,240.7,51.2,192.1,420.0,70.9,260.7,155.7,81.8,140.7,252.6,220.7,185.9,78.8,275.2,59.6,117.5,124.7,94.2,151.8,365.6,240.2,105.5,143.0,412.1,250.3,392.1,163.5,333.9,125.6,295.1,32.4,0.0,132.2,120.9,228.5,186.4,336.6,71.4,167.2,85.2,153.7,155.3,174.2,269.7,343.1,83.8,280.6,160.0,48.0,430.1,298.9,309.8,348.4,200.4,145.3,119.0,173.9,162.2,166.5,139.4,268.6,131.3,372.5,168.6,481.4,338.2,97.5,160.7,217.1,154.4,74.2,154.1,302.7,182.8,280.0,212.6,303.6,193.7,126.4,181.6,167.8,169.5,210.8,170.8,286.8,285.4,242.2,217.0,108.6,226.5,250.5,408.4,190.3,251.6,237.1,198.7,433.7,163.0,96.4
PM,457.3,427.3,337.2,383.5,65.5,38.1,242.8,245.1,190.1,141.5,309.6,299.4,165.3,31.9,281.9,435.1,81.5,86.1,307.3,428.3,225.4,60.7,590.0,91.5,235.5,145.5,369.4,182.1,449.8,407.1,37.1,301.6,236.2,311.1,348.9,431.0,231.7,261.8,407.1,249.2,137.3,347.3,372.5,108.1,79.8,529.3,215.2,323.4,348.1,171.7,454.2,410.2,180.2,157.3,394.3,111.0,245.3,326.3,360.8,345.6,338.6,198.6,185.0,178.4,122.0,22.3,255.9,1347.2,352.7,48.4,163.7,462.8,314.6,75.9,266.0,70.7,492.9,160.0,386.5,46.4,79.8,304.1,482.6,306.8,40.1,446.7,69.0,120.3,368.8,226.8,95.0,42.3,265.9,180.8,59.8,517.8,200.5,139.3,276.5,211.4,260.9,354.8,91.8,53.6,85.9,377.4,115.5,197.2,107.6,215.0,281.4,467.8,104.1,207.7,192.5,517.6,187.7,494.3,290.7,436.1,218.8,222.4,97.0,129.5,0.0,241.1,330.7,307.2,438.8,174.2,235.2,154.6,221.5,276.1,295.0,137.4,445.3,204.6,337.7,262.2,141.1,532.3,401.1,412.0,450.6,158.6,13.0,168.5,276.3,36.7,268.7,190.8,370.8,182.7,467.6,150.2,583.6,440.4,148.9,42.3,274.2,256.6,134.8,274.3,404.9,209.2,382.2,314.8,405.8,244.9,177.8,311.2,288.6,290.3,316.2,249.9,389.0,387.6,109.9,266.1,111.7,323.5,275.7,510.6,311.1,119.3,339.3,66.4,535.9,283.8,147.8
PO,326.2,296.2,185.1,200.0,232.1,258.3,116.5,163.1,74.7,185.0,86.7,92.5,101.0,222.6,98.4,272.0,233.4,306.8,210.0,265.2,73.3,274.4,426.9,345.7,83.4,334.8,217.3,235.2,318.7,244.0,217.4,101.9,119.2,122.9,185.8,267.9,191.0,130.7,276.0,101.7,114.0,184.2,239.0,201.5,234.8,377.1,196.4,139.9,196.0,152.5,271.9,279.1,180.2,108.5,263.2,291.3,209.8,163.2,197.7,214.5,207.5,284.5,163.5,84.4,225.8,274.6,74.8,1159.0,221.6,302.6,144.5,331.7,107.7,215.8,114.1,288.4,361.8,149.5,223.4,264.3,209.3,120.6,351.5,73.1,212.5,315.6,293.8,334.0,197.1,191.3,213.5,212.2,209.4,164.1,273.5,354.7,183.8,345.3,93.1,177.3,27.2,171.3,305.5,267.3,200.7,214.3,161.1,120.4,168.3,62.9,184.1,336.7,358.3,76.6,149.1,386.5,232.6,363.2,67.8,305.0,139.9,277.4,178.8,149.5,254.1,0.0,167.6,155.3,275.7,79.0,135.9,180.1,168.0,124.0,72.1,317.7,314.2,60.2,249.5,131.1,134.8,401.2,201.4,280.9,287.5,234.6,267.2,125.1,142.8,284.1,137.6,181.3,191.3,219.9,304.5,199.4,420.5,309.3,192.4,239.4,186.0,101.8,116.5,40.6,221.4,151.7,251.1,151.7,242.7,165.6,192.6,213.9,65.7,138.2,185.1,184.5,256.5,204.1,296.0,193.3,150.9,123.8,219.2,379.5,159.0,299.6,155.8,320.6,372.8,62.4,191.3
