from_stop,AC,AG,AI,AV,AZ,BB,BF,BJ,BP,BQ,CL,CP,CQ,CR,CT,CU,CZ,DI,DL,DZ,EB,EE,EI,EJ,EN,EP,ET,FC,FJ,FL,FP,FW,GB,GE,GG,GN,GO,GS,GT,HI,HJ,HV,IA,IB,ID,IE,IG,II,IK,IL,IR,IS,IW,JA,JC,JG,JI,JK,JP,KE,KI,KK,KM,KQ,KX,KY,LB,LG,LI,LJ,LY,MF,MP,MS,MT,MZ,NB,ND,NE,NF,NM,NN,NY,NZ,OA,OD,OE,OI,OK,ON,OT,OW,OZ,PA,PD,PJ,PN,PO,PQ,PR,PU,PV,PW,QD,QP,QR,QV,RA,RC,RF,RK,RO,RQ,RR,RS,RV,SD,SI,SL,SM,SN,TA,TC,TJ,TL,TV,UD,UE,UF,UJ,UL,UM,UN,UQ,UZ,VA,VD,VE,VG,VQ,VV,WC,WD,WE,WL,WT,XA,XJ,XL,XP,XT,YA,YL,YM,YN,YT,YV,ZO,ZW,ZX
PU,237.4,572.0,609.8,210.3,284.7,163.9,728.5,625.7,178.1,653.5,620.0,312.6,727.6,57.9,235.7,126.2,210.8,655.0,163.2,674.7,176.7,682.4,141.8,123.4,663.3,52.8,123.4,198.7,193.9,487.9,490.8,668.6,189.5,123.5,328.7,276.8,435.1,363.7,589.1,121.7,338.0,184.7,701.9,598.5,680.4,732.8,519.8,87.8,261.3,282.2,658.2,324.1,46.7,608.8,238.2,66.6,372.5,625.6,703.7,88.1,144.5,749.8,722.4,225.1,212.7,630.6,104.7,144.5,606.1,247.1,205.0,531.8,626.1,222.4,202.8,565.5,414.9,402.0,384.9,111.6,263.9,686.4,682.9,117.4,32.5,212.3,441.7,367.4,543.4,200.0,692.8,590.0,365.5,567.9,717.4,273.0,252.6,612.7,161.3,218.6,0.0,560.5,630.5,255.1,106.1,581.0,696.6,264.0,583.0,188.4,677.8,207.9,66.6,114.0,634.6,721.5,741.0,65.3,1990.5,80.0,579.1,236.6,192.6,554.3,256.5,558.2,298.5,171.8,204.6,222.9,204.9,580.7,725.5,620.9,144.9,584.6,678.5,503.9,558.6,254.8,644.4,695.2,361.2,159.4,699.9,98.6,223.0,673.1,46.0,293.7,649.6,324.3,144.8,157.5,605.0,28.7,182.0,163.6,669.2,308.9
PV,635.5,141.2,111.7,365.6,682.8,608.0,228.2,122.3,622.2,149.0,128.7,695.8,188.1,522.9,662.1,672.8,443.5,208.2,561.3,191.6,590.3,220.6,601.4,574.3,163.0,529.9,670.0,559.8,617.8,162.4,132.5,141.6,633.6,503.0,726.8,703.2,270.1,298.9,103.1,498.6,736.1,600.8,201.6,32.2,180.1,232.5,112.9,519.2,469.0,680.3,260.7,273.5,560.3,105.4,664.6,613.2,232.4,125.3,203.4,547.7,431.0,254.5,311.6,659.2,639.1,157.4,512.3,588.9,205.5,329.2,437.7,199.2,98.7,582.4,636.9,170.4,211.2,257.6,274.8,571.2,385.9,186.1,182.6,579.0,545.8,619.3,264.5,304.5,142.8,607.0,192.5,189.4,304.2,136.6,217.1,358.4,679.0,112.4,585.2,575.5,569.4,0.0,130.2,615.1,614.4,43.1,196.3,690.4,208.0,627.3,177.5,654.7,613.2,467.7,176.2,218.7,240.7,610.4,1770.7,526.9,18.5,634.7,407.9,54.0,654.6,71.6,430.6,587.9,628.5,444.5,621.0,82.6,214.0,120.6,474.6,122.9,178.8,100.9,89.3,437.0,197.6,192.1,759.3,585.2,199.6,486.3,630.0,172.8,561.1,340.2,159.6,722.4,625.8,468.0,104.7,575.3,580.1,496.0,271.7,337.6
PW,689.7,249.0,246.2,419.8,737.0,662.2,97.9,116.0,676.4,230.6,193.8,750.0,57.8,577.1,716.3,727.0,497.7,97.7,615.5,80.3,644.5,90.3,655.6,628.5,71.7,584.1,724.2,614.0,672.0,224.0,226.9,30.3,687.8,557.2,781.0,757.4,291.4,353.1,208.3,552.8,790.3,655.0,71.3,172.4,49.8,102.2,171.0,573.4,523.2,734.5,149.4,327.7,614.5,82.9,718.8,667.4,288.4,34.0,73.1,601.9,485.2,124.2,181.3,713.4,693.3,150.4,566.5,643.1,342.2,383.4,491.9,267.9,170.9,636.6,691.1,301.6,265.4,278.9,329.0,625.4,440.1,56.4,52.3,637.0,600.0,673.5,285.8,371.0,279.5,661.2,62.2,326.1,358.4,187.1,86.8,412.6,733.2,123.7,639.4,629.7,623.6,134.4,0.0,669.3,668.6,154.9,66.0,744.6,319.1,676.7,64.2,708.9,667.4,521.9,64.9,89.0,110.4,664.6,1763.7,581.1,153.0,688.9,462.1,77.9,708.8,206.1,484.8,642.1,682.7,498.7,675.2,217.1,83.7,131.9,528.8,203.8,67.5,155.1,156.5,491.2,87.1,80.8,813.5,640.0,69.3,540.5,684.2,42.5,615.3,394.4,48.3,776.6,680.0,522.2,90.7,629.5,634.3,550.2,160.4,391.8
QD,225.3,606.3,703.3,363.7,298.1,179.8,818.0,730.1,194.0,743.0,729.4,80.6,777.9,274.1,344.2,252.7,350.4,814.0,184.7,781.4,83.3,810.4,254.6,274.0,752.8,269.0,249.9,52.8,137.5,581.4,584.3,731.4,205.4,254.8,316.6,336.8,588.5,517.1,678.6,337.9,351.4,132.5,791.4,688.0,769.9,822.3,609.3,172.4,468.9,295.6,862.1,477.5,213.5,681.4,284.9,248.5,525.9,715.1,793.2,200.9,360.7,844.3,926.3,341.3,321.2,748.9,298.4,253.0,699.6,421.7,344.6,625.3,706.5,30.6,319.0,659.0,568.3,555.4,538.3,224.4,438.5,775.9,772.4,154.6,248.7,82.4,595.1,520.8,636.9,94.7,782.3,683.5,518.9,657.4,806.9,426.4,361.1,702.2,109.3,82.5,259.0,650.0,720.0,0.0,223.8,670.5,786.1,372.5,676.5,304.6,767.3,148.3,248.5,330.2,766.0,809.1,830.5,263.6,2187.0,180.1,668.6,224.5,252.7,643.8,244.4,651.7,390.9,151.7,56.5,362.5,144.5,674.2,803.8,710.4,194.2,674.1,768.6,593.4,721.5,408.2,803.4,781.9,349.1,267.9,789.4,314.8,123.6,762.6,214.3,464.9,749.4,337.7,253.3,200.8,694.5,245.0,251.3,325.3,873.1,462.3
QP,193.3,636.7,674.5,275.1,240.6,127.6,793.2,668.2,141.8,718.2,662.5,276.3,770.1,122.7,165.2,107.9,275.6,697.5,190.1,717.2,203.6,724.9,168.7,50.1,728.0,117.6,105.1,225.6,157.6,552.6,555.5,711.1,153.2,168.9,238.1,206.3,499.8,428.4,653.8,186.5,293.9,211.6,766.6,663.2,759.5,797.5,584.5,114.7,303.8,238.1,700.7,388.8,73.6,651.3,167.7,111.5,437.2,690.3,768.4,115.0,209.3,792.3,764.9,162.3,142.2,673.1,198.1,74.0,670.8,289.6,269.8,596.5,668.6,249.3,140.0,630.2,479.6,466.7,449.6,138.5,306.4,751.1,747.6,81.1,97.3,179.4,506.4,432.1,608.1,191.7,757.5,654.7,408.8,632.6,782.1,337.8,182.1,677.4,125.0,213.2,107.6,625.2,695.2,244.7,0.0,645.7,761.3,193.5,647.7,125.6,742.5,171.6,111.5,178.8,677.1,764.0,805.7,36.4,2033.0,106.9,643.8,192.5,230.3,619.0,212.4,622.9,363.3,198.7,168.3,287.7,231.8,645.4,768.0,685.6,171.8,649.3,721.0,568.6,601.1,302.5,686.9,737.7,270.6,88.9,764.6,163.4,204.3,737.8,72.9,336.2,692.1,280.2,74.3,178.4,669.7,73.6,208.9,206.1,711.7,352.2
QR,701.8,210.2,180.7,431.9,749.1,665.4,294.5,188.6,688.5,215.3,187.9,762.1,254.4,589.2,728.4,739.1,509.8,274.5,627.6,257.9,656.6,286.9,667.7,640.6,229.3,596.2,736.3,626.1,684.1,231.4,201.5,207.9,699.9,569.3,793.1,769.5,336.4,365.2,172.1,564.9,802.4,667.1,267.9,106.9,246.4,298.8,179.2,585.5,535.3,746.6,327.0,339.8,626.6,171.7,730.9,679.5,298.7,191.6,269.7,614.0,497.3,320.8,377.9,725.5,705.4,223.7,578.6,655.2,274.5,395.5,504.0,268.2,165.0,648.7,703.2,239.4,277.5,323.9,341.1,637.5,452.2,252.4,248.9,649.1,612.1,685.6,330.8,370.8,211.8,673.3,258.8,258.4,370.5,205.6,283.4,424.7,745.3,178.7,651.5,641.8,635.7,68.9,196.5,681.4,680.7,0.0,262.6,756.7,256.9,688.8,243.8,721.0,679.5,504.7,242.5,285.0,307.0,676.7,1837.0,593.2,87.5,701.0,474.2,120.3,720.9,140.6,496.9,654.2,694.8,510.8,687.3,151.6,280.3,186.9,540.9,191.9,245.1,167.2,155.6,503.3,265.9,258.4,825.6,651.5,265.9,552.6,696.3,239.1,627.4,406.5,225.9,788.7,692.1,534.3,171.0,641.6,646.4,562.3,338.0,403.9
QV,761.4,320.7,317.9,491.5,808.7,733.9,141.5,187.7,748.1,246.2,265.5,821.7,101.4,648.8,788.0,798.7,569.4,154.7,687.2,152.0,716.2,115.9,727.3,700.2,127.1,655.8,795.9,685.7,743.7,295.7,298.6,102.0,759.5,628.9,852.7,829.1,363.1,424.8,280.0,624.5,862.0,726.7,86.9,244.1,75.4,117.8,242.7,645.1,594.9,806.2,221.1,399.4,686.2,154.6,790.5,739.1,360.1,120.0,88.7,673.6,556.9,149.8,224.9,785.1,765.0,222.1,638.2,714.8,413.9,455.1,563.6,339.6,242.6,708.3,762.8,350.3,337.1,350.6,400.7,697.1,511.8,72.0,95.9,708.7,671.7,745.2,357.5,442.7,351.2,732.9,77.8,397.8,430.1,258.8,102.4,484.3,804.9,234.0,711.1,701.4,695.3,206.1,71.6,741.0,740.3,226.6,0.0,816.3,367.8,748.4,79.8,780.6,739.1,593.6,136.6,114.6,154.0,736.3,1835.4,652.8,224.7,760.6,533.8,149.6,780.5,277.8,556.5,713.8,754.4,570.4,746.9,288.8,109.3,227.1,600.5,275.5,139.2,226.8,228.2,562.9,158.8,105.7,885.2,711.7,112.9,612.2,755.9,86.1,687.0,466.1,120.0,848.3,751.7,593.9,162.4,701.2,706.0,621.9,232.1,463.5
RA,224.9,704.5,742.3,350.3,209.8,248.1,861.0,706.8,262.3,782.5,701.1,396.8,808.7,294.8,70.8,206.6,366.4,736.1,293.2,755.8,370.0,763.5,355.9,159.9,805.7,289.7,170.4,372.5,278.1,620.4,623.3,749.7,273.7,316.4,172.3,140.5,551.1,496.2,721.6,358.6,203.9,378.0,834.4,731.0,798.1,865.3,652.3,301.9,371.6,166.5,739.3,456.6,260.8,689.9,101.9,255.3,505.0,768.0,836.2,302.2,368.8,830.9,803.5,162.2,43.3,711.7,265.9,143.6,738.6,357.4,360.6,664.3,707.2,375.1,139.9,698.0,547.4,518.0,517.4,325.7,374.2,828.8,815.4,201.6,269.4,299.9,557.7,499.9,675.9,312.2,825.3,722.5,476.6,700.4,849.9,413.0,47.8,741.7,245.5,333.7,251.4,693.0,763.0,365.2,200.0,713.5,829.1,0.0,715.5,125.5,820.2,292.1,255.3,350.9,715.7,802.6,873.5,223.6,1900.2,294.1,711.6,224.1,378.7,686.8,143.7,690.7,454.1,365.1,288.8,378.5,365.6,713.2,806.6,749.9,320.2,717.1,759.6,636.4,639.7,370.3,725.5,776.3,204.8,100.0,837.1,291.5,324.8,805.6,260.1,404.0,730.7,205.6,139.8,326.8,737.5,243.5,351.5,273.9,750.3,420.0
RC,673.4,95.6,161.8,403.5,720.7,637.0,415.4,320.0,676.7,218.2,326.4,671.5,352.9,560.8,700.0,710.7,481.4,345.0,599.2,378.8,566.0,372.4,639.3,612.2,350.2,567.8,707.9,535.5,655.7,135.0,105.1,328.8,688.1,540.9,764.7,741.1,271.1,336.8,145.3,536.5,774.0,638.7,323.1,229.9,367.3,374.0,209.9,573.7,506.9,718.2,464.5,311.4,598.2,225.6,702.5,651.1,270.3,312.5,344.9,585.6,468.9,441.7,498.8,697.1,677.0,293.1,551.0,626.8,147.3,383.7,475.6,171.8,296.4,574.7,674.8,19.0,249.1,258.6,312.7,609.1,423.8,373.3,369.8,616.9,578.1,611.6,265.5,342.4,51.9,582.7,334.0,131.2,342.1,178.8,358.6,396.3,716.9,210.2,639.7,551.2,607.3,197.6,317.4,590.8,652.3,240.8,383.5,728.3,0.0,665.2,364.7,630.4,651.1,476.3,363.4,410.9,427.9,648.3,1906.4,564.8,207.7,672.6,445.8,241.2,692.5,110.2,468.5,625.8,638.9,482.4,613.2,132.7,401.2,203.3,512.5,165.1,382.6,197.9,287.0,474.9,336.4,379.3,797.2,623.1,321.8,524.2,605.7,360.0,599.0,378.1,346.8,760.3,666.0,505.9,291.9,613.2,618.0,533.9,458.9,375.5
RF,231.9,656.7,689.7,302.5,279.2,204.4,813.2,688.2,209.7,729.2,689.6,362.0,790.1,233.6,101.9,145.4,318.6,712.7,258.4,737.2,332.5,744.9,297.6,112.1,748.0,228.5,109.2,337.7,243.3,572.6,570.7,731.1,221.1,268.6,174.8,143.0,519.8,448.4,673.8,297.4,274.9,345.3,786.6,683.2,779.5,817.5,600.6,248.4,323.8,237.5,720.7,408.8,202.5,671.3,104.4,194.1,455.4,710.3,788.4,243.9,320.2,812.3,784.9,52.5,78.9,693.1,217.3,95.8,690.8,304.8,312.8,616.5,688.6,322.5,30.2,650.2,499.6,486.7,464.8,267.4,326.4,771.1,767.6,170.6,215.6,265.1,526.4,439.8,628.1,277.4,777.5,674.7,428.8,652.6,802.1,365.2,118.8,697.4,192.9,298.9,218.5,640.4,715.2,330.4,150.5,665.7,781.3,130.2,687.8,0.0,762.5,257.3,194.1,313.4,697.1,780.7,825.7,175.8,1971.2,240.6,663.8,231.1,343.9,639.0,146.2,642.9,406.3,327.6,236.2,330.7,330.8,665.4,788.0,705.6,285.4,669.3,736.2,588.6,616.8,322.5,708.9,757.7,207.3,58.9,784.6,243.7,290.0,757.8,201.8,356.2,712.1,276.6,76.3,292.0,689.7,182.3,337.8,226.1,731.7,372.2
RK,733.8,293.1,290.3,463.9,781.1,706.3,159.4,160.1,720.5,220.6,237.9,794.1,119.3,621.2,760.4,771.1,541.8,123.8,659.6,106.4,688.6,133.8,699.7,672.6,47.2,628.2,768.3,658.1,716.1,268.1,271.0,56.4,731.9,601.3,825.1,801.5,367.7,397.2,252.4,596.9,834.4,699.1,61.3,216.5,93.3,92.2,215.1,617.5,567.3,778.6,175.5,371.8,658.6,127.0,762.9,711.5,332.5,40.1,63.1,646.0,529.3,167.7,242.8,757.5,737.4,194.5,610.6,687.2,386.3,427.5,536.0,312.0,215.0,680.7,735.2,324.7,309.5,355.2,373.1,669.5,484.2,8.5,113.8,681.1,644.1,717.6,362.1,415.1,323.6,705.3,52.2,370.2,402.5,231.2,76.8,456.7,777.3,208.4,683.5,673.8,667.7,178.5,63.0,713.4,712.7,199.0,79.5,788.7,342.2,720.8,0.0,753.0,711.5,566.0,91.0,132.5,171.9,708.7,1807.8,625.2,197.1,733.0,506.2,122.0,752.9,250.2,528.9,686.2,726.8,542.8,719.3,261.2,127.2,201.5,572.9,247.9,93.6,199.2,200.6,535.3,113.2,106.9,857.6,684.1,130.8,584.6,728.3,104.0,659.4,438.5,74.4,820.7,724.1,566.3,134.8,673.6,678.4,594.3,186.5,435.9
RO,147.5,605.2,643.0,303.4,194.8,102.0,757.7,669.8,116.2,682.7,669.1,196.0,717.6,210.2,266.4,174.9,290.1,753.7,106.9,721.1,139.2,750.1,212.3,196.2,692.5,205.1,172.1,122.8,12.3,521.1,524.0,671.1,127.6,212.5,238.8,259.0,528.2,456.8,618.3,274.0,248.1,129.2,731.1,627.7,709.6,762.0,549.0,130.1,421.2,192.3,801.8,417.2,179.1,621.1,207.1,170.7,465.6,654.8,732.9,158.6,296.8,784.0,866.0,263.5,243.4,688.6,238.1,175.2,639.3,361.4,284.3,565.0,646.2,125.4,241.2,598.7,508.0,495.1,478.0,182.1,378.2,715.6,712.1,76.8,184.8,60.7,534.8,460.5,576.6,62.5,722.0,623.2,458.6,597.1,746.6,366.1,283.3,641.9,47.1,84.0,195.1,589.7,659.7,158.1,146.0,610.2,725.8,294.7,616.2,226.8,707.0,0.0,170.7,266.3,705.7,748.8,770.2,182.5,2126.7,137.8,608.3,146.7,192.4,583.5,166.6,591.4,330.6,166.4,88.0,302.2,115.9,613.9,743.5,650.1,133.9,613.8,708.3,533.1,661.2,347.9,743.1,721.6,271.3,190.1,729.1,250.9,27.6,702.3,178.4,404.6,689.1,234.4,175.5,140.5,634.2,158.9,165.2,323.5,812.8,402.0
RQ,224.9,595.5,633.3,233.8,272.2,159.2,752.0,692.1,173.4,677.0,653.0,307.9,711.9,81.4,231.0,121.5,234.3,684.1,166.8,721.8,180.3,711.5,145.4,147.0,686.8,76.3,118.7,202.3,189.2,511.4,514.3,665.4,184.8,145.6,316.2,272.1,458.6,387.2,612.6,145.2,325.5,188.3,725.4,622.0,703.9,756.3,543.3,91.4,327.7,269.7,724.6,347.6,50.3,675.2,233.5,0.0,396.0,649.1,727.2,91.7,168.0,778.9,788.8,220.4,208.0,697.0,128.2,139.8,629.6,291.8,228.5,555.3,640.5,226.0,198.1,589.0,438.4,425.5,408.4,115.2,308.6,709.9,706.4,112.7,56.0,215.9,465.2,390.9,566.9,203.6,716.3,613.5,389.0,591.4,740.9,296.5,247.9,636.2,156.6,222.2,66.3,584.0,654.0,258.7,110.6,604.5,720.1,259.3,606.5,183.7,701.3,203.2,0.0,137.5,681.7,743.1,764.5,88.9,2016.8,83.6,602.6,224.1,216.1,577.8,244.0,581.7,322.0,175.4,199.9,246.4,208.5,604.2,737.8,644.4,148.5,608.1,725.6,527.4,591.6,278.3,673.5,715.9,348.7,154.7,723.4,122.1,226.6,696.6,49.6,335.0,696.7,311.8,140.1,155.1,628.5,30.1,185.6,230.0,735.6,332.4
RR,324.3,434.2,472.0,84.5,371.6,242.3,602.7,529.5,256.5,523.5,503.7,399.5,562.6,63.2,322.6,213.1,85.0,522.8,250.1,560.5,263.6,562.2,228.7,210.3,537.5,70.2,210.3,285.6,280.8,362.1,353.0,516.1,290.0,102.6,415.6,363.7,309.3,237.9,463.3,46.5,424.9,263.1,576.1,480.1,554.6,607.0,394.0,188.3,197.1,369.1,582.9,198.3,133.6,466.1,325.1,153.5,246.7,499.8,577.9,175.0,18.7,629.6,647.1,312.0,299.6,534.4,55.3,231.4,480.3,149.9,79.2,394.0,491.2,322.9,289.7,439.7,289.1,276.2,266.5,132.6,159.3,560.6,557.1,195.8,77.6,290.7,315.9,236.7,417.6,286.9,567.0,464.2,239.7,449.5,591.6,147.2,339.5,486.9,248.2,305.5,109.7,434.7,504.7,342.0,193.0,443.2,570.8,350.9,457.2,266.8,552.0,294.8,153.5,0.0,532.4,593.8,615.2,152.2,1952.4,158.4,453.3,323.5,112.9,428.5,343.4,432.4,172.7,258.7,283.0,97.1,291.8,454.9,576.5,483.1,179.6,458.8,576.3,378.1,442.3,136.4,524.2,566.6,448.1,237.8,562.1,77.7,309.9,547.3,132.9,185.7,547.4,411.2,223.2,173.0,479.2,115.6,268.9,90.7,593.9,183.1
RS,725.9,285.2,282.4,456.0,773.2,698.4,173.1,152.2,712.6,200.7,230.0,786.2,130.2,613.3,733.3,763.2,533.9,32.7,651.7,40.0,680.7,60.1,691.8,645.5,89.9,620.3,760.4,650.2,708.2,260.2,263.1,33.9,724.0,593.4,817.2,774.4,276.6,389.3,244.5,589.0,826.5,691.2,146.5,208.6,82.3,177.4,207.2,609.6,559.4,770.7,84.4,363.9,650.7,119.1,735.8,703.6,324.6,52.2,148.3,638.1,521.4,127.5,224.4,730.4,710.3,186.6,602.7,660.1,378.4,419.6,528.1,304.1,207.1,672.8,708.1,337.8,301.6,264.1,305.8,661.6,476.3,113.0,127.5,673.2,636.2,709.7,271.0,407.2,315.7,697.4,137.4,362.3,394.6,223.3,162.0,448.8,705.6,159.9,675.6,665.9,659.8,170.6,75.1,705.5,685.6,191.1,141.2,761.6,355.3,693.7,104.4,745.1,703.6,558.1,0.0,94.7,185.6,700.8,1693.0,617.3,189.2,725.1,498.3,114.1,745.0,242.3,521.0,678.3,718.9,534.9,711.4,253.3,89.4,168.1,565.0,240.0,43.8,191.3,142.2,527.4,22.1,60.5,849.7,657.0,158.6,576.7,720.4,117.7,651.5,430.6,14.9,812.8,697.0,558.4,126.9,665.7,670.5,586.4,95.4,428.0
RV,770.9,330.2,328.0,501.0,818.2,744.0,113.7,197.2,753.2,277.2,275.6,831.2,38.7,658.3,797.5,808.2,578.9,99.2,696.7,99.3,725.7,60.9,736.8,709.7,149.2,665.3,805.4,695.2,753.2,305.2,308.1,93.7,769.0,638.4,862.2,838.6,361.1,434.3,289.5,634.0,872.1,736.2,135.6,249.2,49.2,166.5,252.8,650.2,600.0,815.7,168.9,408.9,695.7,164.1,800.0,748.6,370.2,111.5,137.4,683.1,566.4,94.8,184.6,794.6,774.5,231.6,648.3,724.3,423.4,460.2,573.1,344.7,252.1,713.4,772.3,359.4,342.2,348.6,410.2,706.6,521.3,120.7,68.1,718.8,681.8,750.3,355.5,447.8,360.7,742.4,126.5,407.3,439.6,268.3,151.1,493.8,814.4,204.9,720.6,710.9,704.8,216.2,81.1,750.5,749.8,236.1,130.3,825.8,377.5,758.5,128.5,790.1,748.6,595.9,84.4,0.0,126.2,745.8,1777.5,657.9,234.2,770.1,543.3,159.1,790.0,287.3,566.0,723.3,763.9,579.9,756.4,298.3,3.4,213.7,610.0,285.0,106.9,236.3,238.3,568.0,106.1,32.7,894.7,721.2,67.7,621.7,765.4,71.3,696.5,475.6,67.8,857.8,761.8,603.4,171.9,710.7,715.5,631.4,179.9,473.0
SD,789.3,348.6,345.8,519.4,836.6,761.8,104.9,215.6,776.0,322.1,293.4,849.6,72.0,676.7,815.9,826.6,597.3,197.3,715.1,179.9,744.1,161.8,755.2,728.1,171.3,683.7,823.8,713.6,771.6,323.6,326.5,129.9,787.4,656.8,880.6,857.0,391.0,452.7,307.9,652.4,889.9,754.6,162.8,272.0,121.3,193.7,270.6,673.0,622.8,834.1,249.0,427.3,714.1,182.5,818.4,767.0,388.0,133.6,164.6,701.5,584.8,195.7,188.3,813.0,792.9,250.0,666.1,742.7,441.8,483.0,591.5,367.5,270.5,736.2,790.7,401.2,365.0,378.5,428.6,725.0,539.7,147.9,59.3,736.6,699.6,773.1,385.4,470.6,379.1,760.8,153.7,425.7,458.0,286.7,178.3,512.2,832.8,223.3,739.0,729.3,723.2,234.0,99.5,768.9,768.2,254.5,157.5,844.2,418.7,776.3,155.7,808.5,767.0,621.5,164.5,160.5,0.0,764.2,1815.6,680.7,252.6,788.5,561.7,177.5,808.4,305.7,584.4,741.7,782.3,598.3,774.8,316.7,155.2,231.5,628.4,303.4,167.1,254.7,256.1,590.8,186.7,151.6,913.1,739.6,103.5,640.1,783.8,89.7,714.9,494.0,147.9,876.2,779.6,621.8,190.3,729.1,733.9,649.8,260.0,491.4
SI,227.8,600.3,638.1,238.6,275.1,168.4,756.8,676.1,182.6,681.8,670.4,326.2,716.7,86.2,206.0,134.6,239.1,688.9,153.6,725.1,167.1,716.3,132.2,58.0,691.6,81.1,131.8,189.1,198.4,516.2,519.1,670.2,194.0,132.4,278.9,247.1,463.4,392.0,617.4,150.0,328.4,175.1,730.2,626.8,708.7,761.1,548.1,78.2,311.7,272.6,708.6,352.4,37.1,659.2,208.5,75.0,400.8,653.9,732.0,78.5,172.8,783.7,772.8,203.1,183.0,681.0,133.0,114.8,634.4,296.6,233.3,560.1,645.3,212.8,180.8,593.8,443.2,430.3,413.2,102.0,313.4,714.7,711.2,121.9,60.8,202.7,470.0,395.7,571.7,190.4,721.1,618.3,393.8,596.2,745.7,301.3,222.9,641.0,165.8,209.0,71.1,588.8,658.8,245.5,40.7,609.3,724.9,234.3,611.3,166.4,706.1,238.1,75.0,142.3,685.0,771.9,769.3,0.0,2021.6,70.4,607.4,227.0,193.8,582.6,246.9,586.5,326.8,162.2,209.1,251.2,195.3,609.0,742.6,649.2,135.3,612.9,728.9,532.2,609.0,283.1,678.3,720.7,311.4,129.7,728.2,126.9,213.4,701.4,36.4,339.8,700.0,314.7,125.5,141.9,633.3,37.1,172.4,214.0,719.6,337.2
SL,2084.8,1885.6,1892.2,1987.9,2073.6,2095.3,1864.9,1707.4,2109.5,1783.1,1765.2,2223.8,1762.8,1899.9,2039.6,2049.8,2004.0,1730.7,2048.6,1743.2,2080.1,1758.1,1992.7,1951.8,1793.1,1906.9,2047.0,2102.1,2105.1,1860.6,1863.5,1737.1,2120.9,1921.3,2141.1,2052.9,1838.2,1989.7,1844.9,1937.5,2067.7,2088.1,1849.5,1818.4,1796.0,1880.4,1807.6,2006.5,2009.2,2030.3,1726.7,1892.0,1970.3,1690.5,2070.7,1990.2,1925.0,1755.4,1851.3,1974.9,1948.4,1825.5,1757.6,2036.7,2012.1,1712.3,1870.8,1966.4,1978.8,1971.8,1998.2,1904.5,1767.2,2125.8,2014.4,1885.1,1902.0,1825.7,1867.4,1951.3,2028.5,1816.2,1815.0,2041.0,1922.8,2115.7,1832.6,1941.3,1897.3,2103.4,1840.4,1962.7,1907.6,1823.7,1865.0,2001.0,1962.9,1742.3,2072.5,2122.0,1946.4,1780.4,1778.1,2158.5,1991.9,1800.9,1844.2,2008.0,1902.6,2000.0,1807.6,2119.1,1990.2,1929.8,1703.1,1756.7,1866.6,1988.9,0.0,2003.6,1799.0,2122.7,1986.6,1714.5,2112.5,1852.1,2121.4,2075.2,2115.8,2016.1,2108.3,1863.1,1760.7,1750.5,1961.9,1840.4,1747.0,1791.7,1703.8,2007.9,1720.1,1763.7,2173.6,1963.3,1791.2,1896.4,2126.4,1795.4,1969.6,1982.8,1718.1,2069.4,2003.3,1955.3,1752.6,1952.3,2067.4,1878.8,1737.7,1942.5
SM,157.3,536.1,573.9,246.3,204.6,120.9,688.6,600.7,144.0,609.4,600.0,255.7,648.5,93.9,271.8,162.3,221.0,696.6,83.1,652.0,96.6,724.0,74.4,141.5,623.4,88.8,159.5,118.6,139.6,452.0,454.9,602.0,155.4,74.6,248.6,268.8,471.1,399.7,549.2,157.7,257.9,104.6,662.0,558.6,640.5,692.9,476.0,7.7,340.2,202.1,737.1,360.1,33.3,552.0,216.9,102.7,408.5,585.7,663.8,20.7,180.5,714.9,801.3,261.2,248.8,619.5,140.2,180.6,570.2,304.3,215.2,495.9,577.1,142.3,238.9,529.6,450.9,438.0,420.9,44.2,321.1,646.5,643.0,104.6,75.9,132.2,477.7,401.8,507.5,119.9,652.9,554.1,401.5,528.0,677.5,309.0,288.7,572.8,107.0,138.5,78.8,520.6,590.6,175.0,124.2,541.1,656.7,300.1,547.1,224.5,637.9,167.6,102.7,161.7,636.6,679.1,701.1,83.4,2028.8,0.0,539.2,156.5,123.3,514.4,176.4,522.3,261.5,91.7,159.5,233.1,124.8,544.8,674.4,581.0,64.8,544.7,639.2,464.0,604.1,290.8,688.0,652.5,281.1,194.9,660.0,134.6,142.9,633.2,34.1,347.5,620.0,244.2,180.9,71.4,565.1,64.8,101.9,242.5,748.1,344.9
