from_stop,AI,AQ,AR,AY,BA,BE,BJ,BK,BM,BR,BS,BW,BX,CB,CE,CL,CM,CO,CR,CV,CW,DA,DE,DG,DL,DT,DW,EE,EO,FA,FH,FJ,FK,FL,FS,FU,FY,FZ,GB,GL,GN,GS,GW,GX,HJ,HL,HN,HS,HU,HY,IA,IE,IF,IR,IS,IT,IV,IY,JI,JO,JR,JT,JU,JW,KH,KT,LB,LC,LE,LF,LV,ML,MN,MS,MV,MW,MY,ND,NE,NG,NN,NO,NR,OG,OH,OM,OW,PF,PH,PK,PP,QA,QT,QU,QW,QX,QY,QZ,RA,RB,RI,SA,SC,SJ,SL,SS,SU,SV,SY,TB,TC,TI,TK,TL,TN,TP,TR,UE,UG,UH,UJ,UL,UO,UX,VF,VH,VI,VK,VM,VW,VX,VZ,WD,WI,WJ,WL,WO,WS,WX,XG,XH,XI,XJ,XP,XY,YJ,YO,YT,ZH,ZI,ZK,ZN
SY,295.5,801.5,222.9,240.3,261.1,639.0,735.5,176.0,224.1,244.7,254.0,552.9,682.6,881.8,887.2,845.3,851.5,582.2,832.2,257.2,852.9,500.0,427.9,303.4,144.5,826.8,195.5,450.1,498.1,602.7,146.9,206.9,436.4,275.2,427.7,685.9,732.3,383.3,808.7,239.3,208.5,732.6,769.9,39.7,374.6,235.5,764.5,720.7,732.4,822.2,284.7,817.3,171.4,806.0,784.2,166.2,886.5,748.9,404.8,254.1,123.5,669.0,908.1,692.5,780.8,633.7,595.9,521.5,695.1,850.6,707.9,146.3,356.8,217.9,185.6,132.0,624.1,841.6,146.9,135.4,322.5,779.5,456.0,724.8,478.2,183.3,403.5,237.6,334.3,851.5,230.4,143.7,210.4,147.3,717.8,838.8,222.4,663.8,173.6,133.9,2040.7,196.8,681.5,224.7,182.6,772.4,243.2,669.5,0.0,605.5,869.0,732.9,706.2,147.3,149.6,920.5,235.5,550.5,427.6,329.3,241.9,827.3,886.3,64.3,185.9,444.4,199.4,218.1,830.1,304.1,791.1,758.0,849.9,238.6,113.7,913.3,218.0,849.7,205.0,405.7,793.1,288.4,256.3,674.5,130.2,256.9,898.2,314.9,842.0,210.9,238.1,263.3
TB,470.8,217.8,610.4,517.9,554.1,168.1,105.7,532.5,501.7,630.6,576.7,218.2,98.9,298.1,332.3,261.6,300.3,153.9,269.4,356.5,228.7,224.8,414.2,510.3,656.6,243.1,478.9,220.1,260.9,55.2,659.0,638.5,242.8,486.7,300.5,102.2,148.6,297.4,218.6,622.4,555.7,148.0,186.2,595.6,385.4,529.2,281.7,171.7,148.7,232.1,542.3,227.2,603.0,222.3,154.7,646.2,302.8,165.2,391.1,510.7,635.6,120.0,300.4,108.8,197.1,86.2,114.0,238.0,128.1,206.8,124.2,626.3,419.1,597.6,567.9,644.1,158.9,197.8,659.0,486.8,495.4,150.0,281.1,116.4,284.7,663.3,276.7,495.2,436.4,300.3,533.7,623.7,468.0,659.4,134.1,255.1,453.3,114.8,579.5,622.4,1790.6,582.7,97.8,540.0,614.2,147.9,591.2,85.8,620.5,0.0,285.3,183.9,122.5,659.4,526.1,336.8,564.9,267.0,251.6,440.3,469.0,243.6,302.6,620.2,533.3,249.5,555.9,594.6,246.4,446.8,207.4,174.3,266.2,496.2,625.8,326.6,574.5,308.1,416.8,390.0,209.4,525.3,429.2,217.6,642.3,514.5,314.5,455.0,258.3,736.8,516.1,465.1
TC,725.2,145.0,864.8,772.3,808.5,410.6,282.8,786.9,756.1,885.0,831.1,472.6,296.0,169.5,117.2,188.8,85.2,408.3,176.6,610.9,193.2,479.2,668.6,764.7,911.0,227.6,733.3,474.5,515.3,309.6,913.4,892.9,497.2,741.1,554.9,344.6,139.8,551.8,230.2,876.8,810.1,262.2,205.8,850.0,639.8,783.6,536.1,392.6,282.9,243.7,796.7,238.8,857.4,93.7,253.3,900.6,174.2,123.7,645.5,765.1,890.0,341.2,85.3,217.7,161.6,340.6,368.4,492.4,370.5,218.4,301.3,880.7,673.5,852.0,822.3,898.5,413.3,209.4,913.4,741.2,749.8,248.6,535.5,293.5,539.1,917.7,531.1,749.6,690.8,85.2,788.1,878.1,722.4,913.8,222.2,219.6,707.7,347.2,833.9,876.8,1806.2,837.1,294.9,794.4,868.6,325.0,845.6,328.2,874.9,296.2,0.0,404.8,364.9,913.8,780.5,208.2,819.3,521.4,506.0,694.7,723.4,123.6,174.0,874.6,787.7,503.9,810.3,849.0,48.8,701.2,134.6,158.8,91.7,750.6,880.2,111.5,828.9,239.9,671.2,644.4,193.9,779.7,683.6,446.1,896.7,768.9,185.9,709.4,138.3,991.2,770.5,719.5
TI,597.7,322.4,737.3,644.8,681.0,146.1,192.3,659.4,628.6,757.8,703.6,345.1,165.9,402.7,436.9,361.8,404.9,280.8,374.0,483.4,333.3,351.7,537.0,637.2,783.5,355.3,613.6,347.0,387.8,225.0,785.9,765.4,369.7,613.6,427.4,125.1,253.2,424.3,322.4,752.2,682.6,270.3,290.8,722.5,512.3,656.1,260.8,10.6,253.3,335.9,669.2,331.0,729.9,326.9,241.3,773.1,407.4,269.8,518.0,637.6,762.5,68.1,405.0,213.4,301.7,256.0,240.9,364.9,124.1,311.4,210.8,753.2,546.0,724.5,686.3,771.0,267.2,302.4,785.9,613.7,622.3,236.6,408.0,203.0,394.2,787.5,403.6,622.1,563.3,404.9,660.6,750.6,594.9,786.3,238.7,359.7,580.2,74.1,706.4,749.3,1893.5,709.6,103.3,666.9,741.1,234.5,718.1,139.1,747.4,227.8,389.9,0.0,145.4,786.3,653.0,409.5,691.8,393.9,378.5,567.2,595.9,348.2,407.2,747.1,660.2,376.4,682.8,721.5,351.0,573.7,312.0,278.9,370.8,623.1,752.7,431.2,701.4,412.7,543.7,516.9,314.0,652.2,556.1,170.8,769.2,641.4,406.8,581.9,362.9,863.7,643.0,592.0
TK,583.7,294.3,723.3,630.8,667.0,158.2,182.2,645.4,614.6,743.5,689.6,331.1,175.4,374.6,408.8,338.1,376.8,266.8,345.9,469.4,305.2,337.7,527.1,623.2,769.5,319.6,591.8,333.0,373.8,163.7,771.9,751.4,355.7,599.6,413.4,33.4,225.1,410.3,295.1,735.3,668.6,224.5,262.7,708.5,498.3,642.1,272.9,161.8,225.2,308.6,655.2,303.7,715.9,298.8,231.2,759.1,379.3,241.7,504.0,623.6,748.5,110.1,376.9,185.3,273.6,194.7,226.9,350.9,118.2,283.3,200.7,739.2,532.0,710.5,680.8,757.0,271.8,274.3,771.9,599.7,608.3,226.5,394.0,192.9,397.6,776.2,389.6,608.1,549.3,376.8,646.6,736.6,580.9,772.3,210.6,331.6,566.2,104.9,692.4,735.3,1867.1,695.6,165.6,652.9,727.1,224.4,704.1,86.3,733.4,150.3,361.8,174.0,0.0,772.3,639.0,413.3,677.8,379.9,364.5,553.2,581.9,320.1,379.1,733.1,646.2,362.4,668.8,707.5,322.9,559.7,283.9,250.8,342.7,609.1,738.7,403.1,687.4,384.6,529.7,502.9,285.9,638.2,542.1,207.7,755.2,627.4,391.0,567.9,334.8,849.7,629.0,578.0
TL,325.6,875.6,206.8,324.2,291.2,701.8,692.8,228.7,308.0,228.6,237.9,555.8,749.4,948.6,844.5,919.4,808.8,585.1,789.5,341.1,810.2,532.6,411.8,287.3,63.2,893.6,279.4,453.0,482.0,669.5,0.3,104.9,420.3,305.3,438.1,752.7,799.1,367.2,766.0,223.2,292.4,689.9,849.2,99.1,414.4,265.6,827.3,783.5,798.3,779.5,391.8,774.6,155.3,872.8,741.5,161.8,953.3,815.7,388.7,238.0,23.9,731.8,865.4,759.3,837.8,700.5,598.8,505.4,757.9,807.9,735.0,125.3,399.2,301.8,169.5,15.4,627.0,798.9,0.3,219.3,406.4,736.8,439.9,682.1,462.1,135.1,387.4,302.6,318.2,808.8,214.3,139.3,294.3,0.0,784.6,851.8,306.3,726.6,157.5,117.8,1938.7,180.7,748.3,254.8,166.5,729.7,227.1,736.3,128.5,672.3,902.3,795.7,773.0,0.0,233.5,987.3,319.4,534.4,411.5,313.2,325.8,935.7,953.1,74.6,169.8,428.3,291.0,302.0,860.9,371.1,865.2,824.8,903.8,301.6,33.7,870.6,309.6,807.0,288.9,445.5,813.9,272.3,340.2,737.3,17.2,330.8,965.0,298.8,950.4,63.5,322.0,370.4
TN,172.4,696.4,138.9,105.3,138.0,533.9,584.3,52.9,119.0,261.3,128.2,447.8,577.5,776.7,835.8,740.2,800.1,477.1,780.8,152.1,707.3,394.9,392.8,162.4,238.8,721.7,90.4,345.0,395.4,497.6,236.3,257.7,333.6,152.1,322.6,580.8,627.2,302.6,712.4,150.9,57.7,660.3,664.8,134.0,269.5,112.4,659.4,615.6,627.3,725.9,179.6,721.0,233.7,700.9,633.3,184.6,781.4,643.8,369.7,219.0,217.8,563.9,779.0,587.4,675.7,528.6,490.8,418.8,590.0,685.4,602.8,164.7,246.0,67.1,198.6,226.3,519.0,676.4,236.3,30.3,217.4,628.6,371.9,595.0,375.5,201.7,322.8,132.5,209.0,800.1,140.4,162.1,105.3,235.9,612.7,733.7,117.3,558.7,152.8,228.2,2094.0,213.4,576.4,101.6,244.9,626.5,119.7,564.4,158.9,500.4,763.9,627.8,601.1,235.9,0.0,815.4,80.3,447.8,342.4,294.2,136.8,722.2,781.2,158.6,164.0,325.7,76.3,67.3,725.0,199.0,686.0,652.9,744.8,133.5,208.0,805.2,94.9,798.3,99.9,300.6,688.0,177.4,151.2,569.4,224.5,151.8,793.1,207.2,736.9,275.2,87.3,158.2
TP,747.8,77.2,887.4,794.9,831.1,404.9,305.4,809.5,778.7,907.6,853.7,495.2,318.6,57.9,252.3,117.8,220.3,430.9,171.4,633.5,197.8,501.8,691.2,787.3,933.6,154.7,755.9,497.1,537.9,332.2,936.0,875.7,519.8,763.7,577.5,377.1,162.4,574.4,263.6,899.4,832.7,265.7,156.9,872.6,662.4,806.2,488.8,399.7,230.2,241.0,819.3,246.7,880.0,142.3,256.8,923.2,62.6,152.3,668.1,787.7,912.6,348.0,220.4,244.5,166.2,363.2,391.0,515.0,299.7,251.8,323.9,903.3,696.1,874.6,844.9,921.1,435.9,242.8,936.0,763.8,772.4,252.1,558.1,316.1,561.7,940.3,553.7,772.2,713.4,220.3,810.7,900.7,745.0,936.4,269.8,224.2,730.3,342.8,856.5,899.4,1851.9,859.7,317.5,817.0,891.2,347.6,868.2,350.8,897.5,318.8,205.3,411.9,397.4,936.4,803.1,0.0,841.9,544.0,528.6,717.3,746.0,163.6,62.4,897.2,810.3,526.5,832.9,871.6,166.4,723.8,87.9,123.3,186.2,773.2,902.8,246.6,851.5,234.7,693.8,667.0,198.5,802.3,706.2,387.6,919.3,791.5,56.3,732.0,178.3,1013.8,793.1,742.1
TR,245.3,769.3,211.8,68.0,210.9,606.8,657.2,125.8,166.6,334.5,201.1,520.7,650.4,849.6,908.7,808.7,873.0,550.0,853.7,225.0,780.2,467.8,465.7,235.3,311.7,802.2,163.3,417.9,468.3,570.5,309.2,330.6,406.5,225.0,395.5,653.7,700.1,375.5,785.3,226.7,21.9,733.2,737.7,206.9,342.4,185.3,732.3,688.5,700.2,798.8,235.0,793.9,306.6,773.8,706.2,257.5,854.3,716.7,442.6,291.9,290.7,636.8,851.9,660.3,748.6,601.5,563.7,491.7,662.9,758.3,675.7,237.6,318.9,78.7,263.0,299.2,573.3,749.3,309.2,103.2,290.3,701.5,444.8,667.9,463.1,272.3,395.7,187.9,281.9,873.0,213.3,235.0,160.7,308.8,685.6,806.6,190.2,631.6,225.7,301.1,2166.9,286.3,649.3,174.5,317.8,699.4,192.6,637.3,231.8,573.3,836.8,700.7,674.0,308.8,71.7,888.3,0.0,520.7,415.3,367.1,209.7,795.1,854.1,231.5,236.9,398.6,149.2,78.9,797.9,271.9,758.9,725.8,817.7,188.9,280.9,878.1,167.8,871.2,172.8,373.5,760.9,250.3,224.1,642.3,297.4,207.2,866.0,280.1,809.8,348.1,50.0,213.6
UE,324.7,457.6,459.3,447.0,408.0,291.1,275.3,465.2,430.8,487.5,413.9,108.2,338.7,537.9,522.4,497.0,496.3,198.1,467.4,285.6,388.8,68.2,266.7,364.2,513.2,490.5,415.8,81.6,45.2,258.8,515.6,451.4,104.3,340.6,162.0,342.0,388.4,154.0,347.8,479.2,493.9,292.5,426.0,513.5,243.1,383.1,416.6,372.8,388.5,358.1,407.4,353.2,459.6,462.1,344.1,575.3,552.2,405.0,247.7,376.9,492.2,321.1,543.3,348.6,419.7,289.8,202.2,19.9,347.2,404.5,317.5,555.4,282.5,523.5,416.0,501.9,211.8,395.5,515.6,415.9,424.5,339.4,137.7,264.6,51.6,589.7,133.3,394.0,301.9,485.4,390.3,552.8,397.1,516.0,373.9,440.0,392.0,315.9,436.1,479.0,1897.7,439.3,337.6,393.9,470.8,312.2,445.1,325.6,533.3,261.6,525.1,385.0,362.3,516.0,455.2,576.6,512.7,0.0,108.2,296.9,398.1,483.4,552.0,489.0,389.9,111.0,485.0,523.7,486.2,354.8,456.8,414.1,506.0,393.0,482.4,548.5,513.2,444.4,345.9,274.2,420.8,364.1,358.3,326.6,498.9,422.2,554.3,282.5,498.1,579.6,505.0,357.2
UG,230.4,456.7,351.0,352.7,313.7,290.2,339.5,347.3,336.5,378.9,305.6,144.2,337.8,537.0,571.2,500.5,550.9,173.5,531.6,191.3,453.0,91.3,162.5,269.9,404.9,482.0,313.7,41.4,70.4,257.9,407.3,386.8,8.7,246.3,67.7,341.1,387.5,45.7,408.8,382.0,399.6,356.7,425.1,395.6,148.8,288.8,415.7,371.9,387.6,422.3,299.1,417.4,351.3,461.2,408.3,481.0,541.7,404.1,139.4,259.0,383.9,320.2,539.3,347.7,436.0,288.9,187.2,93.8,346.3,468.7,363.1,461.1,188.2,429.2,316.2,392.4,215.4,459.7,407.3,321.6,330.2,403.6,29.4,328.8,50.5,498.1,25.0,299.7,193.6,550.9,282.0,458.5,302.8,407.7,373.0,494.6,288.1,315.0,327.8,370.7,2002.6,331.0,336.7,299.6,362.5,376.4,350.8,324.7,425.0,260.7,524.2,384.1,361.4,407.7,360.9,575.7,408.8,122.8,0.0,188.6,303.8,482.5,541.5,371.1,281.6,16.7,390.7,429.4,485.3,246.5,446.3,413.2,505.1,298.7,374.1,565.5,409.3,508.6,251.6,179.9,448.3,255.8,264.0,325.7,390.6,327.9,553.4,174.2,497.2,471.3,410.7,248.9
UH,55.1,633.9,194.7,212.5,138.4,467.4,511.2,180.4,196.3,327.4,162.5,321.4,515.0,714.2,662.9,677.7,627.2,350.7,607.9,127.2,628.6,268.5,201.8,94.6,361.1,659.2,173.5,218.6,253.3,435.1,392.5,343.0,191.6,71.0,196.2,518.3,564.7,138.5,584.4,206.7,259.4,508.3,602.3,290.2,172.5,113.5,592.9,549.1,564.8,597.9,140.9,593.0,307.5,638.4,559.9,340.8,718.9,581.3,178.7,244.0,340.1,497.4,683.8,524.9,613.2,466.1,364.4,276.7,523.5,626.3,553.4,320.9,90.4,289.0,268.3,348.6,392.6,617.3,392.5,181.4,174.5,555.2,211.2,500.5,233.4,357.9,158.7,124.4,35.4,627.2,214.2,318.3,151.6,392.1,550.2,670.2,147.9,492.2,208.6,326.9,1908.7,279.5,513.9,124.3,318.7,548.1,175.5,501.9,315.1,437.9,720.7,561.3,538.6,392.1,220.7,752.9,268.6,305.7,182.8,0.0,163.6,659.7,718.7,314.8,237.8,199.3,250.5,289.2,679.3,88.3,623.5,590.4,722.2,123.4,330.3,689.0,269.1,625.4,111.4,203.6,632.3,109.6,108.3,502.9,346.8,152.6,730.6,16.0,674.4,431.4,270.5,90.7
UJ,201.8,653.7,272.0,163.0,215.7,491.2,541.6,177.6,146.8,386.0,221.8,405.1,534.8,734.0,793.1,697.5,757.4,434.4,738.1,109.4,664.6,352.2,337.5,191.8,345.5,679.0,124.0,302.3,352.7,454.9,343.0,364.4,290.9,181.5,279.9,538.1,584.5,259.9,669.7,284.0,209.9,617.6,622.1,240.7,226.8,190.8,616.7,572.9,584.6,683.2,187.4,678.3,358.4,658.2,590.6,291.3,738.7,601.1,314.4,338.7,324.5,521.2,736.3,544.7,633.0,485.9,448.1,376.1,547.3,642.7,560.1,271.4,209.0,239.5,323.3,333.0,476.3,633.7,343.0,131.9,174.7,585.9,329.2,552.3,332.8,308.4,280.1,140.3,145.9,757.4,265.1,268.8,113.1,342.6,570.0,691.0,98.4,516.0,285.9,334.9,2051.3,338.1,533.7,201.6,369.6,583.8,252.8,521.7,265.6,457.7,721.2,585.1,558.4,342.6,171.2,772.7,219.1,405.1,299.7,193.0,0.0,679.5,738.5,265.3,288.7,283.0,201.0,239.7,682.3,156.3,643.3,610.2,702.1,141.3,314.7,762.5,219.6,755.6,57.2,257.9,645.3,206.8,108.5,526.7,331.2,159.6,750.4,164.5,694.2,381.9,221.0,166.0
UL,683.4,103.2,823.0,730.5,766.7,368.8,241.0,745.1,714.3,843.5,789.3,410.1,254.2,156.3,190.5,147.0,158.5,366.5,134.8,569.1,151.4,437.4,626.8,722.9,869.2,193.4,691.5,432.7,473.5,267.8,871.6,851.1,455.4,699.3,513.1,302.8,98.0,510.0,192.9,835.0,768.3,220.4,164.0,808.2,598.0,741.8,494.3,350.8,241.1,201.9,754.9,197.0,815.6,80.5,211.5,858.8,161.0,81.9,603.7,723.3,848.2,299.4,158.6,175.9,119.8,298.8,326.6,450.6,328.7,176.6,259.5,838.9,631.7,810.2,780.5,856.7,352.9,167.6,871.6,699.4,708.0,206.8,493.7,251.7,479.9,873.6,489.3,707.8,649.0,158.8,746.3,836.3,680.6,872.0,180.4,177.8,665.9,305.4,792.1,835.0,1815.3,795.3,253.1,752.6,826.8,283.2,803.8,286.4,833.1,254.4,143.5,363.0,323.1,872.0,738.7,195.0,777.5,493.6,464.2,652.9,681.6,0.0,160.8,832.8,745.9,462.1,768.5,807.2,104.6,659.4,92.8,117.0,124.4,708.8,838.4,184.8,787.1,198.1,629.4,602.6,152.1,737.9,641.8,404.3,854.9,727.1,172.7,667.6,44.9,949.4,728.7,677.7
UO,750.2,100.3,889.8,797.3,833.5,412.8,307.8,811.9,781.1,910.3,856.1,497.6,321.0,5.5,208.7,136.5,176.7,433.3,194.5,635.9,218.2,504.2,689.5,789.7,936.0,185.4,758.3,499.5,540.3,334.6,938.4,917.9,522.2,766.1,579.9,369.6,164.8,576.8,258.4,904.7,835.1,287.2,180.0,875.0,664.8,808.6,496.7,417.6,253.3,268.7,821.7,263.8,882.4,90.8,278.3,925.6,0.1,148.7,670.5,790.1,915.0,366.2,176.8,242.7,186.6,365.6,393.4,517.4,307.6,243.4,326.3,905.7,698.5,877.0,838.8,923.5,419.7,234.4,938.4,766.2,774.8,273.6,560.5,318.5,546.7,940.0,556.1,774.6,715.8,176.7,813.1,903.1,747.4,938.8,247.2,244.6,732.7,350.7,858.9,901.8,1897.1,862.1,319.9,819.4,893.6,350.0,870.6,353.2,899.9,321.2,161.7,429.8,389.9,938.8,805.5,62.1,844.3,560.4,531.0,719.7,748.4,148.6,0.0,899.6,812.7,528.9,835.3,874.0,122.8,726.2,111.0,146.4,142.6,775.6,905.2,203.0,853.9,257.8,696.2,669.4,218.9,804.7,708.6,395.5,921.7,793.9,19.8,734.4,163.3,1016.2,795.5,744.5
UX,277.3,820.0,158.5,249.5,242.9,653.5,671.1,180.4,233.3,180.6,189.6,528.9,701.1,900.3,822.8,856.0,787.1,536.8,767.8,266.4,788.5,454.6,363.5,239.0,80.1,852.9,212.5,404.7,433.7,621.2,82.5,142.5,372.0,257.0,389.8,704.4,750.8,318.9,744.3,177.8,217.7,668.2,788.4,24.4,366.1,217.3,779.0,735.2,750.9,757.8,293.9,752.9,107.0,824.5,719.8,175.4,905.0,767.4,340.4,189.7,59.1,683.5,843.7,711.0,799.3,652.2,550.5,457.1,709.6,786.2,713.3,155.5,350.9,227.1,121.2,67.6,560.1,777.2,82.5,144.6,331.7,715.1,391.6,660.4,428.5,192.5,339.1,254.3,269.9,785.8,166.0,152.9,219.6,82.9,736.3,830.1,231.6,678.3,109.2,69.5,1976.3,132.4,700.0,206.5,118.2,708.0,178.8,688.0,53.8,624.0,880.6,747.4,724.7,82.9,158.8,939.0,244.7,500.1,363.2,264.9,251.1,845.8,904.8,0.0,121.5,380.0,208.6,227.3,839.2,322.8,809.6,776.5,882.1,253.3,49.3,848.9,227.2,785.3,214.2,397.2,792.2,224.0,265.5,689.0,65.8,282.5,916.7,250.5,860.5,146.5,247.3,272.5
VF,197.7,751.5,115.6,271.1,163.3,585.0,602.6,111.9,257.1,125.7,121.1,439.0,632.6,831.8,754.3,795.3,718.6,468.3,699.3,290.2,720.0,386.1,295.0,170.5,156.3,776.8,228.5,336.2,365.2,552.7,158.7,138.2,303.5,177.4,321.3,635.9,682.3,250.4,675.8,144.9,223.5,599.7,719.9,147.0,297.6,137.7,710.5,666.7,682.4,689.3,275.0,684.4,102.7,756.0,651.3,298.0,836.5,698.9,271.9,121.2,135.3,615.0,775.2,642.5,730.8,583.7,482.0,388.6,641.1,717.7,644.8,278.1,271.3,232.9,34.5,143.8,510.2,708.7,158.7,168.4,340.5,646.6,323.1,591.9,345.3,277.4,270.6,185.8,201.4,718.6,97.5,275.5,213.0,159.1,667.8,761.6,255.4,609.8,79.2,122.1,1972.0,70.7,631.5,126.9,113.9,639.5,125.0,619.5,176.4,555.5,812.1,678.9,656.2,159.1,164.6,870.5,250.5,417.6,294.7,196.4,274.9,777.3,836.3,122.5,0.0,311.5,174.2,233.1,770.7,254.3,741.1,708.0,813.6,184.8,125.5,780.4,192.8,716.8,238.0,328.7,723.7,155.5,274.3,620.5,142.0,214.0,848.2,182.0,792.0,222.7,253.1,253.6
VH,213.6,434.5,353.2,335.9,296.9,268.0,317.3,350.5,319.7,395.6,321.0,122.0,315.6,514.8,549.0,478.3,528.7,151.3,509.4,174.5,430.8,69.1,179.2,253.1,421.6,459.8,296.9,19.2,69.6,235.7,424.0,403.5,7.8,229.5,50.9,318.9,365.3,62.4,386.6,365.2,382.8,334.5,402.9,413.6,132.0,272.0,393.5,349.7,365.4,400.1,360.3,395.2,368.0,439.0,386.1,464.2,519.5,381.9,156.1,275.7,400.6,298.0,517.1,325.5,413.8,266.7,165.0,93.0,324.1,446.5,340.9,444.3,171.4,412.4,332.9,409.1,193.2,437.5,424.0,304.8,313.4,381.4,46.1,306.6,49.7,481.3,41.7,282.9,254.4,528.7,298.7,441.7,286.0,424.4,350.8,472.4,271.3,292.8,344.5,387.4,1939.7,347.7,314.5,282.8,379.2,354.2,334.0,302.5,438.5,238.5,502.0,361.9,339.2,424.4,344.1,553.5,392.0,122.0,16.6,205.3,287.0,460.3,519.3,387.8,298.3,0.0,373.9,412.6,463.1,264.8,424.1,391.0,482.9,281.9,390.8,543.3,392.5,486.4,234.8,163.1,426.1,268.1,247.2,303.5,407.3,311.1,531.2,209.0,475.0,488.0,393.9,265.6
VI,162.8,747.0,129.3,183.6,128.4,584.5,690.8,43.3,169.6,251.7,118.6,497.4,628.1,827.3,842.5,790.8,806.8,526.7,787.5,202.7,806.2,444.5,383.2,152.8,269.4,772.3,141.0,394.6,445.0,548.2,266.9,259.6,383.2,142.5,372.2,631.4,677.8,338.6,762.0,141.3,136.0,687.9,715.4,164.6,332.9,102.8,710.0,666.2,677.9,775.5,231.9,770.6,224.1,751.5,739.5,215.2,832.0,694.4,360.1,209.4,248.4,614.5,863.4,638.0,726.3,579.2,540.4,468.4,640.6,805.9,653.4,195.3,236.4,145.4,189.0,256.9,568.6,796.9,266.9,80.9,268.0,734.8,411.3,680.1,425.1,232.3,358.8,142.7,199.4,806.8,130.8,192.7,169.9,266.5,663.3,784.3,167.9,609.3,143.2,243.5,2103.3,203.8,627.0,92.0,235.3,727.7,110.1,615.0,189.5,551.0,814.5,678.4,651.7,266.5,77.1,866.0,163.0,497.4,382.9,284.6,187.4,772.8,831.8,189.2,154.4,375.3,0.0,145.6,775.6,252.3,736.6,703.5,795.4,141.7,238.6,868.6,18.6,805.0,150.5,364.0,738.6,167.8,201.8,620.0,255.1,170.9,843.7,216.5,787.5,305.8,165.6,210.5
VK,262.0,786.0,228.5,113.6,227.6,623.5,673.9,142.5,212.2,350.9,217.8,537.4,667.1,866.3,925.4,829.8,889.7,566.7,870.4,241.7,796.9,484.5,482.4,252.0,328.4,811.3,180.0,434.6,485.0,587.2,325.9,347.3,423.2,241.7,412.2,670.4,716.8,392.2,802.0,240.5,66.0,749.9,754.4,223.6,359.1,202.0,749.0,705.2,716.9,815.5,280.6,810.6,323.3,790.5,722.9,274.2,871.0,733.4,459.3,308.6,307.4,653.5,868.6,677.0,765.3,618.2,580.4,508.4,679.6,775.0,692.4,254.3,335.6,40.9,288.2,315.9,608.6,766.0,325.9,119.9,307.0,718.2,461.5,684.6,465.1,291.3,412.4,233.5,298.6,889.7,230.0,251.7,206.3,325.5,702.3,823.3,206.9,648.3,242.4,317.8,2183.6,303.0,666.0,191.2,334.5,716.1,209.3,654.0,248.5,590.0,853.5,717.4,690.7,325.5,88.4,905.0,96.7,537.4,432.0,383.8,226.4,811.8,870.8,248.2,253.6,415.3,165.9,0.0,814.6,288.6,775.6,742.5,834.4,234.5,297.6,894.8,184.5,887.9,189.5,390.2,777.6,267.0,240.8,659.0,314.1,252.8,882.7,296.8,826.5,364.8,95.6,259.2
VM,676.3,96.1,815.9,723.4,759.6,361.7,233.9,738.0,707.2,836.1,782.2,423.7,247.1,120.6,85.8,139.9,53.8,359.4,127.7,562.0,144.3,430.3,619.7,715.8,862.1,178.7,684.4,425.6,466.4,260.7,864.5,844.0,448.3,692.2,506.0,295.7,90.9,502.9,181.3,827.9,761.2,213.3,156.9,801.1,590.9,734.7,487.2,343.7,234.0,194.8,747.8,189.9,808.5,44.8,204.4,851.7,125.3,74.8,596.6,716.2,841.1,292.3,53.9,168.8,112.7,291.7,319.5,443.5,321.6,169.5,252.4,831.8,624.6,803.1,773.4,849.6,364.4,160.5,864.5,692.3,700.9,199.7,486.6,244.6,490.2,868.8,482.2,700.7,641.9,53.8,739.2,829.2,673.5,864.9,173.3,170.7,658.8,298.3,785.0,827.9,1774.8,788.2,246.0,745.5,819.7,276.1,796.7,279.3,826.0,247.3,38.8,355.9,316.0,864.9,731.6,159.3,770.4,472.5,457.1,645.8,674.5,74.7,125.1,825.7,738.8,455.0,761.4,800.1,0.0,652.3,85.7,109.9,42.8,701.7,831.3,80.1,780.0,191.0,622.3,595.5,145.0,730.8,634.7,397.2,847.8,720.0,137.0,660.5,89.4,942.3,721.6,670.6
VW,99.9,688.7,239.5,213.3,183.2,522.2,566.6,227.9,197.1,345.6,207.3,376.2,569.8,769.0,718.3,732.5,682.6,405.5,663.3,128.0,684.0,323.3,257.2,139.4,371.6,714.0,174.3,273.4,308.7,489.9,374.0,353.5,247.0,115.8,251.0,573.1,619.5,193.9,639.8,251.5,260.2,563.7,657.1,291.0,211.7,158.3,647.7,603.9,619.6,653.3,141.7,648.4,318.0,693.2,615.3,341.6,773.7,636.1,234.1,225.7,350.6,552.2,739.2,579.7,668.0,520.9,419.2,332.1,578.3,681.7,608.8,321.7,115.2,289.8,282.9,359.1,447.4,672.7,374.0,182.2,175.3,610.6,266.6,555.9,288.8,358.7,214.1,149.4,58.7,682.6,259.0,319.1,154.5,374.4,605.0,725.6,148.7,547.0,253.4,337.4,1964.1,297.7,568.7,169.1,329.2,603.5,220.3,556.7,315.9,492.7,776.1,616.1,593.4,374.4,221.5,807.7,269.4,361.1,238.2,105.8,164.4,714.5,773.5,315.6,248.3,254.1,251.3,290.0,734.7,0.0,678.3,645.2,777.6,150.4,340.8,744.4,269.9,680.8,112.2,242.8,687.7,154.4,109.1,557.7,357.3,168.7,785.4,77.3,729.2,432.2,271.3,91.5
