from_stop,AF,AL,AN,AV,AX,BA,BD,BN,BT,BY,CD,CE,CF,CH,CL,CR,CT,DC,DD,DG,DU,DX,EB,ED,EM,EV,FG,FN,FQ,FS,FW,FX,GB,GM,GZ,HD,HE,HK,HO,HQ,HT,HU,ID,IH,IL,IO,IV,IX,IZ,JA,JB,JC,JD,JG,JS,JW,JX,JY,KE,KG,KH,KL,KU,LC,LE,LP,LV,MB,MF,MI,ML,MY,NG,NI,NT,OG,OK,OL,OR,OU,OX,OY,OZ,PB,PF,PL,PN,PQ,PY,QE,QF,QH,QL,QU,QW,QX,QY,QZ,RF,RK,RN,RS,RU,RV,SB,SH,SR,SW,TA,TD,TZ,UC,UI,UV,UW,UX,VA,VD,VH,VI,VJ,VM,VR,VW,VZ,WP,WS,XB,XJ,XN,XW,YD,YE,YG,YJ,YK,YO,ZH,ZQ,ZU
UW,201.4,340.0,577.0,785.8,708.2,476.7,482.6,279.2,280.1,70.2,150.7,440.7,838.4,229.5,824.4,477.3,363.0,301.9,174.1,156.4,893.3,241.7,394.3,2454.3,348.8,489.1,190.1,355.7,291.8,860.9,514.3,320.0,121.4,302.7,399.5,386.1,449.8,487.8,573.9,271.2,307.0,674.8,785.0,754.4,389.2,417.7,401.1,580.2,509.5,214.2,120.0,220.7,761.4,194.9,178.0,550.5,352.4,331.0,193.2,771.1,488.3,156.5,222.9,464.0,659.5,199.1,336.7,166.8,667.6,333.6,329.7,432.7,623.8,869.8,173.7,63.2,452.1,144.7,46.5,790.4,240.0,679.2,68.0,516.5,494.1,493.4,157.3,424.8,696.7,144.2,360.6,743.7,522.6,402.9,83.0,238.0,775.6,276.2,95.6,793.7,365.7,804.7,337.9,809.5,139.8,721.7,225.6,68.6,837.5,436.0,526.4,384.5,809.1,320.1,0.0,159.7,838.2,489.1,532.7,321.0,116.0,205.2,791.3,473.4,451.1,706.2,340.5,297.4,860.6,128.3,485.3,355.3,215.7,515.8,801.3,740.3,281.2,445.9,829.6,248.6
UX,253.0,500.8,737.8,946.6,869.0,637.5,610.8,440.0,408.3,198.4,311.5,601.5,999.2,390.3,985.2,638.1,414.6,353.5,334.9,208.0,1054.1,402.5,555.1,2615.1,509.6,649.9,350.9,516.5,452.6,1021.7,675.1,480.8,249.6,463.5,560.3,546.9,578.0,648.6,734.7,432.0,358.6,835.6,945.8,915.2,440.8,578.5,561.9,741.0,670.3,265.8,216.1,381.5,922.2,246.5,209.5,678.7,513.2,491.8,244.8,931.9,649.1,208.1,274.5,592.2,820.3,359.9,497.5,218.4,828.4,494.4,169.9,593.5,784.6,1030.6,301.9,224.0,580.3,272.9,207.3,951.2,368.2,840.0,196.2,677.3,654.9,621.6,285.5,585.6,857.5,305.0,521.4,904.5,683.4,563.7,243.8,398.8,936.4,327.8,147.2,954.5,493.9,965.5,498.7,970.3,300.6,882.5,277.2,229.4,998.3,596.8,687.2,545.3,969.9,371.7,160.7,0.0,999.0,649.9,693.5,481.8,244.2,256.8,952.1,634.2,611.9,867.0,501.3,349.0,1021.4,289.1,613.5,516.1,376.5,676.6,962.1,901.1,442.0,606.7,990.4,376.8
VA,1032.4,754.8,251.8,152.5,209.2,591.4,1313.6,738.4,1111.1,901.2,787.4,555.4,187.1,843.5,223.2,351.4,1194.0,1132.9,866.0,987.4,242.0,771.7,721.6,2371.1,656.1,603.8,804.1,738.5,751.0,209.6,821.6,647.3,952.4,610.0,547.7,842.2,1280.8,602.5,901.2,730.4,1138.0,196.4,133.7,153.2,1220.2,873.8,708.4,275.9,624.2,1045.2,951.0,834.7,160.2,1024.0,1009.0,1381.5,659.7,638.3,1024.2,169.9,341.1,987.5,1053.9,1295.0,986.8,627.9,795.9,997.8,288.0,640.9,1160.7,547.4,951.1,218.5,1004.7,807.3,1283.1,975.7,836.4,134.9,1071.0,297.2,899.0,391.6,821.4,1324.4,988.3,651.6,223.3,799.6,587.4,249.0,829.9,629.7,747.4,667.4,279.3,1107.2,926.6,142.4,1196.7,153.4,645.2,176.2,753.8,271.0,1062.1,812.7,186.2,743.3,853.7,499.2,104.2,1151.1,830.9,990.7,0.0,649.3,353.8,794.7,947.0,1036.2,55.2,780.7,476.6,326.6,647.8,1128.4,22.3,875.0,1316.3,662.6,829.7,843.1,168.0,289.6,763.6,773.2,8.5,1079.6
VD,683.0,405.4,375.1,621.8,506.3,334.1,964.2,389.0,761.7,551.8,438.0,298.1,695.8,494.1,622.5,294.4,844.6,783.5,516.6,638.0,750.7,422.3,372.2,2346.4,306.7,346.5,450.0,389.1,401.6,718.3,472.2,297.9,603.0,260.6,256.9,492.8,931.4,345.2,551.8,381.0,788.6,472.9,642.4,552.5,870.8,524.4,359.0,378.3,366.9,695.8,601.6,485.3,559.5,674.6,659.6,1032.1,310.3,288.9,674.8,569.2,286.4,638.1,704.5,945.6,637.4,278.5,446.5,648.4,465.7,291.5,811.3,290.1,601.7,727.2,655.3,457.9,933.7,626.3,487.0,617.1,721.6,474.9,549.6,241.2,472.0,975.0,638.9,64.3,492.8,450.2,173.0,543.4,480.5,225.1,398.0,318.0,573.7,757.8,577.2,651.1,847.3,662.1,295.8,666.9,404.4,519.8,712.7,463.3,694.9,393.9,504.3,241.9,630.8,801.7,481.5,641.3,636.3,0.0,330.8,445.3,597.6,686.8,589.4,431.3,308.5,504.3,298.4,779.0,658.7,525.6,966.9,313.2,480.3,493.7,658.7,538.4,414.2,423.8,627.7,730.2
VH,729.4,451.8,115.1,361.8,246.3,288.4,1010.6,435.4,808.1,598.2,486.5,252.4,479.7,540.5,362.5,48.4,891.0,829.9,563.0,684.4,534.6,468.7,418.6,2296.0,353.1,300.8,501.1,435.5,448.0,502.2,518.6,344.3,649.4,307.0,244.7,539.2,977.8,299.5,598.2,427.4,835.0,212.9,426.3,292.5,917.2,570.8,405.4,118.3,321.2,742.2,648.0,531.7,299.5,722.9,706.0,1078.5,356.7,335.3,721.2,309.2,38.1,684.5,750.9,992.0,683.8,324.9,492.9,694.8,205.7,337.9,857.7,244.4,648.1,511.1,701.7,504.3,980.1,672.7,533.4,357.1,768.0,217.3,596.0,88.6,518.4,1021.4,685.3,348.6,234.8,496.6,284.4,281.8,526.9,326.7,444.4,364.4,313.7,804.2,623.6,435.0,893.7,446.0,342.2,450.8,450.8,259.8,753.6,509.7,478.8,440.3,550.7,196.2,370.8,848.1,527.9,687.7,376.3,346.3,0.0,477.2,644.0,733.2,329.4,477.7,173.6,244.3,344.8,825.4,398.7,572.0,1013.3,359.6,526.7,540.1,382.4,278.4,460.6,470.2,367.7,776.6
VI,540.4,180.4,524.2,733.0,655.4,423.9,821.6,119.6,619.1,409.2,295.4,387.9,785.6,351.5,771.6,424.5,702.0,640.9,374.0,495.4,840.5,279.7,317.7,2401.5,296.0,436.3,307.4,196.1,132.2,808.1,461.5,267.2,460.4,249.9,346.7,226.5,788.8,435.0,497.3,111.6,646.0,622.0,732.2,701.6,728.2,258.1,348.3,527.4,456.7,553.2,459.0,342.7,708.6,532.0,517.0,889.5,299.6,278.2,532.2,718.3,435.5,495.5,561.9,803.0,582.9,146.3,32.0,505.8,614.8,280.8,668.7,379.9,547.2,817.0,512.7,315.3,791.1,483.7,344.4,737.6,579.0,624.0,407.0,463.7,417.5,832.4,496.3,372.0,641.9,307.6,307.8,692.5,469.8,350.1,255.4,185.2,722.8,615.2,434.6,740.9,704.7,751.9,285.1,756.7,261.8,668.9,570.1,320.7,784.7,383.2,449.8,331.7,756.3,659.1,338.9,498.7,785.4,436.3,479.9,0.0,455.0,544.2,738.5,420.6,398.3,653.4,287.7,636.4,807.8,383.0,824.3,302.5,337.7,439.2,748.5,687.5,271.6,369.3,776.8,587.6
VJ,259.2,457.7,694.7,903.5,825.9,594.4,366.5,396.9,164.0,74.5,268.4,558.4,956.1,347.2,942.1,595.0,420.8,359.7,291.8,214.2,1011.0,359.4,512.0,2572.0,466.5,606.8,307.8,473.4,409.5,978.6,632.0,437.7,5.3,420.4,517.2,503.8,333.7,605.5,691.6,388.9,364.8,792.5,902.7,872.1,447.0,535.4,518.8,697.9,627.2,272.0,124.3,338.4,879.1,187.9,283.1,434.4,470.1,448.7,251.0,888.8,606.0,149.5,280.7,347.9,777.2,316.8,454.4,159.8,785.3,451.3,434.8,550.4,741.5,987.5,178.0,180.9,336.0,28.6,164.2,908.1,244.3,796.9,111.7,634.2,611.8,377.3,41.2,542.5,814.4,261.9,478.3,861.4,640.3,520.6,200.7,355.7,893.3,334.0,161.2,911.4,249.6,922.4,455.6,927.2,257.5,839.4,283.4,186.3,955.2,553.7,644.1,502.2,926.8,377.9,117.6,264.8,955.9,606.8,650.4,438.7,0.0,263.0,909.0,591.1,568.8,823.9,458.2,355.2,978.3,246.0,369.2,473.0,333.4,633.5,919.0,858.0,398.9,563.6,947.3,132.5
VM,88.6,595.1,832.1,1040.9,963.3,731.8,604.3,534.3,401.8,185.0,405.8,695.8,1093.5,484.6,1079.5,732.4,236.4,262.9,429.2,117.4,1148.4,496.8,649.4,2709.4,603.9,744.2,445.2,610.8,546.9,1116.0,769.4,575.1,243.1,557.8,654.6,641.2,571.5,742.9,829.0,526.3,268.0,929.9,1040.1,1009.5,262.6,672.8,656.2,835.3,764.6,87.6,168.8,475.8,1016.5,199.2,316.3,672.2,607.5,586.1,154.2,1026.2,743.4,160.8,96.3,585.7,914.6,454.2,591.8,171.1,922.7,588.7,468.0,687.8,878.9,1124.9,271.7,318.3,573.8,266.4,301.6,1045.5,338.0,934.3,249.1,771.6,749.2,615.1,279.0,679.9,951.8,399.3,615.7,998.8,777.7,658.0,338.1,493.1,1030.7,149.6,127.7,1048.8,487.4,1059.8,593.0,1064.6,394.9,976.8,99.0,323.7,1092.6,691.1,781.5,639.6,1064.2,260.5,255.0,298.0,1093.3,744.2,787.8,576.1,237.7,0.0,1046.4,728.5,706.2,961.3,595.6,258.4,1115.7,383.4,607.0,610.4,470.8,770.9,1056.4,995.4,536.3,701.0,1084.7,370.3
VR,976.1,698.5,195.5,138.1,173.5,535.1,1257.3,682.1,1054.8,844.9,733.2,499.1,172.7,787.2,166.9,295.1,1137.7,1076.6,809.7,931.1,227.6,715.4,665.3,2356.7,599.8,547.5,747.8,682.2,694.7,195.2,765.3,591.0,896.1,553.7,491.4,785.9,1224.5,546.2,844.9,674.1,1081.7,140.1,119.3,96.9,1163.9,817.5,652.1,219.6,567.9,988.9,894.7,778.4,103.9,969.6,952.7,1325.2,603.4,582.0,967.9,113.6,284.8,931.2,997.6,1238.7,930.5,571.6,739.6,941.5,231.7,584.6,1104.4,491.1,894.8,204.1,948.4,751.0,1226.8,919.4,780.1,120.5,1014.7,243.3,842.7,335.3,765.1,1268.1,932.0,595.3,162.0,743.3,531.1,233.0,773.6,573.4,691.1,611.1,264.9,1050.9,870.3,128.0,1140.4,139.0,588.9,161.8,697.5,187.0,1000.3,756.4,171.8,687.0,797.4,442.9,89.8,1094.8,774.6,934.4,45.8,593.0,297.5,723.9,890.7,979.9,0.0,724.4,420.3,270.3,591.5,1072.1,68.2,818.7,1260.0,606.3,773.4,786.8,153.6,205.6,707.3,716.9,37.2,1023.3
VW,664.5,368.9,536.4,745.2,667.6,436.1,945.7,370.5,743.2,533.3,419.5,400.1,797.8,475.6,783.8,436.7,826.1,765.0,498.1,619.5,852.7,403.8,335.7,2413.7,227.8,448.5,436.2,352.6,383.1,820.3,40.8,261.4,584.5,181.7,358.9,456.3,912.9,447.2,515.3,362.5,770.1,634.2,744.4,713.8,852.3,487.9,115.4,539.6,468.9,677.3,583.1,466.8,720.8,656.1,641.1,1013.6,110.0,130.9,656.3,730.5,447.7,619.6,686.0,927.1,600.9,260.0,428.0,629.9,627.0,212.6,792.8,392.1,565.2,829.2,636.8,439.4,915.2,607.8,468.5,749.8,703.1,636.2,531.1,475.9,435.5,956.5,620.4,384.2,654.1,431.7,320.0,704.7,49.1,362.3,379.5,299.5,735.0,739.3,558.7,753.1,828.8,764.1,124.1,768.9,385.9,681.1,694.2,444.8,796.9,26.8,467.8,343.9,768.5,783.2,463.0,622.8,797.6,448.5,492.1,426.8,579.1,668.3,750.7,0.0,410.5,665.6,219.5,760.5,820.0,507.1,948.4,234.3,461.8,457.2,760.7,699.7,395.7,387.3,789.0,711.7
VZ,647.2,369.6,197.3,406.1,328.5,206.2,928.4,353.2,725.9,516.0,404.3,170.2,458.7,458.3,444.7,97.6,808.8,747.7,480.8,602.2,513.6,386.5,336.4,2310.6,270.9,218.6,418.9,353.3,365.8,481.2,436.4,262.1,567.2,224.8,162.5,457.0,895.6,217.3,516.0,345.2,752.8,295.1,405.3,374.7,835.0,488.6,323.2,200.5,239.0,660.0,565.8,449.5,381.7,640.7,623.8,996.3,274.5,253.1,639.0,391.4,108.6,602.3,668.7,909.8,601.6,242.7,410.7,612.6,287.9,255.7,775.5,162.2,565.9,490.1,619.5,422.1,897.9,590.5,451.2,410.7,685.8,299.5,513.8,136.8,436.2,939.2,603.1,266.4,317.0,414.4,202.2,364.0,444.7,244.5,362.2,282.2,395.9,722.0,541.4,414.0,811.5,425.0,260.0,429.8,368.6,342.0,671.4,427.5,457.8,358.1,468.5,114.0,429.4,765.9,445.7,605.5,458.5,330.7,153.0,395.0,561.8,651.0,411.6,395.5,0.0,326.5,262.6,743.2,480.9,489.8,931.1,277.4,444.5,457.9,421.6,360.6,378.4,388.0,449.9,694.4
WP,904.8,627.2,124.2,286.5,171.0,463.8,1186.0,610.8,983.5,773.6,661.9,427.8,376.4,715.9,287.2,223.8,1066.4,1005.3,738.4,859.8,431.3,644.1,594.0,2415.4,528.5,476.2,676.5,610.9,623.4,398.9,694.0,519.7,824.8,482.4,420.1,714.6,1153.2,474.9,773.6,602.8,1010.4,137.6,323.0,217.2,1092.6,746.2,580.8,148.3,496.6,917.6,823.4,707.1,224.2,898.3,881.4,1253.9,532.1,510.7,896.6,233.9,213.5,859.9,926.3,1167.4,859.2,500.3,668.3,870.2,32.8,513.3,1033.1,419.8,823.5,407.8,877.1,679.7,1155.5,848.1,708.8,281.8,943.4,21.2,771.4,264.0,693.8,1196.8,860.7,524.0,159.5,672.0,459.8,206.5,702.3,502.1,619.8,539.8,238.4,979.6,799.0,331.7,1069.1,342.7,517.6,331.5,626.2,184.5,929.0,685.1,375.5,615.7,726.1,371.6,295.5,1023.5,703.3,863.1,301.0,521.7,226.2,652.6,819.4,908.6,254.1,653.1,349.0,0.0,520.2,1000.8,323.4,747.4,1188.7,535.0,702.1,715.5,307.1,203.1,636.0,645.6,292.4,952.0
WS,531.7,236.1,403.6,612.4,534.8,303.3,812.9,237.7,610.4,400.5,288.8,267.3,665.0,342.8,651.0,303.9,693.3,632.2,365.3,486.7,719.9,271.0,202.9,2280.9,57.0,315.7,303.4,219.8,250.3,687.5,280.5,128.6,451.7,38.2,226.1,323.5,780.1,314.4,382.5,229.7,637.3,501.4,611.6,581.0,719.5,355.1,167.3,406.8,336.1,544.5,450.3,334.0,588.0,525.2,508.3,880.8,118.6,97.2,523.5,597.7,314.9,486.8,553.2,794.3,468.1,127.2,295.2,497.1,494.2,7.0,660.0,259.3,432.4,696.4,504.0,306.6,782.4,475.0,335.7,617.0,570.3,505.8,398.3,343.1,302.7,823.7,487.6,251.4,523.3,298.9,187.2,570.3,288.8,229.5,246.7,166.7,602.2,606.5,425.9,620.3,696.0,631.3,104.1,636.1,253.1,548.3,555.9,312.0,664.1,202.2,335.0,211.1,635.7,650.4,330.2,490.0,664.8,315.7,359.3,279.5,446.3,535.5,617.9,239.6,277.7,532.8,0.0,627.7,687.2,374.3,815.6,31.7,329.0,324.4,627.9,566.9,262.9,254.5,656.2,578.9
XB,267.2,679.9,916.9,1125.7,1048.1,816.6,689.1,619.1,486.6,269.8,490.6,780.6,1178.3,569.4,1164.3,817.2,94.3,4.4,514.0,150.3,1233.2,581.6,734.2,2794.2,688.7,829.0,530.0,695.6,631.7,1200.8,854.2,659.9,327.9,642.6,739.4,726.0,656.3,827.7,913.8,611.1,9.5,1014.7,1124.9,1094.3,120.5,757.6,741.0,920.1,849.4,184.6,253.6,560.6,1101.3,284.0,401.1,757.0,692.3,670.9,113.8,1111.0,828.2,245.6,235.0,670.5,999.4,539.0,676.6,255.9,1007.5,673.5,552.8,772.6,963.7,1209.7,356.5,403.1,658.6,351.2,386.4,1130.3,422.8,1019.1,333.9,856.4,834.0,699.9,363.8,764.7,1036.6,484.1,700.5,1083.6,862.5,742.8,422.9,577.9,1115.5,243.9,212.5,1133.6,572.2,1144.6,677.8,1149.4,479.7,1061.6,261.7,408.5,1177.4,775.9,866.3,724.4,1149.0,22.6,339.8,382.8,1178.1,829.0,872.6,660.9,322.5,271.0,1131.2,813.3,791.0,1046.1,680.4,0.0,1200.5,468.2,691.8,695.2,555.6,855.7,1141.2,1080.2,621.1,785.8,1169.5,455.1
XJ,1062.8,785.2,282.2,182.9,239.6,621.8,1344.0,768.8,1141.5,931.6,817.8,585.8,217.5,873.9,253.6,381.8,1224.4,1163.3,896.4,1017.8,272.4,802.1,752.0,2401.5,686.5,634.2,834.5,768.9,781.4,240.0,852.0,677.7,982.8,640.4,578.1,872.6,1311.2,632.9,931.6,760.8,1168.4,226.8,164.1,183.6,1250.6,904.2,738.8,306.3,654.6,1075.6,981.4,865.1,190.6,1056.3,1039.4,1411.9,690.1,668.7,1054.6,200.3,371.5,1017.9,1084.3,1325.4,1017.2,658.3,826.3,1028.2,318.4,671.3,1191.1,577.8,981.5,248.9,1035.1,837.7,1313.5,1006.1,866.8,165.3,1101.4,330.0,929.4,422.0,851.8,1354.8,1018.7,682.0,253.7,830.0,617.8,279.4,860.3,660.1,777.8,697.8,309.7,1137.6,957.0,172.8,1227.1,183.8,675.6,206.6,784.2,301.4,1092.5,843.1,216.6,773.7,884.1,529.6,134.6,1181.5,861.3,1021.1,30.3,679.7,384.2,825.1,977.4,1066.6,85.6,811.1,507.0,357.0,678.2,1158.8,0.0,905.4,1346.7,693.0,860.1,873.5,198.4,320.0,794.0,803.6,38.9,1110.0
XN,321.1,395.4,632.4,841.2,763.6,532.1,602.3,334.6,399.8,189.9,206.1,496.1,893.8,284.9,879.8,532.7,482.7,421.6,229.5,276.1,948.7,297.1,449.7,2509.7,404.2,544.5,245.5,411.1,347.2,916.3,569.7,375.4,241.1,358.1,454.9,441.5,569.5,543.2,629.3,326.6,426.7,730.2,840.4,809.8,508.9,473.1,456.5,635.6,564.9,333.9,239.7,276.1,816.8,314.6,297.7,670.2,407.8,386.4,312.9,826.5,543.7,276.2,342.6,583.7,714.9,254.5,392.1,286.5,723.0,389.0,449.4,488.1,679.2,925.2,293.4,118.6,571.8,264.4,125.1,845.8,359.7,734.6,187.7,571.9,549.5,613.1,277.0,480.2,752.1,199.6,416.0,799.1,578.0,458.3,138.4,293.4,831.0,395.9,215.3,849.1,485.4,860.1,393.3,864.9,195.2,777.1,345.3,124.0,892.9,491.4,581.8,439.9,864.5,439.8,119.6,279.4,893.6,544.5,588.1,376.4,235.7,324.9,846.7,528.8,506.5,761.6,395.9,417.1,916.0,0.0,605.0,410.7,271.1,571.2,856.7,795.7,336.6,501.3,885.0,368.3
XW,648.4,846.9,1083.9,1292.7,1215.1,983.6,115.2,786.1,381.9,463.7,657.6,947.6,1345.3,736.4,1331.3,984.2,810.0,748.9,681.0,603.4,1400.2,748.6,901.2,2961.2,855.7,996.0,697.0,862.6,798.7,1367.8,1021.2,826.9,383.7,809.6,906.4,893.0,161.8,994.7,1080.8,778.1,754.0,1181.7,1291.9,1261.3,836.2,924.6,908.0,1087.1,1016.4,661.2,513.5,727.6,1268.3,577.1,672.3,103.8,859.3,837.9,640.2,1278.0,995.2,538.7,669.9,96.6,1166.4,706.0,843.6,549.0,1174.5,840.5,824.0,939.6,1130.7,1376.7,567.2,570.1,84.7,360.3,553.4,1297.3,633.5,1186.1,500.9,1023.4,1001.0,8.0,347.7,931.7,1203.6,651.1,867.5,1250.6,1029.5,909.8,589.9,744.9,1282.5,723.2,550.4,1300.6,127.5,1311.6,844.8,1316.4,646.7,1228.6,672.6,575.5,1344.4,942.9,1033.3,891.4,1316.0,767.1,506.8,654.0,1345.1,996.0,1039.6,827.9,389.1,652.2,1298.2,980.3,958.0,1213.1,847.4,744.4,1367.5,635.2,0.0,862.2,722.6,1022.7,1308.2,1247.2,788.1,952.8,1336.5,378.5
YD,533.9,238.3,405.8,614.6,537.0,305.5,815.1,239.9,612.6,402.7,291.0,269.5,667.2,345.0,653.2,306.1,695.5,634.4,367.5,488.9,722.1,273.2,205.1,2283.1,59.2,317.9,305.6,222.0,252.5,689.7,282.7,130.8,453.9,40.4,228.3,325.7,782.3,316.6,384.7,231.9,639.5,503.6,613.8,583.2,721.7,357.3,169.5,409.0,338.3,546.7,452.5,336.2,590.2,527.4,510.5,883.0,120.8,99.4,525.7,599.9,317.1,489.0,555.4,796.5,470.3,129.4,297.4,499.3,496.4,32.2,662.2,261.5,434.6,698.6,506.2,308.8,784.6,477.2,337.9,619.2,572.5,508.0,400.5,345.3,304.9,825.9,489.8,253.6,525.5,301.1,189.4,572.5,291.0,231.7,248.9,168.9,604.4,608.7,428.1,622.5,698.2,633.5,106.3,638.3,255.3,550.5,558.1,314.2,666.3,204.4,337.2,213.3,637.9,652.6,332.4,492.2,667.0,317.9,361.5,281.7,448.5,537.7,620.1,241.8,279.9,535.0,39.1,629.9,689.4,376.5,817.8,0.0,331.2,326.6,630.1,569.1,265.1,256.7,658.4,581.1
YE,422.4,324.0,561.0,769.8,692.2,460.7,703.6,263.2,501.1,291.2,179.5,424.7,822.4,87.0,808.4,461.3,584.0,522.9,256.0,377.4,877.3,225.7,378.3,2438.3,332.8,473.1,53.9,339.7,275.8,844.9,498.3,304.0,342.4,286.7,383.5,370.1,670.8,471.8,557.9,255.2,528.0,658.8,769.0,738.4,610.2,401.7,385.1,564.2,493.5,435.2,341.0,5.0,745.4,415.9,399.0,771.5,336.4,315.0,414.2,755.1,472.3,377.5,443.9,685.0,643.5,183.1,320.7,387.8,651.6,317.6,550.7,416.7,607.8,853.8,394.7,197.3,673.1,365.7,226.4,774.4,461.0,663.2,289.0,500.5,478.1,714.4,378.3,408.8,680.7,189.6,344.6,727.7,506.6,386.9,137.4,222.0,759.6,497.2,316.6,777.7,586.7,788.7,321.9,793.5,65.8,705.7,446.6,202.7,821.5,420.0,510.4,368.5,793.1,541.1,220.9,380.7,822.2,473.1,516.7,305.0,337.0,426.2,775.3,457.4,435.1,690.2,324.5,518.4,844.6,265.0,706.3,339.3,0.0,499.8,785.3,724.3,265.2,429.9,813.6,469.6
YG,718.1,251.1,570.0,778.8,701.2,469.7,999.3,309.0,796.8,586.9,475.2,433.7,831.4,529.2,817.4,470.3,879.7,818.6,551.7,673.1,886.3,457.4,108.0,2447.3,323.8,482.1,489.8,234.8,340.9,853.9,489.3,294.9,638.1,277.7,392.5,338.5,966.5,480.8,75.1,317.2,823.7,667.8,778.0,747.4,905.9,370.1,376.1,573.2,502.5,730.9,636.7,520.4,754.4,711.6,694.7,1067.2,327.4,306.0,709.9,764.1,481.3,673.2,739.6,980.7,160.7,313.6,461.2,683.5,660.6,308.6,846.4,425.7,125.0,862.8,690.4,493.0,968.8,661.4,522.1,783.4,756.7,672.2,584.7,509.5,62.7,1010.1,674.0,417.8,689.7,485.3,353.6,736.7,497.6,395.9,433.1,353.1,768.6,792.9,612.3,786.7,882.4,797.7,312.9,802.5,439.5,714.7,742.3,498.4,830.5,411.0,95.0,377.5,802.1,836.8,516.6,676.4,831.2,482.1,525.7,445.5,632.7,721.9,784.3,448.4,444.1,699.2,315.5,814.1,853.6,560.7,1002.0,330.3,515.4,0.0,794.3,733.3,449.3,243.1,822.6,765.3
YJ,974.1,696.5,258.0,33.6,137.5,533.1,1255.3,680.1,1052.8,842.9,731.2,497.1,98.4,785.2,325.9,357.6,1135.7,1074.6,807.7,929.1,153.3,713.4,663.3,2299.4,597.8,545.5,745.8,680.2,692.7,120.9,763.3,589.0,894.1,551.7,489.4,783.9,1222.5,544.2,842.9,672.1,1079.7,172.2,45.0,255.9,1161.9,815.5,650.1,282.1,565.9,986.9,892.7,776.4,262.9,967.6,950.7,1323.2,601.4,580.0,965.9,272.6,347.3,929.2,995.6,1236.7,928.5,569.6,737.6,939.5,294.2,582.6,1102.4,489.1,892.8,129.8,946.4,749.0,1224.8,917.4,778.1,38.2,1012.7,305.8,840.7,397.8,763.1,1266.1,930.0,593.3,149.6,741.3,529.1,175.7,771.6,571.4,689.1,609.1,207.6,1048.9,868.3,53.7,1138.4,64.7,586.9,57.3,695.5,199.3,998.3,754.4,97.5,685.0,795.4,440.9,56.9,1092.8,772.6,932.4,182.9,655.5,360.0,721.9,888.7,977.9,157.9,722.4,418.3,332.8,589.5,1070.1,205.3,816.7,1258.0,604.3,771.4,784.8,0.0,217.9,705.3,714.9,174.3,1021.3
YK,917.6,640.0,137.0,200.3,84.8,476.6,1198.8,623.6,996.3,786.4,672.6,440.6,290.2,728.7,211.2,236.6,1079.2,1018.1,751.2,872.6,345.1,656.9,606.8,2329.2,541.3,489.0,689.3,623.7,636.2,312.7,706.8,532.5,837.6,495.2,432.9,727.4,1166.0,487.7,786.4,615.6,1023.2,51.2,236.8,141.2,1105.4,759.0,593.6,161.1,509.4,930.4,836.2,719.9,148.2,909.2,894.2,1266.7,544.9,523.5,909.4,157.9,226.3,872.7,939.1,1180.2,872.0,513.1,681.1,883.0,173.2,526.1,1045.9,432.6,836.3,321.6,889.9,692.5,1168.3,860.9,721.6,195.6,956.2,184.8,784.2,276.8,706.6,1209.6,873.5,536.8,71.3,684.8,472.6,121.9,715.1,514.9,632.6,552.6,152.2,992.4,811.8,245.5,1081.9,256.5,530.4,245.3,639.0,18.3,947.3,697.9,289.3,628.5,738.9,384.4,209.3,1036.3,716.1,875.9,225.0,534.5,239.0,679.9,832.2,921.4,178.1,665.9,361.8,211.8,533.0,1013.6,247.4,760.2,1201.5,547.8,714.9,728.3,220.9,0.0,648.8,658.4,216.4,964.8
YO,466.5,276.5,513.5,722.3,644.7,413.2,747.7,215.7,545.2,335.3,223.6,377.2,774.9,277.6,760.9,413.8,628.1,567.0,300.1,421.5,829.8,205.8,330.8,2390.8,285.3,425.6,238.2,292.2,228.3,797.4,450.8,256.5,386.5,239.2,336.0,322.6,714.9,424.3,510.4,207.7,572.1,611.3,721.5,690.9,654.3,354.2,337.6,516.7,446.0,479.3,385.1,268.8,697.9,460.0,443.1,815.6,288.9,267.5,458.3,707.6,424.8,421.6,488.0,729.1,596.0,135.6,273.2,431.9,604.1,270.1,594.8,369.2,560.3,806.3,438.8,241.4,717.2,409.8,270.5,726.9,505.1,615.7,333.1,453.0,430.6,758.5,422.4,361.3,633.2,233.7,297.1,680.2,459.1,339.4,181.5,174.5,712.1,541.3,360.7,730.2,630.8,741.2,274.4,746.0,187.9,658.2,490.7,246.8,774.0,372.5,462.9,321.0,745.6,585.2,265.0,424.8,774.7,425.6,469.2,257.5,381.1,470.3,727.8,409.9,387.6,642.7,277.0,562.5,797.1,309.1,750.4,291.8,263.8,452.3,737.8,676.8,0.0,382.4,766.1,513.7
