from_stop,AH,AI,AL,AO,AP,AX,BO,CB,CJ,CO,CP,CQ,CS,CZ,DD,DJ,DK,DO,DQ,ED,EF,EH,EN,ER,EV,FA,FC,FD,FI,GA,GD,GH,GL,GM,GU,GY,HA,HB,HD,HF,HH,HI,HT,HZ,IE,IJ,IY,IZ,JE,JT,JV,KD,KG,KJ,KK,KU,KZ,LD,MB,MG,MI,MJ,MK,MN,MP,MW,MX,MY,NG,NH,NJ,NP,NQ,NU,NW,NX,OC,OO,OP,OV,OX,PA,PJ,PL,PN,PO,PP,PS,PV,QA,QB,QI,QL,QM,QW,RG,RP,RY,SA,SD,SV,SX,SY,TM,TR,TU,TZ,UE,UI,UQ,UY,VA,VJ,VL,VS,WJ,WK,WO,WU,XD,XE,XF,XP,XV,YA,YE,YF,YH,YK,YM,YU,ZA,ZE,ZJ,ZK,ZN
XD,390.7,661.4,58.9,740.4,419.8,689.6,332.7,752.6,675.1,890.8,750.2,978.7,878.1,589.0,650.7,771.7,664.1,668.6,377.2,641.5,898.9,693.7,771.9,731.5,679.3,881.0,642.2,596.1,513.6,1038.5,860.4,906.4,953.3,943.6,1083.0,795.4,493.1,733.7,756.1,429.7,322.0,412.0,2760.7,435.3,615.2,160.6,757.1,724.0,855.5,735.8,1061.7,48.2,576.8,729.6,728.8,39.6,722.9,695.5,85.6,833.6,683.7,763.8,778.7,664.1,684.2,398.0,711.0,654.5,693.8,908.2,739.9,740.8,703.8,654.9,937.4,13.9,942.2,699.8,629.7,695.5,922.8,598.1,802.2,754.4,520.2,1038.7,749.8,563.1,137.4,250.0,400.8,818.5,638.6,809.2,980.1,43.2,871.1,591.6,870.6,712.5,758.8,696.9,1029.0,1068.8,145.9,742.2,649.0,668.9,642.4,847.4,640.4,391.4,658.9,407.8,59.8,531.6,681.8,293.6,797.2,0.0,867.3,759.7,1003.2,736.1,962.6,404.1,982.1,672.7,119.8,1048.7,690.4,923.4,915.3,145.2,816.3,69.9
XE,715.6,329.4,932.2,446.7,744.7,357.6,649.2,759.5,325.1,597.1,558.1,827.2,726.6,668.8,357.0,602.2,423.0,589.1,631.3,372.1,747.4,400.0,620.4,580.0,385.6,729.5,348.5,740.8,366.2,751.1,566.7,612.7,710.7,649.9,789.3,463.4,453.3,740.6,272.1,754.6,646.9,661.9,2739.8,450.3,321.5,844.5,497.7,304.7,523.5,451.2,768.0,903.0,573.8,435.9,426.1,912.9,429.2,563.3,940.4,840.5,351.7,431.8,485.0,584.7,179.0,534.3,361.0,539.0,493.0,614.5,547.8,390.8,371.8,616.8,643.7,888.4,648.5,257.1,521.7,702.4,629.1,553.1,508.5,460.7,359.6,751.3,456.1,704.1,737.8,706.0,501.9,486.5,344.9,477.2,686.4,840.0,577.4,288.1,581.0,518.6,607.3,411.0,741.6,781.4,763.2,572.7,655.9,499.4,401.3,515.4,609.2,495.2,596.6,476.5,914.6,605.0,388.1,581.1,503.5,873.2,0.0,427.7,709.5,442.4,668.9,729.0,830.6,379.0,810.9,755.0,396.7,629.7,621.6,769.7,823.2,924.7
XF,587.2,102.7,803.8,408.9,616.3,75.0,520.8,440.7,140.9,349.6,373.9,508.4,407.8,350.0,269.8,283.4,220.8,404.9,502.9,351.2,428.6,332.8,301.6,261.2,318.4,410.7,241.3,420.6,300.7,625.3,319.2,574.9,483.0,612.1,651.9,81.5,324.9,421.8,251.2,626.2,518.5,533.5,2702.4,321.9,267.8,716.1,115.8,283.8,141.6,69.3,673.2,774.6,255.0,368.7,171.1,784.5,263.1,244.5,812.0,521.7,79.7,49.9,447.2,265.9,273.9,405.9,176.8,354.8,111.1,367.0,363.6,206.6,59.8,298.0,605.9,760.0,401.0,185.6,202.9,383.6,381.6,234.3,261.0,213.2,307.3,713.5,388.9,273.3,609.4,577.6,373.5,104.6,307.1,95.3,438.9,711.6,329.9,339.9,543.2,334.4,288.5,226.8,703.8,690.9,634.8,253.9,337.1,180.6,199.1,133.5,290.4,366.8,412.4,348.1,786.2,476.6,202.5,452.7,436.3,744.8,491.0,0.0,671.7,404.6,631.1,600.6,511.8,341.2,682.5,717.2,309.5,382.2,583.8,641.3,504.4,796.3
XP,944.6,702.0,1034.9,341.9,973.7,677.1,886.6,805.1,697.7,537.2,876.0,643.0,714.9,714.4,402.6,647.8,795.6,794.4,935.3,508.9,595.8,466.2,666.0,625.6,431.2,741.0,394.1,721.9,738.8,132.1,518.2,135.0,515.6,59.5,77.6,630.9,825.9,786.2,623.5,983.6,875.9,965.9,2840.8,822.9,367.1,947.2,603.6,591.4,735.8,582.3,56.3,1005.7,619.4,481.5,471.7,1015.6,474.8,608.9,1043.1,886.1,681.8,636.7,203.8,630.3,551.6,921.3,733.6,780.3,540.3,498.1,865.7,763.4,661.9,662.4,166.0,991.1,600.0,629.7,567.3,748.0,434.0,598.7,554.1,506.3,732.2,47.0,501.7,637.7,840.5,808.7,884.3,698.8,324.8,682.1,491.3,942.7,428.7,660.7,119.0,836.5,652.9,783.6,122.6,162.4,865.9,618.3,701.5,545.0,773.9,727.7,654.8,867.8,784.7,849.1,1017.3,806.2,433.7,847.5,549.1,975.9,734.7,667.9,0.0,365.5,40.5,958.0,842.1,334.1,913.6,43.3,442.3,432.0,143.9,872.4,868.8,1027.4
XV,744.4,478.3,834.7,151.4,773.5,453.4,686.4,581.4,474.0,419.0,675.8,649.1,548.5,490.7,178.9,424.1,571.9,594.2,735.1,285.2,569.3,242.5,442.3,401.9,207.5,551.4,170.4,561.3,515.1,430.5,388.6,292.1,532.6,329.3,468.7,407.2,602.2,562.5,399.8,783.4,675.7,765.7,2640.6,599.2,143.4,747.0,379.9,367.7,512.1,358.6,447.4,805.5,395.7,257.8,248.0,815.4,251.1,385.2,842.9,662.4,458.1,413.0,164.4,406.6,327.9,683.2,509.9,580.1,316.6,436.4,665.5,539.7,438.2,438.7,323.1,790.9,470.4,406.0,343.6,524.3,451.0,375.0,330.4,282.6,508.5,430.7,278.0,414.0,640.3,608.5,650.8,475.1,101.1,458.4,508.3,742.5,399.3,437.0,260.4,636.3,429.2,559.9,421.0,460.8,665.7,394.6,477.8,321.3,550.2,504.0,431.1,644.1,584.5,625.4,817.1,711.8,210.0,647.3,325.4,775.7,511.0,444.2,388.9,0.0,348.3,757.8,652.5,143.6,713.4,434.4,218.6,451.6,301.0,672.2,645.1,827.2
YA,904.0,661.4,994.3,301.3,933.1,636.5,846.0,764.5,657.1,602.1,835.4,685.7,731.6,673.8,362.0,607.2,755.0,753.8,894.7,468.3,638.5,425.6,625.4,585.0,390.6,734.5,353.5,681.3,698.2,172.7,571.7,94.4,558.3,18.9,120.3,590.3,785.3,745.6,582.9,943.0,835.3,925.3,2800.2,782.3,326.5,906.6,563.0,550.8,695.2,541.7,99.0,965.1,578.8,440.9,431.1,975.0,434.2,568.3,1002.5,845.5,641.2,596.1,163.2,589.7,511.0,880.7,693.0,739.7,499.7,540.8,825.1,722.8,621.3,621.8,125.4,950.5,653.5,589.1,526.7,707.4,476.7,558.1,513.5,465.7,691.6,87.6,461.1,597.1,799.9,768.1,843.7,658.2,284.2,641.5,534.0,902.1,471.4,620.1,78.4,795.9,612.3,743.0,163.2,203.0,825.3,577.7,660.9,504.4,733.3,687.1,614.2,827.2,744.1,808.5,976.7,765.6,393.1,806.9,508.5,935.3,694.1,627.3,40.5,324.9,0.0,917.4,835.6,293.5,873.0,86.0,401.7,474.7,103.3,831.8,828.2,986.8
YE,102.5,524.9,477.1,708.3,131.6,553.1,186.8,720.5,538.6,858.7,718.1,946.6,846.0,556.9,618.6,739.6,527.6,636.5,244.9,609.4,866.8,661.6,739.8,699.4,647.2,848.9,610.1,564.0,377.1,1006.4,828.3,874.3,921.2,911.5,1050.9,658.9,356.6,701.6,628.9,141.5,84.9,275.5,2728.6,298.8,583.1,389.4,693.2,661.5,719.0,646.7,1029.6,447.9,544.7,697.5,748.5,457.8,690.8,663.4,485.3,801.5,547.2,627.3,746.6,632.0,565.5,261.5,574.5,622.4,688.5,876.1,707.8,604.3,567.3,622.8,905.3,433.3,910.1,563.3,597.6,663.4,890.7,566.0,770.1,722.3,383.7,1006.6,717.7,527.3,282.7,250.9,264.3,682.0,606.5,672.7,948.0,384.9,839.0,455.1,842.6,678.6,726.7,624.5,996.9,1036.7,308.1,710.1,616.9,636.8,505.9,710.9,608.3,254.9,626.8,271.3,459.5,395.1,649.7,157.1,765.1,418.1,782.6,623.2,971.1,704.0,930.5,0.0,950.0,640.6,355.8,1016.6,658.3,891.3,883.2,314.6,784.2,469.6
YF,962.2,579.8,1052.5,669.2,991.3,552.1,904.2,624.4,618.0,577.6,805.5,384.4,283.8,533.7,530.1,473.2,697.9,723.9,952.9,664.8,304.6,593.1,327.8,273.1,578.7,130.1,501.6,605.2,777.8,761.3,558.6,835.2,359.0,872.4,787.9,505.9,802.0,605.5,728.3,1001.2,893.5,983.5,2902.3,799.0,528.1,964.8,478.6,747.3,610.8,457.3,809.2,1023.3,426.8,629.0,450.3,1033.2,523.4,434.3,1060.7,705.4,556.8,511.7,707.5,449.6,707.5,883.0,653.9,709.8,415.3,538.5,795.2,683.7,536.9,481.7,866.2,1008.7,640.4,662.7,374.7,567.3,438.6,406.1,483.3,435.5,784.4,826.8,615.5,445.1,858.1,826.3,850.6,573.8,567.4,557.1,495.9,960.3,469.1,816.6,803.5,766.0,247.0,703.9,805.1,826.9,883.5,443.7,520.8,370.4,676.2,602.7,474.1,843.9,714.2,825.2,1034.9,953.7,462.8,865.1,696.6,993.5,890.6,542.9,871.6,664.9,891.4,975.6,0.0,601.5,931.2,822.8,569.8,511.3,844.1,890.0,688.1,1045.0
YH,678.1,412.0,768.4,67.6,707.2,387.1,620.1,515.1,407.7,352.7,609.5,582.8,482.2,424.4,112.6,357.8,505.6,527.9,668.8,218.9,503.0,176.2,376.0,335.6,141.2,485.1,104.1,495.0,448.8,404.3,322.3,265.9,466.3,303.1,442.5,340.9,535.9,496.2,333.5,717.1,609.4,699.4,2574.3,532.9,77.1,680.7,313.6,301.4,445.8,292.3,421.2,739.2,329.4,191.5,181.7,749.1,184.8,318.9,776.6,596.1,391.8,346.7,138.2,340.3,261.6,616.9,443.6,513.8,250.3,370.1,599.2,473.4,371.9,372.4,296.9,724.6,404.1,339.7,277.3,458.0,384.7,308.7,264.1,216.3,442.2,404.5,211.7,347.7,574.0,542.2,584.5,408.8,77.3,392.1,442.0,676.2,333.0,370.7,234.2,570.0,362.9,493.6,394.8,434.6,599.4,328.3,411.5,255.0,483.9,437.7,364.8,577.8,518.2,559.1,750.8,645.5,143.7,581.0,259.1,709.4,444.7,377.9,362.7,128.8,322.1,691.5,586.2,0.0,647.1,408.2,152.3,385.3,274.8,605.9,578.8,760.9
YK,326.9,597.6,157.3,676.6,356.0,625.8,268.9,688.8,611.3,827.0,686.4,914.9,814.3,525.2,586.9,707.9,600.3,604.8,313.4,577.7,835.1,629.9,708.1,667.7,615.5,817.2,578.4,532.3,449.8,974.7,796.6,842.6,889.5,879.8,1019.2,731.6,429.3,669.9,692.3,365.9,258.2,348.2,2696.9,371.5,551.4,40.8,693.3,660.2,791.7,672.0,997.9,128.1,513.0,665.8,665.0,138.0,659.1,631.7,165.5,769.8,619.9,700.0,714.9,600.3,620.4,334.2,647.2,590.7,630.0,844.4,676.1,677.0,640.0,591.1,873.6,112.3,878.4,636.0,565.9,631.7,859.0,534.3,738.4,690.6,456.4,974.9,686.0,499.3,73.6,186.2,337.0,754.7,574.8,745.4,916.3,65.1,807.3,527.8,806.8,648.7,695.0,633.1,965.2,1005.0,82.1,678.4,585.2,605.1,578.6,783.6,576.6,327.6,595.1,344.0,139.7,467.8,618.0,229.8,733.4,98.3,803.5,695.9,939.4,672.3,898.8,340.3,918.3,608.9,0.0,984.9,626.6,859.6,851.5,81.4,752.5,149.8
YM,980.1,737.5,1070.4,377.4,1009.2,712.6,922.1,818.4,733.2,493.8,911.5,599.6,671.5,727.7,438.1,661.1,831.1,829.9,970.8,544.4,552.4,501.7,679.3,638.9,466.7,697.6,429.6,757.4,774.3,185.5,474.8,170.5,472.2,95.0,34.2,666.4,861.4,799.5,659.0,1019.1,911.4,1001.4,2876.3,858.4,402.6,982.7,639.1,626.9,771.3,617.8,12.9,1041.2,632.7,517.0,507.2,1051.1,510.3,622.2,1078.6,899.4,717.3,672.2,239.3,643.6,587.1,956.8,769.1,815.8,575.8,454.7,901.2,798.9,697.4,675.7,201.5,1026.6,556.6,665.2,580.6,761.3,390.6,612.0,505.5,541.8,767.7,100.4,537.2,651.0,876.0,844.2,919.8,734.3,360.3,717.6,447.9,978.2,385.3,696.2,154.5,872.0,666.2,819.1,176.0,215.8,901.4,631.6,714.8,558.3,809.4,763.2,668.1,903.3,820.2,884.6,1052.8,841.7,469.2,883.0,584.6,1011.4,770.2,703.4,53.3,401.0,76.0,993.5,798.7,369.6,949.1,0.0,477.8,388.6,179.4,907.9,882.1,1062.9
YU,595.5,386.9,685.8,198.2,624.6,415.1,537.5,511.7,385.7,352.4,526.9,579.4,478.8,368.8,28.5,354.4,480.5,448.4,551.0,193.8,464.4,139.0,372.6,332.2,106.8,481.7,100.7,372.8,423.7,505.7,318.9,364.2,466.0,401.4,540.8,337.5,510.8,492.8,308.4,634.5,526.8,616.8,2491.7,507.8,57.1,562.9,313.3,241.1,442.4,288.9,519.5,656.6,353.5,154.0,143.1,666.5,214.8,315.5,694.0,592.7,409.2,343.3,236.5,336.9,236.5,591.8,418.5,431.2,250.0,366.7,481.4,448.3,368.5,369.0,395.2,640.8,400.7,314.6,273.9,454.6,384.4,305.3,260.7,216.0,417.1,502.8,177.3,300.9,491.4,459.6,559.4,370.2,96.4,353.5,438.6,593.6,329.6,345.6,293.2,452.2,359.5,468.5,457.9,536.0,516.8,324.9,408.1,251.6,458.8,434.3,326.2,552.7,400.4,534.0,668.2,620.4,140.3,498.4,221.6,626.8,419.6,374.5,461.0,193.9,420.4,608.9,582.8,130.5,529.3,506.5,0.0,385.0,373.1,523.3,575.4,678.3
ZA,857.5,442.1,947.8,460.2,886.6,414.4,799.5,505.3,480.3,180.7,698.3,302.8,374.7,414.6,321.1,348.0,560.2,616.7,842.3,455.8,255.6,384.1,366.2,325.8,369.7,400.8,292.6,485.2,685.7,298.9,161.7,475.4,175.4,448.8,325.5,368.2,664.3,486.4,570.4,896.5,788.8,872.9,2753.7,661.3,319.1,860.1,340.9,538.3,473.1,319.6,346.8,918.6,319.6,420.0,241.3,928.5,314.4,309.1,956.0,586.3,419.1,374.0,498.5,330.5,498.5,745.3,516.2,602.6,277.6,141.6,688.0,546.0,399.2,362.6,506.4,902.8,243.5,576.6,267.5,448.2,93.8,298.9,192.4,189.0,679.1,364.4,316.1,337.9,753.4,721.6,712.9,432.4,358.4,419.4,151.1,855.6,72.2,607.6,463.5,658.8,353.1,566.2,342.7,364.5,778.8,318.5,401.7,245.2,538.5,465.0,355.0,706.2,607.0,687.5,930.2,816.0,253.8,760.4,487.6,888.8,681.6,405.2,409.2,455.9,436.5,870.9,501.9,392.5,826.5,360.4,360.8,0.0,484.3,785.3,569.0,940.3
ZE,921.6,615.2,1011.9,255.1,950.7,590.3,863.6,718.3,610.9,555.9,853.0,734.4,685.4,627.6,315.8,561.0,708.8,771.4,912.3,422.1,706.2,379.4,579.2,538.8,344.4,688.3,307.3,698.2,652.0,206.6,525.5,9.2,607.0,105.4,244.8,544.1,739.1,699.4,536.7,960.6,852.9,942.9,2817.8,736.1,280.3,924.2,516.8,504.6,649.0,495.5,223.5,982.7,532.6,394.7,384.9,992.6,388.0,522.1,1020.1,799.3,595.0,549.9,117.0,543.5,464.8,820.1,646.8,757.3,453.5,573.3,842.7,676.6,575.1,575.6,22.0,968.1,607.3,542.9,480.5,661.2,525.4,511.9,467.3,419.5,645.4,206.8,414.9,550.9,817.5,785.7,787.7,612.0,238.0,595.3,582.7,919.7,536.2,573.9,32.2,813.5,566.1,696.8,197.1,236.9,842.9,531.5,614.7,458.2,687.1,640.9,568.0,781.0,761.7,762.3,994.3,783.2,346.9,824.5,462.3,952.9,647.9,581.1,165.0,278.7,124.4,935.0,789.4,247.3,890.6,210.5,355.5,523.4,0.0,849.4,782.0,1004.4
ZJ,285.7,556.4,182.7,635.4,314.8,584.6,227.7,647.6,570.1,785.8,645.2,873.7,773.1,484.0,545.7,666.7,559.1,563.6,276.4,536.5,793.9,588.7,666.9,626.5,574.3,776.0,537.2,491.1,408.6,933.5,755.4,801.4,848.3,838.6,978.0,690.4,388.1,628.7,651.1,324.7,217.0,307.0,2655.7,330.3,510.2,74.7,652.1,619.0,750.5,630.8,956.7,153.5,471.8,624.6,623.8,163.4,617.9,590.5,190.9,728.6,578.7,658.8,673.7,559.1,579.2,293.0,606.0,549.5,588.8,803.2,634.9,635.8,598.8,549.9,832.4,138.9,837.2,594.8,524.7,590.5,817.8,493.1,697.2,649.4,415.2,933.7,644.8,454.4,32.4,145.0,295.8,713.5,533.6,704.2,875.1,90.5,766.1,486.6,769.7,605.7,653.8,591.9,924.0,963.8,40.9,637.2,544.0,563.9,537.4,742.4,535.4,286.4,553.9,302.8,165.1,426.6,576.8,188.6,692.2,123.7,762.3,654.7,898.2,631.1,857.6,299.1,877.1,567.7,61.4,943.7,585.4,818.4,810.3,0.0,711.3,175.2
ZK,756.5,562.9,846.8,652.3,785.6,535.2,698.5,182.2,601.1,555.0,599.8,701.3,600.7,225.6,513.2,491.0,681.0,518.2,747.2,647.9,621.5,576.2,494.5,454.1,561.8,603.6,484.7,296.2,760.9,830.7,524.6,818.3,675.9,855.5,857.3,489.0,785.1,163.3,711.4,795.5,687.8,777.8,2696.6,782.1,511.2,759.1,461.7,730.4,593.9,440.4,878.6,817.6,375.8,612.1,433.4,827.5,506.5,279.2,855.0,194.2,539.9,494.8,690.6,247.8,690.6,763.8,596.5,504.1,398.4,572.4,589.5,666.8,520.0,238.6,849.3,803.0,606.4,645.8,375.8,196.8,587.0,355.1,466.4,418.6,767.5,896.2,598.6,394.1,652.4,620.6,766.6,556.9,550.5,540.2,644.3,754.6,535.3,799.7,786.6,560.3,481.4,546.5,874.5,896.3,677.8,461.5,177.4,344.8,659.3,585.8,224.1,757.2,508.5,808.3,829.2,936.8,445.9,659.4,679.7,787.8,873.7,526.0,915.1,648.0,874.5,769.9,704.7,584.6,725.5,892.2,552.9,587.6,827.2,684.3,0.0,839.3
ZN,442.2,712.9,73.2,791.9,471.3,741.1,384.2,804.1,726.6,942.3,801.7,1030.2,929.6,640.5,702.2,823.2,715.6,720.1,432.9,693.0,950.4,745.2,823.4,783.0,730.8,932.5,693.7,647.6,565.1,1090.0,911.9,957.9,1004.8,995.1,1134.5,846.9,544.6,785.2,807.6,481.2,373.5,463.5,2812.2,486.8,666.7,212.1,808.6,775.5,907.0,787.3,1113.2,66.9,628.3,781.1,780.3,53.9,774.4,747.0,15.7,885.1,735.2,815.3,830.2,715.6,735.7,449.5,762.5,706.0,745.3,959.7,791.4,792.3,755.3,706.4,988.9,59.7,993.7,751.3,681.2,747.0,974.3,649.6,853.7,805.9,571.7,1090.2,801.3,610.9,188.9,301.5,452.3,870.0,690.1,860.7,1031.6,94.7,922.6,643.1,926.2,762.2,810.3,748.4,1080.5,1120.3,197.4,793.7,700.5,720.4,693.9,898.9,691.9,442.9,710.4,459.3,97.3,583.1,733.3,345.1,848.7,74.9,918.8,811.2,1054.7,787.6,1014.1,455.6,1033.6,724.2,171.3,1100.2,741.9,974.9,966.8,196.7,867.8,0.0
