from_stop,AA,AC,AD,AE,AI,AM,AO,AP,AT,AY,BA,BB,BF,BM,BR,BY,CA,CB,CF,CK,CM,CN,CO,DI,DO,DP,DU,EA,EB,EG,EL,EM,EP,EV,EW,EX,FG,FH,FJ,FL,FN,FQ,FT,FV,FY,GE,GG,GJ,GO,GQ,GT,GW,GY,HC,HD,HH,HI,HK,HM,HQ,HV,HX,HY,IC,IG,IL,IO,IP,IS,JB,JC,JF,JG,JI,JM,JP,JR,JT,JV,JX,JY,KB,KD,KJ,KL,KM,KO,KP,KX,KZ,LF,LJ,LP,MB,MD,MN,MQ,NB,NP,NX,OD,OK,ON,OU,OW,OZ,PC,PD,PJ,PK,PN,PP,QC,QG,QL,QP,QS,QT,QU,QV,QX,QY,RA,RL,RP,SA,SC,SG,SK,SM,SO,SR,ST,SU,SY,TI,TU,TV,TW,UD,UE,UF,UH,UI,UJ,UN,UO,UQ,US,VI,VL,VP,VT,VU,VY,WA,WE,WH,WN,XD,XH,XS,YI,YO,YS,YV,YW,YY,YZ,ZD,ZE,ZK,ZN,ZS,ZU
PD,133.1,1364.4,118.4,275.2,967.4,1174.0,1282.4,1136.5,310.3,533.8,805.3,1098.2,468.7,716.0,1131.5,491.9,1217.3,1038.5,1263.6,383.3,1008.3,117.9,422.8,506.8,202.8,1259.0,1070.7,684.4,1165.5,440.0,1394.5,1297.2,615.1,189.8,1066.0,468.1,471.3,1492.5,1200.6,1353.3,306.2,847.7,368.6,491.0,583.6,200.2,343.1,384.2,1130.1,721.5,1226.9,580.3,757.7,1365.0,694.2,700.4,1330.1,1128.5,1273.2,403.6,486.5,1226.9,1024.2,784.7,1081.4,406.7,1021.8,693.8,509.5,704.0,349.6,1379.1,757.8,1074.3,709.6,1199.3,1388.9,1268.4,1066.1,307.2,1033.9,1080.2,778.8,1234.1,500.1,415.7,329.5,247.7,1537.6,227.7,317.0,348.8,713.5,150.5,1308.5,413.4,1547.4,244.2,1231.2,1063.0,1199.3,438.7,1152.5,1127.8,704.3,963.7,1370.7,0.0,1283.0,1033.9,197.8,1275.5,588.4,1409.2,1090.5,124.5,505.1,1364.3,1545.6,435.6,1092.8,774.2,1295.6,1057.9,674.1,341.1,268.5,1234.2,542.8,1331.6,424.3,1441.7,1272.4,364.2,1001.3,828.9,1192.4,904.4,1769.1,238.8,1407.4,251.8,425.2,416.0,1187.0,378.5,262.9,1023.6,283.6,957.8,1084.4,869.8,1492.0,600.4,1108.9,574.6,226.9,195.7,417.6,1304.5,366.4,1159.5,1304.2,794.6,803.1,968.9,189.1,1078.7,491.0,801.3,860.4,1253.2,1119.2,431.5,5.3
PJ,1231.1,133.8,1143.5,1278.4,496.6,519.7,716.1,388.8,1350.8,928.2,701.7,350.5,1326.0,810.9,477.2,1141.7,544.7,897.0,609.3,1297.9,866.8,1143.0,1299.0,1383.0,1206.0,692.7,599.9,1289.3,511.2,1316.2,163.9,219.6,1220.0,1164.2,411.7,1344.3,1162.3,254.6,546.3,280.7,1332.4,942.6,1348.0,851.9,1198.6,1203.4,1346.3,1115.5,475.8,785.1,572.6,1247.8,805.8,276.3,738.1,805.6,241.4,474.2,653.7,1126.0,818.5,624.7,882.7,723.7,610.6,1321.3,880.3,737.7,833.7,802.1,1009.9,148.5,884.3,398.1,753.5,545.0,198.4,262.6,407.7,994.4,439.9,609.4,637.3,350.3,1322.6,1241.0,1308.9,1250.9,299.7,1230.9,984.5,1328.2,792.9,1248.5,25.4,1152.5,309.5,1247.4,576.9,796.7,545.0,1193.8,789.5,731.9,748.2,458.0,179.4,1171.7,0.0,382.9,1275.0,269.7,1193.3,197.4,845.7,1127.7,837.0,291.7,307.7,1158.0,766.9,733.9,240.8,381.7,718.0,1320.5,1271.7,618.6,1419.0,198.5,1006.2,211.1,388.6,1343.6,859.8,923.8,699.8,832.6,2281.2,1242.0,352.6,1255.0,1234.1,1190.4,664.0,1337.6,1266.1,882.1,1286.8,487.0,775.3,728.3,254.1,1388.1,361.2,1179.5,1230.1,1198.9,1261.3,650.2,1325.5,914.7,62.4,889.5,661.6,827.4,1287.1,937.2,851.9,659.8,718.9,369.4,464.9,1307.7,1177.0
PK,1162.7,346.9,1183.9,1156.1,149.0,136.7,340.6,102.5,1146.0,723.4,392.0,64.2,1121.2,606.1,94.2,936.9,180.0,445.7,226.3,1093.1,553.6,1183.4,1094.2,1178.2,1230.5,317.2,163.8,1084.5,128.2,1111.4,330.4,263.2,1015.2,959.4,28.7,1139.5,957.5,386.7,163.3,319.3,1127.6,737.8,1143.2,647.1,993.8,1167.1,1215.4,910.7,92.8,475.4,189.6,1043.0,496.1,331.0,533.3,495.9,296.1,91.2,278.2,921.2,613.7,249.2,569.5,414.0,159.9,1116.5,567.1,532.9,628.9,492.4,805.1,328.5,546.4,40.3,548.7,162.0,354.1,234.4,49.9,789.6,82.1,132.4,324.1,200.1,1117.8,1036.2,1104.1,1258.8,431.8,1195.6,779.7,1123.4,483.2,1180.1,311.6,947.7,441.6,1212.1,193.9,421.2,162.0,989.0,414.0,356.4,543.4,75.0,367.4,1159.2,286.1,0.0,1070.2,241.5,988.5,353.1,470.2,1190.0,632.2,330.3,439.8,953.2,391.4,424.2,261.6,23.9,513.2,1115.7,1185.0,243.1,1214.2,484.7,801.4,303.4,238.4,1138.8,546.6,719.0,324.3,519.4,2567.4,1221.8,373.4,1208.6,1029.3,985.6,288.5,1132.8,1128.9,529.2,1212.0,158.6,399.8,415.1,386.2,1183.3,74.9,974.7,1139.5,1210.6,1056.5,267.2,1120.7,539.2,348.6,684.7,285.9,514.2,1218.7,503.0,647.1,304.1,405.7,219.2,81.9,1102.9,1164.5
PN,252.9,1262.4,274.1,430.9,865.4,1072.0,1180.4,1034.5,466.0,431.8,703.3,996.2,501.6,614.0,1029.5,389.9,1115.3,936.5,1161.6,473.5,906.3,273.6,474.6,558.6,358.5,1157.0,968.7,582.4,1063.5,491.8,1292.5,1195.2,513.1,87.8,964.0,519.9,369.3,1390.5,1098.6,1251.3,461.9,745.7,524.3,389.0,491.7,355.9,498.8,282.2,1028.1,619.5,1124.9,540.9,655.7,1263.0,592.2,598.4,1228.1,1026.5,1171.2,301.6,384.5,1124.9,922.2,682.7,979.4,496.9,919.8,591.8,407.5,602.0,247.6,1277.1,655.8,972.3,607.6,1097.3,1286.9,1166.4,964.1,205.2,931.9,978.2,676.8,1132.1,655.8,416.6,485.2,403.4,1435.6,383.4,215.0,504.5,611.5,270.3,1206.5,328.1,1445.4,399.9,1129.2,961.0,1097.3,369.4,1050.5,1025.8,602.3,861.7,1268.7,249.4,1181.0,931.9,0.0,1173.5,486.4,1307.2,988.5,280.2,403.1,1262.3,1443.6,333.6,990.8,672.2,1193.6,955.9,572.1,496.8,424.2,1132.2,594.6,1229.6,322.3,1339.7,1170.4,519.9,899.3,726.9,1090.4,802.4,1924.8,394.5,1305.4,407.5,409.7,366.0,1085.0,534.2,418.6,921.6,439.3,855.8,982.4,767.8,1390.0,681.2,1006.9,472.6,382.6,351.4,436.9,1202.5,522.1,1057.5,1202.2,692.6,701.1,866.9,308.9,976.7,389.0,699.3,758.4,1151.2,1017.2,483.3,254.7
PP,1399.4,143.2,1311.8,1359.2,352.1,365.0,525.3,234.1,1349.1,926.5,620.3,195.8,1324.3,809.2,322.5,1140.0,353.9,630.4,454.6,1296.2,781.9,1311.3,1297.3,1381.3,1374.3,501.9,373.9,1287.6,356.5,1314.5,178.1,104.7,1218.3,1162.5,257.0,1342.6,1160.6,145.1,391.6,99.0,1330.7,940.9,1346.3,850.2,1196.9,1371.7,1418.5,1113.8,321.1,703.7,417.9,1246.1,724.4,224.5,736.4,724.2,189.6,319.5,462.9,1124.3,816.8,433.9,797.8,642.3,363.0,1319.6,795.4,736.0,832.0,720.7,1008.2,124.8,774.7,243.4,751.8,390.3,150.4,71.8,253.0,992.7,285.2,335.5,552.4,195.6,1320.9,1239.3,1307.2,1419.2,190.2,1398.7,982.8,1326.5,711.5,1416.8,208.2,1150.8,200.0,1415.2,422.2,605.9,390.3,1192.1,604.1,541.1,746.5,303.3,163.7,1340.0,179.6,228.2,1273.3,0.0,1191.6,149.4,654.9,1294.7,835.3,88.7,198.2,1156.3,576.1,652.5,155.1,227.0,716.3,1318.8,1388.1,427.8,1417.3,212.5,1004.5,61.8,233.9,1341.9,774.9,922.1,509.0,747.7,2449.5,1410.3,266.9,1411.7,1232.4,1188.7,473.2,1341.6,1332.0,713.9,1415.1,361.7,584.5,643.4,144.6,1386.4,206.5,1177.8,1342.6,1367.2,1259.6,495.5,1323.8,723.9,242.1,887.8,514.2,742.5,1455.4,687.7,850.2,532.4,634.0,214.7,310.2,1306.0,1345.3
QC,609.4,1270.4,557.0,383.2,873.4,1080.0,1149.1,1042.5,373.1,401.8,657.0,1004.2,348.3,622.0,1037.5,101.4,1123.3,905.2,1169.6,320.2,914.3,557.5,321.3,240.4,457.6,1125.7,976.7,95.9,1071.5,338.5,1300.5,1203.2,43.3,406.1,972.0,279.1,122.0,1398.5,1106.6,1259.3,354.7,753.7,370.3,359.0,55.9,394.2,442.5,513.5,1036.1,573.2,1132.9,105.1,609.4,1271.0,600.2,552.1,1236.1,1034.5,1139.9,201.3,392.5,1093.6,930.2,636.4,987.4,343.6,927.8,599.8,377.5,555.7,478.9,1285.1,663.8,980.3,615.6,1105.3,1294.9,1174.4,972.1,436.5,939.9,986.2,684.8,1140.1,185.3,263.3,331.2,485.9,1443.6,422.7,446.3,350.5,565.2,626.8,1214.5,174.8,1453.4,439.2,1137.2,929.7,1105.3,216.1,1019.2,994.5,610.3,869.7,1276.7,605.9,1189.0,939.9,516.9,1181.5,0.0,1315.2,957.2,470.9,411.1,1270.3,1451.6,158.2,959.5,625.9,1201.6,963.9,580.1,342.8,412.1,1100.9,291.1,1237.6,542.8,1347.7,1178.4,365.9,907.3,734.9,1059.1,756.1,2167.8,448.9,1313.4,435.7,256.4,212.7,1053.7,359.9,356.0,890.3,439.1,863.8,951.1,775.8,1398.0,245.4,1014.9,36.8,366.6,437.7,283.6,1210.5,347.8,1026.2,1210.2,700.6,709.1,874.9,665.4,945.4,359.0,707.3,766.4,1159.2,1025.2,326.5,611.2
QG,1342.5,81.6,1254.9,1389.8,453.3,466.2,662.6,335.3,1433.9,1011.3,721.5,297.0,1409.1,894.0,423.7,1224.8,491.2,767.7,555.8,1381.0,883.1,1254.4,1382.1,1466.1,1317.4,639.2,468.1,1372.4,457.7,1399.3,98.5,90.0,1303.1,1247.3,358.2,1427.4,1245.4,186.0,492.8,151.1,1415.5,1025.7,1431.1,935.0,1281.7,1314.8,1457.7,1198.6,422.3,804.9,519.1,1330.9,825.6,266.7,821.2,825.4,231.8,420.7,600.2,1209.1,901.6,571.2,899.0,743.5,464.2,1404.4,896.6,820.8,916.8,821.9,1093.0,63.2,875.9,344.6,836.6,491.5,33.1,209.1,354.2,1077.5,386.4,436.7,653.6,296.8,1405.7,1324.1,1392.0,1362.3,231.1,1342.3,1067.6,1411.3,812.7,1359.9,167.4,1235.6,240.9,1358.8,523.4,743.2,491.5,1276.9,736.0,678.4,831.3,404.5,54.0,1283.1,150.4,329.4,1358.1,153.5,1276.4,0.0,792.2,1239.1,920.1,162.1,239.1,1241.1,713.4,753.7,197.3,328.2,801.1,1403.6,1383.1,565.1,1502.1,113.0,1089.3,81.5,335.1,1426.7,876.1,1006.9,646.3,848.9,2392.6,1353.4,309.1,1366.4,1317.2,1273.5,610.5,1420.7,1377.5,851.2,1398.2,462.9,721.8,744.6,185.5,1471.2,307.7,1262.6,1341.5,1310.3,1344.4,596.7,1408.6,861.2,190.4,972.6,615.4,843.7,1398.5,825.0,935.0,633.6,735.2,315.9,411.4,1390.8,1288.4
QL,1111.2,776.6,1132.4,1104.6,592.4,306.5,258.3,545.9,1094.5,723.2,343.1,507.6,1069.7,605.9,410.1,869.1,409.7,61.9,356.4,1041.6,244.7,1131.9,1042.7,1110.5,1179.0,234.9,607.2,1016.7,357.9,1059.9,760.1,692.9,947.4,907.9,414.5,1088.0,889.7,780.3,409.0,712.9,1076.1,737.6,1091.7,646.9,926.0,1115.6,1163.9,910.5,479.6,421.5,419.3,975.2,457.7,760.7,533.1,400.4,725.8,468.2,249.1,869.7,613.5,202.8,260.6,365.1,603.3,1065.0,258.2,532.7,628.7,404.0,804.9,758.2,497.5,483.7,548.5,419.9,783.8,556.6,493.3,789.4,525.5,575.8,323.6,643.5,1050.0,984.7,1052.6,1207.3,825.4,1144.1,779.5,1071.9,413.5,1128.6,741.3,896.2,835.2,1160.6,389.6,38.9,419.9,937.5,128.4,103.7,543.2,501.7,797.1,1107.7,715.8,443.3,1018.7,635.1,920.7,782.8,0.0,1138.5,632.0,723.9,833.4,901.7,68.7,375.3,691.3,467.3,513.0,1064.2,1133.5,210.1,1161.2,847.7,801.2,697.0,681.8,1087.3,237.7,718.8,168.3,187.3,2764.0,1170.3,803.1,1157.1,977.8,934.1,162.9,1081.3,1077.4,145.4,1160.5,602.0,60.3,327.6,779.8,1115.5,518.3,906.9,1088.0,1159.1,1005.0,397.3,1069.2,68.9,778.3,684.5,392.7,426.7,1167.2,119.2,646.9,398.8,235.0,662.6,361.3,1051.4,1113.0
QP,180.3,1318.2,84.8,150.8,1014.6,1221.2,1329.6,1183.7,185.9,581.0,852.5,1145.4,344.3,763.2,1178.7,371.5,1264.5,1085.7,1310.8,265.0,1055.5,85.3,298.4,382.4,78.4,1306.2,1124.9,564.0,1212.7,315.6,1348.3,1344.4,494.7,237.0,1113.2,343.7,350.9,1434.5,1247.8,1409.4,181.8,894.9,244.2,538.2,473.3,75.8,218.7,431.4,1177.3,768.7,1274.1,506.8,804.9,1412.2,741.4,747.6,1377.3,1175.7,1320.4,316.2,533.7,1274.1,1071.4,831.9,1128.6,282.3,1069.0,744.8,556.7,751.2,396.8,1332.9,805.0,1121.5,756.8,1246.5,1342.7,1315.6,1113.3,354.4,1081.1,1127.4,826.0,1281.3,426.6,291.3,205.1,123.3,1479.6,103.3,364.2,224.4,760.7,197.7,1355.7,289.0,1489.4,119.8,1278.4,1110.2,1246.5,314.3,1205.1,1175.0,751.5,1010.9,1324.5,120.9,1330.2,1081.1,245.0,1322.7,468.0,1363.0,1137.7,0.0,552.3,1399.1,1487.6,315.2,1140.0,821.4,1342.8,1105.1,721.3,216.7,144.1,1281.4,418.4,1285.4,471.5,1395.5,1319.6,239.8,1048.5,876.1,1239.6,951.6,1695.6,114.4,1454.6,127.4,300.8,291.6,1234.2,261.0,138.5,1070.8,159.2,1005.0,1131.6,917.0,1434.0,526.9,1156.1,454.2,102.5,71.3,293.2,1351.7,242.0,1206.7,1351.4,841.8,850.3,1016.1,236.3,1125.9,538.2,848.5,907.6,1300.4,1166.4,307.1,126.2
QS,580.6,889.4,601.8,574.0,492.4,699.0,807.4,661.5,563.9,141.3,338.6,623.2,539.1,241.0,656.5,354.8,742.3,563.5,788.6,511.0,533.3,601.3,512.1,596.1,648.4,784.0,595.7,502.4,690.5,529.3,919.5,822.2,433.1,377.3,591.0,557.4,375.4,1017.5,725.6,878.3,545.5,372.7,561.1,65.0,411.7,585.0,633.3,328.6,655.1,340.6,751.9,460.9,318.6,890.0,219.2,361.1,855.1,653.5,798.2,339.1,31.6,751.9,549.2,318.0,606.4,534.4,546.8,218.8,46.8,357.6,223.0,904.1,282.8,599.3,234.6,724.3,913.9,793.4,591.1,207.5,558.9,605.2,303.8,759.1,535.7,454.1,522.0,676.7,1062.6,613.5,197.6,541.3,348.4,598.0,833.5,365.6,1072.4,630.0,756.2,588.0,724.3,406.9,677.5,652.8,229.3,488.7,895.7,577.1,808.0,558.9,488.1,800.5,406.4,934.2,615.5,607.9,0.0,889.3,1070.6,371.1,617.8,307.5,820.6,582.9,199.1,533.6,602.9,759.2,632.1,856.6,219.3,966.7,797.4,556.7,526.3,353.9,717.4,499.1,2286.7,639.7,932.4,626.5,447.2,403.5,712.0,550.7,546.8,548.6,629.9,482.8,609.4,394.8,1017.0,601.2,633.9,392.6,557.4,628.5,474.4,829.5,538.6,684.5,829.2,319.6,328.1,493.9,636.6,603.7,65.0,326.3,385.4,778.2,644.2,520.8,582.4
QT,1386.2,165.2,1298.6,1441.4,434.3,447.2,607.5,316.3,1431.3,1008.7,702.5,278.0,1406.5,891.4,404.7,1222.2,436.1,712.6,536.8,1378.4,864.1,1298.1,1379.5,1463.5,1361.1,584.1,449.1,1369.8,438.7,1396.7,200.1,126.7,1300.5,1244.7,339.2,1424.8,1242.8,131.9,473.8,9.6,1412.9,1023.1,1428.5,932.4,1279.1,1358.5,1500.7,1196.0,403.3,785.9,500.1,1328.3,806.6,306.7,818.6,806.4,271.8,401.7,545.1,1206.5,899.0,516.1,880.0,724.5,445.2,1401.8,877.6,818.2,914.2,802.9,1090.4,146.8,856.9,325.6,834.0,472.5,172.4,154.0,335.2,1074.9,367.4,417.7,634.6,277.8,1403.1,1321.5,1389.4,1406.0,177.0,1386.0,1065.0,1408.7,793.7,1403.6,287.3,1233.0,186.8,1402.5,504.4,688.1,472.5,1274.3,680.9,623.3,828.7,385.5,185.7,1326.8,261.8,310.4,1355.5,82.1,1273.8,155.1,737.1,1282.8,917.5,0.0,185.0,1238.5,658.3,734.7,237.3,309.2,798.5,1401.0,1426.8,510.0,1499.5,199.3,1086.7,83.8,316.1,1424.1,857.1,1004.3,591.2,829.9,2436.3,1397.1,349.1,1410.1,1314.6,1270.9,555.4,1418.1,1414.2,796.1,1441.9,443.9,666.7,725.6,131.4,1468.6,288.7,1260.0,1385.2,1354.0,1341.8,577.7,1406.0,806.1,276.7,970.0,596.4,824.7,1442.2,769.9,932.4,614.6,716.2,296.9,392.4,1388.2,1332.1
QU,1464.1,292.0,1376.5,1540.3,533.2,546.1,706.4,415.2,1530.2,1107.6,801.4,376.9,1505.4,990.3,503.6,1321.1,535.0,811.5,635.7,1477.3,963.0,1376.0,1478.4,1562.4,1439.0,683.0,548.0,1468.7,537.6,1495.6,313.6,257.1,1399.4,1343.6,438.1,1523.7,1341.7,136.4,572.7,143.4,1511.8,1122.0,1527.4,1031.3,1378.0,1436.4,1579.3,1294.9,502.2,884.8,599.0,1427.2,905.5,405.6,917.5,905.3,370.7,500.6,644.0,1305.4,997.9,615.0,978.9,823.4,544.1,1500.7,976.5,917.1,1013.1,901.8,1189.3,277.2,955.8,424.5,932.9,571.4,248.2,252.9,434.1,1173.8,466.3,516.6,733.5,376.7,1502.0,1420.4,1488.3,1483.9,66.0,1463.9,1163.9,1507.6,892.6,1481.5,313.6,1331.9,1.7,1480.4,603.3,787.0,571.4,1373.2,779.8,722.2,927.6,484.4,269.1,1404.7,359.9,409.3,1454.4,181.0,1372.7,215.0,836.0,1360.7,1016.4,154.4,0.0,1337.4,757.2,833.6,336.2,408.1,897.4,1499.9,1504.7,608.9,1598.4,259.2,1185.6,226.5,415.0,1523.0,956.0,1103.2,690.1,928.8,2514.2,1475.0,448.0,1488.0,1413.5,1369.8,654.3,1517.0,1513.1,895.0,1519.8,542.8,765.6,824.5,135.9,1567.5,387.6,1358.9,1463.1,1431.9,1440.7,676.6,1504.9,905.0,336.6,1068.9,695.3,923.6,1520.1,868.8,1031.3,713.5,815.1,395.8,491.3,1487.1,1410.0
QV,451.1,1250.1,398.7,224.9,853.1,1059.7,1128.8,1022.2,214.8,381.5,636.7,983.9,190.0,601.7,1017.2,56.2,1103.0,884.9,1149.3,161.9,894.0,399.2,163.0,247.0,299.3,1105.4,956.4,248.7,1051.2,180.2,1280.2,1182.9,179.4,247.8,951.7,208.3,35.6,1378.2,1086.3,1239.0,196.4,733.4,212.0,338.7,158.0,235.9,284.2,355.2,1015.8,552.9,1112.6,207.2,589.1,1250.7,579.9,531.8,1215.8,1014.2,1119.6,43.0,372.2,1073.3,909.9,616.1,967.1,185.3,907.5,579.5,357.2,535.4,320.6,1264.8,643.5,960.0,595.3,1085.0,1274.6,1154.1,951.8,278.2,919.6,965.9,664.5,1119.8,287.4,105.0,172.9,327.6,1423.3,264.4,288.0,192.2,544.9,468.5,1194.2,16.5,1433.1,280.9,1116.9,909.4,1085.0,57.8,998.9,974.2,590.0,849.4,1256.4,447.6,1168.7,919.6,358.6,1161.2,152.7,1294.9,936.9,312.6,390.8,1250.0,1431.3,0.0,939.2,605.6,1181.3,943.6,559.8,184.5,253.8,1080.6,283.0,1217.3,395.3,1327.4,1158.1,207.6,887.0,714.6,1038.8,735.8,2009.5,290.6,1293.1,277.4,98.1,54.4,1033.4,201.6,197.7,870.0,280.8,843.5,930.8,755.5,1377.7,347.5,994.6,138.9,208.3,279.4,125.3,1190.2,189.5,1005.9,1189.9,680.3,688.8,854.6,507.1,925.1,338.7,687.0,746.1,1138.9,1004.9,171.7,452.9
QX,1103.5,707.8,1124.7,1096.9,523.6,237.7,189.5,477.1,1086.8,715.5,335.4,438.8,1062.0,598.2,341.3,861.4,340.9,54.2,287.6,1033.9,237.0,1124.2,1035.0,1102.8,1171.3,166.1,538.4,1009.0,289.1,1052.2,691.3,624.1,939.7,900.2,345.7,1080.3,882.0,711.5,340.2,644.1,1068.4,729.9,1084.0,639.2,918.3,1107.9,1156.2,902.8,410.8,413.8,350.5,967.5,450.0,691.9,525.4,392.7,657.0,399.4,180.3,862.0,605.8,134.0,252.9,357.4,534.5,1057.3,250.5,525.0,621.0,396.3,797.2,689.4,489.8,414.9,540.8,351.1,715.0,487.8,424.5,781.7,456.7,507.0,315.9,574.7,1042.3,977.0,1044.9,1199.6,756.6,1136.4,771.8,1064.2,405.8,1120.9,672.5,888.5,766.4,1152.9,320.8,29.7,351.1,929.8,59.6,34.9,535.5,432.9,728.3,1100.0,647.0,374.5,1011.0,566.3,913.0,714.0,78.7,1130.8,624.3,655.1,764.6,894.0,0.0,367.6,622.5,398.5,505.3,1056.5,1125.8,141.3,1153.5,778.9,793.5,628.2,613.0,1079.6,230.0,711.1,99.5,179.6,2756.3,1162.6,734.3,1149.4,970.1,926.4,94.1,1073.6,1069.7,137.7,1152.8,533.2,8.3,319.9,711.0,1107.8,449.5,899.2,1080.3,1151.4,997.3,328.5,1061.5,147.7,709.5,676.8,385.0,419.0,1159.5,111.5,639.2,391.1,227.3,593.8,292.5,1043.7,1105.3
QY,803.6,757.4,824.8,797.0,404.6,550.5,566.0,513.0,786.9,413.4,31.0,474.7,762.1,369.6,508.0,561.5,593.8,322.1,640.1,734.0,291.9,824.3,735.1,802.9,871.4,542.6,574.3,709.1,542.0,752.3,740.9,673.7,639.8,600.3,442.5,780.4,582.1,797.2,577.1,729.8,768.5,501.3,784.1,337.1,618.4,808.0,856.3,600.7,506.6,51.1,603.4,667.6,71.8,741.5,296.8,71.6,706.6,505.0,556.8,562.1,303.7,510.5,307.8,10.4,570.4,757.4,305.4,296.4,318.9,68.1,495.1,739.0,122.1,450.8,312.2,575.8,764.6,644.9,460.4,479.6,492.6,542.9,87.3,610.6,742.4,677.1,745.0,899.7,842.3,836.5,469.7,764.3,58.9,821.0,722.1,588.6,852.1,853.0,607.7,346.6,575.8,629.9,436.1,411.4,306.9,340.2,777.9,800.1,696.6,410.4,711.1,652.0,613.1,763.6,374.1,830.9,322.2,740.8,850.3,594.1,376.4,0.0,672.1,434.4,276.7,756.6,825.9,517.8,853.6,768.8,491.4,713.9,648.9,779.7,284.9,482.5,476.0,276.8,2527.7,862.7,783.9,849.5,670.2,626.5,470.6,773.7,769.8,307.2,852.9,395.0,368.0,153.4,796.7,807.9,485.4,599.3,780.4,851.5,697.4,681.0,761.6,443.1,759.1,448.2,138.4,252.5,859.6,362.3,337.1,159.8,144.0,629.7,495.7,743.8,805.4
RA,1351.6,191.2,1264.0,1432.0,381.9,394.8,591.2,263.9,1421.9,999.3,650.1,225.6,1397.1,882.0,352.3,1212.8,419.8,696.3,484.4,1369.0,811.7,1263.5,1370.1,1454.1,1326.5,567.8,396.7,1360.4,386.3,1387.3,164.7,107.5,1291.1,1235.3,286.8,1415.4,1233.4,290.0,421.4,222.6,1403.5,1013.7,1419.1,923.0,1269.7,1323.9,1491.3,1186.6,350.9,733.5,447.7,1318.9,754.2,165.3,809.2,754.0,130.4,349.3,528.8,1197.1,889.6,499.8,827.6,672.1,392.8,1392.4,825.2,808.8,904.8,750.5,1081.0,172.8,804.5,273.2,824.6,420.1,198.4,137.7,282.8,1065.5,315.0,365.3,582.2,225.4,1393.7,1312.1,1380.0,1371.4,335.1,1351.4,1055.6,1399.3,741.3,1369.0,145.9,1223.6,344.9,1367.9,452.0,671.8,420.1,1264.9,664.6,607.0,819.3,333.1,211.7,1292.2,120.4,258.0,1346.1,144.8,1264.4,197.4,720.8,1248.2,908.1,233.6,343.1,1229.1,642.0,682.3,0.0,256.8,789.1,1391.6,1392.2,493.7,1490.1,319.0,1077.3,164.2,263.7,1414.7,804.7,994.9,574.9,777.5,2401.7,1362.5,111.8,1375.5,1305.2,1261.5,539.1,1408.7,1404.8,779.8,1407.3,391.5,650.4,673.2,289.5,1459.2,236.3,1250.6,1350.6,1319.4,1332.4,525.3,1396.6,789.8,182.9,960.6,544.0,772.3,1407.6,753.6,923.0,562.2,663.8,244.5,340.0,1378.8,1297.5
RL,1137.7,325.6,1158.9,1131.1,124.0,160.6,364.5,81.2,1121.0,698.4,415.9,42.9,1096.2,581.1,118.1,911.9,203.9,469.6,250.2,1068.1,577.5,1158.4,1069.2,1153.2,1205.5,341.1,138.8,1059.5,152.1,1086.4,309.1,241.9,990.2,934.4,52.6,1114.5,932.5,365.4,187.2,298.0,1102.6,712.8,1118.2,622.1,968.8,1142.1,1190.4,885.7,116.7,499.3,213.5,1018.0,520.0,309.7,508.3,519.8,274.8,115.1,302.1,896.2,588.7,273.1,593.4,437.9,134.9,1091.5,591.0,507.9,603.9,516.3,780.1,307.2,570.3,15.3,523.7,185.9,332.8,213.1,24.9,764.6,57.1,107.4,348.0,178.8,1092.8,1011.2,1079.1,1233.8,410.5,1170.6,754.7,1098.4,507.1,1155.1,290.3,922.7,420.3,1187.1,217.8,445.1,185.9,964.0,437.9,380.3,518.4,98.9,346.1,1134.2,264.8,23.8,1045.2,220.2,963.5,331.8,494.1,1165.0,607.2,309.0,418.5,928.2,415.3,448.1,240.3,0.0,488.2,1090.7,1160.0,267.0,1189.2,463.4,776.4,282.1,217.1,1113.8,570.5,694.0,348.2,543.3,2546.1,1196.8,352.1,1183.6,1004.3,960.6,312.4,1107.8,1103.9,553.1,1187.0,133.6,423.7,439.0,364.9,1158.3,53.6,949.7,1114.5,1185.6,1031.5,291.1,1095.7,563.1,327.3,659.7,309.8,538.1,1193.7,526.9,622.1,328.0,429.6,197.9,105.8,1077.9,1139.5
