from_stop,AG,AH,AI,AL,AR,AT,AY,BA,BF,BH,BK,BO,BS,BX,BY,CG,CJ,CK,CM,CN,CQ,CU,CX,DH,EA,FU,FV,GD,GG,GK,GO,GP,GS,HE,HF,HI,HJ,HM,HS,HW,HZ,IM,IU,IV,IY,IZ,JA,JP,JR,JZ,KM,KN,KR,KY,LA,LD,LE,LR,LZ,MD,MF,MI,ML,MM,MN,MO,MR,MW,NC,NF,NI,NK,NL,NO,NP,NW,OF,OK,OS,OT,OU,OV,OY,PA,PC,PD,PG,PP,PQ,QC,QF,QI,QL,QR,QS,QX,RE,RO,RP,RS,RW,SH,SJ,TE,TF,TL,TM,TT,UI,UM,UU,UV,UW,VB,VC,VD,VE,VI,VN,WC,WD,WJ,WQ,XM,XR,XS,YF,YJ,YN,YR,YW,ZF,ZG,ZK,ZL,ZY
WC,379.6,798.5,107.3,431.6,934.4,431.5,1089.0,182.9,712.8,309.7,1101.8,372.9,430.2,335.4,473.6,431.3,137.1,391.9,101.0,524.3,561.7,874.1,184.8,214.9,696.1,487.0,615.1,80.4,533.7,834.6,463.4,556.3,552.5,854.6,600.7,811.0,221.9,413.2,284.5,195.0,543.8,694.2,171.0,617.9,375.9,2687.1,486.7,560.4,345.6,625.3,209.1,345.8,412.7,345.8,1047.4,52.7,37.7,95.9,560.5,89.3,248.1,115.2,173.2,415.7,378.6,171.0,1133.0,34.0,129.9,729.0,217.1,201.0,484.2,528.1,179.4,421.5,361.9,335.8,423.2,464.3,614.0,233.5,170.1,93.4,390.5,434.5,108.6,422.1,766.3,857.8,382.4,980.4,156.5,576.9,589.8,580.0,483.8,467.7,260.7,202.7,98.6,841.2,190.3,1092.7,827.1,374.2,629.5,772.8,585.5,471.4,530.6,1084.1,668.7,843.6,338.9,578.0,333.9,967.6,343.1,0.0,308.1,596.8,381.8,1161.4,472.1,220.9,888.6,1437.9,127.6,499.9,341.5,254.2,860.8,435.9,573.2,1089.7
WD,132.6,551.5,322.4,184.6,687.4,127.0,841.7,442.3,465.8,84.2,854.8,425.5,487.7,109.9,225.7,483.9,311.6,144.9,380.4,576.9,314.7,627.2,335.6,474.3,449.1,539.6,376.6,437.8,586.3,587.6,535.6,309.3,305.5,607.6,353.7,564.0,372.7,465.8,459.0,369.5,296.8,447.2,321.8,412.0,128.9,2440.1,239.7,313.4,41.1,419.4,359.9,49.6,165.7,41.3,800.4,378.9,363.9,422.1,354.6,346.8,424.2,329.5,432.6,168.7,480.0,313.6,886.0,360.2,304.4,482.0,391.6,397.5,179.7,281.1,353.9,174.5,481.0,31.3,118.7,217.3,408.1,408.0,320.9,352.8,503.9,187.5,378.6,117.6,519.3,610.8,77.9,733.4,331.0,371.0,383.9,374.1,536.4,520.3,411.8,353.5,358.0,594.2,449.7,845.7,580.1,493.3,423.6,525.8,379.6,224.4,583.2,837.1,421.7,596.6,113.4,372.1,60.9,720.6,117.6,326.1,0.0,349.8,77.3,914.4,544.3,480.3,641.6,1355.7,394.5,552.5,39.2,66.0,613.8,131.4,367.3,842.7
WJ,233.0,483.2,622.1,324.8,619.1,456.7,773.7,742.0,397.5,314.0,786.5,605.8,668.0,340.4,284.3,664.2,611.3,285.1,680.1,757.2,258.8,513.3,635.3,774.0,221.6,719.9,86.6,737.5,766.6,519.3,715.9,443.3,237.9,539.3,72.2,495.7,672.4,646.1,758.7,669.2,240.9,378.9,621.5,592.3,309.2,2371.8,373.7,257.5,346.9,599.7,659.6,335.9,346.0,371.0,732.1,678.6,663.6,721.8,534.9,646.5,723.9,629.2,732.3,308.9,660.3,613.3,817.7,659.9,604.1,301.7,691.3,697.2,509.4,225.2,653.6,354.8,661.3,415.9,448.4,161.4,588.4,694.3,620.6,652.5,684.2,367.8,678.3,447.3,426.7,542.5,407.6,665.1,630.7,551.3,564.2,554.4,716.7,700.6,711.5,653.2,657.7,525.9,749.4,777.4,511.8,673.6,603.9,298.3,559.9,404.7,763.5,768.8,353.4,528.3,360.5,552.4,324.0,652.3,348.1,625.8,375.3,0.0,407.0,846.1,724.6,780.0,573.3,1287.4,694.2,732.8,426.0,365.7,545.5,461.1,547.6,774.4
WQ,145.3,564.2,404.5,197.3,700.1,49.6,854.4,524.4,478.5,109.6,867.5,438.2,500.4,136.0,238.4,496.6,393.7,157.6,433.3,589.6,327.4,639.9,417.7,556.4,461.8,552.3,380.8,438.3,599.0,600.3,548.3,322.0,318.2,620.3,366.4,576.7,454.8,478.5,541.1,451.6,309.5,459.9,403.9,424.7,141.6,2452.8,252.4,326.1,53.8,432.1,442.0,60.3,178.4,30.6,813.1,461.0,446.0,504.2,367.3,428.9,506.3,411.6,514.7,181.4,492.7,395.7,898.7,442.3,386.5,494.7,473.7,479.6,102.3,293.8,436.0,187.2,493.7,69.0,41.3,230.0,420.8,490.1,403.0,434.9,516.6,200.2,460.7,40.2,532.0,623.5,51.3,746.1,413.1,383.7,396.6,386.8,549.1,533.0,493.9,435.6,440.1,606.9,531.8,858.4,592.8,506.0,436.3,538.5,392.3,237.1,595.9,849.8,434.4,609.3,156.1,384.8,73.6,733.3,143.7,408.2,82.0,362.5,0.0,927.1,557.3,562.4,654.3,1208.6,476.6,565.2,100.4,144.8,626.5,54.0,380.0,855.4
XM,856.6,401.2,1245.7,948.4,634.9,1117.6,334.6,1365.6,500.0,937.6,245.9,1195.0,1257.2,964.0,871.4,1253.4,1234.9,908.7,1366.1,1346.4,822.3,833.7,1258.9,1397.6,1012.8,1309.1,838.8,1371.1,1355.8,414.3,1305.1,934.3,879.5,346.9,852.3,544.7,1296.0,1235.3,1245.5,1292.8,804.4,518.6,1245.1,1215.9,932.8,2075.8,1099.1,821.0,970.5,1223.3,1283.2,959.5,969.6,994.6,293.0,1302.2,1287.2,1345.4,1158.5,1270.1,1310.0,1252.8,1355.9,932.5,1249.5,1236.9,378.6,1283.5,1227.7,928.3,1314.9,1369.4,1251.2,711.0,1277.2,978.4,1250.5,1039.5,1190.2,773.7,1212.0,1223.6,1244.2,1276.1,1273.4,991.4,1301.9,1127.0,813.2,558.3,1031.2,689.5,1254.3,1174.9,1187.8,1178.0,1305.9,1289.8,1297.6,1276.8,1281.3,420.9,1373.0,338.3,406.8,1262.8,1227.5,985.0,1183.5,1028.3,1352.7,329.7,589.2,544.1,984.1,1176.0,947.6,235.0,971.7,1249.4,998.9,928.6,1168.0,0.0,1313.8,1403.6,589.1,804.2,1317.8,1322.0,1049.6,989.3,547.6,1202.9,1171.2,335.3
XR,472.3,851.9,485.9,524.6,955.2,596.4,1142.1,426.9,765.9,453.7,1155.2,120.0,55.4,480.1,566.6,115.3,357.6,484.9,605.6,208.3,654.7,967.1,430.7,418.1,789.1,171.0,828.5,610.9,217.7,888.0,8.9,649.0,645.5,908.7,842.0,864.4,434.9,68.0,286.6,372.7,636.8,747.6,416.9,415.8,398.5,2654.0,579.7,654.1,487.3,422.5,446.6,475.6,361.8,511.4,1100.8,543.1,528.1,517.8,357.7,453.1,351.1,404.6,464.8,509.4,151.8,477.8,1186.4,523.7,365.2,822.0,364.5,410.5,649.1,621.8,386.9,403.8,139.5,555.6,588.1,557.3,411.2,264.4,416.0,470.6,99.5,340.3,437.2,587.0,859.3,878.9,547.3,1001.5,341.2,374.1,387.0,377.2,167.8,187.9,338.7,448.6,448.4,872.0,456.1,1145.8,880.5,158.9,426.7,865.5,382.7,439.4,214.6,1137.5,689.8,864.7,500.2,375.9,463.7,1021.0,487.8,489.6,518.4,689.8,546.4,1214.8,0.0,425.3,909.7,1569.6,436.9,208.5,565.7,505.4,913.9,600.5,370.1,1143.1
XS,528.3,906.1,165.8,580.3,1042.0,580.2,1196.6,75.8,820.4,458.4,1209.4,307.2,364.5,484.1,622.3,365.6,148.3,540.6,245.7,458.6,710.4,1022.8,250.4,47.5,844.8,421.3,763.8,401.6,468.0,942.2,397.7,705.0,701.2,962.2,749.4,918.6,235.3,347.5,196.6,162.7,692.5,801.8,207.6,552.2,535.6,2708.2,635.4,709.1,494.3,559.6,247.0,494.5,499.2,494.5,1155.0,262.2,247.2,230.5,494.8,147.8,46.8,195.3,86.3,564.4,312.9,267.8,1240.6,243.5,155.9,877.7,155.2,86.1,632.9,676.8,187.3,540.9,296.2,484.5,571.9,613.0,548.3,145.6,206.7,261.3,324.8,477.4,227.9,570.8,915.0,965.4,531.1,1088.0,131.9,511.2,524.1,514.3,418.1,402.0,59.4,254.2,133.8,948.8,124.0,1200.3,934.7,308.5,563.8,921.5,519.8,576.5,464.9,1191.7,776.3,951.2,487.6,512.3,482.6,1075.2,491.8,209.4,456.8,745.5,530.5,1269.0,406.4,0.0,996.2,1623.8,226.9,434.2,490.2,402.9,968.4,584.6,507.5,1197.3
YF,520.2,219.4,909.3,612.0,45.7,815.8,455.3,1029.2,205.2,601.2,468.1,828.3,890.5,627.6,535.0,886.7,898.5,572.3,1064.3,979.7,485.9,244.5,922.5,1034.9,540.9,942.4,502.4,1069.3,989.1,163.5,938.4,553.1,543.1,220.9,515.9,249.9,959.6,868.6,903.4,956.4,468.0,223.8,908.7,879.5,596.4,2056.7,717.9,484.6,634.1,886.9,946.8,623.1,633.2,658.2,413.7,965.8,950.8,1009.0,822.1,933.7,967.9,916.4,1019.5,596.1,882.8,900.5,499.3,947.1,891.3,456.4,978.5,1027.3,796.6,374.6,940.8,642.0,883.8,703.1,735.6,437.3,875.6,881.5,907.8,939.7,906.7,655.0,965.5,825.2,511.4,30.0,694.8,91.7,917.9,838.5,851.4,841.6,939.2,923.1,955.5,940.4,944.9,156.9,1036.6,459.0,169.8,896.1,891.1,513.1,847.1,691.9,986.0,450.4,222.5,44.2,647.7,839.6,611.2,333.9,635.3,913.0,662.5,592.2,694.2,527.7,947.1,1042.1,0.0,934.8,981.4,955.3,713.2,652.9,201.5,748.3,834.8,456.0
YJ,1137.9,860.8,1387.1,1222.8,921.2,1119.4,794.2,1507.0,959.6,1212.0,550.5,1503.8,1566.0,1238.4,1231.9,1562.2,1404.0,1183.1,1367.9,1655.2,1320.0,886.2,1428.0,1539.0,1014.6,1617.9,1191.9,1372.9,1664.6,873.9,1613.9,936.1,1347.2,806.5,1177.5,1004.3,1465.1,1544.1,1551.4,1461.9,1302.1,978.2,1414.2,1490.3,1207.2,2156.8,1100.9,1318.7,1223.7,1497.7,1452.3,1232.2,1244.0,1200.5,752.6,1475.2,1460.2,1518.4,1432.9,1411.5,1516.6,1451.3,1497.3,1206.9,1558.3,1409.9,838.2,1456.5,1396.8,930.1,1484.0,1525.1,1253.0,1125.5,1446.3,1252.8,1559.3,1238.9,1192.0,1222.6,1486.4,1500.4,1413.3,1417.5,1582.2,1265.8,1443.3,1128.8,815.0,960.8,1221.2,838.7,1423.4,1449.3,1462.2,1452.4,1614.7,1598.6,1504.2,1445.9,1422.7,880.5,1514.4,797.9,866.4,1571.6,1501.9,986.8,1457.9,1302.7,1661.5,789.3,1048.8,975.0,1258.5,1450.4,1243.5,694.6,1246.1,1422.4,1248.2,1355.1,1169.8,765.1,1622.6,1545.0,930.7,0.0,1459.2,1630.8,1270.3,1263.7,1007.2,1204.7,1445.6,794.9
YN,438.5,857.4,94.7,490.5,993.3,490.4,1147.6,118.8,771.7,368.6,1160.7,372.3,429.6,394.3,531.6,430.7,149.5,450.8,151.2,523.7,620.6,933.0,113.6,150.8,755.0,486.4,682.5,182.0,533.1,893.5,462.8,615.2,611.4,913.5,659.6,869.9,150.7,412.6,283.9,226.6,602.7,753.1,99.8,617.3,434.8,2746.0,545.6,619.3,404.5,624.7,137.9,404.7,471.6,404.7,1106.3,154.0,150.3,118.0,559.9,53.3,184.0,44.0,109.1,474.6,378.0,99.8,1191.9,146.6,157.1,787.9,216.5,136.9,543.1,587.0,160.8,480.4,361.3,394.7,482.1,523.2,613.4,232.9,98.9,52.8,389.9,542.5,19.4,481.0,825.2,916.7,441.3,1039.3,155.9,576.3,589.2,579.4,483.2,467.1,196.6,131.5,48.6,900.1,126.2,1151.6,886.0,373.6,628.9,831.7,584.9,530.3,530.0,1143.0,727.6,902.5,397.8,577.4,392.8,1026.5,402.0,114.9,363.3,655.7,440.7,1220.3,472.5,156.8,947.5,1488.1,0.0,499.3,400.4,313.1,919.7,494.8,572.6,1148.6
YR,486.2,865.5,513.4,538.2,969.1,610.0,1155.7,454.4,779.8,467.3,1168.8,133.6,166.6,493.7,579.3,89.5,385.1,498.5,633.4,26.8,668.3,980.8,458.2,445.6,802.7,57.3,842.1,638.4,74.6,901.6,214.5,662.9,659.1,921.6,855.6,878.0,462.4,144.7,314.1,399.5,650.4,761.2,444.4,428.7,412.1,2667.6,593.3,667.0,500.2,436.1,474.1,489.2,375.7,524.3,1114.4,569.9,554.9,545.3,371.3,480.6,378.6,432.1,492.6,522.3,165.4,504.6,1200.0,551.2,392.7,835.6,392.0,438.0,662.7,634.7,414.4,417.4,182.1,569.2,601.7,570.9,424.8,292.2,443.5,498.1,182.8,353.9,464.7,600.6,872.9,892.5,560.9,1015.1,368.7,387.7,400.6,390.8,54.1,29.2,366.2,476.1,475.9,885.6,482.9,1159.7,894.1,233.2,440.3,879.4,396.3,453.0,82.9,1151.1,703.4,878.3,513.8,388.8,477.3,1034.6,501.4,517.1,532.3,703.4,560.3,1228.4,224.2,452.8,923.3,1583.2,463.7,0.0,579.3,515.7,927.8,614.4,384.0,1156.7
YW,179.6,598.5,358.8,231.6,734.4,145.4,889.0,478.7,512.8,120.6,901.8,472.5,534.7,146.3,273.6,530.9,348.0,191.9,416.8,623.9,361.7,674.1,372.0,510.7,496.1,586.6,415.1,474.2,633.3,634.6,582.6,356.3,352.5,654.6,400.7,611.0,409.1,512.8,495.4,405.9,343.8,494.2,358.2,459.0,175.9,2487.1,286.7,360.4,88.1,466.4,396.3,96.6,212.7,86.2,847.4,415.3,400.3,458.5,401.6,383.2,460.6,365.9,469.0,215.7,527.0,350.0,933.0,396.6,340.8,529.0,428.0,433.9,198.1,328.1,390.3,221.5,528.0,21.3,137.1,264.3,455.1,444.4,357.3,389.2,550.9,234.5,415.0,136.0,566.3,657.8,106.9,780.4,367.4,418.0,430.9,421.1,583.4,567.3,448.2,389.9,394.4,641.2,486.1,892.7,627.1,540.3,470.6,572.8,426.6,271.4,630.2,884.1,468.7,643.6,149.8,419.1,107.9,767.6,154.0,362.5,50.6,396.8,95.7,961.4,591.3,516.7,688.6,1304.4,430.9,599.5,0.0,102.4,660.8,149.8,414.3,889.7
ZF,122.0,544.2,256.3,177.3,680.1,177.2,834.4,376.2,458.5,55.4,847.5,418.2,480.4,81.1,218.4,476.6,248.8,137.6,314.3,569.6,307.4,619.9,269.5,408.2,441.8,532.3,369.3,371.7,579.0,577.0,571.8,298.7,298.2,600.3,346.4,556.7,306.6,458.5,392.9,306.7,289.5,439.9,255.7,401.4,121.6,2432.8,232.4,306.1,88.0,412.1,293.8,94.1,155.1,88.2,793.1,312.8,297.8,356.0,347.3,280.7,358.1,328.8,369.8,161.4,487.0,250.8,875.4,294.1,238.3,474.7,325.5,331.4,229.9,273.8,287.8,167.2,470.3,81.5,168.9,210.0,400.8,345.2,254.8,290.0,498.9,180.2,312.5,167.8,512.0,603.5,128.1,726.1,264.9,363.7,376.6,366.8,529.1,513.0,345.7,287.4,291.9,586.9,386.9,835.1,572.8,482.6,416.3,515.2,372.3,217.1,575.9,829.8,414.4,589.3,84.6,361.5,79.6,713.3,88.8,260.0,50.1,342.5,124.2,907.1,581.5,414.2,634.3,1348.4,328.4,545.2,87.2,0.0,603.2,178.3,360.0,835.4
ZG,484.4,183.0,873.5,576.2,232.4,708.1,418.6,993.4,153.2,565.4,431.7,792.5,854.7,591.8,498.3,850.9,862.7,536.5,931.5,943.9,450.1,431.1,886.7,999.1,641.7,906.6,466.6,988.9,953.3,127.1,902.6,739.8,507.3,184.5,480.1,197.9,923.8,832.8,867.6,920.6,432.2,171.8,872.9,843.7,560.6,2214.8,625.1,448.8,598.3,851.1,911.0,587.3,597.4,622.4,377.3,930.0,915.0,973.2,786.3,897.9,932.1,880.6,983.7,560.3,847.0,864.7,462.9,911.3,855.5,721.8,942.7,991.5,760.8,338.8,905.0,606.2,848.0,667.3,699.8,401.5,839.8,845.7,872.0,903.9,870.9,619.2,929.7,698.7,698.1,155.8,659.0,278.4,882.1,802.7,815.6,805.8,903.4,887.3,919.7,904.6,909.1,120.5,1000.8,422.6,133.4,860.3,855.3,718.4,811.3,656.1,950.2,414.0,186.7,141.6,611.9,803.8,575.4,297.5,599.5,877.2,630.4,556.4,658.4,491.3,911.6,1006.3,186.6,990.0,945.6,919.5,677.4,617.1,0.0,712.5,799.0,419.6
ZK,190.1,609.0,449.3,242.1,744.9,95.2,899.5,569.2,523.3,154.4,912.3,483.0,545.2,180.8,283.2,541.4,438.5,202.4,478.9,634.4,372.2,684.7,462.5,601.2,506.6,597.1,425.6,483.9,643.8,645.1,593.1,366.8,363.0,665.1,411.2,621.5,499.6,523.3,585.9,496.4,354.3,504.7,448.7,469.5,186.4,2497.6,297.2,370.9,98.6,476.9,486.8,105.1,223.2,75.4,857.9,505.8,490.8,549.0,412.1,473.7,551.1,456.4,559.5,226.2,537.5,440.5,943.5,487.1,431.3,539.5,518.5,524.4,48.2,338.6,480.8,232.0,538.5,113.8,12.6,274.8,465.6,534.9,447.8,479.7,561.4,245.0,505.5,85.8,576.8,668.3,96.1,790.9,457.9,428.5,441.4,431.6,593.9,577.8,538.7,480.4,484.9,651.7,576.6,903.2,637.6,550.8,481.1,583.3,437.1,281.9,640.7,894.6,479.2,654.1,200.9,429.6,118.4,778.1,188.5,453.0,126.8,407.3,44.7,971.9,601.8,607.2,699.1,1254.2,521.4,610.0,145.2,192.9,671.3,0.0,424.8,900.2
ZL,322.0,740.9,611.2,374.0,876.8,445.8,1031.1,554.4,655.2,303.1,1044.2,303.7,365.9,329.5,416.0,362.1,485.1,334.3,669.2,455.1,504.1,816.5,624.4,545.6,638.5,417.8,557.5,726.6,464.5,777.0,413.8,498.7,494.9,797.0,543.1,753.4,562.4,344.0,414.1,499.5,486.2,636.6,610.6,76.3,247.9,2629.5,429.1,502.8,336.0,129.7,648.7,325.0,211.5,360.1,989.8,667.7,652.7,710.9,67.2,635.6,478.6,532.1,592.6,358.1,358.2,602.4,1075.4,649.0,492.7,671.4,492.0,538.0,498.5,470.5,514.4,253.2,359.2,405.0,437.5,406.7,171.5,392.2,609.7,641.6,382.1,189.7,564.7,436.4,708.7,800.2,396.7,922.8,468.7,144.4,48.2,151.4,414.6,398.5,466.2,642.3,575.9,783.6,582.9,1035.1,769.5,371.5,87.9,715.2,43.9,288.8,461.4,1026.5,611.1,786.0,349.6,135.5,313.1,910.0,337.2,614.9,368.1,539.2,396.1,1103.8,422.8,552.8,831.0,1545.1,563.7,430.7,415.1,354.8,803.2,450.2,0.0,1032.1
ZY,749.6,294.2,1138.7,841.4,527.9,973.3,100.6,1258.6,393.0,830.6,260.4,1088.0,1150.2,857.0,764.4,1146.4,1127.9,801.7,1196.7,1239.4,715.3,726.7,1151.9,1290.6,906.9,1202.1,731.8,1254.1,1248.8,307.3,1198.1,948.8,772.5,239.9,745.3,437.7,1189.0,1128.3,1138.5,1185.8,697.4,411.6,1138.1,1108.9,825.8,2090.3,890.3,714.0,863.5,1116.3,1176.2,852.5,862.6,887.6,59.0,1195.2,1180.2,1238.4,1051.5,1163.1,1203.0,1145.8,1248.9,825.5,1142.5,1129.9,87.5,1176.5,1120.7,942.8,1207.9,1262.4,1026.0,604.0,1170.2,871.4,1143.5,932.5,965.0,666.7,1105.0,1116.6,1137.2,1169.1,1166.4,884.4,1194.9,963.9,827.7,451.3,924.2,573.9,1147.3,1067.9,1080.8,1071.0,1198.9,1182.8,1190.6,1169.8,1174.3,313.9,1266.0,104.3,299.8,1155.8,1120.5,999.5,1076.5,921.3,1245.7,95.7,482.2,437.1,877.1,1069.0,840.6,128.0,864.7,1142.4,891.9,821.6,923.6,320.0,1206.8,1296.6,482.1,833.4,1210.8,1215.0,942.6,882.3,440.6,977.7,1064.2,0.0
