from_stop,AC,AH,AP,AS,AT,AW,BG,BN,BT,BU,BX,BZ,CO,CP,CQ,CS,CT,CV,DC,DG,DK,DO,DV,DZ,EE,EI,EO,EP,EQ,ER,ES,EW,EZ,FJ,FK,FM,FN,FQ,FZ,GE,GF,GI,GL,GO,GU,HA,HD,HE,HP,HW,IB,IO,JF,KG,KL,KM,KN,KS,LF,LH,LL,LM,LO,LU,LX,MA,MB,MD,MJ,NA,NF,NJ,NN,NT,NV,NW,OB,OC,OF,OG,OP,OR,OW,OZ,PB,PF,PH,PO,PU,PV,PX,QC,QL,QM,QR,RC,RD,RJ,RM,RO,RP,RT,SB,SD,SF,SG,SS,ST,SW,TB,TC,TF,TS,TU,UG,UH,UM,VB,VF,VH,VU,VW,WB,WK,WM,WO,WT,WU,WV,XA,XD,XE,XH,XI,XR,YA,YB,YJ,YK,YN,YV,YZ,ZA,ZD,ZG,ZM,ZP,ZU,ZV,ZY
TB,292.5,473.3,168.0,588.7,149.0,616.1,261.9,619.2,168.2,717.8,306.0,270.3,81.3,296.2,259.0,281.5,369.2,610.3,515.2,505.4,323.0,285.3,338.4,656.5,497.5,535.3,703.2,86.5,124.4,185.5,198.4,280.2,594.6,618.3,553.6,601.5,156.6,75.1,613.3,245.3,180.6,535.4,284.9,181.0,621.8,217.6,168.5,420.7,262.9,757.1,208.3,354.0,576.5,296.1,619.5,158.0,208.9,648.6,190.9,234.4,424.1,326.7,209.1,317.9,280.0,156.5,236.6,753.9,138.3,125.3,489.0,176.7,692.0,699.5,116.2,293.3,486.8,587.6,446.8,499.4,213.0,207.5,302.0,687.1,340.2,640.7,229.8,603.2,377.2,361.0,179.6,344.2,639.7,681.6,98.3,218.4,234.3,230.8,264.6,205.2,207.7,197.2,224.6,738.2,304.5,97.6,156.9,294.4,301.8,0.0,519.6,559.9,343.1,728.7,277.6,150.7,239.2,227.6,240.6,737.0,514.9,68.7,594.1,205.8,375.2,557.6,3000.3,189.0,446.4,352.3,179.1,308.2,136.4,284.4,307.0,556.0,155.3,586.5,564.1,253.6,103.8,275.9,329.4,571.4,314.4,348.8,350.0,628.4,48.0,578.3
TC,618.9,63.9,476.7,179.3,513.5,206.3,355.4,209.8,532.7,308.4,631.4,584.8,458.6,599.9,562.7,279.9,242.1,196.6,105.8,96.0,316.6,242.0,642.1,247.1,196.6,173.0,293.8,478.6,569.2,367.4,502.1,583.9,136.7,160.4,171.9,196.8,465.3,464.9,155.4,502.9,343.9,216.5,588.6,332.0,212.4,510.5,410.9,328.1,474.6,347.7,357.9,353.2,167.1,340.1,210.1,386.8,551.1,193.4,354.2,560.8,297.0,345.1,573.6,621.6,583.7,373.9,322.7,344.5,379.6,504.3,79.6,429.1,282.6,290.1,421.4,619.7,77.4,164.8,283.7,90.0,516.7,487.1,532.0,277.7,358.6,195.1,407.2,145.3,347.1,362.7,385.5,647.9,230.3,256.9,529.1,524.1,598.8,518.3,292.2,363.8,511.4,358.0,589.2,328.8,263.6,445.6,559.2,598.1,345.8,459.2,0.0,160.2,585.2,319.3,604.0,478.9,469.9,531.3,466.2,327.6,59.6,493.7,203.5,406.0,701.6,195.3,3036.4,492.7,216.0,259.7,526.6,267.9,428.1,542.2,300.6,98.1,418.4,128.6,106.2,557.3,395.5,539.0,321.2,209.1,281.7,594.4,351.7,170.5,496.8,168.9
TF,698.5,155.6,556.3,209.1,593.1,139.9,435.0,208.5,612.3,258.8,711.0,664.4,538.2,679.5,642.3,356.3,321.7,77.8,147.1,114.2,396.2,321.6,721.7,280.4,108.3,72.7,327.1,558.2,648.8,447.0,581.7,663.5,151.9,63.5,30.0,149.4,544.9,544.5,149.4,582.5,425.5,128.2,668.2,411.6,253.7,590.1,490.5,407.7,554.2,193.6,437.5,432.8,208.4,419.7,187.0,466.4,630.7,96.5,433.8,640.4,376.6,424.7,656.6,701.2,663.3,453.5,399.4,250.7,459.2,583.9,140.3,508.7,312.4,323.4,509.2,699.3,168.8,42.3,363.3,131.3,596.3,566.7,611.6,311.0,438.2,114.9,478.6,160.5,426.7,442.3,465.1,727.5,248.4,176.7,608.7,603.7,678.4,597.9,371.8,443.4,591.0,437.6,668.8,209.8,343.2,523.1,638.8,677.7,425.4,538.8,159.9,0.0,664.8,246.2,683.6,558.5,549.5,610.9,549.0,147.8,138.3,573.3,76.4,485.6,781.2,87.3,2899.4,572.3,127.7,339.3,606.2,347.5,507.7,621.8,380.2,93.3,498.0,143.8,121.4,636.9,475.1,618.6,400.8,72.9,361.3,674.0,431.3,73.6,576.4,177.3
TS,100.2,557.3,226.1,672.7,231.8,699.7,376.9,703.2,211.6,801.8,72.5,149.0,344.1,206.3,213.5,377.1,438.2,694.3,599.2,589.4,501.3,443.5,248.5,740.5,581.5,619.3,787.2,361.7,203.5,421.5,229.2,184.6,678.6,702.3,637.6,690.2,203.5,329.1,697.3,157.0,377.9,619.4,250.2,467.5,705.8,187.6,461.6,512.8,102.5,841.1,417.0,447.0,660.5,379.2,703.5,393.1,163.6,735.3,388.2,123.5,493.1,404.6,160.1,144.8,176.9,449.6,419.9,837.9,374.3,239.9,573.0,483.8,776.0,783.5,398.6,77.8,570.8,671.6,460.4,583.4,227.8,265.6,78.6,771.1,418.1,724.7,344.8,687.2,460.9,454.0,444.6,264.2,723.7,765.6,300.2,188.4,149.2,176.1,351.3,443.3,241.2,381.9,153.4,822.2,448.3,351.6,193.0,163.1,384.9,362.1,603.6,643.9,0.0,812.7,104.5,214.5,107.3,200.0,426.5,821.0,598.9,343.9,674.9,367.1,159.7,641.6,3217.3,255.3,530.4,444.4,192.5,321.8,389.1,236.3,485.3,640.0,449.8,670.5,648.1,208.6,424.0,400.5,343.0,655.4,341.2,41.1,443.0,712.4,338.1,662.3
TU,807.6,247.1,665.4,177.0,702.2,224.0,544.1,176.1,721.4,68.6,820.1,773.5,647.3,788.6,751.4,465.4,430.8,283.2,204.6,248.8,505.3,424.8,830.8,62.3,287.1,267.6,102.8,667.3,757.9,556.1,690.8,772.6,338.0,288.0,254.5,209.8,654.0,653.6,356.7,691.6,532.6,352.7,777.3,520.7,97.5,699.2,594.6,516.8,663.3,118.0,546.6,541.9,144.1,528.8,201.7,575.5,739.8,305.6,542.9,749.5,485.7,533.8,762.3,810.3,772.4,562.6,508.5,25.1,568.3,693.0,231.8,617.8,280.3,87.3,610.1,808.4,259.9,266.8,472.4,221.7,705.4,675.8,720.7,74.9,547.3,249.0,574.0,346.6,545.1,551.4,574.2,836.6,119.5,205.6,717.8,712.8,787.5,707.0,480.9,552.5,700.1,546.7,777.9,99.1,452.3,632.2,747.9,786.8,534.5,647.9,318.9,224.4,773.9,0.0,792.7,667.6,658.6,720.0,658.1,97.9,288.0,682.4,300.9,594.7,890.3,244.4,2761.3,681.4,343.3,448.4,715.3,456.6,616.8,730.9,489.3,299.4,607.1,329.9,307.5,746.0,584.2,727.7,509.9,230.0,470.4,783.1,540.4,298.1,685.5,186.6
UG,35.0,581.9,155.6,697.3,140.0,724.3,388.7,727.8,119.8,826.4,48.5,91.4,258.1,169.7,154.5,401.7,462.8,718.9,623.8,614.0,530.5,492.8,174.9,765.1,606.1,643.9,811.8,275.7,142.1,360.1,146.2,160.6,703.2,726.9,662.2,714.8,133.0,267.7,721.9,120.6,307.4,644.0,184.6,415.9,730.4,117.1,375.6,537.4,145.1,865.7,441.6,471.6,685.1,403.8,728.1,363.0,106.0,759.9,317.7,53.0,517.7,429.2,73.5,79.3,72.3,363.6,444.5,862.5,312.9,169.4,597.6,397.8,800.6,808.1,337.2,35.8,595.4,696.2,485.0,608.0,143.2,195.1,103.2,795.7,442.7,749.3,356.6,711.8,485.5,478.6,414.5,186.1,748.3,790.2,205.1,117.9,44.6,98.7,375.9,440.1,146.2,320.5,70.4,846.8,512.0,290.2,131.6,58.5,409.5,273.4,628.2,668.5,102.9,837.3,0.0,144.0,149.9,117.0,340.5,845.6,623.5,257.9,699.5,296.6,117.7,666.2,3133.1,170.7,555.0,469.0,91.5,346.4,303.1,140.2,514.5,664.6,402.2,695.1,672.7,104.0,362.6,315.9,367.6,680.0,365.8,71.6,467.6,737.0,234.0,686.9
UH,145.7,461.5,32.0,576.9,156.3,603.9,279.6,607.4,189.7,706.0,159.2,123.5,129.5,285.9,265.8,281.3,342.4,598.5,503.4,493.6,450.3,347.7,285.6,644.7,485.7,523.5,691.4,147.1,108.7,252.5,225.6,271.3,582.8,606.5,541.8,594.4,38.6,160.1,601.5,91.6,198.3,523.6,295.3,308.3,610.0,82.7,247.0,417.0,117.8,745.3,316.3,371.7,564.7,313.8,607.7,234.4,138.1,639.5,208.6,87.6,397.3,344.4,182.1,190.0,203.2,235.0,363.9,742.1,205.3,25.3,477.2,269.2,680.2,687.7,229.6,146.5,475.0,575.8,364.6,487.6,248.0,71.5,185.4,675.3,357.9,628.9,247.5,591.4,385.6,378.7,306.9,296.8,627.9,669.8,106.5,83.5,175.5,84.0,255.5,332.5,215.7,264.2,127.9,726.4,352.5,182.6,107.9,189.4,319.5,147.5,507.8,548.1,224.6,716.9,130.8,0.0,122.6,244.1,211.9,725.2,503.1,129.3,579.1,187.5,228.4,545.8,3106.4,224.0,434.6,348.6,92.3,226.0,174.5,271.1,434.3,544.2,294.6,574.7,552.3,234.9,209.8,323.1,247.2,559.6,245.4,200.3,367.7,616.6,144.4,566.5
UM,128.0,454.2,123.0,569.6,120.6,596.6,273.8,600.1,139.8,698.7,141.5,133.5,215.7,249.7,258.3,274.0,335.1,591.2,496.1,486.3,398.2,340.4,267.9,637.4,478.4,516.2,684.1,233.3,99.7,317.7,151.9,246.0,575.5,599.2,534.5,587.1,100.4,225.3,594.2,32.9,274.8,516.3,284.2,373.5,602.7,40.5,333.2,409.7,4.6,738.0,313.9,343.9,557.4,276.1,600.4,320.6,81.1,632.2,285.1,69.9,390.0,301.5,139.9,172.3,185.5,321.2,316.8,734.8,270.5,136.8,469.9,355.4,672.9,680.4,294.8,128.8,467.7,568.5,357.3,480.3,212.3,162.5,62.7,668.0,315.0,621.6,241.7,584.1,357.8,350.9,372.1,279.1,620.6,662.5,162.7,54.1,144.5,48.3,248.2,340.2,140.2,278.1,137.9,719.1,345.2,247.8,89.2,171.7,281.8,231.0,500.5,540.8,147.9,709.6,113.1,111.4,0.0,181.1,298.1,717.9,495.8,215.5,571.8,264.0,210.7,538.5,3070.7,188.3,427.3,341.3,56.6,218.7,260.7,238.2,382.2,536.9,359.8,567.4,545.0,186.1,320.2,287.4,239.9,552.3,238.1,143.5,339.9,609.3,191.6,559.2
VB,141.3,630.1,231.9,745.5,85.6,772.5,402.7,776.0,70.2,874.6,137.4,145.8,222.1,68.5,53.3,407.0,511.0,767.1,672.0,662.2,393.1,355.4,110.7,813.3,654.3,692.1,860.0,227.3,117.1,282.6,29.1,64.8,751.4,775.1,710.4,763.0,209.3,194.0,770.1,144.8,321.4,692.2,116.2,309.7,778.6,179.6,339.6,490.8,171.0,913.9,337.0,494.8,733.3,436.9,776.3,343.1,145.5,808.1,331.7,158.8,565.9,467.5,102.4,90.2,52.3,327.6,365.3,910.7,239.2,193.2,645.8,355.6,848.8,856.3,239.7,153.8,643.6,744.4,533.2,656.2,60.0,271.4,214.9,843.9,481.0,797.5,370.6,760.0,508.7,501.8,308.3,132.4,796.5,838.4,131.4,194.2,126.8,122.9,407.6,333.9,69.0,220.4,105.3,895.0,374.6,216.5,127.2,66.7,442.6,199.7,676.4,716.7,213.9,885.5,126.5,218.6,175.8,0.0,304.5,893.8,671.7,209.5,747.7,310.6,226.9,714.4,3017.2,87.5,603.2,422.4,115.7,394.6,267.1,57.0,377.1,712.8,296.0,743.3,720.9,72.2,288.9,232.7,415.8,728.2,414.0,198.2,490.8,785.2,160.3,735.1
VF,340.4,452.0,223.7,567.4,229.9,594.8,257.9,602.1,249.1,696.5,353.9,318.2,82.8,381.3,344.1,265.8,329.7,589.0,495.1,484.1,387.9,344.3,423.5,632.0,473.0,514.0,681.9,120.4,172.3,160.7,283.5,362.1,573.3,597.0,532.3,580.2,212.3,160.2,592.0,293.2,214.2,514.1,370.0,241.1,600.5,265.5,121.8,485.6,313.7,732.6,187.8,346.8,555.2,289.3,600.6,103.9,257.4,627.3,222.5,282.3,387.8,322.7,261.0,317.4,303.9,104.5,261.4,732.6,223.4,173.2,467.7,151.4,667.5,678.2,201.3,341.2,465.5,562.6,355.1,478.1,298.1,263.2,371.1,665.8,336.2,619.4,225.8,578.7,373.2,357.0,213.4,429.3,618.4,660.3,170.1,266.3,282.8,275.5,212.6,216.9,292.8,177.0,273.1,716.9,369.4,185.1,204.8,304.7,295.0,120.8,498.3,538.6,424.3,704.2,325.5,198.6,309.0,312.7,0.0,715.7,496.0,105.8,569.6,105.1,423.1,533.1,3085.4,274.1,425.1,417.2,227.6,216.5,44.0,369.5,371.9,534.7,183.4,565.2,542.8,338.7,92.3,357.8,237.7,550.1,262.4,433.5,346.0,603.9,129.9,557.0
VH,816.1,282.1,673.9,205.7,710.7,232.4,529.8,209.0,729.9,110.9,828.6,782.0,655.8,797.1,759.9,477.1,439.3,185.2,273.6,240.7,513.8,433.3,839.3,91.0,189.1,169.6,131.5,675.8,766.4,564.6,699.3,781.1,278.4,190.0,156.5,241.9,662.5,662.1,275.9,700.1,541.1,254.7,785.8,529.2,126.2,707.7,608.1,525.3,671.8,45.7,555.1,582.3,172.8,534.9,279.5,584.0,748.3,205.5,551.4,758.0,494.2,536.0,770.8,818.8,780.9,571.1,519.9,102.8,576.8,701.5,266.8,626.3,309.0,116.0,618.6,816.9,295.3,172.5,480.9,257.8,713.9,684.3,729.2,103.6,562.0,207.4,476.0,287.0,544.3,559.9,582.7,845.1,148.2,269.2,726.3,721.3,796.0,715.5,489.4,561.0,708.6,555.2,786.4,61.9,460.8,642.8,756.4,795.3,528.4,656.4,286.4,126.4,782.4,98.3,801.2,676.1,667.1,728.5,663.4,0.0,267.2,690.9,202.9,603.2,898.8,146.4,2751.5,689.9,245.3,456.9,723.8,465.1,625.3,739.4,497.8,219.8,615.6,270.3,247.9,754.5,592.7,736.2,518.4,132.0,478.9,791.6,548.9,200.1,694.0,269.8
VU,612.0,51.5,469.8,146.2,506.6,173.6,348.5,180.9,525.8,275.3,624.5,577.9,451.7,593.0,555.8,269.8,235.2,179.2,73.9,62.9,309.7,237.5,635.2,216.4,176.8,155.6,260.7,474.1,562.3,360.5,495.2,577.0,119.3,143.0,154.5,159.0,458.4,458.0,138.0,496.0,339.0,196.7,581.7,325.1,179.3,503.6,399.0,321.2,467.7,314.6,353.0,346.3,134.0,333.2,179.4,379.9,544.2,173.3,347.3,553.9,290.1,338.2,570.1,614.7,576.8,367.0,312.9,311.4,372.7,497.4,46.5,422.2,249.5,257.0,422.7,612.8,28.0,143.7,276.8,56.9,509.8,480.2,525.1,244.6,351.7,177.7,400.3,125.5,349.5,355.8,378.6,641.0,197.2,239.1,522.2,517.2,591.9,513.8,285.3,356.9,504.5,351.1,582.3,295.7,256.7,436.6,552.3,593.6,338.9,452.3,41.4,140.4,578.3,288.6,597.1,472.0,463.0,524.4,462.5,294.5,0.0,486.8,153.9,401.5,694.7,175.5,3003.3,485.8,198.6,252.8,519.7,261.0,421.2,535.3,293.7,80.7,411.5,111.2,88.8,550.4,388.6,532.1,314.3,191.7,274.8,587.5,344.8,153.1,489.9,135.8
VW,280.2,528.2,164.7,643.6,161.5,670.6,246.4,674.1,180.7,772.7,293.7,258.0,65.8,308.7,271.5,289.1,409.1,665.2,570.1,560.3,333.8,296.1,350.9,711.4,552.4,590.2,758.1,17.8,112.1,198.0,210.9,292.7,649.5,673.2,608.5,661.1,153.3,87.6,668.2,233.0,165.1,590.3,297.4,191.8,676.7,205.3,160.0,431.5,250.6,812.0,219.1,338.5,631.4,280.6,674.4,149.5,197.2,706.2,175.4,222.1,464.0,311.2,197.4,257.2,292.5,148.0,247.4,808.8,150.8,113.0,543.9,172.7,746.9,754.4,138.3,281.0,541.7,642.5,431.3,554.3,225.5,204.2,290.3,742.0,324.7,695.6,214.3,658.1,352.4,345.5,190.4,356.7,694.6,736.5,109.9,206.1,222.6,218.5,256.1,216.0,220.2,209.7,212.9,793.1,315.3,110.1,144.6,244.5,286.3,51.4,574.5,614.8,331.4,783.6,265.3,138.4,227.5,240.1,228.9,716.4,569.8,0.0,645.8,197.3,362.9,612.5,3012.8,201.5,501.3,363.1,167.4,292.7,127.9,296.9,317.8,610.9,166.1,641.4,619.0,266.1,95.3,288.4,313.9,626.3,305.9,330.7,334.5,683.3,60.5,633.2
WB,710.5,167.4,568.3,157.4,605.1,87.8,447.0,161.0,624.3,312.5,723.0,676.4,550.2,691.5,659.1,368.3,338.5,38.4,160.1,126.0,408.2,338.4,738.5,251.2,120.3,84.7,275.4,570.2,660.8,459.0,593.7,680.3,163.7,47.3,28.6,102.4,556.9,556.5,161.2,594.5,437.5,140.2,680.2,428.4,208.5,602.1,497.5,419.7,566.2,267.6,451.5,449.6,163.2,431.7,137.7,478.4,642.7,28.8,445.8,652.4,388.6,436.7,668.6,713.2,675.3,465.5,411.4,326.1,471.2,595.9,152.1,520.7,283.2,271.7,521.2,711.3,180.6,22.4,375.3,143.1,608.3,578.7,623.6,259.3,450.2,63.2,490.6,172.3,448.0,454.3,477.1,739.5,196.7,125.0,620.7,615.7,690.4,609.9,383.8,460.2,603.0,449.6,680.8,310.4,360.0,535.1,650.8,689.7,437.4,555.6,171.7,59.9,676.8,323.4,695.6,570.5,561.5,622.9,561.0,216.2,150.1,585.3,0.0,497.6,793.2,107.0,2967.8,584.3,139.7,356.1,618.2,359.5,519.7,633.8,392.2,105.1,510.0,155.6,133.2,648.9,487.1,630.6,412.8,120.8,373.3,690.8,443.3,61.8,593.2,125.6
WK,350.9,432.6,208.7,548.0,295.1,575.4,150.8,578.5,314.3,677.1,363.4,316.8,76.6,446.5,409.3,283.6,313.5,569.6,474.5,464.7,405.7,368.0,488.7,615.8,456.8,494.6,662.5,188.8,237.5,178.5,348.7,430.5,553.9,577.6,512.9,560.8,197.3,225.4,572.6,234.9,69.5,494.7,435.2,258.9,581.1,242.5,139.6,388.1,206.6,716.4,203.6,242.9,535.8,185.0,578.8,25.9,283.1,610.6,79.8,292.8,368.4,215.6,322.8,395.2,408.4,122.3,282.1,713.2,172.3,236.3,448.3,169.2,651.3,658.8,266.5,351.7,446.1,546.9,335.7,458.7,363.3,219.1,264.0,646.4,229.1,600.0,118.7,562.5,256.8,249.9,231.2,494.5,599.0,640.9,235.3,256.1,377.0,250.3,230.4,234.7,358.0,194.8,321.2,697.5,387.2,250.3,270.0,394.6,190.7,189.2,478.9,519.2,317.2,688.0,336.0,210.9,201.9,377.9,105.3,620.8,474.2,171.0,553.4,0.0,433.6,516.9,3150.6,339.3,405.7,319.7,258.6,197.1,57.8,434.7,389.7,515.3,201.2,545.8,523.4,403.9,110.1,426.2,218.3,530.7,216.5,326.4,238.9,587.7,198.3,537.6
WM,134.2,676.3,260.1,791.7,279.5,818.7,493.2,822.2,259.3,920.8,124.5,186.0,378.1,173.5,212.4,496.1,557.2,813.3,718.2,708.4,600.0,562.3,129.8,859.5,700.5,738.3,906.2,395.7,254.8,489.6,236.2,216.4,797.6,821.3,756.6,809.2,237.5,401.1,816.3,191.0,411.9,738.4,139.5,544.9,824.8,221.6,495.6,697.7,217.2,960.1,544.0,585.3,779.5,527.4,822.5,427.1,200.6,854.3,422.2,157.5,612.1,558.0,291.5,236.2,251.0,483.6,593.9,956.9,446.3,273.9,692.0,517.8,895.0,902.5,446.7,97.9,689.8,790.6,579.4,702.4,185.2,299.6,225.7,890.1,571.5,843.7,461.1,806.2,599.2,592.3,515.3,141.0,842.7,884.6,334.2,222.4,189.3,203.4,470.3,569.1,258.1,427.4,190.4,941.2,581.5,470.9,244.3,247.3,533.1,396.1,722.6,762.9,169.9,931.7,144.6,248.5,222.0,234.7,460.5,940.0,717.9,377.9,793.9,401.1,0.0,760.6,3160.7,240.2,649.4,629.3,211.7,440.8,423.1,196.9,584.0,759.0,503.0,789.5,767.1,261.3,507.5,385.4,462.0,774.4,460.2,166.3,581.3,831.4,372.1,781.3
WO,697.2,198.5,555.0,248.7,591.8,179.5,433.7,248.1,611.0,264.4,709.7,663.1,536.9,678.2,641.0,355.0,320.4,126.4,190.0,157.1,394.9,320.3,720.4,244.5,107.0,23.2,285.0,556.9,647.5,445.7,580.4,662.2,194.8,121.2,69.7,193.7,543.6,543.2,192.3,581.2,422.2,126.9,666.9,410.3,296.6,588.8,484.2,406.4,552.9,199.2,436.2,431.5,251.3,418.4,226.6,465.1,629.4,135.9,432.5,639.1,375.3,423.4,651.9,699.9,662.0,452.2,398.1,256.3,457.9,582.6,183.2,507.4,352.0,269.5,499.7,698.0,211.7,100.0,362.0,174.2,595.0,565.4,610.3,257.1,436.9,154.5,462.2,203.4,425.4,441.0,463.8,726.2,288.0,216.3,607.4,602.4,677.1,596.6,370.5,442.1,589.7,436.3,667.5,215.4,341.9,521.8,637.5,676.4,424.1,537.5,202.8,76.0,663.5,251.8,682.3,557.2,548.2,609.6,544.5,153.4,181.2,572.0,107.0,484.3,779.9,0.0,2905.0,571.0,126.4,338.0,604.9,346.2,506.4,620.5,378.9,136.2,496.7,186.7,164.3,635.6,473.8,617.3,399.5,13.7,360.0,672.7,430.0,131.3,575.1,216.9
WT,2953.2,2970.6,2954.4,2900.5,2821.9,2947.5,3049.4,2903.8,2841.1,2794.3,3007.9,2902.5,2868.8,2950.1,2889.0,3123.0,3184.1,2872.8,2929.2,2928.3,3099.7,3056.1,2907.9,2785.8,2876.7,2857.2,2826.3,2874.0,2875.0,2989.2,2810.5,2864.9,2966.0,2877.6,2844.1,2938.0,2944.1,2892.7,2963.5,2881.1,2968.1,2942.3,2914.9,3016.3,2821.0,2965.5,2986.3,3240.3,2929.6,2734.6,3055.6,3141.5,2867.6,3083.6,2925.2,2973.7,2881.8,2893.1,2978.4,2895.1,3239.0,3114.2,2882.0,2964.1,2923.1,2974.3,3071.9,2737.9,2903.9,2896.9,2955.3,3008.5,3003.8,2810.8,2946.3,2954.0,2983.4,2860.1,3206.3,2945.2,2843.0,2993.9,2974.9,2798.4,3127.7,2895.0,3017.3,2974.6,3155.4,3148.5,3014.9,2901.3,2843.0,2929.1,2812.1,2969.0,2907.2,2859.2,3082.4,3040.5,2819.8,2927.0,2897.5,2753.5,3081.2,2970.5,2907.5,2937.5,3089.3,2846.4,2974.0,2814.0,3016.0,2773.1,2938.3,2922.3,2924.9,2839.7,2951.2,2745.7,2954.8,2856.2,2890.5,2957.3,2989.4,2834.0,0.0,2819.0,2932.9,3171.9,2852.0,3067.7,2913.8,2813.2,3083.7,2907.4,3002.6,2957.9,2935.5,2865.7,2949.1,2924.7,3088.9,2819.6,3087.1,3015.3,3137.5,2887.7,2790.3,2910.1
WU,196.1,510.0,244.4,625.4,98.1,652.4,415.2,655.9,117.3,754.5,188.8,178.7,234.6,131.0,69.9,395.3,405.9,647.0,551.9,542.1,359.7,322.0,173.2,693.2,534.2,572.0,739.9,239.8,129.6,249.3,86.7,91.1,631.3,655.0,590.3,642.9,221.8,249.9,650.0,157.3,333.9,572.1,95.8,304.6,658.5,192.1,331.9,457.4,183.5,793.8,303.7,507.3,613.2,449.4,656.2,321.4,158.0,688.0,344.2,171.3,460.8,480.0,158.2,145.0,104.0,319.9,353.6,790.6,260.5,205.7,525.7,324.3,728.7,736.2,206.4,205.2,523.5,624.3,447.5,536.1,23.9,283.9,251.1,723.8,493.5,677.4,383.1,639.9,521.2,514.3,275.0,155.1,676.4,718.3,143.9,206.7,178.5,135.4,374.3,328.8,96.0,187.1,173.7,774.9,341.2,230.6,139.7,118.4,455.1,212.2,556.3,596.6,265.3,765.4,178.2,231.1,188.3,105.5,317.0,773.7,551.6,222.0,627.6,369.2,210.1,594.3,3029.7,0.0,483.1,389.0,128.2,407.1,299.8,95.3,343.7,592.7,262.7,623.2,600.8,123.9,267.2,145.1,428.3,608.1,426.5,249.9,503.3,665.1,172.8,615.0
WV,570.7,108.0,428.5,223.4,465.3,250.4,307.2,253.9,484.5,352.5,583.2,536.6,410.4,551.7,514.5,231.7,193.9,163.8,149.9,140.1,268.4,193.8,593.9,291.2,51.0,88.8,337.9,430.4,521.0,319.2,453.9,535.7,229.3,158.6,107.1,240.9,417.1,416.7,248.0,454.7,295.7,88.9,540.4,283.8,256.5,462.3,362.7,279.9,426.4,313.0,309.7,305.0,211.2,291.9,254.2,338.6,502.9,176.0,306.0,512.6,248.8,296.9,525.4,573.4,535.5,325.7,274.5,388.6,331.4,456.1,123.7,380.9,326.7,334.2,373.2,571.5,121.5,141.1,235.5,134.1,468.5,438.9,483.8,321.8,310.4,179.9,340.7,237.9,298.9,314.5,337.3,599.7,274.4,241.7,480.9,475.9,550.6,470.1,244.0,315.6,463.2,309.8,541.0,372.9,215.4,397.4,511.0,549.9,297.6,411.0,154.3,113.4,537.0,363.4,555.8,430.7,421.7,483.1,418.0,267.2,149.6,445.5,144.4,357.8,653.4,111.1,3018.8,444.5,0.0,211.5,478.4,219.7,379.9,494.0,252.4,190.7,370.2,221.2,198.8,509.1,347.3,490.8,273.0,124.9,233.5,546.2,303.5,168.7,448.6,213.0
XA,458.8,232.5,316.6,347.9,430.5,374.9,195.3,378.4,490.9,477.0,471.3,424.7,298.5,509.7,472.5,116.6,113.4,369.5,274.4,264.6,73.1,112.4,598.7,415.7,256.7,294.5,462.4,380.4,409.1,277.2,411.9,493.7,353.8,377.5,312.8,360.7,305.2,417.0,372.5,342.8,185.8,294.6,498.4,227.9,381.0,350.4,250.8,68.3,314.5,516.3,197.8,193.1,335.7,180.0,378.7,226.7,391.0,410.5,194.1,400.7,168.3,185.0,483.3,503.1,516.3,213.8,162.6,513.1,289.4,344.2,248.2,269.0,451.2,458.7,339.4,459.6,246.0,346.8,135.6,258.6,426.5,327.0,371.9,446.3,198.5,399.9,228.8,362.4,187.0,202.6,225.4,609.9,398.9,440.8,406.9,364.0,484.9,358.2,132.1,203.7,450.1,267.8,429.1,497.4,69.9,353.3,399.1,502.5,185.7,380.8,278.8,319.1,425.1,487.9,443.9,318.8,309.8,441.1,306.1,496.2,274.1,362.6,353.3,245.9,541.5,316.8,3237.2,402.5,205.6,0.0,366.5,107.8,274.2,452.0,57.1,315.2,258.3,345.7,323.3,540.1,245.7,448.8,161.1,330.6,121.6,434.3,191.6,387.6,389.9,337.5
XD,101.1,514.3,116.1,629.7,63.9,656.7,339.6,660.2,83.1,758.8,114.6,50.4,159.0,193.0,201.6,334.1,395.2,651.3,556.2,546.4,394.1,356.4,241.0,697.5,538.5,576.3,744.2,176.6,43.0,261.0,95.2,226.7,635.6,659.3,594.6,647.2,93.5,168.6,654.3,29.0,258.3,576.4,227.5,316.8,662.8,89.3,276.5,491.8,55.2,798.1,344.1,431.7,617.5,373.8,660.5,263.9,29.7,692.3,268.6,43.0,450.1,404.4,83.2,145.4,158.6,264.5,372.4,794.9,213.8,119.1,530.0,298.7,733.0,740.5,238.1,101.9,527.8,628.6,417.4,540.4,155.6,155.6,122.8,728.1,417.9,681.7,307.5,644.2,445.6,438.7,315.4,252.2,680.7,722.6,106.0,90.1,130.9,7.1,308.3,341.0,83.5,221.4,83.3,779.2,375.6,191.1,32.5,144.8,379.5,174.3,560.6,600.9,163.9,769.7,86.2,144.5,60.0,124.4,241.4,778.0,555.9,158.8,631.9,247.5,183.8,598.6,3014.0,131.6,487.4,423.4,0.0,278.8,204.0,181.5,378.1,597.0,303.1,627.5,605.1,129.4,263.5,230.7,300.0,612.4,298.2,163.2,427.7,669.4,134.9,619.3
