from_stop,AC,AG,AJ,AK,AQ,AV,AZ,BA,BF,BH,BI,BL,BN,BS,BT,BU,BY,BZ,CF,CG,CH,CN,CP,CQ,CU,DC,DG,DO,DV,DW,DY,EG,EH,EK,ET,EU,EY,FE,FN,FU,FW,GI,GO,GP,GQ,GW,GZ,HF,HG,HI,HT,IG,IN,IO,IU,JH,JP,JQ,JU,JV,KA,KK,KL,KQ,KR,KX,KY,KZ,LA,LH,LL,LQ,MC,MM,NC,NG,NJ,NP,NV,NW,NX,OJ,OP,OS,OT,OX,PA,PC,PD,PH,PL,PP,PX,PY,QH,QM,QN,QV,RF,RK,RS,RY,SD,SE,SI,SK,SM,SO,SP,SU,SW,SX,SZ,TD,TH,TL,TM,TS,UA,UB,UC,UD,UF,UG,VF,VJ,VK,VO,VS,WM,WN,WT,WY,WZ,XB,XM,XU,XX,YD,YE,YF,YN,YP,YS,YT,YU,YW,ZA,ZN,ZO,ZP,ZS,ZT,ZX
SI,207.6,838.3,605.1,625.1,262.4,603.1,520.7,1050.8,91.9,512.8,499.7,40.7,464.2,900.0,123.5,158.3,581.7,615.3,525.0,901.7,561.6,979.1,534.8,487.3,1037.8,911.7,669.4,870.2,747.1,483.7,491.3,514.6,916.9,750.4,291.1,642.2,623.6,1053.8,585.8,375.0,533.3,764.7,554.3,120.8,10.7,640.0,552.9,907.2,734.8,104.0,524.9,449.3,169.4,437.4,653.9,536.3,388.1,553.3,389.2,516.1,99.4,168.6,767.2,770.0,813.9,1025.8,709.0,84.8,799.4,532.4,960.4,718.2,830.1,423.9,780.9,537.3,577.4,571.3,475.6,562.8,555.9,206.9,550.3,429.1,602.6,817.0,1006.3,511.7,642.3,450.9,552.9,229.1,532.4,628.9,528.6,736.9,984.7,479.3,404.4,552.0,565.3,603.2,954.1,116.9,0.0,893.2,526.9,720.0,926.3,690.3,381.9,612.1,483.4,926.4,943.2,203.8,733.4,487.4,939.8,414.8,466.8,559.3,791.3,405.0,601.1,832.7,607.0,544.3,508.3,520.3,458.5,762.3,934.3,86.6,645.9,763.6,164.6,1381.9,434.8,764.9,400.4,745.5,507.2,715.8,560.8,462.7,1029.3,372.3,899.7,683.9,590.3,113.1,888.7,156.4
SK,797.1,288.7,732.2,684.3,851.9,972.5,819.0,501.2,816.9,532.7,798.0,685.4,833.6,350.4,658.9,703.7,967.6,501.7,792.7,8.4,613.8,429.5,630.5,785.6,488.2,362.1,572.1,320.6,476.4,485.6,734.1,470.8,367.3,361.8,880.6,544.9,1009.5,504.2,786.9,827.3,776.1,118.4,852.6,666.2,735.7,819.9,603.8,13.9,453.9,649.4,584.0,747.6,714.8,844.6,512.5,805.8,686.4,827.7,881.9,783.8,824.4,788.4,346.4,289.8,333.7,476.2,1007.3,809.8,538.7,773.2,410.8,447.5,411.6,793.3,520.2,557.2,875.7,786.6,527.8,797.5,553.1,752.3,558.7,727.4,832.0,556.3,456.7,563.9,667.1,733.9,752.7,696.6,830.7,1014.8,898.0,269.3,435.1,817.9,702.7,604.2,863.6,901.5,60.8,665.5,724.9,0.0,934.1,459.3,376.7,621.1,820.3,910.4,781.7,376.8,49.9,727.6,462.7,856.8,46.5,787.9,765.1,794.0,530.6,649.6,638.7,352.5,976.4,804.0,806.6,818.6,827.9,282.1,41.0,669.6,1031.8,1061.9,607.8,1874.6,842.0,504.2,698.7,205.3,921.5,618.5,803.6,832.1,479.7,670.6,350.1,626.4,791.4,845.1,4.4,640.2
SM,494.6,774.0,440.0,477.5,549.4,317.6,344.9,986.5,559.0,448.5,323.9,382.9,178.7,835.7,352.4,401.2,296.2,551.0,391.6,837.4,497.3,914.8,470.5,270.1,973.5,847.4,605.1,805.9,682.8,419.4,189.8,448.2,852.6,686.1,578.1,577.9,338.1,989.5,452.4,154.6,193.5,700.4,298.0,363.7,433.2,575.7,488.6,842.9,670.5,346.9,460.6,222.5,412.3,111.5,589.6,404.7,355.0,426.6,199.6,382.7,566.5,485.9,702.9,705.7,749.6,961.5,449.6,507.3,735.1,399.0,896.1,653.9,765.8,138.4,716.6,473.0,321.1,437.9,411.3,429.4,491.6,449.8,486.0,396.0,469.2,752.7,942.0,447.4,494.7,272.5,419.5,390.1,249.1,343.4,243.1,672.6,920.4,345.9,371.3,487.7,359.5,346.9,889.8,359.0,422.4,828.9,0.0,655.7,862.0,542.7,147.6,355.8,368.0,862.1,878.9,425.1,669.1,201.9,875.5,129.3,315.3,425.9,727.0,353.9,536.8,768.4,321.5,480.0,273.1,261.5,173.0,698.0,870.0,367.1,360.4,436.9,301.3,1572.1,83.2,700.6,272.7,681.2,221.7,618.4,221.0,177.2,965.0,339.2,835.4,536.3,456.9,542.6,824.4,333.7
SO,617.8,253.6,339.3,291.4,672.6,725.3,506.9,471.3,637.6,309.8,485.9,506.1,638.3,320.5,479.6,524.4,655.5,108.8,399.8,488.0,344.7,399.6,237.6,606.3,458.3,192.7,179.2,290.7,83.5,231.4,554.8,291.5,337.4,86.8,701.3,152.0,697.4,474.3,394.0,668.3,669.4,351.0,540.5,486.9,556.4,565.6,210.9,493.5,14.7,470.1,191.1,568.3,535.5,685.6,119.6,412.9,511.4,434.8,739.6,390.9,645.1,609.1,103.6,405.7,449.6,446.3,686.9,630.5,79.3,380.3,380.9,54.6,110.0,619.9,60.8,334.3,563.6,393.7,430.9,404.6,160.2,573.0,165.8,548.1,439.1,96.9,426.8,395.0,274.2,554.6,359.8,517.3,518.6,702.7,650.8,385.2,405.2,425.0,495.0,391.5,551.5,589.4,540.4,486.2,545.6,479.5,775.1,0.0,346.8,228.2,661.3,598.3,458.5,207.4,529.5,548.3,69.8,609.6,526.1,628.9,453.0,401.1,71.2,470.3,245.8,468.4,729.2,411.1,494.5,506.5,587.6,398.0,520.6,490.3,719.7,741.5,428.5,1695.3,683.0,44.8,519.4,345.6,609.4,225.6,696.9,636.8,310.3,491.3,180.7,233.5,398.5,665.8,475.0,460.9
SP,794.0,201.6,645.1,597.2,848.8,969.4,812.7,250.9,813.8,615.6,791.7,682.3,830.5,100.1,655.8,700.6,961.3,414.6,705.6,369.0,650.5,179.2,543.4,782.5,237.9,217.3,485.0,117.7,389.3,537.2,731.0,467.7,34.7,274.7,877.5,457.8,1003.2,253.9,699.8,824.2,773.0,232.0,846.3,663.1,732.6,871.4,516.7,374.5,330.1,646.3,496.9,744.5,711.7,841.5,425.4,718.7,683.3,740.6,878.8,696.7,821.3,785.3,259.3,286.7,330.6,225.9,1029.9,806.7,409.7,686.1,160.5,360.4,266.8,790.2,391.2,640.1,869.4,699.5,524.7,710.4,466.0,749.2,471.6,724.3,744.9,427.3,206.4,560.8,580.0,730.8,665.6,693.5,824.4,1008.5,894.9,266.2,184.8,730.8,699.6,601.1,857.3,895.2,421.4,662.4,721.8,360.5,931.0,344.6,0.0,534.0,817.2,904.1,764.3,232.0,410.5,724.5,375.6,853.7,407.1,784.8,758.8,706.9,401.6,646.5,551.6,349.4,973.3,716.9,800.3,812.3,893.4,279.0,401.6,666.5,1025.5,1084.5,604.7,1871.5,838.9,375.2,695.6,226.6,915.2,531.4,800.5,829.0,334.9,667.5,205.3,539.3,704.3,842.0,356.0,637.1
SU,584.2,426.7,111.0,63.1,639.0,497.0,278.6,700.9,619.4,328.9,257.6,472.5,410.0,550.1,446.0,490.8,427.2,124.8,171.5,661.1,116.4,629.2,257.3,461.5,687.9,422.3,168.4,520.3,256.6,251.1,437.4,262.2,567.0,259.9,667.7,141.2,469.1,703.9,165.7,440.0,441.1,524.1,312.2,453.3,522.8,337.3,230.6,666.6,244.3,436.5,210.8,423.5,501.9,457.3,163.4,184.6,283.1,206.5,511.3,162.6,626.9,575.5,276.7,586.1,630.0,675.9,458.6,596.9,308.9,152.0,610.5,227.7,339.6,391.6,290.4,353.4,335.3,165.4,202.6,176.3,179.9,539.4,185.5,312.2,210.8,326.5,656.4,166.7,45.9,520.1,131.5,483.7,290.3,474.4,422.5,553.0,634.8,196.7,266.7,163.2,323.2,361.1,713.5,452.6,512.0,652.6,546.8,229.5,576.4,0.0,433.0,370.0,230.2,437.0,702.6,514.7,242.9,381.3,699.2,400.6,224.7,172.8,300.8,339.6,265.5,648.8,500.9,182.8,266.2,278.2,359.3,578.4,693.7,456.7,491.4,513.2,394.9,1630.5,454.7,274.4,374.6,518.7,381.1,75.6,468.6,408.5,539.9,299.1,410.3,5.2,170.2,632.2,648.1,427.3
SW,346.9,626.3,343.5,381.0,401.7,221.1,248.4,838.8,411.3,300.8,227.4,235.2,82.2,688.0,204.7,253.5,199.7,403.3,295.1,689.7,349.6,767.1,322.8,173.6,825.8,699.7,457.4,658.2,535.1,271.7,93.3,300.5,704.9,538.4,430.4,430.2,241.6,841.8,355.9,7.0,97.0,552.7,201.5,216.0,285.5,428.0,340.9,695.2,522.8,199.2,312.9,126.0,264.6,55.4,441.9,308.2,215.1,330.1,78.2,286.2,418.8,338.2,555.2,558.0,609.0,813.8,353.1,359.6,587.4,302.5,748.4,506.2,618.1,41.9,568.9,325.3,224.6,341.4,263.6,332.9,343.9,302.1,338.3,256.1,372.7,605.0,794.3,299.7,398.2,176.0,323.0,242.4,152.6,246.9,146.6,524.9,772.7,249.4,231.4,340.0,263.0,250.4,742.1,211.3,274.7,681.2,144.9,508.0,714.3,446.2,0.0,259.3,271.5,714.4,731.2,277.4,521.4,105.4,727.8,32.8,218.8,329.4,579.3,257.7,389.1,620.7,225.0,332.3,176.6,165.0,76.5,550.3,722.3,219.4,263.9,340.4,153.6,1424.4,52.8,552.9,176.2,533.5,125.2,503.8,124.5,80.7,817.3,199.3,687.7,439.8,360.4,394.9,676.7,186.0
SX,600.3,789.9,260.4,297.9,655.1,323.2,164.3,1064.1,568.5,515.8,143.3,488.6,236.2,913.3,462.1,506.9,253.4,488.0,212.0,904.7,303.3,992.4,537.8,343.9,1051.1,785.5,531.6,883.5,619.8,486.7,263.6,449.1,930.2,623.1,683.8,504.4,307.2,933.6,272.8,266.2,267.3,767.7,57.5,469.4,538.9,524.2,555.9,910.2,607.5,452.6,527.9,296.3,518.0,283.5,526.6,225.1,232.2,247.0,337.5,203.1,576.0,591.6,639.9,773.0,816.9,931.4,225.8,557.6,672.1,219.4,973.7,590.9,702.8,217.8,653.6,540.3,34.6,258.3,389.5,249.8,558.9,555.5,553.3,261.3,289.6,689.7,1019.6,353.6,315.1,346.3,239.9,499.8,116.5,312.5,248.7,739.9,998.0,166.3,215.8,350.1,80.9,8.9,957.1,468.7,528.1,896.2,373.0,592.7,939.6,363.1,259.2,0.0,188.4,800.2,946.2,530.8,606.1,207.5,942.8,226.8,135.7,246.3,664.0,308.3,604.1,835.7,327.1,369.7,93.5,104.4,185.5,765.3,937.3,472.8,329.5,280.4,411.0,1499.5,280.9,637.6,346.5,748.5,207.3,438.8,294.8,234.7,903.1,248.2,773.5,356.7,277.3,589.7,891.7,443.4
SZ,467.5,675.1,145.6,183.1,522.3,331.3,112.9,914.8,435.7,376.8,91.9,355.8,244.3,764.0,329.3,374.1,261.5,373.2,97.2,765.7,188.5,843.1,398.8,277.8,901.8,670.7,416.8,734.2,505.0,347.7,271.7,334.3,780.9,508.3,551.0,389.6,306.9,917.8,158.0,274.3,275.4,628.7,146.5,336.6,406.1,409.4,416.9,771.2,492.7,319.8,388.9,239.8,385.2,291.6,411.8,52.8,99.4,69.8,345.6,88.3,443.2,458.8,525.1,634.0,677.9,889.8,225.5,424.8,557.3,104.6,824.4,476.1,588.0,225.9,538.8,401.3,211.3,143.5,274.7,135.0,419.9,422.7,414.3,128.5,174.8,574.9,870.3,238.8,200.3,339.4,125.1,367.0,124.6,312.2,256.8,600.9,848.7,51.5,83.0,235.3,157.5,185.5,818.1,335.9,395.3,757.2,381.1,477.9,790.3,248.3,267.3,176.6,0.0,685.4,807.2,398.0,491.3,215.6,803.8,234.9,59.0,131.5,549.2,175.5,465.1,696.7,373.1,254.9,100.5,112.5,193.6,626.3,798.3,340.0,329.2,280.1,278.2,1397.4,289.0,522.8,190.9,609.5,215.4,324.0,302.9,242.8,788.3,115.4,658.7,241.9,162.5,456.9,752.7,310.6
TD,834.1,242.4,555.6,507.7,888.9,941.6,723.2,347.5,853.9,526.1,702.2,722.4,854.6,196.7,695.9,740.7,871.8,325.1,616.1,409.8,561.0,275.8,453.9,822.6,334.5,14.7,395.5,166.9,299.8,447.7,771.1,507.8,213.6,245.4,917.6,368.3,913.7,350.5,610.3,884.6,885.7,272.8,756.8,703.2,772.7,781.9,427.2,415.3,201.7,686.4,407.4,784.6,751.8,901.9,335.9,629.2,727.7,651.1,955.9,607.2,861.4,825.4,230.0,327.5,371.4,322.5,903.2,846.8,281.3,596.6,257.1,270.9,138.4,836.2,262.8,550.6,779.9,610.0,647.2,620.9,376.5,789.3,382.1,764.4,655.4,298.9,303.0,611.3,490.5,770.9,576.1,733.6,734.9,919.0,867.1,307.0,281.4,641.3,711.3,607.8,767.8,805.7,462.2,702.5,761.9,401.3,991.4,216.2,223.0,444.5,877.6,814.6,674.8,0.0,451.3,764.6,286.1,825.9,447.9,845.2,669.3,617.4,273.2,686.6,462.1,390.2,945.5,627.4,710.8,722.8,803.9,319.8,442.4,706.6,936.0,957.8,644.8,1911.6,899.3,246.8,735.7,267.4,825.7,441.9,913.2,853.1,102.8,707.6,27.2,449.8,614.8,882.1,396.8,677.2
TH,847.3,338.9,782.4,734.5,902.1,1022.7,869.2,551.4,867.1,582.9,848.2,735.6,883.8,400.6,709.1,753.9,1017.8,551.9,842.9,41.6,664.0,479.7,680.7,835.8,538.4,412.3,622.3,370.8,526.6,535.8,784.3,521.0,417.5,412.0,930.8,595.1,1059.7,554.4,837.1,877.5,826.3,168.6,902.8,716.4,785.9,870.1,654.0,36.1,504.1,699.6,634.2,797.8,765.0,894.8,562.7,856.0,736.6,877.9,932.1,834.0,874.6,838.6,396.6,340.0,391.0,526.4,1057.5,860.0,588.9,823.4,461.0,497.7,461.8,843.5,570.4,607.4,925.9,836.8,578.0,847.7,603.3,802.5,608.9,777.6,882.2,606.5,506.9,614.1,717.3,784.1,802.9,746.8,880.9,1065.0,948.2,319.5,485.3,868.1,752.9,654.4,913.8,951.7,10.8,715.7,775.1,50.1,984.3,509.5,426.9,671.3,870.5,960.6,831.9,427.0,0.0,777.8,512.9,907.0,3.3,838.1,815.3,844.2,580.8,699.8,688.9,402.7,1026.6,854.2,856.8,868.8,878.1,332.3,8.8,719.8,1082.0,1112.1,658.0,1924.8,892.2,554.4,748.9,255.5,971.7,668.7,853.8,882.3,529.9,720.8,400.3,676.6,841.6,895.3,54.6,690.4
TL,93.3,784.1,550.9,570.9,148.1,528.7,505.5,996.6,166.8,458.6,484.5,162.4,389.8,845.8,183.5,35.4,507.3,561.1,509.8,847.5,507.4,924.9,480.6,451.9,983.6,857.5,615.2,816.0,692.9,429.5,376.7,458.3,862.7,696.2,176.8,588.0,549.2,999.6,570.6,300.6,418.7,710.5,509.1,72.9,212.7,585.8,498.7,853.0,680.6,89.7,470.7,404.3,24.3,363.0,599.7,521.1,372.9,538.1,314.8,500.9,159.3,84.6,713.0,715.8,766.8,971.6,660.7,177.7,745.2,517.2,906.2,664.0,775.9,349.5,726.7,483.1,532.2,556.1,421.4,547.6,501.7,48.5,496.1,413.9,587.4,762.8,952.1,457.5,588.1,376.5,571.4,289.1,460.2,554.5,454.2,682.7,930.5,464.1,389.2,497.8,550.1,558.0,899.9,176.9,201.9,839.0,452.5,665.8,872.1,636.1,307.5,566.9,468.2,872.2,889.0,0.0,679.2,413.0,885.6,340.4,451.6,544.1,737.1,415.5,546.9,778.5,532.6,490.1,493.1,472.6,384.1,708.1,880.1,146.6,571.5,648.0,211.1,1307.5,360.4,710.7,385.2,691.3,432.8,661.6,446.2,388.3,975.1,357.1,845.5,629.7,575.1,141.3,834.5,175.4
TM,623.7,279.5,345.2,297.3,678.5,731.2,512.8,553.7,643.5,315.7,491.8,512.0,644.2,402.9,485.5,530.3,652.3,114.7,405.7,513.9,350.6,482.0,243.5,612.2,540.7,275.1,185.1,373.1,13.6,237.3,560.7,297.4,419.8,112.7,707.2,157.9,703.3,556.7,399.9,674.2,675.3,376.9,546.4,492.8,562.3,571.5,216.8,519.4,92.0,476.0,197.0,574.2,541.4,691.5,125.5,418.8,517.3,440.7,745.5,396.8,651.0,615.0,129.5,431.6,482.6,528.7,692.8,636.4,161.7,386.2,463.3,15.2,192.4,625.8,143.2,337.6,569.5,399.6,436.8,410.5,166.1,578.9,171.7,554.0,445.0,179.3,509.2,400.9,280.1,560.5,365.7,523.2,524.5,708.6,656.7,411.1,487.6,430.9,500.9,397.4,557.4,595.3,566.3,492.1,551.5,505.4,781.0,82.3,429.2,234.1,667.2,604.2,464.4,289.8,555.4,554.2,0.0,615.5,552.0,634.8,458.9,407.0,153.6,476.2,251.7,494.3,735.1,417.0,500.4,512.4,593.5,423.9,546.5,496.2,725.6,747.4,434.4,1701.2,688.9,127.2,525.3,371.5,615.3,231.5,702.8,642.7,392.7,497.2,263.1,239.4,404.4,671.7,500.9,466.8
TS,457.9,737.3,277.3,314.8,512.7,115.6,182.2,949.8,522.3,411.8,161.2,346.2,87.9,799.0,315.7,364.5,124.4,504.9,228.9,800.7,320.2,878.1,433.8,195.6,936.8,802.4,548.5,769.2,636.7,382.7,115.3,411.5,815.9,640.0,541.4,521.3,175.4,952.8,289.7,117.9,119.0,663.7,135.3,327.0,396.5,539.0,451.9,806.2,619.3,310.2,423.9,148.0,375.6,135.2,543.5,242.0,280.5,267.5,189.2,220.0,529.8,449.2,656.8,669.0,712.9,924.8,286.9,470.6,689.0,236.3,859.4,607.8,719.7,69.5,670.5,433.7,158.4,275.2,374.6,266.7,454.9,413.1,449.3,321.5,306.5,706.6,905.3,370.5,332.0,198.0,256.8,353.4,86.4,180.7,41.1,635.9,883.7,183.2,232.7,367.0,196.8,184.2,853.1,322.3,385.7,792.2,224.7,609.6,825.3,380.0,110.9,193.1,205.3,817.1,842.2,388.4,623.0,0.0,838.8,78.5,152.6,263.2,680.9,279.4,500.1,731.7,119.5,386.6,110.4,98.8,37.2,661.3,833.3,330.4,197.7,274.2,264.6,1535.4,132.6,654.5,198.2,644.5,41.0,455.7,146.5,86.4,920.0,264.7,790.4,373.6,294.2,505.9,787.7,297.0
UA,843.9,335.5,779.0,731.1,898.7,1019.3,865.8,548.0,863.7,579.5,844.8,732.2,880.4,397.2,705.7,750.5,1005.3,548.5,839.5,38.2,660.6,476.3,677.3,832.4,535.0,408.9,618.9,367.4,523.2,532.4,780.9,517.6,414.1,408.6,927.4,591.7,1056.3,551.0,833.7,874.1,822.9,165.2,899.4,713.0,782.5,866.7,650.6,32.7,505.5,696.2,630.8,794.4,761.6,891.4,559.3,852.6,733.2,874.5,928.7,830.6,871.2,835.2,393.2,336.6,387.6,523.0,1054.1,856.6,585.5,820.0,457.6,494.3,458.4,840.1,567.0,601.4,922.5,833.4,574.6,844.3,599.9,799.1,605.5,770.8,878.8,603.1,503.5,610.7,713.9,780.7,799.5,743.4,877.5,1061.6,944.8,316.1,481.9,864.7,749.5,651.0,910.4,948.3,14.2,712.3,771.7,46.7,980.9,506.1,423.5,667.9,867.1,957.2,828.5,423.6,3.3,774.4,509.5,903.6,0.0,834.7,811.9,840.8,577.4,696.4,685.5,399.3,1023.2,850.8,853.4,865.4,874.7,328.9,5.4,716.4,1078.6,1108.7,654.6,1921.4,888.8,551.0,745.5,252.1,968.3,665.3,850.4,878.9,526.5,717.4,396.9,673.2,838.2,891.9,51.2,687.0
UB,379.3,658.7,310.6,348.1,434.1,188.2,215.5,871.2,443.7,333.2,194.5,267.6,49.3,720.4,237.1,285.9,166.8,435.7,262.2,722.1,382.0,799.5,355.2,140.7,858.2,732.1,489.8,690.6,567.5,304.1,60.4,332.9,737.3,570.8,462.8,462.6,208.7,874.2,323.0,39.3,64.1,585.1,168.6,248.4,317.9,460.4,373.3,727.6,550.1,231.6,345.3,93.1,297.0,56.6,474.3,275.3,225.6,297.2,110.6,253.3,451.2,370.6,587.6,590.4,641.4,846.2,320.2,392.0,619.8,269.6,780.8,538.6,650.5,9.0,601.3,355.1,191.7,308.5,296.0,299.7,376.3,334.5,370.7,266.6,339.8,637.4,826.7,332.1,365.3,143.1,290.1,274.8,119.7,214.0,113.7,557.3,805.1,216.5,241.9,372.4,230.1,217.5,774.5,243.7,307.1,713.6,146.1,540.4,746.7,413.3,32.3,226.4,238.6,746.8,763.6,309.8,553.8,72.5,760.2,0.0,185.9,296.5,611.7,224.5,421.5,653.1,192.1,364.7,143.7,132.1,43.6,582.7,754.7,251.8,231.0,307.5,186.0,1456.8,54.0,585.3,143.3,565.9,92.3,489.0,91.6,47.8,849.7,209.8,720.1,406.9,327.5,427.3,709.1,218.4
UC,464.5,654.1,124.6,162.1,519.3,272.2,53.8,928.3,432.7,380.0,32.8,352.8,185.2,777.5,326.3,371.1,202.4,352.2,76.2,768.9,167.5,856.6,402.0,292.9,915.3,649.7,395.8,747.7,484.0,350.9,212.6,313.3,794.4,487.3,548.0,368.6,244.3,931.3,137.0,215.2,216.3,631.9,87.4,333.6,403.1,388.4,420.1,774.4,471.7,316.8,392.1,245.3,382.2,232.5,390.8,89.3,96.4,111.2,286.5,67.3,440.2,455.8,504.1,637.2,681.1,903.3,278.2,421.8,536.3,83.6,837.9,455.1,567.0,166.8,517.8,404.5,110.5,122.5,253.7,114.0,423.1,419.7,417.5,125.5,153.8,553.9,883.8,217.8,179.3,295.3,104.1,364.0,65.5,249.6,197.7,604.1,862.2,30.5,80.0,214.3,98.4,136.3,821.3,332.9,392.3,760.4,322.0,456.9,803.8,227.3,208.2,145.2,52.6,664.4,810.4,395.0,470.3,156.5,807.0,175.8,0.0,110.5,528.2,172.5,468.3,699.9,276.1,233.9,41.4,53.4,134.5,629.5,801.5,337.0,266.6,332.8,275.2,1450.1,229.9,501.8,187.9,612.7,156.3,303.0,243.8,183.7,767.3,112.4,637.7,220.9,141.5,453.9,755.9,307.6
UD,538.3,583.5,54.0,91.5,593.1,384.1,165.7,857.7,506.5,309.4,144.7,426.6,297.1,706.9,400.1,444.9,314.3,281.6,58.6,698.3,96.9,786.0,331.4,348.6,844.7,579.1,325.2,677.1,413.4,280.3,324.5,242.7,723.8,416.7,621.8,298.0,356.2,860.7,66.4,327.1,328.2,561.3,199.3,407.4,476.9,317.8,349.5,703.8,401.1,390.6,321.5,310.6,456.0,344.4,320.2,71.7,170.2,93.6,398.4,49.7,514.0,529.6,433.5,566.6,610.5,832.7,345.7,495.6,465.7,39.1,767.3,384.5,496.4,278.7,447.2,333.9,222.4,51.9,183.1,3.5,352.5,493.5,346.9,199.3,43.2,483.3,813.2,147.2,108.7,407.2,33.5,437.8,177.4,361.5,309.6,533.5,791.6,83.8,153.8,143.7,210.3,248.2,750.7,406.7,466.1,689.8,433.9,386.3,733.2,156.7,320.1,257.1,117.3,593.8,739.8,468.8,399.7,268.4,736.4,287.7,111.8,0.0,457.6,246.3,397.7,629.3,388.0,163.3,153.3,165.3,246.4,558.9,730.9,410.8,378.5,400.3,349.0,1517.6,341.8,431.2,261.7,542.1,268.2,232.4,355.7,295.6,696.7,186.2,567.1,150.3,70.9,527.7,685.3,381.4
UF,693.6,315.4,415.1,367.2,748.4,801.1,582.7,512.8,713.4,385.6,561.7,581.9,714.1,362.0,555.4,600.2,722.2,184.6,475.6,549.8,420.5,441.1,313.4,682.1,499.8,234.2,255.0,332.2,159.3,307.2,630.6,367.3,378.9,162.6,777.1,227.8,773.2,515.8,469.8,744.1,745.2,412.8,616.3,562.7,632.2,641.4,286.7,555.3,66.0,545.9,266.9,644.1,611.3,761.4,195.4,488.7,587.2,514.2,815.4,466.7,720.9,684.9,179.4,467.5,518.5,487.8,762.7,706.3,44.7,456.1,422.4,130.4,151.5,695.7,26.2,410.1,639.4,469.5,506.7,480.4,236.0,648.8,241.6,620.5,514.9,62.3,468.3,470.8,350.0,630.4,435.6,593.1,594.4,778.5,726.6,447.0,446.7,500.8,570.8,467.3,627.3,665.2,602.2,562.0,621.4,541.3,850.9,75.7,388.3,304.0,737.1,674.1,534.3,248.9,591.3,624.1,145.6,685.4,587.9,704.7,528.8,476.9,0.0,546.1,321.6,530.2,805.0,486.9,570.3,582.3,663.4,459.8,582.4,566.1,795.5,817.3,504.3,1771.1,758.8,17.2,595.2,407.4,685.2,301.4,772.7,712.6,351.8,567.1,222.2,309.3,474.3,741.6,536.8,536.7
UG,377.6,585.2,262.8,282.8,432.4,412.3,221.3,797.7,345.8,259.7,200.3,265.9,273.4,646.9,239.4,284.2,390.9,362.2,225.6,648.6,255.6,726.0,281.7,169.9,784.7,658.6,416.3,617.1,494.0,230.6,173.9,259.4,663.8,497.3,461.1,389.1,432.8,800.7,286.4,267.1,215.9,511.6,254.9,246.7,316.2,295.3,299.8,654.1,481.7,229.9,271.8,131.9,295.3,284.4,400.8,236.9,88.7,253.9,338.4,216.7,353.3,368.9,514.1,516.9,567.9,772.7,409.6,334.9,546.3,303.8,707.3,465.1,577.0,233.1,527.8,284.2,278.0,317.2,222.5,328.1,302.8,332.8,297.2,129.7,362.6,563.9,753.2,258.6,300.0,231.5,283.3,277.1,233.0,438.1,337.8,483.8,731.6,179.9,105.0,302.4,265.9,303.8,701.0,246.0,305.4,640.1,373.9,466.9,673.2,348.0,260.1,312.7,184.0,673.3,690.1,308.1,480.3,296.6,686.7,227.7,167.4,324.6,538.2,0.0,348.0,579.6,416.2,199.6,208.9,220.9,267.7,509.2,681.2,250.1,455.1,464.2,188.3,1455.1,281.8,511.8,83.0,492.4,316.4,423.7,243.4,271.9,776.2,72.9,646.6,341.6,290.9,367.0,635.6,220.7
VF,481.4,498.9,357.8,309.9,536.2,656.8,503.3,711.4,501.2,173.4,482.3,369.7,517.9,560.6,343.2,388.0,651.9,143.6,418.3,562.3,298.1,639.7,101.2,469.9,698.4,441.1,197.7,530.8,275.4,95.0,418.4,155.1,577.5,278.7,564.9,170.5,693.8,714.4,412.5,511.6,460.4,425.3,536.9,350.5,420.0,504.2,81.2,567.8,263.1,333.7,54.7,431.9,399.1,528.9,182.2,431.4,370.7,453.3,566.2,409.4,508.7,472.7,295.5,430.6,481.6,686.4,691.6,494.1,327.7,398.8,621.0,246.5,358.4,477.6,309.2,197.9,560.0,412.2,212.1,423.1,84.2,436.6,78.6,411.7,457.6,345.3,666.9,248.2,292.7,418.2,378.3,380.9,515.0,699.1,582.3,397.5,645.3,443.5,387.0,288.5,547.9,585.8,614.7,349.8,409.2,553.8,618.4,248.3,586.9,246.7,504.6,594.7,466.0,455.8,603.8,411.9,261.7,541.1,600.4,472.2,449.4,419.6,319.6,333.9,0.0,493.3,660.7,429.6,490.9,502.9,512.2,422.9,594.9,353.9,716.1,746.2,292.1,1558.9,526.3,293.2,383.0,406.1,605.8,244.1,487.9,516.4,558.7,354.9,429.1,252.0,417.0,529.4,549.3,324.5
