from_stop,AP,AV,BC,BE,BF,BH,BK,BM,BP,BY,CC,CE,CG,CI,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,GA,GC,GR,GW,HF,HG,HH,HT,IF,II,IL,IS,IT,IV,IY,JC,JH,KJ,KS,KU,KW,LE,LN,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VR,VS,VW,VZ,WD,WI,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK
WM,476.4,573.5,465.3,484.7,746.8,626.9,242.9,486.6,341.3,255.1,314.7,387.0,667.7,535.3,351.4,369.5,669.5,359.1,327.7,306.1,220.2,555.6,325.5,798.3,238.3,528.4,285.1,282.4,278.1,372.4,182.9,722.6,393.9,199.6,600.9,212.1,280.4,204.8,528.2,509.1,177.5,272.0,566.0,375.6,574.1,624.2,710.7,474.6,642.8,288.9,418.1,671.3,784.4,236.1,925.4,641.6,479.8,685.7,530.1,809.0,300.3,696.0,324.3,995.9,253.4,462.0,204.0,640.8,609.1,546.0,317.9,280.2,437.2,757.8,427.6,60.6,736.9,474.7,507.5,286.3,170.6,345.1,359.5,755.4,147.2,398.2,351.2,839.9,621.8,107.0,597.7,302.6,660.7,416.2,6.5,267.1,417.5,249.3,178.5,637.6,218.0,180.1,200.4,512.3,625.2,182.2,697.7,447.9,599.9,602.5,768.5,113.5,742.4,366.8,569.8,242.9,622.7,536.1,769.8,0.0,810.9,231.1,523.0,806.0,387.4,371.7,769.1,812.6,405.3,434.6,206.9,314.5,179.5,191.0,182.7,424.1,1006.5
WX,314.9,888.8,778.3,1188.3,389.0,560.8,654.5,1072.0,449.4,840.5,782.8,972.4,504.0,334.7,1068.2,831.5,311.7,1062.7,913.1,891.5,805.6,688.1,874.8,512.7,901.0,770.0,582.9,986.0,746.2,670.2,913.4,508.4,979.3,930.1,243.1,815.5,707.6,752.8,327.6,1225.9,762.9,988.8,280.4,669.4,433.8,558.1,437.7,821.5,613.0,874.3,1121.7,122.6,426.6,966.6,224.3,283.8,1065.2,485.8,389.8,451.2,1003.9,338.0,466.4,1736.5,838.8,394.3,591.2,574.7,251.3,1249.6,779.9,865.6,1140.8,472.2,1144.4,744.8,451.3,1191.5,1211.1,906.4,901.1,894.4,657.3,469.8,814.1,983.6,898.2,194.9,794.5,710.4,973.8,888.0,373.3,1119.8,805.3,852.5,964.5,819.2,781.9,607.8,803.4,910.6,803.8,1229.1,832.2,879.4,339.9,1164.7,899.0,286.3,172.7,716.9,456.8,664.6,935.2,828.3,556.6,922.9,458.8,798.8,0.0,642.7,1226.6,448.2,972.8,957.1,411.3,216.8,1122.1,470.7,792.3,863.8,781.8,870.6,913.2,594.9,305.4
XE,335.3,586.2,478.0,615.6,605.7,513.6,11.7,499.3,200.2,267.8,140.0,399.7,554.4,394.2,482.3,382.2,528.4,490.0,340.4,318.8,232.9,568.3,435.9,657.2,396.1,541.1,144.0,413.3,103.4,231.3,340.7,609.3,406.6,357.4,459.8,242.8,268.7,110.9,387.1,640.0,190.2,402.9,424.9,388.3,433.0,510.9,723.4,487.3,529.5,301.6,549.0,530.2,643.3,393.9,894.2,500.5,492.5,572.4,389.0,667.9,431.2,659.8,183.2,1126.8,266.1,320.9,62.9,527.5,468.0,676.9,330.6,292.9,568.1,616.7,558.5,172.1,595.8,605.6,638.4,333.7,328.4,455.5,218.4,614.3,172.2,410.9,459.3,852.6,634.5,137.7,610.4,315.3,673.4,547.1,232.6,279.8,525.6,380.3,209.2,524.3,230.7,337.9,231.1,643.2,637.9,340.0,556.6,578.8,612.6,461.4,627.4,144.2,601.3,225.7,582.5,255.6,509.4,548.8,675.5,226.1,669.8,0.0,653.9,664.9,400.1,384.4,628.0,671.5,536.2,293.5,219.6,424.9,139.9,348.8,340.5,283.0,869.7
XF,911.2,853.0,744.8,114.8,1181.6,857.2,677.7,784.1,776.1,552.6,749.5,684.5,914.9,970.1,262.4,649.0,1104.3,293.9,625.2,603.6,517.7,835.1,575.9,1233.1,425.6,807.9,719.9,245.7,712.9,766.6,546.2,969.8,691.4,562.9,1035.7,562.6,715.2,639.6,963.0,299.3,546.3,321.9,1000.8,655.1,1008.9,859.9,990.2,754.1,950.3,586.4,118.3,1106.1,1219.2,579.4,1204.9,1076.4,777.3,932.9,964.9,1148.2,229.7,975.5,759.1,1125.6,550.9,896.8,638.8,843.4,1043.9,176.1,597.4,577.7,72.1,1192.6,217.8,527.7,1171.7,403.7,229.0,477.9,496.9,595.5,753.7,1190.2,582.0,677.7,601.6,1119.4,901.3,559.8,895.2,600.1,940.2,165.6,561.9,564.6,667.9,499.7,576.9,945.1,515.5,423.4,652.0,441.3,922.7,487.1,1132.5,376.9,897.4,1037.3,1203.3,566.3,1177.2,761.0,867.3,540.4,861.4,833.6,1017.0,555.4,1245.7,665.9,0.0,1024.7,666.9,669.2,1203.9,1247.4,334.3,869.4,504.4,564.9,614.3,478.3,374.3,858.9,1286.0
XL,339.8,1091.0,980.5,930.8,156.7,165.6,679.4,1096.9,474.3,865.4,807.7,997.3,108.8,359.6,736.3,979.8,167.8,830.9,938.0,916.4,830.5,890.3,662.3,537.6,688.5,972.2,520.6,754.2,771.1,552.2,785.2,60.1,1004.2,801.9,205.1,840.4,512.5,777.7,352.5,894.0,787.8,656.9,305.3,871.6,458.7,162.9,639.9,1023.7,217.8,899.2,864.2,318.4,194.3,818.4,547.8,292.7,1090.1,90.6,414.7,169.1,772.1,540.2,491.3,1341.3,863.7,419.2,616.1,179.5,196.9,992.1,928.2,890.5,883.3,497.1,812.5,769.7,476.2,859.6,953.6,800.0,735.9,681.9,539.3,494.7,839.0,1008.5,685.7,531.4,996.7,735.3,1208.0,912.9,575.5,862.3,830.2,877.4,752.0,606.7,806.8,212.6,828.3,745.5,828.7,897.2,1034.4,666.9,196.0,832.8,1210.2,311.2,415.6,741.8,481.7,546.6,1180.1,853.2,161.4,1146.4,10.5,823.7,458.0,667.6,969.1,0.0,997.7,982.0,179.0,459.7,790.2,495.6,817.2,651.3,806.7,658.1,696.4,619.8,537.0
XP,658.0,357.5,267.3,606.0,984.7,808.5,424.5,536.8,522.9,276.7,496.3,428.1,849.3,716.9,472.7,153.5,907.4,480.4,289.8,327.7,241.8,395.3,590.6,757.3,466.6,312.4,466.7,403.7,459.7,554.0,489.6,904.2,417.1,506.3,838.8,272.6,462.0,386.4,709.8,630.4,256.3,393.3,781.5,177.6,755.7,805.8,512.7,258.6,824.4,339.1,539.4,909.2,1022.3,529.1,727.4,879.5,530.0,867.3,711.7,1046.9,421.6,498.0,505.9,1117.2,275.0,643.6,385.6,822.4,847.0,667.3,101.9,301.8,558.5,716.8,548.9,321.0,701.4,596.0,628.8,324.1,446.6,610.2,541.1,719.9,328.8,21.2,616.3,641.9,405.8,306.6,647.9,352.8,462.7,537.5,381.5,288.7,682.6,514.4,286.9,819.2,239.6,373.1,362.0,633.6,435.9,447.3,935.6,569.2,650.1,840.4,1001.4,313.1,701.4,548.4,620.0,264.5,804.3,586.3,1054.5,375.0,828.6,412.7,644.3,1043.9,0.0,393.3,1007.0,1045.5,526.6,616.2,228.5,579.6,361.1,456.1,290.6,605.7,808.5
XS,626.4,497.4,495.8,592.4,896.8,776.9,392.9,348.6,491.3,116.9,464.7,249.0,817.7,685.3,459.1,325.6,819.5,466.8,189.7,64.9,140.9,536.7,600.6,948.3,453.0,452.3,435.1,390.1,428.1,522.4,458.0,872.6,255.9,474.7,750.9,292.6,430.4,354.8,678.2,616.8,262.9,379.7,716.0,385.1,724.1,774.2,720.2,398.5,792.8,150.9,525.8,821.3,934.4,511.2,934.9,791.6,341.8,835.7,680.1,959.0,408.0,705.5,474.3,1103.6,101.3,612.0,354.0,790.8,759.1,653.7,384.1,231.6,544.9,907.8,535.3,289.4,886.9,582.4,615.2,310.5,445.7,620.2,509.5,905.4,297.2,407.7,626.3,849.4,532.0,275.0,459.7,164.6,670.2,523.9,349.9,218.5,692.6,524.4,318.2,787.6,142.8,359.5,368.4,620.0,487.2,457.3,847.7,555.6,461.9,752.5,918.5,281.5,892.4,516.8,431.8,183.0,772.7,398.1,919.8,343.4,960.9,381.1,630.7,956.0,396.9,0.0,919.1,962.6,513.0,584.6,153.6,589.6,329.5,466.1,277.0,574.1,1016.0
XX,282.8,1034.0,923.5,1056.7,68.9,291.5,622.4,1039.9,417.3,808.4,750.7,940.3,234.7,302.6,862.2,922.8,110.8,956.8,881.0,859.4,773.5,833.3,788.2,480.6,814.4,915.2,550.8,880.1,714.1,638.1,881.3,239.1,947.2,898.0,148.1,783.4,638.4,720.7,295.5,1019.9,730.8,782.8,248.3,814.6,401.7,288.8,582.9,966.7,343.7,842.2,990.1,261.4,15.3,934.5,625.4,235.7,1033.1,216.5,357.7,65.8,898.0,483.2,434.3,1467.2,806.7,362.2,559.1,305.4,139.9,1118.0,871.2,833.5,1009.2,440.1,938.4,712.7,419.2,985.5,1079.5,874.3,861.8,807.8,625.2,437.7,782.0,951.5,811.6,596.0,939.7,678.3,1151.0,855.9,518.5,988.2,773.2,820.4,877.9,732.6,749.8,338.5,771.3,871.4,771.7,1023.1,977.4,792.8,139.0,958.7,1153.2,254.2,358.6,684.8,424.7,632.5,1123.1,796.2,287.3,1089.4,189.5,766.7,401.0,610.6,1095.0,178.9,940.7,925.0,0.0,402.7,916.1,438.6,760.2,777.2,749.7,784.0,822.3,562.8,600.9
YC,340.6,1091.8,981.3,1214.0,414.7,534.5,680.2,1097.7,475.1,866.2,808.5,998.1,477.7,360.4,1093.9,980.6,337.4,1088.4,938.8,917.2,831.3,891.1,900.5,538.4,926.7,973.0,608.6,1011.7,771.9,695.9,939.1,534.1,1005.0,955.8,268.8,841.2,733.3,778.5,353.3,1251.6,788.6,1014.5,306.1,872.4,459.5,531.8,640.7,1024.5,586.7,900.0,1147.4,148.3,452.3,992.3,359.5,309.5,1090.9,459.5,415.5,476.9,1029.6,541.0,492.1,1710.2,864.5,420.0,616.9,548.4,277.0,1275.3,929.0,891.3,1166.5,497.9,1170.1,770.5,477.0,1217.2,1236.8,932.1,926.8,920.1,683.0,495.5,839.8,1009.3,923.9,260.2,997.5,736.1,1208.8,913.7,576.3,1145.5,831.0,878.2,990.2,844.9,807.6,581.5,829.1,936.3,829.5,1254.8,1035.2,905.1,365.6,1190.4,1211.0,312.0,54.0,742.6,482.5,690.3,1180.9,854.0,530.3,1147.2,484.5,824.5,220.8,668.4,1252.3,473.9,998.5,982.8,437.0,0.0,1147.8,496.4,818.0,889.5,807.5,896.3,938.9,620.6,278.4
YH,827.5,737.5,629.3,317.8,927.3,648.7,562.2,668.6,692.4,437.1,634.0,569.0,706.4,886.4,103.3,533.5,1020.6,333.0,509.7,488.1,402.2,719.6,398.8,1149.4,248.5,692.4,557.9,284.8,597.4,589.5,428.3,761.3,575.9,445.0,952.0,447.1,549.8,524.1,879.3,281.0,430.8,144.8,917.1,539.6,925.2,651.4,874.7,638.6,773.2,470.9,251.2,1022.4,964.9,461.5,1089.4,992.7,661.8,724.4,881.2,939.7,268.8,860.0,675.4,917.1,435.4,813.1,523.3,634.9,960.2,379.1,481.9,462.2,270.3,1108.9,199.5,412.2,1088.0,90.0,340.6,362.4,379.0,418.4,576.6,1106.5,466.5,562.2,424.5,1003.9,785.8,444.3,779.7,484.6,824.7,249.3,446.4,449.1,490.8,322.6,461.4,768.0,400.0,307.9,536.5,127.6,807.2,310.0,1048.8,42.5,781.9,953.6,1119.6,450.8,1093.5,583.9,751.8,424.9,652.9,718.1,808.5,439.9,1162.0,550.4,356.1,816.2,551.4,553.7,949.6,1163.7,0.0,785.7,388.9,387.8,498.8,301.2,258.8,775.2,1170.5
YL,148.3,813.4,705.2,842.8,418.7,590.5,309.0,726.5,103.9,495.0,437.3,626.9,533.7,207.2,722.7,609.4,341.4,717.2,567.6,546.0,460.1,795.5,529.3,470.2,555.5,768.3,237.4,640.5,400.7,324.7,567.9,538.1,633.8,584.6,272.8,470.0,362.1,407.3,200.1,880.4,417.4,643.3,237.9,615.5,246.0,587.8,572.5,714.5,622.9,528.8,776.2,343.2,456.3,621.1,707.2,313.5,719.7,515.5,202.0,480.9,658.4,472.8,120.9,1354.0,493.3,133.9,245.7,604.4,281.0,904.1,557.8,520.1,795.3,429.7,798.9,399.3,408.8,846.0,865.6,560.9,555.6,548.9,311.8,427.3,468.6,638.1,552.7,677.8,861.7,364.9,837.6,542.5,508.1,774.3,459.8,507.0,619.0,473.7,436.4,617.7,457.9,565.1,458.3,883.6,865.1,533.9,369.6,819.2,839.8,274.4,440.4,371.4,414.3,319.1,809.7,482.8,586.3,776.0,488.5,453.3,482.8,297.2,881.1,477.9,627.3,611.6,441.0,484.5,776.6,0.0,446.8,518.3,436.3,525.1,567.7,249.4,682.7
YM,472.7,428.4,321.1,438.7,743.1,623.2,239.2,279.6,337.6,48.1,311.0,180.0,664.0,531.6,305.4,256.6,665.8,313.1,120.7,99.1,13.2,466.2,446.9,794.6,299.3,383.3,281.4,236.4,274.4,368.7,304.3,718.9,186.9,321.0,597.2,138.9,276.7,201.1,524.5,463.1,109.2,226.0,562.3,231.4,570.4,620.5,566.5,329.5,639.1,81.9,372.1,667.6,780.7,357.5,781.2,637.9,272.8,682.0,526.4,805.3,254.3,551.8,320.6,949.9,46.4,458.3,200.3,637.1,605.4,500.0,173.7,77.9,391.2,754.1,381.6,135.7,733.2,428.7,461.5,156.8,292.0,466.5,355.8,751.7,143.5,254.0,472.6,695.7,463.0,121.3,390.7,95.6,516.5,370.2,196.2,64.8,538.9,370.7,164.5,633.9,11.0,205.8,214.7,466.3,418.2,303.6,694.0,401.9,392.9,598.8,764.8,127.8,738.7,363.1,362.8,29.3,619.0,329.1,766.1,189.7,807.2,227.4,477.0,802.3,243.2,164.7,765.4,808.9,359.3,430.9,0.0,435.9,175.8,312.4,123.3,420.4,862.3
YP,532.4,775.9,667.7,513.6,802.8,462.2,412.7,724.7,397.3,493.2,541.0,625.1,503.0,591.3,319.1,571.9,725.5,431.7,565.8,544.2,458.3,758.0,10.9,854.3,151.9,730.8,262.8,355.0,504.4,294.4,248.6,557.9,632.0,265.3,656.9,450.2,254.7,442.9,584.2,476.8,415.6,239.7,622.0,578.0,630.1,459.5,913.1,677.0,478.1,527.0,447.0,727.3,840.4,281.8,1091.3,697.6,717.9,521.0,586.1,736.3,372.9,856.9,380.3,981.6,491.5,518.0,349.4,476.1,665.1,574.9,520.3,518.3,466.1,813.8,395.3,298.7,792.9,442.4,536.4,400.8,199.3,30.5,281.5,811.4,385.3,600.6,76.4,1042.3,824.2,345.1,835.8,540.7,863.1,445.1,332.9,505.2,132.8,70.1,416.6,472.9,456.1,215.0,438.5,480.0,863.3,130.3,753.7,415.6,838.0,658.5,824.5,351.6,798.4,288.8,807.9,481.0,458.0,774.2,605.1,326.4,866.9,400.9,551.9,612.8,589.8,609.8,825.1,868.6,373.0,490.6,445.0,0.0,417.6,121.5,297.2,480.1,1066.8
YW,458.3,541.4,433.2,570.8,728.7,635.1,111.1,454.5,323.2,223.0,162.3,354.9,675.9,517.2,437.5,337.4,651.4,445.2,295.6,274.0,188.1,523.5,438.5,780.2,351.3,496.3,267.0,368.5,125.7,354.3,295.9,730.8,361.8,312.6,582.8,198.0,288.6,25.2,510.1,595.2,145.4,358.1,547.9,343.5,556.0,632.4,678.6,442.5,651.0,256.8,504.2,653.2,766.3,349.1,893.3,623.5,447.7,693.9,512.0,790.9,386.4,663.9,306.2,1082.0,221.3,443.9,185.9,649.0,591.0,632.1,285.8,248.1,523.3,739.7,513.7,127.3,718.8,560.8,593.6,288.9,283.6,458.1,341.4,737.3,32.2,366.1,464.2,807.8,589.7,92.9,565.6,270.5,628.6,502.3,187.8,235.0,530.5,362.3,164.4,645.8,185.9,293.1,186.3,598.4,593.1,295.2,679.6,534.0,567.8,584.4,750.4,99.4,724.3,348.7,537.7,210.8,630.9,504.0,798.5,181.3,792.8,122.9,609.1,787.9,355.3,339.6,751.0,794.5,491.4,416.5,174.8,427.5,0.0,304.0,295.7,406.0,974.4
ZA,563.1,657.1,548.9,408.9,833.5,492.9,359.4,603.1,428.0,371.4,431.2,503.5,533.7,622.0,214.4,453.1,756.2,327.0,444.2,422.6,336.7,637.7,134.4,885.0,47.2,612.0,292.8,250.3,394.6,325.1,127.0,588.6,510.4,143.7,687.6,328.6,285.4,321.3,614.9,372.1,294.0,135.0,652.7,459.2,660.8,490.2,794.3,558.2,508.8,405.4,342.3,758.0,871.1,160.2,1009.0,728.3,596.3,551.7,616.8,767.0,268.2,779.6,411.0,876.9,369.9,548.7,320.5,506.8,695.8,470.2,401.5,396.7,361.4,844.5,290.6,177.1,823.6,337.7,431.7,282.0,77.7,154.0,312.2,842.1,263.7,481.8,160.1,923.5,705.4,223.5,714.2,419.1,744.3,340.4,211.3,383.6,226.4,58.2,295.0,503.6,334.5,93.4,316.9,375.3,741.7,8.7,784.4,310.9,716.4,689.2,855.2,230.0,829.1,319.5,686.3,359.4,488.7,652.6,635.8,204.8,897.6,347.6,447.2,643.5,471.0,488.2,855.8,899.3,268.3,521.3,323.4,123.4,296.0,0.0,178.4,510.8,1090.1
ZH,536.8,478.6,370.4,315.3,807.2,558.1,303.3,409.7,401.7,178.2,375.1,310.1,615.8,595.7,182.0,274.6,729.9,189.7,250.8,229.2,143.3,460.7,299.9,858.7,175.9,433.5,345.5,113.0,338.5,432.8,205.2,670.7,317.0,221.9,661.3,188.2,340.8,265.2,588.6,339.7,171.9,102.6,626.4,280.7,634.5,560.8,615.8,379.7,703.2,212.0,248.7,731.7,844.8,238.4,830.5,702.0,402.9,633.8,590.5,869.4,130.9,601.1,384.7,826.5,176.5,522.4,264.4,544.3,669.5,376.6,223.0,203.3,267.8,818.2,258.2,199.8,797.3,305.3,338.1,103.5,155.9,319.5,419.9,815.8,207.6,303.3,325.6,745.0,526.9,185.4,520.8,225.7,565.8,246.8,260.3,190.2,391.9,223.7,202.5,698.0,141.1,82.4,277.6,342.9,548.3,156.6,758.1,278.5,523.0,662.9,828.9,191.9,802.8,427.2,492.9,166.0,562.3,459.2,717.9,253.8,871.3,291.5,353.6,725.6,292.5,294.8,829.5,873.0,235.9,495.0,130.0,288.9,239.9,165.4,0.0,484.5,911.6
ZJ,275.4,767.1,658.9,796.5,545.8,560.7,262.7,680.2,140.3,448.7,391.0,580.6,601.5,334.3,676.4,563.1,468.5,670.9,521.3,499.7,411.6,747.3,483.0,597.3,509.2,722.0,192.8,594.2,354.4,278.4,521.6,665.2,587.5,538.3,399.9,423.7,315.8,361.0,327.2,834.1,371.1,597.0,365.0,569.2,373.1,558.0,699.6,668.2,576.6,482.5,729.9,470.3,583.4,574.8,834.3,440.6,673.4,642.6,329.1,608.0,612.1,599.9,123.3,1307.7,447.0,261.0,199.4,574.6,408.1,857.8,511.5,473.8,749.0,556.8,752.6,353.0,535.9,799.7,819.3,514.6,509.3,502.6,265.5,554.4,422.3,591.8,506.4,804.9,815.4,318.6,791.3,496.2,635.2,728.0,413.5,460.7,572.7,427.4,390.1,571.4,411.6,518.8,412.0,837.3,818.8,487.6,496.7,772.9,793.5,401.5,567.5,325.1,541.4,272.8,763.4,436.5,556.5,729.7,615.6,407.0,609.9,250.9,834.8,605.0,581.0,565.3,568.1,611.6,730.3,233.6,400.5,472.0,390.0,478.8,521.4,0.0,809.8
ZK,504.5,851.6,741.1,1228.8,578.6,612.1,844.1,935.2,639.0,899.5,972.4,945.6,555.3,524.3,1095.5,794.3,501.3,1103.2,930.6,950.5,864.6,650.9,1064.4,702.3,1090.6,732.8,772.5,1026.5,935.8,859.8,1103.0,577.7,934.6,1119.7,432.7,895.4,897.2,942.4,517.2,1253.2,952.5,1016.1,470.0,632.2,623.4,609.4,400.5,784.3,664.3,933.3,1162.2,312.2,616.2,1156.2,81.0,473.4,942.0,537.1,579.4,640.8,1044.4,300.8,656.0,1740.0,897.8,583.9,780.8,626.0,440.9,1290.1,742.7,924.6,1181.3,661.8,1171.7,934.4,640.9,1218.8,1251.6,946.9,1090.7,1084.0,846.9,659.4,1003.7,843.0,1087.8,157.7,757.3,900.0,936.6,947.0,336.1,1160.3,994.9,911.5,1154.1,1008.8,971.5,659.1,862.4,995.9,993.4,1256.4,795.0,1069.0,529.5,1192.0,861.8,475.9,217.9,906.5,646.4,854.2,898.0,887.3,607.9,885.7,528.1,988.4,308.3,832.3,1267.1,517.5,832.2,1016.1,600.9,264.1,1149.4,660.3,851.3,1053.4,971.4,1060.2,913.4,784.5,0.0
