from_stop,AO,AR,AS,AT,AW,AX,AY,BB,BD,BG,BH,BT,BW,CB,CK,CW,CZ,DI,DQ,DX,DZ,EA,EE,EG,EK,EO,ER,EU,EY,FA,FI,FM,FR,FS,FZ,GD,GG,GI,GJ,GM,HB,HI,HJ,HO,HR,HV,HW,HZ,IB,IC,IG,IL,IS,IX,JA,JB,JJ,JO,JQ,JU,JW,KH,KM,KR,KU,LG,LH,LI,LK,LM,LN,LU,LW,MF,MH,MV,MW,ND,NH,NN,NQ,NU,OC,OE,OK,ON,OT,OX,OY,OZ,PC,PE,PF,PP,PX,QA,QI,QN,QQ,QT,QX,QY,RB,RE,RJ,RL,RM,RP,RY,SG,SL,SW,SZ,TA,TD,TG,TI,TQ,TS,TU,TY,UB,UD,UE,UH,UJ,UO,UR,US,UU,VF,VQ,WA,WH,WJ,WS,WW,WX,XA,XJ,XY,YH,YJ,YN,ZA,ZE,ZF,ZQ,ZU,ZX
RY,632.9,400.1,444.0,931.9,322.4,84.8,75.6,505.1,598.3,895.1,329.3,789.3,454.7,624.3,281.5,305.8,336.2,707.4,409.0,306.8,643.5,240.6,88.8,794.8,311.6,793.3,798.2,750.4,379.8,632.9,279.7,870.8,404.4,146.8,387.1,111.2,658.6,251.7,305.8,332.4,491.6,622.0,347.1,124.2,554.2,415.8,427.4,491.7,446.8,841.9,371.0,445.3,176.2,223.8,731.5,214.7,635.1,764.3,511.3,376.3,306.5,544.9,316.8,808.8,598.0,374.5,397.2,943.7,383.9,757.7,388.0,380.5,294.0,698.6,623.6,598.9,717.5,444.0,458.0,341.3,896.8,473.7,543.8,435.4,484.8,717.3,749.7,729.0,341.6,659.9,230.0,256.6,656.0,853.1,445.9,353.5,423.6,182.1,570.6,41.2,457.5,742.7,410.5,362.1,2527.9,217.3,568.1,292.6,0.0,582.2,395.7,414.8,217.5,1067.5,779.5,329.2,117.6,473.6,581.4,522.3,633.8,673.5,375.6,435.2,507.7,573.2,222.4,299.9,719.7,354.1,384.2,522.3,455.3,745.2,257.3,866.5,660.4,335.8,540.3,488.5,386.4,773.0,570.7,782.8,156.7,603.1,26.3,449.8,764.5,299.7
SG,568.7,546.1,687.6,349.6,723.1,591.4,582.2,538.9,232.9,312.8,730.0,406.9,504.0,529.0,682.2,451.8,326.6,384.9,555.0,707.5,579.3,412.8,559.5,212.5,712.3,435.9,215.9,385.0,780.5,267.5,425.7,288.5,550.4,547.5,787.8,500.1,434.7,689.7,706.5,478.4,637.6,256.6,747.8,574.1,485.8,816.5,828.1,284.9,549.2,259.6,537.0,846.0,576.9,624.5,149.2,615.4,493.6,474.6,545.1,636.5,707.2,411.6,577.0,519.1,232.6,775.2,797.9,361.4,196.5,175.4,648.2,781.2,285.5,116.3,41.3,494.9,590.6,844.7,858.7,742.0,314.5,619.7,38.3,581.4,627.9,512.4,345.0,364.1,507.6,453.1,363.8,510.1,538.3,270.8,846.6,754.2,569.6,620.1,178.4,578.8,155.5,423.7,556.5,528.1,2151.4,655.3,714.1,438.6,608.9,0.0,541.7,560.8,655.5,485.2,371.2,729.9,580.7,619.6,190.9,315.5,427.0,546.6,776.3,806.4,681.0,366.4,623.1,700.6,466.0,520.1,530.2,923.0,856.0,522.0,658.0,284.2,533.5,736.5,333.5,123.1,321.6,190.7,437.1,200.5,557.4,396.3,594.2,850.5,329.1,279.8
SL,670.2,4.3,489.4,899.7,524.9,393.2,384.0,272.0,566.1,862.9,531.8,826.6,221.6,661.6,484.0,98.2,304.0,744.7,175.9,509.3,680.8,175.0,361.3,762.6,514.1,560.2,766.0,605.8,582.3,600.7,124.2,752.6,19.1,349.3,589.6,301.9,695.9,473.5,508.3,99.3,106.3,589.8,549.6,357.9,321.1,618.3,629.9,458.4,213.7,809.7,320.8,647.8,378.7,426.3,699.3,417.2,402.0,801.6,278.2,438.3,509.0,311.8,378.8,846.1,565.8,577.0,599.7,911.5,351.7,725.5,450.0,583.0,261.8,666.4,591.4,636.2,754.8,646.5,660.5,543.8,864.6,240.6,511.6,202.3,99.5,484.2,787.0,766.3,291.4,439.1,197.8,293.9,693.3,770.3,648.4,556.0,38.3,403.9,538.4,380.6,425.3,780.0,25.2,311.9,2565.2,439.1,182.8,111.4,410.7,550.0,0.0,29.5,439.3,1035.3,816.8,531.7,364.5,88.3,549.2,407.2,453.4,710.8,578.1,608.2,482.8,357.0,424.9,502.4,757.0,303.9,11.4,724.8,657.8,512.1,459.8,834.3,697.7,538.3,389.7,456.3,354.2,740.8,337.6,750.6,359.2,439.4,440.6,652.3,801.8,267.5
SW,679.3,43.9,498.5,908.8,534.0,402.3,393.1,281.1,575.2,872.0,540.9,835.7,230.7,670.7,493.1,107.3,313.1,753.8,185.0,518.4,689.9,184.1,370.4,771.7,523.2,569.3,775.1,614.9,591.4,609.8,133.3,761.7,10.4,358.4,598.7,311.0,705.0,482.6,517.4,108.4,76.7,598.9,558.7,367.0,330.2,627.4,639.0,467.5,222.8,818.8,329.9,656.9,387.8,435.4,708.4,426.3,411.1,810.7,287.3,447.4,518.1,320.9,387.9,855.2,574.9,586.1,608.8,920.6,360.8,734.6,459.1,592.1,270.9,675.5,600.5,645.3,763.9,655.6,669.6,552.9,873.7,249.7,520.7,211.4,69.9,493.3,796.1,775.4,300.5,448.2,206.9,303.0,702.4,779.4,657.5,565.1,8.7,413.0,547.5,389.7,434.4,789.1,4.3,321.0,2574.3,448.2,153.2,120.5,419.8,559.1,39.5,0.0,448.4,1044.4,825.9,540.8,373.6,58.7,558.3,416.3,462.5,719.9,587.2,617.3,491.9,366.1,434.0,511.5,766.1,313.0,20.5,733.9,666.9,521.2,468.9,843.4,706.8,547.4,398.8,465.4,363.3,749.9,346.7,759.7,368.3,448.5,449.7,661.4,810.9,276.6
SZ,604.8,465.4,628.8,1015.2,507.2,235.1,246.4,570.4,681.6,920.5,514.1,761.2,520.0,596.2,466.3,371.1,419.5,679.3,474.3,491.6,615.4,332.1,271.4,878.1,496.4,858.6,881.5,833.7,564.6,716.2,345.0,954.1,469.7,331.6,566.5,296.0,630.5,34.1,490.6,397.7,556.9,705.3,531.9,128.0,619.5,519.1,530.7,575.0,512.1,925.2,358.1,630.1,361.0,408.6,814.8,399.5,700.4,736.2,576.6,561.1,491.3,610.2,501.6,780.7,681.3,559.3,500.5,1027.0,467.2,841.0,572.8,495.0,377.3,781.9,706.9,570.8,689.4,557.6,642.8,526.1,867.2,539.0,627.1,500.7,550.1,782.6,721.6,700.9,329.1,737.5,313.3,228.5,627.9,936.4,630.7,468.0,488.9,35.3,653.9,226.0,540.8,714.6,475.8,349.2,2499.8,63.5,633.4,357.9,245.8,665.5,461.0,480.1,0.0,1150.8,751.4,514.0,134.6,538.9,664.7,605.6,751.8,645.4,560.4,477.2,692.5,655.4,407.2,484.7,691.6,341.2,449.5,707.1,640.1,810.5,442.1,949.8,632.3,520.6,623.6,571.8,469.7,856.3,636.0,866.1,341.5,686.4,210.7,634.6,736.4,383.0
TA,776.5,1125.9,1267.4,567.7,1302.9,1242.6,1253.9,1118.7,812.7,712.2,1309.8,806.3,1083.8,726.9,1262.0,1031.6,906.4,775.5,1134.8,1287.3,787.1,992.6,1139.3,460.7,1292.1,857.7,615.3,809.9,1360.3,847.3,1005.5,664.2,1130.2,1127.3,1367.6,1079.9,726.7,1251.1,1286.3,1058.2,1217.4,836.4,1327.6,1135.5,1065.6,1396.3,1407.9,864.7,1129.0,464.8,1181.1,1425.8,1156.7,1204.3,524.9,1195.2,1073.4,655.9,1124.9,1216.3,1287.0,991.4,1156.8,700.4,812.4,1355.0,1377.7,566.6,776.3,683.6,1228.0,1361.0,865.3,492.0,538.8,692.8,841.7,1424.5,1438.5,1321.8,713.9,1199.5,618.1,1161.2,1210.6,934.2,744.4,763.5,1152.1,1032.9,943.6,999.9,719.6,646.5,1426.4,1334.0,1149.4,1181.5,758.2,1233.5,735.3,810.8,1136.3,1172.2,2269.1,1216.7,1293.9,1018.4,1253.3,579.7,1121.5,1140.6,1216.9,0.0,770.6,1309.7,1142.1,1199.4,770.7,895.3,1006.8,797.7,1356.1,1484.7,1260.8,946.2,1202.9,1280.4,647.3,1164.2,1110.0,1502.8,1435.8,943.8,1237.8,639.6,784.6,1316.3,913.3,702.9,901.4,545.5,1016.9,577.6,1137.2,976.1,1218.2,1430.3,728.5,859.6
TD,264.5,776.4,935.9,329.7,971.4,730.6,741.9,881.4,605.0,216.1,978.3,35.6,831.0,224.8,930.5,682.1,698.7,80.7,785.3,955.8,275.1,643.1,766.9,420.1,960.6,689.6,141.9,641.8,1028.8,639.6,656.0,496.1,780.7,795.8,1062.0,791.5,130.5,739.1,954.8,708.7,867.9,628.7,996.1,623.5,857.9,1014.6,1026.2,657.0,823.1,467.2,669.1,1094.3,825.2,872.8,356.8,863.7,865.7,350.3,887.6,884.8,955.5,783.7,825.3,394.8,604.7,1023.5,996.0,569.0,568.6,264.3,896.5,990.5,659.2,323.9,331.1,190.7,286.4,1053.1,1107.0,990.3,162.8,850.0,410.4,811.7,858.2,766.1,40.8,59.9,640.1,825.2,624.3,487.9,242.0,478.4,1094.9,960.9,799.9,669.5,550.5,721.5,527.6,82.2,786.8,658.8,2113.9,704.7,944.4,668.9,741.3,372.0,772.0,791.1,704.9,692.8,0.0,978.2,630.1,849.9,563.0,687.6,799.1,242.4,1024.6,972.7,929.3,738.5,871.4,948.9,305.7,652.2,760.5,1171.3,1104.3,775.7,906.3,264.3,229.3,984.8,705.6,495.2,693.7,398.3,809.2,180.6,805.7,768.4,706.2,1098.8,32.0,664.9
TG,846.0,525.7,164.0,1057.5,240.7,353.0,343.8,630.7,723.9,1020.7,49.3,1002.4,580.3,837.4,38.9,431.4,461.8,920.5,534.6,61.2,856.6,366.2,321.1,920.4,56.4,918.9,923.8,876.0,226.5,758.5,405.3,996.4,530.0,188.2,233.8,236.8,871.7,524.5,309.8,458.0,617.2,747.6,102.5,397.0,679.8,262.5,274.1,617.3,572.4,967.5,496.6,268.1,244.4,112.0,857.1,218.7,760.7,977.4,636.9,221.4,251.7,670.5,272.5,1021.9,723.6,45.2,243.9,1069.3,509.5,883.3,205.3,227.2,419.6,824.2,749.2,812.0,930.6,290.7,178.0,188.0,1022.4,599.3,669.4,561.0,610.4,842.9,962.8,942.1,467.2,785.5,355.6,469.7,869.1,978.7,165.9,200.2,549.2,454.9,696.2,283.7,583.1,955.8,536.1,487.7,2741.0,490.1,693.7,418.2,313.8,707.8,521.3,540.4,490.3,1193.1,1079.1,0.0,390.4,599.2,707.0,647.9,759.4,886.6,85.1,252.4,227.7,698.8,226.4,68.1,932.8,479.7,509.8,345.1,278.1,870.8,68.3,992.1,873.5,182.5,665.9,614.1,512.0,898.6,696.3,908.4,178.1,728.7,299.1,159.3,1037.0,425.3
TI,515.2,375.8,494.1,925.6,372.5,100.4,111.7,480.8,592.0,830.9,379.4,671.6,430.4,506.6,331.6,281.5,329.9,589.7,384.7,356.9,525.8,242.5,136.7,788.5,361.7,769.0,791.9,744.1,429.9,626.6,255.4,864.5,380.1,196.9,431.8,161.3,540.9,134.0,355.9,308.1,467.3,615.7,397.2,6.5,529.9,384.4,396.0,485.4,422.5,835.6,268.5,495.4,226.3,273.9,725.2,264.8,610.8,646.6,487.0,426.4,356.6,520.6,366.9,691.1,591.7,424.6,365.8,937.4,377.6,751.4,438.1,360.3,287.7,692.3,617.3,481.2,599.8,422.9,508.1,391.4,777.6,449.4,537.5,411.1,460.5,693.0,632.0,611.3,239.5,647.9,223.7,138.9,538.3,846.8,496.0,333.3,399.3,64.4,564.3,91.3,451.2,625.0,386.2,259.6,2410.2,99.6,543.8,268.3,111.1,575.9,371.4,390.5,99.8,1061.2,661.8,379.3,0.0,449.3,575.1,516.0,662.2,555.8,425.7,342.5,557.8,565.8,272.5,350.0,602.0,251.6,359.9,572.4,505.4,720.9,307.4,860.2,542.7,385.9,534.0,482.2,380.1,766.7,546.4,776.5,206.8,596.8,76.0,499.9,646.8,293.4
TQ,728.1,92.7,547.3,957.6,582.8,451.1,441.9,329.9,624.0,920.8,589.7,884.5,279.5,719.5,541.9,156.1,361.9,802.6,233.8,567.2,738.7,232.9,419.2,820.5,572.0,618.1,823.9,663.7,640.2,658.6,182.1,810.5,59.1,407.2,647.5,359.8,753.8,531.4,566.2,157.2,35.4,647.7,607.5,415.8,379.0,676.2,687.8,516.3,271.6,867.6,378.7,705.7,436.6,484.2,757.2,475.1,459.9,859.5,336.1,496.2,566.9,369.7,436.7,904.0,623.7,634.9,657.6,969.4,409.6,783.4,507.9,640.9,319.7,724.3,649.3,694.1,812.7,704.4,718.4,601.7,922.5,298.5,569.5,260.2,11.1,542.1,844.9,824.2,349.3,497.0,255.7,351.8,751.2,828.2,706.3,613.9,39.9,461.8,596.3,438.5,483.2,837.9,53.0,369.8,2623.1,497.0,94.4,169.3,468.6,607.9,88.3,48.7,497.2,1093.2,874.7,589.6,422.4,0.0,607.1,465.1,511.3,768.7,636.0,666.1,540.7,414.9,482.8,560.3,814.9,361.8,69.3,782.7,715.7,570.0,517.7,892.2,755.6,596.2,447.6,514.2,412.1,798.7,395.5,808.5,417.1,497.3,498.5,710.2,859.7,325.4
TS,770.3,537.6,679.1,551.2,714.6,582.9,573.7,530.4,76.1,514.4,721.5,608.5,495.5,730.6,673.7,443.3,318.1,586.5,546.5,699.0,780.9,404.3,551.0,414.1,703.8,255.5,417.5,204.6,772.0,87.1,417.2,351.4,541.9,539.0,779.3,491.6,636.3,681.2,698.0,469.9,629.1,76.2,739.3,565.6,477.3,808.0,819.6,276.4,540.7,461.2,528.5,837.5,568.4,616.0,350.8,606.9,485.1,676.2,536.6,628.0,698.7,403.1,568.5,720.7,52.2,766.7,789.4,563.0,188.0,377.0,639.7,772.7,277.0,317.9,242.9,696.5,792.2,836.2,850.2,733.5,516.1,611.2,163.1,572.9,622.3,332.0,546.6,565.7,499.1,444.6,355.3,501.6,739.9,369.1,838.1,745.7,561.1,611.6,12.4,570.3,147.0,625.3,548.0,519.6,2353.0,646.8,705.6,430.1,600.4,201.5,533.2,552.3,647.0,686.8,572.8,721.4,572.2,611.1,0.0,307.0,418.5,748.2,767.8,797.9,672.5,357.9,614.6,692.1,667.6,511.6,521.7,914.5,847.5,341.6,649.5,485.8,735.1,728.0,325.0,102.8,313.1,392.3,428.6,402.1,548.9,387.8,585.7,842.0,530.7,271.3
TU,740.5,468.7,610.2,667.7,645.7,514.0,504.8,223.3,334.1,630.9,652.6,725.0,188.4,731.9,604.8,374.4,249.2,703.0,287.9,630.1,751.1,335.4,482.1,530.6,634.9,409.3,534.0,454.9,703.1,368.7,348.3,601.7,473.0,470.1,710.4,422.7,752.8,612.3,629.1,328.9,560.2,357.8,670.4,496.7,170.2,739.1,750.7,51.1,233.6,577.7,459.6,768.6,499.5,547.1,467.3,538.0,178.0,792.7,229.5,559.1,629.8,96.0,499.6,837.2,333.8,697.8,720.5,679.5,119.1,493.5,570.8,703.8,208.1,434.4,355.6,706.5,908.7,767.3,781.3,664.6,632.6,350.3,279.6,304.4,550.5,333.3,663.1,682.2,430.2,137.5,286.4,432.7,763.6,619.4,769.2,674.2,492.2,542.7,306.4,501.4,193.3,741.8,479.1,449.3,2469.5,577.9,636.7,361.2,531.5,318.0,464.3,483.4,578.1,803.3,689.3,652.5,503.3,542.2,317.2,0.0,111.4,864.7,698.9,729.0,603.6,50.8,545.7,623.2,784.1,442.7,452.8,845.6,778.6,361.2,580.6,602.3,851.6,659.1,17.9,224.3,244.2,508.8,121.5,518.6,480.0,80.7,516.8,773.1,647.2,202.4
TY,848.6,483.8,718.3,775.8,753.8,622.1,612.9,262.8,442.2,739.0,760.7,833.1,227.9,840.0,712.9,395.0,357.3,811.1,327.4,738.2,859.2,443.5,590.2,638.7,743.0,448.8,642.1,494.4,811.2,476.8,456.4,641.2,488.1,578.2,818.5,530.8,860.9,720.4,737.2,368.4,575.3,465.9,778.5,604.8,209.7,847.2,858.8,159.2,273.1,685.8,567.7,876.7,607.6,655.2,575.4,646.1,66.5,900.8,269.0,667.2,737.9,135.5,607.7,945.3,441.9,805.9,828.6,787.6,227.2,601.6,678.9,811.9,316.2,542.5,467.5,814.6,1016.8,875.4,889.4,772.7,740.7,389.8,387.7,343.9,568.5,372.8,771.2,790.3,538.3,77.9,394.5,540.8,871.7,658.9,877.3,784.9,507.3,650.8,414.5,609.5,301.4,849.9,494.2,557.4,2577.6,686.0,651.8,408.2,639.6,426.1,479.4,498.5,686.2,911.4,797.4,760.6,611.4,557.3,425.3,108.0,0.0,972.8,807.0,837.1,711.7,90.3,653.8,731.3,892.2,550.8,467.9,953.7,886.7,400.7,688.7,710.4,959.7,767.2,90.5,332.4,352.3,616.9,130.9,626.7,588.1,40.4,624.9,881.2,755.3,310.5
UB,143.6,655.5,815.0,533.9,850.5,609.7,621.0,760.5,809.2,420.3,857.4,261.0,710.1,135.6,809.6,561.2,580.5,179.1,664.4,834.9,154.2,522.2,646.0,624.3,839.7,893.8,346.1,846.0,907.9,843.8,535.1,700.3,659.8,674.9,941.1,670.6,130.3,618.2,833.9,587.8,747.0,832.9,875.2,502.6,809.6,893.7,905.3,736.0,702.2,671.4,548.2,973.4,704.3,751.9,561.0,742.8,890.5,275.6,766.7,763.9,834.6,800.3,704.4,320.1,808.9,902.6,875.1,773.2,628.2,468.5,775.6,869.6,538.3,528.1,535.3,110.2,42.8,932.2,986.1,869.4,367.0,729.1,614.6,690.8,740.2,972.7,221.4,200.7,519.2,927.6,503.4,367.0,167.3,682.6,974.0,842.6,679.0,548.6,754.7,600.6,701.8,214.4,665.9,539.3,2039.2,583.8,823.5,548.0,620.4,576.2,651.1,670.2,584.0,688.7,251.2,857.3,509.2,729.0,767.2,766.6,878.1,0.0,903.7,851.8,808.4,845.5,750.5,828.0,231.0,531.3,639.6,1050.4,983.4,1000.6,785.4,468.5,13.0,863.9,784.6,699.4,630.7,602.5,826.1,384.8,684.8,847.4,585.3,977.9,236.2,544.0
UD,887.7,567.4,259.2,1099.2,282.4,394.7,385.5,672.4,765.6,1062.4,144.5,1044.1,622.0,879.1,122.1,473.1,503.5,962.2,576.3,58.7,898.3,407.9,362.8,962.1,53.9,960.6,965.5,917.7,225.3,800.2,447.0,1038.1,571.7,229.9,232.6,278.5,913.4,566.2,351.5,499.7,658.9,789.3,167.7,438.7,721.5,261.3,272.9,659.0,614.1,1009.2,538.3,182.9,286.1,153.7,898.8,260.4,802.4,1019.1,678.6,316.6,293.4,712.2,367.7,1063.6,765.3,145.7,242.7,1111.0,551.2,925.0,300.5,226.0,461.3,865.9,787.1,853.7,972.3,289.5,186.5,186.8,1064.1,641.0,711.1,602.7,649.2,884.6,1004.5,983.8,508.9,827.2,397.3,511.4,910.8,1020.4,198.0,196.4,590.9,496.6,737.9,325.4,624.8,997.5,577.8,528.0,2782.7,531.8,735.4,459.9,355.5,749.5,563.0,582.1,532.0,1234.8,1120.8,95.1,432.1,640.9,748.7,689.6,801.1,928.3,0.0,251.2,322.9,740.5,268.1,65.6,974.5,521.4,551.5,259.9,192.9,912.5,151.4,1033.8,915.2,181.3,707.6,655.8,553.7,940.3,738.0,950.1,219.8,770.4,340.8,74.1,1078.7,467.0
UE,895.0,574.7,359.7,1106.5,289.7,402.0,392.8,679.7,772.9,1069.7,245.0,1051.4,629.3,886.4,197.2,480.4,510.8,969.5,583.6,179.6,905.6,415.2,370.1,969.4,184.4,967.9,972.8,925.0,192.1,807.5,454.3,1045.4,579.0,237.2,176.1,285.8,920.7,498.7,358.8,507.0,666.2,796.6,262.8,371.2,728.8,128.7,140.3,666.3,621.4,1016.5,545.6,257.6,293.4,161.0,906.1,267.7,809.7,1026.4,685.9,417.1,300.7,719.5,468.2,1070.9,772.6,290.2,110.1,1118.3,558.5,932.3,401.0,90.5,468.6,873.2,798.2,861.0,979.6,80.3,365.1,153.6,1071.4,648.3,718.4,610.0,659.4,891.9,1011.8,991.1,516.2,834.5,404.6,518.7,918.1,1027.7,361.6,77.6,598.2,429.1,745.2,332.7,632.1,1004.8,585.1,536.7,2695.5,464.3,742.7,467.2,362.8,756.8,570.3,589.4,464.5,1242.1,1128.1,240.9,364.6,648.2,756.0,696.9,808.4,935.6,248.4,0.0,423.4,747.8,275.4,172.7,981.8,528.7,558.8,334.6,267.6,919.8,173.0,1041.1,922.5,148.1,714.9,663.1,561.0,947.6,745.3,957.4,227.1,777.7,348.1,322.6,1086.0,474.3
UH,776.5,456.2,73.6,988.0,469.2,392.7,383.5,561.2,654.4,951.2,208.3,932.9,510.8,767.9,267.4,361.9,392.3,851.0,465.1,309.0,787.1,296.7,360.8,850.9,304.2,849.4,854.3,806.5,455.0,689.0,335.8,926.9,460.5,316.1,462.3,268.7,802.2,579.8,475.1,388.5,547.7,678.1,331.0,464.2,610.3,491.0,502.6,547.8,502.9,898.0,427.1,442.3,345.5,340.5,787.6,384.0,691.2,907.9,567.4,181.9,475.8,601.0,122.4,952.4,654.1,293.0,472.4,999.8,440.0,813.8,170.4,455.7,350.1,754.7,675.9,742.5,861.1,519.2,273.5,416.5,952.9,529.8,599.9,491.5,538.0,773.4,893.3,872.6,397.7,716.0,286.1,400.2,799.6,909.2,261.4,426.1,479.7,510.2,626.7,347.4,513.6,886.3,466.6,416.8,2671.5,545.4,624.2,348.7,377.5,638.3,451.8,470.9,545.6,1123.6,1009.6,247.7,470.8,529.7,637.5,578.4,689.9,817.1,332.9,480.9,0.0,629.3,391.7,315.9,863.3,410.2,440.3,519.3,452.3,801.3,296.8,922.6,804.0,411.0,596.4,544.6,442.5,829.1,626.8,838.9,326.0,659.2,362.8,407.1,967.5,355.8
UJ,790.7,393.4,660.4,717.9,695.9,564.2,555.0,172.4,384.3,681.1,702.8,775.2,137.5,782.1,655.0,304.6,299.4,753.2,237.0,680.3,801.3,385.6,532.3,580.8,685.1,358.4,584.2,404.0,753.3,418.9,330.6,550.8,397.7,520.3,760.6,472.9,803.0,662.5,679.3,278.0,484.9,408.0,720.6,546.9,119.3,789.3,800.9,101.3,182.7,627.9,509.8,818.8,549.7,597.3,517.5,588.2,135.0,842.9,178.6,609.3,680.0,45.1,549.8,887.4,384.0,748.0,770.7,729.7,169.3,543.7,621.0,754.0,258.3,484.6,409.6,756.7,958.9,817.5,831.5,714.8,682.8,299.4,329.8,253.5,478.1,282.4,713.3,732.4,480.4,139.1,336.6,482.9,813.8,568.5,819.4,727.0,416.9,592.9,356.6,551.6,243.5,792.0,403.8,500.9,2519.7,628.1,561.4,317.8,581.7,368.2,389.0,408.1,628.3,853.5,739.5,702.7,553.5,466.9,367.4,50.1,113.0,914.9,749.1,779.2,653.8,0.0,595.9,673.4,834.3,492.9,377.5,895.8,828.8,310.3,630.8,652.5,901.8,709.3,32.6,274.5,294.4,559.0,70.6,568.8,530.2,82.3,567.0,823.3,697.4,252.6
UO,704.1,383.8,326.1,915.6,204.5,211.1,201.9,488.8,582.0,878.8,211.4,860.5,438.4,695.5,163.6,289.5,319.9,778.6,392.7,188.9,714.7,224.3,179.2,778.5,193.7,777.0,781.9,734.1,261.9,616.6,263.4,854.5,388.1,46.3,269.2,94.9,729.8,382.6,83.3,316.1,475.3,605.7,229.2,255.1,537.9,297.9,309.5,475.4,430.5,825.6,354.7,327.4,102.5,105.9,715.2,4.9,618.8,835.5,495.0,383.5,188.6,528.6,300.5,880.0,581.7,256.6,279.3,927.4,367.6,741.4,367.4,262.6,277.7,682.3,607.3,670.1,788.7,326.1,340.1,223.4,880.5,457.4,527.5,419.1,468.5,701.0,820.9,800.2,325.3,643.6,213.7,327.8,727.2,836.8,328.0,235.6,407.3,313.0,554.3,141.8,441.2,813.9,394.2,345.8,2599.1,348.2,551.8,276.3,171.9,565.9,379.4,398.5,348.4,1051.2,937.2,211.3,248.5,457.3,565.1,506.0,617.5,744.7,257.7,287.8,389.8,556.9,0.0,182.0,790.9,337.8,367.9,404.4,337.4,728.9,139.4,850.2,731.6,217.9,524.0,472.2,370.1,756.7,554.4,766.5,36.2,586.8,157.2,331.9,895.1,283.4
UR,822.0,501.7,232.2,1033.5,216.7,329.0,319.8,606.7,699.9,996.7,117.5,978.4,556.3,813.4,95.1,407.4,437.8,896.5,510.6,6.8,832.6,342.2,297.1,896.4,11.7,894.9,899.8,852.0,159.6,734.5,381.3,972.4,506.0,164.2,166.9,212.8,847.7,500.5,285.8,434.0,593.2,723.6,140.7,373.0,655.8,195.6,207.2,593.3,548.4,943.5,472.6,225.1,220.4,88.0,833.1,194.7,736.7,953.4,612.9,289.6,227.7,646.5,340.7,997.9,699.6,118.7,177.0,1045.3,485.5,859.3,273.5,160.3,395.6,800.2,725.2,788.0,906.6,223.8,246.2,121.1,998.4,575.3,645.4,537.0,586.4,818.9,938.8,918.1,443.2,761.5,331.6,445.7,845.1,954.7,234.1,133.3,525.2,430.9,672.2,259.7,559.1,931.8,512.1,463.7,2717.0,466.1,669.7,394.2,289.8,683.8,497.3,516.4,466.3,1169.1,1055.1,68.1,366.4,575.2,683.0,623.9,735.4,862.6,75.6,185.5,295.9,674.8,202.4,0.0,908.8,455.7,485.8,302.1,235.1,846.8,85.7,968.1,849.5,115.6,641.9,590.1,488.0,874.6,672.3,884.4,154.1,704.7,275.1,149.8,1013.0,401.3
US,229.5,741.4,900.9,403.2,936.4,695.6,706.9,846.4,742.5,430.4,943.3,310.4,796.0,179.9,895.5,647.1,666.4,228.5,750.3,920.8,240.1,608.1,731.9,557.6,925.6,827.1,333.5,779.3,993.8,777.1,621.0,633.6,745.7,760.8,1027.0,756.5,179.7,704.1,919.8,673.7,832.9,766.2,961.1,588.5,895.5,979.6,991.2,794.5,788.1,604.7,634.1,1059.3,790.2,837.8,494.3,828.7,976.4,128.6,852.6,849.8,920.5,886.2,790.3,173.1,742.2,988.5,961.0,706.5,714.1,401.8,861.5,955.5,624.2,461.4,468.6,145.8,294.7,1018.1,1072.0,955.3,416.4,815.0,547.9,776.7,823.2,903.6,270.8,250.1,605.1,962.7,589.3,452.9,172.6,615.9,1059.9,928.5,764.9,634.5,688.0,686.5,665.1,263.8,751.8,625.2,1892.2,669.7,909.4,633.9,706.3,509.5,737.0,756.1,669.9,541.7,300.6,943.2,595.1,814.9,700.5,825.1,936.6,250.7,989.6,937.7,894.3,876.0,836.4,913.9,0.0,617.2,725.5,1136.3,1069.3,913.2,871.3,305.8,237.6,949.8,843.1,632.7,716.6,535.8,912.0,295.8,770.7,905.9,671.2,1063.8,285.6,629.9
UU,561.1,339.0,498.5,888.8,628.0,355.9,367.2,444.0,555.2,852.0,634.9,717.5,393.6,552.5,587.1,244.7,293.1,635.6,347.9,612.4,571.7,205.7,392.2,751.7,617.2,732.2,755.1,707.3,685.4,589.8,218.6,827.7,343.3,452.4,687.3,416.8,586.8,364.4,611.4,271.3,430.5,578.9,652.7,248.8,493.1,639.9,651.5,448.6,385.7,798.8,93.1,750.9,481.8,529.4,688.4,520.3,574.0,692.5,450.2,447.4,612.1,483.8,387.9,737.0,554.9,680.1,621.3,900.6,340.8,714.6,459.1,615.8,250.9,655.5,580.5,527.1,645.7,678.4,763.6,646.9,853.7,412.6,500.7,374.3,423.7,656.2,677.9,657.2,202.7,611.1,186.9,184.8,584.2,810.0,751.5,588.8,362.5,294.8,527.5,346.8,414.4,670.9,349.4,7.9,2456.1,330.0,507.0,231.5,366.6,539.1,334.6,353.7,330.2,1024.4,707.7,634.8,255.4,412.5,538.3,479.2,625.4,601.7,681.2,598.0,491.9,529.0,528.0,605.5,647.9,0.0,323.1,827.9,760.9,684.1,562.9,823.4,588.6,641.4,497.2,445.4,343.3,729.9,509.6,739.7,462.3,560.0,331.5,755.4,692.7,256.6
