from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
QC,160.1,1058.7,220.0,961.6,1056.2,1172.7,265.5,556.3,1155.1,862.2,1045.8,188.2,1182.1,87.5,392.4,84.0,1182.7,966.2,1171.9,1176.9,208.0,87.6,813.2,542.3,1001.8,1100.1,54.4,544.2,1203.8,652.3,497.9,570.6,799.2,1226.7,342.2,1141.5,1234.3,1021.9,1177.1,1116.7,416.8,867.9,959.5,286.7,424.8,1198.1,1086.6,1163.6,123.2,1202.7,1136.7,781.3,189.4,1036.8,423.6,314.3,291.4,1173.8,1222.9,1193.0,59.0,625.2,863.1,1232.7,979.7,1045.4,1226.5,475.8,1240.2,486.4,1225.0,353.4,122.8,1163.8,1146.5,408.9,241.0,302.6,389.7,1170.5,242.4,1056.3,1163.7,1094.4,603.1,558.6,1070.3,541.7,448.2,292.4,1085.9,1063.2,650.3,541.6,138.4,959.9,404.9,465.6,414.0,240.5,110.5,356.5,1020.2,1210.6,1212.5,1125.1,381.9,1082.9,126.2,1177.2,0.0,391.7,1191.7,557.6,223.3,1024.8,1164.6,1171.7,319.4,1265.3,422.3,139.8,274.7,1216.4,598.5,663.8,270.9,892.6,453.6,736.2,451.9,1169.7,1163.0,529.7,1159.4,329.4,430.4,64.8,317.5,337.1,1166.0,545.7,447.2,281.9,495.0,255.2,98.7,1195.8,1217.5,785.2,1151.6,446.4,1243.3,295.3,1084.3,182.8,439.4,1211.5,461.0,258.9,854.9,1112.3,661.6,367.6,560.5,1234.9,381.6,557.7,1195.3,241.2,1186.2,281.5,284.3,483.1,1106.7,529.5,76.8,270.2,608.8
QD,391.6,1076.8,294.1,979.7,1074.3,1164.1,294.0,500.9,1173.2,880.3,1063.9,190.0,1200.2,274.0,128.0,315.5,1200.8,984.3,1163.3,1195.0,170.9,354.5,831.3,635.3,1053.4,1091.5,402.7,561.5,1221.9,758.3,288.3,663.6,817.3,1171.3,273.8,1159.6,1252.4,1040.0,1195.2,1108.1,239.8,886.0,977.6,518.2,566.4,1216.2,1104.7,1155.0,314.9,1220.8,1154.8,799.4,420.9,1054.9,194.2,545.8,149.0,1191.9,1241.0,1211.1,291.8,718.2,881.2,1250.8,986.7,1063.5,1244.6,493.1,1258.3,503.7,1243.1,262.3,354.3,1155.2,1164.6,477.4,472.5,376.7,347.1,1188.6,316.5,1074.4,1181.8,1085.8,547.7,651.6,1014.9,246.4,330.1,366.5,1077.3,1081.3,594.9,558.9,369.9,978.0,13.1,205.1,42.1,314.6,252.8,61.2,1036.5,915.3,1230.6,1143.2,229.9,1101.0,239.3,1156.0,348.2,0.0,1209.8,262.3,297.4,1042.9,1182.7,1189.8,550.9,1283.4,157.9,353.3,303.2,1234.5,691.5,368.5,502.4,910.7,81.7,680.8,386.4,1187.8,1181.1,254.7,1104.0,403.5,166.0,331.7,391.6,503.1,1184.1,490.3,223.6,356.0,439.6,486.7,312.2,1213.9,1235.6,803.3,1130.4,398.9,1261.4,526.8,1102.4,414.3,175.0,1229.6,209.6,333.0,873.0,1130.4,606.2,72.3,265.2,1253.0,557.2,650.7,1213.4,200.7,1204.3,355.6,358.4,435.6,1124.8,622.5,286.1,344.3,553.4
QE,1008.1,268.2,1262.3,220.1,518.1,449.0,1126.3,780.7,98.0,325.4,214.8,1164.6,125.0,1140.5,1207.1,1084.1,328.2,242.5,448.2,156.8,1184.4,1229.0,372.5,654.8,278.1,376.4,1262.2,742.4,217.1,683.9,934.4,626.5,386.5,474.2,1203.0,84.4,177.2,259.1,190.4,393.0,1103.3,372.8,421.4,1027.8,813.9,343.6,232.7,439.9,1176.2,130.9,150.6,520.4,1021.7,144.9,1143.8,918.3,1267.8,155.6,204.7,135.9,1151.3,708.6,407.8,175.6,428.6,507.3,154.7,927.3,183.1,800.5,153.2,1179.5,1087.9,440.1,89.4,879.9,1073.3,1336.0,1055.8,249.2,1284.7,202.4,255.5,370.7,679.3,677.8,316.4,1011.0,892.1,1334.7,362.2,209.3,607.3,719.0,1103.5,441.8,1224.6,1187.9,1233.7,1282.8,1163.5,1160.1,478.4,1440.7,155.4,138.4,1147.1,217.4,1179.2,453.5,1207.7,1211.4,0.0,1115.8,1265.6,763.9,265.6,19.9,997.5,255.5,1177.2,1159.3,1051.0,24.6,672.4,1118.2,937.6,294.2,1273.3,763.1,835.0,112.6,28.6,966.2,406.9,1371.7,1169.1,1206.2,1359.8,852.5,179.3,732.5,1185.4,1324.2,782.3,995.3,1102.3,124.0,297.4,524.3,427.9,908.3,196.3,910.7,176.8,1015.1,1237.6,19.7,1192.4,1301.2,482.1,258.4,596.0,1149.0,1074.8,177.8,906.6,639.4,245.6,1217.6,168.0,1323.8,1326.6,945.0,177.9,667.6,1187.8,1312.5,655.5
QF,609.2,976.8,588.3,879.7,974.3,1064.1,402.2,400.9,1073.2,780.3,963.9,490.6,1100.2,568.2,347.7,609.7,1100.8,884.3,1063.3,1095.0,395.8,648.7,731.3,585.8,953.4,991.5,696.9,512.0,1121.9,658.3,188.3,600.9,717.3,1071.3,331.6,1059.6,1152.4,940.0,1095.2,1008.1,243.9,786.0,877.6,628.9,516.9,1116.2,1004.7,1055.0,609.1,1120.8,1054.8,699.4,622.8,954.9,284.4,519.4,373.9,1091.9,1141.0,1111.1,586.0,683.0,781.2,1150.8,886.7,963.5,1144.6,443.6,1158.3,454.2,1143.1,320.1,648.5,1055.2,1064.6,427.8,674.4,670.9,297.6,1088.6,610.7,974.4,1081.8,985.8,447.7,602.1,914.9,119.9,230.1,660.7,977.3,981.3,494.9,509.4,664.1,878.0,314.5,328.5,323.6,608.8,547.0,250.0,936.5,861.4,1130.6,1043.2,287.7,1001.0,533.5,1056.0,642.4,301.3,1109.8,0.0,591.6,942.9,1082.7,1089.8,598.6,1183.4,317.8,647.5,377.0,1134.5,646.8,273.6,538.7,810.7,363.2,580.8,286.4,1087.8,1081.1,154.7,1004.0,697.7,309.7,625.9,685.8,453.6,1084.1,390.3,326.0,650.2,339.6,596.4,606.4,1113.9,1135.6,703.3,1030.4,298.9,1161.4,511.8,1002.4,616.2,378.2,1129.6,333.0,627.2,773.0,1030.4,506.2,238.9,117.2,1153.0,507.7,613.8,1113.4,425.6,1104.3,649.8,652.6,335.6,1024.8,573.0,580.3,638.5,453.4
QG,250.4,1085.1,87.1,988.0,1082.6,1172.4,218.4,509.2,1181.5,888.6,1072.2,141.1,1208.5,132.8,345.3,174.3,1209.1,992.6,1171.6,1203.3,160.9,213.3,839.6,570.9,1061.7,1099.8,261.5,497.1,1230.2,680.9,450.8,599.2,825.6,1179.6,295.1,1167.9,1260.7,1048.3,1203.5,1116.4,369.7,894.3,985.9,377.0,502.0,1224.5,1113.0,1163.3,173.7,1229.1,1163.1,807.7,279.7,1063.2,376.5,404.6,244.3,1200.2,1249.3,1219.4,150.6,653.8,889.5,1259.1,995.0,1071.8,1252.9,428.7,1266.6,439.3,1251.4,306.3,213.1,1163.5,1172.9,413.0,331.3,131.5,342.6,1196.9,28.4,1082.7,1190.1,1094.1,556.0,587.2,1023.2,494.6,401.1,91.1,1085.6,1089.6,603.2,494.5,228.7,986.3,357.8,418.5,366.9,69.4,111.6,309.4,1044.8,1163.5,1238.9,1151.5,334.8,1109.3,98.1,1164.3,207.0,344.6,1218.1,510.5,0.0,1051.2,1191.0,1198.1,409.7,1291.7,375.2,212.1,227.6,1242.8,627.1,616.7,361.2,919.0,406.5,689.1,404.8,1196.1,1189.4,482.6,1112.3,158.3,383.3,190.5,146.4,427.4,1192.4,498.6,400.1,110.8,447.9,345.5,171.0,1222.2,1243.9,811.6,1138.7,399.3,1269.7,385.6,1110.7,273.1,392.3,1237.9,413.9,87.8,881.3,1138.7,614.5,320.5,513.4,1261.3,471.9,586.3,1221.7,194.1,1212.6,110.4,113.2,436.0,1133.1,558.1,144.9,68.9,561.7
QL,697.6,467.3,951.8,370.2,464.8,581.3,815.8,470.2,563.7,270.8,454.4,854.1,590.7,830.0,896.6,773.6,591.3,374.8,580.5,585.5,873.9,918.5,221.8,344.3,410.4,508.7,951.7,431.9,612.4,373.4,623.9,316.0,207.8,606.5,892.5,550.1,642.9,430.5,585.7,525.3,792.8,276.5,368.1,717.3,503.4,606.7,495.2,572.2,865.7,611.3,545.3,81.6,711.2,445.4,833.3,607.8,957.3,582.4,631.5,601.6,840.8,398.1,271.7,641.3,388.3,454.0,635.1,616.8,648.8,490.0,633.6,869.0,777.4,572.4,555.1,569.4,762.8,1034.4,745.3,579.1,974.2,464.9,572.3,503.0,368.8,367.3,448.7,700.5,581.6,1024.2,494.5,471.8,296.8,408.5,793.0,368.5,914.1,877.4,923.2,972.3,853.0,849.6,428.8,1176.5,621.1,533.7,836.6,491.5,868.7,585.8,897.2,900.9,600.3,805.3,955.1,0.0,573.2,580.3,687.0,673.9,866.7,848.8,740.5,625.0,361.9,807.7,627.1,301.2,962.8,452.6,524.5,578.3,571.6,655.7,539.2,1061.2,858.6,895.7,1049.3,542.0,574.6,422.0,874.9,1013.7,471.8,684.8,791.8,604.4,626.1,77.7,560.2,597.8,651.9,600.2,492.9,704.6,927.1,620.1,881.9,990.7,263.5,520.9,285.5,838.5,764.3,643.5,596.1,328.9,603.9,907.1,594.8,1013.3,1016.1,634.5,515.3,357.1,877.3,1002.0,345.0
QP,1005.4,329.2,1256.5,217.4,515.4,446.3,1120.5,778.0,242.5,322.7,319.4,1161.9,272.4,1137.8,1201.3,1081.4,143.6,239.8,445.4,217.3,1186.1,1226.3,369.8,649.0,275.4,373.7,1259.5,739.7,327.2,681.2,931.7,623.8,380.7,468.4,1200.3,234.9,324.6,295.5,300.5,390.3,1100.6,370.1,418.7,1025.1,811.2,161.2,110.8,437.2,1170.4,416.1,410.3,514.6,1019.0,160.2,1138.0,915.6,1265.1,125.8,195.4,283.3,1148.6,705.9,405.1,323.0,425.9,504.6,397.2,924.6,330.5,797.8,398.7,1176.8,1082.1,437.4,236.8,877.2,1067.5,1330.2,1053.1,76.8,1282.0,98.2,83.1,368.0,673.5,675.1,313.7,1008.3,889.4,1332.0,359.5,91.3,604.6,716.3,1097.7,439.1,1221.9,1185.2,1231.0,1280.1,1160.8,1157.4,475.7,1438.0,302.8,254.0,1144.4,356.5,1176.5,450.8,1205.0,1208.7,282.0,1113.1,1262.9,761.2,0.0,262.0,994.8,105.2,1174.5,1156.6,1048.3,306.7,669.7,1115.5,934.9,291.5,1270.6,760.4,832.3,260.7,256.4,960.4,404.2,1369.0,1166.4,1203.5,1357.1,849.8,289.4,729.8,1182.7,1321.5,779.6,992.6,1096.5,409.2,52.8,521.6,425.2,905.6,366.7,908.0,357.9,1009.3,1234.9,304.9,1189.7,1298.5,479.4,79.1,593.3,1146.3,1072.1,325.2,903.9,633.6,53.2,1214.9,228.5,1321.1,1323.9,942.3,380.3,664.9,1185.1,1309.8,652.8
QZ,988.1,315.0,1242.3,200.1,498.1,429.0,1106.3,760.7,78.0,305.4,234.8,1144.6,105.0,1120.5,1187.1,1064.1,308.2,222.5,428.2,138.7,1164.4,1209.0,352.5,634.8,258.1,356.4,1242.2,722.4,197.1,663.9,914.4,606.5,366.5,454.2,1183.0,64.4,157.2,278.2,170.4,373.0,1083.3,352.8,401.4,1007.8,793.9,323.6,212.7,419.9,1156.2,150.9,170.6,500.4,1001.7,124.9,1123.8,898.3,1247.8,135.6,184.7,115.9,1131.3,688.6,387.8,155.6,408.6,487.3,174.7,907.3,163.1,780.5,173.2,1159.5,1067.9,420.1,69.4,859.9,1053.3,1324.9,1035.8,229.2,1264.7,182.4,235.5,350.7,659.3,657.8,296.4,991.0,872.1,1314.7,342.2,189.3,587.3,699.0,1083.5,421.8,1204.6,1167.9,1213.7,1262.8,1143.5,1140.1,458.4,1420.7,135.4,118.4,1127.1,237.4,1159.2,433.5,1187.7,1191.4,19.9,1095.8,1245.6,743.9,245.6,0.0,977.5,235.5,1157.2,1139.3,1031.0,44.6,652.4,1098.2,917.6,274.2,1253.3,743.1,815.0,92.6,8.6,946.2,386.9,1351.7,1149.1,1186.2,1339.8,832.5,159.3,712.5,1165.4,1304.2,762.3,975.3,1082.3,144.0,277.4,504.3,407.9,888.3,216.3,890.7,196.8,995.1,1217.6,39.7,1172.4,1281.2,462.1,238.4,576.0,1129.0,1054.8,157.8,886.6,619.4,225.6,1197.6,148.0,1303.8,1306.6,925.0,197.9,647.6,1167.8,1292.5,635.5
RB,159.2,872.4,398.6,775.3,869.9,986.4,444.1,348.6,968.8,675.9,859.5,366.8,995.8,266.1,571.0,235.2,996.4,779.9,985.6,990.6,386.6,336.6,626.9,356.0,815.5,913.8,369.8,320.2,1017.5,466.0,440.5,384.3,612.9,1010.5,520.8,955.2,1048.0,835.6,990.8,930.4,433.0,681.6,773.2,178.9,234.0,1011.8,900.3,977.3,301.8,1016.4,950.4,595.0,172.8,850.5,473.5,123.5,470.0,987.5,1036.6,1006.7,258.9,438.9,676.8,1046.4,793.4,859.1,1040.2,369.1,1053.9,262.4,1038.7,532.0,239.0,977.5,960.2,218.1,224.4,481.2,385.5,984.2,421.0,870.0,977.4,908.1,395.4,372.3,854.1,517.1,450.6,471.0,899.6,876.9,442.6,317.6,254.6,773.6,583.5,517.6,592.6,419.1,289.1,535.1,875.7,1027.5,1026.2,938.8,560.5,896.6,304.8,995.2,315.3,570.3,1005.4,736.2,401.9,838.5,978.3,985.4,0.0,1079.0,600.9,338.4,453.3,1030.1,412.2,624.3,88.7,706.3,632.2,528.5,393.5,983.4,976.7,472.3,943.2,508.0,498.8,313.8,496.1,146.3,979.7,338.0,515.1,460.5,340.8,146.4,297.3,1009.5,1031.2,598.9,969.6,417.2,1057.0,104.5,898.0,166.2,618.0,1025.2,522.1,437.5,668.6,926.0,453.9,546.2,580.9,1048.6,190.8,371.4,1009.0,419.8,999.9,460.1,462.9,453.9,920.4,343.2,305.8,448.8,401.1
RC,1112.1,439.0,1366.3,324.1,622.1,553.0,1230.3,884.7,229.3,429.4,426.1,1268.6,256.3,1244.5,1311.1,1188.1,181.8,346.5,552.2,203.1,1288.4,1333.0,476.5,758.8,382.1,480.4,1366.2,846.4,329.5,787.9,1038.4,730.5,490.5,578.2,1307.0,215.7,308.5,402.2,302.8,497.0,1207.3,476.8,525.4,1131.8,917.9,197.2,217.5,543.9,1280.2,396.9,416.6,624.4,1125.7,266.9,1247.8,1022.3,1371.8,110.7,178.5,267.2,1255.3,812.6,511.8,306.9,532.6,611.3,399.5,1031.3,314.4,904.5,401.0,1283.5,1191.9,544.1,220.7,983.9,1177.3,1448.9,1159.8,102.8,1388.7,204.9,109.1,474.7,783.3,781.8,420.4,1115.0,996.1,1438.7,466.2,198.0,711.3,823.0,1207.5,545.8,1328.6,1291.9,1337.7,1386.8,1267.5,1264.1,582.4,1544.7,286.7,250.8,1251.1,463.2,1283.2,557.5,1311.7,1315.4,265.9,1219.8,1369.6,867.9,119.2,245.9,1101.5,0.0,1281.2,1263.3,1155.0,290.6,776.4,1222.2,1041.6,398.2,1377.3,867.1,939.0,243.9,237.2,1070.2,510.9,1475.7,1273.1,1310.2,1463.8,956.5,291.7,836.5,1289.4,1428.2,886.3,1099.3,1206.3,390.0,151.0,628.3,531.9,1012.3,369.0,1014.7,442.8,1119.1,1341.6,285.7,1296.4,1405.2,586.1,187.2,700.0,1253.0,1178.8,309.1,1010.6,743.4,99.2,1321.6,212.4,1427.8,1430.6,1049.0,443.9,771.6,1291.8,1416.5,759.5
RF,442.2,991.5,344.7,894.4,989.0,1078.8,186.4,415.6,1087.9,795.0,978.6,240.6,1114.9,324.6,29.8,366.1,1115.5,899.0,1078.0,1109.7,221.5,405.1,746.0,477.3,968.1,1006.2,453.3,403.5,1136.6,587.3,162.9,505.6,732.0,1086.0,115.8,1074.3,1167.1,954.7,1109.9,1022.8,81.8,800.7,892.3,520.4,408.4,1130.9,1019.4,1069.7,365.5,1135.5,1069.5,714.1,471.5,969.6,36.2,410.9,199.6,1106.6,1155.7,1125.8,342.4,560.2,795.9,1165.5,901.4,978.2,1159.3,335.1,1173.0,345.7,1157.8,104.3,404.9,1069.9,1079.3,319.4,523.1,427.3,189.1,1103.3,367.1,989.1,1096.5,1000.5,462.4,493.6,929.6,239.5,307.5,417.1,992.0,996.0,509.6,400.9,420.5,892.7,171.1,47.1,180.2,365.2,303.4,122.7,951.2,976.8,1145.3,1057.9,71.9,1015.7,289.9,1070.7,398.8,157.9,1124.5,323.8,348.0,957.6,1097.4,1104.5,490.1,1198.1,0.0,403.9,267.0,1149.2,533.5,346.7,430.2,825.4,219.8,595.5,311.2,1102.5,1095.8,194.7,1018.7,454.1,8.0,382.3,442.2,345.1,1098.8,405.0,65.6,406.6,354.3,487.9,362.8,1128.6,1150.3,718.0,1045.1,305.7,1176.1,403.3,1017.1,464.9,60.3,1144.3,51.6,383.6,787.7,1045.1,520.9,133.8,326.7,1167.7,399.2,492.7,1128.1,251.3,1119.0,406.2,409.0,342.4,1039.5,464.5,336.7,394.9,468.1
RG,174.4,1001.5,216.3,904.4,999.0,1115.5,261.8,552.6,1097.9,805.0,988.6,184.5,1124.9,83.8,388.7,98.3,1125.5,909.0,1114.7,1119.7,204.3,172.3,756.0,485.1,944.6,1042.9,205.5,540.5,1146.6,595.1,494.2,513.4,742.0,1140.7,338.5,1084.3,1177.1,964.7,1119.9,1059.5,413.1,810.7,902.3,301.0,439.1,1140.9,1029.4,1106.4,119.5,1145.5,1079.5,724.1,203.7,979.6,419.9,328.6,287.7,1116.6,1165.7,1135.8,94.6,568.0,805.9,1175.5,922.5,988.2,1169.3,472.1,1183.0,482.7,1167.8,349.7,137.1,1106.6,1089.3,423.2,255.3,298.9,386.0,1113.3,238.7,999.1,1106.5,1037.2,599.4,501.4,997.8,538.0,444.5,288.7,1028.7,1006.0,646.6,537.9,152.7,902.7,401.2,461.9,410.3,236.8,106.8,352.8,963.0,1206.9,1155.3,1067.9,378.2,1025.7,122.5,1120.0,151.0,388.0,1134.5,553.9,219.6,967.6,1107.4,1114.5,333.7,1208.1,418.6,0.0,271.0,1159.2,541.3,660.1,285.2,835.4,449.9,732.5,448.2,1112.5,1105.8,526.0,1073.4,325.7,426.7,149.5,313.8,351.4,1108.8,542.0,443.5,278.2,491.3,269.5,41.5,1138.6,1160.3,728.0,1094.4,442.7,1186.1,309.6,1027.1,197.1,435.7,1154.3,457.3,255.2,797.7,1055.1,657.9,363.9,556.8,1177.7,395.9,500.5,1138.1,237.5,1129.0,277.8,280.6,479.4,1049.5,472.3,131.1,266.5,605.1
RN,308.7,857.4,211.2,760.3,854.9,944.7,75.2,281.5,953.8,660.9,844.5,113.5,980.8,191.1,296.6,232.6,981.4,764.9,943.9,975.6,133.3,271.6,611.9,343.2,834.0,872.1,319.8,269.4,1002.5,453.2,215.7,371.5,597.9,951.9,151.9,940.2,1033.0,820.6,975.8,888.7,226.5,666.6,758.2,386.3,274.3,996.8,885.3,935.6,232.0,1001.4,935.4,580.0,338.0,835.5,233.3,276.8,216.7,972.5,1021.6,991.7,208.9,426.1,661.8,1031.4,767.3,844.1,1025.2,201.0,1038.9,211.6,1023.7,163.1,271.4,935.8,945.2,185.3,389.6,293.8,114.9,969.2,233.6,855.0,962.4,866.4,328.3,359.5,795.5,292.3,173.4,283.6,857.9,861.9,375.5,266.8,287.0,758.6,330.2,275.3,339.3,231.7,169.9,281.8,817.1,987.3,1011.2,923.8,191.6,881.6,156.4,936.6,265.3,317.0,990.4,482.9,214.5,823.5,963.3,970.4,356.0,1064.0,266.7,270.4,0.0,1015.1,399.4,399.5,296.1,691.3,378.9,461.4,177.1,968.4,961.7,247.5,884.6,320.6,258.6,248.8,308.7,211.0,964.7,270.9,256.9,273.1,220.2,353.8,229.3,994.5,1016.2,583.9,911.0,171.6,1042.0,269.2,883.0,331.4,327.1,1010.2,270.7,250.1,653.6,911.0,386.8,292.9,356.1,1033.6,265.1,358.6,994.0,166.5,984.9,272.7,275.5,208.3,905.4,330.4,203.2,261.4,334.0
RR,1032.8,243.5,1287.0,244.8,542.8,448.4,1151.0,805.4,122.7,350.1,190.1,1189.3,149.7,1165.2,1231.8,1108.8,352.9,267.2,447.6,183.4,1209.1,1253.7,397.2,679.5,277.5,375.8,1286.9,767.1,213.1,708.6,959.1,651.2,411.2,473.6,1227.7,109.1,201.9,234.4,215.1,392.4,1128.0,397.5,446.1,1052.5,838.6,368.3,257.4,439.3,1200.9,106.2,125.9,545.1,1046.4,169.6,1168.5,943.0,1292.5,180.3,229.4,160.6,1176.0,733.3,432.5,200.3,428.0,532.0,130.0,952.0,207.8,825.2,128.5,1204.2,1112.6,439.5,114.1,904.6,1098.0,1369.6,1080.5,273.9,1309.4,227.1,280.2,370.1,704.0,702.5,315.8,1035.7,916.8,1359.4,361.6,234.0,632.0,743.7,1128.2,466.5,1249.3,1212.6,1258.4,1307.5,1188.2,1184.8,477.8,1440.1,180.1,163.1,1171.8,192.7,1203.9,452.9,1232.4,1236.1,24.6,1140.5,1290.3,788.6,290.3,44.6,1022.2,280.2,1201.9,1184.0,1075.7,0.0,697.1,1142.9,962.3,318.9,1298.0,787.8,859.7,137.3,53.3,990.9,406.3,1396.4,1193.8,1230.9,1384.5,877.2,204.0,757.2,1210.1,1348.9,807.0,1020.0,1127.0,99.3,322.1,549.0,427.3,933.0,171.6,935.4,152.1,1039.8,1262.3,4.9,1217.1,1325.9,506.8,283.1,620.7,1173.7,1099.5,202.5,931.3,664.1,270.3,1242.3,192.7,1348.5,1351.3,969.7,153.2,692.3,1212.5,1337.2,680.2
RV,410.9,535.4,665.1,438.3,532.9,649.4,529.1,326.0,631.8,338.9,522.5,567.4,658.8,543.3,609.9,486.9,659.4,442.9,648.6,653.6,587.2,631.8,289.9,57.6,478.5,576.8,665.0,145.2,680.5,69.9,513.6,51.6,275.9,674.6,605.8,618.2,711.0,498.6,653.8,593.4,506.1,344.6,436.2,430.6,216.7,674.8,563.3,640.3,579.0,679.4,613.4,258.0,424.5,513.5,546.6,321.1,670.6,650.5,699.6,669.7,554.1,36.1,339.8,709.4,456.4,522.1,703.2,449.5,716.9,203.3,701.7,582.3,490.7,640.5,623.2,282.7,476.1,747.7,458.6,647.2,687.5,533.0,640.4,571.1,232.3,80.6,531.7,590.2,437.4,737.5,562.6,539.9,160.3,121.8,506.3,436.6,751.2,590.7,760.3,685.6,566.3,702.8,496.9,1092.1,689.2,601.8,549.9,559.6,582.0,653.9,610.5,738.0,668.4,695.0,668.4,501.5,641.3,648.4,400.3,742.0,580.0,562.1,453.8,693.1,0.0,697.4,340.4,369.3,799.9,316.1,380.3,646.4,639.7,545.4,607.3,774.5,571.9,609.0,762.6,255.3,642.7,277.8,588.2,727.0,327.6,398.1,505.1,672.5,694.2,261.9,628.3,490.3,720.0,313.5,561.0,417.9,640.4,688.2,595.2,704.0,331.6,589.0,149.0,713.9,654.0,711.6,309.4,64.5,672.0,620.4,662.9,726.6,729.4,527.0,583.4,70.4,590.6,715.3,208.5
SH,633.9,1001.5,527.2,904.4,999.0,1088.8,426.9,425.6,1097.9,805.0,988.6,423.1,1124.9,507.1,372.4,548.6,1125.5,909.0,1088.0,1119.7,404.0,587.6,756.0,610.5,978.1,1016.2,635.8,536.7,1146.6,683.0,213.0,625.6,742.0,1096.0,356.3,1084.3,1177.1,964.7,1119.9,1032.8,268.6,810.7,902.3,653.6,541.6,1140.9,1029.4,1079.7,548.0,1145.5,1079.5,724.1,647.5,979.6,309.1,544.1,382.1,1116.6,1165.7,1135.8,524.9,707.7,805.9,1175.5,911.4,988.2,1169.3,468.3,1183.0,478.9,1167.8,344.8,587.4,1079.9,1089.3,452.5,699.1,609.8,322.3,1113.3,549.6,999.1,1106.5,1010.5,472.4,626.8,939.6,171.1,254.8,599.6,1002.0,1006.0,519.6,534.1,603.0,902.7,322.7,353.2,331.8,547.7,485.9,258.2,961.2,686.9,1155.3,1067.9,312.4,1025.7,472.4,1080.7,581.3,309.5,1134.5,275.9,530.5,967.6,1107.4,1114.5,623.3,1208.1,342.5,586.4,401.7,1159.2,671.5,0.0,563.4,835.4,371.4,605.5,311.1,1112.5,1105.8,179.4,1028.7,636.6,334.4,564.8,624.7,478.3,1108.8,415.0,350.7,589.1,364.3,621.1,545.3,1138.6,1160.3,728.0,1055.1,323.6,1186.1,536.5,1027.1,640.9,402.9,1154.3,357.7,566.1,797.7,1055.1,530.9,247.1,234.9,1177.7,532.4,638.5,1138.1,433.8,1129.0,588.7,591.5,360.3,1049.5,597.7,519.2,577.4,478.1
SI,89.9,831.7,329.3,734.6,829.2,945.7,374.8,307.9,928.1,635.2,818.8,297.5,955.1,196.8,501.7,165.9,955.7,739.2,944.9,949.9,317.3,267.3,586.2,315.3,774.8,873.1,300.5,279.5,976.8,425.3,399.8,343.6,572.2,969.8,451.5,914.5,1007.3,794.9,950.1,889.7,392.3,640.9,732.5,109.6,193.3,971.1,859.6,936.6,232.5,975.7,909.7,554.3,103.5,809.8,532.9,82.8,400.7,946.8,995.9,966.0,189.6,398.2,636.1,1005.7,752.7,818.4,999.5,328.4,1013.2,221.7,998.0,462.7,169.7,936.8,919.5,177.4,155.1,411.9,344.8,943.5,351.7,829.3,936.7,867.4,354.7,331.6,813.4,476.4,409.9,401.7,858.9,836.2,401.9,276.9,185.3,732.9,514.2,574.9,523.3,349.8,219.8,465.8,835.0,986.8,985.5,898.1,491.2,855.9,235.5,954.5,246.0,501.0,964.7,666.9,332.6,797.8,937.6,944.7,87.9,1038.3,531.6,269.1,384.0,989.4,371.5,583.6,0.0,665.6,562.9,487.8,352.8,942.7,936.0,431.6,902.5,438.7,539.7,244.5,426.8,105.6,939.0,297.3,556.5,391.2,300.1,77.1,228.0,968.8,990.5,558.2,928.9,376.5,1016.3,63.8,857.3,96.9,548.7,984.5,570.3,368.2,627.9,885.3,413.2,476.9,669.8,1007.9,150.1,330.7,968.3,350.5,959.2,390.8,393.6,413.2,879.7,302.5,236.5,379.5,360.4
