from_stop,AB,AE,AH,AO,AP,AQ,AR,AT,AX,BB,BE,BG,BH,BK,BO,BU,BY,CM,CV,DG,DJ,DQ,DR,DS,DU,ED,EI,EK,ER,EZ,FA,FG,FM,FP,FS,FY,GD,GI,GP,GS,GW,HA,HH,HQ,HV,HZ,ID,II,IQ,IS,IX,JB,JT,JX,JZ,KA,KM,KP,KR,KW,KY,LG,LL,LX,MA,MJ,ML,NA,ND,NE,NG,NH,NL,NN,NZ,OB,OE,ON,OR,OT,OV,OY,PE,PG,PL,PO,QA,QB,QD,QE,QH,QN,QV,QW,RA,RC,RH,RI,RX,SI,SL,SM,TC,TE,TL,TO,TT,UC,UD,UE,UF,UP,UQ,UU,UV,UW,VA,VB,VJ,VV,VW,WB,WD,WF,WO,WX,WY,WZ,XD,XF,XQ,XY,XZ,YF,YL,YO,YT,YU,ZM,ZO,ZS
UW,20.6,493.2,597.9,28.0,507.2,430.3,683.0,613.0,525.4,649.1,402.9,522.2,610.2,521.3,507.2,563.0,587.7,525.5,589.2,561.5,601.8,493.6,459.2,106.1,600.2,521.9,537.5,448.7,454.1,640.6,608.1,521.3,468.6,590.9,616.9,470.8,440.2,49.6,599.9,575.0,651.1,112.3,522.9,504.2,646.7,488.2,582.0,98.0,645.7,478.3,102.2,549.2,472.3,152.1,472.9,558.1,408.7,636.2,517.4,523.2,569.4,519.5,481.4,532.3,668.2,601.0,485.6,474.8,79.4,434.2,507.4,650.4,131.0,53.3,442.5,573.3,529.3,41.5,455.5,490.7,485.0,610.3,542.0,484.6,96.8,554.8,356.0,482.6,509.4,100.4,606.1,591.6,397.5,39.6,20.9,605.6,2431.0,453.6,601.6,539.4,417.3,76.4,219.1,617.8,421.3,510.5,563.1,687.6,405.5,431.8,514.5,447.2,707.2,422.4,418.1,0.0,561.0,459.8,538.1,463.3,555.6,615.2,409.9,601.9,538.3,122.3,673.5,601.0,440.9,491.6,585.7,32.6,416.4,488.2,642.4,128.3,510.0,483.8,687.5,605.2,420.9
VA,603.8,159.7,70.8,566.6,776.9,700.0,155.9,882.7,69.1,122.0,672.6,89.9,230.7,153.0,776.9,121.5,57.6,133.7,82.4,150.9,897.7,763.3,728.9,644.7,220.7,112.1,73.5,718.4,723.8,176.5,228.6,791.0,738.3,860.6,152.8,135.1,709.9,632.8,220.4,96.6,243.2,650.9,175.9,181.9,119.6,757.9,202.5,653.9,118.6,142.6,473.2,180.8,742.0,452.2,742.6,113.5,678.4,172.1,787.1,77.9,839.1,140.0,751.1,802.0,141.1,70.9,126.5,744.5,639.2,703.9,777.1,123.3,669.6,591.9,712.2,111.2,799.0,600.3,725.2,111.2,92.5,80.2,105.0,754.3,635.4,824.5,247.8,752.3,69.5,471.2,133.1,861.3,667.2,578.2,579.7,226.1,2337.3,723.3,137.5,809.1,687.0,486.1,488.8,153.7,691.0,118.7,832.8,160.5,675.2,701.5,784.2,716.9,180.1,692.1,687.8,583.1,0.0,729.5,807.8,155.1,61.4,884.9,679.6,871.6,128.5,449.3,146.4,870.7,710.6,197.1,55.6,591.4,686.1,757.9,112.3,684.2,779.7,753.5,160.4,88.3,690.6
VB,426.1,689.2,793.9,388.9,245.4,193.3,882.1,217.8,721.4,845.1,183.7,718.2,806.2,717.3,245.4,759.0,783.7,721.5,785.2,757.5,232.8,246.7,197.4,467.0,792.7,717.9,733.5,211.7,217.1,836.6,736.7,259.5,249.4,195.7,812.9,666.8,274.1,455.1,813.1,771.0,755.0,473.2,718.9,700.2,883.3,226.4,760.8,476.2,841.7,674.3,410.7,745.2,210.5,509.0,13.0,754.1,242.6,832.2,255.6,719.2,174.2,715.5,223.1,270.5,897.3,797.0,681.6,255.6,461.5,172.4,245.6,846.4,491.9,414.2,276.4,769.3,267.5,422.6,236.3,686.7,681.0,806.3,738.0,222.8,457.7,159.6,552.0,220.8,705.4,408.9,802.1,196.4,178.3,400.5,402.0,817.7,2500.0,191.8,797.6,277.6,198.1,384.9,374.8,813.8,202.1,706.5,167.9,837.6,239.4,265.7,54.6,185.4,880.1,160.6,252.0,405.4,757.0,0.0,276.3,659.3,751.6,220.0,190.7,142.0,734.3,430.8,872.6,205.8,203.9,687.6,781.7,413.7,250.3,226.4,838.4,506.5,248.2,23.9,860.4,801.2,183.9
VJ,476.8,752.9,857.6,439.6,123.2,210.5,942.7,458.1,785.1,908.8,218.9,781.9,869.9,781.0,123.2,822.7,847.4,785.2,848.9,821.2,473.1,106.5,194.4,517.7,859.9,781.6,797.2,228.9,234.3,900.3,805.4,137.3,199.4,436.0,876.6,730.5,309.3,505.8,859.6,834.7,823.7,523.9,782.6,763.9,906.4,104.2,841.7,526.9,905.4,738.0,461.4,808.9,153.3,563.7,318.0,817.8,277.8,895.9,20.7,782.9,414.5,779.2,151.2,148.3,927.9,860.7,745.3,161.8,512.2,145.6,30.6,910.1,542.6,464.9,311.6,833.0,145.3,473.3,186.3,750.4,744.7,870.0,801.7,59.1,508.4,399.9,615.7,194.0,769.1,459.6,865.8,436.7,192.6,451.2,452.7,865.3,2568.7,165.0,861.3,155.4,212.7,435.6,542.5,877.5,178.8,770.2,408.2,906.3,274.6,300.9,359.6,128.2,948.8,157.6,287.2,456.1,820.7,304.9,0.0,723.0,815.3,460.3,225.9,447.0,798.0,481.5,933.2,446.1,221.1,751.3,845.4,464.4,285.5,49.8,902.1,557.2,126.0,328.9,929.1,864.9,201.1
VV,504.0,127.1,187.5,466.8,677.1,600.2,272.6,782.9,119.8,238.7,572.8,108.8,214.8,59.6,677.1,167.6,174.3,159.4,199.1,166.1,771.7,663.5,629.1,544.9,204.8,155.8,171.4,618.6,624.0,274.5,212.7,691.2,638.5,760.8,250.8,104.7,610.1,533.0,204.5,208.9,255.7,551.1,156.8,40.8,236.3,658.1,186.6,554.1,235.3,112.2,373.4,183.1,642.2,352.4,642.8,192.0,578.6,270.1,687.3,116.8,739.3,124.1,651.3,702.2,257.8,187.6,119.5,644.7,539.4,604.1,677.3,240.0,569.8,492.1,612.4,177.9,699.2,500.5,625.4,95.3,64.5,196.9,140.3,654.5,535.6,724.7,148.0,652.5,143.3,371.4,210.7,761.5,567.4,478.4,479.9,210.2,2249.3,623.5,235.5,709.3,587.2,386.3,389.0,251.7,591.2,144.4,733.0,277.2,575.4,601.7,684.4,617.1,296.8,592.3,588.0,483.3,147.6,629.7,708.0,0.0,142.9,785.1,579.8,771.8,172.2,349.5,263.1,770.9,610.8,41.9,172.3,491.6,586.3,658.1,229.0,584.4,679.9,653.7,277.1,205.0,590.8
VW,596.6,153.4,79.7,559.4,769.7,692.8,164.8,875.5,62.8,130.9,665.4,83.6,224.4,146.7,769.7,130.4,66.5,109.4,91.3,159.8,864.3,756.1,721.7,637.5,214.4,87.8,82.4,711.2,716.6,185.4,222.3,783.8,731.1,853.4,161.7,123.6,702.7,625.6,214.1,105.5,252.1,643.7,157.4,175.6,128.5,750.7,196.2,646.7,127.5,131.1,466.0,156.6,734.8,445.0,735.4,122.4,671.2,181.0,779.9,71.6,831.9,133.7,743.9,794.8,150.0,79.8,108.0,737.3,632.0,696.7,769.9,132.2,662.4,584.7,705.0,120.1,791.8,593.1,718.0,104.9,86.2,89.1,98.7,747.1,628.2,817.3,240.6,745.1,45.2,464.0,142.0,854.1,660.0,571.0,572.5,219.8,2331.0,716.1,146.4,801.9,679.8,478.9,481.6,162.6,683.8,94.4,825.6,169.4,668.0,694.3,777.0,709.7,189.0,684.9,680.6,575.9,39.8,722.3,800.6,148.8,0.0,877.7,672.4,864.4,104.2,442.1,155.3,863.5,703.4,190.8,64.5,584.2,678.9,750.7,121.2,677.0,772.5,746.3,169.3,97.2,683.4
WB,565.2,828.3,931.1,528.0,384.5,330.5,1021.2,81.9,858.6,984.2,346.6,857.3,945.3,856.4,383.6,898.1,922.8,860.6,924.3,896.6,78.0,385.8,345.0,606.1,929.9,857.0,872.6,348.9,356.2,975.7,875.8,398.6,390.1,42.8,951.0,805.9,413.2,592.3,952.2,910.1,894.1,610.4,858.0,837.4,1022.4,365.5,899.9,623.5,980.8,813.4,549.8,884.3,347.7,648.1,266.8,893.2,379.8,971.3,392.8,858.3,105.6,854.6,356.9,409.6,1036.4,952.5,820.7,392.8,599.7,309.6,384.7,985.5,623.0,553.3,415.5,904.9,404.7,561.7,375.4,825.8,818.2,945.4,877.1,361.9,577.2,118.2,689.2,359.9,844.5,546.1,939.1,21.2,315.5,539.6,541.1,956.8,2639.1,321.9,936.7,412.5,337.2,522.1,512.0,952.9,339.3,845.6,52.4,973.4,378.5,402.9,312.4,324.5,1019.2,299.7,403.2,544.5,896.1,253.7,415.4,798.4,890.7,0.0,329.8,395.8,873.4,568.0,1008.3,58.0,343.0,826.7,920.8,552.8,389.4,365.5,977.5,643.7,387.3,275.8,999.5,940.3,323.0
WD,330.0,606.1,710.8,292.8,196.4,119.5,795.9,349.1,638.3,762.0,4.4,635.1,723.1,634.2,196.4,675.9,700.6,638.4,702.1,674.4,337.9,122.5,148.4,370.9,713.1,634.8,650.4,137.9,143.3,753.5,658.6,210.5,97.5,327.0,729.8,583.7,162.5,359.0,712.8,687.9,676.9,377.1,635.8,617.1,759.6,177.4,694.9,380.1,758.6,591.2,314.6,662.1,122.9,416.9,209.0,671.0,131.0,749.1,219.5,636.1,305.5,632.4,110.3,221.5,781.1,713.9,598.5,103.7,365.4,123.4,209.5,763.3,395.8,318.1,164.8,686.2,218.5,326.5,84.4,603.6,597.9,723.2,654.9,186.7,361.6,290.9,468.9,171.8,622.3,312.8,719.0,327.7,26.4,304.4,305.9,718.5,2421.9,142.8,714.5,228.6,46.2,288.8,332.0,730.7,50.2,623.4,299.2,759.5,127.8,154.1,250.6,148.0,802.0,111.6,140.4,309.3,673.9,195.9,240.2,576.2,668.5,351.3,0.0,338.0,651.2,334.7,786.4,337.1,130.1,604.5,698.6,317.6,138.7,190.3,755.3,410.4,199.2,219.9,782.3,718.1,110.1
WF,471.8,734.9,839.6,434.6,291.1,239.0,927.8,168.3,767.1,890.8,229.4,763.9,851.9,763.0,291.1,804.7,829.4,767.2,830.9,803.2,138.2,292.4,243.1,512.7,838.4,763.6,779.2,257.4,262.8,882.3,782.4,305.2,295.1,127.3,858.6,712.5,319.8,500.8,858.8,816.7,800.7,518.9,764.6,745.9,929.0,272.1,806.5,521.9,887.4,720.0,456.4,790.9,256.2,554.7,136.8,799.8,288.3,877.9,301.3,764.9,123.8,761.2,268.8,316.2,943.0,842.7,727.3,301.3,507.2,218.1,291.3,892.1,537.6,459.9,322.1,815.0,313.2,468.3,282.0,732.4,726.7,852.0,783.7,268.5,503.4,109.2,597.7,266.5,751.1,454.6,847.8,128.0,224.0,446.2,447.7,863.4,2545.7,237.5,843.3,323.3,243.8,430.6,420.5,859.5,247.8,752.2,99.5,883.3,285.1,311.4,84.3,231.1,925.8,206.3,297.7,451.1,802.7,154.0,322.0,705.0,797.3,151.6,236.4,0.0,780.0,476.5,918.3,144.4,249.6,733.3,827.4,459.4,296.0,272.1,884.1,552.2,293.9,122.2,906.1,846.9,229.6
WO,546.2,118.4,151.4,509.0,719.3,642.4,236.5,825.1,107.8,202.6,615.0,137.6,257.1,184.0,719.3,204.4,140.5,79.0,142.7,208.4,840.1,705.7,671.3,587.1,247.1,10.4,91.0,660.8,666.2,194.1,255.0,733.4,680.7,803.0,170.4,73.2,652.3,575.2,246.8,128.5,298.0,593.3,107.0,200.3,200.2,700.3,228.9,596.3,199.2,80.7,415.6,106.2,684.4,394.6,685.0,111.6,620.8,189.7,729.5,125.6,781.5,166.4,693.5,744.4,221.7,153.8,57.6,686.9,581.6,646.3,719.5,203.9,612.0,534.3,654.6,194.1,741.4,542.7,667.6,137.6,136.9,163.1,141.0,696.7,577.8,766.9,190.2,694.7,44.9,413.6,216.0,803.7,609.6,520.6,522.1,252.5,2291.5,665.7,155.1,751.5,629.4,428.5,431.2,171.3,633.4,64.0,775.2,241.1,617.6,643.9,726.6,659.3,260.7,634.5,630.2,525.5,113.8,671.9,750.2,159.4,91.1,827.3,622.0,814.0,0.0,391.7,227.0,813.1,653.0,187.7,138.5,533.8,628.5,700.3,195.2,626.6,722.1,695.9,241.0,171.2,633.0
WX,154.4,405.5,510.2,117.2,519.5,442.6,595.3,648.5,437.7,561.4,439.0,434.5,522.5,433.6,518.6,475.3,500.0,437.8,501.5,473.8,637.3,505.9,480.0,195.3,512.5,434.2,449.8,461.0,466.4,552.9,520.4,533.6,480.9,626.4,528.2,383.1,452.5,183.4,512.2,487.3,549.0,201.5,435.2,416.5,559.0,500.5,494.3,212.7,558.0,390.6,52.5,461.5,484.6,241.3,508.4,470.4,421.0,548.5,529.7,435.5,604.9,431.8,499.0,544.6,580.5,513.3,397.9,487.1,188.9,446.5,519.7,562.7,214.1,142.5,454.8,482.1,541.6,150.9,467.8,403.0,397.3,522.6,454.3,496.9,186.0,590.3,268.3,494.9,421.7,21.9,516.3,626.9,409.8,128.8,130.3,517.9,2294.0,456.9,513.9,547.5,429.6,36.7,235.7,530.1,433.6,422.8,604.9,593.1,417.8,444.1,554.0,459.5,619.5,434.7,442.5,133.7,473.3,495.3,550.4,375.6,467.9,648.5,422.2,637.4,450.6,0.0,585.8,636.5,453.2,403.9,498.0,142.0,428.7,500.5,554.7,234.8,522.3,519.3,599.8,517.5,433.2
WY,706.4,274.5,73.6,669.2,849.9,769.6,9.4,978.9,180.5,59.2,766.0,201.3,265.1,267.8,845.6,174.5,163.7,149.4,85.7,203.9,993.9,832.9,807.0,747.3,171.9,215.6,173.8,788.0,793.4,179.8,172.1,860.6,809.5,953.4,155.1,233.4,779.5,732.0,227.3,99.9,137.6,753.5,267.2,296.7,59.9,827.5,196.2,764.7,70.7,240.9,575.8,266.4,811.6,554.8,835.4,116.8,748.0,175.4,856.7,192.7,931.9,211.7,826.0,871.6,45.5,193.4,217.8,814.1,740.9,776.9,846.7,52.0,762.7,694.5,781.8,164.3,872.0,702.9,794.8,226.0,203.9,168.7,219.8,823.9,718.4,917.3,347.0,821.9,184.3,570.4,132.5,953.9,736.8,680.8,682.3,200.3,2263.3,783.9,137.4,874.5,760.0,585.3,588.0,157.0,760.6,164.4,931.9,58.2,744.8,771.1,881.0,786.5,74.5,761.7,769.5,685.7,165.7,822.3,877.4,269.9,176.2,975.5,749.2,964.4,232.0,548.5,0.0,963.5,780.2,311.9,101.7,694.0,755.7,827.5,205.1,786.8,849.3,849.7,54.8,165.2,760.2
WZ,541.0,804.1,908.8,503.8,360.3,308.2,997.0,23.8,836.3,960.0,298.6,833.1,921.1,832.2,360.3,873.9,898.6,836.4,900.1,872.4,48.3,361.6,312.3,581.9,907.6,832.8,848.4,326.6,332.0,951.5,851.6,374.4,364.3,27.5,926.8,781.7,389.0,570.0,928.0,885.9,869.9,588.1,833.8,815.1,998.2,341.3,875.7,599.3,956.6,789.2,525.6,860.1,325.4,623.9,263.4,869.0,357.5,947.1,370.5,834.1,47.5,830.4,338.0,385.4,1012.2,928.3,796.5,370.5,576.4,287.3,360.5,961.3,600.7,529.1,391.3,880.7,382.4,537.5,351.2,801.6,795.9,921.2,852.9,337.7,553.0,58.2,666.9,335.7,820.3,523.8,914.9,59.9,293.2,515.4,516.9,932.6,2614.9,297.7,912.5,392.5,313.0,499.8,489.7,928.7,317.0,821.4,49.0,952.5,354.3,380.6,305.0,300.3,995.0,275.5,379.0,520.3,871.9,250.3,391.2,774.2,866.5,81.5,305.6,392.4,849.2,545.7,984.1,0.0,318.8,802.5,896.6,528.6,365.2,341.3,953.3,621.4,363.1,274.3,975.3,916.1,298.8
XD,392.9,669.0,773.7,355.7,178.7,31.3,858.8,349.4,701.2,824.9,135.0,698.0,786.0,697.1,178.7,738.8,763.5,701.3,765.0,737.3,338.2,180.0,130.7,433.8,776.0,697.7,713.3,85.8,13.2,816.4,721.5,192.8,200.7,327.3,792.7,646.6,225.4,421.9,775.7,750.8,739.8,440.0,698.7,680.0,822.5,159.7,757.8,443.0,821.5,654.1,377.5,725.0,143.8,479.8,209.3,733.9,193.9,812.0,188.9,699.0,305.8,695.3,156.4,203.8,844.0,776.8,661.4,209.5,428.3,105.7,178.9,826.2,458.7,381.0,227.7,749.1,200.8,389.4,187.6,666.5,660.8,786.1,717.8,156.1,424.5,291.2,531.8,154.1,685.2,375.7,781.9,328.0,129.6,367.3,368.8,781.4,2484.8,125.1,777.4,210.9,149.4,351.7,433.8,793.6,153.4,686.3,299.5,822.4,190.7,217.0,250.9,118.7,864.9,93.9,203.3,372.2,736.8,196.2,209.6,639.1,731.4,351.6,142.0,338.3,714.1,397.6,849.3,337.4,0.0,667.4,761.5,380.5,201.6,159.7,818.2,473.3,181.5,220.2,845.2,781.0,58.0
XF,519.8,142.9,237.0,482.6,692.9,616.0,322.1,798.7,169.3,288.2,588.6,158.3,259.9,109.1,692.9,212.7,223.8,175.2,238.9,211.2,787.5,679.3,644.9,560.7,249.9,171.6,187.2,634.4,639.8,290.3,257.8,707.0,654.3,776.6,266.6,120.5,625.9,548.8,249.6,224.7,300.8,566.9,172.6,90.3,285.8,673.9,231.7,569.9,284.8,128.0,389.2,198.9,658.0,368.2,658.6,207.8,594.4,285.9,703.1,166.3,755.1,169.2,667.1,718.0,307.3,237.1,135.3,660.5,555.2,619.9,693.1,289.5,585.6,507.9,628.2,223.0,715.0,516.3,641.2,140.4,114.0,246.4,189.8,670.3,551.4,740.5,163.8,668.3,159.1,387.2,255.8,777.3,583.2,494.2,495.7,255.3,2265.1,639.3,251.3,725.1,603.0,402.1,404.8,267.5,607.0,160.2,748.8,326.7,591.2,617.5,700.2,632.9,346.3,608.1,603.8,499.1,197.1,645.5,723.8,49.4,192.4,800.9,595.6,787.6,188.0,365.3,312.6,786.7,626.6,0.0,221.8,507.4,602.1,673.9,278.5,600.2,695.7,669.5,326.6,254.5,606.6
XQ,616.8,172.7,15.1,579.6,789.9,713.0,100.2,895.7,82.1,66.3,685.6,102.9,243.7,166.0,789.9,125.8,61.9,90.4,26.7,155.2,884.5,776.3,741.9,657.7,225.2,125.1,72.0,731.4,736.8,120.8,222.0,804.0,751.3,873.6,97.1,148.1,722.9,645.8,233.4,40.9,187.5,663.9,188.9,194.9,63.9,770.9,215.5,666.9,62.9,155.6,486.2,193.8,755.0,465.2,755.6,57.8,691.4,116.4,800.1,90.9,852.1,153.0,764.1,815.0,85.4,75.2,139.5,757.5,652.2,716.9,790.1,67.6,682.6,604.9,725.2,115.5,812.0,613.3,738.2,124.2,105.5,66.9,118.0,767.3,648.4,837.5,260.8,765.3,82.5,484.2,137.4,874.3,680.2,591.2,592.7,239.1,2294.6,736.3,81.8,822.1,700.0,499.1,501.8,98.0,704.0,105.4,845.8,104.8,688.2,714.5,797.2,729.9,124.4,705.1,700.8,596.1,63.9,742.5,820.8,168.1,74.4,897.9,692.6,884.6,141.5,462.3,90.7,883.7,723.6,210.1,0.0,604.4,699.1,770.9,116.6,697.2,792.7,766.5,104.7,92.6,703.6
XY,47.7,515.9,620.6,50.7,529.9,453.0,705.7,635.7,548.1,671.8,425.6,544.9,632.9,544.0,529.9,585.7,610.4,548.2,611.9,584.2,624.5,516.3,481.9,128.8,622.9,544.6,560.2,471.4,476.8,663.3,630.8,544.0,491.3,613.6,639.6,493.5,462.9,76.7,622.6,597.7,673.8,135.0,545.6,526.9,669.4,510.9,604.7,125.1,668.4,501.0,124.9,571.9,495.0,174.8,495.6,580.8,431.4,658.9,540.1,545.9,592.1,542.2,504.1,555.0,690.9,623.7,508.3,497.5,106.5,456.9,530.1,673.1,153.7,76.0,465.2,596.0,552.0,8.8,478.2,513.4,507.7,633.0,564.7,507.3,119.5,577.5,378.7,505.3,532.1,123.1,628.8,614.3,420.2,62.3,9.4,628.3,2453.7,476.3,624.3,562.1,440.0,99.1,241.8,640.5,444.0,533.2,585.8,710.3,428.2,454.5,537.2,469.9,729.9,445.1,440.8,27.0,583.7,482.5,560.8,486.0,578.3,637.9,432.6,624.6,561.0,145.0,696.2,623.7,463.6,514.3,608.4,0.0,439.1,510.9,665.1,155.4,532.7,506.5,710.2,627.9,443.6
XZ,342.6,618.7,723.4,305.4,222.1,145.2,808.5,374.8,650.9,774.6,117.8,647.7,735.7,646.8,222.1,688.5,713.2,651.0,714.7,687.0,363.6,208.5,174.1,383.5,725.7,647.4,663.0,163.6,169.0,766.1,671.2,236.2,183.5,352.7,742.4,596.3,68.4,371.6,725.4,700.5,689.5,389.7,648.4,629.7,772.2,203.1,707.5,392.7,771.2,603.8,327.2,674.7,187.2,429.5,234.7,683.6,89.2,761.7,232.3,648.7,331.2,645.0,196.3,247.2,793.7,726.5,611.1,189.7,378.0,149.1,222.3,775.9,408.4,330.7,123.0,698.8,244.2,339.1,170.4,616.2,610.5,735.8,667.5,199.5,374.2,316.6,481.5,197.5,634.9,325.4,731.6,353.4,112.4,317.0,318.5,731.1,2434.5,168.5,727.1,254.3,132.2,301.4,344.6,743.3,136.2,636.0,324.9,772.1,74.8,60.0,276.3,162.1,814.6,137.3,62.2,321.9,686.5,221.6,253.0,588.8,681.1,377.0,124.8,363.7,663.8,347.3,799.0,362.8,155.8,617.1,711.2,330.2,0.0,203.1,767.9,423.0,224.9,245.6,794.9,730.7,135.8
YF,426.9,703.0,807.7,389.7,73.3,160.6,892.8,408.2,735.2,858.9,169.0,732.0,820.0,731.1,73.3,772.8,797.5,735.3,799.0,771.3,397.0,56.6,144.5,467.8,810.0,731.7,747.3,179.0,184.4,850.4,755.5,87.4,149.5,386.1,826.7,680.6,259.4,455.9,809.7,784.8,773.8,474.0,732.7,714.0,856.5,54.3,791.8,477.0,855.5,688.1,411.5,759.0,103.4,513.8,268.1,767.9,227.9,846.0,29.1,733.0,364.6,729.3,101.3,98.4,878.0,810.8,695.4,111.9,462.3,95.7,19.2,860.2,492.7,415.0,261.7,783.1,95.4,423.4,136.4,700.5,694.8,820.1,751.8,9.2,458.5,350.0,565.8,144.1,719.2,409.7,815.9,386.8,142.7,401.3,402.8,815.4,2518.8,115.1,811.4,105.5,162.8,385.7,492.6,827.6,128.9,720.3,358.3,856.4,224.7,251.0,309.7,78.3,898.9,107.7,237.3,406.2,770.8,255.0,49.8,673.1,765.4,410.4,176.0,397.1,748.1,431.6,883.3,396.2,171.2,701.4,795.5,414.5,235.6,0.0,852.2,507.3,76.1,279.0,879.2,815.0,151.2
YL,670.2,226.1,108.5,633.0,843.3,766.4,193.6,949.1,135.5,159.7,739.0,156.3,207.1,219.4,843.3,79.2,40.8,183.8,120.1,108.6,937.9,829.7,795.3,711.1,197.1,178.5,125.4,784.8,790.2,214.2,205.0,857.4,804.7,927.0,190.5,201.5,776.3,699.2,196.8,134.3,244.9,717.3,242.3,248.3,157.3,824.3,178.9,720.3,156.3,209.0,539.6,247.2,808.4,518.6,809.0,151.2,744.8,209.8,853.5,144.3,905.5,116.4,817.5,868.4,178.8,27.5,192.9,810.9,705.6,770.3,843.5,161.0,736.0,658.3,778.6,68.9,865.4,666.7,791.6,141.3,158.9,117.9,171.4,820.7,701.8,890.9,314.2,818.7,135.9,537.6,90.8,927.7,733.6,644.6,646.1,202.5,2313.7,789.7,175.2,875.5,753.4,552.5,555.2,191.4,757.4,178.3,899.2,176.3,741.6,767.9,850.6,783.3,217.8,758.5,754.2,649.5,117.3,795.9,874.2,221.5,127.8,951.3,746.0,938.0,194.9,515.7,184.1,937.1,777.0,263.5,93.3,657.8,752.5,824.3,0.0,750.6,846.1,819.9,198.1,46.0,757.0
YO,111.8,595.4,700.1,119.3,609.4,532.5,785.2,715.2,627.6,751.3,528.9,624.4,712.4,623.5,608.5,665.2,689.9,627.7,691.4,663.7,704.0,595.8,561.4,69.3,702.4,624.1,639.7,550.9,556.3,742.8,710.3,623.5,570.8,693.1,717.5,573.0,542.4,79.9,702.1,677.2,753.3,75.5,625.1,606.4,748.9,590.4,684.2,23.1,747.9,580.5,204.4,651.4,574.5,26.1,575.1,660.3,510.9,738.4,619.6,625.4,671.6,621.7,588.9,634.5,770.4,719.6,587.8,577.0,73.8,536.4,609.6,752.6,88.1,94.0,544.7,672.0,631.5,176.1,557.7,592.9,587.2,712.5,644.2,586.8,60.0,657.0,458.2,584.8,611.6,202.6,706.2,693.8,499.7,107.7,155.5,707.8,2533.2,546.8,703.8,641.6,519.5,178.6,321.3,720.0,523.5,612.7,665.3,785.2,507.7,534.0,616.7,549.4,809.4,524.6,520.3,134.5,663.2,562.0,640.3,565.5,657.8,715.2,512.1,704.1,640.5,224.5,772.3,703.2,543.1,593.8,687.9,167.2,518.6,590.4,744.6,0.0,612.2,586.0,789.7,707.4,523.1
YT,451.8,727.9,832.6,414.6,68.2,185.5,917.7,433.1,760.1,883.8,193.9,756.9,844.9,756.0,41.8,797.7,822.4,760.2,823.9,796.2,448.1,99.5,169.4,492.7,834.9,756.6,772.2,203.9,209.3,875.3,780.4,35.9,192.4,411.0,851.6,705.5,284.3,480.8,834.6,809.7,798.7,498.9,757.6,738.9,881.4,49.2,816.7,501.9,880.4,713.0,436.4,783.9,128.3,538.7,293.0,792.8,252.8,870.9,128.4,757.9,389.5,754.2,140.9,88.1,902.9,835.7,720.3,154.8,487.2,120.6,118.4,885.1,517.6,439.9,286.6,808.0,43.9,448.3,179.3,725.4,719.7,845.0,776.7,95.6,483.4,374.9,590.7,169.0,744.1,434.6,840.8,411.7,185.6,426.2,427.7,840.3,2543.7,140.0,836.3,29.3,205.7,410.6,517.5,852.5,171.8,745.2,383.2,881.3,249.6,275.9,334.6,103.2,923.8,132.6,262.2,431.1,795.7,279.9,149.1,698.0,790.3,435.3,200.9,422.0,773.0,456.5,908.2,421.1,196.1,726.3,820.4,439.4,260.5,99.2,877.1,532.2,0.0,303.9,904.1,839.9,176.1
YU,457.9,721.0,825.7,420.7,277.2,225.1,913.9,286.4,753.2,876.9,239.3,750.0,838.0,749.1,276.3,790.8,815.5,753.3,817.0,789.3,256.3,278.5,237.7,498.8,824.5,749.7,765.3,243.5,248.9,868.4,768.5,291.3,281.2,245.4,843.7,698.6,305.9,486.9,844.9,802.8,786.8,505.0,750.7,732.0,915.1,258.2,792.6,508.0,873.5,706.1,442.5,777.0,242.3,540.8,14.5,785.9,274.4,864.0,287.4,751.0,206.0,747.3,249.6,302.3,929.1,828.8,713.4,287.4,492.4,204.2,277.4,878.2,517.6,446.0,308.2,797.6,299.3,454.4,268.1,718.5,712.8,838.1,769.8,254.6,489.5,191.4,583.8,252.6,737.2,440.7,833.9,245.9,210.1,432.3,433.8,849.5,2531.8,214.6,829.4,305.2,229.9,416.7,406.6,845.6,233.9,738.3,217.6,866.1,271.2,297.5,34.6,217.2,911.9,192.4,288.3,437.2,788.8,31.7,308.1,691.1,783.4,267.5,222.5,118.0,766.1,462.6,904.4,262.5,235.7,719.4,813.5,445.5,282.1,258.2,870.2,538.3,280.0,0.0,892.2,833.0,215.7
