from_stop,AA,AF,AI,AJ,AL,AM,AS,AU,AX,BA,BE,BG,BN,BP,BQ,BV,BW,CP,CR,CT,CV,CW,CY,DK,DU,DZ,EC,EL,EZ,FG,FM,FN,FQ,FS,FT,GI,GJ,GN,GP,GR,GU,GX,GY,HC,HD,HE,HH,HP,HX,ID,IF,IM,IP,IU,IX,JA,JE,JF,JG,JJ,JM,JN,JS,JV,JZ,KE,KI,KK,LG,LH,LK,LM,LV,MM,MT,ND,NM,NO,NP,NU,NW,NZ,OL,OP,OR,OS,OT,OV,OW,OX,OY,PK,PO,PX,QN,QP,QQ,QR,QU,QW,RA,RC,RF,RG,RI,RP,RT,RW,RZ,SD,SE,SL,SM,SO,SQ,TB,TD,TE,TI,TJ,TP,TW,TY,UL,UM,UV,VI,VL,VM,VN,VO,VW,WJ,WS,WU,XA,XB,XF,XH,XV,XW,YB,YC,YG,YM,YO,YU,ZB,ZC,ZJ,ZR,ZV
RI,21.6,188.9,292.3,271.8,176.8,224.4,321.3,148.3,355.0,310.9,179.4,66.3,162.9,108.1,990.5,1541.6,900.0,48.5,241.9,87.7,73.0,236.5,314.2,386.6,248.0,1014.7,210.3,240.4,197.7,399.3,220.2,92.4,152.7,48.6,1151.3,178.4,225.4,172.8,1108.6,94.8,981.7,247.5,228.7,100.8,998.2,1100.3,329.0,166.8,193.3,873.1,267.6,158.8,297.7,112.5,115.3,156.0,156.9,183.3,387.2,135.6,326.2,52.9,926.6,338.4,57.9,356.7,379.3,211.7,101.3,64.3,326.1,137.2,922.1,925.7,151.9,272.7,50.5,260.0,249.7,945.4,272.1,1107.7,1161.6,1043.3,236.7,221.1,138.5,965.8,365.3,100.4,967.5,1003.0,131.0,231.5,254.2,286.4,254.2,1070.0,366.3,187.6,172.2,220.7,186.4,337.4,0.0,227.6,356.9,188.7,1124.1,377.8,184.5,233.1,86.5,223.5,118.5,874.2,1018.4,978.4,215.8,177.4,394.7,170.7,1077.4,272.0,183.7,267.4,81.7,1144.9,991.9,115.0,209.3,1047.5,168.5,225.2,215.1,403.5,170.6,278.4,240.7,941.3,312.6,294.5,1116.1,200.5,92.6,190.6,193.4,138.0,254.6,980.0,247.8,60.3
RP,243.7,212.5,229.6,244.3,276.9,174.9,202.0,213.4,289.0,337.3,224.3,163.9,208.0,267.2,918.0,1366.4,827.5,221.8,158.5,261.0,246.3,54.8,298.2,397.4,118.1,932.9,38.2,214.3,160.1,365.2,217.7,247.7,74.7,166.6,1069.5,94.5,91.7,144.6,1026.8,250.1,909.2,306.2,47.4,169.9,916.4,999.8,382.9,290.2,216.4,800.6,204.8,169.6,279.4,283.5,281.0,169.7,223.1,182.6,346.7,294.1,310.2,190.5,854.1,355.8,231.2,240.3,292.1,177.9,250.6,168.2,245.2,96.5,849.6,853.2,183.0,139.0,201.6,243.5,286.9,872.9,90.4,1025.9,1079.8,952.2,48.5,321.2,262.4,893.3,320.9,255.7,876.4,921.2,293.2,97.8,280.6,237.6,206.7,978.9,322.8,287.7,220.7,192.2,68.3,256.5,223.5,0.0,293.8,215.6,1042.3,405.0,173.3,283.4,188.2,89.8,275.9,801.7,979.8,905.9,135.3,50.6,328.7,189.5,995.6,57.4,88.0,68.4,237.0,1063.1,841.4,218.9,215.1,956.4,341.8,71.7,56.7,362.3,157.8,245.2,159.4,804.8,231.7,282.8,1034.3,29.6,196.5,99.5,59.7,203.1,278.2,888.9,127.8,209.6
RT,442.7,208.3,176.0,196.2,386.0,365.4,127.7,302.2,99.6,238.1,269.6,354.4,385.1,394.3,735.1,1339.6,644.6,354.5,207.1,377.1,330.0,253.3,182.3,174.4,176.3,728.5,293.0,408.7,350.6,146.1,266.3,437.8,283.2,375.1,865.1,252.0,223.2,276.1,822.4,401.1,726.3,211.5,247.9,327.4,712.0,810.8,155.3,337.0,265.0,617.7,395.3,353.8,89.8,334.7,329.6,346.8,292.9,245.1,56.0,401.2,158.1,369.6,667.3,127.9,345.1,83.3,69.1,226.5,322.0,362.0,38.5,282.5,666.7,670.3,309.2,141.5,392.1,148.8,192.2,690.0,218.8,821.5,875.4,794.1,313.7,314.5,311.0,710.4,30.2,394.8,692.0,716.8,353.8,184.1,185.9,163.3,397.2,786.0,97.2,386.7,248.7,382.7,258.8,27.2,417.1,265.1,0.0,406.1,837.9,182.0,363.8,188.7,374.2,193.4,386.6,618.8,763.0,723.0,325.8,259.1,49.4,366.6,791.2,266.5,245.5,259.4,384.2,859.7,679.6,304.3,405.6,819.7,444.3,307.9,234.4,89.9,338.1,170.9,208.0,677.5,50.8,93.2,829.9,238.0,350.5,322.5,218.2,312.5,165.1,682.5,217.9,363.0
RW,213.0,242.3,320.5,335.2,350.2,61.3,284.9,252.4,405.4,364.3,302.6,147.6,49.6,269.6,1024.9,1523.2,934.4,221.9,247.8,261.1,246.4,206.5,400.6,494.7,233.1,1018.3,189.8,67.0,59.1,462.5,307.0,265.8,161.8,178.1,1154.9,186.6,189.0,218.5,1112.2,268.2,1016.1,333.2,198.7,208.9,1001.8,1072.5,382.4,340.2,249.0,907.5,108.7,83.5,376.7,285.9,288.7,95.8,262.1,271.9,444.0,309.0,412.6,220.7,961.0,391.8,231.3,421.0,389.4,267.2,262.8,193.8,342.5,137.2,956.5,960.1,212.8,236.3,163.5,345.9,313.9,979.8,232.3,1111.3,1165.2,1024.9,216.2,394.5,311.9,1000.2,418.2,273.8,949.1,1006.6,304.4,195.1,307.6,320.5,78.8,1051.6,420.1,361.0,277.4,36.7,150.0,353.8,214.8,191.9,391.1,0.0,1127.7,431.2,43.2,286.5,152.7,187.1,291.9,908.6,1052.5,1012.8,96.3,165.9,432.1,75.4,1081.0,247.6,176.9,237.4,255.1,1148.5,973.5,244.5,50.4,1029.1,341.9,204.7,185.1,476.9,95.3,328.1,248.7,922.9,329.0,380.1,1119.7,164.8,222.1,172.2,157.0,242.1,308.0,961.6,211.4,221.8
RZ,1142.7,930.4,874.6,890.6,1080.2,1104.3,866.6,994.1,823.9,934.5,991.7,1053.8,1107.2,1090.4,223.7,1065.7,355.7,1086.7,946.0,1095.4,1062.2,990.8,932.7,808.0,911.3,111.1,1031.9,1172.7,1089.5,766.0,1032.5,1170.0,1052.3,1083.8,68.6,990.9,962.1,1013.3,19.5,1133.3,236.0,903.4,983.0,1044.1,127.4,121.7,845.9,1085.2,997.2,313.7,1134.2,1114.1,932.3,1066.9,1061.8,1068.9,984.8,967.2,864.0,1129.5,916.7,1107.7,298.7,857.9,1077.3,818.0,839.6,1024.0,1013.9,1078.7,886.5,1021.4,340.0,391.6,1001.1,880.4,1117.6,840.7,884.1,255.9,957.7,82.0,59.4,175.2,1052.6,1035.0,1043.2,243.8,890.3,1127.0,331.8,149.6,1086.0,923.0,877.8,879.9,1136.1,202.2,886.2,1091.0,970.3,1168.8,997.7,875.2,1121.0,1004.0,898.8,1153.2,0.0,815.6,1136.4,910.8,1078.1,930.8,1104.5,346.1,199.4,256.4,1064.7,998.0,926.0,1088.7,37.1,1005.4,984.4,994.4,1116.4,92.3,356.2,1036.5,1131.6,161.4,1136.1,1046.8,969.4,881.8,1125.9,878.1,946.9,405.6,903.0,935.7,70.4,976.9,1055.8,1078.7,957.1,1004.4,865.2,344.3,956.8,1054.9
SD,384.7,172.4,216.8,196.3,306.7,411.9,223.8,263.4,242.1,238.7,233.7,295.8,349.2,345.8,810.7,1331.5,787.1,328.7,261.9,347.4,304.2,351.9,186.2,8.7,273.9,709.9,399.7,414.7,391.6,39.6,274.5,412.0,294.3,325.8,846.5,293.8,308.5,255.3,803.8,375.3,805.1,234.2,344.1,286.1,693.4,795.5,89.0,311.7,239.2,760.2,441.9,356.1,184.8,308.9,303.8,310.9,258.0,209.2,153.1,372.6,170.2,349.7,813.7,103.6,319.3,261.4,127.2,266.0,278.9,320.7,174.1,326.6,809.2,812.8,249.4,277.1,359.6,147.1,174.3,832.5,348.9,802.9,856.8,740.8,417.8,263.9,285.2,852.9,179.4,369.0,834.5,698.2,328.0,319.7,168.0,185.5,455.0,802.6,136.6,307.4,243.5,410.8,371.7,162.8,363.0,369.2,186.4,395.2,819.3,0.0,378.4,152.8,320.1,327.5,346.5,761.3,768.4,865.5,420.1,319.0,213.6,330.7,772.6,393.0,299.1,382.1,358.4,840.1,819.3,278.5,373.6,761.8,365.0,414.6,330.5,169.4,367.9,177.5,262.8,820.0,190.6,181.6,811.3,342.1,300.9,394.9,336.2,273.7,107.2,823.2,333.6,319.9
SE,205.4,234.7,292.5,307.2,342.6,60.7,256.9,244.8,377.4,356.7,285.6,140.0,56.2,262.0,996.9,1495.2,906.4,214.3,219.8,253.5,238.8,178.5,372.6,466.7,205.1,990.3,161.8,66.4,13.1,434.5,279.0,258.2,148.4,170.5,1126.9,158.4,161.0,210.9,1084.2,260.6,988.1,325.6,170.7,201.3,973.8,1044.5,374.8,332.6,277.7,879.5,112.4,75.9,348.7,278.3,281.1,88.2,254.5,243.9,416.0,301.4,384.6,213.1,933.0,425.1,223.7,393.0,361.4,239.2,255.2,186.2,314.5,108.2,928.5,932.1,205.2,208.3,155.9,317.9,306.3,951.8,204.3,1083.3,1137.2,996.9,188.2,386.9,304.3,972.2,390.2,266.2,921.1,978.6,296.8,167.1,300.0,292.5,78.2,1023.6,392.1,353.4,269.8,36.1,122.0,325.8,207.2,163.9,363.1,42.2,1099.7,474.3,0.0,278.9,145.1,159.1,284.3,880.6,1024.5,984.8,81.7,137.9,404.1,67.8,1053.0,219.6,147.9,209.4,247.5,1120.5,945.5,236.9,62.8,1001.1,334.3,176.7,157.1,448.9,68.3,300.1,220.7,894.9,301.0,352.1,1091.7,136.8,214.5,144.2,129.0,234.5,300.4,933.6,183.4,214.2
SL,247.9,35.6,80.0,59.5,162.9,275.1,87.0,126.6,168.5,152.7,96.9,159.0,212.4,209.0,804.0,1420.3,713.5,191.9,125.1,210.6,167.4,215.1,127.7,189.5,137.1,817.6,262.9,277.9,254.8,202.2,137.7,275.2,157.5,189.0,954.2,157.0,171.7,118.5,911.5,238.5,795.2,121.6,207.3,149.3,801.1,903.2,131.9,176.2,102.4,686.6,305.1,219.3,111.2,172.1,167.0,174.1,121.2,72.4,204.6,234.7,139.7,212.9,740.1,141.3,182.5,248.1,219.0,129.2,142.1,183.9,172.1,189.8,735.6,739.2,112.6,158.3,222.8,107.8,102.3,758.9,212.1,910.6,964.5,863.0,281.0,253.3,148.4,779.3,178.8,232.2,760.9,805.9,191.2,201.3,96.0,48.7,318.2,854.9,164.4,173.7,106.7,274.0,234.9,183.4,226.2,232.4,170.4,258.4,927.0,180.7,241.6,0.0,183.3,193.3,209.7,687.7,831.9,791.9,283.3,182.2,208.2,193.9,880.3,256.2,162.3,245.3,221.6,947.8,745.7,141.7,236.8,888.6,267.6,277.8,193.7,206.4,231.1,40.7,126.0,746.4,158.6,108.0,919.0,205.3,164.1,258.1,199.4,136.9,57.5,749.6,196.8,183.1
SM,96.9,154.7,223.8,203.3,252.1,173.7,270.6,139.2,320.8,276.7,129.5,32.1,112.2,159.9,956.3,1490.9,865.8,123.8,228.0,163.0,148.3,186.1,280.0,352.4,216.1,980.5,174.9,189.7,147.0,365.1,170.3,167.7,122.4,55.2,1117.1,159.4,174.7,123.9,1074.4,170.1,947.5,245.6,196.3,111.4,964.0,1040.2,294.8,229.6,161.4,838.9,216.9,108.1,263.5,187.8,190.6,73.9,153.2,151.4,353.0,210.9,292.0,111.0,892.4,304.2,133.2,322.5,345.1,161.8,153.1,70.9,328.2,103.0,887.9,891.5,125.2,222.0,70.8,225.8,226.3,911.2,221.7,1073.5,1127.4,992.6,199.8,296.4,201.8,931.6,331.1,175.7,916.8,968.8,206.3,180.8,220.0,216.1,203.5,1019.3,332.1,262.9,165.7,170.0,135.7,339.5,75.2,183.7,322.7,138.0,1089.9,343.6,133.8,198.9,0.0,172.8,193.8,840.0,1020.2,944.2,165.1,144.0,360.5,120.0,1043.2,228.0,148.9,217.0,157.0,1110.7,941.2,121.6,158.6,996.8,243.8,188.3,170.8,369.3,119.9,208.1,226.8,890.6,314.7,260.3,1081.9,150.5,99.2,139.9,142.7,136.9,220.4,929.3,197.1,112.1
SO,245.3,161.7,133.3,148.0,179.0,173.4,97.7,146.6,202.2,248.0,126.4,162.4,206.2,202.3,837.7,1329.1,747.2,208.0,62.2,226.7,183.5,63.5,213.4,307.5,45.9,831.1,101.0,211.3,158.6,275.3,119.8,291.3,91.2,183.1,967.7,58.5,31.2,84.1,925.0,254.6,828.9,221.4,55.9,135.4,814.6,913.4,293.0,190.5,120.1,720.3,203.3,156.4,189.5,188.2,183.1,176.6,137.3,84.7,256.8,250.8,233.2,224.7,773.8,265.9,198.6,233.8,202.2,80.0,158.2,170.0,155.3,89.0,769.3,772.9,150.9,49.1,200.1,158.7,202.1,792.6,45.1,924.1,978.0,888.9,120.2,224.9,164.5,813.0,231.0,248.3,794.6,819.4,207.3,9.5,195.8,133.3,205.2,888.6,232.9,189.8,105.9,190.7,66.8,166.6,225.1,73.1,207.8,214.1,940.5,315.1,171.8,198.6,182.2,0.0,236.2,721.4,865.6,825.6,133.8,67.1,244.9,178.2,893.8,99.5,53.5,89.3,237.7,966.2,782.2,157.8,213.6,893.1,283.7,115.9,37.0,263.8,144.6,140.9,61.5,767.5,145.0,192.9,932.5,46.0,158.5,125.1,26.2,156.9,195.5,785.1,24.2,183.3
SQ,128.9,221.4,243.1,224.5,76.5,313.7,296.8,158.4,387.5,291.4,193.4,194.8,252.2,119.2,1023.0,1513.8,932.5,74.7,251.3,82.8,83.9,245.9,346.7,419.1,230.6,1047.2,301.8,329.7,287.0,431.8,234.2,55.0,191.6,139.4,1183.8,187.8,239.3,186.1,1141.1,18.4,1014.2,274.9,235.3,110.2,1030.7,1129.5,361.5,106.0,131.1,905.6,356.9,248.1,330.2,67.0,72.1,245.3,168.1,165.9,419.7,49.3,391.3,85.2,959.1,370.9,68.8,405.7,411.8,225.7,128.7,121.0,399.9,246.0,954.6,958.2,165.9,293.7,139.8,292.5,225.5,977.9,281.5,1140.2,1194.1,1078.1,315.1,120.8,93.0,998.3,397.8,12.0,979.9,1035.5,26.7,252.5,239.2,313.8,343.5,1073.9,398.8,87.3,144.9,310.0,269.0,411.2,108.7,266.5,385.5,278.0,1156.6,410.3,273.8,265.6,180.0,242.9,0.0,906.7,1050.9,1010.9,305.1,216.3,427.2,260.0,1109.9,287.0,193.1,276.8,63.3,1182.3,964.7,136.9,298.6,1099.1,82.2,328.3,224.5,436.0,259.9,305.8,250.0,952.2,386.4,327.0,1148.6,239.4,114.5,279.9,230.2,148.1,287.1,968.6,258.7,87.7
TB,931.3,684.5,658.9,674.9,862.2,888.6,650.9,778.4,608.2,718.8,745.8,807.9,861.3,874.7,146.7,1055.4,38.2,882.8,730.3,879.7,858.3,775.1,679.7,763.5,695.6,272.8,816.2,926.8,873.8,721.5,786.6,950.2,806.4,837.9,404.0,775.2,746.4,767.4,336.0,887.4,137.9,687.7,767.3,839.0,289.1,345.7,801.4,867.2,791.1,29.3,918.5,868.2,663.8,821.0,815.9,823.0,769.1,721.3,663.6,928.1,691.7,893.0,52.3,735.5,873.4,602.3,676.5,778.1,798.2,868.4,629.6,805.7,71.1,51.4,785.4,664.7,871.7,625.0,668.4,101.6,742.0,346.9,394.8,205.7,836.9,819.4,797.3,122.0,637.8,881.1,103.6,254.8,840.1,707.3,662.1,664.2,920.4,204.2,707.2,862.9,754.6,905.9,782.0,640.9,909.6,788.3,629.4,907.3,351.5,771.1,890.5,664.9,832.2,715.1,858.6,0.0,174.6,113.5,849.0,782.3,647.9,842.8,304.8,789.7,768.7,778.7,870.5,385.1,105.4,820.9,885.7,203.6,920.5,831.1,753.7,676.4,861.3,662.4,731.2,106.1,616.1,667.2,356.3,761.2,840.1,778.8,741.4,788.7,680.5,92.3,741.1,839.2
TD,1044.2,831.9,776.1,792.1,981.7,1005.8,768.1,895.6,725.4,836.0,893.2,955.3,1008.7,991.9,54.1,1065.9,199.6,988.2,847.5,996.9,963.7,892.3,834.2,709.5,812.8,140.0,933.4,1074.2,991.0,667.5,934.0,1071.5,953.8,985.3,271.2,892.4,863.6,914.8,203.2,1034.8,36.6,804.9,888.3,945.6,156.3,209.6,747.4,984.9,898.7,157.6,1035.7,1015.6,833.8,968.4,963.3,970.4,886.3,868.7,765.5,1031.0,810.0,1003.3,134.8,759.4,978.8,719.5,741.1,925.5,915.4,980.2,788.0,922.9,191.4,227.7,902.6,781.9,1019.1,742.2,785.6,83.7,859.2,214.1,262.0,31.0,954.1,936.5,944.7,73.0,791.8,1028.5,218.0,125.7,987.5,824.5,779.3,781.4,1037.6,64.1,787.7,992.5,870.8,1070.3,899.2,776.7,1022.5,905.5,800.3,1054.7,218.7,717.1,1037.9,812.3,979.6,832.3,1016.4,182.2,0.0,85.6,966.2,899.5,827.5,990.2,172.0,906.9,885.9,895.9,1017.9,257.2,217.5,938.0,1033.1,56.5,1037.6,948.3,870.9,757.4,1027.4,779.6,848.4,249.5,800.3,837.2,223.5,878.4,957.3,922.2,858.6,905.9,766.7,208.5,858.3,956.4
TE,1015.8,769.0,743.4,759.4,946.7,973.1,735.4,862.9,692.7,803.3,830.3,892.4,945.8,959.2,52.8,1061.0,129.2,967.3,814.8,964.2,942.8,859.6,764.2,784.5,780.1,190.2,900.7,1011.3,958.3,742.5,871.1,1034.7,890.9,922.4,321.4,859.7,830.9,851.9,253.4,971.9,38.2,772.2,851.8,923.5,206.5,263.1,822.4,951.7,875.6,98.7,1003.0,952.7,748.3,905.5,900.4,907.5,853.6,805.8,748.1,1012.6,776.2,977.5,69.8,834.4,957.9,686.8,816.1,862.6,882.7,952.9,714.1,890.2,107.0,157.6,869.9,749.2,956.2,709.5,752.9,42.2,826.5,264.3,312.2,106.0,921.4,903.9,881.8,11.9,722.3,965.6,132.3,160.9,924.6,791.8,746.6,748.7,1004.9,105.0,862.7,947.4,839.1,990.4,866.5,725.4,994.1,872.8,713.9,991.8,268.9,792.1,975.0,749.4,916.7,799.6,943.1,112.1,74.9,0.0,933.5,866.8,732.4,927.3,222.2,874.2,853.2,863.2,955.0,302.5,131.8,905.4,970.2,131.5,1005.0,915.6,838.2,760.9,945.8,746.9,815.7,190.6,700.6,751.7,273.7,845.7,924.6,863.3,825.9,873.2,841.7,121.0,825.6,923.7
TI,215.0,288.7,260.3,275.0,306.0,42.1,224.7,245.3,345.2,379.5,253.4,166.5,123.8,271.6,964.7,1463.0,874.2,223.9,187.6,263.1,248.4,146.3,340.4,434.5,172.9,958.1,129.6,81.5,54.3,402.3,246.8,267.8,129.8,180.1,1094.7,126.4,128.8,181.7,1052.0,270.2,955.9,348.4,138.5,201.8,941.6,1012.3,420.0,319.3,245.5,847.3,69.4,79.3,316.5,287.9,290.7,142.0,255.0,211.7,383.8,311.0,352.4,222.7,900.8,392.9,233.3,360.8,329.2,207.0,264.8,195.8,282.3,99.1,896.3,899.9,214.8,176.1,165.5,285.7,329.1,919.6,172.1,1051.1,1105.0,964.7,156.0,350.3,291.5,940.0,358.0,275.8,888.9,946.4,306.4,134.9,322.8,260.3,71.3,991.4,359.9,316.8,249.8,76.7,89.8,293.6,204.9,131.7,330.9,96.4,1067.5,442.1,67.5,288.5,154.7,126.9,293.9,848.4,992.3,952.6,0.0,105.7,371.9,103.1,1020.8,187.4,119.9,177.2,257.1,1088.3,913.3,246.5,82.3,968.9,343.9,144.5,124.9,416.7,67.5,267.9,188.5,862.7,268.8,319.9,1059.5,104.6,224.1,112.0,96.8,235.0,310.0,901.4,151.2,223.8
TJ,193.0,161.8,196.7,211.4,242.4,151.5,161.1,170.9,265.6,315.9,189.8,113.2,157.3,206.7,901.1,1392.5,810.6,171.1,122.2,210.3,195.6,70.5,276.8,370.9,152.5,894.5,88.4,190.9,130.9,338.7,183.2,197.0,24.0,115.9,1031.1,52.0,65.2,118.1,988.4,199.4,892.3,284.8,80.7,127.4,878.0,1026.4,356.4,255.7,181.9,783.7,191.7,118.9,252.9,232.8,237.9,119.0,180.6,148.1,320.2,243.4,288.8,139.8,837.2,329.3,180.5,290.5,265.6,143.4,199.9,117.5,218.7,45.8,832.7,836.3,132.3,112.5,165.4,222.1,265.5,856.0,106.1,987.5,1041.4,978.8,98.7,286.7,227.9,876.4,294.4,205.0,903.0,882.8,242.5,71.3,259.2,196.7,171.7,1005.5,296.3,253.2,186.2,163.0,51.3,230.0,172.8,50.1,267.3,162.6,1003.9,378.5,144.1,206.0,137.5,63.3,225.2,784.8,929.0,889.0,128.8,0.0,308.3,138.8,957.2,107.6,41.5,101.4,186.3,1024.7,842.8,168.2,181.7,983.0,291.1,118.2,72.4,353.1,107.1,204.3,121.0,830.9,205.2,256.3,995.9,23.0,145.8,126.1,33.2,160.6,227.5,846.7,87.6,158.9
TP,449.1,202.3,176.7,192.7,380.0,406.8,169.1,296.2,118.4,232.1,263.6,395.8,379.1,392.5,753.9,1298.5,663.4,395.9,248.5,397.5,371.4,293.3,200.6,194.0,213.8,687.6,334.4,446.2,392.0,161.8,304.4,479.2,324.6,416.5,824.2,293.4,264.6,285.2,781.5,442.5,745.1,205.5,289.3,368.8,671.1,769.9,173.6,385.0,306.4,636.5,436.7,391.3,113.2,376.1,371.0,340.8,286.9,239.1,74.3,445.9,176.4,411.0,690.0,134.4,386.5,102.1,88.7,267.9,316.0,403.4,88.1,323.9,685.5,689.1,303.2,182.9,433.5,142.8,186.2,708.8,260.2,780.6,834.5,718.5,355.1,337.2,352.4,729.2,48.5,436.2,710.8,675.9,395.2,225.5,179.9,204.7,438.6,804.8,101.4,380.7,271.4,424.1,300.2,76.8,427.4,306.5,57.3,447.5,797.0,201.6,405.2,182.7,415.6,233.3,424.1,637.6,781.8,741.8,367.2,300.5,0.0,360.6,750.3,307.9,286.9,296.9,425.6,822.7,698.4,338.7,403.5,739.5,438.3,349.3,271.9,108.2,379.5,180.2,249.4,696.3,96.4,116.6,789.0,279.4,357.9,360.0,259.6,306.5,183.4,699.5,259.3,357.0
TW,172.8,202.1,307.0,321.7,310.0,106.7,271.4,212.2,374.5,324.1,262.4,107.4,44.0,229.4,1034.4,1492.3,920.9,181.7,221.7,220.9,206.2,187.5,327.4,399.8,219.6,1018.4,187.5,109.5,82.2,449.0,293.5,225.6,121.6,137.9,1155.0,158.2,175.5,178.3,1112.3,228.0,1014.1,293.0,185.2,168.7,1001.9,1041.6,342.2,300.0,208.8,894.0,136.7,25.3,363.2,245.7,248.5,55.6,221.9,258.4,430.5,268.8,339.4,180.5,947.5,351.6,191.1,407.5,375.9,253.7,222.6,153.6,329.0,108.5,943.0,946.6,172.6,222.8,123.3,332.4,273.7,966.3,218.8,1111.4,1165.3,994.0,213.9,354.3,271.7,986.7,404.7,233.6,918.2,1006.7,264.2,181.6,267.4,307.0,149.8,1020.7,406.6,320.8,237.2,105.2,136.5,340.3,174.6,178.4,377.6,73.2,1127.8,391.0,69.0,246.3,112.5,173.6,251.7,895.1,1021.6,999.3,121.9,143.3,418.6,0.0,1081.1,229.4,148.2,218.4,214.9,1148.6,942.6,204.3,68.4,998.2,301.7,202.4,171.6,447.8,37.1,314.6,220.5,892.0,315.5,366.6,1119.8,151.3,181.9,141.3,143.5,201.9,267.8,930.7,197.9,181.6
TY,1106.8,894.5,838.7,854.7,1044.3,1068.4,830.7,958.2,788.0,898.6,955.8,1017.9,1071.3,1054.5,187.8,1029.8,319.8,1050.8,910.1,1059.5,1026.3,954.9,896.8,772.1,875.4,75.2,996.0,1136.8,1053.6,730.1,996.6,1134.1,1016.4,1047.9,99.1,955.0,926.2,977.4,57.0,1097.4,200.1,867.5,947.1,1008.2,91.5,111.6,810.0,1049.3,961.3,277.8,1098.3,1078.2,896.4,1031.0,1025.9,1033.0,948.9,931.3,828.1,1093.6,880.8,1071.8,262.8,822.0,1041.4,782.1,803.7,988.1,978.0,1042.8,850.6,985.5,304.1,355.7,965.2,844.5,1081.7,804.8,848.2,220.0,921.8,71.9,89.9,139.3,1016.7,999.1,1007.3,207.9,854.4,1091.1,295.9,113.7,1050.1,887.1,841.9,844.0,1100.2,166.3,850.3,1055.1,934.4,1132.9,961.8,839.3,1085.1,968.1,862.9,1117.3,46.6,779.7,1100.5,874.9,1042.2,894.9,1068.6,310.2,163.5,220.5,1028.8,962.1,890.1,1052.8,0.0,969.5,948.5,958.5,1080.5,89.1,320.3,1000.6,1095.7,125.5,1100.2,1010.9,933.5,845.9,1090.0,842.2,911.0,369.7,867.1,899.8,60.3,941.0,1019.9,1042.8,921.2,968.5,829.3,308.4,920.9,1019.0
UL,297.4,226.2,197.8,212.5,245.1,232.3,170.2,212.7,257.2,305.5,192.5,217.0,257.4,273.6,886.2,1334.6,795.7,238.6,126.7,282.5,249.6,28.2,266.4,378.5,86.3,901.1,72.0,271.7,217.5,346.3,185.9,310.9,137.9,226.6,1037.7,100.9,118.9,167.8,995.0,297.4,877.4,274.4,51.4,176.3,884.6,945.8,364.0,256.6,184.6,768.8,262.2,215.9,260.5,254.3,249.2,219.1,203.4,150.8,327.8,316.9,284.6,253.7,822.3,336.9,252.7,208.5,273.2,146.1,224.3,210.9,226.3,145.1,817.8,821.4,217.0,128.9,249.7,211.7,255.1,841.1,55.1,994.1,1048.0,894.4,100.3,289.4,230.6,861.5,302.0,291.1,818.6,889.4,273.4,97.3,248.8,205.8,264.1,921.1,303.9,255.9,172.0,249.6,125.7,237.6,277.2,77.2,274.9,245.8,1010.5,386.1,230.7,251.6,236.8,89.1,291.9,769.9,914.1,874.1,192.7,113.8,296.9,238.9,963.8,0.0,94.4,10.9,277.7,1036.2,809.6,223.9,266.4,898.6,349.8,106.4,63.1,330.5,219.7,213.4,127.6,773.0,216.0,263.9,1002.5,92.8,217.1,144.7,85.1,209.5,261.6,829.1,95.6,230.4
UM,201.7,141.9,183.5,198.2,266.7,164.7,147.9,124.1,252.4,302.7,174.3,126.4,161.7,177.9,887.9,1379.3,797.4,142.9,75.4,186.8,172.1,51.5,263.6,357.7,133.5,881.3,107.4,204.1,144.1,325.5,169.3,223.7,55.2,130.9,1017.9,5.2,52.0,72.1,975.2,201.7,879.1,271.6,43.7,80.6,864.8,966.9,282.0,241.8,168.0,770.5,204.9,132.1,239.7,198.8,203.9,123.4,133.8,134.2,307.0,234.7,275.6,164.2,824.0,316.1,157.0,275.5,252.4,129.5,175.7,115.2,205.5,59.0,819.5,823.1,146.8,99.3,178.6,208.9,238.1,842.8,87.1,974.3,1028.2,939.1,128.6,311.0,214.0,863.2,281.2,195.4,844.8,869.6,216.9,58.1,246.0,183.5,184.9,938.8,283.1,277.5,149.1,176.2,64.5,216.8,181.5,80.0,254.1,180.7,990.7,365.3,157.3,186.1,150.7,50.1,199.6,771.6,915.8,875.8,143.4,29.8,295.1,143.2,944.0,92.6,0.0,82.4,182.0,1011.5,829.6,143.8,186.1,943.3,267.6,132.9,30.1,339.9,120.3,191.1,74.2,817.7,192.0,243.1,982.7,52.9,121.4,139.3,35.8,113.8,207.6,833.5,74.4,134.7
