from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
QJ,595.7,507.1,663.3,497.3,653.6,800.8,577.6,665.1,661.4,492.2,831.0,593.5,625.6,699.1,857.5,94.2,642.7,757.2,627.9,151.3,902.3,745.5,808.4,831.1,710.7,691.4,140.1,743.2,384.5,705.0,704.1,667.1,702.5,88.0,22.4,668.0,682.9,771.2,745.5,745.2,605.8,615.7,766.1,727.4,739.5,742.0,570.3,653.3,698.3,686.7,677.3,313.1,750.7,643.6,725.0,830.8,786.3,652.0,862.7,518.8,184.2,673.3,143.4,96.5,524.5,666.6,320.2,643.2,739.8,86.9,684.0,646.4,792.6,679.2,631.3,842.0,620.4,675.7,652.5,131.8,175.6,729.6,109.9,647.8,644.8,695.6,585.6,668.2,665.0,747.2,684.3,683.6,597.1,705.2,739.6,578.6,819.2,688.5,840.6,671.7,657.6,520.6,714.9,738.0,0.0,808.0,883.9,721.3,675.4,51.4,752.3,633.1,536.4,771.3,744.3,738.4,660.8,756.1,588.7,24.3,639.2,87.6,534.3,676.6,734.6,768.6,727.6,580.1,141.3,682.4,681.6,703.3,639.4,792.6,718.3,725.9,675.6,765.1,814.9,803.3,731.9,549.0,142.9,687.3,144.0,123.7,709.5,617.0,746.1,712.7,648.7,123.3,762.9,634.2,1226.4,281.8,642.6,641.7
QL,440.6,437.1,230.1,329.3,228.1,112.2,289.6,158.0,235.9,334.4,153.4,226.5,262.4,269.4,150.6,884.2,397.6,331.7,468.6,851.3,109.8,225.2,39.7,130.7,200.6,265.7,930.1,538.0,941.7,275.3,142.9,180.9,145.5,884.2,831.6,262.1,246.1,341.5,108.1,119.5,256.8,272.2,340.6,174.6,97.2,292.4,300.1,247.8,142.5,176.6,432.2,866.1,197.3,273.6,195.8,180.4,61.8,246.1,61.5,361.9,741.4,214.0,827.0,882.3,367.6,250.6,873.2,194.3,111.8,777.0,231.7,203.7,161.7,197.0,285.9,135.3,257.2,269.8,169.2,815.4,965.6,280.0,899.9,289.4,399.7,213.4,430.5,203.8,419.9,321.7,439.2,206.3,300.6,460.1,245.4,423.5,142.6,200.7,74.5,193.2,250.0,306.0,505.5,166.6,858.2,0.0,91.4,196.4,216.2,905.5,65.6,203.5,330.8,60.3,96.8,101.9,351.3,145.9,307.1,882.6,182.4,877.6,337.6,152.1,309.1,240.7,120.4,248.3,931.3,276.5,256.1,233.7,212.0,69.1,219.2,520.7,236.6,211.7,6.8,146.8,208.2,277.6,826.5,160.7,900.4,913.7,528.2,283.0,93.2,241.1,215.8,909.1,125.5,228.3,1038.0,839.0,221.6,432.3
QT,441.7,438.2,246.0,330.4,229.2,96.9,290.7,159.1,230.5,335.5,92.7,227.6,263.5,270.5,89.9,942.5,455.9,332.8,469.7,909.6,18.3,257.5,74.1,73.6,258.9,266.8,988.4,596.3,1000.0,276.4,176.1,165.6,130.2,942.5,889.9,263.2,258.5,342.6,176.9,104.2,257.9,273.3,341.7,159.3,166.0,293.5,301.2,248.9,174.8,234.9,490.5,924.4,201.5,274.7,228.1,119.7,94.1,247.2,27.1,363.0,799.7,198.7,885.3,937.9,368.7,251.7,931.5,195.4,127.2,835.3,232.8,188.4,101.0,198.1,287.0,120.0,258.3,270.9,170.3,873.7,1023.9,272.9,958.2,290.5,458.0,214.5,431.6,262.1,478.2,322.8,497.5,191.0,301.7,518.4,277.7,424.6,81.9,185.4,62.2,194.3,230.4,303.9,563.8,198.9,912.3,68.7,0.0,288.7,200.9,963.8,128.0,204.6,331.9,129.1,81.5,86.6,352.4,130.6,308.2,940.9,183.5,928.6,338.7,220.4,310.2,241.8,105.1,249.4,989.6,277.6,257.2,234.8,196.7,136.4,251.5,579.0,237.7,216.6,61.8,86.1,209.3,278.7,884.8,141.1,958.7,972.0,586.5,284.1,127.4,273.4,216.9,967.4,194.3,229.4,1011.7,897.3,222.7,490.6
QW,424.2,420.7,213.7,312.9,220.7,306.0,273.2,159.6,231.0,318.0,347.2,228.1,246.0,213.7,344.4,790.5,303.9,239.6,452.2,757.6,303.6,148.2,200.4,328.1,132.6,249.3,836.4,444.3,848.0,207.8,93.0,257.5,292.9,790.5,737.9,263.7,223.6,249.4,134.4,270.2,242.0,273.8,248.5,325.3,128.4,276.0,283.7,263.9,105.2,108.6,338.5,772.4,157.6,272.4,131.9,341.2,178.3,247.7,255.3,345.5,647.7,313.9,733.3,788.6,351.2,249.4,779.5,177.9,239.6,683.3,215.3,236.8,298.8,198.6,284.7,268.0,273.3,214.6,170.8,721.7,871.9,263.6,806.2,273.0,306.0,215.0,414.1,38.8,326.2,229.6,345.5,274.0,284.2,366.4,146.5,407.1,336.4,300.6,268.3,194.2,225.6,289.6,411.8,144.9,760.3,196.9,285.2,0.0,289.5,811.8,147.6,187.1,314.4,160.2,221.4,216.3,355.3,296.6,292.3,788.9,184.0,776.6,321.2,56.6,217.0,224.3,271.1,231.9,837.6,278.1,233.0,217.3,229.8,181.5,125.2,427.0,238.2,172.0,203.8,313.7,191.8,261.2,732.8,282.0,806.7,820.0,434.5,268.2,135.0,218.6,214.6,815.4,151.8,229.9,1062.8,745.3,220.4,338.6
RI,282.8,279.3,122.3,171.5,250.5,205.3,149.8,180.4,251.8,176.6,262.7,248.9,191.3,291.8,259.9,841.1,466.8,354.1,310.8,808.2,219.1,262.8,218.7,243.6,269.8,245.0,887.0,607.2,898.6,297.7,246.8,41.9,60.6,841.1,788.5,284.5,270.8,363.9,288.2,102.9,127.1,288.2,363.0,94.6,282.2,213.4,160.3,212.3,185.7,245.8,501.4,823.0,204.8,214.8,239.0,289.7,238.7,268.5,170.8,204.1,698.3,81.6,783.9,836.5,209.8,191.8,830.1,114.6,214.6,733.9,211.0,64.7,271.0,219.4,213.6,175.5,202.7,292.2,191.6,772.3,922.5,192.8,856.8,218.3,468.9,235.8,272.7,273.0,489.1,344.1,508.4,67.3,160.8,529.3,282.4,265.7,251.9,68.3,170.6,193.3,106.7,145.0,574.7,227.8,810.9,213.3,200.7,310.3,0.0,862.4,272.6,104.5,161.3,273.7,157.0,162.1,243.1,123.3,171.0,839.5,204.8,827.2,179.8,242.0,331.5,200.8,85.7,90.5,888.2,298.9,278.5,174.7,73.0,281.0,261.1,589.9,259.0,219.9,206.4,256.1,168.3,119.8,783.4,49.7,857.3,870.6,597.4,147.4,272.0,265.8,170.0,866.0,305.6,250.7,994.2,795.9,163.9,501.5
RQ,640.7,552.1,708.3,542.3,698.6,845.8,622.6,710.1,699.9,537.2,876.0,638.5,670.6,739.9,898.3,139.2,687.7,802.2,668.7,196.3,947.3,793.8,851.3,872.5,755.7,736.4,185.1,788.2,436.0,745.8,749.1,712.1,747.5,36.6,73.8,713.0,727.9,812.0,790.5,786.0,650.8,660.7,811.1,772.4,784.5,787.0,611.1,698.3,743.3,731.7,722.3,360.4,795.7,688.6,770.0,875.8,831.3,697.0,907.7,563.8,235.7,718.3,194.9,137.3,569.5,711.6,367.5,688.2,784.8,138.4,724.8,691.4,833.4,724.2,676.3,887.0,665.4,720.7,697.5,183.3,220.6,766.4,154.9,692.8,689.8,740.6,630.6,713.2,710.0,792.2,729.3,728.6,642.1,750.2,784.6,623.6,864.2,733.5,882.6,716.4,698.3,568.8,755.7,783.0,51.4,853.0,928.9,773.7,720.4,0.0,803.7,678.1,581.4,816.3,788.5,783.4,705.8,801.1,633.7,22.8,684.2,125.3,579.3,724.3,779.6,809.4,772.6,625.1,186.3,727.4,726.6,748.3,684.4,837.6,763.3,770.9,720.6,810.8,859.9,848.3,776.9,594.0,194.4,736.6,189.0,168.7,754.5,657.8,791.1,767.7,693.7,164.1,807.9,679.2,1271.4,333.3,687.6,682.5
RS,451.5,448.0,241.0,340.2,246.7,161.5,300.5,176.6,254.5,345.3,202.7,238.7,273.3,241.0,206.3,824.9,338.3,266.9,473.1,792.0,159.1,176.6,89.0,180.0,141.3,276.6,870.8,478.7,882.4,235.1,83.6,230.2,194.8,824.9,772.3,280.7,264.7,276.7,79.6,168.8,269.3,290.8,275.8,223.9,73.6,303.3,304.6,266.4,132.5,117.3,372.9,800.4,184.9,292.2,159.2,229.7,94.5,258.3,110.8,372.8,682.1,263.3,767.7,816.6,378.5,269.2,807.5,205.2,155.8,711.3,242.6,253.0,217.4,215.6,304.5,184.6,275.8,241.9,187.8,756.1,906.3,290.9,840.6,300.3,340.4,232.0,441.4,144.5,360.6,256.9,379.9,255.6,311.5,400.8,173.8,434.4,191.9,250.0,123.8,212.1,252.9,316.9,446.2,185.2,798.9,49.2,140.7,137.1,265.5,846.2,0.0,208.0,341.7,76.3,145.3,151.2,369.9,195.2,319.6,816.9,201.0,818.3,348.5,92.8,244.3,251.6,169.7,259.2,872.0,288.7,274.7,244.6,261.3,97.7,152.5,461.4,255.2,199.3,56.1,196.1,219.1,288.5,767.2,210.0,841.1,854.4,468.9,289.1,51.2,269.7,234.4,849.8,97.0,240.5,1097.2,779.7,240.2,366.6
RV,237.0,233.5,26.5,125.7,145.9,212.0,86.0,75.8,153.7,130.8,269.4,144.3,79.2,187.2,266.6,795.3,362.2,249.5,265.0,762.4,225.8,158.2,155.8,250.3,165.2,140.4,841.2,502.6,852.8,193.1,142.2,70.3,105.7,795.3,742.7,179.9,166.2,259.3,183.6,148.0,81.3,179.9,258.4,139.7,177.6,108.8,96.5,130.3,81.1,141.2,396.8,777.2,100.2,120.7,134.4,296.4,133.7,163.9,177.5,158.3,652.5,126.7,738.1,793.4,164.0,97.7,784.3,10.0,113.9,688.1,106.4,49.6,277.7,114.8,131.6,164.2,120.7,187.6,87.0,726.5,876.7,88.2,811.0,106.2,364.3,131.2,226.9,168.4,384.5,239.5,403.8,86.8,97.0,424.7,177.8,219.9,258.6,113.4,177.3,85.3,36.5,99.2,470.1,123.2,769.3,205.6,207.4,179.0,102.3,816.6,196.8,0.0,127.2,209.4,117.6,112.5,197.3,168.4,125.2,793.7,100.2,788.7,134.0,137.4,226.9,96.2,130.8,44.7,842.4,194.3,173.9,70.1,42.6,181.9,156.5,485.3,154.4,114.6,198.7,262.8,63.7,74.0,737.6,90.5,811.5,824.8,492.8,101.6,184.2,161.2,75.9,820.2,201.0,146.1,986.2,750.1,69.8,396.9
RX,161.7,158.2,147.1,50.4,169.7,323.5,41.1,182.4,171.0,55.5,380.9,186.1,109.4,211.0,378.1,720.0,479.2,273.3,189.7,687.1,337.3,275.2,270.7,361.8,282.2,175.2,765.9,619.6,777.5,216.9,259.2,150.9,186.3,720.0,667.4,221.7,199.0,283.1,300.6,224.8,89.6,189.7,282.2,211.2,294.6,225.8,29.6,113.8,198.1,258.2,513.8,701.9,217.2,127.4,251.4,407.9,250.7,205.7,289.0,83.0,577.2,157.1,662.8,715.4,88.7,150.4,709.0,127.0,230.9,612.8,153.3,130.2,366.1,212.5,115.1,281.2,104.2,233.7,186.6,651.2,801.4,205.2,735.7,131.6,481.3,213.5,151.6,285.4,501.5,263.3,520.8,167.4,60.6,541.7,233.9,144.6,370.1,172.3,288.8,155.8,137.1,23.9,587.1,240.2,689.8,331.5,318.9,322.7,159.2,741.3,313.8,116.9,0.0,326.4,234.6,229.5,144.6,239.9,72.5,718.4,173.3,706.1,58.7,254.4,250.7,213.2,211.4,63.9,767.1,236.1,197.7,187.1,123.2,298.9,255.2,602.3,191.7,232.3,324.6,374.3,180.7,32.8,662.3,175.4,736.2,749.5,609.8,96.6,301.2,238.8,132.5,744.9,318.0,187.9,1016.8,674.8,126.4,513.9
SB,440.8,437.3,230.3,329.5,228.3,162.6,289.8,158.2,229.6,334.6,203.8,226.7,262.6,253.6,201.0,837.5,350.9,279.5,468.8,804.6,160.2,195.6,92.2,184.7,153.9,265.9,883.4,491.3,895.0,247.7,96.2,231.3,195.9,837.5,784.9,262.3,246.3,289.3,92.2,169.9,257.0,272.4,288.4,225.0,86.2,292.6,300.3,248.0,142.7,129.9,385.5,819.4,197.5,273.8,171.8,230.8,76.1,246.3,111.9,362.1,694.7,264.4,780.3,832.9,367.8,250.8,826.5,194.5,137.4,730.3,231.9,254.1,212.1,197.2,286.1,185.7,257.4,254.5,169.4,768.7,918.9,272.0,853.2,289.6,353.0,213.6,430.7,157.1,373.2,269.5,392.5,256.7,300.8,413.4,186.4,423.7,193.0,251.1,127.9,193.4,240.3,303.0,458.8,166.8,807.3,50.3,141.8,176.4,266.6,858.8,56.4,203.7,331.0,0.0,147.2,152.3,351.5,196.3,307.3,835.9,182.6,823.6,337.8,108.1,256.9,240.9,170.8,248.5,884.6,276.7,256.3,233.9,262.4,79.3,165.1,474.0,236.8,212.6,57.2,197.2,208.4,277.8,779.8,206.8,853.7,867.0,481.5,283.2,32.8,241.3,216.0,862.4,109.6,228.5,1088.4,792.3,221.8,385.6
SE,360.1,356.6,149.6,248.8,147.6,94.3,209.1,77.5,155.4,253.9,151.7,146.0,181.9,188.9,148.1,868.5,381.9,251.2,388.9,835.6,108.1,178.7,104.8,129.0,184.9,185.2,914.4,522.3,926.8,194.8,161.9,110.1,74.7,868.5,815.9,181.6,176.9,261.8,203.3,48.7,176.3,191.7,260.1,103.8,197.3,211.9,219.6,167.3,100.8,160.9,416.5,850.4,119.9,193.1,154.1,178.7,110.1,165.6,59.8,281.4,725.7,143.2,811.3,864.7,287.1,170.1,857.5,113.8,57.5,761.3,152.0,132.9,160.0,116.5,205.4,46.5,176.7,189.3,88.7,799.7,949.9,199.5,884.2,208.9,384.0,132.9,350.8,188.1,404.2,241.2,423.5,135.5,220.1,444.4,211.8,343.0,140.9,129.9,56.6,113.0,161.5,225.5,489.8,142.9,842.5,101.5,89.7,198.7,145.4,889.8,168.0,123.8,250.3,172.2,0.0,5.0,270.8,74.3,226.6,866.9,101.9,861.9,257.1,154.4,228.6,160.2,49.6,167.8,915.6,196.8,175.6,153.2,141.2,158.3,176.2,505.0,156.1,134.3,95.4,145.1,127.7,197.1,810.8,89.9,884.7,898.0,512.5,202.5,149.3,190.9,135.3,893.4,220.7,147.8,979.4,824.1,141.1,416.6
SF,355.0,351.5,144.5,243.7,142.5,99.4,204.0,72.4,143.8,248.8,156.8,140.9,176.8,183.8,154.0,863.4,376.8,246.1,383.0,830.5,113.2,172.8,122.4,137.7,179.8,180.1,909.3,517.2,920.9,189.7,156.8,115.2,79.8,863.4,810.8,176.5,171.8,255.9,198.2,53.8,171.2,186.6,255.0,108.9,192.2,206.8,214.5,162.2,95.7,155.8,411.4,845.3,114.8,188.0,149.0,183.8,105.0,160.5,64.9,276.3,720.6,148.3,806.2,858.8,282.0,165.0,852.4,108.7,52.4,756.2,146.1,138.0,165.1,111.4,200.3,51.6,171.6,184.2,83.6,794.6,944.8,186.2,879.1,203.8,378.9,127.8,344.9,183.0,399.1,236.1,418.4,140.6,215.0,439.3,206.7,337.9,146.0,135.0,64.7,107.6,154.5,217.2,484.7,137.8,833.2,107.4,94.8,220.3,150.5,884.7,166.7,117.9,245.2,167.1,5.0,0.0,265.7,80.2,221.5,861.8,96.8,849.5,252.0,152.0,223.5,155.1,54.7,162.7,910.5,190.9,170.5,148.1,146.3,153.2,171.1,499.9,151.0,129.9,100.5,150.2,122.6,192.0,805.7,90.7,879.6,892.9,507.4,197.4,144.2,175.8,130.2,888.3,215.6,142.7,984.5,818.2,136.0,411.5
SK,248.4,244.9,200.9,137.1,157.5,359.8,168.1,187.0,158.8,142.2,417.2,173.9,97.2,198.8,414.4,806.7,528.0,261.1,276.4,773.8,373.6,291.6,301.5,398.1,331.0,163.0,852.6,668.4,864.2,204.7,308.0,244.7,280.1,806.7,754.1,209.5,186.8,270.9,349.4,314.2,148.8,177.5,270.0,295.3,343.4,282.8,156.6,101.6,246.9,307.0,562.6,788.6,242.8,115.2,306.9,444.2,281.5,193.5,325.3,169.7,663.9,241.2,749.5,802.1,175.4,138.2,795.7,184.0,261.7,699.5,141.1,224.0,425.5,201.1,102.9,312.0,92.0,221.5,174.4,737.9,888.1,262.2,822.4,142.4,530.1,201.3,238.3,334.2,550.3,251.1,569.6,261.2,187.6,590.5,221.7,231.3,406.4,256.4,325.1,192.4,210.9,110.6,635.9,268.9,776.5,353.4,355.2,371.5,243.3,828.0,362.0,174.3,126.9,343.6,265.4,260.3,0.0,340.6,105.7,805.1,161.1,792.8,145.4,303.2,238.5,277.7,315.1,148.0,853.8,223.9,185.5,270.7,217.0,329.7,243.0,651.1,179.5,286.6,346.5,410.6,245.2,116.9,749.0,269.2,822.9,836.2,658.6,129.8,320.7,226.6,169.5,831.6,366.8,175.7,1100.9,761.5,163.4,562.7
SM,358.7,355.2,178.4,247.4,234.4,135.0,225.7,164.3,235.7,252.5,192.4,232.8,239.9,275.7,189.6,917.0,468.7,338.0,386.7,884.1,148.8,257.2,146.3,169.7,271.7,272.0,962.9,609.1,974.5,281.6,250.4,98.0,88.6,917.0,864.4,268.4,263.7,347.8,251.2,36.3,203.0,278.5,346.9,28.6,240.3,269.5,236.2,254.1,187.6,247.7,503.3,898.9,206.7,290.7,240.9,219.4,168.4,252.4,100.5,280.0,774.2,89.5,859.8,912.4,285.7,267.7,906.0,170.7,144.3,809.8,238.0,120.8,200.7,203.3,289.5,105.2,278.6,276.1,175.5,848.2,998.4,257.1,932.7,266.9,470.8,219.7,348.6,274.9,491.0,328.0,510.3,123.4,236.7,531.2,298.6,341.6,181.6,76.2,97.3,199.8,162.8,224.1,576.6,229.7,886.8,143.0,130.4,285.5,133.3,938.3,202.3,160.6,237.2,203.4,85.9,91.8,319.0,0.0,246.9,915.4,188.7,903.1,255.7,241.2,315.4,256.9,63.5,166.4,964.1,282.8,262.4,230.8,129.1,210.7,263.0,591.8,242.9,221.8,136.1,185.8,224.4,195.7,859.3,74.9,933.2,946.5,599.3,223.3,201.7,267.7,245.9,941.9,268.6,234.6,967.7,871.8,239.8,503.4
SR,208.3,204.8,154.1,97.0,142.8,327.4,128.0,154.6,144.1,102.1,384.8,159.2,82.5,184.1,382.0,766.6,489.4,246.4,236.3,733.7,341.2,276.9,269.1,365.7,292.4,148.3,812.5,629.8,824.1,190.0,269.4,174.3,209.7,766.6,714.0,194.8,172.1,256.2,310.8,248.2,61.8,162.8,255.3,234.6,304.8,236.0,116.5,86.9,208.3,268.4,524.0,748.5,228.1,100.5,261.6,411.8,249.1,178.8,292.9,129.6,623.8,180.5,709.4,762.0,135.3,123.5,755.6,137.2,229.3,659.4,126.4,153.6,393.1,184.7,88.2,279.6,77.3,206.8,159.7,697.8,848.0,215.4,782.3,104.7,491.5,186.6,198.2,295.6,511.7,236.4,531.0,190.8,147.5,551.9,207.0,191.2,374.0,195.7,292.7,128.0,164.1,70.5,597.3,254.2,736.4,321.0,322.8,332.9,182.6,787.9,324.0,127.5,86.8,311.2,233.0,227.9,117.7,263.3,0.0,765.0,146.4,752.7,105.3,264.6,223.8,231.3,234.8,87.3,813.7,209.2,170.8,224.3,146.6,297.3,228.3,612.5,164.8,271.9,314.1,378.2,198.8,85.7,708.9,198.8,782.8,796.1,620.0,24.0,288.3,211.9,104.7,791.5,328.2,161.0,1040.2,721.4,98.6,524.1
SS,624.3,535.7,691.9,525.9,682.2,829.4,606.2,693.7,690.0,520.8,859.6,622.1,654.2,723.5,881.9,122.8,671.3,785.8,652.3,179.9,930.9,769.9,837.0,856.1,739.3,720.0,168.7,771.8,413.1,729.4,732.7,695.7,731.1,59.4,51.0,696.6,711.5,795.6,774.1,769.6,634.4,644.3,794.7,756.0,768.1,770.6,594.7,681.9,726.9,715.3,705.9,337.5,779.3,672.2,753.6,859.4,814.9,680.6,891.3,547.4,212.8,701.9,172.0,120.9,553.1,695.2,344.6,671.8,768.4,115.5,708.4,675.0,817.0,707.8,659.9,870.6,649.0,704.3,681.1,160.4,204.2,750.0,138.5,676.4,673.4,724.2,614.2,696.8,693.6,775.8,712.9,712.2,625.7,733.8,768.2,607.2,847.8,717.1,866.2,700.3,681.9,552.4,739.3,766.6,24.3,836.6,912.5,745.7,704.0,22.8,787.3,661.7,565.0,799.9,772.1,767.0,689.4,784.7,617.3,0.0,667.8,116.2,562.9,705.2,763.2,793.0,756.2,608.7,169.9,711.0,710.2,731.9,668.0,821.2,746.9,754.5,704.2,793.7,843.5,831.9,760.5,577.6,171.5,720.2,172.6,152.3,738.1,641.4,774.7,741.3,677.3,147.7,791.5,662.8,1255.0,310.4,671.2,666.1
TD,308.5,305.0,114.5,197.2,45.6,198.6,174.0,25.8,46.9,202.3,256.0,44.0,117.7,86.9,253.2,801.4,366.8,149.2,336.5,768.5,212.4,179.7,140.3,236.9,169.8,107.4,847.3,507.2,858.9,92.8,146.8,158.3,179.0,801.4,748.8,79.6,74.9,159.0,188.2,153.0,95.7,89.7,158.1,208.1,182.2,176.8,184.5,65.3,85.7,145.8,401.4,783.3,130.9,112.5,139.0,283.0,120.3,63.6,164.1,229.8,658.6,214.7,744.2,796.8,235.5,89.5,790.4,78.7,100.5,694.2,73.4,137.6,264.3,39.9,105.9,150.8,74.7,87.3,13.2,732.6,882.8,156.2,817.1,144.7,368.9,56.3,298.4,173.0,389.1,139.2,408.4,174.8,185.0,429.3,109.8,291.4,245.2,201.4,163.9,32.1,124.5,170.7,474.7,157.0,771.2,192.2,194.0,210.3,190.3,822.7,200.8,87.9,187.0,182.4,104.2,99.1,168.8,179.4,146.0,799.8,0.0,787.5,205.5,142.0,126.6,125.1,153.9,132.7,848.5,94.0,73.6,118.1,130.6,168.5,131.1,489.9,67.6,119.9,185.3,249.4,92.6,145.5,743.7,189.9,817.6,830.9,497.4,121.9,159.5,114.7,54.7,826.3,205.6,45.8,1074.2,756.2,60.5,401.5
TG,544.7,456.1,612.3,446.3,602.6,749.8,526.6,614.1,610.4,441.2,780.0,550.4,574.6,643.9,802.3,93.0,599.6,706.2,572.7,100.3,851.3,698.2,765.3,780.1,659.7,640.4,89.1,692.2,401.7,649.8,653.1,616.1,651.5,117.5,78.8,617.0,631.9,723.9,694.5,697.9,554.8,564.7,715.1,676.4,688.5,691.0,523.0,602.3,647.3,635.7,626.3,334.0,699.7,592.6,674.0,779.8,735.3,608.9,811.7,467.8,201.4,622.3,135.4,88.4,473.5,615.6,333.2,592.2,688.8,104.1,636.7,595.4,737.4,628.2,580.3,791.0,569.4,624.7,601.5,97.1,124.6,678.6,108.7,596.8,593.8,644.6,534.6,617.2,614.0,696.2,633.3,632.6,546.1,654.2,688.6,527.6,768.2,637.5,789.6,620.7,606.6,469.6,659.7,694.9,105.4,764.9,832.9,674.0,624.4,146.2,701.3,590.0,485.4,720.3,693.3,687.4,609.8,705.1,537.7,129.8,588.2,0.0,483.3,625.6,683.6,713.4,676.6,529.1,90.3,639.3,630.6,652.3,588.4,741.6,667.3,674.9,624.6,714.1,763.9,752.3,680.9,498.0,128.1,636.3,93.0,122.5,658.5,561.8,695.1,661.7,597.7,125.8,711.9,591.1,1175.4,306.9,591.6,586.5
TI,160.2,156.7,166.2,48.9,188.8,342.6,80.5,201.5,190.1,54.0,400.0,205.2,128.5,230.1,397.2,718.5,498.3,292.4,188.2,685.6,356.4,294.3,289.8,380.9,301.3,194.3,764.4,638.7,776.0,236.0,278.3,170.0,205.4,718.5,665.9,240.8,218.1,302.2,319.7,243.9,108.7,208.8,301.3,230.3,313.7,244.9,69.0,132.9,217.2,277.3,532.9,700.4,236.3,146.5,270.5,427.0,269.8,224.8,308.1,81.5,575.7,176.2,661.3,713.9,87.2,169.5,707.5,146.1,250.0,611.3,172.4,149.3,385.2,231.6,134.2,300.3,123.3,252.8,205.7,649.7,799.9,224.3,734.2,150.7,500.4,232.6,150.1,304.5,520.6,282.4,539.9,186.5,100.0,560.8,253.0,143.1,389.2,191.4,307.9,174.9,156.2,26.7,606.2,259.3,688.3,350.6,338.0,341.8,178.3,739.8,332.9,136.0,39.3,345.5,253.7,248.6,163.7,259.0,91.6,716.9,192.4,704.6,0.0,273.5,269.8,232.3,230.5,83.0,765.6,255.2,216.8,206.2,142.3,318.0,274.3,621.4,210.8,251.4,343.7,393.4,199.8,51.9,660.8,194.5,734.7,748.0,628.9,115.7,320.3,257.9,151.6,743.4,337.1,207.0,1035.9,673.3,145.5,533.0
TS,367.5,364.0,157.0,256.2,164.0,249.3,216.5,102.9,180.8,261.3,290.5,168.0,189.3,153.6,284.3,760.9,274.3,182.9,392.1,728.0,246.9,99.0,140.3,267.8,77.3,192.6,806.8,414.7,818.4,147.7,32.9,200.8,236.2,760.9,708.3,207.0,166.9,192.7,77.7,210.1,185.3,217.1,191.8,268.6,68.3,219.3,227.0,207.2,48.5,53.3,308.9,739.4,100.9,215.7,75.2,317.5,121.6,187.6,198.6,288.8,618.1,257.2,703.7,752.9,294.5,192.7,746.5,121.2,182.9,650.3,155.2,180.1,265.8,141.9,228.0,211.3,216.6,154.5,114.1,692.1,842.3,206.9,776.6,216.3,276.4,158.3,354.0,80.4,296.6,169.5,315.9,217.3,227.5,336.8,89.8,350.4,279.7,243.9,211.6,137.5,168.9,232.9,378.8,88.2,734.9,136.8,228.5,41.5,232.8,782.2,84.5,130.4,257.7,103.5,165.5,159.6,298.6,236.5,235.6,755.9,127.3,754.3,264.5,0.0,160.3,164.2,214.4,175.2,808.0,218.0,176.3,160.6,173.1,124.8,68.5,397.4,181.5,115.3,147.1,283.9,135.1,204.5,703.2,221.0,777.1,790.4,404.9,208.1,78.3,171.9,157.9,785.8,95.1,169.8,1033.2,712.3,163.7,305.6
TZ,386.4,382.9,255.4,275.1,80.9,339.5,306.1,166.7,108.7,280.2,396.9,133.6,197.8,85.7,394.1,891.0,421.3,22.5,414.4,858.1,353.3,157.9,290.0,377.8,224.3,215.2,936.9,561.7,948.5,91.6,201.3,299.2,319.9,891.0,838.4,146.8,115.3,32.3,242.7,293.9,249.4,179.8,46.9,349.0,236.7,317.7,294.6,136.9,175.6,200.3,455.9,872.9,162.1,189.8,173.2,423.9,270.0,108.5,305.0,307.7,748.2,355.6,833.8,889.1,313.4,212.8,880.0,219.6,241.4,783.8,163.4,278.5,416.2,166.5,177.5,291.7,146.3,74.8,154.1,822.2,972.4,297.1,906.7,253.7,423.4,151.2,376.3,227.5,443.6,12.5,462.9,315.7,325.6,483.8,80.4,369.3,386.1,342.3,304.8,173.0,265.4,248.6,529.2,161.8,860.8,305.2,334.9,264.8,331.2,912.3,255.9,228.8,264.9,268.5,245.1,240.0,240.4,320.3,243.7,889.4,140.8,877.1,283.4,196.5,0.0,266.0,294.8,273.6,938.1,138.3,93.2,259.0,271.5,289.8,101.7,544.4,129.4,205.9,312.1,390.3,233.5,254.9,833.3,330.8,907.2,920.5,551.9,267.8,243.3,134.3,195.6,915.9,260.1,126.5,1180.2,845.8,201.4,456.0
