from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DG,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,ED,EG,EI,EJ,EL,EP,EV,EW,EX,EZ,FF,FI,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IR,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MF,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OB,OC,OF,OI,OP,OR,OT,PB,PF,PH,PJ,PM,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,RZ,SE,SU,SW,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XY,XZ,YB,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
SE,839.6,933.1,626.6,122.3,242.6,985.7,140.5,573.5,754.3,797.4,1082.6,543.1,807.7,1043.0,918.4,727.9,839.9,1082.4,1022.8,606.6,544.2,292.4,688.4,869.6,878.3,221.0,891.1,865.5,132.1,843.2,879.3,391.2,269.2,497.9,612.9,305.8,856.6,776.0,798.9,833.2,426.1,457.0,990.2,965.1,408.7,710.7,782.4,521.7,1057.2,104.3,249.3,866.4,20.4,808.1,846.9,823.0,834.9,408.5,443.5,1013.7,820.2,402.1,809.1,725.5,967.6,243.1,818.5,830.9,733.0,659.6,330.0,866.3,105.2,45.7,612.0,445.8,805.0,842.8,893.9,746.0,931.1,94.3,601.5,772.8,333.6,804.8,157.2,870.3,241.5,612.0,443.9,836.3,477.5,163.2,839.4,858.4,275.6,779.1,832.7,667.6,806.8,831.9,266.0,771.5,471.9,922.1,1454.6,131.9,856.1,0.0,848.4,858.6,1054.3,844.2,903.4,677.0,57.7,293.6,1002.2,810.0,832.9,144.1,764.9,577.1,853.7,845.6,923.5,788.1,925.8,147.3,133.3,887.6,45.1,904.2,356.8,707.5,646.0,807.3,927.6,869.7,312.3,616.5,792.8,70.5,758.8,961.1,309.7,822.0,556.4,881.3
SU,279.0,372.5,411.1,824.1,944.4,425.1,715.1,358.0,121.6,146.7,522.0,434.5,227.5,482.4,357.8,235.5,391.1,521.8,462.2,391.1,453.6,708.8,164.2,309.0,324.3,922.8,337.1,285.3,706.7,195.8,318.7,612.4,971.0,407.3,397.4,562.1,551.5,125.3,429.5,253.0,522.2,472.7,429.6,404.5,504.8,141.6,117.0,600.4,496.6,845.4,951.1,312.4,792.0,160.7,119.4,492.4,184.2,571.5,574.3,453.1,45.8,577.9,24.2,126.4,407.0,659.5,238.3,250.7,152.8,299.8,705.5,95.3,807.0,747.5,396.5,490.8,109.3,487.8,339.9,185.4,370.5,796.1,255.6,212.2,592.6,250.8,708.7,515.3,631.3,245.3,485.2,12.0,546.8,729.3,132.7,503.4,692.0,198.9,252.5,261.1,226.6,251.7,682.4,210.9,513.2,361.5,1864.6,913.9,275.9,774.0,0.0,278.4,493.7,178.8,132.4,270.5,831.8,620.7,441.6,229.8,33.1,681.8,214.8,361.6,299.7,291.6,362.9,227.5,345.6,713.4,681.4,327.0,819.1,343.6,595.5,261.2,250.4,452.3,367.0,289.5,649.3,401.0,142.1,772.3,198.2,400.5,726.1,261.4,447.8,327.3
SW,292.3,385.8,424.4,837.4,957.7,438.4,728.4,371.3,167.4,210.5,535.3,447.8,83.3,495.7,371.1,248.8,216.4,535.1,475.5,404.4,466.9,722.1,177.5,322.3,223.2,936.1,236.0,80.9,720.0,256.3,332.0,625.7,984.3,420.6,410.7,575.4,376.8,189.1,254.8,32.2,535.5,486.0,442.9,417.8,518.1,154.9,195.5,613.7,509.9,858.7,964.4,211.3,805.3,221.2,260.0,317.7,248.0,584.8,587.6,466.4,233.3,591.2,222.2,138.6,420.3,672.8,43.2,89.4,121.7,313.1,718.8,279.4,820.3,760.8,409.8,504.1,218.1,313.1,238.8,198.7,383.8,809.4,268.9,225.5,605.9,149.7,722.0,340.6,644.6,258.6,498.5,249.4,560.1,742.6,252.5,328.7,705.3,82.6,69.0,274.4,57.6,82.8,695.7,224.2,526.5,374.8,1877.9,927.2,13.3,787.3,261.5,0.0,507.0,257.3,316.5,271.5,845.1,634.0,454.9,51.7,246.0,695.1,113.7,374.9,198.6,190.5,376.2,240.8,96.6,726.7,694.7,340.3,832.4,356.9,608.8,274.5,263.7,277.6,380.3,75.4,662.6,414.3,205.9,785.6,211.5,413.8,739.4,274.7,461.1,226.2
TE,223.2,267.2,554.3,967.3,1087.6,58.5,858.3,501.2,353.9,400.0,193.0,572.6,410.3,149.0,252.5,378.7,573.9,192.8,130.2,534.3,596.8,852.0,307.4,228.2,507.1,1066.0,519.9,468.1,849.9,445.8,262.9,755.6,1114.2,609.9,540.6,705.3,731.3,378.6,609.3,435.8,665.4,641.5,66.0,299.2,648.0,313.3,385.0,743.6,177.8,988.6,1091.3,495.2,936.6,410.7,449.5,675.2,437.5,714.7,717.5,31.8,422.8,721.1,411.7,328.1,64.9,806.4,421.1,438.7,335.6,443.0,849.7,468.9,959.5,890.7,539.7,634.0,407.6,670.6,520.5,297.2,290.6,939.3,395.8,324.0,735.8,433.6,851.9,698.1,771.5,385.5,694.3,438.9,679.4,872.5,442.0,683.2,832.2,387.6,432.3,97.8,409.4,434.5,825.6,322.7,656.4,109.6,2007.8,1057.1,466.1,917.2,451.0,461.2,0.0,446.8,506.0,104.7,975.0,763.9,78.0,409.6,435.5,825.0,399.1,504.8,481.3,474.4,235.9,336.3,528.4,856.6,824.6,210.2,962.3,263.7,738.7,404.4,393.6,635.1,242.8,472.3,792.5,544.2,392.4,915.5,256.7,84.7,861.8,368.0,591.0,510.1
TJ,267.3,360.8,399.4,812.4,932.7,413.4,703.4,346.3,85.2,117.8,510.3,422.8,215.8,470.7,346.1,223.8,379.4,510.1,450.5,379.4,441.9,697.1,152.5,297.3,312.6,911.1,325.4,273.6,695.0,165.6,307.0,600.7,959.3,395.6,385.7,550.4,539.8,95.3,417.8,241.3,510.5,461.0,417.9,392.8,493.1,129.9,67.0,588.7,484.9,833.7,939.4,300.7,780.3,130.5,151.3,480.7,107.9,559.8,562.6,441.4,124.6,566.2,191.2,114.7,395.3,647.8,226.6,239.0,141.1,288.1,693.8,248.4,795.3,735.8,384.8,479.1,109.4,476.1,328.2,173.7,358.8,784.4,243.9,200.5,580.9,239.1,697.0,503.6,619.6,233.6,473.5,182.6,535.1,717.6,143.8,491.7,680.3,187.2,240.8,249.4,214.9,240.0,670.7,199.2,501.5,349.8,1852.9,902.2,264.2,762.3,170.5,266.7,482.0,0.0,285.5,258.8,820.1,609.0,429.9,218.1,137.3,670.1,203.1,349.9,288.0,279.9,351.2,215.8,333.9,701.7,669.7,315.3,807.4,331.9,583.8,249.5,238.7,440.6,355.3,277.8,637.6,389.3,78.5,760.6,186.5,388.8,714.4,249.7,436.1,315.6
TZ,324.0,417.5,456.1,869.1,989.4,470.7,760.1,403.0,166.6,191.7,567.0,479.5,272.5,527.4,402.8,280.5,436.1,566.8,507.2,436.1,498.6,753.8,209.2,354.0,369.3,967.8,382.1,330.3,751.7,255.5,363.7,657.4,1016.0,452.3,442.4,607.1,596.5,170.3,474.5,298.0,567.2,517.7,474.6,449.5,549.8,186.6,194.7,645.4,541.6,890.4,996.1,357.4,837.0,220.4,221.9,537.4,229.2,616.5,619.3,498.1,148.3,622.9,73.2,171.4,452.0,704.5,283.3,295.7,197.8,344.8,750.5,27.0,852.0,792.5,441.5,535.8,211.8,532.8,384.9,230.4,415.5,841.1,300.6,257.2,637.6,295.8,753.7,560.3,676.3,290.3,530.2,90.3,591.8,774.3,235.2,548.4,737.0,243.9,297.5,306.1,271.6,296.7,727.4,255.9,558.2,406.5,1909.6,958.9,320.9,819.0,102.4,323.4,538.7,256.5,0.0,315.5,876.8,665.7,486.6,274.8,135.6,726.8,259.8,406.6,344.7,336.6,407.9,272.5,390.6,758.4,726.4,372.0,864.1,388.6,640.5,306.2,295.4,497.3,412.0,334.5,694.3,446.0,187.1,817.3,243.2,445.5,771.1,306.4,492.8,372.3
UC,112.0,205.5,245.1,658.1,778.4,138.0,549.1,192.0,161.8,204.9,269.5,268.5,215.2,229.9,190.8,114.0,291.1,269.3,209.7,225.1,287.6,542.8,95.9,142.0,149.3,756.8,45.4,261.3,540.7,250.7,151.7,446.4,805.0,241.3,231.4,396.1,451.5,183.5,329.5,240.7,356.2,306.7,142.5,237.5,338.8,118.2,189.9,434.4,257.3,679.4,785.1,70.1,626.0,215.6,254.4,392.4,242.4,405.5,408.3,108.3,227.7,411.9,216.6,133.0,144.4,493.5,226.0,238.4,140.5,133.8,539.5,273.8,641.0,581.5,230.5,324.8,212.5,387.8,164.9,153.5,203.5,630.1,89.6,180.3,426.6,134.9,542.7,415.3,465.3,79.3,319.2,243.8,380.8,563.3,246.9,403.4,526.0,186.6,219.6,9.3,214.3,239.4,516.4,179.0,347.2,179.9,1698.6,747.9,263.6,608.0,255.9,266.1,114.4,251.7,310.9,0.0,665.8,454.7,154.5,217.5,240.4,515.8,169.6,195.6,124.7,116.6,202.2,195.6,333.3,547.4,515.4,160.0,653.1,176.6,429.5,81.1,84.4,352.3,206.3,266.8,483.3,235.0,200.3,606.3,163.5,161.2,560.1,229.5,281.8,55.2
UG,802.9,896.4,589.9,119.7,293.7,949.0,198.3,536.8,717.6,760.7,1045.9,506.4,771.0,1006.3,881.7,691.2,810.2,1045.7,986.1,569.9,507.5,350.2,651.7,832.9,841.6,272.1,854.4,828.8,189.9,806.5,842.6,449.0,320.3,461.2,576.2,363.6,826.9,739.3,769.2,796.5,462.2,394.7,953.5,928.4,444.8,674.0,745.7,540.4,1020.5,46.5,300.4,829.7,78.2,771.4,810.2,793.3,798.2,466.3,406.8,977.0,783.5,459.9,772.4,688.8,930.9,300.9,781.8,794.2,696.3,622.9,387.8,829.6,74.5,103.5,575.3,430.8,768.3,813.1,857.2,709.3,894.4,63.6,564.8,736.1,391.4,768.1,215.0,840.6,299.3,575.3,407.2,799.6,486.8,221.0,802.7,828.7,333.4,742.4,796.0,633.4,770.1,795.2,323.8,734.8,435.2,885.4,1396.8,74.1,819.4,57.7,811.7,821.9,1017.6,807.5,866.7,640.3,0.0,351.4,965.5,773.3,796.2,201.9,728.2,540.4,817.0,808.9,886.8,751.4,889.1,205.1,191.1,850.9,12.6,867.5,414.6,670.8,609.3,777.6,890.9,833.0,370.1,579.8,756.1,91.9,722.1,924.4,367.5,785.3,519.7,844.6
UH,619.4,712.9,406.4,308.2,428.5,765.5,199.2,353.3,534.1,577.2,862.4,322.9,587.5,822.8,698.2,507.7,626.7,862.2,802.6,386.4,324.0,129.1,468.2,649.4,658.1,406.9,670.9,645.3,190.8,623.0,659.1,137.6,455.1,277.7,392.7,52.2,643.4,555.8,585.7,613.0,172.5,211.2,770.0,744.9,155.1,490.5,562.2,268.1,837.0,329.5,435.2,646.2,300.5,587.9,626.7,609.8,614.7,154.9,190.4,793.5,600.0,148.5,588.9,505.3,747.4,79.8,598.3,610.7,512.8,439.4,166.7,646.1,291.1,231.6,391.8,192.2,584.8,629.6,673.7,525.8,710.9,280.2,381.3,552.6,80.0,584.6,238.1,657.1,49.9,391.8,223.7,616.1,223.9,193.4,619.2,645.2,112.3,558.9,612.5,449.9,586.6,611.7,102.7,551.3,251.7,701.9,1563.7,398.0,635.9,282.5,628.2,638.4,834.1,624.0,683.2,456.8,340.3,0.0,782.0,589.8,612.7,223.4,544.7,356.9,633.5,625.4,703.3,567.9,705.6,177.5,144.9,667.4,327.6,684.0,63.1,487.3,425.8,594.1,707.4,649.5,37.1,396.3,572.6,256.4,538.6,740.9,146.4,601.8,336.2,661.1
UN,199.8,243.8,530.9,943.9,1064.2,16.4,834.9,477.8,333.5,376.6,114.9,554.3,386.9,75.3,229.1,355.3,550.5,114.7,55.1,510.9,573.4,828.6,284.0,207.8,483.7,1042.6,496.5,444.7,826.5,422.4,239.5,732.2,1090.8,527.1,517.2,681.9,710.9,355.2,588.9,412.4,642.0,592.5,12.0,275.8,624.6,289.9,361.6,720.2,123.1,965.2,1070.9,471.8,911.8,387.3,426.1,651.8,414.1,691.3,694.1,46.1,399.4,697.7,388.3,304.7,44.5,779.3,397.7,410.1,312.2,419.6,825.3,445.5,926.8,867.3,516.3,610.6,384.2,647.2,499.3,273.8,267.2,915.9,375.4,300.6,712.4,410.2,828.5,674.7,751.1,365.1,605.0,415.5,666.6,849.1,418.6,662.8,811.8,358.3,411.9,138.1,386.0,411.1,802.2,299.3,633.0,80.0,1984.4,1033.7,435.3,893.8,427.6,437.8,86.7,423.4,482.6,145.0,951.6,740.5,0.0,389.2,412.1,801.6,374.2,481.4,459.1,451.0,215.3,315.9,505.0,833.2,801.2,189.8,938.9,240.3,715.3,381.0,370.2,611.7,219.4,448.9,769.1,520.8,372.0,892.1,233.3,44.9,845.9,349.8,567.6,486.7
UQ,240.5,334.0,372.6,785.6,905.9,386.6,676.6,319.5,115.6,158.7,483.5,393.9,33.9,443.9,319.3,197.0,265.0,483.3,423.7,352.6,415.1,670.3,125.7,270.5,203.7,884.3,216.5,97.0,668.2,204.5,280.2,573.9,932.5,368.8,358.9,523.6,425.4,137.3,303.4,80.8,483.7,434.2,391.1,366.0,466.3,103.1,143.7,561.9,458.1,806.9,912.6,191.8,753.5,169.4,208.2,366.3,196.2,533.0,535.8,414.6,181.5,539.4,170.4,86.8,368.5,624.7,8.5,57.1,69.9,261.3,668.0,227.6,768.5,709.0,358.0,452.3,166.3,361.7,217.1,146.9,332.0,757.6,217.1,173.7,554.1,130.2,670.2,389.2,592.8,206.8,512.6,197.6,497.7,690.8,200.7,377.3,653.5,24.9,117.6,225.1,106.0,82.0,643.9,172.4,474.7,323.0,1826.1,875.4,56.3,735.5,209.7,48.5,452.4,205.5,264.7,232.0,793.3,582.2,403.1,0.0,194.2,643.3,98.7,323.1,177.9,171.0,321.6,189.0,115.7,674.9,642.9,288.5,780.6,305.1,557.0,222.7,211.9,326.2,328.5,91.5,610.8,362.5,154.1,733.8,159.7,362.0,680.1,217.7,409.3,206.7
UZ,284.3,377.8,416.4,829.4,949.7,430.4,720.4,363.3,102.2,164.9,527.3,439.8,232.8,487.7,363.1,240.8,396.4,527.1,467.5,396.4,458.9,714.1,169.5,314.3,329.6,928.1,342.4,290.6,712.0,162.6,324.0,617.7,976.3,412.6,402.7,567.4,556.8,142.4,434.8,258.3,527.5,478.0,434.9,409.8,510.1,146.9,83.8,605.7,501.9,850.7,956.4,317.7,797.3,127.5,86.2,497.7,155.0,576.8,579.6,458.4,12.6,583.2,57.3,131.7,412.3,664.8,243.6,256.0,158.1,305.1,710.8,128.5,812.3,752.8,401.8,496.1,76.1,493.1,345.2,190.7,375.8,801.4,260.9,217.5,597.9,256.1,714.0,520.6,636.6,250.6,490.5,45.2,552.1,734.6,99.5,508.7,697.3,204.2,257.8,266.4,231.9,257.0,687.7,216.2,518.5,366.8,1869.9,919.2,281.2,779.3,33.1,283.7,499.0,145.6,165.6,275.8,837.1,626.0,446.9,235.1,0.0,687.1,220.1,366.9,305.0,296.9,368.2,232.8,350.9,718.7,686.7,332.3,824.4,348.9,600.8,266.5,255.7,457.6,372.3,294.8,654.6,406.3,125.6,777.6,203.5,405.8,731.4,266.7,453.1,332.6
VB,756.8,850.3,543.8,159.5,279.8,902.9,92.7,490.7,671.5,714.6,999.8,460.3,724.9,960.2,835.6,645.1,764.1,999.6,940.0,523.8,461.4,230.3,605.6,786.8,795.5,258.2,808.3,782.7,84.3,760.4,796.5,329.1,306.4,415.1,530.1,243.7,780.8,693.2,723.1,750.4,364.0,348.6,907.4,882.3,346.6,627.9,699.6,459.6,974.4,180.8,286.5,783.6,151.8,725.3,764.1,747.2,752.1,346.4,360.7,930.9,737.4,340.0,726.3,642.7,884.8,181.0,735.7,748.1,650.2,576.8,267.9,783.5,142.4,82.9,529.2,384.7,722.2,767.0,811.1,663.2,848.3,131.5,518.7,690.0,271.5,722.0,26.8,794.5,179.4,529.2,361.1,753.5,415.4,115.4,756.6,782.6,213.5,696.3,749.9,584.8,724.0,749.1,203.9,688.7,389.1,839.3,1478.8,249.3,773.3,133.8,765.6,775.8,971.5,761.4,820.6,594.2,191.6,231.5,919.4,727.2,750.1,0.0,682.1,494.3,770.9,762.8,840.7,705.3,843.0,99.5,71.2,804.8,178.9,821.4,294.7,624.7,563.2,731.5,844.8,786.9,250.2,533.7,710.0,107.7,676.0,878.3,247.6,739.2,473.6,798.5
VG,239.9,333.4,351.5,764.5,884.8,386.0,655.5,298.4,115.0,158.1,482.9,372.8,86.3,438.9,318.7,175.9,171.7,482.7,423.1,331.5,394.0,649.2,100.0,269.9,104.9,863.2,117.7,109.3,647.1,203.9,279.6,552.8,911.4,407.1,337.8,502.5,332.1,136.7,210.1,77.0,462.6,438.7,390.5,365.4,445.2,102.5,143.1,540.8,457.5,785.8,891.5,93.0,733.8,168.8,207.6,273.0,195.6,511.9,514.7,414.0,180.9,518.3,169.8,86.2,367.9,599.9,97.1,100.6,69.3,240.2,646.9,227.0,747.4,687.9,336.9,431.2,165.7,268.4,118.3,146.3,331.4,736.5,196.0,173.1,533.0,31.4,649.1,295.9,571.7,185.7,425.6,197.0,487.2,669.7,200.1,284.0,632.4,57.7,76.5,160.1,50.6,75.7,622.8,171.8,453.6,322.4,1805.0,854.3,99.9,714.4,209.1,117.9,451.8,204.9,264.1,153.2,772.2,561.1,402.5,88.6,193.6,622.2,0.0,302.0,80.3,72.2,321.0,188.4,204.4,653.8,621.8,287.9,759.5,304.5,535.9,201.6,190.8,232.9,327.9,114.8,589.7,341.4,153.5,712.7,159.1,361.4,659.0,217.1,388.2,107.9
VH,367.5,461.0,49.4,547.5,667.8,513.6,438.5,19.4,282.2,325.3,610.5,157.9,335.6,570.9,446.3,255.8,473.0,610.3,550.7,52.5,177.0,432.2,216.3,397.5,406.2,646.2,419.0,393.4,430.1,371.1,407.2,335.8,694.4,130.7,35.8,285.5,496.4,303.9,511.4,361.1,245.6,196.1,518.1,493.0,228.2,238.6,310.3,323.8,585.1,568.8,674.5,394.3,515.4,336.0,374.8,574.3,362.8,294.9,297.7,541.6,348.1,301.3,337.0,253.4,495.5,382.9,346.4,358.8,260.9,187.5,428.9,394.2,530.4,470.9,57.9,214.2,332.9,569.7,421.8,273.9,459.0,519.5,129.4,300.7,316.0,332.7,432.1,597.2,354.7,139.9,208.6,364.2,270.2,452.7,367.3,585.3,415.4,307.0,360.6,195.5,334.7,359.8,405.8,299.4,236.6,450.0,1588.0,637.3,384.0,497.4,376.3,386.5,582.2,372.1,431.3,204.9,555.2,344.1,530.1,337.9,360.8,405.2,292.8,0.0,381.6,373.5,451.4,316.0,453.7,436.8,404.8,415.5,542.5,432.1,318.9,235.4,173.9,534.2,455.5,397.6,372.7,39.4,320.7,495.7,286.7,489.0,449.5,349.9,171.2,409.2
VO,333.0,426.5,444.6,857.6,977.9,479.7,747.4,391.5,208.1,250.0,576.0,464.7,179.4,532.0,411.8,269.0,217.8,576.3,515.0,424.6,487.1,742.3,193.1,361.8,24.5,955.1,68.8,188.0,740.2,297.0,372.7,645.9,1063.0,500.2,430.9,594.4,377.0,229.8,256.2,170.1,555.7,530.6,482.4,458.5,538.3,194.4,236.2,633.9,549.4,878.9,984.6,44.1,826.9,260.7,300.7,319.1,288.7,605.0,607.8,507.1,274.0,611.4,262.9,179.3,459.8,696.7,190.2,188.5,162.4,333.3,738.8,320.1,849.8,781.0,430.0,524.3,258.8,314.5,37.9,239.4,424.5,829.6,289.1,266.2,626.1,61.6,742.2,342.0,664.8,277.6,584.6,290.1,569.7,762.8,293.2,328.9,724.3,156.7,145.1,112.5,143.7,168.8,715.9,264.9,546.7,409.3,1898.1,946.2,200.4,807.5,302.2,211.0,544.9,298.0,357.2,104.3,865.3,654.2,495.6,180.5,286.7,715.3,91.8,395.1,0.0,7.8,414.1,280.3,297.5,746.9,714.9,379.8,852.6,397.6,629.0,294.7,283.9,279.0,419.8,193.5,681.6,434.5,245.4,805.8,252.2,454.5,752.1,310.2,481.3,59.0
VR,325.2,418.7,436.8,849.8,970.1,471.9,740.8,383.7,200.3,243.4,568.2,460.2,171.6,528.6,404.0,261.2,210.0,568.0,508.4,416.8,479.3,734.5,185.3,355.2,32.6,948.5,61.0,180.2,732.4,289.2,364.9,638.1,1055.2,433.0,423.1,587.8,370.4,222.0,248.4,162.3,547.9,498.4,475.8,450.7,530.5,187.8,228.4,626.1,542.8,871.1,976.8,36.3,817.7,254.1,292.9,311.3,280.9,597.2,600.0,499.3,266.2,603.6,255.1,171.5,453.2,685.2,182.4,185.9,154.6,325.5,731.2,312.3,832.7,773.2,422.2,516.5,251.0,306.7,48.2,231.6,416.7,821.8,281.3,258.4,618.3,53.8,734.4,334.2,657.0,271.0,510.9,282.3,572.5,755.0,285.4,322.3,717.7,143.0,138.5,105.9,135.9,161.0,708.1,257.1,538.9,407.7,1890.3,939.6,185.2,799.7,294.4,203.2,539.9,290.2,349.4,96.5,857.5,646.4,487.8,173.9,278.9,707.5,88.5,387.3,8.0,0.0,409.1,273.7,289.7,739.1,707.1,373.2,844.8,389.8,621.2,286.9,276.1,271.2,413.2,185.7,675.0,426.7,238.8,798.0,244.4,446.7,751.8,307.6,473.5,51.2
WD,97.7,103.7,449.8,862.8,983.1,176.4,753.8,396.7,249.9,293.0,273.3,468.6,305.8,229.3,89.0,274.2,469.4,270.6,211.0,429.8,492.3,747.5,202.9,65.2,402.6,961.5,415.4,363.6,745.4,341.3,100.5,651.1,1009.7,505.4,436.1,600.8,627.3,274.1,505.3,331.3,560.9,534.5,178.4,135.7,543.5,208.8,280.5,639.1,245.4,884.1,987.3,390.7,832.1,306.2,345.0,570.7,333.0,610.2,613.0,204.4,318.3,616.6,307.2,223.6,155.8,701.9,316.6,334.2,231.1,338.5,745.2,364.4,855.0,786.2,435.2,529.5,303.1,566.1,416.0,192.7,127.1,834.8,291.8,219.5,631.3,329.1,747.4,593.6,667.5,281.5,589.8,334.4,574.9,768.0,337.5,579.2,728.2,283.1,328.3,182.6,304.9,330.0,721.1,218.2,551.9,106.6,1903.3,952.6,361.6,812.7,346.5,356.7,242.2,342.3,401.5,192.0,870.5,659.4,192.9,305.6,331.0,720.5,295.1,400.3,376.8,369.9,0.0,232.3,423.9,752.1,720.1,49.7,857.8,100.2,634.2,299.9,289.1,530.6,4.0,367.8,688.0,439.7,288.4,811.0,152.2,151.8,757.3,263.5,486.5,405.6
WE,153.3,246.8,336.8,749.8,870.1,299.4,640.8,283.7,139.4,182.5,396.3,358.1,192.8,352.3,232.1,161.2,356.4,396.6,336.5,316.8,379.3,634.5,89.9,183.3,289.6,848.5,302.4,250.6,632.4,228.3,193.0,538.1,896.7,392.4,323.1,487.8,516.8,161.1,394.8,218.3,447.9,424.0,303.9,278.8,430.5,95.8,167.5,526.1,370.9,771.1,876.8,277.7,717.7,193.2,232.0,457.7,220.0,497.2,500.0,327.4,205.3,503.6,194.2,110.6,281.3,585.2,203.6,216.0,118.1,225.5,632.2,251.4,732.7,673.2,322.2,416.5,190.1,453.1,303.0,42.0,244.8,721.8,181.3,15.2,518.3,216.1,634.4,480.6,557.0,171.0,480.6,221.4,472.5,655.0,224.5,468.7,617.7,170.1,217.8,186.8,191.9,217.0,608.1,61.4,438.9,235.8,1790.3,839.6,248.6,699.7,233.5,243.7,368.0,229.3,288.5,196.2,757.5,546.4,315.9,195.1,218.0,607.5,184.6,287.3,265.0,256.9,234.4,0.0,310.9,639.1,607.1,201.3,744.8,217.9,521.2,186.9,176.1,417.6,241.3,254.8,575.0,326.7,177.9,698.0,72.5,274.8,651.8,33.8,373.5,292.6
WF,330.6,424.1,462.7,875.7,996.0,476.7,766.7,409.6,205.7,248.8,573.6,486.1,124.0,534.0,409.4,287.1,304.2,573.4,513.8,442.7,505.2,760.4,215.8,360.6,293.8,974.4,306.6,136.2,758.3,294.6,370.3,664.0,1022.6,458.9,449.0,613.7,464.6,227.4,342.6,120.0,573.8,524.3,481.2,456.1,556.4,193.2,233.8,652.0,548.2,897.0,1002.7,281.9,843.6,259.5,298.3,405.5,286.3,623.1,625.9,504.7,271.6,629.5,260.5,176.9,458.6,711.1,81.5,144.7,160.0,351.4,757.1,317.7,858.6,799.1,448.1,542.4,256.4,400.9,309.4,237.0,422.1,847.7,307.2,263.8,644.2,220.3,760.3,428.4,682.9,296.9,536.8,287.7,598.4,780.9,290.8,416.5,743.6,120.9,156.8,312.7,145.4,169.6,734.0,262.5,564.8,413.1,1916.2,965.5,101.0,825.6,299.8,87.7,545.3,295.6,354.8,322.1,883.4,672.3,493.2,90.0,284.3,733.4,184.3,413.2,269.2,261.1,414.5,279.1,0.0,765.0,733.0,378.6,870.7,395.2,647.1,312.8,302.0,365.4,418.6,130.7,700.9,452.6,244.2,823.9,249.8,452.1,777.7,313.0,499.4,296.8
WN,758.8,852.3,545.8,169.2,289.5,904.9,60.2,492.7,673.5,716.6,1001.8,462.3,726.9,962.2,837.6,647.1,751.1,1001.6,942.0,525.8,463.4,203.6,607.6,788.8,797.5,267.9,810.3,784.7,51.8,762.4,798.5,302.4,316.1,417.1,532.1,217.0,767.8,695.2,710.1,752.4,337.3,376.2,909.4,884.3,319.9,629.9,701.6,432.9,976.4,190.5,296.2,785.6,161.5,727.3,766.1,734.2,754.1,319.7,362.7,932.9,739.4,313.3,728.3,644.7,886.8,154.3,737.7,750.1,652.2,578.8,241.2,785.5,152.1,92.6,531.2,386.7,724.2,754.0,813.1,665.2,850.3,141.2,520.7,692.0,244.8,724.0,99.1,781.5,152.7,531.2,363.1,755.5,388.7,15.8,758.6,769.6,186.8,698.3,751.9,586.8,726.0,751.1,177.2,690.7,391.1,841.3,1489.6,259.0,775.3,143.5,767.6,777.8,973.5,763.4,822.6,596.2,201.3,204.8,921.4,729.2,752.1,86.0,684.1,496.3,772.9,764.8,842.7,707.3,845.0,0.0,44.5,806.8,188.6,823.4,268.0,626.7,565.2,718.5,846.8,788.9,223.5,535.7,712.0,117.4,678.0,880.3,220.9,741.2,475.6,800.5
WQ,734.8,828.3,521.8,163.2,283.5,880.9,54.2,468.7,649.5,692.6,977.8,438.3,702.9,938.2,813.6,623.1,706.5,977.6,918.0,501.8,439.4,159.0,583.6,764.8,773.5,261.9,786.3,760.7,45.8,738.4,774.5,257.8,310.1,393.1,508.1,172.4,723.2,671.2,665.5,728.4,292.7,352.2,885.4,860.3,275.3,605.9,677.6,388.3,952.4,184.5,290.2,761.6,155.5,703.3,742.1,689.6,730.1,275.1,338.7,908.9,715.4,268.7,704.3,620.7,862.8,109.7,713.7,726.1,628.2,554.8,196.6,761.5,146.1,86.6,507.2,312.4,700.2,709.4,789.1,641.2,826.3,135.2,496.7,668.0,200.2,700.0,93.1,736.9,108.1,507.2,339.1,731.5,344.1,48.4,734.6,725.0,142.2,674.3,727.9,562.8,702.0,727.1,132.6,666.7,367.1,817.3,1457.0,253.0,751.3,137.5,743.6,753.8,949.5,739.4,798.6,572.2,195.3,160.2,897.4,705.2,728.1,78.4,660.1,472.3,748.9,740.8,818.7,683.3,821.0,32.5,0.0,782.8,182.6,799.4,223.4,602.7,541.2,673.9,822.8,764.9,178.9,511.7,688.0,111.4,654.0,856.3,176.3,717.2,451.6,776.5
