from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
SM,870.2,943.6,523.5,717.1,341.4,810.0,764.7,684.5,616.5,961.9,869.7,482.1,909.3,646.6,264.7,954.2,806.8,794.8,891.7,223.6,800.1,330.1,195.7,423.8,622.9,581.9,599.7,860.7,621.2,860.6,482.2,917.1,268.6,674.1,898.8,672.3,1000.2,208.8,567.6,840.5,117.9,692.8,844.2,688.6,817.2,890.4,870.9,183.1,904.2,779.6,717.3,969.3,806.4,886.4,460.8,904.2,907.1,251.3,296.3,786.9,880.5,909.3,675.8,837.2,746.5,587.2,828.6,983.6,864.2,840.5,904.4,281.8,872.3,967.1,1116.9,587.1,921.6,903.7,881.3,824.6,321.1,913.6,198.6,1029.3,298.0,859.1,767.1,138.2,839.2,927.4,295.6,273.2,532.0,645.6,889.3,850.5,666.3,177.2,616.9,838.6,922.2,552.1,0.0,562.5,266.4,909.1,302.9,183.6,1154.8,677.7,593.8,5.3,876.4,642.2,245.6,68.5,649.9,495.9,234.5,869.7,948.7,485.1,792.9,720.1,47.2,928.5,858.1,913.9,552.1,659.0,821.0,629.4,810.0,947.0,210.9,769.7,677.2,343.0,827.5,174.8,328.0,859.7,772.5,916.7,900.4,686.7,592.1,671.7,211.3,253.9,980.6,787.3,879.2
SN,1065.0,1175.8,267.7,180.4,410.5,1142.1,1096.8,918.0,83.3,1189.3,1201.8,627.4,1241.4,880.1,543.7,1147.1,1138.9,1009.6,848.9,564.3,1132.2,740.8,545.3,569.1,166.7,242.1,785.2,1192.8,782.7,1037.1,192.2,1144.5,469.0,907.6,1126.2,905.8,1193.1,515.7,801.1,1172.6,594.7,926.3,1029.5,922.1,1149.3,1066.9,828.1,659.9,861.4,1111.7,180.6,1212.8,1138.5,1218.5,308.2,861.4,1100.0,523.0,707.0,1119.0,1075.3,1241.4,909.3,1169.3,1078.6,85.2,1043.4,1176.5,1190.5,1172.6,1066.5,692.5,1204.4,1194.5,1155.2,130.9,1156.2,1131.1,1134.5,1156.7,731.8,1056.8,542.0,944.9,396.4,1191.2,724.3,615.0,1171.3,884.6,455.8,454.6,761.6,810.7,1116.7,1182.6,899.8,587.9,758.4,1170.7,1084.3,239.9,530.5,0.0,426.6,1193.3,713.6,606.7,1083.6,819.2,803.1,535.9,1116.8,186.0,482.2,545.3,820.3,187.6,493.3,1201.8,905.9,126.6,1125.0,1052.2,514.1,1105.3,1190.2,1141.3,126.9,200.9,1153.1,90.9,1142.1,1139.9,618.8,1101.8,910.7,417.6,1004.0,556.2,473.3,1191.8,1104.6,873.9,1135.0,242.9,781.8,905.2,627.1,537.2,1182.3,1119.4,1055.7
ST,761.6,1063.8,580.4,505.1,114.2,930.2,884.9,555.1,404.5,1034.0,989.9,268.4,1029.5,517.2,184.7,862.0,927.0,686.2,762.3,249.4,920.3,381.8,230.4,210.1,410.9,557.7,470.3,980.9,491.8,752.0,507.5,989.2,118.3,544.7,970.9,542.9,908.0,200.8,438.2,960.7,314.1,563.4,735.6,559.2,937.4,781.8,741.5,319.5,774.8,899.8,505.3,1089.5,926.6,1006.6,248.8,774.8,814.9,208.1,348.0,907.1,771.9,1029.5,546.4,957.4,866.7,375.2,720.0,891.4,984.4,960.7,781.4,333.5,992.5,1039.2,1170.8,375.1,973.0,975.8,849.4,944.8,372.8,771.7,202.3,1003.0,70.8,979.3,637.7,324.3,959.4,798.0,29.2,129.0,402.6,516.2,961.4,970.7,536.9,228.9,487.5,958.8,799.2,537.2,408.2,459.2,0.0,1029.3,354.6,231.7,1141.7,548.3,464.4,402.6,878.6,430.2,156.6,293.7,520.5,484.9,167.7,989.9,819.3,423.9,913.1,840.3,357.9,819.9,978.3,986.0,475.0,447.0,941.2,417.4,930.2,854.8,218.2,889.9,547.8,121.3,718.9,192.0,114.3,979.9,892.7,787.3,951.8,474.7,462.7,542.3,226.5,162.2,1027.0,907.5,770.6
SU,382.2,107.0,1135.9,1281.9,1047.5,266.0,296.4,670.9,1171.9,179.7,401.4,1188.2,368.5,684.1,1015.6,350.2,142.0,349.4,658.5,1016.0,331.8,1190.3,988.1,1129.9,1211.7,1194.3,699.1,93.5,696.6,329.0,1094.6,159.0,1051.6,691.4,139.4,709.8,396.2,1001.2,715.0,372.2,978.9,730.3,377.6,715.4,90.5,351.2,637.7,1025.0,671.0,421.8,1235.8,132.7,307.4,31.8,1113.7,671.0,303.1,1043.7,1156.5,429.1,371.9,368.5,713.3,180.3,388.7,1147.1,393.2,379.6,56.8,296.5,300.4,1142.0,188.9,184.9,1546.8,1175.9,136.1,145.6,254.6,356.3,1181.3,309.6,991.4,1387.9,1004.1,91.9,595.4,1011.8,72.0,694.2,1001.7,1062.3,728.8,724.6,131.2,83.3,703.8,1037.4,672.3,206.8,318.2,1164.5,966.2,1174.9,972.5,0.0,1163.1,1016.8,1526.6,733.1,717.0,971.6,249.7,1231.0,1054.4,929.5,734.2,1108.3,1043.3,401.4,715.5,1097.5,435.1,248.1,1013.5,381.9,59.6,124.3,1164.5,1356.1,277.0,1184.8,266.0,343.0,1019.7,225.6,651.9,1054.6,354.7,967.2,1034.1,375.8,414.7,683.5,156.2,1287.9,695.7,709.2,1028.0,1062.7,144.0,187.6,347.6
TF,1002.4,1075.8,675.9,827.7,436.8,942.2,896.9,779.9,727.1,1094.1,1001.9,577.5,1041.5,742.0,360.1,1086.4,939.0,927.0,987.1,319.0,932.3,12.2,291.1,519.2,733.5,734.3,695.1,992.9,716.6,992.8,634.6,1049.3,380.4,769.5,1031.0,767.7,1132.4,304.2,663.0,972.7,347.1,788.2,976.4,784.0,949.4,1022.6,966.3,407.6,999.6,911.8,775.8,1101.5,938.6,1018.6,571.4,999.6,1039.3,346.7,34.7,919.1,1012.7,1041.5,771.2,969.4,878.7,697.8,960.8,1115.8,996.4,972.7,1036.6,32.7,1004.5,1099.3,1363.8,697.7,1053.8,1035.9,1013.5,956.8,62.1,1045.8,294.4,1269.9,393.4,991.3,862.5,389.3,971.4,1022.8,391.0,385.0,627.4,741.0,1021.5,982.7,761.7,218.0,712.3,970.8,1054.4,704.5,334.4,714.9,361.8,1041.3,0.0,319.8,1408.6,773.1,689.2,339.8,1008.6,752.8,357.4,297.7,745.3,648.3,346.3,1001.9,1044.1,637.5,925.1,852.3,381.7,1060.7,990.3,1046.1,704.5,769.6,953.2,740.0,942.2,1079.2,322.7,901.9,772.6,443.9,959.7,270.2,423.4,991.9,904.7,1012.1,1032.6,797.3,687.5,767.1,331.0,365.7,1112.8,919.5,1011.4
TG,865.2,1012.2,626.5,691.0,230.0,878.6,833.3,658.7,590.4,1030.5,938.3,456.3,977.9,620.8,238.9,1022.8,875.4,789.8,865.9,129.6,868.7,339.1,122.3,398.0,596.8,743.6,573.9,929.3,595.4,855.6,585.2,985.7,149.8,648.3,967.4,646.5,1068.8,183.0,541.8,909.1,127.2,667.0,839.2,662.8,885.8,885.4,845.1,132.6,878.4,848.2,691.2,1037.9,875.0,955.0,434.7,878.4,975.7,170.9,305.3,855.5,875.5,977.9,650.0,905.8,815.1,561.1,823.6,1052.2,932.8,909.1,885.0,290.8,940.9,1035.7,1219.9,561.0,990.2,972.3,949.9,893.2,330.1,875.3,79.8,1106.6,214.1,927.7,741.3,137.4,907.8,901.6,256.9,154.4,506.2,619.8,957.9,919.1,640.5,186.2,591.1,907.2,902.8,723.1,193.8,645.1,240.6,977.7,311.9,0.0,1245.3,651.9,568.0,199.2,945.0,616.1,126.8,106.8,624.1,670.8,115.7,938.3,922.9,609.8,861.5,788.7,241.1,923.5,926.7,982.5,660.9,632.9,889.6,603.3,878.6,1015.6,92.1,838.3,651.4,224.2,822.5,69.5,302.2,928.3,841.1,890.9,969.0,660.6,566.3,645.9,100.4,135.1,1049.2,855.9,874.2
TH,1335.9,1446.7,967.6,980.0,1168.2,1425.4,1380.1,1311.6,1027.2,1460.2,1485.1,1385.1,1524.7,1273.7,1152.1,1418.0,1422.2,1280.5,1119.8,1213.3,1415.5,1326.8,1185.4,1326.8,1067.0,1086.6,1178.8,1476.1,1176.3,1308.0,949.9,1415.4,1188.1,1301.2,1397.1,1299.4,1464.0,1128.6,1194.7,1455.9,1275.2,1319.9,1300.4,1315.7,1432.6,1337.8,1099.0,1266.9,1132.3,1395.0,956.0,1483.7,1421.8,1501.8,1065.9,1132.3,1370.9,1177.1,1293.0,1402.3,1346.2,1524.7,1302.9,1452.6,1361.9,1002.4,1314.3,1447.4,1479.6,1455.9,1337.4,1278.5,1487.7,1465.4,758.8,1031.2,1427.1,1402.0,1405.4,1440.0,1317.8,1327.7,1188.7,233.1,1154.1,1474.5,995.2,1295.5,1454.6,1155.5,1213.5,1212.3,1208.5,1204.3,1387.6,1465.9,1293.4,1173.9,1152.0,1454.0,1355.2,1066.1,1211.0,1030.2,1184.3,1524.5,1299.6,1214.1,0.0,1212.8,1196.7,1216.4,1491.8,1086.3,1239.9,1225.8,1213.9,1013.8,1251.0,1485.1,1176.8,952.8,1408.3,1335.5,1194.6,1376.2,1473.5,1412.2,1019.8,1030.0,1436.4,1040.1,1425.4,1410.8,1217.0,1385.1,1304.3,1175.3,1274.9,1164.5,1231.0,1475.1,1387.9,1144.8,1405.9,1143.2,1175.4,1298.8,1225.3,1232.0,1453.2,1402.7,1326.6
TN,532.2,763.2,988.5,1005.6,618.0,740.2,694.9,247.7,905.0,804.6,799.9,758.7,839.5,209.8,586.1,632.6,737.0,456.8,382.9,647.3,730.3,760.8,619.4,700.4,911.4,1058.2,103.2,790.9,94.4,522.6,947.2,759.8,622.1,237.3,741.5,235.5,678.6,562.6,130.8,770.7,714.1,256.0,506.2,251.8,747.4,552.4,362.1,735.9,395.4,709.8,1005.8,828.1,736.6,816.6,705.1,395.4,585.5,611.1,727.0,717.1,542.5,839.5,239.0,767.4,676.7,875.7,490.6,662.0,794.4,770.7,552.0,712.5,802.5,809.8,1207.1,875.6,743.6,746.4,620.0,754.8,751.8,542.3,622.7,979.3,574.6,789.3,258.3,740.7,769.4,418.6,572.2,632.8,144.6,48.9,732.0,780.7,229.5,607.9,60.1,768.8,569.8,1037.7,701.4,959.7,543.0,780.7,733.6,648.1,1118.0,0.0,132.8,706.8,649.2,930.7,660.4,664.7,198.8,985.4,671.5,799.9,439.9,924.4,723.1,650.3,748.7,590.5,788.3,756.6,975.5,947.5,751.2,917.9,740.2,625.4,651.0,699.9,240.4,625.1,489.5,598.5,604.6,789.9,702.7,407.9,722.4,975.2,95.5,234.9,659.3,666.0,797.6,717.5,541.2
TO,453.0,684.0,1005.0,929.7,538.8,661.0,615.7,168.5,829.1,725.4,720.7,679.5,760.3,130.6,506.9,553.4,657.8,377.6,371.5,568.1,651.1,681.6,540.2,621.2,835.5,982.3,79.5,711.7,101.0,443.4,932.1,680.6,542.9,158.1,662.3,156.3,599.4,483.4,51.6,691.5,634.9,176.8,427.0,172.6,668.2,473.2,350.7,656.7,384.0,630.6,929.9,748.9,657.4,737.4,693.7,384.0,506.3,531.9,647.8,637.9,463.3,760.3,159.8,688.2,597.5,799.8,411.4,582.8,715.2,691.5,472.8,633.3,723.3,730.6,1195.7,799.7,664.4,667.2,540.8,675.6,672.6,463.1,543.5,967.9,495.4,710.1,246.9,661.5,690.2,407.2,493.0,553.6,65.4,125.4,652.8,701.5,150.3,528.7,96.7,689.6,490.6,961.8,622.2,883.8,463.8,701.5,654.4,568.9,1106.6,157.5,0.0,627.6,570.0,854.8,581.2,585.5,187.4,909.5,592.3,720.7,428.5,848.5,643.9,571.1,669.5,511.3,709.1,677.4,899.6,871.6,672.0,842.0,661.0,546.2,571.8,620.7,161.2,545.9,410.3,519.3,525.4,710.7,623.5,396.5,643.2,899.3,71.9,155.7,580.1,586.8,718.4,638.3,462.0
TP,875.8,949.2,518.1,711.7,347.0,815.6,770.3,690.1,611.1,967.5,875.3,487.7,914.9,652.2,270.3,959.8,812.4,800.4,897.3,229.2,805.7,335.7,201.3,429.4,617.5,576.5,605.3,866.3,626.8,866.2,476.8,922.7,274.2,679.7,904.4,677.9,1005.8,214.4,573.2,846.1,123.5,698.4,849.8,694.2,822.8,896.0,876.5,188.7,909.8,785.2,711.9,974.9,812.0,892.0,455.4,909.8,912.7,256.9,301.9,792.5,886.1,914.9,681.4,842.8,752.1,581.8,834.2,989.2,869.8,846.1,910.0,287.4,877.9,972.7,1111.5,581.7,927.2,909.3,886.9,830.2,326.7,919.2,204.2,1023.9,303.6,864.7,772.7,143.8,844.8,933.0,301.2,278.8,537.6,651.2,894.9,856.1,671.9,182.8,622.5,844.2,927.8,546.7,5.6,557.1,272.0,914.7,308.5,189.2,1149.4,683.3,599.4,0.0,882.0,636.8,251.2,74.1,655.5,490.5,240.1,875.3,954.3,479.7,798.5,725.7,41.9,934.1,863.7,919.5,546.7,653.6,826.6,624.0,815.6,952.6,216.5,775.3,682.8,348.6,833.1,180.4,333.6,865.3,778.1,922.3,906.0,681.3,597.7,677.3,216.9,259.5,986.2,792.9,884.8
TQ,159.9,218.7,1100.5,1235.5,912.5,203.1,233.5,535.9,1139.5,239.4,338.5,1059.3,304.0,550.6,882.1,127.9,265.0,212.6,470.9,943.3,267.3,1056.8,915.4,996.4,1139.8,1286.6,520.4,306.1,517.9,108.2,1059.2,194.6,918.1,556.4,176.3,576.3,175.4,857.1,511.8,307.7,1010.1,596.8,161.4,581.9,262.6,130.4,450.1,1031.9,488.0,359.6,1235.7,244.4,242.9,268.1,935.0,483.4,82.3,905.6,1023.0,366.9,151.1,304.0,579.8,334.3,326.5,1105.6,172.4,158.8,233.4,232.0,79.6,1008.5,342.9,244.6,1437.0,1105.5,200.7,181.2,40.3,291.8,1052.4,88.8,918.7,1207.7,870.6,304.5,407.8,1036.7,284.6,505.1,868.2,928.8,536.1,545.9,168.4,295.9,570.3,903.9,493.6,360.8,95.9,1129.1,997.4,1189.6,839.0,236.2,1029.6,944.1,1347.9,554.4,538.3,1002.8,0.0,1160.6,964.3,960.7,560.1,1072.9,967.5,338.5,527.9,1154.3,372.9,227.8,1059.6,161.1,290.2,191.4,1205.4,1177.4,212.5,1147.8,203.1,122.2,947.0,277.4,523.0,921.1,138.5,894.5,900.6,311.3,354.1,500.5,177.9,1205.1,517.0,575.7,955.3,962.0,232.4,295.0,126.8
TR,1116.3,1227.1,316.4,238.5,446.4,1175.4,1130.1,969.3,158.5,1240.6,1235.1,663.3,1274.7,931.4,579.6,1198.4,1172.2,1060.9,900.2,600.2,1165.5,776.7,581.2,605.0,22.0,293.7,836.5,1226.1,834.0,1088.4,243.5,1195.8,504.9,958.9,1177.5,957.1,1244.4,551.6,852.4,1205.9,646.0,977.6,1080.8,973.4,1182.6,1118.2,879.4,711.2,912.7,1145.0,238.7,1264.1,1171.8,1251.8,359.5,912.7,1151.3,558.9,742.9,1152.3,1126.6,1274.7,960.6,1202.6,1111.9,129.2,1094.7,1227.8,1229.6,1205.9,1117.8,728.4,1237.7,1245.8,1213.3,65.7,1207.5,1182.4,1185.8,1190.0,767.7,1108.1,577.9,1003.0,432.3,1224.5,775.6,666.3,1204.6,935.9,491.7,490.5,797.5,862.0,1168.0,1215.9,951.1,623.8,809.7,1204.0,1135.6,273.2,581.8,213.2,462.5,1244.6,749.5,642.6,1141.7,870.5,854.4,587.2,1168.1,0.0,518.1,596.6,871.6,220.9,529.2,1235.1,957.2,159.9,1158.3,1085.5,565.4,1156.6,1223.5,1192.6,229.0,180.4,1186.4,171.4,1175.4,1191.2,620.0,1135.1,962.0,453.5,1055.3,592.1,509.2,1225.1,1137.9,925.2,1186.3,95.9,833.1,956.5,628.3,573.1,1233.6,1152.7,1107.0
TS,889.9,1035.4,642.7,567.4,106.4,901.8,856.5,673.0,466.8,1053.7,961.5,391.0,1001.1,635.1,253.2,979.9,898.6,804.1,880.2,143.9,891.9,353.4,136.6,332.7,473.2,620.0,588.2,952.5,609.7,869.9,569.8,1008.9,101.1,662.6,990.6,660.8,1025.9,197.3,556.1,932.3,205.9,681.3,853.5,677.1,909.0,899.7,859.4,211.3,892.7,871.4,567.6,1061.1,898.2,978.2,311.1,892.7,932.8,185.2,319.6,878.7,889.8,1001.1,664.3,929.0,838.3,437.5,837.9,1009.3,956.0,932.3,899.3,305.1,964.1,1058.9,1208.1,437.4,1013.4,995.5,973.1,916.4,344.4,889.6,94.1,1120.9,90.5,950.9,755.6,216.1,931.0,921.2,219.4,30.8,520.5,634.1,981.1,942.3,654.8,200.5,605.4,930.4,917.1,599.5,272.5,521.5,190.2,1000.9,326.2,123.5,1259.6,666.2,582.3,277.9,968.2,492.5,0.0,185.5,638.4,547.2,7.7,961.5,937.2,486.2,884.7,811.9,286.0,937.8,949.9,1005.7,537.3,509.3,912.8,479.7,901.8,972.7,110.0,861.5,665.7,100.6,836.8,83.8,236.9,951.5,864.3,905.2,992.2,537.0,580.6,660.2,118.3,86.4,1072.4,879.1,888.5
TV,831.9,905.3,505.4,694.0,280.2,771.7,726.4,646.2,593.4,923.6,831.4,443.8,871.0,608.3,226.4,915.9,768.5,756.5,853.4,179.8,761.8,291.8,157.4,385.5,599.8,563.8,561.4,822.4,582.9,822.3,464.1,878.8,200.0,635.8,860.5,634.0,961.9,170.5,529.3,802.2,49.3,654.5,805.9,650.3,778.9,852.1,832.6,114.5,865.9,741.3,694.2,931.0,768.1,848.1,437.7,865.9,868.8,213.0,258.0,748.6,842.2,871.0,637.5,798.9,708.2,564.1,790.3,945.3,825.9,802.2,866.1,243.5,834.0,928.8,1116.3,564.0,883.3,865.4,843.0,786.3,282.8,875.3,130.0,1094.1,259.7,820.8,728.8,120.8,800.9,889.1,257.3,204.6,493.7,607.3,851.0,812.2,628.0,138.9,578.6,800.3,883.9,534.0,86.9,648.1,228.1,870.8,264.6,115.0,1154.2,639.4,555.5,92.3,838.1,619.1,177.0,0.0,611.6,477.8,165.9,831.4,910.4,467.0,754.6,681.8,134.2,890.2,819.8,875.6,663.9,635.9,782.7,606.3,771.7,908.7,142.3,731.4,638.9,274.4,789.2,119.7,289.7,821.4,734.2,878.4,862.1,663.6,553.8,633.4,142.7,185.3,942.3,749.0,840.9
TW,602.3,715.6,979.4,996.5,612.1,680.4,754.6,312.4,895.9,729.1,856.0,752.8,782.9,269.5,580.2,692.3,796.7,516.5,373.8,641.4,790.0,754.9,613.5,694.5,897.2,1049.1,174.6,850.6,172.1,582.3,938.1,684.3,616.2,297.0,666.0,295.2,738.3,556.7,190.5,830.4,708.2,315.7,565.9,311.5,807.1,612.1,353.0,730.0,386.3,769.5,996.7,752.6,796.3,765.0,696.0,386.3,645.2,605.2,721.1,776.8,602.2,782.9,298.7,827.1,736.4,866.6,550.3,721.7,730.3,710.9,611.7,706.6,839.8,734.3,1198.0,866.5,696.0,670.9,679.7,814.5,745.9,602.0,616.8,970.2,568.7,849.0,249.2,734.8,829.1,409.5,566.3,626.9,168.1,200.1,656.5,840.4,289.2,602.0,147.8,828.5,629.5,1028.6,695.5,950.6,537.1,733.1,727.7,642.2,1108.9,208.6,192.5,700.9,705.4,921.6,657.8,658.8,0.0,976.3,665.6,856.0,430.8,915.3,782.8,710.0,816.0,650.2,787.1,681.1,966.4,938.4,691.4,908.8,680.4,685.1,645.1,759.6,300.1,619.2,549.2,592.6,598.7,849.6,762.4,398.8,674.8,966.1,171.2,294.6,653.4,660.1,722.1,777.2,600.9
UH,1030.3,1088.0,95.4,256.8,375.8,954.4,909.1,883.3,174.7,1154.6,1014.1,592.7,1053.7,845.4,583.0,1098.6,951.2,939.2,814.2,541.9,944.5,648.4,514.0,534.4,196.5,111.4,750.5,1005.1,748.0,1002.4,157.5,1109.8,434.3,872.9,1091.5,871.1,1144.6,527.1,766.4,984.9,504.8,891.6,994.8,887.4,961.6,1032.2,793.4,550.9,826.7,924.0,127.4,1113.7,950.8,1030.8,273.5,826.7,1051.5,569.6,614.6,931.3,1040.6,1053.7,874.6,981.6,890.9,149.9,973.0,1128.0,1008.6,984.9,1031.8,600.1,1016.7,1159.8,1105.7,160.7,1066.0,1096.4,1025.7,969.0,639.4,1022.1,517.3,941.5,361.7,1003.5,689.6,537.7,983.6,849.9,421.1,419.9,726.9,776.0,1082.0,994.9,865.1,495.5,723.7,983.0,1049.6,90.9,479.1,177.7,391.9,1053.5,621.2,542.7,1080.2,784.5,768.4,489.4,1020.8,215.8,447.5,455.4,785.6,0.0,458.6,1014.1,871.2,60.9,937.3,864.5,444.7,1070.6,1002.5,1106.6,167.3,357.2,965.4,187.6,954.4,1091.4,545.6,914.1,876.0,382.9,969.3,493.1,438.6,1004.1,916.9,839.2,1044.8,272.7,747.1,870.5,553.9,588.6,1125.0,931.7,1021.0
UJ,871.7,1027.6,650.5,575.2,114.2,894.0,848.7,665.2,474.6,1045.9,953.7,398.8,993.3,627.3,245.4,972.1,890.8,796.3,872.4,136.1,884.1,345.6,128.8,340.5,481.0,627.8,580.4,944.7,601.9,862.1,577.6,1001.1,93.3,654.8,982.8,653.0,1018.1,189.5,548.3,924.5,198.1,673.5,845.7,669.3,901.2,891.9,851.6,203.5,884.9,863.6,575.4,1053.3,890.4,970.4,318.9,884.9,925.0,177.4,311.8,870.9,882.0,993.3,656.5,921.2,830.5,445.3,830.1,1001.5,948.2,924.5,891.5,297.3,956.3,1051.1,1215.9,445.2,1005.6,987.7,965.3,908.6,336.6,881.8,86.3,1113.1,98.3,943.1,747.8,208.3,923.2,908.1,227.2,38.6,512.7,626.3,973.3,934.5,647.0,192.7,597.6,922.6,909.3,607.3,264.7,529.3,198.0,993.1,318.4,115.7,1251.8,658.4,574.5,270.1,960.4,500.3,11.0,177.7,630.6,555.0,0.0,953.7,929.4,494.0,876.9,804.1,281.3,930.0,942.1,997.9,545.1,517.1,905.0,487.5,894.0,964.9,102.2,853.7,657.9,108.4,829.0,76.0,244.7,943.7,856.5,897.4,984.4,544.8,572.8,652.4,110.5,78.6,1064.6,871.3,880.7
UQ,414.0,353.8,1083.3,1229.3,1072.4,165.7,131.3,690.8,1115.7,378.1,0.0,1209.5,94.8,709.0,1040.5,372.6,387.6,374.3,626.3,963.4,57.0,1215.2,935.5,1154.8,1154.0,1141.7,675.8,441.5,673.3,349.2,1042.0,333.3,1076.5,723.2,315.0,734.7,416.4,1017.0,670.2,145.2,926.3,755.2,394.2,740.3,398.0,371.4,605.5,972.4,635.2,342.4,1183.2,379.5,173.0,403.2,1090.4,638.8,323.3,1065.5,1181.4,349.7,392.1,94.8,738.2,327.7,309.3,1094.5,408.1,399.8,372.1,126.3,320.6,1166.9,362.8,383.3,1481.0,1123.3,337.8,319.9,297.5,129.3,1202.6,329.8,938.8,1361.0,1029.0,439.9,563.2,959.2,420.0,667.3,1026.6,1087.2,696.0,701.3,305.5,431.3,728.7,1062.3,649.0,329.1,343.5,1111.9,913.6,1122.3,997.4,374.9,1188.0,964.2,1503.3,709.8,693.7,919.0,297.2,1178.4,994.9,876.9,707.3,1055.7,990.7,0.0,683.3,1044.9,355.7,210.6,960.9,402.1,428.9,330.1,1111.9,1332.8,197.1,1132.2,165.7,363.2,967.1,260.2,673.2,1079.5,368.7,914.6,1059.0,45.2,336.4,651.3,316.6,1360.5,672.4,734.1,975.4,1010.1,371.1,277.8,367.8
US,688.7,786.8,979.1,996.2,767.1,896.7,851.4,404.2,895.6,800.3,956.4,907.8,996.0,366.3,735.2,789.1,893.5,613.3,81.6,796.4,886.8,909.9,768.5,849.5,902.0,1048.8,271.4,947.4,268.9,679.1,937.8,755.5,771.2,393.8,737.2,392.0,835.1,711.7,287.3,927.2,896.3,412.5,662.7,408.3,903.9,708.9,151.3,885.0,55.1,866.3,996.4,823.8,893.1,836.2,695.7,55.1,742.0,760.2,876.1,873.6,699.0,996.0,395.5,923.9,833.2,866.3,647.1,818.5,801.5,927.2,708.5,861.6,959.0,805.5,1197.7,866.2,767.2,742.1,776.5,911.3,900.9,698.8,771.8,969.9,723.7,945.8,320.4,916.6,925.9,128.5,721.3,781.9,301.1,296.9,727.7,937.2,386.0,757.0,244.6,925.3,726.3,1028.3,832.1,950.3,692.1,804.3,882.7,797.2,1108.6,305.4,289.3,837.5,805.7,921.3,809.5,846.9,306.5,976.0,820.6,956.4,0.0,915.0,879.6,806.8,815.7,747.0,944.8,752.3,966.1,938.1,907.7,908.5,896.7,781.9,800.1,856.4,396.9,774.2,646.0,747.6,753.7,946.4,859.2,117.8,746.0,965.8,268.0,391.4,808.4,815.1,793.3,874.0,697.7
UT,997.7,1108.5,156.4,265.2,343.2,1015.4,970.1,850.7,113.7,1122.0,1075.1,560.1,1114.7,812.8,476.4,1079.8,1012.2,942.3,781.6,497.0,1005.5,709.4,478.0,501.8,135.5,133.7,717.9,1066.1,715.4,969.8,124.9,1077.2,401.7,840.3,1058.9,838.5,1125.8,448.4,733.8,1045.9,527.4,859.0,962.2,854.8,1022.6,999.6,760.8,611.9,794.1,985.0,149.7,1145.5,1011.8,1091.8,240.9,794.1,1032.7,455.7,675.6,992.3,1008.0,1114.7,842.0,1042.6,951.9,88.9,976.1,1109.2,1069.6,1045.9,999.2,661.1,1077.7,1127.2,1203.1,99.7,1088.9,1063.8,1067.2,1030.0,700.4,989.5,474.7,975.3,329.1,1064.5,657.0,547.7,1044.6,817.3,388.5,387.3,694.3,743.4,1049.4,1055.9,832.5,556.5,691.1,1044.0,1017.0,113.2,463.2,116.7,359.3,1114.5,682.2,603.7,1114.0,751.9,735.8,468.6,1049.5,154.8,414.9,478.0,753.0,60.9,426.0,1075.1,838.6,0.0,998.3,925.5,446.8,1038.0,1063.5,1074.0,106.3,296.2,1026.4,126.6,1015.4,1072.6,551.5,975.1,843.4,350.3,936.7,554.1,406.0,1065.1,977.9,806.6,1067.7,211.7,714.5,837.9,559.8,469.9,1115.0,992.7,988.4
