from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
SU,535.5,772.6,413.7,718.4,608.3,311.0,673.8,798.4,2609.2,613.6,324.4,248.7,676.6,847.1,793.6,396.8,758.5,241.2,201.1,369.3,763.4,256.8,196.7,591.0,680.5,293.7,245.4,484.5,523.4,323.2,250.5,161.2,735.5,692.1,644.7,403.7,265.9,336.0,647.3,594.7,234.9,644.7,554.3,358.4,805.6,866.2,534.7,692.0,601.6,263.5,362.1,827.1,322.7,295.0,689.7,364.8,130.0,444.6,805.4,545.2,492.4,419.2,843.0,251.4,808.1,811.2,336.3,814.2,344.0,748.3,637.8,713.9,425.3,870.4,175.8,473.1,243.8,19.3,781.6,454.1,660.7,795.6,584.5,304.5,200.3,804.4,231.3,331.2,652.4,580.6,475.5,536.9,338.6,240.6,236.7,558.0,557.5,792.7,183.8,682.1,652.4,331.1,677.5,292.4,372.0,591.5,673.7,491.9,785.1,875.0,105.7,298.8,330.1,625.2,256.0,0.0,855.5,481.4,338.9,430.9,219.6,827.0,748.5,615.9,332.5,299.4,603.2,560.1,312.7,660.4,282.4,256.8,819.2,822.3,861.6,652.8,305.5,511.6,382.6,351.2,321.7,850.1,657.0,513.3,589.2,738.1,619.2,324.7,552.2,266.0,626.8,447.1,623.2,267.3,653.8,690.2,775.9,631.6,302.0
SY,1114.0,168.2,968.3,352.6,745.3,1015.8,633.6,432.6,2165.6,573.4,1029.2,953.5,636.4,255.9,202.4,951.4,130.4,946.0,905.9,849.9,365.9,961.6,889.3,778.1,640.3,998.5,950.2,703.0,664.1,939.3,780.8,866.0,282.9,651.9,562.6,1113.1,970.7,1040.8,565.2,781.8,939.7,903.7,472.2,1063.2,372.1,432.7,793.7,209.5,860.6,968.3,825.4,374.5,901.2,999.8,237.1,943.3,790.1,532.2,352.8,804.2,769.4,997.7,390.4,956.2,47.3,124.1,934.8,380.7,843.5,143.9,597.6,673.7,1134.7,436.9,774.3,560.7,948.6,902.5,138.0,780.7,620.5,59.8,843.5,980.7,778.8,87.3,936.1,1036.0,310.5,498.5,759.3,738.9,974.5,945.4,939.7,544.7,744.6,105.6,888.6,641.9,612.2,885.7,637.3,997.2,1081.4,728.5,307.9,789.4,332.5,283.8,898.3,1003.6,857.4,585.0,854.5,900.2,0.0,1190.8,1043.7,806.2,773.7,235.8,295.9,575.7,1037.3,947.5,862.2,519.9,1017.5,441.2,987.2,855.3,366.6,231.1,409.0,570.7,904.0,599.2,854.3,1060.6,1016.4,809.9,616.8,674.2,507.1,120.3,605.9,923.2,689.2,844.5,885.8,1025.6,802.7,979.6,613.6,650.0,76.9,591.4,1006.8
TF,782.1,1017.7,398.0,963.5,592.6,339.9,918.9,1043.5,2855.8,858.7,353.3,277.6,921.7,1092.2,1038.7,381.1,1003.6,333.6,433.1,353.6,1008.5,349.2,443.3,575.3,925.6,335.5,337.8,468.8,507.7,307.5,497.1,352.4,980.6,937.2,889.8,77.0,358.3,372.7,892.4,579.0,327.3,629.0,799.4,390.1,1050.7,1111.3,519.0,937.1,585.9,355.9,346.4,1072.2,569.3,387.4,934.8,611.4,376.6,636.9,1050.5,529.5,476.7,665.8,1088.1,343.8,1053.2,1056.3,582.9,1059.3,328.3,993.4,882.9,959.0,56.5,1115.5,422.4,608.4,336.2,464.3,1026.7,438.4,905.8,1040.7,568.8,281.0,446.9,1049.5,323.7,307.4,897.5,825.7,459.8,521.2,195.1,333.0,276.2,803.1,541.8,1037.8,335.0,927.2,897.5,315.4,922.6,233.0,97.1,575.8,918.8,476.2,1030.2,1120.1,460.1,327.7,314.4,870.3,502.6,462.0,1100.6,0.0,279.5,415.2,466.2,1072.1,993.6,861.0,424.9,266.4,587.5,805.2,349.4,905.5,311.3,503.4,1064.3,1067.4,1106.7,897.9,552.1,684.2,366.9,117.9,152.1,1095.2,902.1,497.6,834.3,983.2,864.3,571.3,536.5,512.6,611.1,693.7,607.5,243.8,898.9,935.3,1021.0,876.7,394.4
TH,651.5,888.6,322.6,834.4,517.2,209.3,789.8,914.4,2725.2,729.6,222.7,147.0,792.6,963.1,909.6,305.7,874.5,203.0,302.5,278.2,879.4,178.6,312.7,499.9,796.5,55.9,207.2,393.4,432.3,232.1,366.5,221.8,851.5,808.1,760.7,193.7,227.7,93.1,763.3,503.6,196.7,553.6,670.3,110.5,921.6,982.2,443.6,808.0,510.5,225.3,271.0,943.1,438.7,238.0,805.7,480.8,246.0,560.6,921.4,454.1,401.3,535.2,959.0,213.2,924.1,927.2,452.3,930.2,252.9,864.3,753.8,829.9,215.3,986.4,291.8,533.0,205.6,333.7,897.6,363.0,776.7,911.6,493.4,150.4,316.3,920.4,193.1,27.8,768.4,696.6,384.4,445.8,154.7,202.4,145.6,674.0,466.4,908.7,204.4,798.1,768.4,240.0,793.5,46.5,162.0,500.4,789.7,400.8,901.1,991.0,329.5,197.1,239.0,741.2,372.0,331.4,971.5,271.4,0.0,339.8,335.6,943.0,864.5,731.9,215.9,145.3,512.1,676.1,69.8,776.4,180.7,372.8,935.2,938.3,977.6,768.8,421.5,608.8,291.5,141.2,111.7,966.1,773.0,422.2,705.2,854.1,735.2,440.7,461.1,382.0,535.7,563.1,532.1,113.2,769.8,806.2,891.9,747.6,263.8
TN,732.6,651.9,217.6,597.7,226.8,321.0,553.1,677.7,2527.9,492.9,334.4,258.7,555.9,726.4,672.9,200.7,637.8,284.1,383.6,57.5,642.7,299.7,393.8,160.0,559.8,354.6,288.3,107.0,145.9,192.4,447.6,302.9,614.8,571.4,528.0,362.4,305.0,393.1,526.6,163.7,277.8,213.7,433.6,419.3,688.9,745.5,107.7,571.3,170.6,306.4,75.8,706.4,519.8,337.9,569.0,561.9,327.1,275.1,684.7,114.2,61.4,616.3,722.3,294.3,687.4,689.3,533.4,697.5,96.6,627.6,517.1,593.2,387.8,749.7,372.9,242.6,286.7,419.7,660.9,23.1,540.0,674.9,153.5,233.8,397.4,683.7,274.2,376.8,531.7,459.9,48.5,105.9,227.6,281.8,192.8,440.0,128.0,672.0,285.5,561.4,531.7,138.8,556.8,302.4,334.5,210.0,553.0,64.9,664.4,754.3,410.6,308.8,110.5,504.5,453.1,412.5,734.8,443.9,348.9,0.0,416.7,706.3,627.8,495.2,375.4,200.6,172.2,439.4,373.6,539.7,292.4,453.9,699.4,702.8,740.9,538.9,502.6,316.9,48.0,313.7,269.5,729.4,536.3,131.8,472.5,617.4,498.5,521.8,160.8,459.3,195.8,644.2,192.2,232.7,533.1,569.5,655.2,510.9,344.9
TS,403.9,636.6,408.4,582.4,521.7,305.7,537.8,662.4,2473.2,477.6,319.1,243.4,540.6,711.1,657.6,391.5,622.5,235.9,195.8,364.0,627.4,251.5,179.2,554.5,544.5,288.4,240.1,479.2,440.5,317.9,114.5,155.9,599.5,556.1,508.7,398.4,260.6,330.7,511.3,558.2,229.6,639.4,418.3,353.1,669.6,730.2,529.4,556.0,596.3,258.2,356.8,691.1,191.1,289.7,553.7,233.2,80.0,308.6,669.4,539.9,487.1,287.6,707.0,246.1,672.1,675.2,224.7,678.2,338.7,612.3,501.8,577.9,420.0,734.4,64.2,337.1,238.5,192.4,645.6,448.8,524.7,659.6,579.2,299.2,68.7,668.4,226.0,325.9,516.4,444.6,470.2,515.3,333.3,235.3,231.4,422.0,521.0,656.7,178.5,546.1,516.4,325.8,541.5,287.1,366.7,504.9,537.7,486.6,649.1,739.0,188.2,293.5,324.8,489.2,144.4,190.1,719.5,476.1,333.6,425.6,0.0,691.0,612.5,479.9,327.2,294.1,597.9,424.1,307.4,524.4,277.1,145.2,683.2,686.3,725.6,516.8,193.9,375.6,377.3,345.9,316.4,714.1,521.0,450.6,453.2,602.1,483.2,213.1,465.6,134.4,621.5,315.5,579.1,262.0,517.8,554.2,639.9,495.6,296.7
TZ,1046.9,168.5,901.2,285.5,678.2,948.7,566.5,365.5,2147.9,506.3,962.1,886.4,569.3,105.6,70.4,884.3,174.4,878.9,838.8,782.8,298.8,894.5,822.2,711.0,573.2,931.4,883.1,635.9,597.0,872.2,713.7,798.9,215.8,584.8,495.5,1046.0,903.6,973.7,498.1,714.7,872.6,836.6,405.1,996.1,305.0,365.6,726.6,142.4,793.5,901.2,758.3,307.4,834.1,932.7,170.0,876.2,723.0,465.1,285.7,737.1,702.3,930.6,323.3,889.1,189.4,185.1,867.7,313.6,776.4,144.2,530.5,606.6,1067.6,369.8,707.2,493.6,881.5,835.4,197.5,713.6,553.4,176.9,776.4,913.6,711.7,212.5,869.0,968.9,243.4,431.4,692.2,671.8,907.4,878.3,872.6,477.6,677.5,166.6,821.5,574.8,545.1,818.6,570.2,930.1,1014.3,661.4,240.8,722.3,265.4,148.6,831.2,936.5,790.3,517.9,787.4,833.1,236.8,1123.7,976.6,739.1,706.6,0.0,228.8,508.6,970.2,880.4,795.1,452.8,950.4,374.1,920.1,788.2,299.5,99.1,341.9,503.6,836.9,532.1,787.2,993.5,949.3,742.8,549.7,607.1,440.0,154.0,538.8,856.1,622.1,777.4,818.7,958.5,735.6,912.5,546.5,582.9,149.8,524.3,939.7
UH,981.1,241.3,835.4,167.0,612.4,882.9,500.7,219.6,2220.7,440.5,896.3,820.6,503.5,241.6,188.1,818.5,247.2,813.1,773.0,717.0,131.3,828.7,756.4,645.2,507.4,865.6,817.3,570.1,531.2,806.4,647.9,733.1,48.3,519.0,429.7,980.2,837.8,907.9,432.3,648.9,806.8,770.8,339.3,930.3,137.5,198.1,660.8,86.5,727.7,835.4,692.5,139.9,768.3,866.9,68.3,810.4,657.2,399.3,118.2,671.3,636.5,864.8,155.8,823.3,262.2,256.7,801.9,146.1,710.6,217.0,464.7,540.8,1001.8,202.3,641.4,427.8,815.7,769.6,270.3,647.8,487.6,249.7,710.6,847.8,645.9,285.3,803.2,903.1,177.6,365.6,626.4,606.0,841.6,810.8,806.8,414.5,611.7,239.4,755.7,509.0,479.3,752.8,504.4,864.3,948.5,595.6,203.1,656.5,97.9,269.5,765.4,870.7,724.5,452.1,721.6,767.3,309.6,1057.9,910.8,673.3,640.8,221.5,0.0,442.8,904.4,814.6,729.3,387.0,884.6,308.3,854.3,722.4,132.9,216.8,174.4,444.6,771.1,464.8,721.4,927.7,883.5,677.0,483.9,541.3,374.2,226.8,473.0,790.3,546.4,711.6,752.9,892.7,669.8,846.7,480.7,517.1,222.6,458.5,873.9
UM,827.7,422.7,682.0,368.5,459.0,729.5,57.8,448.5,2287.1,135.7,742.9,667.2,198.7,497.2,443.7,665.1,408.6,659.7,619.6,563.6,413.5,675.3,603.0,491.8,202.6,712.2,663.9,416.7,377.8,653.0,494.5,579.7,385.6,196.2,294.8,826.8,684.4,754.5,297.4,495.5,653.4,617.4,204.4,776.9,455.7,516.3,507.4,342.1,574.3,682.0,539.1,477.2,614.9,713.5,339.8,657.0,503.8,245.9,455.5,517.9,483.1,711.4,493.1,669.9,458.2,461.3,648.5,464.3,557.2,398.4,159.9,218.0,848.4,520.5,488.0,274.4,662.3,616.2,431.7,494.4,182.8,445.7,557.2,694.4,492.5,454.5,649.8,749.7,302.5,230.7,473.0,452.6,688.2,659.1,653.4,258.4,458.3,442.8,602.3,66.1,174.5,599.4,61.5,710.9,795.1,442.2,323.8,503.1,435.2,525.1,612.0,717.3,571.1,129.3,568.2,613.9,505.6,904.5,757.4,519.9,487.4,477.1,398.6,0.0,751.0,661.2,575.9,82.2,731.2,310.5,700.9,569.0,469.3,472.4,511.7,302.9,617.7,312.9,568.0,774.3,730.1,354.2,160.6,387.9,239.3,388.2,319.6,636.9,402.9,558.2,599.5,739.3,516.4,693.3,175.9,129.3,426.0,153.7,720.5
UO,671.9,909.0,375.9,854.8,570.5,273.2,810.2,934.8,2745.6,750.0,286.6,210.9,813.0,983.5,930.0,359.0,894.9,147.2,322.9,331.5,899.8,77.7,333.1,553.2,816.9,188.0,179.6,446.7,485.6,285.4,386.9,242.2,871.9,828.5,781.1,365.9,200.1,230.3,783.7,556.9,169.1,606.9,690.7,252.7,942.0,1002.6,496.9,828.4,563.8,88.9,324.3,963.5,459.1,91.9,826.1,501.2,266.4,581.0,941.8,507.4,454.6,555.6,979.4,185.6,944.5,947.6,472.7,950.6,306.2,884.7,774.2,850.3,387.5,1006.8,312.2,586.3,178.0,354.1,918.0,416.3,797.1,932.0,546.7,266.7,336.7,940.8,131.1,225.5,788.8,717.0,437.7,499.1,300.8,94.9,198.9,694.4,519.7,929.1,224.8,818.5,788.8,293.3,813.9,254.6,334.2,553.7,810.1,454.1,921.5,1011.4,349.9,261.0,292.3,761.6,392.4,351.8,991.9,443.6,253.5,393.1,356.0,963.4,884.9,752.3,0.0,261.6,565.4,696.5,207.0,796.8,244.6,393.2,955.6,958.7,998.0,789.2,441.9,662.1,344.8,313.4,283.9,986.5,793.4,475.5,725.6,874.5,755.6,461.1,514.4,402.4,589.0,583.5,585.4,229.5,790.2,826.6,912.3,768.0,209.8
UV,602.4,805.5,185.8,751.3,380.4,160.2,706.7,831.3,2681.5,646.5,173.6,97.9,709.5,880.0,826.5,168.9,791.4,153.9,253.4,141.4,796.3,169.5,263.6,363.1,713.4,211.7,158.1,256.6,295.5,95.3,317.4,172.7,768.4,725.0,677.6,199.8,178.6,248.9,680.2,366.8,147.6,416.8,587.2,266.3,838.5,899.1,306.8,724.9,373.7,176.2,134.2,860.0,389.6,207.7,722.6,431.7,196.9,424.7,838.3,317.3,264.5,486.1,875.9,164.1,841.0,842.9,403.2,847.1,116.1,781.2,670.7,746.8,221.4,903.3,242.7,396.2,156.5,289.5,814.5,226.2,693.6,828.5,356.6,33.1,267.2,837.3,144.0,183.6,685.3,613.5,247.6,309.0,61.2,153.3,95.9,593.6,329.6,825.6,155.3,715.0,685.3,103.2,710.4,109.2,168.1,363.6,706.6,264.0,818.0,907.9,280.4,148.0,102.2,658.1,322.9,282.3,888.4,277.5,155.7,203.0,286.5,859.9,781.4,648.8,245.2,0.0,375.3,593.0,225.6,693.3,131.6,323.7,852.1,856.4,894.5,692.5,372.4,472.0,154.7,147.3,103.1,883.0,689.9,285.4,622.1,771.0,652.1,391.6,314.4,332.9,398.9,514.0,395.3,32.0,686.7,723.1,808.8,664.5,214.7
UW,909.3,692.3,398.1,638.1,267.2,497.7,593.5,718.1,2568.3,533.3,511.1,435.4,596.3,766.8,713.3,381.2,678.2,460.8,560.3,238.0,683.1,476.4,570.5,218.4,600.2,531.3,465.0,143.4,182.3,369.1,624.3,479.6,655.2,611.8,564.4,542.9,485.5,573.6,567.0,222.1,454.5,192.0,474.0,596.0,725.3,785.9,106.6,611.7,148.9,483.1,252.5,746.8,696.5,514.6,609.4,738.6,503.8,311.5,725.1,117.1,119.8,793.0,762.7,471.0,727.8,730.9,710.1,733.9,273.3,668.0,557.5,633.6,564.5,790.1,549.6,283.0,463.4,591.5,701.3,151.1,580.4,715.3,131.8,410.5,574.1,724.1,450.9,553.5,572.1,500.3,129.7,164.3,404.3,460.2,369.5,477.7,184.9,712.4,462.2,601.8,572.1,315.5,597.2,479.1,511.2,250.4,593.4,159.8,704.8,794.7,587.3,485.5,287.2,544.9,629.8,589.2,775.2,620.6,525.6,176.6,593.4,746.7,668.2,535.6,552.1,377.3,0.0,479.8,550.3,580.1,469.1,630.6,738.9,742.0,781.3,572.5,679.3,358.8,224.7,490.4,446.2,769.8,576.7,172.2,508.9,657.8,538.9,698.5,211.1,639.8,174.1,820.9,250.6,409.4,573.5,609.9,695.6,551.3,521.6
VA,775.7,370.7,630.0,316.5,407.0,677.5,123.9,396.5,2235.1,53.4,690.9,615.2,116.4,445.2,391.7,613.1,356.6,607.7,567.6,511.6,361.5,623.3,551.0,439.8,120.3,660.2,611.9,364.7,325.8,601.0,442.5,527.7,333.6,162.2,242.8,774.8,632.4,702.5,245.4,443.5,601.4,565.4,152.4,724.9,403.7,464.3,455.4,290.1,522.3,630.0,487.1,425.2,562.9,661.5,287.8,605.0,451.8,193.9,403.5,465.9,431.1,659.4,441.1,617.9,406.2,409.3,596.5,412.3,505.2,346.4,77.6,184.0,796.4,468.5,436.0,222.4,610.3,564.2,379.7,442.4,100.5,393.7,505.2,642.4,440.5,402.5,597.8,697.7,250.5,178.7,421.0,400.6,636.2,607.1,601.4,206.4,406.3,390.8,550.3,132.2,92.2,547.4,127.6,658.9,743.1,390.2,271.8,451.1,383.2,473.1,560.0,665.3,519.1,95.3,516.2,561.9,453.6,852.5,705.4,467.9,435.4,425.1,346.6,66.0,699.0,609.2,523.9,0.0,679.2,258.5,648.9,517.0,417.3,420.4,459.7,250.9,565.7,260.9,516.0,722.3,678.1,320.2,96.8,335.9,187.3,336.2,267.6,584.9,350.9,506.2,547.5,687.3,464.4,641.3,93.6,130.0,374.0,71.4,668.5
VC,636.9,874.0,358.9,819.8,553.5,256.2,775.2,899.8,2710.6,715.0,269.6,193.9,778.0,948.5,895.0,342.0,859.9,206.4,287.9,314.5,864.8,152.2,298.1,536.2,781.9,29.5,210.6,429.7,468.6,268.4,351.9,207.2,836.9,793.5,746.1,263.7,231.1,23.2,748.7,539.9,200.1,589.9,655.7,45.6,907.0,967.6,479.9,793.4,546.8,208.6,307.3,928.5,424.1,211.6,791.1,466.2,231.4,546.0,906.8,490.4,437.6,520.6,944.4,216.6,909.5,912.6,437.7,915.6,289.2,849.7,739.2,815.3,285.3,971.8,277.2,569.3,209.0,319.1,883.0,399.3,762.1,897.0,529.7,220.4,301.7,905.8,196.5,41.9,753.8,682.0,420.7,482.1,224.7,169.4,181.9,659.4,502.7,894.1,189.8,783.5,753.8,276.3,778.9,116.5,232.0,536.7,775.1,437.1,886.5,976.4,314.9,244.0,275.3,726.6,357.4,316.8,956.9,341.4,69.9,376.1,321.0,928.4,849.9,717.3,189.5,215.3,548.4,661.5,0.0,761.8,227.6,358.2,920.6,923.7,963.0,754.2,406.9,613.0,327.8,211.2,181.7,951.5,758.4,458.5,690.6,839.5,720.6,426.1,497.4,367.4,572.0,548.5,568.4,183.2,755.2,791.6,877.3,733.0,267.2
VD,879.0,298.4,733.3,244.2,510.3,780.8,398.6,324.2,2162.8,338.4,794.2,718.5,401.4,372.9,319.4,716.4,284.3,711.0,670.9,614.9,289.2,726.6,654.3,543.1,405.3,763.5,715.2,468.0,429.1,704.3,545.8,631.0,261.3,416.9,327.6,878.1,735.7,805.8,330.2,546.8,704.7,668.7,237.2,828.2,331.4,392.0,558.7,217.8,625.6,733.3,590.4,352.9,666.2,764.8,215.5,708.3,555.1,297.2,331.2,569.2,534.4,762.7,368.8,721.2,333.9,337.0,699.8,340.0,608.5,274.1,362.6,438.7,899.7,396.2,539.3,325.7,713.6,667.5,307.4,545.7,385.5,321.4,608.5,745.7,543.8,330.2,701.1,801.0,178.2,263.5,524.3,503.9,739.5,710.4,704.7,309.7,509.6,318.5,653.6,406.9,377.2,650.7,402.3,762.2,846.4,493.5,199.5,554.4,310.9,400.8,663.3,768.6,622.4,350.0,619.5,665.2,381.3,955.8,808.7,571.2,538.7,352.8,274.3,340.7,802.3,712.5,627.2,284.9,782.5,0.0,752.2,620.3,345.0,348.1,387.4,335.7,669.0,364.2,619.3,825.6,781.4,574.9,381.8,439.2,272.1,263.9,370.9,688.2,454.2,609.5,650.8,790.6,567.7,744.6,378.6,415.0,301.7,356.4,771.8
VG,615.4,852.5,286.5,798.3,481.1,69.4,753.7,878.3,2689.1,693.5,82.8,43.6,756.5,927.0,873.5,269.6,838.4,166.9,266.4,242.1,843.3,182.5,276.6,463.8,760.4,237.1,171.1,357.3,396.2,196.0,330.4,185.7,815.4,772.0,724.6,245.9,191.6,274.3,727.2,467.5,160.6,517.5,634.2,291.7,885.5,946.1,407.5,771.9,474.4,189.2,234.9,907.0,402.6,220.7,769.6,444.7,209.9,524.5,885.3,418.0,365.2,499.1,922.9,177.1,888.0,891.1,416.2,894.1,216.8,828.2,717.7,793.8,267.5,950.3,255.7,496.9,169.5,297.6,861.5,326.9,740.6,875.5,457.3,146.7,280.2,884.3,157.0,209.0,732.3,660.5,348.3,409.7,202.9,166.3,109.5,637.9,430.3,872.6,168.3,762.0,732.3,203.9,757.4,134.6,214.2,464.3,753.6,364.7,865.0,954.9,293.4,57.2,202.9,705.1,335.9,295.3,935.4,323.6,181.1,303.7,299.5,906.9,828.4,695.8,258.2,141.6,476.0,640.0,251.0,740.3,0.0,336.7,899.1,902.2,941.5,732.7,385.4,572.7,255.4,193.4,163.9,930.0,736.9,386.1,669.1,818.0,699.1,404.6,425.0,345.9,499.6,527.0,496.0,109.5,733.7,770.1,855.8,711.5,227.7
VJ,454.9,710.0,477.4,655.8,595.1,374.7,611.2,735.8,2546.6,551.0,388.1,312.4,614.0,784.5,731.0,460.5,695.9,304.9,264.8,433.0,700.8,320.5,248.2,627.9,617.9,357.4,309.1,552.8,513.9,386.9,187.9,224.9,672.9,629.5,582.1,467.4,329.6,399.7,584.7,631.6,298.6,708.4,491.7,422.1,743.0,803.6,598.4,629.4,665.3,327.2,425.8,764.5,242.1,358.7,627.1,284.2,149.0,382.0,742.8,608.9,556.1,338.6,780.4,315.1,745.5,748.6,119.9,751.6,407.7,685.7,575.2,651.3,489.0,807.8,94.6,410.5,307.5,261.4,719.0,517.8,598.1,733.0,648.2,368.2,119.7,741.8,295.0,394.9,589.8,518.0,539.2,588.7,402.3,304.3,300.4,495.4,594.4,730.1,247.5,619.5,589.8,394.8,614.9,356.1,435.7,578.3,611.1,555.6,722.5,812.4,257.2,362.5,393.8,562.6,39.6,259.1,792.9,545.1,402.6,494.6,157.0,764.4,685.9,553.3,396.2,363.1,666.9,497.5,376.4,597.8,346.1,0.0,756.6,759.7,799.0,590.2,89.1,449.0,446.3,414.9,385.4,787.5,594.4,524.0,526.6,675.5,556.6,108.3,539.0,185.4,690.5,366.5,652.5,331.0,591.2,627.6,713.3,569.0,365.7
VO,1017.4,332.1,872.4,84.2,648.7,919.2,537.0,136.8,2277.4,476.8,932.6,856.9,539.8,332.4,278.9,854.8,398.9,849.4,809.3,753.3,48.5,865.0,792.7,681.5,543.7,901.9,853.6,606.4,568.2,842.7,684.2,769.4,107.9,555.3,466.7,1016.5,874.1,944.2,468.6,685.2,843.1,807.1,375.6,966.6,36.7,97.3,697.1,177.3,764.0,871.7,728.8,106.1,804.6,903.9,159.1,846.7,693.5,435.6,84.4,707.6,672.8,901.1,122.0,859.6,353.0,347.5,838.2,45.3,746.9,307.8,501.0,577.1,1038.1,101.5,677.7,464.1,852.0,810.8,422.7,684.1,523.9,340.5,746.9,884.1,682.2,444.8,840.2,939.4,213.9,401.9,662.7,642.3,877.9,847.1,843.1,450.8,649.5,330.2,792.0,545.3,515.6,789.1,540.7,900.6,984.8,631.9,120.3,692.8,64.1,360.3,801.7,907.0,760.8,488.4,757.9,803.6,400.4,1094.2,947.1,713.4,677.1,312.3,172.8,479.1,940.7,850.9,765.6,423.3,920.9,344.6,890.6,758.7,0.0,308.8,140.6,480.9,807.4,501.1,757.7,964.7,919.8,713.3,520.2,577.6,410.5,378.5,509.3,826.6,582.7,747.9,789.2,929.0,706.1,883.0,517.0,553.4,313.4,494.8,910.2
VR,1060.1,181.7,915.6,298.7,691.4,961.9,579.7,378.7,2161.1,519.5,975.3,899.6,582.5,24.7,34.8,897.5,187.6,892.1,852.0,796.0,312.0,907.7,835.4,724.2,586.4,944.6,896.3,649.1,610.2,885.4,726.9,812.1,229.0,598.0,508.7,1059.2,916.8,986.9,511.3,727.9,885.8,849.8,418.3,1009.3,318.2,378.8,739.8,155.6,806.7,914.4,771.5,320.6,847.3,945.9,183.2,889.4,736.2,478.3,298.9,750.3,715.5,943.8,336.5,902.3,202.6,198.3,880.9,328.0,789.6,157.4,543.7,619.8,1080.8,383.0,720.4,506.8,894.7,853.5,210.7,726.8,566.6,190.1,789.6,926.8,724.9,225.7,882.2,982.1,256.6,444.6,705.4,685.0,920.6,889.8,885.8,493.5,692.2,179.8,834.7,588.0,558.3,831.8,583.4,943.3,1027.5,674.6,254.0,736.7,278.6,161.8,844.4,949.7,803.5,531.1,800.6,846.3,250.0,1136.9,989.8,756.1,719.8,97.0,242.0,521.8,983.4,893.6,808.3,466.0,963.6,387.3,933.3,801.4,313.6,0.0,355.1,523.6,850.1,543.8,800.4,1006.7,962.5,756.0,562.9,620.3,453.2,168.4,552.0,869.3,625.4,790.6,831.9,971.7,748.8,925.7,559.7,596.1,163.0,537.5,952.9
VW,1091.2,351.4,945.5,172.5,722.5,993.0,610.8,225.1,2330.8,550.6,1006.4,930.7,613.6,351.7,298.2,928.6,357.3,923.2,883.1,827.1,136.8,938.8,866.5,755.3,617.5,975.7,927.4,680.2,641.3,916.5,758.0,843.2,127.2,629.1,539.8,1090.3,947.9,1018.0,542.4,759.0,916.9,880.9,449.4,1040.4,143.0,123.8,770.9,196.6,837.8,945.5,802.6,34.7,878.4,977.0,178.4,920.5,767.3,509.4,56.9,781.4,746.6,974.9,18.0,933.4,372.3,368.0,912.0,151.6,820.7,327.1,574.8,650.9,1111.9,119.6,751.5,537.9,925.8,879.7,380.4,757.9,597.7,359.8,820.7,957.9,756.0,395.4,913.3,1013.2,287.7,475.7,736.5,716.1,951.7,922.6,916.9,521.9,721.8,349.5,865.8,619.1,589.4,862.9,614.5,974.4,1058.6,705.7,208.6,766.6,77.7,379.6,875.5,980.8,834.6,562.2,831.7,877.4,419.7,1168.0,1020.9,783.4,750.9,331.6,191.4,552.9,1014.5,924.7,839.4,497.1,994.7,418.4,964.4,832.5,137.5,326.9,0.0,547.9,881.2,576.4,831.5,1037.8,993.6,787.1,594.0,651.4,484.3,336.9,583.1,900.4,666.4,821.7,863.0,1002.8,779.9,956.8,590.8,627.2,332.7,568.6,984.0
