from_stop,AE,AG,AJ,AM,AR,AT,AW,BA,BR,CF,CG,CN,CP,CR,CS,CT,CW,CX,DA,DF,DG,DH,DI,DJ,DL,DN,DO,DQ,DU,DZ,EG,EI,EK,EM,ET,EV,FA,FG,FP,FU,FW,GD,GQ,GR,GT,GU,GV,HE,HH,HK,HO,HZ,IA,IF,IN,IO,IV,IW,IY,JA,JD,JG,JR,JU,JW,KE,KG,KH,KJ,KK,KO,KQ,KU,KW,KZ,LE,LK,LX,MB,MG,MM,MP,MT,MW,NF,NL,NS,NW,NZ,OA,OC,OE,OG,OH,OJ,OO,OT,OU,OW,PB,PG,PM,PO,PR,PT,PW,QC,QD,QI,QN,QT,QU,QV,RB,RI,RO,RT,RY,RZ,SA,ST,SX,TC,TE,TL,TT,TZ,UD,UF,UG,UI,UM,UN,UP,UZ,VA,VJ,VM,VW,VX,VZ,WH,WJ,WZ,XD,XE,XI,XN,XO,XS,XY,YA,YG,YH,YP,YV,ZB,ZG,ZI,ZN,ZR,ZS,ZT
QT,210.8,422.3,318.7,799.0,68.1,467.3,286.1,222.4,817.5,774.4,337.5,758.8,355.3,177.3,152.3,144.0,54.7,348.0,352.7,78.3,884.3,268.7,282.7,410.6,339.1,701.5,151.4,62.1,93.1,1926.5,281.0,218.7,683.5,316.0,171.9,272.5,283.1,775.0,218.7,857.1,417.3,296.6,283.0,367.2,371.3,730.3,66.5,305.0,104.7,95.7,749.2,282.4,216.5,473.2,360.9,311.0,543.4,224.6,641.4,31.0,496.0,628.4,287.1,82.0,55.7,118.4,184.4,244.7,274.0,44.0,355.3,393.9,333.1,801.0,831.1,299.9,618.0,745.7,353.8,131.5,274.4,287.7,249.5,104.0,358.9,160.5,864.0,337.2,190.5,326.3,277.7,756.9,378.7,454.4,297.4,194.0,356.6,391.5,437.6,648.1,299.5,315.3,66.2,287.6,392.4,394.2,790.2,505.2,52.5,232.2,0.0,853.7,286.0,6.5,856.8,887.4,265.6,178.7,602.8,184.3,770.7,208.9,258.0,318.2,301.9,273.2,853.7,880.0,261.9,335.4,29.1,323.1,329.8,227.6,665.5,308.5,697.2,112.8,651.2,456.4,228.3,220.4,14.5,269.1,559.2,338.9,331.7,316.6,96.4,111.4,116.2,830.4,189.9,243.5,798.2,380.1,725.0,293.3,808.7,372.2,373.2,341.7,233.1
QU,698.8,581.2,591.4,96.2,866.1,510.9,941.7,756.8,205.3,211.6,993.1,196.0,1010.9,838.1,853.5,765.7,878.8,1003.6,1008.3,797.5,50.8,756.7,770.7,785.6,979.0,302.5,773.1,851.5,878.3,1945.6,673.9,840.4,424.9,691.0,873.1,760.5,806.7,174.1,923.3,148.4,576.2,784.6,758.0,742.2,1026.9,149.4,819.6,960.6,909.0,899.0,271.7,684.0,903.3,447.2,1016.5,799.0,500.0,732.3,382.8,810.7,401.8,369.8,908.8,889.4,900.1,819.6,714.5,962.7,675.6,874.2,1010.9,768.9,988.7,176.7,59.6,686.5,332.8,189.9,632.0,842.4,763.8,775.7,737.5,800.2,1014.5,764.2,10.3,635.0,908.6,701.3,752.7,279.4,1020.3,613.3,785.4,734.8,582.2,1031.4,562.5,326.8,823.1,970.9,910.6,753.5,767.4,1049.8,116.0,392.2,850.2,853.9,844.3,0.0,907.7,838.1,23.3,97.9,887.3,844.3,327.4,747.7,214.9,924.2,746.0,806.2,923.6,894.9,64.2,90.5,749.9,991.0,836.4,617.1,587.7,715.6,283.8,683.5,252.2,809.0,367.2,831.4,738.7,708.4,858.9,890.8,338.1,620.6,987.3,972.2,771.5,812.6,812.4,33.6,855.2,865.2,186.0,1035.7,189.6,717.9,97.3,747.2,748.2,997.3,725.1
QV,315.0,566.5,462.9,943.2,302.5,611.5,71.3,366.6,961.7,918.6,87.6,903.0,119.5,166.5,182.3,160.7,244.3,165.0,216.8,240.5,1028.5,372.9,386.9,554.8,71.2,845.7,201.6,229.0,205.1,2070.7,425.2,188.8,827.7,460.2,161.7,376.7,387.3,919.2,167.8,1001.3,561.5,400.8,427.2,511.4,243.2,874.5,219.6,122.0,235.8,250.1,893.4,426.6,150.3,617.4,203.5,415.2,687.6,368.8,785.6,233.7,640.2,772.6,28.9,216.2,323.1,158.9,295.1,196.5,418.2,269.8,119.5,538.1,205.0,940.7,975.3,437.8,762.2,889.9,498.0,169.2,418.6,391.9,353.7,220.2,209.4,162.2,1008.2,481.4,142.4,470.5,421.9,901.1,112.5,598.6,401.6,338.2,500.8,123.6,581.8,794.9,403.7,121.2,333.6,431.8,536.6,252.1,934.4,649.4,268.7,173.2,267.3,997.9,0.0,261.1,1001.0,1031.6,164.3,157.9,747.0,328.5,914.9,158.0,362.2,422.4,67.9,106.6,997.9,1024.2,366.1,152.4,263.5,467.3,466.6,331.8,809.7,459.3,841.4,229.0,795.4,600.6,372.5,324.6,281.9,17.5,703.4,483.1,81.8,133.6,231.1,166.1,232.4,974.6,135.4,142.2,942.4,187.6,869.2,437.5,952.9,516.4,517.4,158.7,377.3
RB,204.3,415.8,312.2,792.5,61.6,460.8,279.6,215.9,811.0,767.9,331.0,752.3,348.8,170.8,145.8,137.5,60.9,341.5,346.2,71.8,877.8,262.2,276.2,404.1,332.6,695.0,144.9,68.3,99.3,1920.0,274.5,212.2,677.0,309.5,165.4,266.0,276.6,768.5,212.2,850.6,410.8,290.1,276.5,360.7,364.8,723.8,60.0,298.5,110.9,101.9,742.7,275.9,210.0,466.7,354.4,304.5,536.9,218.1,634.9,24.5,489.5,621.9,280.6,88.2,61.9,111.9,184.4,232.4,267.5,36.0,348.8,387.4,326.6,790.0,824.6,287.1,611.5,739.2,347.3,126.0,267.9,281.2,243.0,97.5,352.4,136.0,857.5,330.7,184.0,319.8,271.2,750.4,373.9,447.9,290.9,187.5,350.1,385.0,431.1,644.2,293.0,308.8,72.4,281.1,385.9,387.7,783.7,498.7,46.0,225.7,6.2,847.2,279.5,0.0,850.3,880.9,259.1,172.2,596.3,177.8,764.2,202.4,251.5,311.7,295.4,266.7,847.2,873.5,255.4,328.9,22.6,316.6,315.9,221.1,659.0,308.6,690.7,106.3,644.7,449.9,221.8,213.9,20.7,262.6,552.7,332.4,325.2,310.1,89.9,104.9,109.7,823.9,183.4,237.0,791.7,373.6,718.5,286.8,802.2,365.7,366.7,335.2,226.6
RI,690.9,573.3,583.5,88.3,858.2,503.0,933.8,748.9,197.4,203.7,985.2,188.1,1003.0,830.2,845.6,757.8,870.9,995.7,1000.4,789.6,27.4,748.8,762.8,777.7,971.1,294.6,765.2,843.6,870.4,1937.7,666.0,832.5,417.0,683.1,865.2,752.6,798.8,166.2,915.4,140.5,568.3,776.7,750.1,734.3,1019.0,141.5,811.7,952.7,901.1,891.1,263.8,676.1,895.4,439.3,1008.6,791.1,492.1,724.4,374.9,802.8,393.9,361.9,900.9,881.5,892.2,811.7,706.6,954.8,667.7,866.3,1003.0,761.0,980.8,168.8,51.7,678.6,324.9,182.0,624.1,834.5,755.9,767.8,729.6,792.3,1006.6,756.3,42.6,627.1,900.7,693.4,744.8,271.5,1012.4,605.4,777.5,726.9,574.3,1023.5,554.6,318.9,815.2,963.0,902.7,745.6,759.5,1041.9,108.1,384.3,842.3,846.0,836.4,32.3,899.8,830.2,0.0,90.0,879.4,836.4,319.5,739.8,207.0,916.3,738.1,798.3,915.7,887.0,56.3,82.6,742.0,983.1,828.5,609.2,579.8,707.7,275.9,675.6,244.3,801.1,359.3,823.5,730.8,700.5,851.0,882.9,330.2,612.7,979.4,964.3,763.6,804.7,804.5,25.7,847.3,857.3,178.1,1027.8,181.7,710.0,89.4,739.3,740.3,989.4,717.2
RO,682.8,614.8,625.0,109.8,850.1,544.5,925.7,790.4,238.9,245.2,977.1,229.6,994.9,822.1,837.5,749.7,862.8,987.6,992.3,781.5,128.4,740.7,754.7,819.2,963.0,336.1,757.1,835.5,862.3,1943.5,707.5,824.4,458.5,724.6,857.1,744.5,790.7,181.2,907.3,182.0,609.8,768.6,791.6,775.8,1010.9,163.0,803.6,944.6,893.0,883.0,305.3,717.6,887.3,480.8,1000.5,783.0,533.6,765.9,416.4,794.7,435.4,403.4,892.8,873.4,884.1,803.6,698.5,946.7,709.2,858.2,994.9,802.5,972.7,210.3,93.2,720.1,366.4,203.5,665.6,826.4,797.4,759.7,721.5,784.2,998.5,748.2,108.1,668.6,892.6,734.9,786.3,313.0,1004.3,646.9,769.4,768.4,615.8,1015.4,596.1,360.4,807.1,954.9,894.6,787.1,801.0,1033.8,149.6,425.8,834.2,837.9,828.3,97.8,891.7,822.1,100.9,0.0,871.3,828.3,341.0,808.0,228.5,908.2,730.0,790.2,907.6,878.9,26.3,50.5,733.9,975.0,820.4,650.7,621.3,699.6,317.4,717.1,285.8,793.0,400.8,865.0,772.3,692.4,842.9,874.8,371.7,654.2,971.3,956.2,755.5,796.6,796.4,74.5,839.2,849.2,219.6,1019.7,203.2,751.5,130.9,780.8,781.8,981.3,758.7
RT,292.1,553.6,450.0,930.3,289.6,598.6,175.8,353.7,948.8,905.7,227.2,890.1,245.0,143.6,182.6,137.8,231.4,237.7,242.4,237.1,1015.6,350.0,364.0,541.9,213.1,832.8,178.7,216.1,192.2,2057.8,412.3,165.9,814.8,447.3,162.0,353.8,364.4,906.3,157.4,988.4,548.6,377.9,414.3,498.5,261.0,861.6,206.7,194.7,222.9,237.2,880.5,413.7,137.4,604.5,250.6,392.3,674.7,355.9,772.7,220.8,627.3,759.7,142.9,203.3,310.2,146.0,272.2,196.8,405.3,256.9,245.0,525.2,222.8,927.8,962.4,424.9,749.3,877.0,485.1,156.3,405.7,369.0,330.8,207.3,248.6,139.3,995.3,468.5,142.7,457.6,409.0,888.2,254.4,585.7,378.7,325.3,487.9,265.5,568.9,782.0,380.8,205.0,320.7,418.9,523.7,283.9,921.5,636.5,255.8,103.7,254.4,985.0,141.8,248.2,988.1,1018.7,0.0,135.0,734.1,315.6,902.0,158.3,339.3,399.5,157.7,129.0,985.0,1011.3,343.2,225.1,250.6,454.4,453.7,308.9,796.8,446.4,828.5,216.1,782.5,587.7,359.6,301.7,269.0,124.9,690.5,470.2,221.4,206.3,208.2,153.2,219.5,961.7,112.5,22.0,929.5,269.8,856.3,424.6,940.0,503.5,504.5,231.4,364.4
RY,230.5,473.7,370.1,850.4,209.7,518.7,190.8,273.8,868.9,825.8,242.2,810.2,260.0,36.3,128.5,76.2,163.5,252.7,257.4,175.5,935.7,288.4,302.4,462.0,228.1,752.9,117.1,136.2,153.3,1977.9,332.4,107.3,734.9,367.4,148.1,292.2,302.8,826.4,194.9,908.5,468.7,316.3,334.4,418.6,276.0,781.7,126.8,209.7,184.0,183.7,800.6,333.8,152.4,524.6,265.6,330.7,594.8,276.0,692.8,140.9,547.4,679.8,157.9,164.4,230.3,94.6,210.6,211.8,325.4,179.1,260.0,445.3,237.8,847.9,882.5,345.0,669.4,797.1,405.2,117.4,325.8,307.4,269.2,127.4,263.6,77.7,915.4,388.6,166.7,377.7,329.1,808.3,269.4,505.8,317.1,245.4,408.0,280.5,489.0,702.1,319.2,220.0,240.8,339.0,443.8,298.9,841.6,556.6,175.9,103.0,174.5,905.1,156.8,168.3,908.2,938.8,136.4,0.0,654.2,235.7,822.1,185.1,277.7,337.9,172.7,144.0,905.1,931.4,281.6,240.1,170.7,374.5,373.8,247.3,716.9,366.5,748.6,136.2,702.6,507.8,279.7,240.1,189.1,139.9,610.6,390.3,236.4,221.3,146.6,87.6,139.6,881.8,51.9,114.3,849.6,284.8,776.4,344.7,860.1,423.6,424.6,246.4,284.5
RZ,674.8,781.2,791.4,227.5,670.4,710.9,764.0,594.1,405.3,411.6,815.4,396.0,833.2,660.4,657.8,588.0,683.1,825.9,830.6,601.8,312.8,732.7,746.7,800.3,801.3,502.5,575.4,655.8,682.6,1669.5,582.9,662.7,624.9,705.7,677.4,736.5,747.1,203.5,724.2,348.4,776.2,760.6,557.2,756.9,849.2,158.8,623.9,782.9,713.3,703.3,471.7,672.1,722.0,647.2,838.8,775.0,700.0,498.8,582.8,615.0,601.8,569.8,731.1,693.7,704.4,623.9,654.9,744.4,663.7,678.5,833.2,783.6,811.0,376.7,259.6,595.5,532.8,174.2,832.0,646.7,664.1,751.7,713.5,604.5,836.8,586.5,292.5,835.0,696.0,716.0,551.9,479.4,842.6,813.3,761.4,495.9,782.2,853.7,762.5,526.8,763.5,793.2,714.9,606.5,782.1,872.1,316.0,592.2,654.5,676.2,648.6,282.2,730.0,642.4,285.3,315.9,709.6,666.6,0.0,486.2,199.2,714.4,722.0,782.2,745.9,717.2,282.2,308.5,725.9,813.3,640.7,625.0,787.7,691.6,483.8,704.8,452.2,613.3,567.2,846.1,549.1,684.4,663.2,713.1,538.1,660.6,809.6,794.5,575.8,616.9,616.7,258.9,677.5,687.5,386.0,858.0,153.5,683.0,297.3,761.9,762.9,819.6,585.3
SA,239.2,276.6,213.7,645.3,234.8,321.6,328.4,107.8,671.8,628.7,379.8,613.1,397.6,224.8,222.2,152.4,247.5,390.3,395.0,166.2,730.6,297.1,311.1,314.0,365.7,555.8,139.8,220.2,247.0,1772.8,96.6,227.1,537.8,219.4,241.8,300.9,311.5,621.3,288.6,711.4,271.6,325.0,113.9,270.6,413.6,576.6,188.3,347.3,277.7,267.7,603.5,185.8,286.4,327.5,403.2,339.4,397.7,70.9,495.7,179.4,350.3,482.7,295.5,258.1,268.8,188.3,219.3,314.6,177.4,242.9,397.6,297.3,375.4,650.8,677.4,109.2,472.3,592.0,254.3,211.1,177.8,316.1,277.9,168.9,401.2,150.9,710.3,240.6,260.4,229.7,108.6,611.2,407.0,308.7,325.8,9.6,172.2,418.1,291.9,505.0,327.9,357.6,279.3,120.2,295.8,436.5,644.5,359.5,218.9,240.6,213.0,700.0,294.4,206.8,703.1,733.7,274.0,231.0,449.1,0.0,617.0,278.8,286.4,346.6,310.3,281.6,700.0,726.3,290.3,377.7,205.1,138.7,210.0,256.0,519.8,218.5,551.5,177.7,505.5,359.8,62.8,248.8,227.6,277.5,413.5,174.3,374.0,358.9,140.2,181.3,181.1,676.7,241.9,251.9,652.5,422.4,571.3,196.7,663.0,275.6,276.6,384.0,99.0
ST,794.4,658.8,669.0,105.1,832.0,588.5,925.6,834.4,282.9,289.2,977.0,273.6,994.8,822.0,819.4,749.6,844.7,987.5,992.2,763.4,190.4,852.3,866.3,863.2,962.9,380.1,737.0,817.4,844.2,1831.1,751.5,824.3,502.5,768.6,839.0,856.1,902.3,160.3,885.8,226.0,653.8,880.2,835.6,819.8,1010.8,36.4,785.5,944.5,874.9,864.9,349.3,761.6,883.6,524.8,1000.4,894.6,577.6,660.4,460.4,776.6,479.4,447.4,892.7,855.3,866.0,785.5,810.1,906.0,753.2,840.1,994.8,846.5,972.6,254.3,137.2,764.1,410.4,14.0,709.6,808.3,841.4,871.3,833.1,766.1,998.4,748.1,170.1,712.6,857.6,778.9,830.3,357.0,1004.2,690.9,881.0,657.5,659.8,1015.3,640.1,404.4,918.7,954.8,876.5,831.1,845.0,1033.7,193.6,469.8,816.1,837.8,810.2,159.8,891.6,804.0,162.9,193.5,871.2,828.2,212.9,647.8,0.0,876.0,841.6,901.8,907.5,878.8,159.8,186.1,845.5,974.9,802.3,694.7,665.3,811.2,361.4,761.1,329.8,774.9,444.8,909.0,816.3,804.0,824.8,874.7,415.7,698.2,971.2,956.1,737.4,778.5,778.3,136.5,839.1,849.1,263.6,1019.6,71.5,795.5,174.9,824.8,825.8,981.2,802.7
SX,298.5,513.7,410.1,890.4,249.7,558.7,103.0,313.8,908.9,865.8,154.4,850.2,172.2,150.0,70.1,144.2,191.5,164.9,169.6,187.7,975.7,356.4,370.4,502.0,156.0,792.9,185.1,176.2,152.3,2017.9,372.4,172.3,774.9,407.4,49.5,360.2,370.8,866.4,9.7,948.5,508.7,384.3,374.4,458.6,188.2,821.7,166.8,121.9,183.0,197.3,840.6,373.8,25.5,564.6,177.8,398.7,634.8,316.0,732.8,180.9,587.4,719.8,146.1,163.4,270.3,106.1,278.6,84.3,365.4,217.0,172.2,485.3,150.0,887.9,922.5,385.0,709.4,837.1,445.2,116.4,365.8,375.4,337.2,167.4,175.8,145.7,955.4,428.6,30.2,417.7,369.1,848.3,197.3,545.8,385.1,285.4,448.0,208.4,529.0,742.1,387.2,132.2,280.8,379.0,483.8,211.1,881.6,596.6,215.9,156.7,214.5,945.1,145.0,208.3,948.2,978.8,147.8,141.4,694.2,275.7,862.1,0.0,345.7,405.9,124.5,95.8,945.1,971.4,349.6,152.3,210.7,414.5,413.8,315.3,756.9,406.5,788.6,176.2,742.6,547.8,319.7,308.1,229.1,128.1,650.6,430.3,148.6,133.5,187.8,113.3,179.6,921.8,118.9,125.7,889.6,197.0,816.4,384.7,900.1,463.6,464.6,158.6,324.5
TC,51.3,498.8,395.2,758.1,302.9,543.8,378.5,298.9,894.0,850.9,429.9,835.3,447.7,274.9,290.3,202.5,315.6,440.4,445.1,234.3,785.1,44.9,58.9,487.1,415.8,778.0,209.9,288.3,315.1,2003.0,357.5,277.2,760.0,392.5,309.9,14.4,59.4,851.5,360.1,933.6,493.8,78.3,359.5,443.7,463.7,806.8,256.4,397.4,345.8,335.8,825.7,358.9,340.1,549.7,453.3,52.9,619.9,301.1,717.9,247.5,572.5,704.9,345.6,326.2,336.9,256.4,151.6,393.7,350.5,311.0,447.7,470.4,425.5,873.0,749.9,370.1,694.5,822.2,430.3,279.2,350.9,29.6,90.0,237.0,451.3,201.0,764.8,413.7,345.4,402.8,354.2,833.4,457.1,530.9,51.1,270.5,433.1,468.2,514.1,727.2,43.0,407.7,347.4,364.1,468.9,486.6,866.7,581.7,287.0,290.7,281.1,754.5,344.5,274.9,757.6,758.6,324.1,281.1,679.3,260.8,847.2,361.0,0.0,60.1,360.4,331.7,724.9,751.2,101.4,427.8,273.2,399.6,398.9,68.1,742.0,391.6,773.7,245.8,727.7,532.9,304.8,37.5,295.7,327.6,635.7,415.4,424.1,409.0,208.3,249.4,249.2,731.2,292.0,302.0,874.7,472.5,801.5,369.8,885.2,448.7,449.7,434.1,309.6
TE,75.3,553.0,449.4,812.3,357.1,598.0,432.7,353.1,948.2,905.1,484.1,889.5,501.9,329.1,344.5,256.7,369.8,494.6,499.3,288.5,839.3,126.5,138.4,541.3,470.0,832.2,264.1,342.5,369.3,2057.2,411.7,331.4,814.2,446.7,364.1,67.0,64.9,905.7,414.3,987.8,548.0,18.1,413.7,497.9,517.9,861.0,310.6,451.6,400.0,390.0,879.9,413.1,394.3,603.9,507.5,10.9,674.1,355.3,772.1,301.7,626.7,759.1,399.8,380.4,391.1,310.6,157.1,453.7,404.7,365.2,501.9,524.6,479.7,927.2,804.1,424.3,748.7,876.4,484.5,333.4,405.1,51.8,49.5,291.2,505.5,255.2,819.0,467.9,399.6,457.0,408.4,887.6,511.3,585.1,100.6,324.7,487.3,522.4,568.3,781.4,48.5,461.9,401.6,418.3,523.1,540.8,920.9,635.9,341.2,344.9,335.3,808.7,398.7,329.1,811.8,812.8,378.3,335.3,733.5,315.0,901.4,415.2,81.5,0.0,414.6,385.9,779.1,805.4,41.3,482.0,327.4,453.8,453.1,64.1,796.2,445.8,827.9,300.0,781.9,587.1,359.0,86.8,349.9,381.8,689.9,469.6,478.3,463.2,262.5,303.6,303.4,785.4,346.2,356.2,928.9,526.7,855.7,424.0,939.4,502.9,503.9,488.3,363.8
TL,340.1,591.6,488.0,968.3,327.6,636.6,123.5,391.7,986.8,943.7,139.8,928.1,171.7,191.6,171.0,185.8,269.4,189.7,230.8,265.6,1053.6,398.0,412.0,579.9,123.4,870.8,226.7,254.1,230.2,2095.8,450.3,213.9,852.8,485.3,150.4,401.8,412.4,944.3,156.5,1026.4,586.6,425.9,452.3,536.5,249.4,899.6,244.7,146.7,260.9,275.2,918.5,451.7,172.3,642.5,239.0,440.3,712.7,393.9,810.7,258.8,665.3,797.7,77.6,241.3,348.2,184.0,320.2,185.2,443.3,294.9,171.7,563.2,211.2,965.8,1000.4,462.9,787.3,915.0,523.1,194.3,443.7,417.0,378.8,245.3,237.0,187.3,1033.3,506.5,131.1,495.6,447.0,926.2,164.7,623.7,426.7,363.3,525.9,175.8,606.9,820.0,428.8,157.0,358.7,456.9,561.7,272.3,959.5,674.5,293.8,198.3,292.4,1023.0,48.6,286.2,1026.1,1056.7,189.4,183.0,772.1,353.6,940.0,146.7,387.3,447.5,0.0,86.2,1023.0,1049.3,391.2,177.1,288.6,492.4,491.7,356.9,834.8,484.4,866.5,254.1,820.5,625.7,397.6,349.7,307.0,66.2,728.5,508.2,134.0,158.3,256.2,191.2,257.5,999.7,160.5,167.3,967.5,212.3,894.3,462.6,978.0,541.5,542.5,183.4,402.4
TT,313.3,564.8,461.2,941.5,300.8,609.8,123.6,364.9,960.0,916.9,157.7,901.3,189.6,164.8,144.2,159.0,242.6,185.5,204.0,238.8,1026.8,371.2,385.2,553.1,141.3,844.0,199.9,227.3,203.4,2069.0,423.5,187.1,826.0,458.5,123.6,375.0,385.6,917.5,129.7,999.6,559.8,399.1,425.5,509.7,222.6,872.8,217.9,142.5,234.1,248.4,891.7,424.9,145.5,615.7,212.2,413.5,685.9,367.1,783.9,232.0,638.5,770.9,118.2,214.5,321.4,157.2,293.4,152.6,416.5,268.1,189.6,536.4,184.4,939.0,973.6,436.1,760.5,888.2,496.3,167.5,416.9,390.2,352.0,218.5,210.2,160.5,1006.5,479.7,104.3,468.8,420.2,899.4,182.6,596.9,399.9,336.5,499.1,193.7,580.1,793.2,402.0,152.8,331.9,430.1,534.9,245.5,932.7,647.7,267.0,171.5,265.6,996.2,89.2,259.4,999.3,1029.9,162.6,156.2,745.3,326.8,913.2,119.9,360.5,420.7,68.1,0.0,996.2,1022.5,364.4,172.9,261.8,465.6,464.9,330.1,808.0,457.6,839.7,227.3,793.7,598.9,370.8,322.9,280.2,106.8,701.7,481.4,151.9,154.1,229.4,164.4,230.7,972.9,133.7,140.5,940.7,208.1,867.5,435.8,951.2,514.7,515.7,179.2,375.6
TZ,656.4,588.4,598.6,83.4,823.7,518.1,899.3,764.0,212.5,218.8,950.7,203.2,968.5,795.7,811.1,723.3,836.4,961.2,965.9,755.1,102.0,714.3,728.3,792.8,936.6,309.7,730.7,809.1,835.9,1917.1,681.1,798.0,432.1,698.2,830.7,718.1,764.3,154.8,880.9,155.6,583.4,742.2,765.2,749.4,984.5,136.6,777.2,918.2,866.6,856.6,278.9,691.2,860.9,454.4,974.1,756.6,507.2,739.5,390.0,768.3,409.0,377.0,866.4,847.0,857.7,777.2,672.1,920.3,682.8,821.8,968.5,776.1,946.3,188.4,66.8,700.0,340.0,177.1,639.2,800.0,771.0,733.3,695.1,757.8,972.1,721.8,81.7,642.2,866.2,708.5,759.9,286.6,976.2,620.5,743.0,742.0,589.4,989.0,569.7,334.0,780.7,928.5,868.2,760.7,774.6,1007.4,123.2,399.4,807.8,811.5,801.9,71.4,865.3,795.7,74.5,33.6,844.9,801.9,314.6,781.6,202.1,881.8,703.6,763.8,881.2,852.5,0.0,26.2,707.5,948.6,794.0,624.3,594.9,673.2,291.0,684.1,259.4,766.6,374.4,838.6,745.9,666.0,816.5,848.4,345.3,627.8,944.9,929.8,729.1,770.2,770.0,48.1,812.8,822.8,193.2,993.3,176.8,725.1,104.5,754.4,755.4,954.9,732.3
UD,689.5,616.6,626.8,111.6,851.9,546.3,927.5,792.2,240.7,240.5,978.9,234.0,996.7,823.9,839.3,751.5,864.6,989.4,994.1,783.3,130.2,742.5,756.9,821.0,964.8,337.9,758.9,837.3,864.1,1945.3,709.3,826.2,460.3,726.4,858.9,746.3,792.5,183.0,909.1,183.8,611.6,770.4,793.4,777.6,1012.7,160.3,805.4,946.4,897.4,884.8,307.1,731.3,889.1,482.6,1002.3,784.8,538.0,767.7,418.2,796.5,437.2,405.2,897.2,875.2,885.9,805.4,693.8,945.3,713.6,850.0,996.7,804.3,977.1,216.6,95.0,728.2,368.2,205.3,667.4,828.2,801.8,761.5,723.3,786.0,1000.3,768.0,109.9,670.4,894.4,736.7,788.1,314.8,1004.4,648.7,771.2,770.2,617.6,1017.2,597.9,371.4,808.9,956.7,892.0,788.9,802.8,1035.6,154.0,427.6,836.0,839.7,832.7,99.6,893.5,823.9,102.7,39.7,873.1,830.1,342.8,809.8,230.3,910.0,731.8,792.0,909.4,880.7,28.1,0.0,735.7,976.8,824.8,652.5,643.4,701.4,319.2,712.3,287.6,794.8,402.6,866.8,774.1,694.2,844.7,876.6,376.1,651.9,973.1,958.0,760.1,798.4,798.2,76.3,841.0,851.0,221.4,1021.5,205.0,753.3,132.7,782.6,786.2,983.1,760.5
UF,34.0,511.7,408.1,771.0,315.8,556.7,391.4,311.8,906.9,863.8,442.8,848.2,460.6,287.8,303.2,215.4,328.5,453.3,458.0,247.2,798.0,93.8,107.8,500.0,428.7,790.9,222.8,301.2,328.0,2015.9,370.4,290.1,772.9,405.4,322.8,97.6,126.8,864.4,373.0,946.5,506.7,34.6,372.4,456.6,476.6,819.7,269.3,410.3,358.7,348.7,838.6,371.8,353.0,562.6,466.2,72.8,632.8,314.0,730.8,260.4,585.4,717.8,358.5,339.1,349.8,269.3,219.0,412.4,363.4,323.9,460.6,483.3,438.4,885.9,762.8,383.0,707.4,835.1,443.2,292.1,363.8,112.8,8.2,249.9,464.2,213.9,777.7,426.6,358.3,415.7,367.1,846.3,470.0,543.8,122.5,283.4,446.0,481.1,527.0,740.1,110.4,420.6,360.3,377.0,481.8,499.5,879.6,594.6,299.9,303.6,294.0,767.4,357.4,287.8,770.5,771.5,337.0,294.0,692.2,273.7,860.1,373.9,83.1,61.9,373.3,344.6,737.8,764.1,0.0,440.7,286.1,412.5,411.8,22.8,754.9,404.5,786.6,258.7,740.6,545.8,317.7,45.5,308.6,340.5,648.6,428.3,437.0,421.9,221.2,262.3,262.1,744.1,304.9,314.9,887.6,485.4,814.4,382.7,898.1,461.6,462.6,447.0,322.5
UG,400.4,637.2,533.6,1013.9,373.2,682.2,96.5,437.3,1032.4,989.3,147.9,973.7,151.1,251.9,195.8,246.1,315.0,30.2,62.6,311.2,1099.2,458.3,472.3,625.5,149.5,916.4,287.0,299.7,275.8,2122.9,495.9,274.2,898.4,530.9,175.2,462.1,472.7,989.9,181.3,1072.0,632.2,486.2,497.9,582.1,102.2,945.2,290.3,45.6,306.5,320.8,964.1,497.3,197.1,688.1,99.6,500.6,758.3,439.5,856.3,304.4,710.9,843.3,196.0,286.9,393.8,229.6,380.5,210.0,488.9,340.5,151.1,608.8,112.7,1011.4,1046.0,508.5,832.9,960.6,568.7,239.9,489.3,477.3,439.1,290.9,55.2,247.6,1078.9,552.1,155.9,541.2,492.6,971.8,190.8,669.3,487.0,408.9,571.5,201.9,652.5,865.6,489.1,111.1,404.3,502.5,607.3,132.9,1005.1,720.1,339.4,258.6,338.0,1068.6,167.0,331.8,1071.7,1102.3,249.7,243.3,817.7,399.2,985.6,171.5,447.6,507.8,197.5,191.4,1068.6,1094.9,451.5,0.0,334.2,538.0,537.3,417.2,880.4,530.0,912.1,299.7,866.1,671.3,443.2,410.0,352.6,184.6,774.1,553.8,142.1,12.9,316.5,236.8,303.1,1045.3,220.8,227.6,1013.1,33.4,939.9,508.2,1023.6,587.1,588.1,64.7,448.0
