from_stop,AC,AJ,AR,AY,BD,BJ,BN,BO,BQ,BR,BZ,CA,CC,CF,CM,CP,CU,CX,DA,DC,DK,DL,DQ,DU,EK,EL,EV,EX,EZ,FB,FE,FM,FP,FV,GD,GE,GJ,GK,GR,HA,HC,HJ,HM,HN,HU,HZ,IG,IH,IR,IS,IW,IZ,JI,JL,JR,JZ,KH,KJ,KY,LD,LI,LN,LR,LU,LY,MI,MW,NA,NB,NL,NR,NS,OM,OO,OR,OT,OV,OW,PA,PC,PI,PL,PO,PS,PU,PV,PW,QE,QK,QY,RC,RE,RH,RN,RU,SA,SU,SW,TH,TI,TK,TQ,TR,TX,UF,UG,UH,UT,UV,UY,VI,VL,VM,VQ,VR,VZ,WP,WQ,WR,WU,WW,WX,XE,XF,XJ,XO,XS,XY,YR,YX,ZA,ZF,ZJ,ZN,ZO,ZU
WU,368.0,448.0,169.9,293.0,275.4,276.8,228.2,505.8,687.8,303.0,210.4,11.5,197.9,212.7,201.3,151.3,230.3,716.7,200.0,797.2,88.5,459.4,245.9,287.6,270.3,227.2,208.0,248.0,209.5,776.7,329.3,470.5,248.4,284.1,501.9,434.4,188.0,367.8,284.5,658.0,113.7,2588.4,509.5,28.4,41.0,775.5,182.3,735.5,194.1,214.6,520.3,720.6,769.9,690.7,360.7,152.9,395.2,935.0,239.2,303.9,974.6,254.7,291.1,424.4,528.4,402.9,210.4,442.7,684.2,387.8,885.2,320.9,442.0,361.1,571.9,105.4,365.2,252.3,338.4,298.6,275.7,324.4,699.2,526.3,209.7,179.9,216.8,293.1,248.1,295.5,752.7,88.2,147.4,272.7,295.3,290.6,760.7,719.9,217.4,324.8,123.1,501.5,293.3,560.4,200.2,205.9,762.5,134.1,133.6,285.2,849.2,20.3,337.0,211.5,167.5,330.6,248.0,304.1,155.0,0.0,225.0,291.1,318.6,158.7,262.3,98.2,370.8,32.9,482.8,293.9,340.4,170.9,713.5,270.5,449.7,230.1
WW,548.2,628.2,350.1,462.2,473.6,131.1,408.4,686.0,886.0,110.9,390.6,232.0,392.9,392.9,169.3,119.3,222.2,914.9,150.0,977.4,140.9,639.6,264.5,467.8,468.5,195.2,118.8,224.6,407.7,956.9,527.5,650.7,188.4,464.3,682.1,614.6,368.2,537.0,482.7,838.2,165.0,2577.0,689.7,226.6,261.5,973.7,362.5,933.7,374.3,285.7,700.5,900.8,950.1,888.9,540.9,240.5,575.4,1115.2,419.4,484.1,1172.8,452.9,477.2,622.6,708.6,583.1,416.7,622.9,864.4,568.0,1065.4,519.1,622.2,559.3,752.1,234.2,563.4,432.5,518.6,250.8,455.9,504.6,897.4,706.5,389.9,365.7,397.0,233.5,428.3,489.4,950.9,268.4,327.6,452.9,493.5,464.7,940.9,900.1,397.6,494.0,106.4,681.7,473.5,740.6,380.4,386.1,960.7,204.9,319.4,483.4,1047.4,240.8,517.2,409.7,117.5,528.8,239.9,484.3,353.2,220.4,0.0,471.3,498.8,126.7,260.9,131.0,540.0,253.4,663.0,87.1,113.6,54.9,911.7,296.7,629.9,410.3
WX,150.5,433.2,216.0,376.8,528.2,541.3,213.4,465.3,840.8,521.1,195.6,331.5,307.5,111.3,461.0,411.0,540.8,822.5,459.7,695.8,348.2,418.9,533.4,283.2,548.0,486.9,544.3,494.4,413.4,675.3,553.0,253.0,584.7,234.9,461.4,419.6,160.3,451.6,517.3,556.6,373.4,2687.5,292.0,306.1,361.0,881.3,254.9,841.3,146.4,474.3,302.8,619.2,668.5,843.7,345.9,412.6,177.7,833.6,119.8,289.1,1080.4,532.4,73.6,559.2,487.9,388.1,329.0,402.2,582.8,170.3,783.8,598.6,230.5,638.8,531.4,441.7,568.4,132.9,334.0,609.1,16.0,320.0,805.0,308.8,167.0,307.4,115.4,603.6,128.7,337.5,878.7,251.7,262.2,153.3,451.3,320.9,659.3,618.5,150.0,408.6,382.8,461.0,278.5,519.9,185.4,158.2,868.3,470.4,356.9,459.7,740.9,340.3,45.8,489.2,427.2,608.3,558.5,289.3,432.7,319.9,484.7,0.0,230.7,418.4,529.8,357.9,454.6,352.9,442.3,497.3,523.8,437.8,848.0,530.2,232.2,128.7
XE,306.5,442.4,225.2,386.0,537.4,557.5,222.6,500.2,844.8,583.7,204.8,423.2,316.7,174.2,470.2,420.2,485.9,826.5,468.9,758.7,357.4,453.8,542.6,139.0,557.2,496.1,488.7,503.6,422.6,738.2,562.2,409.0,529.1,101.8,496.3,428.8,113.5,460.8,526.5,619.5,382.6,2691.5,448.0,315.3,392.9,885.3,264.1,845.3,137.6,483.5,458.8,682.1,731.4,847.7,355.1,421.8,333.7,896.5,124.1,298.3,967.0,541.6,235.5,568.4,522.8,397.3,274.1,437.1,645.7,326.3,846.7,607.8,386.5,648.0,566.3,386.1,577.6,111.4,189.8,554.2,214.2,175.8,809.0,464.8,171.2,251.8,178.3,548.7,115.3,290.0,882.7,260.9,304.4,163.7,460.5,233.0,722.2,681.4,178.9,417.8,392.0,495.9,287.7,554.8,194.6,149.4,872.3,414.8,301.3,468.9,803.8,414.5,275.5,498.4,436.4,617.5,503.6,298.5,441.9,329.1,493.9,229.6,0.0,427.6,539.0,367.1,463.8,401.9,477.2,574.6,621.1,447.0,852.0,539.4,388.2,191.6
XF,474.8,554.8,276.7,388.8,400.2,156.2,335.0,612.6,856.0,136.0,317.2,158.6,319.5,319.5,42.5,7.5,247.3,841.5,94.6,904.0,67.5,566.2,193.1,394.4,395.1,68.4,143.9,202.6,334.3,883.5,454.1,577.3,213.5,390.9,608.7,541.2,294.8,463.6,409.3,764.8,91.6,2450.2,616.3,153.2,188.1,955.9,289.1,860.3,300.9,192.5,627.1,827.4,876.7,858.9,467.5,130.8,502.0,1041.8,346.0,410.7,1155.0,379.5,403.8,549.2,635.2,509.7,357.5,549.5,791.0,494.6,992.0,445.7,548.8,485.9,678.7,252.5,490.0,359.1,445.2,275.9,382.5,431.2,879.0,633.1,316.5,312.6,323.6,258.6,354.9,436.3,920.9,195.0,254.2,379.5,420.1,411.6,867.5,826.7,324.2,420.6,33.0,608.3,400.1,667.2,307.0,312.7,887.3,216.9,280.7,410.0,1029.6,167.4,443.8,336.3,62.1,455.4,265.0,410.9,279.8,147.0,99.6,397.9,425.4,0.0,218.4,57.6,466.6,180.0,589.6,112.2,138.7,52.7,881.7,235.2,556.5,336.9
XJ,598.1,678.1,400.0,327.5,327.9,333.4,458.3,735.9,740.3,313.2,440.5,263.9,232.4,442.8,266.6,216.6,424.5,769.2,165.6,1043.1,211.2,689.5,31.7,517.7,322.8,292.5,321.1,51.8,244.0,1047.7,381.8,700.6,390.7,514.2,732.0,664.5,418.1,402.3,337.0,922.6,213.1,2433.5,739.6,220.5,293.4,828.0,412.4,788.0,424.2,159.3,750.4,950.7,1015.8,743.2,590.8,161.5,625.3,1180.9,469.3,534.0,1027.1,307.2,527.1,476.9,758.5,633.0,462.8,672.8,898.6,617.9,1131.1,373.4,672.1,413.6,802.0,357.8,417.7,482.4,564.5,453.1,505.8,554.5,751.7,756.4,439.8,432.3,446.9,435.8,478.2,556.0,805.2,392.4,384.9,502.8,347.8,531.3,990.8,965.8,447.5,359.3,188.4,669.1,523.4,790.5,430.3,436.0,815.0,386.5,386.0,337.7,901.7,272.7,567.1,264.0,159.8,383.1,442.2,534.2,207.5,252.3,276.8,521.2,548.7,224.0,0.0,241.9,405.3,285.3,712.9,289.4,315.9,229.9,766.0,150.8,679.8,460.2
XO,417.1,497.1,219.0,331.1,342.5,183.3,277.3,554.9,754.9,163.1,259.5,100.9,261.8,261.8,103.0,53.0,281.0,783.8,101.7,846.3,9.8,508.5,175.4,336.7,337.4,128.9,208.5,136.4,276.6,825.8,396.4,519.6,248.9,333.2,551.0,483.5,237.1,405.9,351.6,707.1,33.9,2510.7,558.6,95.5,130.4,842.6,231.4,802.6,243.2,134.8,569.4,769.7,819.0,757.8,409.8,73.1,444.3,984.1,288.3,353.0,1041.7,321.8,340.2,491.5,577.5,452.0,299.8,491.8,733.3,436.9,934.3,388.0,491.1,428.2,621.0,194.8,432.3,301.4,387.5,311.3,324.8,373.5,766.3,575.4,258.8,254.9,265.9,312.0,297.2,378.6,819.8,137.3,196.5,321.8,362.4,353.9,809.8,769.0,266.5,362.9,24.8,550.6,342.4,609.5,249.3,255.0,829.6,159.2,223.0,352.3,916.3,109.7,386.1,278.6,69.2,397.7,298.7,353.2,222.1,89.3,126.7,340.2,367.7,60.4,171.8,0.0,408.9,122.3,531.9,139.3,165.8,72.6,780.6,195.3,498.8,279.2
XS,530.3,610.3,332.2,69.2,337.0,624.1,390.5,668.1,616.3,568.6,372.7,393.1,165.0,375.0,508.5,458.5,583.3,645.2,507.2,919.1,395.7,621.7,389.6,449.9,222.0,534.4,555.3,391.7,270.9,923.7,151.0,632.8,595.7,446.4,664.2,596.7,350.3,49.6,326.1,798.6,420.9,2463.0,671.8,353.6,422.6,704.0,344.6,664.0,356.4,499.2,682.6,915.3,891.8,619.2,523.0,460.1,557.5,1056.9,401.5,466.2,903.1,236.0,459.3,157.2,690.7,565.2,396.8,605.0,774.6,550.1,1007.1,211.4,604.3,289.6,734.2,452.7,166.4,414.6,482.3,651.6,438.0,496.3,627.7,688.6,372.0,350.1,379.1,646.1,410.4,473.8,681.2,299.2,291.7,435.0,308.8,449.1,955.4,841.8,379.7,90.3,430.3,545.1,455.6,722.7,362.5,368.2,691.0,481.4,367.9,317.2,777.7,401.9,499.3,351.9,474.7,217.1,601.0,466.4,316.7,381.5,532.2,453.4,480.9,465.9,406.0,405.4,0.0,414.5,645.1,544.8,571.3,485.3,642.0,490.7,612.0,392.4
XY,401.6,481.6,203.5,326.6,309.0,243.8,261.8,539.4,721.4,270.0,244.0,21.2,231.5,246.3,234.9,184.9,197.3,750.3,233.6,830.8,122.1,493.0,279.5,321.2,303.9,260.8,175.0,281.6,243.1,810.3,362.9,504.1,215.4,317.7,535.5,468.0,221.6,401.4,318.1,691.6,147.3,2622.0,543.1,62.0,8.0,809.1,215.9,769.1,227.7,248.2,553.9,754.2,803.5,724.3,394.3,186.5,428.8,968.6,272.8,337.5,1008.2,288.3,330.6,458.0,562.0,436.5,177.4,476.3,717.8,421.4,918.8,354.5,475.6,394.7,605.5,72.4,398.8,285.9,279.1,265.6,309.3,293.1,732.8,559.9,243.3,146.9,250.4,260.1,281.7,270.6,786.3,121.8,181.0,306.3,328.9,245.9,794.3,753.5,251.0,358.4,156.7,535.1,326.9,594.0,233.8,239.5,796.1,101.1,100.6,318.8,882.8,12.5,370.6,245.1,201.1,364.2,215.0,337.7,188.6,33.5,303.9,324.7,352.2,192.3,295.9,131.8,404.4,0.0,516.4,260.9,307.4,264.3,747.1,304.1,483.3,263.7
YR,378.5,324.3,410.6,571.4,722.8,735.9,272.3,22.9,588.3,715.7,291.1,526.1,502.1,412.5,655.6,605.6,744.9,570.0,654.3,671.6,542.8,25.4,728.0,487.4,569.3,681.5,720.4,689.0,608.0,676.2,625.1,260.6,760.8,483.9,106.3,310.7,387.8,646.2,711.9,532.4,568.0,2435.0,316.1,500.7,555.6,628.8,449.5,588.8,393.9,668.9,326.9,606.1,644.3,591.2,175.8,607.2,288.3,809.4,439.0,193.9,827.9,583.3,387.6,753.8,132.8,279.2,561.9,42.4,558.6,296.2,759.6,616.7,235.4,479.2,176.3,617.8,661.0,452.1,538.2,813.2,480.6,524.2,552.5,332.9,409.5,515.2,416.6,807.7,447.9,605.5,626.2,446.3,456.8,472.5,645.9,580.8,646.2,594.3,417.2,603.2,577.4,208.5,301.5,164.8,301.4,405.7,615.8,646.5,533.0,654.3,702.5,534.9,494.8,683.8,621.8,626.4,762.6,270.0,627.3,514.5,679.3,467.7,518.4,613.0,724.4,552.5,649.2,547.5,0.0,691.9,718.4,632.4,595.5,724.8,303.3,429.9
YX,547.8,627.8,349.7,461.8,473.2,115.1,408.0,685.6,885.6,94.9,390.2,231.6,392.5,392.5,168.9,118.9,206.2,914.5,149.6,977.0,140.5,639.2,264.1,467.4,468.1,194.8,102.8,224.2,407.3,956.5,527.1,650.3,172.4,463.9,681.7,614.2,367.8,536.6,482.3,837.8,164.6,2576.6,689.3,226.2,261.1,973.3,362.1,933.3,373.9,285.3,700.1,900.4,949.7,888.5,540.5,240.1,575.0,1114.8,419.0,483.7,1172.4,452.5,476.8,622.2,708.2,582.7,400.7,622.5,864.0,567.6,1065.0,518.7,621.8,558.9,751.7,218.2,563.0,432.1,481.9,234.8,455.5,504.2,897.0,706.1,389.5,349.7,396.6,217.5,427.9,473.4,950.5,268.0,327.2,452.5,493.1,448.7,940.5,899.7,397.2,493.6,106.0,681.3,473.1,740.2,380.0,385.7,960.3,188.9,303.4,483.0,1047.0,240.4,516.8,409.3,117.1,528.4,223.9,483.9,352.8,220.0,94.1,470.9,498.4,126.3,260.5,130.6,539.6,253.0,662.6,0.0,93.6,54.5,911.3,296.3,629.5,409.9
ZA,576.5,656.5,378.4,490.5,501.9,123.8,436.7,714.3,914.3,103.6,418.9,260.3,421.2,421.2,197.6,147.6,214.9,943.2,178.3,1005.7,169.2,667.9,292.8,496.1,496.8,223.5,111.5,252.9,436.0,985.2,555.8,679.0,181.1,492.6,710.4,642.9,396.5,565.3,511.0,866.5,193.3,2605.3,718.0,254.9,289.8,1002.0,390.8,962.0,402.6,314.0,728.8,929.1,978.4,917.2,569.2,268.8,603.7,1143.5,447.7,512.4,1201.1,481.2,505.5,650.9,736.9,611.4,409.4,651.2,892.7,596.3,1093.7,547.4,650.5,587.6,780.4,226.9,591.7,460.8,490.6,243.5,484.2,532.9,925.7,734.8,418.2,358.4,425.3,226.2,456.6,482.1,979.2,296.7,355.9,481.2,521.8,457.4,969.2,928.4,425.9,522.3,134.7,710.0,501.8,768.9,408.7,414.4,989.0,197.6,312.1,511.7,1075.7,269.1,545.5,438.0,145.8,557.1,232.6,512.6,381.5,248.7,122.8,499.6,527.1,155.0,289.2,159.3,568.3,281.7,691.3,65.8,0.0,83.2,940.0,325.0,658.2,438.6
ZF,493.2,573.2,295.1,407.2,418.6,103.4,353.4,631.0,831.0,83.2,335.6,177.0,337.9,337.9,114.3,64.3,194.5,859.9,95.0,922.4,85.9,584.6,209.5,412.8,413.5,140.2,91.1,169.6,352.7,934.8,472.5,595.7,160.7,409.3,627.1,559.6,313.2,482.0,427.7,783.2,110.0,2522.0,634.7,171.6,206.5,918.7,307.5,878.7,319.3,230.7,645.5,845.8,888.3,833.9,485.9,185.5,520.4,1060.2,364.4,429.1,1117.8,397.9,416.3,567.6,653.6,528.1,375.9,567.9,809.4,513.0,1010.4,464.1,567.2,504.3,697.1,206.5,508.4,377.5,463.6,223.1,400.9,449.6,842.4,651.5,334.9,331.0,342.0,205.8,373.3,446.6,895.9,213.4,272.6,397.9,438.5,441.7,879.1,845.1,342.6,439.0,51.4,626.7,418.5,685.6,325.4,331.1,905.7,177.2,291.7,428.4,992.4,185.8,462.2,354.7,62.5,473.8,212.2,429.3,298.2,165.4,46.8,416.3,443.8,71.7,205.9,76.0,485.0,198.4,608.0,59.4,85.9,0.0,856.7,241.7,574.9,355.3
ZJ,781.1,726.9,813.2,717.2,676.9,1036.6,674.9,635.4,62.6,978.9,693.7,771.3,757.8,694.8,918.8,868.8,990.1,195.5,901.7,377.6,806.0,589.0,785.8,863.3,483.1,944.7,967.8,787.9,769.4,382.2,538.9,663.2,1008.2,856.3,631.5,713.3,763.7,640.5,686.0,257.1,831.2,2076.3,718.7,727.9,800.8,162.5,852.1,214.3,749.8,895.4,729.5,450.9,350.3,65.5,578.4,870.4,690.9,515.4,741.2,596.5,361.6,497.1,779.0,634.0,658.0,681.8,926.5,572.3,233.1,698.8,465.6,530.5,638.0,393.0,701.5,865.2,574.8,754.3,948.3,1058.4,757.7,900.1,46.3,735.5,770.4,901.6,690.3,1052.9,750.1,939.8,42.8,848.9,859.4,774.7,696.8,915.1,434.4,300.3,753.4,738.3,840.6,403.7,704.1,690.0,704.0,761.6,241.3,893.9,893.4,686.7,236.2,780.1,819.0,613.0,885.0,540.2,1007.8,672.6,598.1,759.7,942.5,773.1,852.1,876.2,802.2,815.7,680.6,792.7,612.4,955.1,981.6,895.6,0.0,886.9,705.9,676.9
ZN,626.3,706.3,428.2,396.7,397.1,354.8,486.5,764.1,809.5,334.6,468.7,333.1,301.6,471.0,274.6,224.6,445.9,838.4,210.0,1112.3,219.0,717.7,118.9,545.9,392.0,300.5,342.5,79.9,313.2,1116.9,451.0,728.8,412.1,542.4,760.2,692.7,446.3,471.5,406.2,991.8,178.8,2502.7,767.8,289.7,362.6,897.2,440.6,857.2,452.4,95.3,778.6,978.9,1085.0,812.4,619.0,127.2,653.5,1250.1,497.5,562.2,1096.3,376.4,555.3,546.1,786.7,661.2,532.0,701.0,967.8,646.1,1200.3,442.6,700.3,482.8,830.2,427.0,486.9,510.6,596.7,474.5,534.0,582.7,820.9,784.6,468.0,501.5,475.1,457.2,506.4,625.2,874.4,346.5,405.7,531.0,417.0,600.5,1019.0,1035.0,475.7,428.5,196.4,738.3,551.6,818.7,458.5,464.2,884.2,368.4,455.2,406.9,970.9,341.9,595.3,333.2,181.2,452.3,463.6,562.4,276.7,321.5,298.2,549.4,576.9,232.0,115.3,207.6,474.5,354.5,741.1,310.8,337.3,251.3,835.2,0.0,708.0,488.4
ZO,153.2,336.2,372.7,533.5,684.9,698.0,284.2,291.1,666.6,677.8,303.0,488.2,464.2,268.0,617.7,567.7,697.5,648.3,616.4,749.9,504.9,244.7,690.1,439.9,704.7,643.6,701.0,651.1,570.1,754.5,709.7,78.8,741.4,391.6,287.2,322.6,317.0,608.3,674.0,610.7,530.1,2513.3,117.8,462.8,517.7,707.1,411.6,667.1,303.1,631.0,128.6,684.4,722.6,669.5,187.7,569.3,63.0,887.7,276.5,205.8,906.2,689.1,162.3,715.9,313.7,291.1,485.7,228.0,636.9,70.9,837.9,755.3,56.3,557.5,357.2,598.4,725.1,289.6,490.7,765.8,255.3,476.7,630.8,134.6,323.7,464.1,272.1,760.3,285.4,502.3,704.5,408.4,418.9,310.0,608.0,477.6,724.5,672.6,288.3,565.3,539.5,286.8,313.4,345.7,313.3,314.9,694.1,627.1,513.6,616.4,780.8,497.0,269.5,645.9,583.9,765.0,715.2,281.9,589.4,476.6,641.4,242.4,387.4,575.1,686.5,514.6,611.3,509.6,268.1,654.0,680.5,594.5,673.8,686.9,0.0,285.4
ZU,173.0,359.6,142.4,303.2,454.6,467.7,139.8,417.4,653.1,447.5,122.0,257.9,233.9,17.8,387.4,337.4,514.2,634.8,386.1,567.0,274.6,371.0,459.8,186.3,474.4,413.3,452.2,420.8,339.8,546.5,479.4,275.5,492.6,179.3,413.5,346.0,86.7,378.0,443.7,427.8,299.8,2499.8,314.5,232.5,287.4,693.6,181.3,653.6,72.8,400.7,325.3,490.4,539.7,656.0,272.3,339.0,200.2,704.8,64.2,215.5,775.3,458.8,102.0,485.6,440.0,314.5,302.4,354.3,454.0,192.8,655.0,525.0,253.0,565.2,483.5,349.6,494.8,77.3,237.1,582.5,80.7,223.1,617.3,331.3,93.4,277.5,13.3,577.0,73.1,315.7,691.0,178.1,188.6,97.7,377.7,291.0,530.5,489.7,76.4,335.0,309.2,413.1,204.9,472.0,111.8,84.6,680.6,378.3,264.8,386.1,612.1,266.7,142.0,415.6,353.6,534.7,531.9,215.7,359.1,246.3,411.1,96.1,175.1,344.8,456.2,284.3,381.0,279.3,394.4,423.7,450.2,364.2,660.3,456.6,254.7,0.0
