from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,EG,EI,EJ,EL,EP,EV,EW,EX,FF,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OC,OF,OI,OP,OR,OT,PB,PH,PJ,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,SE,SU,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XZ,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
WQ,490.9,534.0,504.1,187.7,216.4,772.8,210.0,574.1,890.6,894.7,548.0,539.6,865.3,520.8,463.6,658.8,506.7,635.6,614.3,581.2,149.1,745.7,471.9,574.1,257.5,499.5,140.4,711.8,536.8,444.0,300.7,560.5,501.2,426.2,867.2,861.8,538.7,609.9,594.8,538.0,515.6,792.1,876.3,597.8,564.8,105.8,205.0,712.5,245.5,788.4,892.8,795.0,383.8,387.9,693.3,882.2,452.9,880.9,883.7,781.7,96.5,912.1,883.6,880.4,619.3,337.0,888.3,221.8,222.5,630.2,594.2,916.7,538.1,592.6,486.8,164.9,566.0,640.8,432.8,707.9,220.7,400.9,650.6,607.1,849.8,555.3,85.2,912.8,298.4,927.2,509.9,875.4,876.0,200.2,757.9,613.8,580.9,2332.6,159.2,336.4,895.7,648.4,789.2,868.1,445.5,167.5,434.8,609.4,902.0,917.7,196.4,707.6,537.0,660.2,674.0,485.5,683.9,905.8,65.8,0.0,513.5,285.8,491.7,457.4,537.8,724.4,432.2,412.8,582.5,810.5,159.2,523.7,588.6,162.5,611.8,567.2,657.7
WS,776.1,819.2,65.3,571.9,600.6,237.4,339.6,155.3,742.3,760.4,109.5,120.8,717.0,82.3,748.8,341.6,72.9,189.3,195.5,162.4,332.4,345.6,33.6,262.4,641.7,300.2,408.9,577.5,774.8,167.7,516.4,141.7,95.3,149.9,732.9,713.5,280.4,221.1,151.1,797.3,212.5,585.0,728.0,273.2,126.0,435.8,589.2,461.7,434.0,654.1,744.5,660.7,240.1,244.2,266.0,733.9,176.6,732.6,749.4,303.0,385.4,763.8,735.3,732.1,182.6,147.7,740.0,606.0,424.5,211.4,236.8,768.4,287.3,674.4,724.8,549.1,160.1,679.4,156.5,307.8,422.7,142.6,221.3,188.3,701.5,297.0,499.0,764.5,212.1,778.9,356.7,727.1,727.7,282.8,502.6,195.0,67.3,2617.8,382.4,210.7,747.4,331.2,654.9,719.8,354.2,375.4,176.5,163.1,753.7,769.4,355.9,307.5,131.1,260.1,273.9,770.7,499.5,757.5,483.5,491.4,0.0,257.4,729.7,181.1,350.4,324.3,717.4,154.5,143.7,676.2,543.4,761.7,75.0,394.5,415.8,148.4,406.9
WW,617.6,660.7,268.5,314.4,343.1,465.2,233.7,338.5,945.2,1021.4,312.4,304.0,919.9,285.2,590.3,511.9,271.1,400.0,378.7,345.6,268.8,515.9,236.3,432.7,384.2,470.5,250.6,838.5,663.5,105.4,427.4,324.9,265.6,123.2,993.9,916.4,259.4,388.7,359.2,664.7,294.4,787.9,930.9,376.6,329.2,178.3,331.7,632.0,176.5,915.1,947.4,921.7,97.9,102.0,493.8,936.8,95.7,935.5,1010.4,530.8,321.8,966.7,938.2,935.0,352.9,187.1,942.9,348.5,191.9,394.6,373.0,971.3,457.6,719.3,613.5,291.6,330.4,767.5,148.5,478.1,210.1,183.3,391.6,371.5,904.4,336.9,241.5,967.4,122.7,981.8,527.0,930.0,930.6,219.2,705.5,378.2,345.3,2513.2,124.9,50.5,950.3,501.5,915.9,922.7,572.2,117.9,217.2,373.8,956.6,972.3,220.1,477.8,301.4,430.4,444.2,612.2,702.4,960.4,295.6,264.2,277.9,0.0,618.4,173.1,520.7,494.6,558.9,195.2,346.9,937.2,285.9,650.4,353.0,330.9,618.7,331.6,577.2
WZ,85.5,189.7,702.6,352.2,272.6,700.3,648.9,759.6,497.4,501.5,692.8,758.1,472.1,665.6,129.9,586.3,710.2,760.4,790.6,794.5,602.2,673.2,670.9,501.6,243.1,427.0,593.5,318.6,232.6,721.3,228.2,779.0,637.2,781.0,474.0,468.6,875.3,881.0,719.6,67.5,808.2,488.8,483.1,868.9,763.3,435.8,283.0,640.0,591.7,395.2,499.6,401.8,713.8,717.9,620.8,489.0,711.6,487.7,490.5,709.2,549.6,518.9,490.4,487.2,546.8,760.7,495.1,469.3,607.1,806.5,865.3,523.5,465.6,199.4,33.4,354.8,570.7,247.6,787.6,635.4,625.3,773.7,578.1,825.6,456.6,943.6,464.8,519.6,696.3,534.0,437.4,482.2,482.8,653.3,452.9,832.3,759.7,2094.2,489.2,666.4,502.5,575.9,396.0,474.9,373.0,497.5,807.6,734.2,508.8,524.5,635.3,635.1,600.1,587.7,601.5,80.1,290.7,512.6,518.9,487.5,692.3,615.8,0.0,812.2,465.3,651.9,121.6,785.6,781.0,417.3,331.5,219.5,752.3,615.6,374.4,786.2,585.2
XB,770.7,813.8,192.1,467.5,496.2,388.8,386.8,262.1,868.8,886.9,236.0,227.6,843.5,208.8,743.4,435.5,194.7,323.6,302.3,269.2,316.7,439.5,159.9,356.3,537.3,394.1,403.7,704.0,816.6,63.3,580.5,248.5,189.2,45.5,859.4,840.0,244.7,327.9,282.8,817.8,221.6,711.5,854.5,303.8,252.8,331.4,484.8,555.6,329.6,780.6,871.0,787.2,135.7,139.8,417.4,860.4,72.2,859.1,875.9,454.4,369.7,890.3,861.8,858.6,276.5,132.0,866.5,501.6,345.0,318.2,300.2,894.9,381.2,872.4,766.6,444.7,254.0,920.6,28.4,401.7,363.2,106.9,315.2,295.1,828.0,261.3,394.6,891.0,275.8,905.4,450.6,853.6,854.2,267.1,629.1,301.8,268.9,2668.9,278.0,106.3,873.9,425.1,781.4,846.3,448.1,271.0,140.8,297.4,880.2,895.9,373.2,401.4,225.0,354.0,367.8,765.3,626.0,884.0,448.7,417.3,201.5,153.0,771.5,0.0,444.3,418.2,712.0,118.8,270.5,802.7,439.0,803.5,276.6,378.8,542.3,255.2,500.8
XD,513.5,556.6,391.8,420.1,340.5,342.8,613.2,461.8,679.7,697.8,435.7,427.3,654.4,408.5,486.2,228.8,394.4,481.3,502.0,468.9,606.0,315.7,359.6,144.1,311.0,69.5,682.5,514.9,512.2,441.3,253.8,448.2,279.7,423.5,670.3,650.9,554.0,527.6,443.1,534.7,519.0,533.5,665.4,579.7,452.5,503.7,350.9,282.5,707.6,591.5,681.9,598.1,513.7,517.8,263.3,671.3,450.2,670.0,686.8,351.7,659.0,701.2,672.7,669.5,189.3,421.3,677.4,537.2,698.1,517.9,543.3,705.8,108.1,568.0,462.2,422.7,213.2,616.2,430.1,277.9,696.3,416.2,220.6,494.8,638.9,570.6,532.7,701.9,485.7,716.3,94.1,664.5,665.1,556.4,499.3,501.5,472.4,2355.2,557.1,484.3,684.8,218.4,592.3,657.2,91.6,565.4,450.1,455.1,691.1,706.8,629.5,277.6,242.6,230.2,244.0,508.1,436.9,694.9,586.8,555.4,401.2,531.0,467.1,454.7,0.0,294.4,454.8,428.1,470.2,613.6,399.4,499.1,460.1,668.1,353.2,454.9,227.7
XW,697.6,740.7,323.2,604.2,524.6,377.1,544.6,393.2,863.8,881.9,367.1,358.7,838.5,339.9,670.3,263.1,325.8,454.7,433.4,400.3,537.4,21.3,291.0,183.9,495.1,221.7,613.9,699.0,696.3,372.7,437.9,379.6,211.1,354.9,854.4,835.0,485.4,459.0,413.9,718.8,450.4,717.6,849.5,511.1,383.9,640.8,535.0,383.2,639.0,775.6,866.0,782.2,445.1,449.2,297.6,855.4,381.6,854.1,870.9,386.0,590.4,885.3,856.8,853.6,120.7,352.7,861.5,811.0,629.5,449.3,474.7,889.9,208.8,752.1,646.3,606.8,144.6,800.3,361.5,109.2,627.7,347.6,152.0,426.2,823.0,502.0,704.0,886.0,417.1,900.4,278.2,848.6,849.2,487.8,683.4,432.9,400.0,2539.3,587.4,415.7,868.9,252.7,776.4,841.3,275.7,580.4,381.5,428.5,875.2,890.9,560.9,108.9,174.0,61.5,75.3,692.2,621.0,879.0,688.5,696.4,332.6,462.4,651.2,386.1,271.9,0.0,638.9,359.5,401.6,797.7,583.5,683.2,407.7,599.5,537.3,386.3,328.4
XZ,58.6,101.7,761.1,411.3,331.7,759.4,708.0,818.1,473.8,474.6,751.3,816.6,445.2,729.7,31.3,645.4,768.7,818.9,849.1,853.0,661.3,736.1,729.4,560.7,302.2,486.1,652.2,291.7,208.5,780.4,287.3,837.5,696.3,840.1,447.1,441.7,934.4,939.5,778.1,105.7,866.7,461.9,456.2,927.4,821.8,494.9,342.1,699.1,650.8,368.3,472.7,374.9,772.9,777.0,679.9,462.1,770.7,460.8,463.6,768.3,608.7,492.0,463.5,460.3,605.9,819.8,468.2,528.4,666.2,865.0,923.8,496.6,524.7,172.5,73.3,413.9,629.8,220.7,846.7,694.5,684.4,832.8,637.2,880.5,420.0,1002.1,528.1,492.7,755.4,507.1,496.5,455.3,455.9,712.4,426.0,890.8,818.2,1972.5,548.3,725.5,475.6,635.0,369.1,448.0,432.1,556.6,866.7,792.7,481.9,497.6,694.4,694.2,659.2,646.8,660.6,53.2,263.8,485.7,578.0,546.6,750.8,674.9,110.1,871.3,524.4,711.0,0.0,844.7,839.5,390.4,390.6,195.4,810.8,674.7,347.5,844.7,644.3
YH,819.8,862.9,144.0,516.6,545.3,340.7,257.8,214.0,820.7,838.8,187.9,179.5,795.4,160.7,792.5,387.4,146.6,275.5,254.2,221.1,250.6,391.4,111.8,308.2,586.4,346.0,327.1,655.9,820.6,103.9,629.6,200.4,141.1,86.1,811.3,791.9,125.8,197.0,234.7,866.9,102.7,663.4,806.4,184.9,204.7,380.5,533.9,507.5,365.7,732.5,822.9,739.1,206.3,202.3,369.3,812.3,112.8,811.0,827.8,406.3,303.6,842.2,813.7,810.5,228.4,65.9,818.4,550.7,342.7,270.1,181.3,846.8,333.1,752.8,770.6,493.8,205.9,757.8,92.7,353.6,340.9,13.2,267.1,247.0,779.9,142.4,443.7,842.9,130.3,857.3,402.5,805.5,806.1,201.0,581.0,223.1,220.8,2697.4,327.1,146.9,825.8,377.0,733.3,798.2,400.0,320.1,21.9,249.3,832.1,847.8,274.1,353.3,176.9,305.9,319.7,814.4,577.9,835.9,401.7,409.6,153.4,193.6,775.5,117.3,396.2,370.1,761.1,0.0,222.4,754.6,488.1,807.5,228.5,312.7,494.2,207.1,452.7
YN,827.7,870.8,63.4,623.5,652.2,362.7,391.2,188.9,813.6,831.7,180.8,154.4,788.3,153.6,800.4,393.2,139.5,314.6,229.1,196.0,384.0,397.2,104.7,314.0,693.3,351.8,460.5,648.8,826.4,219.3,568.0,175.3,146.9,201.5,804.2,784.8,340.8,254.7,276.4,848.9,246.1,656.3,799.3,306.8,76.6,487.4,640.8,513.3,485.6,725.4,815.8,732.0,291.7,295.8,391.3,805.2,228.2,803.9,820.7,428.3,437.0,835.1,806.6,803.4,234.2,199.3,811.3,657.6,476.1,245.0,270.4,839.7,338.9,882.2,776.4,600.7,211.7,930.4,208.1,359.4,474.3,194.2,272.9,221.9,772.8,381.5,550.6,835.8,263.7,850.2,408.3,798.4,799.0,334.4,573.9,228.6,174.6,2669.4,434.0,262.3,818.7,382.8,726.2,791.1,405.8,427.0,228.1,288.4,825.0,840.7,407.5,359.1,182.7,311.7,325.5,822.3,570.8,828.8,535.1,543.0,217.0,309.0,781.3,232.7,402.0,375.9,769.0,206.1,0.0,747.5,595.0,813.3,147.5,446.1,487.1,182.0,458.5
YP,352.1,478.7,670.3,704.3,624.7,793.3,944.6,727.3,359.7,233.7,660.5,725.8,334.4,633.3,418.9,714.2,677.9,728.1,758.3,762.2,937.4,801.1,638.6,629.5,595.2,554.9,945.6,107.8,431.9,772.7,547.8,746.7,700.3,754.9,206.2,330.9,866.5,848.7,687.3,441.6,775.9,221.0,345.4,836.6,731.0,787.9,635.1,767.9,943.8,177.1,361.9,51.8,845.1,849.2,748.7,351.3,781.6,350.0,222.7,858.9,901.7,381.2,352.7,349.5,674.7,752.7,357.4,821.4,959.2,774.2,833.0,385.8,593.5,303.9,409.2,706.9,698.6,308.9,761.5,763.3,977.4,747.6,706.0,793.3,318.9,911.3,816.9,381.9,817.1,396.3,565.3,344.5,345.1,887.8,392.6,800.0,727.4,2267.7,841.3,815.7,364.8,703.8,177.9,337.2,500.9,849.6,781.5,701.9,371.1,386.8,960.9,763.0,728.0,715.6,729.4,357.6,243.0,374.9,871.0,839.6,660.0,862.4,446.0,786.1,593.2,779.8,410.6,759.5,748.7,0.0,683.6,445.0,720.0,967.7,266.1,753.9,713.1
YS,331.6,374.7,615.8,28.4,57.1,613.5,317.3,622.8,731.3,735.4,596.7,588.3,706.0,569.5,304.3,499.5,555.4,673.6,663.0,629.9,270.6,586.4,520.6,414.8,98.2,340.2,261.5,552.5,377.5,389.7,141.4,609.2,550.4,407.5,707.9,702.5,543.7,673.0,632.8,378.7,578.7,632.8,722.1,660.9,676.5,104.2,45.7,553.2,260.1,629.1,733.5,635.7,381.9,386.3,534.0,722.9,380.0,721.6,724.4,622.4,218.0,752.8,724.3,721.1,460.0,429.1,729.0,137.7,275.5,678.9,657.3,762.9,378.8,433.3,327.5,23.2,483.9,481.5,432.8,548.6,293.7,493.0,491.3,648.8,680.8,621.2,137.4,753.5,364.7,767.9,350.6,716.1,716.7,321.7,598.6,662.5,672.9,2173.3,157.6,334.8,736.4,489.1,629.9,708.8,286.2,165.9,526.9,647.4,742.7,758.4,303.7,548.3,513.3,500.9,514.7,326.2,524.6,746.5,187.3,155.9,605.5,284.2,332.4,457.4,378.5,565.1,272.9,504.9,694.2,651.2,0.0,364.4,665.5,284.0,452.5,615.9,498.4
YW,166.7,293.3,777.5,427.1,347.5,775.2,723.8,834.5,496.7,500.8,767.7,833.0,471.4,746.1,233.5,661.2,785.1,835.3,865.5,869.4,677.1,748.1,745.8,576.5,318.0,501.9,668.0,317.9,13.0,796.2,303.1,853.9,712.1,855.9,473.3,467.9,950.2,955.9,794.5,310.0,883.1,488.1,482.4,943.8,838.2,510.7,357.9,714.9,666.6,394.5,498.9,401.1,788.7,792.8,695.7,488.3,786.5,487.0,489.8,784.1,624.5,518.2,489.7,486.5,621.7,835.6,494.4,544.2,682.0,881.4,940.2,528.3,540.5,198.7,237.5,429.7,645.6,246.9,862.5,710.3,700.2,848.6,653.0,896.9,446.2,1018.5,543.9,518.9,771.2,533.3,512.3,481.5,482.1,728.2,452.2,907.2,834.6,2197.8,564.1,741.3,493.7,650.8,395.3,474.2,447.9,572.4,882.5,809.1,508.1,523.8,710.2,710.0,675.0,662.6,676.4,172.2,290.0,511.9,593.8,562.4,767.2,690.7,242.4,887.1,540.2,726.8,225.2,860.5,855.9,416.6,406.4,0.0,827.2,690.5,373.7,861.1,660.1
ZF,845.6,888.7,134.8,641.4,670.1,215.1,409.1,227.0,811.0,829.1,160.2,235.0,785.7,133.0,818.3,344.3,142.4,167.0,258.0,261.9,401.9,415.1,103.1,331.9,711.2,369.7,478.4,646.2,844.3,237.2,585.9,254.0,164.8,219.4,801.6,782.2,390.1,335.3,128.8,866.8,302.8,653.7,796.7,363.5,83.3,505.3,658.7,531.2,503.5,722.8,813.2,729.4,309.6,313.7,243.7,802.6,246.1,801.3,818.1,280.7,454.9,832.5,804.0,800.8,252.1,217.2,808.7,675.5,494.0,273.9,351.0,837.1,356.8,743.1,794.3,618.6,229.6,748.1,226.0,377.3,492.2,212.1,290.8,302.5,770.2,366.5,568.5,833.2,281.6,847.6,426.2,795.8,796.4,352.3,571.3,309.2,27.0,2687.3,451.9,280.2,816.1,333.9,723.6,788.5,423.7,444.9,246.0,140.8,822.4,838.1,425.4,377.0,200.6,329.6,343.4,840.2,568.2,826.2,553.0,560.9,69.4,326.9,799.2,250.6,419.9,393.8,786.9,224.0,154.9,744.9,612.9,831.2,0.0,464.0,484.5,262.6,476.4
ZG,596.7,639.8,424.9,293.5,322.2,621.6,291.6,494.9,996.4,1000.5,468.8,460.4,971.1,441.6,569.4,668.3,427.5,556.4,535.1,502.0,69.9,672.3,392.7,679.9,363.3,605.3,222.0,817.6,642.6,364.8,406.5,481.3,422.0,347.0,973.0,967.6,459.5,530.7,515.6,643.8,436.4,897.9,982.1,518.6,485.6,211.6,310.8,818.3,327.1,894.2,998.6,900.8,451.3,455.4,650.2,988.0,373.7,986.7,989.5,687.2,54.2,1017.9,989.4,986.2,509.3,257.8,994.1,327.6,304.1,551.0,515.0,1022.5,643.9,698.4,592.6,270.7,486.8,746.6,353.6,634.5,302.3,321.7,548.0,527.9,955.6,476.1,191.0,1018.6,219.2,1033.0,615.7,981.2,981.8,121.0,863.7,534.6,501.7,2438.4,265.0,407.8,1001.5,657.9,895.0,973.9,551.3,273.3,355.6,530.2,1007.8,1023.5,278.0,634.2,457.8,586.8,600.6,591.3,789.7,1011.6,147.4,160.2,434.3,353.3,597.5,378.2,643.6,651.0,538.0,333.6,503.3,916.3,265.0,629.5,509.4,0.0,717.6,488.0,763.5
ZK,306.7,433.3,414.0,457.8,378.2,537.0,688.3,471.0,356.3,386.4,404.2,469.5,331.0,377.0,373.5,457.9,421.6,471.8,502.0,505.9,681.1,544.8,382.3,373.2,348.7,298.6,698.7,203.5,386.5,516.4,291.5,490.4,444.0,498.6,358.9,327.5,610.2,592.4,431.0,396.2,519.6,210.1,347.1,580.3,474.7,541.4,388.6,511.6,697.3,280.1,358.5,286.7,588.8,592.9,492.4,347.9,525.3,346.6,375.4,602.6,655.2,377.8,349.3,346.1,418.4,496.4,354.0,574.9,712.7,517.9,576.7,387.9,337.2,258.5,363.8,460.4,442.3,263.5,505.2,507.0,730.9,491.3,449.7,537.0,305.8,655.0,574.6,378.5,560.8,392.9,309.0,341.1,341.7,631.5,175.9,543.7,471.1,2264.3,594.8,559.4,361.4,447.5,280.9,333.8,244.6,603.1,525.2,445.6,367.7,383.4,704.6,506.7,471.7,459.3,473.1,312.2,83.6,371.5,624.5,593.1,403.7,606.1,400.6,529.8,336.9,523.5,365.2,503.2,492.4,302.2,437.1,399.6,463.7,743.2,0.0,497.6,456.8
ZW,817.1,860.2,119.2,669.3,698.0,333.9,420.1,199.0,813.9,832.0,142.8,25.2,788.6,153.9,789.8,413.5,139.8,268.7,230.0,172.1,412.9,417.5,105.0,334.3,739.1,372.1,489.4,649.1,815.8,239.6,557.4,192.8,167.2,221.8,804.5,785.1,158.7,136.8,227.9,838.3,64.0,656.6,799.6,124.7,179.9,533.2,686.6,533.6,528.0,725.7,816.1,732.3,263.3,259.3,362.5,805.5,248.5,804.2,821.0,399.5,465.9,835.4,806.9,803.7,254.5,228.2,811.6,703.4,505.0,245.9,121.1,840.0,359.2,746.0,765.8,646.5,232.0,751.0,228.4,379.7,503.2,175.5,293.2,130.1,773.1,199.4,596.4,836.1,292.6,850.5,428.6,798.7,799.3,363.3,574.2,136.8,214.0,2658.8,479.8,308.1,819.0,403.1,726.5,791.4,426.1,472.8,138.8,242.5,825.3,841.0,436.4,379.4,203.0,332.0,345.8,811.7,571.1,829.1,564.0,571.9,146.6,354.8,770.7,253.0,422.3,396.2,758.4,162.2,197.6,747.8,640.8,802.7,250.8,475.0,487.4,0.0,478.8
ZX,616.2,659.3,431.1,522.8,443.2,382.1,652.5,501.1,782.4,800.5,475.0,466.6,757.1,447.8,588.9,268.1,433.7,520.6,541.3,508.2,645.3,355.0,398.9,183.4,413.7,140.3,721.8,617.6,614.9,480.6,356.5,487.5,319.0,462.8,773.0,753.6,593.3,566.9,482.4,637.4,558.3,636.2,768.1,619.0,491.8,606.4,453.6,104.6,746.9,694.2,784.6,700.8,553.0,557.1,302.6,774.0,489.5,772.7,789.5,391.0,698.3,803.9,775.4,772.2,228.6,460.6,780.1,639.9,737.4,557.2,582.6,808.5,111.2,670.7,564.9,525.4,252.5,718.9,469.4,317.2,735.6,455.5,259.9,534.1,741.6,609.9,635.4,804.6,525.0,819.0,196.8,767.2,767.8,595.7,602.0,540.8,511.7,2457.9,695.3,523.6,787.5,257.7,695.0,759.9,194.3,688.3,489.4,494.4,793.8,809.5,668.8,316.9,281.9,269.5,283.3,610.8,539.6,797.6,689.5,658.1,440.5,570.3,569.8,494.0,190.5,333.7,557.5,467.4,509.5,716.3,502.1,601.8,499.4,707.4,455.9,494.2,0.0
