from_stop,AC,AV,AY,AZ,BC,BG,BH,BJ,BP,BW,CB,CC,CH,CJ,CP,CS,CY,DH,DL,DX,EC,EI,EO,ES,EX,EY,FD,FG,FJ,FQ,FV,FX,FY,GG,GH,GQ,GV,HC,HE,HG,HN,HS,HV,IG,II,IK,IL,IN,IR,JI,KA,KB,KF,KG,KL,KN,KS,KT,KZ,LB,LS,LW,MD,MG,MI,MJ,MN,NJ,NM,NQ,NT,NX,NZ,OE,OK,OQ,OZ,PD,PE,PH,PR,PT,PZ,QD,QI,QL,QR,RE,RH,RJ,RL,RM,RP,RR,RT,RV,RZ,SI,SK,SM,ST,SY,SZ,TI,TP,TQ,TW,UA,UC,UH,UM,UP,UQ,UR,UX,UY,UZ,VL,VO,VQ,VS,VT,VU,WB,WD,XA,XF,XK,XL,XM,XV,YB,YH,YP,YR,ZA,ZB,ZF,ZH,ZP,ZR
UX,273.7,101.2,224.9,357.8,827.3,424.8,331.0,639.5,635.5,178.5,859.7,94.7,428.6,151.3,388.5,690.4,743.6,523.6,246.3,444.2,1087.1,535.8,611.7,589.7,697.8,465.5,292.1,586.4,189.8,841.6,38.8,2179.4,123.1,1040.3,973.7,812.3,691.5,89.9,691.2,398.5,737.1,260.9,573.6,315.3,89.4,788.0,120.9,1097.2,812.1,635.7,477.1,129.2,800.6,583.2,812.0,428.6,693.6,334.5,643.7,197.5,211.4,422.5,749.5,434.2,434.3,600.9,623.6,1052.4,800.4,815.4,571.0,233.3,576.7,829.7,345.9,628.0,537.3,566.0,684.7,603.3,138.2,169.2,768.7,119.4,637.4,107.5,585.8,750.0,308.2,632.1,800.6,299.9,703.9,508.5,180.3,666.0,842.2,395.2,605.1,223.5,725.5,275.3,733.0,786.1,830.8,679.8,935.8,805.1,251.0,797.2,632.2,445.7,339.3,78.9,0.0,803.2,265.8,366.5,323.6,120.9,756.3,1059.9,329.5,529.0,1019.5,254.0,659.3,251.0,189.8,775.0,445.1,458.3,644.7,124.7,1001.1,495.2,658.0,382.7,618.3,702.6,181.4
UY,872.9,794.5,773.0,895.6,471.9,977.7,930.2,268.4,1188.4,752.7,597.2,833.1,981.5,653.8,941.4,510.2,59.5,1076.5,845.5,997.1,283.8,382.1,431.5,409.5,517.5,1064.7,891.3,406.2,742.7,1394.5,777.2,2732.3,816.4,237.0,170.4,421.9,301.1,828.3,454.6,951.4,408.7,860.1,337.9,914.5,728.3,438.7,720.1,293.9,1365.0,1188.6,1030.0,725.2,538.1,1136.1,549.5,981.5,248.5,517.8,264.2,745.6,810.6,975.4,400.2,987.1,987.2,420.7,1176.5,249.1,451.1,552.9,1123.9,786.2,443.7,567.2,543.8,447.8,1090.2,341.9,310.2,1156.2,718.2,715.7,378.3,711.8,1190.3,760.1,405.6,53.1,505.8,451.9,538.1,899.1,511.4,1061.4,733.2,485.8,457.0,524.8,1158.0,822.7,463.0,538.7,546.6,1339.0,27.6,315.1,132.5,414.7,770.7,447.9,362.7,998.6,891.6,768.0,738.3,0.0,548.2,965.7,876.5,760.9,46.8,256.6,556.4,1081.9,216.2,806.9,335.6,799.1,789.0,512.5,537.8,1011.2,1197.6,680.8,197.8,1048.1,477.8,935.6,438.1,1255.5,703.0
UZ,324.6,246.2,224.7,347.3,561.4,425.6,381.9,373.6,640.1,204.4,593.8,284.8,433.2,105.5,393.1,424.5,477.7,528.2,297.2,448.8,821.2,269.9,345.8,323.8,431.9,516.4,343.0,320.5,194.4,846.2,228.9,2184.0,268.1,774.4,707.8,546.4,425.6,280.0,425.3,403.1,471.2,311.8,307.7,366.2,180.0,522.1,171.8,831.3,816.7,640.3,481.7,176.9,534.7,587.8,546.1,433.2,427.7,68.6,377.8,197.3,262.3,427.1,483.6,438.8,438.9,335.0,628.2,786.5,534.5,549.5,575.6,237.9,310.8,563.8,80.0,362.1,541.9,300.1,418.8,607.9,169.9,167.4,502.8,163.5,642.0,211.8,319.9,484.1,42.3,366.2,534.7,350.8,438.0,513.1,184.9,400.1,576.3,129.3,609.7,274.4,459.6,9.5,467.1,790.7,564.9,413.9,669.9,539.2,222.4,531.3,366.3,450.3,343.3,219.7,190.0,537.3,0.0,417.4,328.2,212.6,490.4,794.0,63.6,533.6,753.6,258.6,393.4,250.8,240.7,509.1,179.2,462.9,649.3,132.5,735.2,499.8,392.1,387.3,352.4,707.2,154.7
VL,104.1,330.6,172.6,98.1,851.4,528.0,35.2,663.6,742.5,404.6,873.1,372.1,535.6,294.9,495.5,714.5,768.8,630.6,174.9,551.2,1111.2,559.9,635.8,613.8,721.9,281.9,129.1,610.5,261.6,948.6,353.7,2286.4,352.5,1064.4,997.8,836.4,715.6,404.8,715.3,505.5,761.2,95.7,597.7,56.3,315.5,812.1,246.3,1121.3,919.1,742.7,584.1,261.3,824.7,690.2,836.1,535.6,717.7,358.6,667.8,200.0,219.1,529.5,773.6,541.2,541.3,625.0,733.6,1076.5,824.5,839.5,678.0,340.3,600.8,853.8,370.0,652.1,644.3,590.1,708.8,710.3,254.3,395.3,792.8,345.5,744.4,296.2,609.9,774.1,332.3,656.2,824.7,53.1,728.0,615.5,287.3,690.1,866.3,419.3,712.1,199.1,747.0,299.4,757.1,893.1,854.9,703.9,959.9,829.2,233.6,821.3,656.3,552.7,54.0,393.8,314.8,827.3,289.9,0.0,117.2,394.6,780.4,1084.0,353.6,636.0,1043.6,361.0,683.4,146.5,205.4,799.1,469.2,565.3,751.7,350.8,1024.5,608.7,682.1,489.7,642.4,809.6,407.5
VO,104.9,323.8,165.8,19.1,868.4,416.4,134.0,680.6,627.1,399.6,900.8,365.3,420.2,251.4,380.1,731.5,784.7,515.2,267.6,435.8,1128.2,576.9,652.8,630.8,738.9,209.6,221.8,627.5,179.5,833.2,348.7,2171.0,345.7,1081.4,1014.8,853.4,732.6,361.3,732.3,390.1,778.2,127.0,614.7,157.6,310.5,829.1,200.5,1138.3,803.7,627.3,468.7,254.5,841.7,574.8,853.1,420.2,734.7,375.6,684.8,193.2,248.4,414.1,790.6,425.8,425.9,642.0,615.2,1093.5,841.5,856.5,562.6,253.6,617.8,870.8,387.0,669.1,528.9,607.1,725.8,594.9,247.5,390.3,809.8,340.5,629.0,289.4,626.9,791.1,349.3,673.2,841.7,102.5,745.0,500.1,200.6,707.1,883.3,436.3,596.7,264.6,766.6,316.4,774.1,777.7,871.9,720.9,976.9,846.2,207.5,838.3,673.3,437.3,53.1,388.8,309.8,844.3,306.9,169.5,0.0,389.6,797.4,1101.0,370.6,520.6,1060.6,274.3,700.4,139.7,200.9,816.1,486.2,449.9,636.3,278.4,1042.2,486.8,699.1,374.3,659.4,694.2,402.5
VQ,328.3,180.9,279.5,412.4,788.7,475.6,385.6,600.9,686.3,99.7,821.1,146.6,479.4,114.1,439.3,651.8,705.0,574.4,207.7,495.0,1048.5,497.2,573.1,551.1,659.2,520.1,253.5,547.8,240.6,892.4,118.5,2230.2,181.8,1001.7,935.1,773.7,652.9,141.8,652.6,449.3,698.5,315.5,535.0,320.0,78.7,749.4,175.5,1058.6,862.9,686.5,527.9,183.8,762.0,634.0,773.4,479.4,655.0,295.9,605.1,252.1,266.0,473.3,710.9,485.0,485.1,562.3,674.4,1013.8,761.8,776.8,621.8,284.1,538.1,791.1,307.3,589.4,588.1,527.4,646.1,654.1,192.8,90.4,730.1,46.5,688.2,175.5,547.2,711.4,269.6,593.5,762.0,354.5,665.3,559.3,231.1,627.4,803.6,356.6,655.9,184.9,686.9,236.7,694.4,836.9,792.2,641.2,897.2,766.5,305.6,758.6,593.6,496.5,393.9,72.1,122.1,764.6,227.2,421.1,374.4,0.0,717.7,1021.3,290.9,579.8,980.9,304.8,620.7,305.6,244.4,736.4,406.5,509.1,695.5,87.5,962.5,546.0,619.4,433.5,579.7,753.4,102.6
VS,826.0,747.6,726.1,848.7,425.0,930.8,883.3,221.5,1141.5,705.8,550.3,786.2,934.6,606.9,894.5,463.3,12.6,1029.6,798.6,950.2,330.7,335.2,384.6,362.6,470.6,1017.8,844.4,359.3,695.8,1347.6,730.3,2685.4,769.5,283.9,217.3,375.0,254.2,781.4,407.7,904.5,361.8,813.2,291.0,867.6,681.4,391.8,673.2,340.8,1318.1,1141.7,983.1,678.3,491.2,1089.2,502.6,934.6,201.6,470.9,217.3,698.7,763.7,928.5,353.3,940.2,940.3,373.8,1129.6,296.0,404.2,506.0,1077.0,739.3,396.8,520.3,496.9,400.9,1043.3,295.0,263.3,1109.3,671.3,668.8,331.4,664.9,1143.4,713.2,358.7,6.2,458.9,405.0,491.2,852.2,464.5,1014.5,686.3,438.9,410.1,477.9,1111.1,775.8,416.1,491.8,499.7,1292.1,74.4,268.2,179.4,367.8,723.8,401.0,315.8,951.7,844.7,721.1,691.4,46.8,501.3,918.8,829.6,714.0,0.0,303.5,509.5,1035.0,263.1,760.0,288.7,752.2,742.1,465.6,490.9,964.3,1150.7,633.9,244.7,1001.2,430.9,888.7,391.2,1208.6,656.1
VT,1118.7,1040.3,1018.8,1141.4,717.7,1219.7,1176.0,514.2,1434.2,998.5,843.0,1078.9,1227.3,899.6,1187.2,756.0,305.3,1322.3,1091.3,1242.9,27.1,627.9,677.3,655.3,763.3,1310.5,1137.1,652.0,988.5,1640.3,1023.0,2978.1,1062.2,18.5,82.8,667.7,546.9,1074.1,700.4,1197.2,654.5,1105.9,583.7,1160.3,974.1,684.5,965.9,37.2,1610.8,1434.4,1275.8,971.0,783.9,1381.9,795.3,1227.3,494.3,763.6,510.0,991.4,1056.4,1221.2,646.0,1232.9,1233.0,666.5,1422.3,7.1,696.9,798.7,1369.7,1032.0,689.5,813.0,789.6,693.6,1336.0,587.7,556.0,1402.0,964.0,961.5,624.1,957.6,1436.1,1005.9,651.4,298.9,751.6,697.7,783.9,1144.9,757.2,1307.2,979.0,731.6,702.8,770.6,1403.8,1068.5,708.8,784.5,792.4,1584.8,218.1,560.9,117.0,660.5,1016.5,693.7,608.5,1244.4,1137.4,1013.8,984.1,245.7,794.0,1211.5,1122.3,1006.7,292.6,0.0,802.2,1327.7,93.1,1052.7,581.4,1044.9,1034.8,758.3,783.6,1257.0,1443.4,926.6,56.1,1293.9,723.6,1181.4,683.9,1501.3,948.8
VU,396.3,317.9,296.4,419.0,557.6,497.3,453.6,369.8,711.8,276.1,590.0,356.5,504.9,177.2,464.8,420.7,473.9,599.9,368.9,520.5,817.4,266.1,342.0,320.0,428.1,588.1,414.7,316.7,266.1,917.9,300.6,2255.7,339.8,770.6,704.0,542.6,421.8,351.7,421.5,474.8,467.4,383.5,303.9,437.9,251.7,518.3,243.5,827.5,888.4,712.0,553.4,248.6,530.9,659.5,542.3,504.9,423.9,64.8,374.0,269.0,334.0,498.8,479.8,510.5,510.6,331.2,699.9,782.7,530.7,545.7,647.3,309.6,307.0,560.0,76.2,358.3,613.6,296.3,415.0,679.6,241.6,239.1,499.0,235.2,713.7,283.5,316.1,480.3,38.5,362.4,530.9,422.5,434.2,584.8,256.6,396.3,572.5,125.5,681.4,346.1,455.8,62.1,463.3,862.4,561.1,410.1,666.1,535.4,294.1,527.5,362.5,522.0,415.0,291.4,261.7,533.5,71.6,489.1,399.9,284.3,486.6,790.2,0.0,605.3,749.8,330.3,389.6,322.5,312.4,505.3,175.4,534.6,721.0,204.2,731.4,571.5,388.3,459.0,348.6,778.9,226.4
WB,242.3,461.2,303.2,228.7,1031.0,200.2,214.8,843.2,296.3,535.2,1063.4,502.7,207.8,425.5,167.7,894.1,947.3,184.4,354.5,114.4,1290.8,739.5,815.4,793.4,901.5,143.8,308.7,790.1,384.3,502.4,484.3,2262.3,483.1,1244.0,1177.4,1016.0,895.2,528.4,894.9,177.7,940.8,226.3,777.3,235.9,446.1,991.7,376.9,1300.9,472.9,341.1,256.3,391.9,1004.3,244.0,1015.7,207.8,897.3,538.2,847.4,330.6,349.7,136.1,953.2,213.4,124.3,804.6,262.7,1256.1,1004.1,1019.1,231.8,458.4,780.4,1033.4,549.6,831.7,198.1,769.7,888.4,74.2,384.9,525.9,972.4,476.1,298.2,426.8,789.5,953.7,511.9,835.8,1004.3,183.7,907.6,129.6,405.4,869.7,1045.9,598.9,265.9,378.7,929.2,479.0,936.7,446.9,1034.5,883.5,1139.5,1008.8,364.2,1000.9,835.9,106.5,184.6,524.4,445.4,1006.9,469.5,179.5,247.8,525.2,960.0,1263.6,533.2,0.0,1223.2,479.1,863.0,277.1,338.3,978.7,648.8,100.3,305.5,481.4,1204.8,156.0,861.7,195.4,822.0,363.4,538.1
WD,1065.4,987.0,965.5,1088.1,664.4,1170.2,1122.7,460.9,1380.9,945.2,789.7,1025.6,1174.0,846.3,1133.9,702.7,252.0,1269.0,1038.0,1189.6,127.4,574.6,624.0,602.0,710.0,1257.2,1083.8,598.7,935.2,1587.0,969.7,2924.8,1008.9,80.6,29.5,614.4,493.6,1020.8,647.1,1143.9,601.2,1052.6,530.4,1107.0,920.8,631.2,912.6,137.5,1557.5,1381.1,1222.5,917.7,730.6,1328.6,742.0,1174.0,441.0,710.3,456.7,938.1,1003.1,1167.9,592.7,1179.6,1179.7,613.2,1369.0,92.7,643.6,745.4,1316.4,978.7,636.2,759.7,736.3,640.3,1282.7,534.4,502.7,1348.7,910.7,908.2,570.8,904.3,1382.8,952.6,598.1,245.6,698.3,644.4,730.6,1091.6,703.9,1253.9,925.7,678.3,649.5,717.3,1350.5,1015.2,655.5,731.2,739.1,1531.5,164.8,507.6,63.7,607.2,963.2,640.4,555.2,1191.1,1084.1,960.5,930.8,192.4,740.7,1158.2,1069.0,953.4,239.3,100.2,748.9,1274.4,0.0,999.4,528.1,991.6,981.5,705.0,730.3,1203.7,1390.1,873.3,41.4,1240.6,670.3,1128.1,630.6,1448.0,895.5
XA,276.1,95.3,191.9,296.6,822.0,378.7,364.2,634.2,589.4,224.5,854.4,122.7,382.5,233.4,342.4,685.1,738.3,477.5,241.0,398.1,1081.8,530.5,606.4,584.4,692.5,467.0,286.8,581.1,143.7,795.5,162.3,2133.3,77.3,1035.0,968.4,807.0,686.2,91.7,685.9,352.4,731.8,294.1,568.3,348.5,216.0,782.7,154.1,1091.9,766.0,589.6,431.0,168.5,795.3,537.1,806.7,382.5,688.3,329.2,638.4,164.5,244.6,376.4,744.2,388.1,388.2,595.6,577.5,1047.1,795.1,810.1,524.9,22.3,571.4,824.4,340.6,622.7,491.2,560.7,679.4,557.2,177.5,233.3,763.4,219.5,591.3,129.7,580.5,744.7,302.9,626.8,795.3,333.1,698.6,462.4,75.3,660.7,836.9,389.9,559.0,218.2,720.2,270.0,727.7,740.0,825.5,674.5,930.5,799.8,171.7,791.9,626.9,399.6,310.5,186.1,208.9,797.9,260.5,399.7,277.5,213.6,751.0,1054.6,324.2,482.9,1014.2,0.0,654.0,218.0,220.1,769.7,439.8,412.2,598.6,206.8,995.8,449.1,652.7,336.6,613.0,656.5,245.5
XF,721.1,642.7,621.2,743.8,202.9,825.9,778.4,156.8,1036.6,600.9,328.2,681.3,829.7,502.0,789.6,226.3,280.6,924.7,693.7,845.3,624.1,133.4,129.6,107.6,233.7,912.9,739.5,104.3,590.9,1242.7,625.4,2580.5,664.6,577.3,510.7,152.9,32.1,676.5,185.6,799.6,139.7,708.3,300.0,762.7,576.5,169.7,568.3,634.2,1213.2,1036.8,878.2,573.4,269.1,984.3,280.5,829.7,77.0,400.6,152.6,593.8,658.8,823.6,131.2,835.3,835.4,136.8,1024.7,589.4,182.1,283.9,972.1,634.4,195.0,298.2,325.4,163.9,938.4,157.1,25.3,1004.4,566.4,563.9,109.3,560.0,1038.5,608.3,73.4,287.0,374.3,168.0,269.1,747.3,239.8,909.6,581.4,201.9,188.0,276.1,1006.2,670.9,194.0,386.9,268.9,1187.2,367.8,20.4,472.8,145.7,618.9,178.9,27.1,846.8,739.8,616.2,586.5,340.2,396.4,813.9,724.7,609.1,293.3,596.9,404.6,930.1,556.5,655.1,0.0,647.3,637.2,243.5,289.1,859.4,1045.8,529.0,538.1,896.3,175.9,783.8,136.2,1103.7,551.2
XK,58.0,184.0,26.0,110.6,790.6,385.2,148.7,602.8,595.9,299.1,823.0,225.5,389.0,173.6,348.9,653.7,706.9,484.0,135.4,404.6,1050.4,499.1,575.0,553.0,661.1,248.9,127.9,549.7,115.0,802.0,212.3,2139.8,205.9,1003.6,937.0,775.6,654.8,272.6,654.5,358.9,700.4,107.5,536.9,143.9,210.0,751.3,122.7,1060.5,772.5,596.1,437.5,114.7,763.9,543.6,775.3,389.0,656.9,297.8,607.0,53.4,108.6,382.9,712.8,394.6,394.7,564.2,584.0,1015.7,763.7,778.7,531.4,193.7,540.0,793.0,309.2,591.3,497.7,529.3,648.0,563.7,107.7,289.8,732.0,240.0,597.8,149.6,549.1,713.3,271.5,595.4,763.9,135.6,667.2,468.9,140.7,629.3,805.5,358.5,565.5,158.2,688.8,238.6,696.3,746.5,794.1,643.1,899.1,768.4,87.0,760.5,595.5,406.1,92.4,286.7,209.3,766.5,229.1,184.2,129.7,289.1,719.6,1023.2,292.8,489.4,982.8,214.4,622.6,0.0,61.1,738.3,408.4,418.7,605.1,245.3,964.4,455.6,621.3,343.1,581.6,663.0,302.0
XL,111.2,173.8,42.7,179.5,751.6,371.2,187.3,563.8,585.7,253.2,773.3,215.3,378.8,143.5,338.7,614.7,667.9,473.8,97.0,394.4,1011.4,460.1,536.0,514.0,622.1,317.8,142.8,510.7,86.8,791.8,202.1,2129.6,195.7,964.6,898.0,736.6,615.8,253.4,615.5,348.7,661.4,117.2,497.9,171.6,164.1,712.3,94.9,1021.5,762.3,585.9,424.6,104.5,724.9,533.4,736.3,378.8,617.9,258.8,568.0,43.2,49.7,372.7,673.8,384.4,384.5,525.2,576.8,976.7,724.7,739.7,521.2,183.5,501.0,754.0,270.2,552.3,487.5,490.3,609.0,553.5,97.5,243.9,693.0,194.1,587.6,139.4,510.1,674.3,232.5,556.4,724.9,156.2,628.2,458.7,130.5,590.3,766.5,319.5,555.3,99.3,647.2,201.2,657.3,736.3,755.1,604.1,860.1,729.4,58.8,721.5,556.5,388.4,161.3,242.4,163.4,727.5,190.1,222.8,198.6,243.2,680.6,984.2,253.8,479.2,943.8,204.2,583.6,68.8,0.0,699.3,369.4,408.5,594.9,200.5,924.7,449.1,582.3,332.9,542.6,652.8,256.1
XM,825.9,747.5,726.0,848.6,223.9,930.7,883.2,335.4,1141.4,705.7,119.3,786.1,934.5,606.8,894.4,93.6,478.5,1029.5,798.5,950.1,822.0,238.2,172.8,195.4,86.2,1017.7,844.3,199.1,695.7,1347.5,730.2,2685.3,769.4,775.2,708.6,227.0,213.3,781.3,93.7,904.4,133.7,813.1,497.9,867.5,681.3,184.6,673.1,832.1,1318.0,1141.6,983.0,678.2,60.2,1089.1,37.0,934.5,274.9,505.4,339.6,698.6,763.6,928.4,146.1,940.1,940.2,183.1,1129.5,787.3,197.0,75.0,1076.9,739.2,299.8,89.3,430.2,223.5,1043.2,261.9,219.1,1109.2,671.2,668.7,183.4,664.8,1143.3,713.1,238.3,484.9,479.1,151.9,60.2,852.1,80.1,1014.4,686.2,118.0,238.8,380.9,1111.0,775.7,69.4,491.7,115.3,1292.0,565.7,224.0,670.7,219.8,723.7,193.8,271.6,951.6,844.6,721.0,691.3,538.1,501.2,918.7,829.5,713.9,491.2,794.8,509.4,1034.9,754.4,759.9,244.5,752.1,742.0,0.0,393.9,964.2,1150.6,633.8,736.0,1001.1,184.8,888.6,167.1,1208.5,656.0
XV,504.8,426.4,404.9,527.5,435.0,609.6,562.1,247.2,820.3,384.6,467.4,465.0,613.4,285.7,573.3,298.1,460.7,708.4,477.4,629.0,804.2,143.5,219.4,197.4,305.5,696.6,523.2,194.1,374.6,1026.4,409.1,2364.2,448.3,757.4,690.8,420.0,299.2,460.2,298.9,583.3,344.8,492.0,423.4,546.4,360.2,395.7,352.0,814.3,996.9,820.5,661.9,357.1,408.3,768.0,419.7,613.4,337.0,184.3,251.4,377.5,442.5,607.3,357.2,619.0,619.1,208.6,808.4,769.5,408.1,423.1,755.8,418.1,184.4,437.4,109.1,235.7,722.1,173.7,292.4,788.1,350.1,347.6,376.4,343.7,822.2,392.0,193.5,467.1,158.0,239.8,408.3,531.0,311.6,693.3,365.1,273.7,449.9,59.8,789.9,454.6,333.2,170.6,340.7,970.9,547.9,287.5,652.9,412.8,402.6,404.9,239.9,630.5,523.5,399.9,370.2,520.3,180.1,597.6,508.4,392.8,473.4,777.0,188.3,713.8,736.6,438.8,267.0,431.0,420.9,382.7,0.0,643.1,829.5,312.7,718.2,680.0,265.7,567.5,226.0,887.4,334.9
YB,352.7,415.4,373.9,339.1,1004.0,130.8,325.2,816.2,268.0,535.2,1036.4,490.2,134.6,387.0,94.5,867.1,920.3,156.1,423.0,14.1,1263.8,712.5,788.4,766.4,874.5,254.2,419.1,763.1,315.1,474.1,484.3,2193.1,444.8,1217.0,1150.4,989.0,868.2,459.2,867.9,104.5,913.8,336.7,750.3,346.3,446.1,964.7,336.1,1273.9,444.6,312.8,183.1,346.1,977.3,215.7,988.7,134.6,870.3,511.2,820.4,346.5,426.6,35.7,926.2,140.2,24.0,777.6,256.1,1229.1,977.1,992.1,203.5,389.2,753.4,1006.4,522.6,804.7,169.8,742.7,861.4,184.6,339.1,525.9,945.4,476.1,269.9,381.0,762.5,926.7,484.9,808.8,977.3,294.1,880.6,50.1,336.2,842.7,1018.9,571.9,237.6,400.2,902.2,452.0,909.7,418.6,1007.5,856.5,1112.5,981.8,343.1,973.9,808.9,78.2,295.0,524.4,445.4,979.9,442.5,289.9,358.2,525.2,933.0,1236.6,506.2,110.3,1196.2,409.9,836.0,387.5,402.1,951.7,621.8,0.0,277.2,414.0,1177.8,127.7,834.7,95.0,795.0,335.1,538.1
YH,479.7,602.2,548.2,473.7,1190.8,321.6,459.8,1003.0,132.4,722.0,1212.5,677.0,325.4,573.8,285.3,1053.9,1107.1,112.2,599.5,293.2,1450.6,899.3,975.2,953.2,1061.3,570.6,553.7,949.9,501.9,299.9,671.1,2379.9,631.6,1403.8,1337.2,1175.8,1055.0,646.0,1054.7,295.3,1100.6,471.3,937.1,480.9,632.9,1151.5,522.9,1460.7,270.4,290.2,371.2,532.9,1164.1,80.1,1177.9,325.4,1057.1,698.0,1007.2,533.3,594.7,299.3,1113.0,331.0,303.1,964.4,147.5,1415.9,1163.9,1178.9,64.8,576.0,940.2,1193.2,709.4,991.5,98.5,929.5,1048.2,319.2,525.9,712.7,1132.2,662.9,95.7,567.8,949.3,1113.5,671.7,995.6,1164.1,428.7,1067.4,308.4,523.0,1029.5,1205.7,758.7,63.4,587.0,1089.0,640.4,1096.5,244.4,1194.3,1043.3,1299.3,1168.6,529.9,1160.7,995.7,208.3,429.6,711.2,632.2,1166.7,629.3,424.5,492.8,712.0,1119.8,1423.4,693.0,287.4,1383.0,596.7,1022.8,522.1,581.0,1138.5,808.6,279.1,0.0,600.8,1363.9,136.9,1021.5,359.1,981.8,160.9,724.9
YP,251.8,178.6,182.2,304.8,700.0,384.2,255.4,513.3,598.7,90.0,721.7,159.7,391.8,25.4,350.6,564.2,617.4,485.7,120.1,407.4,960.9,409.6,484.4,462.4,571.6,376.7,164.8,460.2,153.0,804.8,129.7,2142.6,194.9,913.0,846.4,685.0,565.3,154.9,565.0,361.7,610.9,270.4,447.4,232.4,48.6,660.7,130.4,969.9,775.3,598.9,437.6,134.4,674.4,546.4,688.2,390.7,567.4,208.3,516.4,155.9,166.5,384.6,623.3,397.4,397.5,474.7,588.7,926.2,674.2,689.2,534.2,195.4,449.4,703.5,219.7,500.7,500.5,433.0,557.4,566.5,128.5,80.7,641.4,30.9,600.6,144.2,459.6,622.7,182.0,507.6,674.4,308.3,576.6,471.7,143.5,539.8,716.0,269.0,568.3,97.3,596.7,150.7,605.7,749.3,704.6,553.6,809.6,678.9,179.9,671.0,506.0,401.4,300.8,87.1,90.8,677.0,139.6,289.8,286.8,80.0,630.1,933.7,203.3,492.2,893.3,217.2,533.1,209.4,200.5,648.8,318.9,421.5,606.8,0.0,874.2,462.1,531.8,345.9,492.1,665.8,92.9
YR,1031.1,984.1,961.9,1084.5,660.8,1162.8,1119.8,458.0,1378.0,941.6,776.1,1022.7,1171.1,842.7,1130.3,699.8,248.0,1265.4,1035.1,1186.7,85.9,571.7,620.4,598.4,707.1,1156.0,1080.9,595.8,932.3,1584.1,966.8,2921.9,1005.3,39.8,25.9,610.8,490.7,1017.9,644.2,1141.0,598.3,1049.7,527.5,1104.1,917.9,627.6,909.7,96.0,1554.6,1378.2,1216.9,914.8,727.7,1325.7,741.5,1170.4,438.1,707.4,453.1,935.2,1000.2,1164.3,589.8,1176.7,1176.8,610.3,1368.4,51.2,640.7,742.5,1313.5,975.1,632.6,756.8,733.4,636.7,1279.8,538.3,499.8,1345.8,907.8,905.3,567.2,901.4,1379.2,949.7,595.2,242.7,695.4,643.2,727.7,1088.7,700.3,1251.0,922.8,675.4,646.6,714.4,1346.9,1012.3,650.0,726.7,736.2,1528.6,161.9,504.7,60.8,604.3,960.3,637.5,552.3,1180.7,1080.5,957.6,927.9,189.5,737.8,1154.6,1066.1,950.5,236.4,58.7,746.0,1271.5,36.9,996.5,525.2,988.7,980.2,702.1,727.4,1200.8,1386.5,869.2,0.0,1241.4,667.4,1125.2,627.7,1445.1,892.6
ZA,395.6,465.2,426.5,379.2,1056.6,177.1,365.3,866.0,136.5,585.0,1071.8,540.0,188.4,433.1,144.6,916.9,972.9,24.6,472.8,156.2,1313.6,762.3,841.0,816.2,924.3,297.1,459.2,812.9,364.9,342.6,534.1,2242.9,490.9,1266.8,1200.2,1041.6,918.0,505.3,917.7,158.3,963.6,376.8,800.1,386.4,498.7,1017.3,385.9,1320.0,313.1,330.1,239.7,392.2,1027.1,84.2,1041.3,184.7,920.1,561.0,873.0,396.3,472.7,162.3,976.0,194.0,166.1,827.4,131.3,1278.9,1026.9,1041.9,72.0,441.8,803.2,1056.2,572.4,857.3,38.3,795.3,914.0,224.7,388.9,575.7,995.2,525.9,138.4,430.8,812.3,976.5,534.7,861.4,1027.1,330.5,930.4,171.4,386.0,892.5,1068.7,621.7,106.1,450.0,954.8,504.6,962.3,287.1,1057.3,906.3,1162.3,1031.6,392.9,1023.7,858.7,67.8,337.9,574.2,495.2,1029.7,492.3,330.0,398.3,575.0,982.8,1286.4,556.0,150.4,1246.0,459.7,885.8,427.6,449.6,1001.5,671.6,142.1,145.7,466.6,1230.4,0.0,884.5,222.1,844.8,203.6,587.9
ZB,720.4,642.0,620.5,743.1,218.8,825.2,777.7,229.9,1035.9,600.2,251.2,680.6,829.0,501.3,788.9,178.9,443.4,924.0,693.0,844.6,786.9,132.7,57.5,80.1,171.5,912.2,738.8,83.8,590.2,1242.0,624.7,2579.8,663.9,740.1,673.5,221.9,208.2,675.8,82.7,798.9,128.6,707.6,462.8,762.0,575.8,179.5,567.6,797.0,1212.5,1036.1,877.5,572.7,192.1,983.6,203.5,829.0,269.8,399.9,234.1,593.1,658.1,822.9,141.0,834.6,834.7,136.1,1024.0,752.2,191.9,206.9,971.4,633.7,194.3,221.2,324.7,163.2,937.7,156.4,214.0,1003.7,565.7,563.2,178.3,559.3,1037.8,607.6,123.0,449.8,373.6,167.3,192.1,746.6,165.4,908.9,580.7,201.2,233.7,275.4,1005.5,670.2,117.0,386.2,200.6,1186.5,530.6,217.0,635.6,214.7,618.2,188.7,169.4,846.1,739.1,615.5,585.8,503.0,395.7,813.2,724.0,608.4,456.1,759.7,403.9,929.4,719.3,654.4,196.5,646.6,636.5,166.5,288.4,858.7,1045.1,528.3,700.9,895.6,0.0,783.1,51.8,1103.0,550.5
