from_stop,AB,AE,AF,AH,AM,AN,AO,AP,AW,AX,AZ,CF,CG,CH,CJ,CX,DL,DR,DS,DT,DZ,EF,EJ,EN,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HG,HH,HJ,HK,HS,HT,IE,IJ,IK,IX,JG,JN,JR,JS,JU,JV,JX,JY,KF,KJ,KK,KN,KO,KS,KT,KZ,LA,LQ,LU,LV,LX,LY,MB,MF,MY,NG,NT,NW,NZ,OB,OG,OK,OP,OY,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QI,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UL,UO,US,UT,UX,VB,VF,VU,VY,WK,WN,WS,WX,XN,YA,YI,YJ,YK,YQ,YS,YZ,ZC,ZH,ZQ
VB,164.5,426.3,286.5,159.1,161.4,290.7,107.6,428.5,246.1,76.2,235.2,357.6,339.5,53.9,151.8,265.5,387.4,231.0,185.7,231.7,37.4,374.7,390.3,75.7,260.9,103.2,254.1,251.0,309.0,156.3,142.5,61.8,225.4,220.2,320.7,142.0,265.5,390.6,172.4,118.7,370.8,2169.6,171.9,272.3,221.8,239.0,209.4,305.3,293.3,128.0,216.7,354.2,165.1,80.3,342.7,173.5,103.1,200.0,262.7,365.5,81.5,346.6,72.0,386.8,72.8,260.6,331.2,275.8,308.0,121.7,265.5,259.2,216.5,126.0,190.8,333.8,77.5,187.6,209.4,106.8,123.7,281.1,404.4,274.9,172.3,272.4,179.3,180.6,330.8,289.3,133.7,184.4,138.5,152.1,156.9,200.2,114.1,183.3,312.5,287.3,281.6,245.9,195.0,435.1,209.4,280.8,95.0,170.9,91.4,165.9,137.6,297.8,304.8,199.7,229.2,290.2,219.7,279.9,235.9,0.0,322.8,378.8,208.4,267.0,196.1,110.3,364.2,84.9,381.5,203.1,181.8,261.5,124.9,242.0,298.2,103.0,236.5,247.1
VF,152.4,110.3,110.9,190.1,156.3,62.0,188.9,93.0,168.0,233.7,90.1,58.3,128.7,259.9,194.1,88.4,124.1,125.3,165.7,126.7,277.2,111.7,86.7,304.6,185.1,280.9,176.0,109.8,48.7,208.5,175.3,248.7,124.0,142.1,109.9,204.0,176.2,74.6,173.3,260.6,69.4,2337.7,178.4,139.8,116.8,106.5,142.2,101.9,170.8,204.3,133.2,31.8,186.4,295.9,94.2,205.4,219.8,131.6,149.2,84.1,264.3,67.5,272.5,90.3,240.7,106.2,120.4,42.9,85.4,186.8,193.6,89.6,133.0,232.6,192.2,117.4,239.8,171.7,218.1,215.5,226.9,112.3,88.4,189.2,156.6,194.3,174.2,180.3,60.8,104.1,226.6,326.7,190.3,191.9,161.7,177.5,220.7,215.2,78.3,82.3,182.5,102.7,235.2,119.1,155.7,190.3,233.3,177.7,279.3,171.7,206.1,69.1,159.3,164.3,142.2,212.1,228.4,74.9,117.5,322.2,0.0,77.4,146.2,99.8,205.3,211.2,43.0,272.8,118.5,212.3,194.5,129.0,190.2,155.0,93.2,235.5,158.4,169.0
VU,207.1,62.3,165.6,247.2,232.3,116.7,243.6,85.0,207.2,288.4,144.8,20.1,127.0,314.6,238.7,143.1,108.6,180.0,241.7,202.7,331.9,91.5,11.4,360.9,206.4,340.5,180.1,164.5,103.4,263.2,251.3,303.0,178.7,196.8,108.4,261.1,174.7,42.9,228.0,317.0,7.9,2366.4,235.5,141.3,192.8,161.2,218.2,111.7,155.3,262.4,187.9,48.3,262.4,350.6,92.7,260.1,274.5,186.3,151.7,68.6,319.0,29.3,327.2,68.5,295.4,182.2,118.9,97.6,83.9,241.7,174.7,156.0,195.4,283.1,246.9,101.9,333.2,226.4,272.8,270.2,281.6,110.8,40.4,173.7,211.3,217.9,228.9,235.0,59.3,102.6,271.2,381.4,245.0,246.6,216.4,232.2,296.7,269.9,106.4,131.3,167.0,166.0,289.9,71.1,169.0,188.8,288.0,203.5,334.0,219.9,260.8,119.8,143.8,219.0,218.2,202.1,283.1,129.6,172.2,376.9,75.1,0.0,203.3,175.8,281.3,265.9,58.3,327.5,98.3,288.3,255.8,130.5,244.9,266.3,120.4,292.9,213.1,173.1
VY,114.5,238.6,109.2,43.8,35.9,105.1,94.6,236.7,196.1,145.7,104.6,172.0,131.0,140.2,113.6,66.9,199.7,68.3,119.4,95.9,157.5,189.1,204.7,166.4,197.3,184.1,201.9,81.2,123.4,160.4,54.9,160.3,138.5,156.6,112.2,57.7,196.5,202.9,109.2,149.7,185.2,2161.8,32.1,138.1,86.0,104.8,73.6,98.4,200.2,83.9,71.8,171.2,98.8,188.8,150.9,107.2,125.0,107.3,170.0,177.8,176.3,161.0,184.5,201.2,121.0,99.2,122.7,90.2,116.2,85.9,196.5,50.7,8.1,112.2,192.5,146.1,119.4,68.6,211.1,128.7,135.8,130.1,216.7,218.6,95.7,208.8,144.7,77.2,139.0,124.4,119.9,265.3,94.4,143.8,106.9,162.9,100.3,117.0,121.4,78.8,211.9,37.4,199.1,247.4,75.2,210.6,101.0,57.3,166.8,91.2,114.1,112.2,188.7,149.7,93.4,226.6,218.1,71.4,60.5,202.5,139.8,193.2,0.0,105.6,129.8,132.2,181.2,165.7,195.9,136.8,119.1,127.3,89.1,106.2,89.7,115.1,172.9,194.9
WK,167.5,216.1,162.2,155.6,104.5,113.0,177.4,198.8,237.0,201.2,159.1,164.1,211.3,221.7,166.6,64.7,224.6,48.9,113.9,74.9,240.3,176.1,192.5,233.4,256.3,236.4,245.0,134.2,136.7,209.7,123.5,216.2,193.0,211.1,192.5,158.5,258.8,180.4,140.8,205.2,175.2,2249.1,118.7,190.9,65.0,157.8,90.4,169.4,263.8,152.5,140.4,137.6,134.6,232.2,158.8,129.0,170.4,160.3,218.2,189.9,231.8,152.5,236.8,196.1,203.8,6.3,203.0,116.1,168.0,154.5,161.1,120.7,120.3,180.8,261.1,210.4,188.0,95.3,279.7,166.1,203.1,194.9,194.2,265.8,164.3,263.3,213.3,103.9,164.9,186.7,188.5,294.2,163.0,196.8,159.9,215.9,168.9,138.8,129.3,149.8,275.5,103.2,252.1,224.9,128.2,272.9,169.6,125.9,215.6,144.2,182.7,120.1,252.3,202.7,90.4,281.1,286.7,142.4,35.1,285.3,105.7,183.2,112.2,0.0,153.5,161.8,147.6,209.1,182.9,160.5,194.3,180.3,157.7,103.2,160.7,183.7,227.4,238.0
WN,238.3,313.0,225.4,85.8,154.8,197.5,107.6,307.9,319.9,111.1,239.8,261.0,266.2,153.2,248.8,149.2,309.1,114.7,30.0,85.5,170.5,234.3,291.6,228.0,332.5,137.6,327.9,197.4,233.6,245.3,131.8,125.7,273.7,291.8,247.4,88.7,331.7,277.3,122.2,115.1,272.1,2146.8,98.6,254.3,91.1,221.0,44.0,233.6,331.0,201.8,167.4,234.5,41.5,142.7,243.3,73.8,138.0,234.9,297.6,286.8,141.7,244.9,149.9,246.4,134.0,144.3,257.9,200.6,251.4,109.2,331.7,185.9,143.2,189.1,269.4,281.3,192.1,71.3,288.0,141.7,212.7,246.3,291.1,348.7,207.2,344.0,221.6,64.3,249.4,254.5,196.8,204.1,212.3,279.0,230.7,286.7,177.2,64.0,219.3,214.0,347.1,172.6,284.0,321.8,191.4,345.8,168.8,152.9,132.2,226.4,191.0,204.6,323.9,273.5,98.5,361.8,295.0,206.6,119.6,186.1,203.1,280.1,135.1,150.7,0.0,145.2,244.5,138.7,241.1,6.9,196.0,243.5,106.5,111.3,224.9,192.0,308.1,320.9
WS,114.8,318.7,180.5,96.4,60.2,188.3,57.9,322.5,196.4,66.0,132.8,255.2,232.0,48.6,113.9,168.4,279.8,111.4,136.0,130.5,65.9,272.3,301.7,123.4,203.9,74.5,198.7,148.6,206.6,160.7,41.3,80.6,145.1,163.2,216.0,92.3,193.3,283.0,71.2,51.0,268.4,2147.9,84.7,212.3,120.6,186.1,108.2,199.3,185.7,97.2,112.8,251.8,115.4,97.2,236.7,123.8,8.5,89.6,152.3,257.9,96.6,244.2,102.0,284.4,29.4,141.0,226.5,173.4,202.0,72.0,193.3,166.6,139.3,136.0,194.8,226.2,87.5,103.2,227.3,4.2,120.0,175.1,296.8,202.4,61.9,215.4,148.8,111.8,224.8,183.3,143.7,155.7,107.7,144.1,107.2,163.2,124.1,133.6,224.7,180.0,195.7,156.9,199.4,327.5,153.1,207.4,64.2,76.3,80.6,91.5,98.3,195.4,197.2,150.0,128.0,230.8,237.6,172.6,116.3,110.9,220.4,276.4,98.2,147.4,146.4,0.0,261.8,74.1,279.1,153.4,103.3,166.9,75.2,140.8,190.9,99.3,179.5,191.7
WX,193.5,68.4,152.0,230.3,197.4,104.4,230.0,94.6,190.3,274.8,131.2,59.9,99.4,301.0,235.2,143.3,82.2,180.2,206.8,169.1,318.3,113.3,53.6,345.7,193.1,322.0,163.2,152.2,81.4,245.9,216.4,289.8,165.1,183.2,91.5,244.2,157.8,32.7,214.4,301.7,69.7,2378.8,218.6,124.2,157.9,148.9,183.3,94.8,128.9,245.4,174.3,11.3,227.5,337.0,75.8,260.3,260.9,172.7,134.8,42.2,305.4,65.3,313.6,73.4,281.8,147.3,102.0,84.0,67.0,227.9,254.3,139.3,179.8,273.7,233.3,75.5,280.9,226.6,259.2,256.6,269.1,93.9,46.5,147.3,197.7,201.0,215.3,235.2,42.4,85.7,267.7,369.1,231.4,233.0,202.8,218.6,261.8,270.1,83.8,114.4,140.6,152.9,276.3,76.0,192.0,171.9,269.7,218.8,320.4,212.8,247.2,102.9,117.4,205.4,183.3,175.7,269.5,116.0,172.4,363.3,41.0,62.9,186.4,140.9,246.4,252.3,0.0,313.9,120.1,253.4,235.6,113.6,231.3,196.1,103.5,276.6,197.1,156.2
XN,108.0,369.8,230.0,120.6,106.4,234.2,69.1,372.0,189.6,36.9,178.7,301.1,283.1,40.9,125.1,215.8,330.9,157.6,147.2,176.7,58.2,318.2,333.8,115.7,222.4,63.9,197.6,194.5,252.5,171.9,87.5,24.0,163.6,181.7,265.5,103.5,210.2,334.1,117.4,80.2,314.3,2130.3,130.9,263.4,166.8,190.6,154.4,248.8,236.8,71.5,160.2,297.7,126.6,23.0,286.2,135.0,64.6,155.0,217.7,309.0,40.0,290.1,48.2,330.3,34.3,187.2,276.0,219.3,251.5,83.2,210.2,212.5,178.0,128.3,188.0,277.3,79.8,149.4,220.5,68.3,163.7,224.6,347.9,218.4,128.3,233.9,160.0,142.1,274.3,232.8,136.0,154.7,82.0,155.3,100.4,156.4,116.4,144.8,256.0,225.9,225.1,204.3,210.6,378.6,199.0,224.3,38.5,122.5,6.5,109.4,119.7,241.3,248.3,143.2,174.2,245.7,230.8,218.5,162.5,84.4,266.3,322.3,169.9,193.6,157.6,71.8,307.7,0.0,325.0,164.6,124.7,213.1,86.4,187.0,236.8,143.0,198.0,190.6
YA,235.3,92.2,193.8,263.0,224.8,144.9,271.8,77.8,250.9,316.6,173.0,91.6,180.7,342.8,266.9,171.3,170.3,208.2,253.2,222.3,360.1,6.8,102.2,389.1,265.7,368.7,233.6,192.7,131.6,291.4,243.8,331.2,206.9,225.0,161.9,276.9,228.2,104.6,256.2,345.2,82.7,2313.7,251.3,194.8,212.4,189.4,210.7,165.2,217.0,272.8,216.1,101.8,273.9,378.8,146.2,288.3,302.7,214.5,205.2,130.3,347.2,100.8,355.4,44.9,323.6,201.8,172.4,125.8,137.4,269.9,228.2,171.8,211.2,301.1,275.1,163.6,308.3,254.6,301.0,298.4,309.8,164.3,91.2,235.4,239.5,277.2,257.1,263.2,112.8,156.1,299.4,409.6,273.2,274.8,244.6,260.4,289.2,298.1,161.2,165.2,228.7,181.8,318.1,95.3,197.2,242.3,316.2,246.2,362.2,248.1,289.0,152.0,205.5,247.2,188.2,263.8,311.3,157.8,200.4,405.1,119.1,90.7,219.1,195.4,282.5,294.1,111.8,355.7,0.0,275.5,284.0,184.0,273.1,227.6,176.1,304.0,241.3,226.6
YI,239.8,320.0,222.6,92.8,152.0,204.5,114.6,302.7,321.4,104.1,246.8,268.0,273.2,160.2,255.8,156.2,316.1,121.7,37.0,92.5,177.5,241.3,296.4,233.4,339.5,130.6,329.4,194.6,240.6,248.6,138.8,119.1,280.7,298.8,254.4,87.8,338.7,284.3,119.4,108.1,279.1,2139.8,105.6,251.5,98.1,218.2,51.0,240.6,338.0,203.3,164.6,241.5,48.5,135.7,250.3,66.8,145.0,241.9,304.6,293.8,134.7,256.4,142.9,261.3,141.0,151.3,264.9,207.6,258.4,102.2,96.7,192.9,146.5,237.0,319.8,288.3,188.5,78.3,352.3,148.7,218.4,243.5,298.1,350.2,214.2,351.0,228.6,71.3,256.4,251.7,244.7,197.1,213.8,286.0,232.2,288.2,225.1,57.0,226.3,221.0,304.9,174.4,291.0,328.8,188.6,352.8,170.3,150.1,125.2,233.4,198.0,211.6,281.7,275.0,105.5,368.8,302.0,213.6,126.6,179.1,209.6,287.1,142.1,157.7,6.9,152.2,251.5,131.7,248.1,0.0,203.0,240.7,99.5,118.3,231.9,199.0,315.1,322.4
YJ,83.4,319.6,181.8,130.6,101.0,177.3,121.0,294.1,98.7,157.7,121.8,244.2,232.9,105.3,44.9,183.7,280.7,168.0,191.9,171.3,94.9,261.3,274.7,86.7,100.5,161.3,160.8,137.6,202.0,51.7,82.1,138.6,71.6,66.4,217.3,144.5,111.7,283.9,105.4,141.0,257.4,2195.0,125.5,213.2,154.8,187.4,142.4,200.6,186.6,104.2,117.6,240.8,183.4,137.2,238.0,177.7,100.2,112.4,147.8,258.8,122.5,226.6,160.9,273.4,120.0,205.5,227.8,162.4,203.3,118.9,145.3,155.8,138.8,68.6,75.5,227.1,64.2,137.4,108.0,95.9,56.4,176.4,297.7,168.2,85.7,118.6,25.5,146.0,226.1,184.6,56.7,289.5,86.8,38.8,75.8,46.4,80.3,180.9,192.5,169.0,174.9,149.9,94.1,328.4,145.8,139.4,69.9,133.2,120.6,66.8,5.0,184.4,198.1,60.8,162.2,136.4,118.3,161.6,160.2,131.5,208.9,265.4,152.0,211.9,184.3,91.6,252.0,114.1,268.1,191.3,0.0,176.8,122.3,181.6,179.9,43.6,82.7,160.4
YK,104.9,140.3,16.1,151.0,114.8,107.7,123.4,166.6,100.6,168.2,42.6,155.0,53.6,169.0,120.6,108.4,101.4,142.7,203.5,185.1,186.3,198.0,123.3,243.8,99.8,194.7,73.5,44.3,120.8,167.4,108.5,182.8,76.5,94.6,72.4,159.8,68.1,104.6,107.8,172.2,142.8,2197.4,139.3,10.7,175.2,21.7,162.8,86.2,78.5,137.5,67.7,126.4,182.9,199.8,98.2,191.3,153.8,98.1,45.1,79.5,198.8,164.2,207.0,146.5,149.8,173.6,61.9,87.1,55.6,121.5,68.1,80.3,112.2,165.0,144.7,47.8,207.9,157.8,170.6,157.5,185.8,28.7,118.4,94.3,107.6,111.3,126.7,166.4,78.4,36.9,153.1,261.2,144.9,150.8,113.9,130.0,153.9,201.1,84.0,105.8,101.0,90.3,187.7,149.1,48.8,82.2,184.6,83.3,189.3,98.2,167.7,97.4,40.9,116.8,182.6,129.1,180.9,113.2,134.9,231.3,155.4,134.8,120.1,180.0,204.7,161.0,115.1,194.5,204.8,211.7,153.6,0.0,124.7,195.4,94.9,168.7,107.4,66.5
YQ,131.6,281.5,123.0,56.7,52.4,159.6,23.2,291.3,198.1,43.4,120.2,226.5,194.8,112.0,145.4,146.1,242.6,128.6,83.3,122.7,124.2,243.6,264.5,181.7,212.9,69.9,206.1,95.0,177.9,179.6,66.1,58.0,154.1,172.2,184.8,39.6,203.3,245.8,19.8,47.4,239.7,2072.6,69.5,151.9,112.8,118.6,100.4,168.1,193.6,95.1,65.0,235.9,62.7,75.0,205.5,71.1,85.4,134.6,179.3,220.7,74.0,215.5,82.2,263.6,49.6,158.2,195.3,144.7,170.8,2.6,203.3,137.9,114.1,123.4,203.7,189.0,127.8,95.4,222.3,89.1,147.0,143.9,259.6,212.0,106.9,224.4,155.9,78.2,193.6,152.1,131.1,136.4,105.6,169.2,124.0,176.8,111.5,80.9,193.5,151.3,205.3,134.6,218.3,290.3,89.0,217.4,109.6,50.5,64.5,123.0,125.3,166.7,182.1,166.8,120.2,240.4,229.3,143.9,139.7,118.4,191.7,247.7,106.0,164.6,93.7,92.6,245.9,71.0,250.4,100.7,130.3,141.1,0.0,133.0,176.8,126.3,188.5,199.1
YS,177.4,231.5,186.8,136.3,92.9,168.7,158.1,204.9,259.0,173.9,205.3,197.3,231.7,202.4,194.5,120.4,263.1,85.9,71.3,67.0,221.0,172.1,225.7,276.9,283.3,200.4,267.0,158.8,169.9,225.4,111.9,188.9,247.8,242.6,212.9,139.2,279.6,213.6,172.7,177.9,208.4,2242.7,149.1,215.5,73.4,182.4,112.5,199.1,276.5,140.9,128.8,170.8,92.0,205.5,214.5,136.6,188.5,180.4,243.1,223.1,204.5,181.2,212.7,184.2,184.5,107.6,223.4,171.8,216.9,172.1,166.5,150.4,105.0,169.2,249.5,246.8,242.6,121.8,268.1,192.2,192.8,207.7,227.4,287.8,152.7,294.8,201.7,114.8,199.8,215.9,176.9,270.0,151.4,215.0,169.8,222.6,157.3,126.8,185.0,179.5,294.5,132.9,264.1,234.6,152.8,293.7,224.6,114.3,195.0,178.8,171.1,175.8,288.0,212.6,12.2,312.6,275.1,172.1,90.8,248.9,138.9,216.4,100.6,101.2,109.2,195.7,180.8,201.5,178.9,102.2,176.1,204.9,169.3,0.0,190.4,172.1,258.9,260.0
YZ,117.0,148.8,75.5,126.7,118.8,78.5,177.5,146.9,132.6,228.6,54.7,100.0,41.2,223.1,148.7,81.6,109.9,123.4,202.3,206.0,240.4,153.4,130.6,270.8,138.4,264.9,112.1,116.3,91.6,173.1,137.8,243.2,88.6,106.7,22.4,140.6,106.7,113.1,137.9,232.6,111.1,2227.5,115.0,73.3,196.1,71.1,156.5,8.7,110.4,166.8,97.8,91.5,181.7,271.7,61.1,190.1,198.9,96.2,83.7,88.0,259.2,109.2,267.4,139.9,203.9,154.3,32.9,60.3,26.4,151.6,106.7,35.5,74.9,193.1,156.8,56.3,243.2,169.8,182.7,194.6,191.5,42.8,126.9,128.8,135.7,149.9,138.8,178.4,49.2,34.6,181.2,291.3,154.9,156.5,126.3,142.1,183.2,199.9,49.1,10.9,122.1,45.5,199.8,157.6,110.3,120.8,197.9,140.2,249.7,126.3,170.7,68.2,98.9,128.9,176.3,157.2,193.0,18.2,115.6,285.4,98.3,119.1,82.8,160.7,212.7,190.3,101.5,248.6,160.2,219.7,165.7,62.5,154.8,189.1,0.0,198.0,123.0,105.1
ZC,116.1,370.3,232.5,130.7,94.5,228.0,160.4,344.8,149.4,186.5,172.5,294.9,283.6,106.7,77.6,205.9,331.4,207.3,192.0,164.8,90.2,312.0,325.4,51.2,160.1,195.0,205.7,188.3,250.4,49.5,75.6,162.2,122.3,117.1,268.0,144.6,162.4,334.6,105.5,169.8,308.1,2206.0,119.0,263.9,154.9,238.1,142.5,251.3,237.3,136.9,150.3,291.5,217.9,160.8,288.7,171.2,100.3,145.1,207.8,309.5,134.3,288.4,124.8,324.1,125.6,238.2,278.5,213.1,254.0,119.0,216.5,206.5,176.8,101.3,96.9,277.8,64.3,137.5,115.5,96.0,19.3,227.1,348.4,218.9,118.4,169.3,76.2,146.1,276.8,235.3,89.4,276.2,119.5,49.0,108.5,97.1,119.6,181.0,249.8,219.7,225.6,189.2,91.9,379.1,192.8,190.1,74.7,165.9,144.2,99.5,83.7,235.1,248.8,111.5,162.3,187.1,122.5,212.3,199.5,96.0,259.6,316.1,184.7,244.6,184.4,91.7,301.5,137.7,318.8,191.4,72.1,218.9,122.4,175.1,230.6,0.0,133.4,198.7
ZH,106.3,236.8,99.0,224.6,177.7,172.6,206.3,241.0,37.3,251.1,99.6,194.1,150.1,217.0,100.1,161.5,197.9,198.4,300.2,275.7,204.6,247.5,219.8,188.3,24.3,248.8,84.6,127.2,185.7,90.6,191.4,248.6,49.4,19.2,134.5,238.5,28.9,201.1,190.7,225.3,205.2,2280.3,212.9,130.4,265.8,104.6,225.7,117.8,103.8,159.4,150.6,185.6,279.6,247.6,155.2,278.5,182.8,94.6,88.8,176.0,232.2,203.3,222.7,226.1,203.7,229.3,145.0,140.2,120.5,204.4,28.9,133.4,172.8,123.8,74.3,144.3,173.9,244.8,106.8,178.5,109.0,93.6,214.9,85.4,119.6,35.8,56.3,253.4,143.3,101.8,111.9,344.1,142.0,74.0,115.6,65.2,142.1,288.3,148.9,137.4,92.1,143.4,129.3,245.6,131.7,56.6,185.0,166.2,231.0,122.0,88.2,162.3,115.3,79.6,245.5,53.6,117.1,144.8,190.6,231.5,192.4,213.2,180.7,248.8,267.6,174.2,195.6,224.5,254.3,274.6,83.2,139.6,207.6,258.3,126.5,120.3,0.0,77.6
ZQ,83.1,179.1,78.2,232.5,176.9,151.8,185.5,205.4,52.9,230.3,104.7,173.3,92.4,196.0,114.7,181.9,140.2,218.8,308.1,247.2,213.3,226.7,162.1,259.2,70.1,255.2,7.0,106.4,164.9,161.5,170.6,227.6,72.7,90.8,111.2,246.4,38.4,143.4,169.9,231.7,181.6,2259.5,220.8,72.7,237.3,83.8,224.9,97.0,46.1,138.4,129.8,164.8,287.5,226.6,134.4,295.9,189.2,101.0,68.0,118.3,243.6,182.5,249.4,185.3,209.4,249.7,100.7,148.4,99.7,183.6,38.4,141.3,180.7,159.1,139.8,86.6,209.2,219.9,172.3,184.9,179.9,72.8,157.2,27.7,126.0,81.6,134.1,228.5,122.5,81.0,147.2,323.3,121.0,144.9,92.4,108.2,177.4,305.7,128.1,116.6,34.4,151.3,183.9,187.9,110.9,52.5,164.0,145.4,210.0,119.0,166.0,141.5,57.6,95.0,244.7,55.0,182.6,124.0,211.0,258.3,171.6,173.6,188.6,256.1,266.8,180.6,153.9,203.5,233.5,273.8,161.0,81.9,186.8,257.5,105.7,196.1,77.7,0.0
