from_stop,AE,AK,AL,AT,AX,BJ,BK,BL,BO,BP,CB,CK,CL,CW,DJ,DK,DO,DP,DS,EO,ER,ES,FA,FK,FO,FP,FU,FZ,GH,GJ,GY,HH,HL,HR,HS,HY,IE,IH,IK,IV,JE,JN,JO,JP,JR,JS,JV,JW,KA,KF,KI,KK,KL,KO,LC,LG,LH,LJ,LR,LS,LT,LU,LX,LZ,MA,MI,MJ,MO,MQ,NF,NM,NS,NX,OA,OD,OM,ON,OO,OQ,OV,PC,PH,PK,PQ,PU,PW,QA,QD,QI,QJ,QQ,QZ,RC,RE,RJ,RN,RU,RV,RY,SJ,SP,SQ,SZ,TE,TH,TK,TU,UA,UJ,UL,VD,VM,VO,WA,WO,WU,WX,XA,XE,XK,XN,XP,XQ,XR,XZ,YC,YG,YN,ZA,ZD,ZM,ZO,ZY
XR,186.1,111.7,306.5,270.5,892.6,316.6,645.0,436.0,736.0,394.3,370.9,251.5,408.2,393.3,120.6,467.3,437.1,143.1,308.8,306.4,892.8,371.9,208.3,301.5,774.7,451.9,905.6,169.5,826.8,917.5,133.8,159.6,457.0,363.1,448.1,420.5,585.0,442.2,491.5,442.1,364.5,877.2,390.6,64.7,516.7,398.3,177.1,361.9,481.8,326.7,173.8,323.8,129.2,409.4,827.4,470.0,801.0,418.8,442.6,452.3,353.8,421.3,319.8,279.0,843.5,245.1,303.9,1323.6,499.4,492.2,766.2,260.4,122.3,764.0,153.1,559.1,321.9,228.4,418.9,743.6,163.4,698.4,254.6,858.1,273.7,296.9,222.9,188.3,440.1,792.1,248.9,432.4,560.8,848.7,225.6,437.7,142.9,844.9,254.4,396.6,226.6,144.7,442.6,399.5,411.0,394.0,202.8,258.1,331.3,224.9,537.8,636.1,847.8,259.0,307.5,214.4,901.9,312.1,180.4,274.4,338.7,158.8,171.6,0.0,375.9,477.3,176.1,215.4,289.7,716.6,881.2,744.7,271.3
XZ,404.8,391.5,542.3,479.3,973.6,166.5,748.1,152.2,795.9,442.4,359.9,227.6,131.5,125.6,263.7,686.5,672.9,358.5,260.1,542.2,977.6,422.5,322.9,426.6,836.4,75.9,994.8,417.9,879.7,959.2,413.6,408.0,664.0,548.2,336.9,607.4,744.6,661.4,715.3,165.4,100.7,892.9,212.5,362.5,779.1,164.7,427.5,566.5,105.8,246.6,372.8,230.5,365.0,573.1,887.3,185.7,860.9,135.0,678.4,125.5,404.4,153.6,217.1,514.8,928.3,362.4,279.6,1339.3,718.6,245.1,826.1,234.3,366.8,862.7,432.9,771.0,265.4,342.4,42.9,803.5,443.2,758.3,503.0,899.8,249.4,547.4,389.9,438.7,561.2,852.0,497.3,675.7,703.3,864.4,462.2,61.7,378.7,933.2,350.2,458.8,429.5,432.8,331.4,635.3,646.4,117.3,448.7,471.0,519.8,343.6,724.2,739.2,932.6,327.6,543.3,441.1,986.7,171.0,424.9,364.5,304.8,403.3,407.4,384.8,0.0,717.8,375.1,418.3,525.5,776.5,896.9,804.6,519.7
YC,332.9,577.0,277.2,333.3,529.5,637.8,169.1,752.5,428.5,650.3,624.3,568.0,647.6,709.8,437.1,196.4,197.8,583.1,665.6,248.8,533.5,627.9,558.1,573.4,392.3,763.8,550.7,459.6,435.6,515.1,500.1,449.7,169.9,288.9,690.3,115.0,133.7,173.1,113.8,591.8,681.0,559.3,715.1,526.1,233.2,579.9,357.1,159.0,692.5,660.9,530.9,640.0,441.5,133.8,517.4,624.7,546.8,655.4,220.7,740.8,609.8,679.7,660.4,291.5,484.2,517.2,644.5,1098.6,228.5,591.9,512.0,632.6,386.7,418.6,519.4,138.4,593.8,558.8,730.8,489.4,529.7,444.2,357.0,455.7,614.3,245.8,618.5,368.3,232.5,432.1,351.3,74.2,84.9,530.8,355.6,749.6,325.4,489.1,578.8,662.6,584.3,529.8,684.8,198.6,176.6,617.7,346.3,300.5,380.1,578.8,123.8,160.2,488.5,612.9,281.0,504.3,542.6,633.3,388.0,598.8,690.3,353.4,294.4,461.3,687.8,0.0,533.2,591.1,265.3,462.4,452.8,437.2,324.0
YG,186.2,44.6,305.0,270.6,891.1,312.4,645.1,436.1,734.5,345.2,321.8,251.6,408.3,393.4,120.7,467.4,435.6,94.0,266.7,304.9,891.3,322.8,159.2,252.4,773.2,489.3,904.1,169.6,825.3,916.0,84.7,159.7,457.1,356.9,399.0,419.0,585.1,442.3,490.0,442.2,364.6,877.3,341.5,82.8,516.8,398.4,177.2,362.0,533.9,277.6,191.9,274.7,100.0,409.5,825.9,470.1,799.5,418.9,441.1,480.9,304.7,421.4,261.5,277.5,842.0,245.2,245.6,1323.7,499.5,492.3,764.7,278.5,122.4,762.5,104.0,559.2,272.8,179.3,456.3,742.1,114.3,696.9,254.7,856.6,215.4,297.0,175.4,188.4,439.7,790.6,249.0,432.5,560.9,848.8,225.7,475.1,141.4,843.4,205.3,347.5,177.5,95.6,393.5,398.0,411.1,394.1,202.9,258.2,325.1,175.8,537.9,636.2,846.3,209.9,306.0,165.3,900.4,307.9,174.2,225.3,289.6,158.9,170.1,97.7,413.3,475.8,0.0,166.3,288.2,715.1,881.3,743.2,271.4
YN,353.9,266.0,360.1,438.3,992.6,286.4,640.2,488.7,814.9,194.7,171.2,300.8,467.4,456.3,199.1,487.4,454.8,222.7,274.7,477.6,996.6,174.8,172.1,120.3,855.4,448.4,1013.8,335.3,898.7,978.2,215.4,325.4,440.5,472.2,237.2,565.5,604.8,462.3,668.8,501.3,413.8,911.9,262.0,297.9,536.8,450.8,344.9,487.7,401.8,207.8,219.0,186.9,300.4,538.5,906.3,481.7,879.9,475.2,469.5,469.9,156.7,507.5,253.5,450.2,947.3,279.8,275.9,1358.3,519.5,551.4,845.1,300.1,284.2,881.7,234.7,609.5,140.7,174.2,376.6,822.5,245.0,777.3,420.4,918.8,245.7,481.6,165.4,356.1,537.8,871.0,414.7,629.2,556.0,883.4,393.4,452.2,314.1,952.2,125.7,177.6,131.2,208.3,231.7,469.2,576.8,453.2,364.7,420.0,440.5,114.2,539.9,631.3,951.6,159.8,361.1,100.7,1005.7,281.9,342.3,145.7,237.2,320.7,342.8,320.2,392.9,654.6,221.3,0.0,460.9,795.5,915.9,823.6,437.1
ZA,154.9,314.2,64.6,141.4,672.0,459.8,360.1,597.4,515.4,489.0,464.3,390.0,546.7,531.8,259.1,182.4,147.3,338.6,465.1,18.3,672.2,512.0,368.7,413.4,554.1,590.4,685.0,326.0,606.2,681.2,336.3,316.1,166.7,273.0,529.4,201.1,300.1,157.3,270.9,580.6,503.0,725.4,553.9,285.2,233.0,536.8,179.1,214.7,620.3,490.0,352.9,480.0,211.4,263.8,606.8,608.5,580.4,561.4,152.8,590.8,493.9,561.0,458.6,113.5,624.1,387.0,453.9,1132.2,214.5,630.7,545.6,416.7,266.0,543.4,355.6,274.2,433.8,368.2,557.4,523.0,365.9,477.8,218.3,621.8,423.7,229.9,402.0,190.3,215.0,571.5,212.6,174.1,275.9,696.9,164.5,576.2,147.4,624.3,418.8,502.6,423.6,347.2,524.8,138.0,152.7,532.5,200.0,133.1,364.2,388.2,252.9,351.2,627.2,423.7,86.9,344.3,681.3,456.5,255.9,388.7,502.0,232.7,116.4,231.2,514.4,256.7,355.2,412.4,0.0,496.0,618.9,524.1,196.0
ZD,646.3,845.2,600.4,628.6,227.9,848.5,618.9,859.3,304.0,947.3,908.4,802.2,811.4,843.2,750.5,630.0,629.6,851.3,872.4,680.6,230.1,909.4,764.9,886.8,316.5,927.6,257.5,754.9,184.7,218.6,813.5,745.0,601.7,601.1,984.7,537.0,583.5,604.9,602.8,755.6,834.8,272.1,932.8,821.4,679.4,758.8,670.5,490.4,795.2,887.4,844.3,884.5,736.8,447.2,164.7,727.4,280.5,819.2,644.3,904.6,891.3,872.4,867.2,604.9,180.8,683.0,851.3,1099.2,662.1,755.7,49.5,839.4,682.0,219.8,832.8,588.2,907.2,765.6,894.6,26.9,843.1,66.6,652.3,219.0,821.1,558.0,835.3,681.7,435.3,153.0,646.6,592.4,534.7,294.1,655.9,913.4,638.8,252.4,795.6,976.0,897.7,843.2,980.1,630.4,600.7,781.5,641.6,595.8,692.3,785.6,555.6,610.0,185.1,819.7,557.7,817.7,239.2,853.0,683.3,786.1,899.4,648.7,607.8,756.6,851.6,549.2,846.6,904.5,601.7,0.0,151.2,312.7,617.9
ZM,752.8,981.5,663.3,735.1,76.6,961.3,573.2,975.1,315.9,1060.1,1021.2,915.0,924.2,956.0,857.0,584.3,583.9,987.6,985.2,634.9,111.4,1022.2,877.7,1023.1,174.4,1040.4,106.2,861.4,193.2,67.3,949.8,851.5,556.0,732.2,1098.4,491.3,537.8,559.2,557.1,868.4,947.6,120.8,1045.6,927.9,637.3,871.6,777.0,596.9,908.0,1000.2,923.2,997.3,843.3,553.7,169.8,840.2,289.0,932.0,598.6,1017.4,1004.1,985.2,980.0,711.4,99.8,795.8,964.1,1005.8,616.4,868.5,234.6,952.2,788.5,176.2,969.1,542.5,1043.5,878.4,1007.4,265.8,979.4,213.2,758.8,117.7,933.9,689.1,948.1,788.2,541.8,117.7,753.1,546.7,489.0,145.6,762.4,1026.2,745.3,149.4,908.4,1013.6,1034.0,979.5,1092.9,584.7,655.1,894.3,748.1,702.3,823.4,898.4,509.9,564.3,95.3,932.5,667.1,954.0,120.5,965.8,789.8,898.9,1012.2,755.2,714.3,863.1,964.4,503.5,925.5,1040.8,651.4,303.6,0.0,324.6,725.8
ZO,597.7,772.8,454.6,576.4,256.9,752.6,364.5,766.4,155.9,851.4,812.5,706.3,715.5,747.3,701.9,375.6,375.2,778.9,776.5,426.2,260.9,813.5,669.0,814.4,119.7,831.7,278.1,702.7,163.0,242.5,741.1,692.8,347.3,523.5,889.7,282.6,329.1,350.5,348.4,659.7,738.9,286.7,836.9,737.8,425.0,662.9,621.9,431.3,699.3,791.5,714.5,788.6,653.2,369.3,244.8,631.5,247.2,723.3,389.9,808.7,795.4,776.5,771.3,556.3,211.6,587.1,755.4,1115.1,407.7,659.8,292.0,743.5,629.8,146.0,760.4,333.8,834.8,669.7,798.7,326.7,770.7,255.0,600.1,183.1,725.2,480.4,739.4,633.1,357.4,159.5,594.4,338.0,280.3,258.2,607.3,817.5,590.2,216.5,699.7,804.9,825.3,770.8,884.2,376.0,446.4,685.6,561.6,543.6,614.7,689.7,301.2,355.6,215.9,723.8,458.4,745.3,270.0,757.1,631.1,690.2,803.5,596.5,559.2,673.0,755.7,294.8,716.8,832.1,442.7,299.7,180.2,0.0,567.1
ZY,185.2,380.4,139.3,136.7,639.6,490.1,290.8,627.7,483.0,520.6,494.6,420.3,577.0,562.1,289.4,232.6,248.3,386.5,496.8,177.0,641.2,498.2,388.6,443.7,521.7,620.7,652.6,263.0,573.8,664.5,377.3,253.1,209.3,174.1,559.7,168.9,269.3,209.8,189.4,610.9,533.3,708.7,585.4,329.5,272.8,567.1,209.4,118.4,650.6,531.2,383.2,510.3,244.9,121.8,574.4,638.8,548.0,591.7,255.5,621.1,480.1,590.1,488.9,161.8,590.5,320.6,475.0,1099.8,256.0,661.0,513.2,447.0,190.1,511.0,396.6,252.6,464.1,473.2,587.7,490.6,406.9,445.4,160.4,605.1,444.8,131.0,467.9,220.6,169.8,539.1,154.7,161.0,254.3,680.2,170.4,606.5,177.7,593.3,449.1,532.9,454.6,400.1,555.1,218.1,139.6,562.8,149.7,103.9,265.3,409.3,240.2,281.9,594.8,484.6,161.1,374.6,648.9,485.6,191.4,469.1,560.6,156.8,146.7,264.7,544.7,224.3,385.5,458.9,189.8,465.0,606.2,491.7,0.0
