from_stop,AC,AF,AI,AJ,AK,AQ,AR,AX,AY,BC,BJ,BK,BP,BW,BZ,CG,CI,CN,CV,CZ,DF,DH,DL,DR,DS,DT,DV,DW,DY,DZ,EB,ED,EU,EW,FB,FF,FG,FJ,GE,GN,GT,HK,HO,HU,HV,HW,IF,IP,IR,IS,IW,IY,JG,JL,JN,JS,JY,KC,KF,KG,KI,KO,KT,KV,KX,KY,KZ,LB,LI,LM,LN,LP,LV,ME,MI,MK,MO,MQ,NA,NJ,NO,NQ,NY,OL,ON,OS,OY,PF,PK,PL,PN,PO,PP,PS,PT,QA,QF,QH,QM,QR,QU,QZ,RD,RK,RQ,RV,RY,SA,SC,SE,SH,SI,SJ,SM,SP,SW,SY,TB,TC,TG,TI,TL,TU,UG,UI,UJ,UL,UN,UP,UX,VR,VT,VY,WA,WF,WG,WZ,XD,XF,XH,XJ,XZ,YC,YQ,YR,ZF,ZJ,ZO,ZQ,ZR,ZV
SC,787.2,389.0,516.9,1096.9,759.7,915.7,505.6,1120.2,1009.0,652.6,535.2,336.0,155.3,475.3,38.5,517.3,986.5,926.2,673.0,808.3,942.9,98.2,679.2,527.3,706.4,720.7,722.7,945.0,1296.1,744.0,699.2,266.8,896.2,1034.5,154.2,798.9,520.3,366.0,572.3,983.3,812.0,452.1,773.8,333.4,722.6,718.8,567.8,505.6,722.0,164.9,1003.3,934.5,893.6,120.2,1010.1,490.9,910.6,741.3,925.7,593.7,66.3,470.0,394.3,75.5,786.1,973.9,1030.9,573.0,287.5,727.5,978.8,165.0,715.8,884.3,1028.3,717.4,157.9,756.6,964.7,986.3,17.6,471.9,709.1,400.3,894.5,762.8,917.8,566.7,968.7,960.9,972.4,63.3,426.6,970.8,886.4,499.8,73.9,789.9,673.1,543.9,900.9,958.8,963.7,108.6,171.2,693.4,610.7,745.7,0.0,742.0,1010.3,651.8,848.1,904.9,100.6,794.7,807.4,605.2,657.8,597.4,362.0,718.5,129.1,762.3,874.7,1112.2,896.2,776.2,407.7,574.1,764.1,699.0,580.8,620.7,618.2,1045.6,935.3,985.0,591.7,888.8,666.5,189.6,1031.6,106.7,672.1,500.2,516.5,792.0,99.4,417.7,128.4
SE,1024.0,448.4,488.6,1001.9,39.5,820.7,538.2,1025.2,914.0,228.1,207.6,361.1,538.5,301.2,665.3,401.6,1000.3,831.2,145.8,955.7,1042.9,725.3,65.2,357.1,900.9,1024.3,884.6,958.8,1201.1,1047.6,274.7,685.4,910.0,1048.3,561.3,374.4,439.7,404.4,927.8,888.3,845.8,511.5,975.4,480.9,996.2,294.3,395.2,389.9,805.0,605.2,1103.3,839.5,798.6,595.3,915.1,523.5,815.6,316.8,830.7,494.2,675.4,529.4,639.0,639.5,823.3,878.9,935.9,222.7,706.1,303.0,992.6,528.8,291.3,789.3,933.3,1041.0,758.4,851.0,869.7,891.3,687.7,356.2,284.6,389.7,799.5,999.6,931.6,922.2,873.7,865.9,877.4,651.5,721.8,984.6,1085.7,415.4,656.6,932.7,248.6,199.4,476.4,863.8,868.7,735.7,739.9,997.0,215.3,916.7,686.9,0.0,915.3,957.4,1027.1,480.4,614.9,937.5,1044.2,407.0,233.3,137.0,780.6,1022.1,586.4,42.1,450.2,1017.2,910.0,351.7,446.1,528.3,968.6,274.5,988.6,422.5,193.7,950.6,949.1,890.0,234.1,793.8,1022.0,681.2,936.6,690.3,247.6,471.9,549.1,367.5,594.8,672.3,565.4
SH,488.7,795.9,753.1,381.3,989.3,285.4,735.1,423.6,293.7,882.2,764.8,744.7,886.0,657.6,1012.8,562.1,465.0,295.9,902.6,420.4,507.6,1072.8,908.8,709.6,365.6,489.0,349.3,423.5,408.4,512.3,928.8,819.1,374.7,513.0,908.8,1028.5,678.6,687.1,500.2,347.2,310.5,859.0,440.1,768.3,460.9,948.4,608.5,573.9,489.2,952.7,568.0,219.2,140.0,942.8,379.8,720.4,195.3,970.9,106.9,733.1,1022.9,876.9,793.7,987.0,288.0,123.6,404.2,802.6,797.9,957.1,457.3,876.3,945.4,149.3,398.0,505.7,976.9,315.7,334.4,356.0,1035.2,607.6,938.7,654.2,179.2,464.3,396.3,505.7,213.2,158.7,211.2,999.0,826.0,449.3,550.4,612.3,1004.1,397.4,902.7,773.5,1130.5,71.1,218.8,969.6,958.4,461.7,840.3,381.4,1034.4,971.6,0.0,422.1,491.8,1134.5,962.4,402.2,508.9,645.9,887.4,827.0,939.9,486.8,933.9,991.9,1104.3,415.6,374.7,1005.8,751.3,767.2,433.3,928.6,660.3,661.4,847.8,367.9,413.8,354.7,821.3,144.8,535.1,935.2,401.3,1037.8,901.7,736.4,746.0,1021.6,942.3,817.1,912.9
SI,135.3,698.8,656.0,455.0,892.2,273.8,638.0,478.3,367.1,785.1,667.7,647.6,579.8,560.5,615.2,465.0,334.6,284.3,805.5,156.4,291.0,635.5,811.7,612.5,54.5,66.8,70.8,293.1,654.2,90.1,831.7,396.9,244.3,382.6,528.4,931.4,581.5,590.0,78.0,341.4,160.1,761.9,133.9,671.2,70.7,851.3,511.4,476.8,392.1,643.8,351.4,292.6,251.7,562.4,368.2,623.3,268.7,873.8,283.8,636.0,642.5,779.8,371.5,606.6,134.2,332.0,389.0,705.5,375.7,860.0,326.9,570.1,848.3,242.4,386.4,83.5,554.7,104.7,322.8,344.4,637.6,510.5,841.6,557.1,252.6,110.9,265.9,83.5,326.8,319.0,330.5,618.6,403.8,318.9,234.5,515.2,623.7,138.0,805.6,676.4,1033.4,316.9,321.8,547.4,536.2,39.5,743.2,93.8,659.0,874.5,368.4,0.0,196.2,1037.4,582.0,142.8,155.5,548.8,790.3,729.9,517.7,64.6,553.5,894.8,1007.2,470.3,244.3,908.7,654.2,670.1,112.2,831.5,238.1,564.3,750.7,403.7,283.4,343.1,724.2,246.9,112.9,477.5,389.7,657.4,804.6,639.3,648.9,924.5,614.0,394.9,606.7
SJ,114.3,771.3,728.5,527.5,964.7,346.3,710.5,550.8,439.6,857.6,740.2,720.1,783.4,633.0,818.8,537.5,407.1,356.8,878.0,81.3,211.5,839.1,884.2,685.0,169.3,270.4,185.6,365.6,726.7,293.7,904.2,600.5,316.8,455.1,732.0,1003.9,654.0,662.5,281.6,413.9,232.6,834.4,257.8,743.7,242.3,923.8,583.9,549.3,464.6,847.4,271.9,365.1,324.2,766.0,440.7,695.8,341.2,946.3,356.3,708.5,846.1,852.3,575.1,810.2,206.7,404.5,461.5,778.0,579.3,932.5,399.4,773.7,920.8,314.9,458.9,287.1,758.3,177.2,395.3,416.9,841.2,583.0,914.1,629.6,325.1,118.1,338.4,287.1,399.3,391.5,403.0,822.2,607.4,391.4,58.5,587.7,827.3,108.7,878.1,748.9,1105.9,389.4,394.3,751.0,739.8,243.1,815.7,208.6,862.6,947.0,440.9,203.5,0.0,1109.9,785.6,103.9,96.5,621.3,862.8,802.4,721.3,268.2,757.1,967.3,1079.7,542.8,316.8,981.2,726.7,742.6,116.0,904.0,441.7,636.8,823.2,476.2,355.9,415.6,796.7,319.4,316.5,681.1,462.2,861.0,877.1,711.8,721.4,997.0,817.6,598.5,810.3
SM,1216.1,640.5,680.7,1194.0,547.3,1012.8,730.3,1217.3,1106.1,299.6,399.7,553.2,730.6,493.3,857.4,593.7,1192.4,1023.3,460.6,1147.8,1235.0,917.4,466.8,549.2,1093.0,1216.4,1076.7,1150.9,1393.2,1239.7,245.1,877.5,1102.1,1240.4,753.4,167.2,631.8,596.5,1119.9,1080.4,1037.9,703.6,1167.5,673.0,1188.3,197.3,587.3,582.0,997.1,797.3,1295.4,1031.6,990.7,787.4,1107.2,715.6,1007.7,356.1,1022.8,686.3,867.5,721.5,831.1,831.6,1015.4,1071.0,1128.0,414.8,898.2,189.2,1184.7,720.9,261.7,981.4,1125.4,1233.1,950.5,1043.1,1061.8,1083.4,879.8,548.3,468.9,581.8,991.6,1191.7,1123.7,1114.3,1065.8,1058.0,1069.5,843.6,913.9,1176.7,1277.8,607.5,848.7,1124.8,287.9,391.5,42.2,1055.9,1060.8,927.8,932.0,1189.1,395.8,1108.8,879.0,529.6,1107.4,1149.5,1219.2,0.0,807.0,1129.6,1236.3,599.1,257.8,385.0,972.7,1214.2,778.5,549.9,36.9,1209.3,1102.1,461.8,638.2,720.4,1160.7,384.6,1180.7,614.6,339.9,1142.7,1141.2,1082.1,426.2,985.9,1214.1,873.3,1128.7,882.4,243.7,664.0,741.2,160.3,786.9,864.4,757.5
SP,710.9,309.4,437.3,1020.6,680.1,839.4,502.3,1043.9,932.7,573.0,455.6,256.4,128.6,395.7,50.3,437.7,910.2,849.9,593.4,732.0,866.6,110.3,599.6,447.7,630.1,644.4,646.4,868.7,1219.8,667.7,619.6,190.5,819.9,963.2,53.5,719.3,440.7,286.4,496.0,907.0,735.7,372.5,697.5,253.8,646.3,639.2,564.5,424.6,645.7,138.2,927.0,858.2,817.3,19.5,933.8,487.6,834.3,661.7,849.4,445.1,60.4,390.4,318.0,24.5,709.8,897.6,954.6,493.4,211.2,647.9,902.5,128.1,636.2,808.0,952.0,641.1,170.0,680.3,888.4,910.0,72.7,392.3,629.5,320.7,818.2,686.5,841.5,490.4,892.4,884.6,896.1,36.5,350.3,892.4,810.1,496.5,41.6,713.6,593.5,464.3,821.3,882.5,886.0,120.7,183.3,617.1,531.1,669.4,94.1,662.4,934.0,575.5,771.8,825.3,0.0,718.4,731.1,470.5,578.2,517.8,285.7,642.2,28.4,682.7,795.1,1035.9,819.9,696.6,328.1,479.2,687.8,617.7,504.5,456.4,538.6,969.3,859.0,908.7,512.1,812.5,588.2,186.3,955.3,75.3,592.5,420.6,513.2,712.4,108.4,341.4,101.7
SW,141.5,667.3,624.5,423.5,860.7,242.3,606.5,446.8,335.6,753.6,636.2,616.1,757.4,529.0,766.5,433.5,303.1,252.8,774.0,53.4,170.2,786.8,780.2,581.0,94.7,218.1,78.4,261.6,622.7,241.4,800.2,548.2,212.8,351.1,679.7,899.9,550.0,558.5,229.3,309.9,128.6,730.4,169.2,639.7,190.0,819.8,479.9,445.3,360.6,824.1,230.6,261.1,220.2,713.7,336.7,591.8,237.2,842.3,252.3,604.5,793.8,748.3,522.8,757.9,102.7,300.5,357.5,674.0,527.0,828.5,295.4,747.7,816.8,210.9,354.9,234.8,706.0,73.2,291.3,312.9,788.9,479.0,810.1,525.6,221.1,117.1,234.4,234.8,295.3,287.5,299.0,769.9,555.1,287.4,172.5,483.7,775.0,4.7,774.1,644.9,1001.9,285.4,290.3,698.7,687.5,190.8,711.7,112.5,810.3,843.0,336.9,151.2,113.9,1005.9,733.3,0.0,161.7,517.3,758.8,698.4,669.0,215.9,704.8,863.3,975.7,438.8,212.8,877.2,622.7,638.6,66.3,800.0,389.4,532.8,719.2,372.2,251.9,311.6,692.7,215.4,264.2,628.8,358.2,808.7,773.1,607.8,617.4,893.0,813.7,546.2,784.3
SY,123.9,795.0,752.2,551.2,988.4,370.0,734.2,574.5,463.3,881.3,763.9,743.8,764.8,656.7,800.2,561.2,430.8,380.5,901.7,141.6,310.2,820.5,907.9,708.7,150.7,251.8,167.0,389.3,750.4,275.1,927.9,581.9,340.5,478.8,713.4,1027.6,677.7,686.2,263.0,437.6,256.3,858.1,239.2,767.4,223.7,947.5,607.6,573.0,488.3,828.8,370.6,388.8,347.9,747.4,464.4,719.5,364.9,970.0,380.0,732.2,827.5,876.0,556.5,791.6,230.4,428.2,485.2,801.7,560.7,956.2,423.1,755.1,944.5,338.6,482.6,268.5,739.7,200.9,419.0,440.6,822.6,606.7,937.8,653.3,348.8,99.5,362.1,268.5,423.0,415.2,426.7,803.6,588.8,415.1,136.9,611.4,808.7,169.0,901.8,772.6,1129.6,413.1,418.0,732.4,721.2,224.5,839.4,192.0,844.0,970.7,464.6,184.9,98.6,1133.6,767.0,173.8,0.0,645.0,886.5,826.1,702.7,249.6,738.5,991.0,1103.4,566.5,340.5,1004.9,750.4,766.3,97.4,927.7,423.1,660.5,846.9,499.9,379.6,439.3,820.4,343.1,297.9,662.5,485.9,842.4,900.8,735.5,745.1,1020.7,799.0,579.9,791.7
TB,712.8,225.8,115.3,690.7,419.2,509.5,165.2,714.0,602.8,312.1,194.7,174.6,315.9,87.5,442.7,90.4,689.1,520.0,332.5,644.5,731.7,502.7,338.7,139.5,589.7,713.1,573.4,647.6,889.9,736.4,358.7,462.8,598.8,737.1,338.7,458.4,32.7,117.0,686.9,577.1,534.6,288.9,664.2,198.2,685.0,378.3,84.0,78.7,493.8,382.6,792.1,528.3,487.4,372.7,603.9,189.9,504.4,400.8,519.5,87.1,452.8,306.8,485.5,416.9,512.1,567.7,624.7,232.5,483.5,387.0,681.4,306.2,375.3,478.1,622.1,729.8,535.8,539.8,558.5,580.1,465.1,37.5,368.6,84.1,488.3,688.4,620.4,681.3,562.5,554.7,566.2,428.9,568.3,673.4,774.5,104.2,434.0,621.5,332.6,203.4,560.4,552.6,557.5,513.1,517.3,685.8,270.2,605.5,464.3,401.5,604.1,646.2,715.9,564.4,392.3,626.3,733.0,0.0,317.3,256.9,558.0,710.9,363.8,421.8,534.2,706.0,598.8,435.7,181.2,121.2,657.4,358.5,677.4,15.5,277.7,639.4,637.9,578.8,251.2,482.6,759.2,458.6,625.4,467.7,331.6,98.6,190.8,451.5,372.2,518.8,342.8
TC,958.2,382.6,422.8,936.1,289.4,754.9,472.4,959.4,848.2,41.7,141.8,295.3,472.7,235.4,599.5,335.8,934.5,765.4,202.7,889.9,977.1,659.5,208.9,291.3,835.1,960.0,818.8,893.0,1135.3,981.8,41.3,619.6,844.2,987.5,495.5,141.0,373.9,338.6,862.0,822.5,780.0,445.7,909.6,415.1,930.4,60.9,329.4,322.7,739.2,539.4,1037.5,773.7,732.8,529.5,849.3,457.7,749.8,98.2,764.9,428.4,609.6,463.6,573.2,573.7,757.5,813.1,870.1,156.9,640.3,69.6,926.8,463.0,57.9,723.5,867.5,975.2,692.6,785.2,803.9,825.5,621.9,290.4,211.0,323.9,733.7,933.8,865.8,856.4,807.9,800.1,811.6,585.7,656.0,916.7,1019.9,349.6,590.8,866.9,30.0,133.6,243.0,798.0,801.5,669.9,674.1,931.2,137.9,850.9,621.1,271.7,849.5,891.6,961.3,247.0,549.1,871.7,978.4,341.2,0.0,127.1,714.8,956.3,520.6,292.0,216.8,951.4,844.2,203.9,380.3,462.5,902.8,125.0,922.8,356.7,82.0,884.8,883.3,824.2,168.3,728.0,954.2,615.4,870.8,624.5,14.2,406.1,483.3,134.1,529.0,606.5,499.6
TG,886.9,311.3,351.5,864.8,162.2,683.6,401.1,888.1,776.9,91.0,70.5,224.0,401.4,164.1,528.2,264.5,863.2,694.1,75.5,818.6,905.8,588.2,81.7,220.0,763.8,888.7,747.5,821.7,1064.0,910.5,137.6,548.3,772.9,911.2,424.2,237.3,302.6,267.3,790.7,751.2,708.7,374.4,838.3,343.8,859.1,157.2,258.1,252.8,667.9,468.1,966.2,702.4,661.5,458.2,778.0,386.4,678.5,179.7,693.6,357.1,538.3,392.3,501.9,502.4,686.2,741.8,798.8,85.6,569.0,165.9,855.5,391.7,154.2,652.2,796.2,903.9,621.3,713.9,732.6,754.2,550.6,219.1,147.5,252.6,662.4,862.5,794.5,785.1,736.6,728.8,740.3,514.4,584.7,847.5,948.6,278.3,519.5,795.6,111.5,62.3,339.3,726.7,731.6,598.6,602.8,859.9,78.2,779.6,549.8,144.5,778.2,820.3,890.0,343.3,477.8,800.4,907.1,269.9,96.2,0.0,643.5,885.0,449.3,164.8,313.1,880.1,772.9,214.6,309.0,391.2,831.5,137.4,851.5,285.4,56.6,813.5,812.0,752.9,97.0,656.7,884.9,544.1,799.5,553.2,110.5,334.8,412.0,230.4,457.7,535.2,428.3
TI,630.6,459.1,664.4,940.3,829.8,759.1,501.2,963.6,852.4,722.7,605.3,406.1,287.5,545.4,322.9,587.4,829.9,769.6,743.1,651.7,786.3,343.2,749.3,597.4,549.8,564.1,566.1,788.4,1139.5,587.4,769.3,110.2,739.6,877.9,236.1,869.0,633.5,436.1,415.7,826.7,655.4,522.2,617.2,403.5,566.0,788.9,563.4,575.7,565.4,351.5,846.7,777.9,737.0,270.1,853.5,486.5,754.0,811.4,769.1,589.3,350.2,540.1,237.7,314.3,629.5,817.3,874.3,643.1,130.9,797.6,822.2,277.8,785.9,727.7,871.7,560.8,262.4,600.0,808.1,829.7,345.3,562.5,779.2,470.4,737.9,606.2,761.2,410.1,812.1,804.3,815.8,326.3,270.0,814.2,729.8,495.4,331.4,633.3,743.2,614.0,971.0,802.2,807.1,255.1,243.9,536.8,680.8,589.1,366.7,812.1,853.7,495.2,691.5,975.0,289.7,638.1,650.8,600.8,727.9,667.5,0.0,561.9,261.2,832.4,944.8,955.6,739.6,846.3,477.8,569.7,607.5,769.1,424.2,616.3,688.3,889.0,778.7,828.4,661.8,732.2,509.9,185.2,875.0,365.1,742.2,647.7,512.1,862.1,321.7,261.1,314.4
TL,204.7,768.2,725.4,524.4,961.6,343.2,707.4,547.7,436.5,854.5,737.1,717.0,631.2,629.9,666.6,534.4,404.0,353.7,874.9,225.8,360.4,686.9,881.1,681.9,123.9,66.6,140.2,362.5,723.6,25.5,901.1,448.3,313.7,452.0,579.8,1000.8,650.9,659.4,129.4,410.8,229.5,831.3,133.7,740.6,142.4,920.7,580.8,546.2,461.5,695.2,420.8,362.0,321.1,613.8,437.6,692.7,338.1,943.2,353.2,705.4,693.9,849.2,422.9,658.0,203.6,401.4,458.4,774.9,427.1,929.4,396.3,621.5,917.7,311.8,455.8,116.9,606.1,174.1,392.2,413.8,689.0,579.9,911.0,626.5,322.0,180.3,335.3,134.9,396.2,388.4,399.9,670.0,455.2,388.3,303.9,584.6,675.1,207.4,875.0,745.8,1102.8,386.3,391.2,598.8,587.6,39.3,812.6,163.2,710.4,943.9,437.8,69.3,265.6,1106.8,633.4,212.2,224.9,618.2,859.7,799.3,569.1,0.0,604.9,964.2,1076.6,539.7,313.7,978.1,723.6,739.5,181.6,900.9,289.5,633.7,820.1,473.1,352.8,412.5,793.6,316.3,164.3,528.9,459.1,708.8,874.0,708.7,718.3,993.9,665.4,446.3,658.1
TU,682.4,280.9,408.8,992.1,651.6,810.9,473.8,1015.4,904.2,544.5,427.1,227.9,100.1,367.2,78.8,409.2,881.7,821.4,564.9,703.5,838.1,138.8,571.1,419.2,601.6,617.4,617.9,840.2,1191.3,639.2,591.1,162.0,791.4,929.7,25.0,690.8,412.2,257.9,467.5,878.5,707.2,344.0,669.0,225.3,617.8,610.7,536.0,397.5,617.2,109.7,898.5,829.7,788.8,8.9,905.3,459.1,805.8,633.2,820.9,416.6,88.9,361.9,289.5,53.0,681.3,869.1,926.1,464.9,182.7,619.4,874.0,99.6,607.7,779.5,923.5,612.6,198.5,651.8,859.9,881.5,101.2,363.8,601.0,292.2,789.7,658.0,813.0,461.9,863.9,856.1,867.6,65.0,321.8,866.0,781.6,468.0,70.1,685.1,565.0,435.8,792.8,854.0,858.9,149.2,211.8,588.6,502.6,640.9,122.6,633.9,905.5,547.0,743.3,796.8,28.4,689.9,702.6,442.0,549.7,489.3,257.2,613.7,0.0,654.2,766.6,1007.4,791.4,668.1,299.6,450.7,659.3,590.9,476.0,427.9,510.1,940.8,830.5,880.2,483.6,784.0,561.7,157.8,926.8,103.8,564.0,392.1,484.7,683.9,79.9,312.9,73.2
UG,1034.3,458.7,498.9,1012.2,2.5,831.0,548.5,1035.5,924.3,238.4,217.9,371.4,548.8,311.5,675.6,411.9,1010.6,841.5,156.1,966.0,1053.2,735.6,117.4,367.4,911.2,1034.6,894.9,969.1,1211.4,1057.9,285.0,695.7,920.3,1058.6,571.6,384.7,450.0,414.7,938.1,898.6,856.1,521.8,985.7,491.2,1006.5,304.6,405.5,400.2,815.3,615.5,1113.6,849.8,808.9,605.6,925.4,533.8,825.9,327.1,841.0,504.5,685.7,539.7,649.3,649.8,833.6,889.2,946.2,233.0,716.4,313.3,1002.9,539.1,301.6,799.6,943.6,1051.3,768.7,861.3,880.0,901.6,698.0,366.5,294.9,400.0,809.8,1009.9,941.9,932.5,884.0,876.2,887.7,661.8,732.1,994.9,1096.0,425.7,666.9,943.0,258.9,209.7,486.7,874.1,879.0,746.0,750.2,1007.3,225.6,929.0,697.2,52.1,925.6,967.7,1037.4,490.7,625.2,947.8,1054.5,417.3,243.6,147.3,790.9,1032.4,596.7,0.0,460.5,1027.5,920.3,362.0,456.4,538.6,978.9,284.8,998.9,432.8,204.0,960.9,959.4,900.3,244.4,804.1,1032.3,691.5,946.9,700.6,257.9,482.2,559.4,377.8,605.1,682.6,575.7
UI,1179.1,603.5,643.7,1157.0,510.3,975.8,693.3,1180.3,1069.1,262.6,362.7,516.2,693.6,456.3,820.4,556.7,1155.4,986.3,423.6,1110.8,1198.0,880.4,429.8,512.2,1056.0,1179.4,1039.7,1113.9,1356.2,1202.7,208.1,840.5,1065.1,1203.4,716.4,130.2,594.8,559.5,1082.9,1043.4,1000.9,666.6,1130.5,636.0,1151.3,160.3,550.3,545.0,960.1,760.3,1258.4,994.6,953.7,750.4,1070.2,678.6,970.7,319.1,985.8,649.3,830.5,684.5,794.1,794.6,978.4,1034.0,1091.0,377.8,861.2,152.2,1147.7,683.9,224.7,944.4,1088.4,1196.1,913.5,1006.1,1024.8,1046.4,842.8,511.3,431.9,544.8,954.6,1154.7,1086.7,1077.3,1028.8,1021.0,1032.5,806.6,876.9,1139.7,1240.8,570.5,811.7,1087.8,250.9,354.5,26.1,1018.9,1023.8,890.8,895.0,1152.1,358.8,1073.8,842.0,492.6,1070.4,1112.5,1182.2,30.1,770.0,1092.6,1199.3,562.1,220.8,348.0,935.7,1177.2,741.5,512.9,0.0,1172.3,1065.1,424.8,601.2,683.4,1123.7,347.6,1143.7,577.6,302.9,1105.7,1104.2,1045.1,389.2,948.9,1177.1,836.3,1091.7,845.4,206.7,627.0,704.2,123.3,749.9,827.4,720.5
UJ,592.1,899.3,856.5,87.3,1092.7,388.8,838.5,116.6,100.9,985.6,868.2,848.1,989.4,761.0,1116.2,665.5,568.4,399.3,1006.0,523.8,611.0,1176.2,1012.2,813.0,469.0,592.4,452.7,526.9,447.1,615.7,1032.2,922.5,478.1,616.4,1012.2,1131.9,782.0,790.5,603.6,159.9,413.9,962.4,543.5,871.7,564.3,1051.8,711.9,677.3,592.6,1056.1,671.4,206.7,261.7,1046.2,483.2,823.8,197.5,1074.3,293.8,836.5,1126.3,980.3,897.1,1090.4,391.4,342.0,111.2,906.0,901.3,1060.5,560.7,979.7,1048.8,252.4,501.4,609.1,1080.3,419.1,437.8,459.4,1138.6,711.0,1042.1,757.6,217.1,567.7,499.7,609.1,336.8,329.0,264.0,1102.4,929.4,552.7,653.8,715.7,1107.5,500.8,1006.1,876.9,1233.9,326.9,232.7,1073.0,1061.8,565.1,943.7,484.8,1137.8,1075.0,378.4,525.5,595.2,1237.9,1065.8,505.6,612.3,749.3,990.8,930.4,1043.3,590.2,1037.3,1095.3,1207.7,0.0,478.1,1109.2,854.7,870.6,536.7,1032.0,763.7,764.8,951.2,103.1,517.2,458.1,924.7,256.9,638.5,1038.6,504.7,1141.2,1005.1,839.8,849.4,1125.0,1045.7,920.5,1016.3
UL,299.9,660.4,617.6,416.6,853.8,142.0,599.6,439.9,328.7,746.7,629.3,609.2,750.5,522.1,877.3,426.6,123.6,100.1,767.1,231.6,318.8,868.9,773.3,574.1,176.8,300.2,160.5,82.1,615.8,323.5,793.3,630.3,33.3,138.2,773.3,893.0,543.1,551.6,311.4,303.0,103.7,723.5,251.3,632.8,272.1,812.9,473.0,438.4,353.7,817.2,379.2,254.2,213.3,807.3,206.5,584.9,230.3,835.4,245.4,597.6,887.4,741.4,604.9,851.5,99.2,293.6,350.6,667.1,609.1,821.6,82.5,740.8,809.9,204.0,248.7,316.9,788.1,126.9,161.1,206.7,899.7,472.1,803.2,518.7,214.2,275.5,42.3,316.9,288.4,280.6,292.1,863.5,637.2,107.9,361.6,476.8,868.6,208.6,767.2,638.0,995.0,278.5,283.4,780.8,769.6,272.9,704.8,192.6,898.9,836.1,330.0,233.3,303.0,999.0,826.9,213.4,320.1,510.4,751.9,691.5,751.1,298.0,798.4,856.4,968.8,431.9,0.0,870.3,615.8,631.7,244.5,793.1,471.5,525.9,712.3,365.3,39.0,205.4,685.8,208.5,346.3,710.9,228.0,902.3,766.2,600.9,610.5,886.1,806.8,628.3,777.4
UN,1013.8,438.2,478.4,991.7,345.0,810.5,528.0,1015.0,903.8,186.5,197.4,350.9,528.3,291.0,655.1,391.4,990.1,821.0,258.3,945.5,1032.7,715.1,264.5,346.9,890.7,1014.1,874.4,948.6,1190.9,1037.4,202.5,675.2,899.8,1043.1,551.1,302.2,429.5,394.2,917.6,878.1,835.6,501.3,965.2,470.7,986.0,222.1,385.0,378.3,794.8,595.0,1093.1,829.3,788.4,585.1,904.9,513.3,805.4,244.6,820.5,484.0,665.2,519.2,628.8,629.3,813.1,868.7,925.7,212.5,695.9,230.8,982.4,518.6,219.1,779.1,923.1,1030.8,748.2,840.8,859.5,881.1,677.5,346.0,266.6,379.5,789.3,989.4,921.4,912.0,863.5,855.7,867.2,641.3,711.6,972.3,1075.5,405.2,646.4,922.5,176.4,189.2,404.2,853.6,857.1,725.5,729.7,986.8,193.5,906.5,676.7,327.3,905.1,947.2,1016.9,408.2,604.7,927.3,1034.0,396.8,161.1,182.7,770.4,1011.9,576.2,347.6,378.0,1007.0,899.8,0.0,435.9,518.1,958.4,83.0,978.4,412.3,152.1,940.4,938.9,879.8,223.9,783.6,1009.8,671.0,926.4,680.1,175.4,461.7,538.9,295.3,584.6,662.1,555.2
UP,892.2,134.8,219.4,820.1,495.9,638.9,305.3,843.4,732.2,388.8,271.4,83.6,224.9,177.8,351.7,219.8,818.5,649.4,409.2,773.9,861.1,411.7,415.4,229.8,719.1,825.7,702.8,777.0,1019.3,849.0,435.4,371.8,728.2,866.5,247.7,535.1,222.8,68.5,677.3,706.5,664.0,197.9,793.6,107.2,827.6,455.0,213.4,208.1,623.2,291.6,921.5,657.7,616.8,281.7,733.3,330.0,633.8,477.5,648.9,227.2,361.8,215.8,394.5,325.9,641.5,697.1,754.1,309.2,392.5,463.7,810.8,215.2,452.0,607.5,751.5,822.4,444.8,669.2,687.9,709.5,374.1,174.4,445.3,102.8,617.7,867.8,749.8,671.7,691.9,684.1,695.6,337.9,477.3,802.8,991.4,233.6,343.0,750.9,409.3,280.1,637.1,682.0,686.9,422.1,426.3,798.4,346.9,736.9,373.3,478.2,733.5,756.8,845.3,641.1,301.3,755.7,912.4,252.6,394.0,333.6,467.0,823.5,272.8,498.5,610.9,835.4,728.2,512.4,0.0,261.3,869.1,435.2,685.8,238.5,354.4,768.8,767.3,708.2,327.9,612.0,771.5,367.6,754.8,376.7,408.3,202.7,330.9,528.2,281.2,427.8,251.8
